context: Hey! Come one, come all! response:	Cigarettes
context: Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school.\He's always been bad at social interactions.\Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed.\I'm just so...\He'd get depressed easily, and wall himself off. response:	A barrier?
context: He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school.\He's always been bad at social interactions.\Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed.\I'm just so...\He'd get depressed easily, and wall himself off.\A barrier? response:	And then, he even went and punched a gallery director.
context: Handa and I have been friends since middle school.\He's always been bad at social interactions.\Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed.\I'm just so...\He'd get depressed easily, and wall himself off.\A barrier?\And then, he even went and punched a gallery director. response:	It's been tough covering for him...
context: He's always been bad at social interactions.\Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed.\I'm just so...\He'd get depressed easily, and wall himself off.\A barrier?\And then, he even went and punched a gallery director.\It's been tough covering for him... response:	How is it I can picture his school days so easily?
context: Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed.\I'm just so...\He'd get depressed easily, and wall himself off.\A barrier?\And then, he even went and punched a gallery director.\It's been tough covering for him...\How is it I can picture his school days so easily? response:	Since I'd pictured the countryside as a place where associating with others was important,
context: Anytime he opened his mouth, he'd say something high-handed.\I'm just so...\He'd get depressed easily, and wall himself off.\A barrier?\And then, he even went and punched a gallery director.\It's been tough covering for him...\How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important, response:	I assumed that he'd give up and come back right away.
context: I'm just so...\He'd get depressed easily, and wall himself off.\A barrier?\And then, he even went and punched a gallery director.\It's been tough covering for him...\How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away. response:	He must be having a lot of fun, living here.
context: He'd get depressed easily, and wall himself off.\A barrier?\And then, he even went and punched a gallery director.\It's been tough covering for him...\How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here. response:	Could you look after him a little longer?
context: A barrier?\And then, he even went and punched a gallery director.\It's been tough covering for him...\How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here.\Could you look after him a little longer? response:	If ya know Sensei so well,
context: And then, he even went and punched a gallery director.\It's been tough covering for him...\How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here.\Could you look after him a little longer?\If ya know Sensei so well, response:	why'd ya come bringin' Kanzaki-kun?
context: It's been tough covering for him...\How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here.\Could you look after him a little longer?\If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun? response:	Sensei was feelin' mighty down after losin' the grand prize to him.
context: How is it I can picture his school days so easily?\Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here.\Could you look after him a little longer?\If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him. response:	My head again...
context: Since I'd pictured the countryside as a place where associating with others was important,\I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here.\Could you look after him a little longer?\If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him.\My head again... response:	Don't fake sick!
context: I assumed that he'd give up and come back right away.\He must be having a lot of fun, living here.\Could you look after him a little longer?\If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him.\My head again...\Don't fake sick! response:	I'm an art dealer.
context: He must be having a lot of fun, living here.\Could you look after him a little longer?\If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him.\My head again...\Don't fake sick!\I'm an art dealer. response:	Before being my friend, Handa's a money tree.
context: Could you look after him a little longer?\If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him.\My head again...\Don't fake sick!\I'm an art dealer.\Before being my friend, Handa's a money tree. response:	Money tree?
context: If ya know Sensei so well,\why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him.\My head again...\Don't fake sick!\I'm an art dealer.\Before being my friend, Handa's a money tree.\Money tree? response:	So I'll be in trouble if he doesn't produce good works, right?
context: why'd ya come bringin' Kanzaki-kun?\Sensei was feelin' mighty down after losin' the grand prize to him.\My head again...\Don't fake sick!\I'm an art dealer.\Before being my friend, Handa's a money tree.\Money tree?\So I'll be in trouble if he doesn't produce good works, right? response:	Since he came to this island, he's been searching for something.
context: Sensei was feelin' mighty down after losin' the grand prize to him.\My head again...\Don't fake sick!\I'm an art dealer.\Before being my friend, Handa's a money tree.\Money tree?\So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something. response:	But he's probably floundering, not knowing what it is.
context: My head again...\Don't fake sick!\I'm an art dealer.\Before being my friend, Handa's a money tree.\Money tree?\So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is. response:	In order for a person to mature,
context: Don't fake sick!\I'm an art dealer.\Before being my friend, Handa's a money tree.\Money tree?\So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is.\In order for a person to mature, response:	don't they need a rival?
context: I'm an art dealer.\Before being my friend, Handa's a money tree.\Money tree?\So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is.\In order for a person to mature,\don't they need a rival? response:	Now then...
context: Before being my friend, Handa's a money tree.\Money tree?\So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is.\In order for a person to mature,\don't they need a rival?\Now then... response:	I've got a hangover, so I'll spend the day sleeping.
context: Money tree?\So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is.\In order for a person to mature,\don't they need a rival?\Now then...\I've got a hangover, so I'll spend the day sleeping. response:	Tell Handa I'm coming tomorrow.
context: So I'll be in trouble if he doesn't produce good works, right?\Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is.\In order for a person to mature,\don't they need a rival?\Now then...\I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow. response:	He does seem like you'd expect a friend of Sensei's to be.
context: Since he came to this island, he's been searching for something.\But he's probably floundering, not knowing what it is.\In order for a person to mature,\don't they need a rival?\Now then...\I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be. response:	Lions smack their own cubs down into valleys.
context: But he's probably floundering, not knowing what it is.\In order for a person to mature,\don't they need a rival?\Now then...\I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys. response:	Are they like that?
context: In order for a person to mature,\don't they need a rival?\Now then...\I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys.\Are they like that? response:	But first, how does calligraphy have winners and losers?
context: don't they need a rival?\Now then...\I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys.\Are they like that?\But first, how does calligraphy have winners and losers? response:	It's not a martial art.
context: Now then...\I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys.\Are they like that?\But first, how does calligraphy have winners and losers?\It's not a martial art. response:	Please return to Tokyo, and do calligraphy seriously again, like you used to.
context: I've got a hangover, so I'll spend the day sleeping.\Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys.\Are they like that?\But first, how does calligraphy have winners and losers?\It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to. response:	Wait a minute!
context: Tell Handa I'm coming tomorrow.\He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys.\Are they like that?\But first, how does calligraphy have winners and losers?\It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute! response:	I came to this island to boost my skill in calligraphy.
context: He does seem like you'd expect a friend of Sensei's to be.\Lions smack their own cubs down into valleys.\Are they like that?\But first, how does calligraphy have winners and losers?\It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute!\I came to this island to boost my skill in calligraphy. response:	I can't go back until I get results.
context: Lions smack their own cubs down into valleys.\Are they like that?\But first, how does calligraphy have winners and losers?\It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute!\I came to this island to boost my skill in calligraphy.\I can't go back until I get results. response:	Results...?
context: Are they like that?\But first, how does calligraphy have winners and losers?\It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute!\I came to this island to boost my skill in calligraphy.\I can't go back until I get results.\Results...? response:	What results are you talking about?
context: But first, how does calligraphy have winners and losers?\It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute!\I came to this island to boost my skill in calligraphy.\I can't go back until I get results.\Results...?\What results are you talking about? response:	I'd done calligraphy since grade school,
context: It's not a martial art.\Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute!\I came to this island to boost my skill in calligraphy.\I can't go back until I get results.\Results...?\What results are you talking about?\I'd done calligraphy since grade school, response:	but since it was just boring practice day after day, I was planning to quit.
context: Please return to Tokyo, and do calligraphy seriously again, like you used to.\Wait a minute!\I came to this island to boost my skill in calligraphy.\I can't go back until I get results.\Results...?\What results are you talking about?\I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit. response:	Ward Residents Art Center
context: Wait a minute!\I came to this island to boost my skill in calligraphy.\I can't go back until I get results.\Results...?\What results are you talking about?\I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center response:	At that time,
context: I came to this island to boost my skill in calligraphy.\I can't go back until I get results.\Results...?\What results are you talking about?\I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center\At that time, response:	I reluctantly visited a calligraphy exhibition,
context: I can't go back until I get results.\Results...?\What results are you talking about?\I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center\At that time,\I reluctantly visited a calligraphy exhibition, response:	and saw calligraphy you had written.
context: Results...?\What results are you talking about?\I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center\At that time,\I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written. response:	What pretty calligraphy! I thought.
context: What results are you talking about?\I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center\At that time,\I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written.\What pretty calligraphy! I thought. response:	But now, you're not getting results.
context: I'd done calligraphy since grade school,\but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center\At that time,\I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written.\What pretty calligraphy! I thought.\But now, you're not getting results. response:	You're getting worse.
context: but since it was just boring practice day after day, I was planning to quit.\Ward Residents Art Center\At that time,\I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written.\What pretty calligraphy! I thought.\But now, you're not getting results.\You're getting worse. response:	Worse?!
context: Ward Residents Art Center\At that time,\I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written.\What pretty calligraphy! I thought.\But now, you're not getting results.\You're getting worse.\Worse?! response:	Haven't you realized it?
context: At that time,\I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written.\What pretty calligraphy! I thought.\But now, you're not getting results.\You're getting worse.\Worse?!\Haven't you realized it? response:	It's like you're pointlessly attempting to add too much individuality.
context: I reluctantly visited a calligraphy exhibition,\and saw calligraphy you had written.\What pretty calligraphy! I thought.\But now, you're not getting results.\You're getting worse.\Worse?!\Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality. response:	Your writing is just forceful. It's not like you at all!
context: and saw calligraphy you had written.\What pretty calligraphy! I thought.\But now, you're not getting results.\You're getting worse.\Worse?!\Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all! response:	Really...?
context: What pretty calligraphy! I thought.\But now, you're not getting results.\You're getting worse.\Worse?!\Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all!\Really...? response:	The fact that you lost to me is proof of that!
context: But now, you're not getting results.\You're getting worse.\Worse?!\Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all!\Really...?\The fact that you lost to me is proof of that! response:	Sure, I expected you to feel mortified,
context: You're getting worse.\Worse?!\Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all!\Really...?\The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified, response:	but you have no idea how much you're degenerating!
context: Worse?!\Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all!\Really...?\The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating! response:	This environment is ruining you!
context: Haven't you realized it?\It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all!\Really...?\The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating!\This environment is ruining you! response:	Wait a minute!
context: It's like you're pointlessly attempting to add too much individuality.\Your writing is just forceful. It's not like you at all!\Really...?\The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating!\This environment is ruining you!\Wait a minute! response:	Let's go back to Tokyo!
context: Your writing is just forceful. It's not like you at all!\Really...?\The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating!\This environment is ruining you!\Wait a minute!\Let's go back to Tokyo! response:	Now, look...
context: Really...?\The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating!\This environment is ruining you!\Wait a minute!\Let's go back to Tokyo!\Now, look... response:	Writing calligraphy people will acknowledge is everything.
context: The fact that you lost to me is proof of that!\Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating!\This environment is ruining you!\Wait a minute!\Let's go back to Tokyo!\Now, look...\Writing calligraphy people will acknowledge is everything. response:	Aren't you the one who said that?
context: Sure, I expected you to feel mortified,\but you have no idea how much you're degenerating!\This environment is ruining you!\Wait a minute!\Let's go back to Tokyo!\Now, look...\Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that? response:	Your calligraphy is just plain dull.
context: but you have no idea how much you're degenerating!\This environment is ruining you!\Wait a minute!\Let's go back to Tokyo!\Now, look...\Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that?\Your calligraphy is just plain dull. response:	For one still so young, your calligraphy is highly conformist.
context: This environment is ruining you!\Wait a minute!\Let's go back to Tokyo!\Now, look...\Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that?\Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist. response:	Sensei, please, listen to me!
context: Wait a minute!\Let's go back to Tokyo!\Now, look...\Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that?\Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me! response:	Did you even attempt to scale the wall of mediocrity?
context: Let's go back to Tokyo!\Now, look...\Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that?\Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity? response:	Instead of fussin' over that stuff, I'd rather have fun writin'.
context: Now, look...\Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that?\Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'. response:	Let's go back, Sensei!
context: Writing calligraphy people will acknowledge is everything.\Aren't you the one who said that?\Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei! response:	You can't stay in a place like this!
context: Aren't you the one who said that?\Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei!\You can't stay in a place like this! response:	Acknowledged? By whom?
context: Your calligraphy is just plain dull.\For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei!\You can't stay in a place like this!\Acknowledged? By whom? response:	Sensei! Sensei!
context: For one still so young, your calligraphy is highly conformist.\Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei!\You can't stay in a place like this!\Acknowledged? By whom?\Sensei! Sensei! response:	Sen
context: Sensei, please, listen to me!\Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei!\You can't stay in a place like this!\Acknowledged? By whom?\Sensei! Sensei!\Sen response:	Shut up!
context: Did you even attempt to scale the wall of mediocrity?\Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei!\You can't stay in a place like this!\Acknowledged? By whom?\Sensei! Sensei!\Sen\Shut up! response:	What do you want from me?!
context: Instead of fussin' over that stuff, I'd rather have fun writin'.\Let's go back, Sensei!\You can't stay in a place like this!\Acknowledged? By whom?\Sensei! Sensei!\Sen\Shut up!\What do you want from me?! response:	I win a prize, but get told it's dull!
context: Let's go back, Sensei!\You can't stay in a place like this!\Acknowledged? By whom?\Sensei! Sensei!\Sen\Shut up!\What do you want from me?!\I win a prize, but get told it's dull! response:	I write good calligraphy, but don't win a prize!
context: You can't stay in a place like this!\Acknowledged? By whom?\Sensei! Sensei!\Sen\Shut up!\What do you want from me?!\I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize! response:	I don't know anymore.
context: Acknowledged? By whom?\Sensei! Sensei!\Sen\Shut up!\What do you want from me?!\I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize!\I don't know anymore. response:	I don't know what the correct answer is...
context: Sensei! Sensei!\Sen\Shut up!\What do you want from me?!\I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize!\I don't know anymore.\I don't know what the correct answer is... response:	Paper airplanes?
context: Sen\Shut up!\What do you want from me?!\I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize!\I don't know anymore.\I don't know what the correct answer is...\Paper airplanes? response:	My collection!
context: Shut up!\What do you want from me?!\I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize!\I don't know anymore.\I don't know what the correct answer is...\Paper airplanes?\My collection! response:	Who would do this?!
context: What do you want from me?!\I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize!\I don't know anymore.\I don't know what the correct answer is...\Paper airplanes?\My collection!\Who would do this?! response:	Amazing!
context: I win a prize, but get told it's dull!\I write good calligraphy, but don't win a prize!\I don't know anymore.\I don't know what the correct answer is...\Paper airplanes?\My collection!\Who would do this?!\Amazing! response:	Your planes really fly great!
context: I write good calligraphy, but don't win a prize!\I don't know anymore.\I don't know what the correct answer is...\Paper airplanes?\My collection!\Who would do this?!\Amazing!\Your planes really fly great! response:	They fly when the wind blows.
context: I don't know anymore.\I don't know what the correct answer is...\Paper airplanes?\My collection!\Who would do this?!\Amazing!\Your planes really fly great!\They fly when the wind blows. response:	Sensei!
context: I don't know what the correct answer is...\Paper airplanes?\My collection!\Who would do this?!\Amazing!\Your planes really fly great!\They fly when the wind blows.\Sensei! response:	Yer flyin'!
context: Paper airplanes?\My collection!\Who would do this?!\Amazing!\Your planes really fly great!\They fly when the wind blows.\Sensei!\Yer flyin'! response:	Quit messing around, kids!
context: My collection!\Who would do this?!\Amazing!\Your planes really fly great!\They fly when the wind blows.\Sensei!\Yer flyin'!\Quit messing around, kids! response:	Hey, say something, Sense
context: Who would do this?!\Amazing!\Your planes really fly great!\They fly when the wind blows.\Sensei!\Yer flyin'!\Quit messing around, kids!\Hey, say something, Sense response:	Go on ahead.
context: Amazing!\Your planes really fly great!\They fly when the wind blows.\Sensei!\Yer flyin'!\Quit messing around, kids!\Hey, say something, Sense\Go on ahead. response:	My calligraphy that you call pretty
context: Your planes really fly great!\They fly when the wind blows.\Sensei!\Yer flyin'!\Quit messing around, kids!\Hey, say something, Sense\Go on ahead.\My calligraphy that you call pretty response:	is well-behaved calligraphy, written the way my dad told me.
context: They fly when the wind blows.\Sensei!\Yer flyin'!\Quit messing around, kids!\Hey, say something, Sense\Go on ahead.\My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me. response:	I don't mind if you get mad.
context: Sensei!\Yer flyin'!\Quit messing around, kids!\Hey, say something, Sense\Go on ahead.\My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad. response:	I want...
context: Yer flyin'!\Quit messing around, kids!\Hey, say something, Sense\Go on ahead.\My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad.\I want... response:	to write calligraphy only Handa Seishuu can write.
context: Quit messing around, kids!\Hey, say something, Sense\Go on ahead.\My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad.\I want...\to write calligraphy only Handa Seishuu can write. response:	I don't know what the correct answer is,
context: Hey, say something, Sense\Go on ahead.\My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad.\I want...\to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is, response:	but letting your words goad me
context: Go on ahead.\My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad.\I want...\to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is,\but letting your words goad me response:	into returning to Tokyo feels wrong.
context: My calligraphy that you call pretty\is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad.\I want...\to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is,\but letting your words goad me\into returning to Tokyo feels wrong. response:	I want to change myself.
context: is well-behaved calligraphy, written the way my dad told me.\I don't mind if you get mad.\I want...\to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is,\but letting your words goad me\into returning to Tokyo feels wrong.\I want to change myself. response:	Here.
context: I don't mind if you get mad.\I want...\to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is,\but letting your words goad me\into returning to Tokyo feels wrong.\I want to change myself.\Here. response:	Hey, you guys, that's dangerous!
context: I want...\to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is,\but letting your words goad me\into returning to Tokyo feels wrong.\I want to change myself.\Here.\Hey, you guys, that's dangerous! response:	Come down from there!
context: to write calligraphy only Handa Seishuu can write.\I don't know what the correct answer is,\but letting your words goad me\into returning to Tokyo feels wrong.\I want to change myself.\Here.\Hey, you guys, that's dangerous!\Come down from there! response:	Ayup!
context: I don't know what the correct answer is,\but letting your words goad me\into returning to Tokyo feels wrong.\I want to change myself.\Here.\Hey, you guys, that's dangerous!\Come down from there!\Ayup! response:	Okay!
context: but letting your words goad me\into returning to Tokyo feels wrong.\I want to change myself.\Here.\Hey, you guys, that's dangerous!\Come down from there!\Ayup!\Okay! response:	Go on ahead and wait for me a little longer.
context: into returning to Tokyo feels wrong.\I want to change myself.\Here.\Hey, you guys, that's dangerous!\Come down from there!\Ayup!\Okay!\Go on ahead and wait for me a little longer. response:	I'll catch up right away, riding on the wind.
context: I want to change myself.\Here.\Hey, you guys, that's dangerous!\Come down from there!\Ayup!\Okay!\Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind. response:	Sensei!
context: Here.\Hey, you guys, that's dangerous!\Come down from there!\Ayup!\Okay!\Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind.\Sensei! response:	Could you repeat those words once m
context: Hey, you guys, that's dangerous!\Come down from there!\Ayup!\Okay!\Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind.\Sensei!\Could you repeat those words once m response:	Oh, crap!
context: Come down from there!\Ayup!\Okay!\Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind.\Sensei!\Could you repeat those words once m\Oh, crap! response:	That was a better hit than I expected.
context: Ayup!\Okay!\Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind.\Sensei!\Could you repeat those words once m\Oh, crap!\That was a better hit than I expected. response:	Naru, go call the village chief!
context: Okay!\Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind.\Sensei!\Could you repeat those words once m\Oh, crap!\That was a better hit than I expected.\Naru, go call the village chief! response:	Hina, you go get ice!
context: Go on ahead and wait for me a little longer.\I'll catch up right away, riding on the wind.\Sensei!\Could you repeat those words once m\Oh, crap!\That was a better hit than I expected.\Naru, go call the village chief!\Hina, you go get ice! response:	Ayup!
context: I'll catch up right away, riding on the wind.\Sensei!\Could you repeat those words once m\Oh, crap!\That was a better hit than I expected.\Naru, go call the village chief!\Hina, you go get ice!\Ayup! response:	Too bad...
context: Sensei!\Could you repeat those words once m\Oh, crap!\That was a better hit than I expected.\Naru, go call the village chief!\Hina, you go get ice!\Ayup!\Too bad... response:	He's still got some growing up to do.
context: Could you repeat those words once m\Oh, crap!\That was a better hit than I expected.\Naru, go call the village chief!\Hina, you go get ice!\Ayup!\Too bad...\He's still got some growing up to do. response:	I'd better do my best, too.
context: Oh, crap!\That was a better hit than I expected.\Naru, go call the village chief!\Hina, you go get ice!\Ayup!\Too bad...\He's still got some growing up to do.\I'd better do my best, too. response:	Why's this guy at our house?
context: That was a better hit than I expected.\Naru, go call the village chief!\Hina, you go get ice!\Ayup!\Too bad...\He's still got some growing up to do.\I'd better do my best, too.\Why's this guy at our house? response:	A lot happened.
context: Naru, go call the village chief!\Hina, you go get ice!\Ayup!\Too bad...\He's still got some growing up to do.\I'd better do my best, too.\Why's this guy at our house?\A lot happened. response:	Havin' a young man visit gives your mother a reason to cook dinner.
context: Hina, you go get ice!\Ayup!\Too bad...\He's still got some growing up to do.\I'd better do my best, too.\Why's this guy at our house?\A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner. response:	Old hags shouldn't try for sex appeal.
context: Ayup!\Too bad...\He's still got some growing up to do.\I'd better do my best, too.\Why's this guy at our house?\A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal. response:	I'm gonna knock yer block off!
context: Too bad...\He's still got some growing up to do.\I'd better do my best, too.\Why's this guy at our house?\A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off! response:	Translation: I'll hit you hard enough to dislocate your jaw!
context: He's still got some growing up to do.\I'd better do my best, too.\Why's this guy at our house?\A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw! response:	Oh! That's right, Sensei!
