context: I can't take any more... I'm at my limit... response:	Let me off...
context: What?!\Natsu-san is in there!\Okay...\What kind of cosplay is that?\Wendy... What's the story with that outfit?\Oh, this is, uh...\Natsu! Wake up!\Are you up? Are you alright now? response:	Has the train stopped?
context: Natsu-san is in there!\Okay...\What kind of cosplay is that?\Wendy... What's the story with that outfit?\Oh, this is, uh...\Natsu! Wake up!\Are you up? Are you alright now?\Has the train stopped? response:	I think Wendy's in trouble!
context: Okay...\What kind of cosplay is that?\Wendy... What's the story with that outfit?\Oh, this is, uh...\Natsu! Wake up!\Are you up? Are you alright now?\Has the train stopped?\I think Wendy's in trouble! response:	What?!
context: What kind of cosplay is that?\Wendy... What's the story with that outfit?\Oh, this is, uh...\Natsu! Wake up!\Are you up? Are you alright now?\Has the train stopped?\I think Wendy's in trouble!\What?! response:	You fiends! What have you done to Wendy?!
context: Wendy... What's the story with that outfit?\Oh, this is, uh...\Natsu! Wake up!\Are you up? Are you alright now?\Has the train stopped?\I think Wendy's in trouble!\What?!\You fiends! What have you done to Wendy?! response:	And if it's bad, I'll bite through your windpipes!
context: Oh, this is, uh...\Natsu! Wake up!\Are you up? Are you alright now?\Has the train stopped?\I think Wendy's in trouble!\What?!\You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes! response:	Please help us, goddess!
context: Natsu! Wake up!\Are you up? Are you alright now?\Has the train stopped?\I think Wendy's in trouble!\What?!\You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes!\Please help us, goddess! response:	There's no resisting this.
context: Are you up? Are you alright now?\Has the train stopped?\I think Wendy's in trouble!\What?!\You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes!\Please help us, goddess!\There's no resisting this. response:	Lackeys, assemble!
context: Has the train stopped?\I think Wendy's in trouble!\What?!\You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes!\Please help us, goddess!\There's no resisting this.\Lackeys, assemble! response:	She's consorting with them...
context: I think Wendy's in trouble!\What?!\You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes!\Please help us, goddess!\There's no resisting this.\Lackeys, assemble!\She's consorting with them... response:	Why are they listening to Wendy?
context: What?!\You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes!\Please help us, goddess!\There's no resisting this.\Lackeys, assemble!\She's consorting with them...\Why are they listening to Wendy? response:	And what do they mean by goddess?
context: You fiends! What have you done to Wendy?!\And if it's bad, I'll bite through your windpipes!\Please help us, goddess!\There's no resisting this.\Lackeys, assemble!\She's consorting with them...\Why are they listening to Wendy?\And what do they mean by goddess? response:	Give up on being truly evil and turn over a new leaf.
context: And if it's bad, I'll bite through your windpipes!\Please help us, goddess!\There's no resisting this.\Lackeys, assemble!\She's consorting with them...\Why are they listening to Wendy?\And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf. response:	Why don't you study to become wizards?
context: Please help us, goddess!\There's no resisting this.\Lackeys, assemble!\She's consorting with them...\Why are they listening to Wendy?\And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards? response:	Fairy Tail offers a correspondence course.
context: There's no resisting this.\Lackeys, assemble!\She's consorting with them...\Why are they listening to Wendy?\And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards?\Fairy Tail offers a correspondence course. response:	How about sending away for the materials?
context: Lackeys, assemble!\She's consorting with them...\Why are they listening to Wendy?\And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards?\Fairy Tail offers a correspondence course.\How about sending away for the materials? response:	Goddess... You're thinking about our welfare that much?
context: She's consorting with them...\Why are they listening to Wendy?\And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards?\Fairy Tail offers a correspondence course.\How about sending away for the materials?\Goddess... You're thinking about our welfare that much? response:	Now that you mention it, we never thought about...
context: Why are they listening to Wendy?\And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards?\Fairy Tail offers a correspondence course.\How about sending away for the materials?\Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about... response:	Lady Boss! You really are the best!
context: And what do they mean by goddess?\Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards?\Fairy Tail offers a correspondence course.\How about sending away for the materials?\Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about...\Lady Boss! You really are the best! response:	What happened...?
context: Give up on being truly evil and turn over a new leaf.\Why don't you study to become wizards?\Fairy Tail offers a correspondence course.\How about sending away for the materials?\Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about...\Lady Boss! You really are the best!\What happened...? response:	She ends up soothing even the worst of evil criminals...
context: Why don't you study to become wizards?\Fairy Tail offers a correspondence course.\How about sending away for the materials?\Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about...\Lady Boss! You really are the best!\What happened...?\She ends up soothing even the worst of evil criminals... response:	It's Wendy's style to go that far.
context: Fairy Tail offers a correspondence course.\How about sending away for the materials?\Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about...\Lady Boss! You really are the best!\What happened...?\She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far. response:	Her style?
context: How about sending away for the materials?\Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about...\Lady Boss! You really are the best!\What happened...?\She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far.\Her style? response:	Hey, you three!
context: Goddess... You're thinking about our welfare that much?\Now that you mention it, we never thought about...\Lady Boss! You really are the best!\What happened...?\She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far.\Her style?\Hey, you three! response:	Natsu!
context: Now that you mention it, we never thought about...\Lady Boss! You really are the best!\What happened...?\She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far.\Her style?\Hey, you three!\Natsu! response:	I told him everything!
context: Lady Boss! You really are the best!\What happened...?\She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far.\Her style?\Hey, you three!\Natsu!\I told him everything! response:	Wendy, the bad guys are threatening you, right?
context: What happened...?\She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far.\Her style?\Hey, you three!\Natsu!\I told him everything!\Wendy, the bad guys are threatening you, right? response:	That's not what's going on, Happy!
context: She ends up soothing even the worst of evil criminals...\It's Wendy's style to go that far.\Her style?\Hey, you three!\Natsu!\I told him everything!\Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy! response:	You acted all nice to me... because you're thieves, yeah?
context: It's Wendy's style to go that far.\Her style?\Hey, you three!\Natsu!\I told him everything!\Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah? response:	You dared deceive me!
context: Her style?\Hey, you three!\Natsu!\I told him everything!\Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah?\You dared deceive me! response:	Fire!
context: Hey, you three!\Natsu!\I told him everything!\Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah?\You dared deceive me!\Fire! response:	Iron Fist...
context: Natsu!\I told him everything!\Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah?\You dared deceive me!\Fire!\Iron Fist... response:	Natsu-san, wait! I'm in the middle of convincing them!
context: I told him everything!\Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah?\You dared deceive me!\Fire!\Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them! response:	Look at them fly...
context: Wendy, the bad guys are threatening you, right?\That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah?\You dared deceive me!\Fire!\Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly... response:	I don't think they're really that bad...
context: That's not what's going on, Happy!\You acted all nice to me... because you're thieves, yeah?\You dared deceive me!\Fire!\Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly...\I don't think they're really that bad... response:	Why did you make me wait so long?!
context: You acted all nice to me... because you're thieves, yeah?\You dared deceive me!\Fire!\Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly...\I don't think they're really that bad...\Why did you make me wait so long?! response:	Our apologies! We had a little trouble along the way...
context: You dared deceive me!\Fire!\Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly...\I don't think they're really that bad...\Why did you make me wait so long?!\Our apologies! We had a little trouble along the way... response:	I can't do this anymore...
context: Fire!\Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly...\I don't think they're really that bad...\Why did you make me wait so long?!\Our apologies! We had a little trouble along the way...\I can't do this anymore... response:	After that, you got sick all over again, huh?
context: Iron Fist...\Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly...\I don't think they're really that bad...\Why did you make me wait so long?!\Our apologies! We had a little trouble along the way...\I can't do this anymore...\After that, you got sick all over again, huh? response:	Anyway, you'll be paid half the agreed-upon fee!
context: Natsu-san, wait! I'm in the middle of convincing them!\Look at them fly...\I don't think they're really that bad...\Why did you make me wait so long?!\Our apologies! We had a little trouble along the way...\I can't do this anymore...\After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee! response:	That's pretty harsh...
context: Look at them fly...\I don't think they're really that bad...\Why did you make me wait so long?!\Our apologies! We had a little trouble along the way...\I can't do this anymore...\After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh... response:	Wendy! Now's the time to work your magic!
context: I don't think they're really that bad...\Why did you make me wait so long?!\Our apologies! We had a little trouble along the way...\I can't do this anymore...\After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh...\Wendy! Now's the time to work your magic! response:	Go and sooth this guy's heart!
context: Why did you make me wait so long?!\Our apologies! We had a little trouble along the way...\I can't do this anymore...\After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh...\Wendy! Now's the time to work your magic!\Go and sooth this guy's heart! response:	I'll never forgive that Gas-Butt Brigade!
context: Our apologies! We had a little trouble along the way...\I can't do this anymore...\After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh...\Wendy! Now's the time to work your magic!\Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade! response:	The Jiggle Butt Gang never gives up!
context: I can't do this anymore...\After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh...\Wendy! Now's the time to work your magic!\Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up! response:	We're gonna keep going full speed ahead'til we master true evil!
context: After that, you got sick all over again, huh?\Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh...\Wendy! Now's the time to work your magic!\Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil! response:	Oh! That was so inspiring!
context: Anyway, you'll be paid half the agreed-upon fee!\That's pretty harsh...\Wendy! Now's the time to work your magic!\Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring! response:	I'll follow you anywhere!
context: That's pretty harsh...\Wendy! Now's the time to work your magic!\Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring!\I'll follow you anywhere! response:	Let's go! Gas-Butt Triple Ecstasy!
context: Wendy! Now's the time to work your magic!\Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring!\I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy! response:	Alright! Second star to the right, and straight on to true evil!
context: Go and sooth this guy's heart!\I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring!\I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil! response:	Straight on!
context: I'll never forgive that Gas-Butt Brigade!\The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring!\I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil!\Straight on! response:	We'll be back!!
context: The Jiggle Butt Gang never gives up!\We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring!\I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil!\Straight on!\We'll be back!! response:	It's Evil Lord Happy!
context: We're gonna keep going full speed ahead'til we master true evil!\Oh! That was so inspiring!\I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil!\Straight on!\We'll be back!!\It's Evil Lord Happy! response:	Take this! Roar of the Fire Dragon!
context: Oh! That was so inspiring!\I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil!\Straight on!\We'll be back!!\It's Evil Lord Happy!\Take this! Roar of the Fire Dragon! response:	What's wrong, Salamander?! I'm over here!
context: I'll follow you anywhere!\Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil!\Straight on!\We'll be back!!\It's Evil Lord Happy!\Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here! response:	Damn! It's against the rules to turn invisible!
context: Let's go! Gas-Butt Triple Ecstasy!\Alright! Second star to the right, and straight on to true evil!\Straight on!\We'll be back!!\It's Evil Lord Happy!\Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here!\Damn! It's against the rules to turn invisible! response:	Face me fair and square!
context: Alright! Second star to the right, and straight on to true evil!\Straight on!\We'll be back!!\It's Evil Lord Happy!\Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here!\Damn! It's against the rules to turn invisible!\Face me fair and square! response:	You're looking the wrong way!
context: Straight on!\We'll be back!!\It's Evil Lord Happy!\Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here!\Damn! It's against the rules to turn invisible!\Face me fair and square!\You're looking the wrong way! response:	Next time: The Terror of Invisible Lucy!
context: We'll be back!!\It's Evil Lord Happy!\Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here!\Damn! It's against the rules to turn invisible!\Face me fair and square!\You're looking the wrong way!\Next time: The Terror of Invisible Lucy! response:	I don't think that would work for you, Happy.
context: It's Evil Lord Happy!\Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here!\Damn! It's against the rules to turn invisible!\Face me fair and square!\You're looking the wrong way!\Next time: The Terror of Invisible Lucy!\I don't think that would work for you, Happy. response:	Once in a while, I wanna be in the spotlight, too!
context: Take this! Roar of the Fire Dragon!\What's wrong, Salamander?! I'm over here!\Damn! It's against the rules to turn invisible!\Face me fair and square!\You're looking the wrong way!\Next time: The Terror of Invisible Lucy!\I don't think that would work for you, Happy.\Once in a while, I wanna be in the spotlight, too! response:	That's a really sad reason...
