context: Five, four... response:	Three, two...
context: I'll excuse myself as soon as your father gets here.\Assuming he ever does.\He's not exactly the type to keep his promises.\But he really does care about you.\Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere. response:	Then I have your father to thank that I got to meet you, Miss Dorothy.
context: Assuming he ever does.\He's not exactly the type to keep his promises.\But he really does care about you.\Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy. response:	Even if he is the weakest, most worthless father of all time.
context: He's not exactly the type to keep his promises.\But he really does care about you.\Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time. response:	He was a good dad, back when he was still an engineer.
context: But he really does care about you.\Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer. response:	He used to sing me to sleep.
context: Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer.\He used to sing me to sleep. response:	Dad and I both loved that song.
context: If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer.\He used to sing me to sleep.\Dad and I both loved that song. response:	The Moon is beautiful
context: And you wouldn't have become a spy?\I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer.\He used to sing me to sleep.\Dad and I both loved that song.\The Moon is beautiful response:	And we fell in love
context: I might be hawking bread for a baker somewhere.\Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer.\He used to sing me to sleep.\Dad and I both loved that song.\The Moon is beautiful\And we fell in love response:	Come on, stop it! And we fell in love
context: Then I have your father to thank that I got to meet you, Miss Dorothy.\Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer.\He used to sing me to sleep.\Dad and I both loved that song.\The Moon is beautiful\And we fell in love\Come on, stop it! And we fell in love response:	And we fell in love
context: Even if he is the weakest, most worthless father of all time.\He was a good dad, back when he was still an engineer.\He used to sing me to sleep.\Dad and I both loved that song.\The Moon is beautiful\And we fell in love\Come on, stop it! And we fell in love\And we fell in love response:	On just a dazzling summer's night
context: He was a good dad, back when he was still an engineer.\He used to sing me to sleep.\Dad and I both loved that song.\The Moon is beautiful\And we fell in love\Come on, stop it! And we fell in love\And we fell in love\On just a dazzling summer's night response:	That's pretty good, Miss! On just a dazzling summer's night
context: He used to sing me to sleep.\Dad and I both loved that song.\The Moon is beautiful\And we fell in love\Come on, stop it! And we fell in love\And we fell in love\On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night response:	Nice singing! On just a dazzling summer's night
context: Dad and I both loved that song.\The Moon is beautiful\And we fell in love\Come on, stop it! And we fell in love\And we fell in love\On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night response:	On just a dazzling summer's night
context: The Moon is beautiful\And we fell in love\Come on, stop it! And we fell in love\And we fell in love\On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night\On just a dazzling summer's night response:	We dance the light steps of a merry melody
context: And we fell in love\Come on, stop it! And we fell in love\And we fell in love\On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night\On just a dazzling summer's night\We dance the light steps of a merry melody response:	Laughing as we go
context: Come on, stop it! And we fell in love\And we fell in love\On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night\On just a dazzling summer's night\We dance the light steps of a merry melody\Laughing as we go response:	Exchanging kiss after kiss
context: And we fell in love\On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night\On just a dazzling summer's night\We dance the light steps of a merry melody\Laughing as we go\Exchanging kiss after kiss response:	So on nights when the moon is beautiful, remember
context: On just a dazzling summer's night\That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night\On just a dazzling summer's night\We dance the light steps of a merry melody\Laughing as we go\Exchanging kiss after kiss\So on nights when the moon is beautiful, remember response:	Although we're so far apart now
context: That's pretty good, Miss! On just a dazzling summer's night\Nice singing! On just a dazzling summer's night\On just a dazzling summer's night\We dance the light steps of a merry melody\Laughing as we go\Exchanging kiss after kiss\So on nights when the moon is beautiful, remember\Although we're so far apart now response:	You are dearer to me than anything in the world
context: Nice singing! On just a dazzling summer's night\On just a dazzling summer's night\We dance the light steps of a merry melody\Laughing as we go\Exchanging kiss after kiss\So on nights when the moon is beautiful, remember\Although we're so far apart now\You are dearer to me than anything in the world response:	You're late. You are dearer to me than anything in the world
context: On just a dazzling summer's night\We dance the light steps of a merry melody\Laughing as we go\Exchanging kiss after kiss\So on nights when the moon is beautiful, remember\Although we're so far apart now\You are dearer to me than anything in the world\You're late. You are dearer to me than anything in the world response:	Dad. You are dearer to me than anything in the world
context: We dance the light steps of a merry melody\Laughing as we go\Exchanging kiss after kiss\So on nights when the moon is beautiful, remember\Although we're so far apart now\You are dearer to me than anything in the world\You're late. You are dearer to me than anything in the world\Dad. You are dearer to me than anything in the world response:	You are dearer to me than anything in the world
context: Laughing as we go\Exchanging kiss after kiss\So on nights when the moon is beautiful, remember\Although we're so far apart now\You are dearer to me than anything in the world\You're late. You are dearer to me than anything in the world\Dad. You are dearer to me than anything in the world\You are dearer to me than anything in the world response:	And I am here
context: Exchanging kiss after kiss\So on nights when the moon is beautiful, remember\Although we're so far apart now\You are dearer to me than anything in the world\You're late. You are dearer to me than anything in the world\Dad. You are dearer to me than anything in the world\You are dearer to me than anything in the world\And I am here response:	Singing
