context: It couldn't be... Is she Earthland's... response:	She's... Edolas's me?
context: Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug!\SE plug?\Self Energy plug.\It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here,\so there's no point having a SE plug. response:	So then it just runs on magic alone?
context: Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug!\SE plug?\Self Energy plug.\It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here,\so there's no point having a SE plug.\So then it just runs on magic alone? response:	Oh? Looks like Edolas's cars are way more advanced than Earthland's...
context: This magic 4-wheeler doesn't have a SE plug!\SE plug?\Self Energy plug.\It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here,\so there's no point having a SE plug.\So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's... response:	Hey, what was that all of a sudden?
context: SE plug?\Self Energy plug.\It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here,\so there's no point having a SE plug.\So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden? response:	I wouldn't say that.
context: Self Energy plug.\It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here,\so there's no point having a SE plug.\So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden?\I wouldn't say that. response:	As magic power is a limited resource, so is the magic power for fuel.
context: It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here,\so there's no point having a SE plug.\So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden?\I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel. response:	It's tricky to get now.
context: That's right... People don't have magic power themselves here,\so there's no point having a SE plug.\So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden?\I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now. response:	So, this is as far as I take you.
context: so there's no point having a SE plug.\So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden?\I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now.\So, this is as far as I take you. response:	Get out.
context: So then it just runs on magic alone?\Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden?\I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now.\So, this is as far as I take you.\Get out. response:	If I go any further, I won't make it back to the guild.
context: Oh? Looks like Edolas's cars are way more advanced than Earthland's...\Hey, what was that all of a sudden?\I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now.\So, this is as far as I take you.\Get out.\If I go any further, I won't make it back to the guild. response:	They went and transferred somewhere again...
context: Hey, what was that all of a sudden?\I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now.\So, this is as far as I take you.\Get out.\If I go any further, I won't make it back to the guild.\They went and transferred somewhere again... response:	I'm alive again!
context: I wouldn't say that.\As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now.\So, this is as far as I take you.\Get out.\If I go any further, I won't make it back to the guild.\They went and transferred somewhere again...\I'm alive again! response:	Looks like the other me catches on fast!
context: As magic power is a limited resource, so is the magic power for fuel.\It's tricky to get now.\So, this is as far as I take you.\Get out.\If I go any further, I won't make it back to the guild.\They went and transferred somewhere again...\I'm alive again!\Looks like the other me catches on fast! response:	Now, everyone out!
context: It's tricky to get now.\So, this is as far as I take you.\Get out.\If I go any further, I won't make it back to the guild.\They went and transferred somewhere again...\I'm alive again!\Looks like the other me catches on fast!\Now, everyone out! response:	Go right ahead and fight against the Kingdom...
context: So, this is as far as I take you.\Get out.\If I go any further, I won't make it back to the guild.\They went and transferred somewhere again...\I'm alive again!\Looks like the other me catches on fast!\Now, everyone out!\Go right ahead and fight against the Kingdom... response:	But don't get us involved.
context: Get out.\If I go any further, I won't make it back to the guild.\They went and transferred somewhere again...\I'm alive again!\Looks like the other me catches on fast!\Now, everyone out!\Go right ahead and fight against the Kingdom...\But don't get us involved. response:	This time, since Lucy...
context: If I go any further, I won't make it back to the guild.\They went and transferred somewhere again...\I'm alive again!\Looks like the other me catches on fast!\Now, everyone out!\Go right ahead and fight against the Kingdom...\But don't get us involved.\This time, since Lucy... response:	Not you.
context: They went and transferred somewhere again...\I'm alive again!\Looks like the other me catches on fast!\Now, everyone out!\Go right ahead and fight against the Kingdom...\But don't get us involved.\This time, since Lucy...\Not you. response:	Since the Lucy I know asked me, I lent you a hand.
context: I'm alive again!\Looks like the other me catches on fast!\Now, everyone out!\Go right ahead and fight against the Kingdom...\But don't get us involved.\This time, since Lucy...\Not you.\Since the Lucy I know asked me, I lent you a hand. response:	But I'm not going to get my hands dirty.
context: Looks like the other me catches on fast!\Now, everyone out!\Go right ahead and fight against the Kingdom...\But don't get us involved.\This time, since Lucy...\Not you.\Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty. response:	I just want to continue cruising...
context: Now, everyone out!\Go right ahead and fight against the Kingdom...\But don't get us involved.\This time, since Lucy...\Not you.\Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty.\I just want to continue cruising... response:	Hey!
context: Go right ahead and fight against the Kingdom...\But don't get us involved.\This time, since Lucy...\Not you.\Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty.\I just want to continue cruising...\Hey! response:	You get out, too!
context: But don't get us involved.\This time, since Lucy...\Not you.\Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty.\I just want to continue cruising...\Hey!\You get out, too! response:	Hey, what the hell are you...
context: This time, since Lucy...\Not you.\Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty.\I just want to continue cruising...\Hey!\You get out, too!\Hey, what the hell are you... response:	I have something to say to you, other me!
context: Not you.\Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty.\I just want to continue cruising...\Hey!\You get out, too!\Hey, what the hell are you...\I have something to say to you, other me! response:	Stop it! L-Let me go!
context: Since the Lucy I know asked me, I lent you a hand.\But I'm not going to get my hands dirty.\I just want to continue cruising...\Hey!\You get out, too!\Hey, what the hell are you...\I have something to say to you, other me!\Stop it! L-Let me go! response:	Put me down!
context: But I'm not going to get my hands dirty.\I just want to continue cruising...\Hey!\You get out, too!\Hey, what the hell are you...\I have something to say to you, other me!\Stop it! L-Let me go!\Put me down! response:	You...
context: I just want to continue cruising...\Hey!\You get out, too!\Hey, what the hell are you...\I have something to say to you, other me!\Stop it! L-Let me go!\Put me down!\You... response:	How can you handle transportation like that?!
context: Hey!\You get out, too!\Hey, what the hell are you...\I have something to say to you, other me!\Stop it! L-Let me go!\Put me down!\You...\How can you handle transportation like that?! response:	That's what he says?!
context: You get out, too!\Hey, what the hell are you...\I have something to say to you, other me!\Stop it! L-Let me go!\Put me down!\You...\How can you handle transportation like that?!\That's what he says?! response:	I'm sorry!
context: Hey, what the hell are you...\I have something to say to you, other me!\Stop it! L-Let me go!\Put me down!\You...\How can you handle transportation like that?!\That's what he says?!\I'm sorry! response:	I don't know either!
context: I have something to say to you, other me!\Stop it! L-Let me go!\Put me down!\You...\How can you handle transportation like that?!\That's what he says?!\I'm sorry!\I don't know either! response:	Oh yeah, this is your homeland, right, Happy?
context: Stop it! L-Let me go!\Put me down!\You...\How can you handle transportation like that?!\That's what he says?!\I'm sorry!\I don't know either!\Oh yeah, this is your homeland, right, Happy? response:	Does anything ring a bell?
context: Put me down!\You...\How can you handle transportation like that?!\That's what he says?!\I'm sorry!\I don't know either!\Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell? response:	No bells ringing here! I was still in an egg back then.
context: You...\How can you handle transportation like that?!\That's what he says?!\I'm sorry!\I don't know either!\Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell?\No bells ringing here! I was still in an egg back then. response:	Well, you have a point!
context: How can you handle transportation like that?!\That's what he says?!\I'm sorry!\I don't know either!\Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell?\No bells ringing here! I was still in an egg back then.\Well, you have a point! response:	Wait, then why does Carla know a bunch of stuff?
context: That's what he says?!\I'm sorry!\I don't know either!\Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell?\No bells ringing here! I was still in an egg back then.\Well, you have a point!\Wait, then why does Carla know a bunch of stuff? response:	Maybe she had special Eggucation?
context: I'm sorry!\I don't know either!\Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell?\No bells ringing here! I was still in an egg back then.\Well, you have a point!\Wait, then why does Carla know a bunch of stuff?\Maybe she had special Eggucation? response:	Wow, Edolas sure is advanced!
context: I don't know either!\Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell?\No bells ringing here! I was still in an egg back then.\Well, you have a point!\Wait, then why does Carla know a bunch of stuff?\Maybe she had special Eggucation?\Wow, Edolas sure is advanced! response:	But my only homeland is Earthland's Fairy Tail!
context: Oh yeah, this is your homeland, right, Happy?\Does anything ring a bell?\No bells ringing here! I was still in an egg back then.\Well, you have a point!\Wait, then why does Carla know a bunch of stuff?\Maybe she had special Eggucation?\Wow, Edolas sure is advanced!\But my only homeland is Earthland's Fairy Tail! response:	You said it, buddy!
context: Does anything ring a bell?\No bells ringing here! I was still in an egg back then.\Well, you have a point!\Wait, then why does Carla know a bunch of stuff?\Maybe she had special Eggucation?\Wow, Edolas sure is advanced!\But my only homeland is Earthland's Fairy Tail!\You said it, buddy! response:	I wonder if my approval rating just went up?
