context: Poems by Wakayama Bokusui response:	Was that Nishizono-san?
context: Sorry, Midori.\Let me stay here just a little longer.\By the way, Mio.\How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know?\It's no use, you know.\No, stop\See? response:	Now you know exactly why Mio always has her parasol open.
context: Let me stay here just a little longer.\By the way, Mio.\How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know?\It's no use, you know.\No, stop\See?\Now you know exactly why Mio always has her parasol open. response:	She has... no shadow?
context: By the way, Mio.\How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know?\It's no use, you know.\No, stop\See?\Now you know exactly why Mio always has her parasol open.\She has... no shadow? response:	Please...
context: How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know?\It's no use, you know.\No, stop\See?\Now you know exactly why Mio always has her parasol open.\She has... no shadow?\Please... response:	Don't look...
context: Are you that afraid of letting Riki-kun know?\It's no use, you know.\No, stop\See?\Now you know exactly why Mio always has her parasol open.\She has... no shadow?\Please...\Don't look... response:	That's Mio's secret.
context: It's no use, you know.\No, stop\See?\Now you know exactly why Mio always has her parasol open.\She has... no shadow?\Please...\Don't look...\That's Mio's secret. response:	Mio's and my secret.
context: No, stop\See?\Now you know exactly why Mio always has her parasol open.\She has... no shadow?\Please...\Don't look...\That's Mio's secret.\Mio's and my secret. response:	You finally awake?
context: See?\Now you know exactly why Mio always has her parasol open.\She has... no shadow?\Please...\Don't look...\That's Mio's secret.\Mio's and my secret.\You finally awake? response:	G-Good morning.
context: Now you know exactly why Mio always has her parasol open.\She has... no shadow?\Please...\Don't look...\That's Mio's secret.\Mio's and my secret.\You finally awake?\G-Good morning. response:	Morning? What time do you think it is?
context: She has... no shadow?\Please...\Don't look...\That's Mio's secret.\Mio's and my secret.\You finally awake?\G-Good morning.\Morning? What time do you think it is? response:	It's the middle of the night.
context: Please...\Don't look...\That's Mio's secret.\Mio's and my secret.\You finally awake?\G-Good morning.\Morning? What time do you think it is?\It's the middle of the night. response:	Drink this.
context: Don't look...\That's Mio's secret.\Mio's and my secret.\You finally awake?\G-Good morning.\Morning? What time do you think it is?\It's the middle of the night.\Drink this. response:	Whoa!
context: That's Mio's secret.\Mio's and my secret.\You finally awake?\G-Good morning.\Morning? What time do you think it is?\It's the middle of the night.\Drink this.\Whoa! response:	You okay, Riki?
context: Mio's and my secret.\You finally awake?\G-Good morning.\Morning? What time do you think it is?\It's the middle of the night.\Drink this.\Whoa!\You okay, Riki? response:	They found you by the sea and brought you back.
context: You finally awake?\G-Good morning.\Morning? What time do you think it is?\It's the middle of the night.\Drink this.\Whoa!\You okay, Riki?\They found you by the sea and brought you back. response:	What were you doing there?
context: G-Good morning.\Morning? What time do you think it is?\It's the middle of the night.\Drink this.\Whoa!\You okay, Riki?\They found you by the sea and brought you back.\What were you doing there? response:	I don't... remember.
context: Morning? What time do you think it is?\It's the middle of the night.\Drink this.\Whoa!\You okay, Riki?\They found you by the sea and brought you back.\What were you doing there?\I don't... remember. response:	Were you with anyone?
context: It's the middle of the night.\Drink this.\Whoa!\You okay, Riki?\They found you by the sea and brought you back.\What were you doing there?\I don't... remember.\Were you with anyone? response:	I can't remember anything...
context: Drink this.\Whoa!\You okay, Riki?\They found you by the sea and brought you back.\What were you doing there?\I don't... remember.\Were you with anyone?\I can't remember anything... response:	Hey, you okay, Riki?
context: Whoa!\You okay, Riki?\They found you by the sea and brought you back.\What were you doing there?\I don't... remember.\Were you with anyone?\I can't remember anything...\Hey, you okay, Riki? response:	Good grief.
context: You okay, Riki?\They found you by the sea and brought you back.\What were you doing there?\I don't... remember.\Were you with anyone?\I can't remember anything...\Hey, you okay, Riki?\Good grief. response:	When I heard that they had to carry you back, I thought you were done for.
context: They found you by the sea and brought you back.\What were you doing there?\I don't... remember.\Were you with anyone?\I can't remember anything...\Hey, you okay, Riki?\Good grief.\When I heard that they had to carry you back, I thought you were done for. response:	Of course not.
context: What were you doing there?\I don't... remember.\Were you with anyone?\I can't remember anything...\Hey, you okay, Riki?\Good grief.\When I heard that they had to carry you back, I thought you were done for.\Of course not. response:	Well, you look fine, at least.
context: I don't... remember.\Were you with anyone?\I can't remember anything...\Hey, you okay, Riki?\Good grief.\When I heard that they had to carry you back, I thought you were done for.\Of course not.\Well, you look fine, at least. response:	Why did I go to the sea?
context: Were you with anyone?\I can't remember anything...\Hey, you okay, Riki?\Good grief.\When I heard that they had to carry you back, I thought you were done for.\Of course not.\Well, you look fine, at least.\Why did I go to the sea? response:	Well, sleep for the rest of the night.
context: I can't remember anything...\Hey, you okay, Riki?\Good grief.\When I heard that they had to carry you back, I thought you were done for.\Of course not.\Well, you look fine, at least.\Why did I go to the sea?\Well, sleep for the rest of the night. response:	I'm sure you'll feel much better once you wake up.
context: Hey, you okay, Riki?\Good grief.\When I heard that they had to carry you back, I thought you were done for.\Of course not.\Well, you look fine, at least.\Why did I go to the sea?\Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up. response:	Yeah, that'd be best.
context: Good grief.\When I heard that they had to carry you back, I thought you were done for.\Of course not.\Well, you look fine, at least.\Why did I go to the sea?\Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up.\Yeah, that'd be best. response:	Yeah, I will.
context: When I heard that they had to carry you back, I thought you were done for.\Of course not.\Well, you look fine, at least.\Why did I go to the sea?\Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up.\Yeah, that'd be best.\Yeah, I will. response:	The peaceful, unchanging days continued to pass.
context: Of course not.\Well, you look fine, at least.\Why did I go to the sea?\Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up.\Yeah, that'd be best.\Yeah, I will.\The peaceful, unchanging days continued to pass. response:	But something was bothering me.
context: Well, you look fine, at least.\Why did I go to the sea?\Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up.\Yeah, that'd be best.\Yeah, I will.\The peaceful, unchanging days continued to pass.\But something was bothering me. response:	Something's missing.
context: Why did I go to the sea?\Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up.\Yeah, that'd be best.\Yeah, I will.\The peaceful, unchanging days continued to pass.\But something was bothering me.\Something's missing. response:	Someone isn't here.
context: Well, sleep for the rest of the night.\I'm sure you'll feel much better once you wake up.\Yeah, that'd be best.\Yeah, I will.\The peaceful, unchanging days continued to pass.\But something was bothering me.\Something's missing.\Someone isn't here. response:	But who is it?
context: I'm sure you'll feel much better once you wake up.\Yeah, that'd be best.\Yeah, I will.\The peaceful, unchanging days continued to pass.\But something was bothering me.\Something's missing.\Someone isn't here.\But who is it? response:	Look at these muscles! Ain't they awesome?
context: Yeah, that'd be best.\Yeah, I will.\The peaceful, unchanging days continued to pass.\But something was bothering me.\Something's missing.\Someone isn't here.\But who is it?\Look at these muscles! Ain't they awesome? response:	Look at my muscles!
context: Yeah, I will.\The peaceful, unchanging days continued to pass.\But something was bothering me.\Something's missing.\Someone isn't here.\But who is it?\Look at these muscles! Ain't they awesome?\Look at my muscles! response:	Is that all you talk about?
context: The peaceful, unchanging days continued to pass.\But something was bothering me.\Something's missing.\Someone isn't here.\But who is it?\Look at these muscles! Ain't they awesome?\Look at my muscles!\Is that all you talk about? response:	Yeah
context: But something was bothering me.\Something's missing.\Someone isn't here.\But who is it?\Look at these muscles! Ain't they awesome?\Look at my muscles!\Is that all you talk about?\Yeah response:	Wait, what do you mean by all?
context: Something's missing.\Someone isn't here.\But who is it?\Look at these muscles! Ain't they awesome?\Look at my muscles!\Is that all you talk about?\Yeah\Wait, what do you mean by all? response:	Y'know, my muscles talked to me recently.
context: Someone isn't here.\But who is it?\Look at these muscles! Ain't they awesome?\Look at my muscles!\Is that all you talk about?\Yeah\Wait, what do you mean by all?\Y'know, my muscles talked to me recently. response:	What's wrong, Riki?
context: But who is it?\Look at these muscles! Ain't they awesome?\Look at my muscles!\Is that all you talk about?\Yeah\Wait, what do you mean by all?\Y'know, my muscles talked to me recently.\What's wrong, Riki? response:	Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.
context: Look at these muscles! Ain't they awesome?\Look at my muscles!\Is that all you talk about?\Yeah\Wait, what do you mean by all?\Y'know, my muscles talked to me recently.\What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning. response:	Let's go.
context: Look at my muscles!\Is that all you talk about?\Yeah\Wait, what do you mean by all?\Y'know, my muscles talked to me recently.\What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go. response:	Quick, the bell will ring soon!
context: Is that all you talk about?\Yeah\Wait, what do you mean by all?\Y'know, my muscles talked to me recently.\What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go.\Quick, the bell will ring soon! response:	I know!
context: Yeah\Wait, what do you mean by all?\Y'know, my muscles talked to me recently.\What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go.\Quick, the bell will ring soon!\I know! response:	What's wrong?
context: Wait, what do you mean by all?\Y'know, my muscles talked to me recently.\What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go.\Quick, the bell will ring soon!\I know!\What's wrong? response:	Whose book is this?
context: Y'know, my muscles talked to me recently.\What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go.\Quick, the bell will ring soon!\I know!\What's wrong?\Whose book is this? response:	Does not a white bird
context: What's wrong, Riki?\Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go.\Quick, the bell will ring soon!\I know!\What's wrong?\Whose book is this?\Does not a white bird response:	Feel within her heart forlorn?
context: Nothing, I just thought it might feel pretty good to read a book under that tree on such a fine morning.\Let's go.\Quick, the bell will ring soon!\I know!\What's wrong?\Whose book is this?\Does not a white bird\Feel within her heart forlorn? response:	The blue of the sky,
context: Let's go.\Quick, the bell will ring soon!\I know!\What's wrong?\Whose book is this?\Does not a white bird\Feel within her heart forlorn?\The blue of the sky, response:	The blue of the sea. Neither
context: Quick, the bell will ring soon!\I know!\What's wrong?\Whose book is this?\Does not a white bird\Feel within her heart forlorn?\The blue of the sky,\The blue of the sea. Neither response:	Stains her; between them she floats.
context: I know!\What's wrong?\Whose book is this?\Does not a white bird\Feel within her heart forlorn?\The blue of the sky,\The blue of the sea. Neither\Stains her; between them she floats. response:	Please.
context: What's wrong?\Whose book is this?\Does not a white bird\Feel within her heart forlorn?\The blue of the sky,\The blue of the sea. Neither\Stains her; between them she floats.\Please. response:	Don't look.
context: Whose book is this?\Does not a white bird\Feel within her heart forlorn?\The blue of the sky,\The blue of the sea. Neither\Stains her; between them she floats.\Please.\Don't look. response:	Nishizono-san.
context: Does not a white bird\Feel within her heart forlorn?\The blue of the sky,\The blue of the sea. Neither\Stains her; between them she floats.\Please.\Don't look.\Nishizono-san. response:	Masato, what happened to Nishizono-san after that?
context: Feel within her heart forlorn?\The blue of the sky,\The blue of the sea. Neither\Stains her; between them she floats.\Please.\Don't look.\Nishizono-san.\Masato, what happened to Nishizono-san after that? response:	Did something happen to her?
context: The blue of the sky,\The blue of the sea. Neither\Stains her; between them she floats.\Please.\Don't look.\Nishizono-san.\Masato, what happened to Nishizono-san after that?\Did something happen to her? response:	Where's Nishizono-san?
context: The blue of the sea. Neither\Stains her; between them she floats.\Please.\Don't look.\Nishizono-san.\Masato, what happened to Nishizono-san after that?\Did something happen to her?\Where's Nishizono-san? response:	Where?
context: Stains her; between them she floats.\Please.\Don't look.\Nishizono-san.\Masato, what happened to Nishizono-san after that?\Did something happen to her?\Where's Nishizono-san?\Where? response:	In the classroom, I guess?
context: Please.\Don't look.\Nishizono-san.\Masato, what happened to Nishizono-san after that?\Did something happen to her?\Where's Nishizono-san?\Where?\In the classroom, I guess? response:	Hey, have you seen Nishizono-san?!
context: Don't look.\Nishizono-san.\Masato, what happened to Nishizono-san after that?\Did something happen to her?\Where's Nishizono-san?\Where?\In the classroom, I guess?\Hey, have you seen Nishizono-san?! response:	Nishizono-san?
context: Nishizono-san.\Masato, what happened to Nishizono-san after that?\Did something happen to her?\Where's Nishizono-san?\Where?\In the classroom, I guess?\Hey, have you seen Nishizono-san?!\Nishizono-san? response:	Look, there.
context: Masato, what happened to Nishizono-san after that?\Did something happen to her?\Where's Nishizono-san?\Where?\In the classroom, I guess?\Hey, have you seen Nishizono-san?!\Nishizono-san?\Look, there. response:	There she is!
context: Did something happen to her?\Where's Nishizono-san?\Where?\In the classroom, I guess?\Hey, have you seen Nishizono-san?!\Nishizono-san?\Look, there.\There she is! response:	Morning!
context: Where's Nishizono-san?\Where?\In the classroom, I guess?\Hey, have you seen Nishizono-san?!\Nishizono-san?\Look, there.\There she is!\Morning! response:	Morning!
context: Where?\In the classroom, I guess?\Hey, have you seen Nishizono-san?!\Nishizono-san?\Look, there.\There she is!\Morning!\Morning! response:	Morning, Nishizono-san.
context: In the classroom, I guess?\Hey, have you seen Nishizono-san?!\Nishizono-san?\Look, there.\There she is!\Morning!\Morning!\Morning, Nishizono-san. response:	Good morning!
context: Hey, have you seen Nishizono-san?!\Nishizono-san?\Look, there.\There she is!\Morning!\Morning!\Morning, Nishizono-san.\Good morning! response:	Good morning, Riki-kun.
context: Nishizono-san?\Look, there.\There she is!\Morning!\Morning!\Morning, Nishizono-san.\Good morning!\Good morning, Riki-kun. response:	Midori...
context: Look, there.\There she is!\Morning!\Morning!\Morning, Nishizono-san.\Good morning!\Good morning, Riki-kun.\Midori... response:	Huh, Riki-kun? What was that?
context: There she is!\Morning!\Morning!\Morning, Nishizono-san.\Good morning!\Good morning, Riki-kun.\Midori...\Huh, Riki-kun? What was that? response:	That's not my name.
context: Morning!\Morning!\Morning, Nishizono-san.\Good morning!\Good morning, Riki-kun.\Midori...\Huh, Riki-kun? What was that?\That's not my name. response:	Yeah, that's Mio-chan!
context: Morning!\Morning, Nishizono-san.\Good morning!\Good morning, Riki-kun.\Midori...\Huh, Riki-kun? What was that?\That's not my name.\Yeah, that's Mio-chan! response:	Hey, Mio!
context: Morning, Nishizono-san.\Good morning!\Good morning, Riki-kun.\Midori...\Huh, Riki-kun? What was that?\That's not my name.\Yeah, that's Mio-chan!\Hey, Mio! response:	Yeah? What's up?
context: Good morning!\Good morning, Riki-kun.\Midori...\Huh, Riki-kun? What was that?\That's not my name.\Yeah, that's Mio-chan!\Hey, Mio!\Yeah? What's up? response:	Hey, Rin-chan.
context: Good morning, Riki-kun.\Midori...\Huh, Riki-kun? What was that?\That's not my name.\Yeah, that's Mio-chan!\Hey, Mio!\Yeah? What's up?\Hey, Rin-chan. response:	Hey, look at this.
context: Midori...\Huh, Riki-kun? What was that?\That's not my name.\Yeah, that's Mio-chan!\Hey, Mio!\Yeah? What's up?\Hey, Rin-chan.\Hey, look at this. response:	Wow!
context: Huh, Riki-kun? What was that?\That's not my name.\Yeah, that's Mio-chan!\Hey, Mio!\Yeah? What's up?\Hey, Rin-chan.\Hey, look at this.\Wow! response:	I got the same one as you!
context: That's not my name.\Yeah, that's Mio-chan!\Hey, Mio!\Yeah? What's up?\Hey, Rin-chan.\Hey, look at this.\Wow!\I got the same one as you! response:	It's really cute.
context: Yeah, that's Mio-chan!\Hey, Mio!\Yeah? What's up?\Hey, Rin-chan.\Hey, look at this.\Wow!\I got the same one as you!\It's really cute. response:	Yeah!
context: Hey, Mio!\Yeah? What's up?\Hey, Rin-chan.\Hey, look at this.\Wow!\I got the same one as you!\It's really cute.\Yeah! response:	I bought a new one.
context: Yeah? What's up?\Hey, Rin-chan.\Hey, look at this.\Wow!\I got the same one as you!\It's really cute.\Yeah!\I bought a new one. response:	Hey.
context: Hey, Rin-chan.\Hey, look at this.\Wow!\I got the same one as you!\It's really cute.\Yeah!\I bought a new one.\Hey. response:	Masato, I'm going to ask a weird question.
context: Hey, look at this.\Wow!\I got the same one as you!\It's really cute.\Yeah!\I bought a new one.\Hey.\Masato, I'm going to ask a weird question. response:	Do you think that's Nishizono-san?
context: Wow!\I got the same one as you!\It's really cute.\Yeah!\I bought a new one.\Hey.\Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san? response:	Yeah, that is a weird question.
context: I got the same one as you!\It's really cute.\Yeah!\I bought a new one.\Hey.\Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san?\Yeah, that is a weird question. response:	Of course that's Nishizono.
context: It's really cute.\Yeah!\I bought a new one.\Hey.\Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san?\Yeah, that is a weird question.\Of course that's Nishizono. response:	Nishizono Mio, the girl who recently became the Little Busters' manager.
context: Yeah!\I bought a new one.\Hey.\Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san?\Yeah, that is a weird question.\Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager. response:	Her name isn't Midori?
context: I bought a new one.\Hey.\Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san?\Yeah, that is a weird question.\Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori? response:	Midori?
context: Hey.\Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san?\Yeah, that is a weird question.\Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori?\Midori? response:	Who's that?
context: Masato, I'm going to ask a weird question.\Do you think that's Nishizono-san?\Yeah, that is a weird question.\Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori?\Midori?\Who's that? response:	Nishizono-san's supposed to be really quiet.
context: Do you think that's Nishizono-san?\Yeah, that is a weird question.\Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori?\Midori?\Who's that?\Nishizono-san's supposed to be really quiet. response:	Not lively like that.
context: Yeah, that is a weird question.\Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori?\Midori?\Who's that?\Nishizono-san's supposed to be really quiet.\Not lively like that. response:	Really?
context: Of course that's Nishizono.\Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori?\Midori?\Who's that?\Nishizono-san's supposed to be really quiet.\Not lively like that.\Really? response:	I don't really get it, but she doesn't seem any different to me.
context: Nishizono Mio, the girl who recently became the Little Busters' manager.\Her name isn't Midori?\Midori?\Who's that?\Nishizono-san's supposed to be really quiet.\Not lively like that.\Really?\I don't really get it, but she doesn't seem any different to me. response:	Yeah, she's always been really active.
context: Her name isn't Midori?\Midori?\Who's that?\Nishizono-san's supposed to be really quiet.\Not lively like that.\Really?\I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active. response:	Everyone other than me thinks that Midori is Nishizono-san.
context: Midori?\Who's that?\Nishizono-san's supposed to be really quiet.\Not lively like that.\Really?\I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san. response:	I'm taking this.
context: Who's that?\Nishizono-san's supposed to be really quiet.\Not lively like that.\Really?\I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this. response:	What's your problem?!
context: Nishizono-san's supposed to be really quiet.\Not lively like that.\Really?\I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this.\What's your problem?! response:	Give it back!
context: Not lively like that.\Really?\I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this.\What's your problem?!\Give it back! response:	What the hell are you doing?!
context: Really?\I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this.\What's your problem?!\Give it back!\What the hell are you doing?! response:	I was just taking the food on your plate.
context: I don't really get it, but she doesn't seem any different to me.\Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this.\What's your problem?!\Give it back!\What the hell are you doing?!\I was just taking the food on your plate. response:	But that's mine, damn it!
context: Yeah, she's always been really active.\Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this.\What's your problem?!\Give it back!\What the hell are you doing?!\I was just taking the food on your plate.\But that's mine, damn it! response:	I didn't know what to do.
context: Everyone other than me thinks that Midori is Nishizono-san.\I'm taking this.\What's your problem?!\Give it back!\What the hell are you doing?!\I was just taking the food on your plate.\But that's mine, damn it!\I didn't know what to do. response:	I was starting to forget.
context: I'm taking this.\What's your problem?!\Give it back!\What the hell are you doing?!\I was just taking the food on your plate.\But that's mine, damn it!\I didn't know what to do.\I was starting to forget. response:	Hey, wanna go check out that shop?
context: What's your problem?!\Give it back!\What the hell are you doing?!\I was just taking the food on your plate.\But that's mine, damn it!\I didn't know what to do.\I was starting to forget.\Hey, wanna go check out that shop? response:	Let's go tomorrow.
context: Give it back!\What the hell are you doing?!\I was just taking the food on your plate.\But that's mine, damn it!\I didn't know what to do.\I was starting to forget.\Hey, wanna go check out that shop?\Let's go tomorrow. response:	But we have class tomorrow!
context: What the hell are you doing?!\I was just taking the food on your plate.\But that's mine, damn it!\I didn't know what to do.\I was starting to forget.\Hey, wanna go check out that shop?\Let's go tomorrow.\But we have class tomorrow! response:	Oh, we do?
context: I was just taking the food on your plate.\But that's mine, damn it!\I didn't know what to do.\I was starting to forget.\Hey, wanna go check out that shop?\Let's go tomorrow.\But we have class tomorrow!\Oh, we do? response:	Am I the one who's mistaken here?
context: But that's mine, damn it!\I didn't know what to do.\I was starting to forget.\Hey, wanna go check out that shop?\Let's go tomorrow.\But we have class tomorrow!\Oh, we do?\Am I the one who's mistaken here? response:	Was Nishizono-san like this from the start?
context: I didn't know what to do.\I was starting to forget.\Hey, wanna go check out that shop?\Let's go tomorrow.\But we have class tomorrow!\Oh, we do?\Am I the one who's mistaken here?\Was Nishizono-san like this from the start? response:	Poems by Wakayama Bokusui
context: I was starting to forget.\Hey, wanna go check out that shop?\Let's go tomorrow.\But we have class tomorrow!\Oh, we do?\Am I the one who's mistaken here?\Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui response:	No.
context: Hey, wanna go check out that shop?\Let's go tomorrow.\But we have class tomorrow!\Oh, we do?\Am I the one who's mistaken here?\Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui\No. response:	This book belongs to the girl who fed the birds under this tree.
context: Let's go tomorrow.\But we have class tomorrow!\Oh, we do?\Am I the one who's mistaken here?\Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui\No.\This book belongs to the girl who fed the birds under this tree. response:	It belongs to Nishizono Mio!
context: But we have class tomorrow!\Oh, we do?\Am I the one who's mistaken here?\Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui\No.\This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio! response:	Riki-kun.
context: Oh, we do?\Am I the one who's mistaken here?\Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui\No.\This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio!\Riki-kun. response:	Hup!
context: Am I the one who's mistaken here?\Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui\No.\This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio!\Riki-kun.\Hup! response:	Midori...
context: Was Nishizono-san like this from the start?\Poems by Wakayama Bokusui\No.\This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio!\Riki-kun.\Hup!\Midori... response:	Oh?
context: Poems by Wakayama Bokusui\No.\This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio!\Riki-kun.\Hup!\Midori...\Oh? response:	So you're the only one who can tell me and Mio apart.
context: No.\This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio!\Riki-kun.\Hup!\Midori...\Oh?\So you're the only one who can tell me and Mio apart. response:	I guess this means you still remember Mio.
context: This book belongs to the girl who fed the birds under this tree.\It belongs to Nishizono Mio!\Riki-kun.\Hup!\Midori...\Oh?\So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio. response:	But everyone else calls me Mio.
context: It belongs to Nishizono Mio!\Riki-kun.\Hup!\Midori...\Oh?\So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio.\But everyone else calls me Mio. response:	So it'd be nice if you called me that too.
context: Riki-kun.\Hup!\Midori...\Oh?\So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio.\But everyone else calls me Mio.\So it'd be nice if you called me that too. response:	I can't do that.
context: Hup!\Midori...\Oh?\So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio.\But everyone else calls me Mio.\So it'd be nice if you called me that too.\I can't do that. response:	How come?
context: Midori...\Oh?\So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio.\But everyone else calls me Mio.\So it'd be nice if you called me that too.\I can't do that.\How come? response:	Because if I call you Mio, I'll forget about the other Nishizono-san.
context: Oh?\So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio.\But everyone else calls me Mio.\So it'd be nice if you called me that too.\I can't do that.\How come?\Because if I call you Mio, I'll forget about the other Nishizono-san. response:	Where is she?
context: So you're the only one who can tell me and Mio apart.\I guess this means you still remember Mio.\But everyone else calls me Mio.\So it'd be nice if you called me that too.\I can't do that.\How come?\Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she? response:	What did you do to her?!
context: I guess this means you still remember Mio.\But everyone else calls me Mio.\So it'd be nice if you called me that too.\I can't do that.\How come?\Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she?\What did you do to her?! response:	That's not nice.
context: But everyone else calls me Mio.\So it'd be nice if you called me that too.\I can't do that.\How come?\Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she?\What did you do to her?!\That's not nice. response:	You're making it sound like I'm at fault here.
context: So it'd be nice if you called me that too.\I can't do that.\How come?\Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she?\What did you do to her?!\That's not nice.\You're making it sound like I'm at fault here. response:	I didn't do anything.
context: I can't do that.\How come?\Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she?\What did you do to her?!\That's not nice.\You're making it sound like I'm at fault here.\I didn't do anything. response:	Tell me.
context: How come?\Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she?\What did you do to her?!\That's not nice.\You're making it sound like I'm at fault here.\I didn't do anything.\Tell me. response:	What are you?
context: Because if I call you Mio, I'll forget about the other Nishizono-san.\Where is she?\What did you do to her?!\That's not nice.\You're making it sound like I'm at fault here.\I didn't do anything.\Tell me.\What are you? response:	I was waiting for you to ask.
context: Where is she?\What did you do to her?!\That's not nice.\You're making it sound like I'm at fault here.\I didn't do anything.\Tell me.\What are you?\I was waiting for you to ask. response:	Who do you think I am?
context: What did you do to her?!\That's not nice.\You're making it sound like I'm at fault here.\I didn't do anything.\Tell me.\What are you?\I was waiting for you to ask.\Who do you think I am? response:	Are you...
context: That's not nice.\You're making it sound like I'm at fault here.\I didn't do anything.\Tell me.\What are you?\I was waiting for you to ask.\Who do you think I am?\Are you... response:	Nishizono-san's missing shadow?
context: You're making it sound like I'm at fault here.\I didn't do anything.\Tell me.\What are you?\I was waiting for you to ask.\Who do you think I am?\Are you...\Nishizono-san's missing shadow? response:	Bingo!
context: I didn't do anything.\Tell me.\What are you?\I was waiting for you to ask.\Who do you think I am?\Are you...\Nishizono-san's missing shadow?\Bingo! response:	Though that's not entirely correct.
context: Tell me.\What are you?\I was waiting for you to ask.\Who do you think I am?\Are you...\Nishizono-san's missing shadow?\Bingo!\Though that's not entirely correct. response:	About 80 out of 100, maybe?
context: What are you?\I was waiting for you to ask.\Who do you think I am?\Are you...\Nishizono-san's missing shadow?\Bingo!\Though that's not entirely correct.\About 80 out of 100, maybe? response:	You see, I don't have a shadow either.
