context: Forest Exhibition response:	29th Suimei High School Culture Festival
context: We have to make this...\memorable...\Mashiro...\Nyapollon Prep Room\Dragon, dragon!\The timing for the switch over to this 3D part...\I know what you mean, so don't get so close.\Thanks. response:	Making the best memory with Nyapollon...
context: memorable...\Mashiro...\Nyapollon Prep Room\Dragon, dragon!\The timing for the switch over to this 3D part...\I know what you mean, so don't get so close.\Thanks.\Making the best memory with Nyapollon... response:	Is it really okay if all we do is make memories?
context: Mashiro...\Nyapollon Prep Room\Dragon, dragon!\The timing for the switch over to this 3D part...\I know what you mean, so don't get so close.\Thanks.\Making the best memory with Nyapollon...\Is it really okay if all we do is make memories? response:	Is it okay for me to let Shiina go back to England?
context: Nyapollon Prep Room\Dragon, dragon!\The timing for the switch over to this 3D part...\I know what you mean, so don't get so close.\Thanks.\Making the best memory with Nyapollon...\Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England? response:	In order to create a product that appeals...
context: Dragon, dragon!\The timing for the switch over to this 3D part...\I know what you mean, so don't get so close.\Thanks.\Making the best memory with Nyapollon...\Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England?\In order to create a product that appeals... response:	to the emotions of more users,
context: The timing for the switch over to this 3D part...\I know what you mean, so don't get so close.\Thanks.\Making the best memory with Nyapollon...\Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England?\In order to create a product that appeals...\to the emotions of more users, response:	you must first move yourself.
context: I know what you mean, so don't get so close.\Thanks.\Making the best memory with Nyapollon...\Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England?\In order to create a product that appeals...\to the emotions of more users,\you must first move yourself. response:	As long as you really want to see them!
context: Thanks.\Making the best memory with Nyapollon...\Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England?\In order to create a product that appeals...\to the emotions of more users,\you must first move yourself.\As long as you really want to see them! response:	It's all about that irrepressible impulse!
context: Making the best memory with Nyapollon...\Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England?\In order to create a product that appeals...\to the emotions of more users,\you must first move yourself.\As long as you really want to see them!\It's all about that irrepressible impulse! response:	The impulse to move oneself...
context: Is it really okay if all we do is make memories?\Is it okay for me to let Shiina go back to England?\In order to create a product that appeals...\to the emotions of more users,\you must first move yourself.\As long as you really want to see them!\It's all about that irrepressible impulse!\The impulse to move oneself... response:	That's right.
context: Is it okay for me to let Shiina go back to England?\In order to create a product that appeals...\to the emotions of more users,\you must first move yourself.\As long as you really want to see them!\It's all about that irrepressible impulse!\The impulse to move oneself...\That's right. response:	Back then, Shiina...
context: In order to create a product that appeals...\to the emotions of more users,\you must first move yourself.\As long as you really want to see them!\It's all about that irrepressible impulse!\The impulse to move oneself...\That's right.\Back then, Shiina... response:	wrote her emotions into her manga...
context: to the emotions of more users,\you must first move yourself.\As long as you really want to see them!\It's all about that irrepressible impulse!\The impulse to move oneself...\That's right.\Back then, Shiina...\wrote her emotions into her manga... response:	Akasaka!
context: you must first move yourself.\As long as you really want to see them!\It's all about that irrepressible impulse!\The impulse to move oneself...\That's right.\Back then, Shiina...\wrote her emotions into her manga...\Akasaka! response:	Misaki-senpai, do you have a minute?
context: As long as you really want to see them!\It's all about that irrepressible impulse!\The impulse to move oneself...\That's right.\Back then, Shiina...\wrote her emotions into her manga...\Akasaka!\Misaki-senpai, do you have a minute? response:	What's up?
context: It's all about that irrepressible impulse!\The impulse to move oneself...\That's right.\Back then, Shiina...\wrote her emotions into her manga...\Akasaka!\Misaki-senpai, do you have a minute?\What's up? response:	It's about the climax of Nyapollon...
context: The impulse to move oneself...\That's right.\Back then, Shiina...\wrote her emotions into her manga...\Akasaka!\Misaki-senpai, do you have a minute?\What's up?\It's about the climax of Nyapollon... response:	I want to add an impulse!
context: That's right.\Back then, Shiina...\wrote her emotions into her manga...\Akasaka!\Misaki-senpai, do you have a minute?\What's up?\It's about the climax of Nyapollon...\I want to add an impulse! response:	Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!
context: Back then, Shiina...\wrote her emotions into her manga...\Akasaka!\Misaki-senpai, do you have a minute?\What's up?\It's about the climax of Nyapollon...\I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun! response:	The final battle between Nyapollon and Ein the Hunchback.
context: wrote her emotions into her manga...\Akasaka!\Misaki-senpai, do you have a minute?\What's up?\It's about the climax of Nyapollon...\I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback. response:	The system measures the volume of the audience's cheers...
context: Akasaka!\Misaki-senpai, do you have a minute?\What's up?\It's about the climax of Nyapollon...\I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers... response:	and launches its special attack,
context: Misaki-senpai, do you have a minute?\What's up?\It's about the climax of Nyapollon...\I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers...\and launches its special attack, response:	but I want to use an additional value.
context: What's up?\It's about the climax of Nyapollon...\I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers...\and launches its special attack,\but I want to use an additional value. response:	What value?
context: It's about the climax of Nyapollon...\I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers...\and launches its special attack,\but I want to use an additional value.\What value? response:	The power of love!
context: I want to add an impulse!\Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers...\and launches its special attack,\but I want to use an additional value.\What value?\The power of love! response:	C-Carry on, kouhai-kun.
context: Emergency Sakura Hall Meeting! I want to add an impulse to Milky Way Cat Nyapollon!! by Kouhai-kun!\The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers...\and launches its special attack,\but I want to use an additional value.\What value?\The power of love!\C-Carry on, kouhai-kun. response:	I want to give Nyapollon an energy gauge...
context: The final battle between Nyapollon and Ein the Hunchback.\The system measures the volume of the audience's cheers...\and launches its special attack,\but I want to use an additional value.\What value?\The power of love!\C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge... response:	and empty it once before the final battle.
context: The system measures the volume of the audience's cheers...\and launches its special attack,\but I want to use an additional value.\What value?\The power of love!\C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge...\and empty it once before the final battle. response:	Then, we'll have the audience shout out the feelings...
context: and launches its special attack,\but I want to use an additional value.\What value?\The power of love!\C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge...\and empty it once before the final battle.\Then, we'll have the audience shout out the feelings... response:	they most want to convey to someone.
context: but I want to use an additional value.\What value?\The power of love!\C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge...\and empty it once before the final battle.\Then, we'll have the audience shout out the feelings...\they most want to convey to someone. response:	They can shout whatever they want.
context: What value?\The power of love!\C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge...\and empty it once before the final battle.\Then, we'll have the audience shout out the feelings...\they most want to convey to someone.\They can shout whatever they want. response:	It's fine if people declare their love,
context: The power of love!\C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge...\and empty it once before the final battle.\Then, we'll have the audience shout out the feelings...\they most want to convey to someone.\They can shout whatever they want.\It's fine if people declare their love, response:	and it's fine if they just make a simple complaint.
context: C-Carry on, kouhai-kun.\I want to give Nyapollon an energy gauge...\and empty it once before the final battle.\Then, we'll have the audience shout out the feelings...\they most want to convey to someone.\They can shout whatever they want.\It's fine if people declare their love,\and it's fine if they just make a simple complaint. response:	Their voices become energy,
context: I want to give Nyapollon an energy gauge...\and empty it once before the final battle.\Then, we'll have the audience shout out the feelings...\they most want to convey to someone.\They can shout whatever they want.\It's fine if people declare their love,\and it's fine if they just make a simple complaint.\Their voices become energy, response:	and once the gauge is full,
context: and empty it once before the final battle.\Then, we'll have the audience shout out the feelings...\they most want to convey to someone.\They can shout whatever they want.\It's fine if people declare their love,\and it's fine if they just make a simple complaint.\Their voices become energy,\and once the gauge is full, response:	Shout!! Meatball Beam!!
context: Then, we'll have the audience shout out the feelings...\they most want to convey to someone.\They can shout whatever they want.\It's fine if people declare their love,\and it's fine if they just make a simple complaint.\Their voices become energy,\and once the gauge is full,\Shout!! Meatball Beam!! response:	it sets off the meatball beam.
context: they most want to convey to someone.\They can shout whatever they want.\It's fine if people declare their love,\and it's fine if they just make a simple complaint.\Their voices become energy,\and once the gauge is full,\Shout!! Meatball Beam!!\it sets off the meatball beam. response:	How does that sound?
context: They can shout whatever they want.\It's fine if people declare their love,\and it's fine if they just make a simple complaint.\Their voices become energy,\and once the gauge is full,\Shout!! Meatball Beam!!\it sets off the meatball beam.\How does that sound? response:	That's it!
context: It's fine if people declare their love,\and it's fine if they just make a simple complaint.\Their voices become energy,\and once the gauge is full,\Shout!! Meatball Beam!!\it sets off the meatball beam.\How does that sound?\That's it! response:	Kouhai-kun's right!
context: and it's fine if they just make a simple complaint.\Their voices become energy,\and once the gauge is full,\Shout!! Meatball Beam!!\it sets off the meatball beam.\How does that sound?\That's it!\Kouhai-kun's right! response:	Love will save the galaxy!
context: Their voices become energy,\and once the gauge is full,\Shout!! Meatball Beam!!\it sets off the meatball beam.\How does that sound?\That's it!\Kouhai-kun's right!\Love will save the galaxy! response:	Yeah, it does sound fun.
context: and once the gauge is full,\Shout!! Meatball Beam!!\it sets off the meatball beam.\How does that sound?\That's it!\Kouhai-kun's right!\Love will save the galaxy!\Yeah, it does sound fun. response:	I can change the program in two hours.
context: Shout!! Meatball Beam!!\it sets off the meatball beam.\How does that sound?\That's it!\Kouhai-kun's right!\Love will save the galaxy!\Yeah, it does sound fun.\I can change the program in two hours. response:	Really?
context: it sets off the meatball beam.\How does that sound?\That's it!\Kouhai-kun's right!\Love will save the galaxy!\Yeah, it does sound fun.\I can change the program in two hours.\Really? response:	All right, it's decided!
context: How does that sound?\That's it!\Kouhai-kun's right!\Love will save the galaxy!\Yeah, it does sound fun.\I can change the program in two hours.\Really?\All right, it's decided! response:	Add impulse
context: That's it!\Kouhai-kun's right!\Love will save the galaxy!\Yeah, it does sound fun.\I can change the program in two hours.\Really?\All right, it's decided!\Add impulse response:	Changes
context: Kouhai-kun's right!\Love will save the galaxy!\Yeah, it does sound fun.\I can change the program in two hours.\Really?\All right, it's decided!\Add impulse\Changes response:	Add animation and backgrounds
context: Love will save the galaxy!\Yeah, it does sound fun.\I can change the program in two hours.\Really?\All right, it's decided!\Add impulse\Changes\Add animation and backgrounds response:	Modify program
context: Yeah, it does sound fun.\I can change the program in two hours.\Really?\All right, it's decided!\Add impulse\Changes\Add animation and backgrounds\Modify program response:	Opening!!
context: I can change the program in two hours.\Really?\All right, it's decided!\Add impulse\Changes\Add animation and backgrounds\Modify program\Opening!! response:	Let's get this battle started!
context: Really?\All right, it's decided!\Add impulse\Changes\Add animation and backgrounds\Modify program\Opening!!\Let's get this battle started! response:	What am I supposed to do here?!
context: All right, it's decided!\Add impulse\Changes\Add animation and backgrounds\Modify program\Opening!!\Let's get this battle started!\What am I supposed to do here?! response:	It's time to exceed our limits!
context: Add impulse\Changes\Add animation and backgrounds\Modify program\Opening!!\Let's get this battle started!\What am I supposed to do here?!\It's time to exceed our limits! response:	It's... done.
context: Changes\Add animation and backgrounds\Modify program\Opening!!\Let's get this battle started!\What am I supposed to do here?!\It's time to exceed our limits!\It's... done. response:	Five hours until we open.
context: Add animation and backgrounds\Modify program\Opening!!\Let's get this battle started!\What am I supposed to do here?!\It's time to exceed our limits!\It's... done.\Five hours until we open. response:	In these few remaining hours, we can...
context: Modify program\Opening!!\Let's get this battle started!\What am I supposed to do here?!\It's time to exceed our limits!\It's... done.\Five hours until we open.\In these few remaining hours, we can... response:	sleep!
context: Opening!!\Let's get this battle started!\What am I supposed to do here?!\It's time to exceed our limits!\It's... done.\Five hours until we open.\In these few remaining hours, we can...\sleep! response:	Dismissed!
context: Let's get this battle started!\What am I supposed to do here?!\It's time to exceed our limits!\It's... done.\Five hours until we open.\In these few remaining hours, we can...\sleep!\Dismissed! response:	Let's get ready for the show by sleeping!
context: What am I supposed to do here?!\It's time to exceed our limits!\It's... done.\Five hours until we open.\In these few remaining hours, we can...\sleep!\Dismissed!\Let's get ready for the show by sleeping! response:	Yeah!
context: It's time to exceed our limits!\It's... done.\Five hours until we open.\In these few remaining hours, we can...\sleep!\Dismissed!\Let's get ready for the show by sleeping!\Yeah! response:	Once the festival's over, Shiina will...
context: It's... done.\Five hours until we open.\In these few remaining hours, we can...\sleep!\Dismissed!\Let's get ready for the show by sleeping!\Yeah!\Once the festival's over, Shiina will... response:	Message Received Shiina Mashiro
context: Five hours until we open.\In these few remaining hours, we can...\sleep!\Dismissed!\Let's get ready for the show by sleeping!\Yeah!\Once the festival's over, Shiina will...\Message Received Shiina Mashiro response:	Are you awake?
context: In these few remaining hours, we can...\sleep!\Dismissed!\Let's get ready for the show by sleeping!\Yeah!\Once the festival's over, Shiina will...\Message Received Shiina Mashiro\Are you awake? response:	I'm awake.
context: sleep!\Dismissed!\Let's get ready for the show by sleeping!\Yeah!\Once the festival's over, Shiina will...\Message Received Shiina Mashiro\Are you awake?\I'm awake. response:	Sending
context: Dismissed!\Let's get ready for the show by sleeping!\Yeah!\Once the festival's over, Shiina will...\Message Received Shiina Mashiro\Are you awake?\I'm awake.\Sending response:	Message Received Shiina Mashiro
context: Let's get ready for the show by sleeping!\Yeah!\Once the festival's over, Shiina will...\Message Received Shiina Mashiro\Are you awake?\I'm awake.\Sending\Message Received Shiina Mashiro response:	Sorata.
context: Yeah!\Once the festival's over, Shiina will...\Message Received Shiina Mashiro\Are you awake?\I'm awake.\Sending\Message Received Shiina Mashiro\Sorata. response:	What?
context: Once the festival's over, Shiina will...\Message Received Shiina Mashiro\Are you awake?\I'm awake.\Sending\Message Received Shiina Mashiro\Sorata.\What? response:	I want to see you.
context: Message Received Shiina Mashiro\Are you awake?\I'm awake.\Sending\Message Received Shiina Mashiro\Sorata.\What?\I want to see you. response:	You...
context: Are you awake?\I'm awake.\Sending\Message Received Shiina Mashiro\Sorata.\What?\I want to see you.\You... response:	I want you to stay with me until I fall asleep.
context: I'm awake.\Sending\Message Received Shiina Mashiro\Sorata.\What?\I want to see you.\You...\I want you to stay with me until I fall asleep. response:	I'm starting to get nervous about Nyapollon!
context: Sending\Message Received Shiina Mashiro\Sorata.\What?\I want to see you.\You...\I want you to stay with me until I fall asleep.\I'm starting to get nervous about Nyapollon! response:	They say to eat three people, right? Om nom nom...
context: Message Received Shiina Mashiro\Sorata.\What?\I want to see you.\You...\I want you to stay with me until I fall asleep.\I'm starting to get nervous about Nyapollon!\They say to eat three people, right? Om nom nom... response:	What am I doing?!
context: Sorata.\What?\I want to see you.\You...\I want you to stay with me until I fall asleep.\I'm starting to get nervous about Nyapollon!\They say to eat three people, right? Om nom nom...\What am I doing?! response:	These lame jokes just aren't me!
