context: This is Morioh City Radio. response:	Your host, once again, is me, your neighbor, Kai Harada.
context: What was that scream?\What's wrong?\Ko?!\I-It's not what it looks like!\C-Crap!\Yes!\K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like! response:	No!
context: What's wrong?\Ko?!\I-It's not what it looks like!\C-Crap!\Yes!\K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like!\No! response:	Sis!
context: Ko?!\I-It's not what it looks like!\C-Crap!\Yes!\K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like!\No!\Sis! response:	I win! You lose!
context: I-It's not what it looks like!\C-Crap!\Yes!\K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like!\No!\Sis!\I win! You lose! response:	Hurry up and stop this sound, Koichi!
context: C-Crap!\Yes!\K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like!\No!\Sis!\I win! You lose!\Hurry up and stop this sound, Koichi! response:	If you don't stop this sound,
context: Yes!\K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like!\No!\Sis!\I win! You lose!\Hurry up and stop this sound, Koichi!\If you don't stop this sound, response:	your mom won't be able to bear the weight of her guilt.
context: K-Ko! How could you do something so terrifying?!\No, Mom! t's not what it looks like!\No!\Sis!\I win! You lose!\Hurry up and stop this sound, Koichi!\If you don't stop this sound,\your mom won't be able to bear the weight of her guilt. response:	When humans can't bear the weight of their sins anymore,
context: No, Mom! t's not what it looks like!\No!\Sis!\I win! You lose!\Hurry up and stop this sound, Koichi!\If you don't stop this sound,\your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore, response:	they think they'd be better off dead.
context: No!\Sis!\I win! You lose!\Hurry up and stop this sound, Koichi!\If you don't stop this sound,\your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore,\they think they'd be better off dead. response:	I-I can't... anymore!
context: Sis!\I win! You lose!\Hurry up and stop this sound, Koichi!\If you don't stop this sound,\your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore,\they think they'd be better off dead.\I-I can't... anymore! response:	Mom!
context: I win! You lose!\Hurry up and stop this sound, Koichi!\If you don't stop this sound,\your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore,\they think they'd be better off dead.\I-I can't... anymore!\Mom! response:	I can't live any longer!
context: Hurry up and stop this sound, Koichi!\If you don't stop this sound,\your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore,\they think they'd be better off dead.\I-I can't... anymore!\Mom!\I can't live any longer! response:	Stop acting tough!
context: If you don't stop this sound,\your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore,\they think they'd be better off dead.\I-I can't... anymore!\Mom!\I can't live any longer!\Stop acting tough! response:	Hurry and stop this sound! Are you gonna let your mom kill herself?!
context: your mom won't be able to bear the weight of her guilt.\When humans can't bear the weight of their sins anymore,\they think they'd be better off dead.\I-I can't... anymore!\Mom!\I can't live any longer!\Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?! response:	No, I won't stop the sound.
context: When humans can't bear the weight of their sins anymore,\they think they'd be better off dead.\I-I can't... anymore!\Mom!\I can't live any longer!\Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound. response:	I'll do the opposite, and make more sound!
context: they think they'd be better off dead.\I-I can't... anymore!\Mom!\I can't live any longer!\Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound.\I'll do the opposite, and make more sound! response:	Believe in me!
context: I-I can't... anymore!\Mom!\I can't live any longer!\Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound.\I'll do the opposite, and make more sound!\Believe in me! response:	Believe in me!
context: Mom!\I can't live any longer!\Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound.\I'll do the opposite, and make more sound!\Believe in me!\Believe in me! response:	Believe in me!
context: I can't live any longer!\Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound.\I'll do the opposite, and make more sound!\Believe in me!\Believe in me!\Believe in me! response:	What?!
context: Stop acting tough!\Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound.\I'll do the opposite, and make more sound!\Believe in me!\Believe in me!\Believe in me!\What?! response:	Believe in me, Mom!
context: Hurry and stop this sound! Are you gonna let your mom kill herself?!\No, I won't stop the sound.\I'll do the opposite, and make more sound!\Believe in me!\Believe in me!\Believe in me!\What?!\Believe in me, Mom! response:	Believe in me!
context: No, I won't stop the sound.\I'll do the opposite, and make more sound!\Believe in me!\Believe in me!\Believe in me!\What?!\Believe in me, Mom!\Believe in me! response:	Believe!
context: I'll do the opposite, and make more sound!\Believe in me!\Believe in me!\Believe in me!\What?!\Believe in me, Mom!\Believe in me!\Believe! response:	Mom!
context: Believe in me!\Believe in me!\Believe in me!\What?!\Believe in me, Mom!\Believe in me!\Believe!\Mom! response:	Believe in me!
context: Believe in me!\Believe in me!\What?!\Believe in me, Mom!\Believe in me!\Believe!\Mom!\Believe in me! response:	Believe in me!
context: Believe in me!\What?!\Believe in me, Mom!\Believe in me!\Believe!\Mom!\Believe in me!\Believe in me! response:	This is a matter of the soul! Like hell she'll believe you!
context: What?!\Believe in me, Mom!\Believe in me!\Believe!\Mom!\Believe in me!\Believe in me!\This is a matter of the soul! Like hell she'll believe you! response:	Mom...
context: Believe in me, Mom!\Believe in me!\Believe!\Mom!\Believe in me!\Believe in me!\This is a matter of the soul! Like hell she'll believe you!\Mom... response:	He's right... If I, his own mother, won't believe in him,
context: Believe in me!\Believe!\Mom!\Believe in me!\Believe in me!\This is a matter of the soul! Like hell she'll believe you!\Mom...\He's right... If I, his own mother, won't believe in him, response:	then who will?
context: Believe!\Mom!\Believe in me!\Believe in me!\This is a matter of the soul! Like hell she'll believe you!\Mom...\He's right... If I, his own mother, won't believe in him,\then who will? response:	Koichi's always been a nice boy.
context: Mom!\Believe in me!\Believe in me!\This is a matter of the soul! Like hell she'll believe you!\Mom...\He's right... If I, his own mother, won't believe in him,\then who will?\Koichi's always been a nice boy. response:	He would never hurt anyone or take their money.
context: Believe in me!\Believe in me!\This is a matter of the soul! Like hell she'll believe you!\Mom...\He's right... If I, his own mother, won't believe in him,\then who will?\Koichi's always been a nice boy.\He would never hurt anyone or take their money. response:	Yes!
context: Believe in me!\This is a matter of the soul! Like hell she'll believe you!\Mom...\He's right... If I, his own mother, won't believe in him,\then who will?\Koichi's always been a nice boy.\He would never hurt anyone or take their money.\Yes! response:	Sh-Shit!
context: This is a matter of the soul! Like hell she'll believe you!\Mom...\He's right... If I, his own mother, won't believe in him,\then who will?\Koichi's always been a nice boy.\He would never hurt anyone or take their money.\Yes!\Sh-Shit! response:	Mom!
context: Mom...\He's right... If I, his own mother, won't believe in him,\then who will?\Koichi's always been a nice boy.\He would never hurt anyone or take their money.\Yes!\Sh-Shit!\Mom! response:	D-Damn it!
context: He's right... If I, his own mother, won't believe in him,\then who will?\Koichi's always been a nice boy.\He would never hurt anyone or take their money.\Yes!\Sh-Shit!\Mom!\D-Damn it! response:	Usually, they'd never believe...
context: then who will?\Koichi's always been a nice boy.\He would never hurt anyone or take their money.\Yes!\Sh-Shit!\Mom!\D-Damn it!\Usually, they'd never believe... response:	My parents would never believe in me!
context: Koichi's always been a nice boy.\He would never hurt anyone or take their money.\Yes!\Sh-Shit!\Mom!\D-Damn it!\Usually, they'd never believe...\My parents would never believe in me! response:	Gulp...
context: He would never hurt anyone or take their money.\Yes!\Sh-Shit!\Mom!\D-Damn it!\Usually, they'd never believe...\My parents would never believe in me!\Gulp... response:	It was just a joke!
context: Yes!\Sh-Shit!\Mom!\D-Damn it!\Usually, they'd never believe...\My parents would never believe in me!\Gulp...\It was just a joke! response:	Ko, it was all just a joke!
context: Sh-Shit!\Mom!\D-Damn it!\Usually, they'd never believe...\My parents would never believe in me!\Gulp...\It was just a joke!\Ko, it was all just a joke! response:	Take the lock off my sister, too.
context: Mom!\D-Damn it!\Usually, they'd never believe...\My parents would never believe in me!\Gulp...\It was just a joke!\Ko, it was all just a joke!\Take the lock off my sister, too. response:	It's already off!
context: D-Damn it!\Usually, they'd never believe...\My parents would never believe in me!\Gulp...\It was just a joke!\Ko, it was all just a joke!\Take the lock off my sister, too.\It's already off! response:	We can't do anything to harm her beauty, right?
context: Usually, they'd never believe...\My parents would never believe in me!\Gulp...\It was just a joke!\Ko, it was all just a joke!\Take the lock off my sister, too.\It's already off!\We can't do anything to harm her beauty, right? response:	I was only kidding about taking your house!
context: My parents would never believe in me!\Gulp...\It was just a joke!\Ko, it was all just a joke!\Take the lock off my sister, too.\It's already off!\We can't do anything to harm her beauty, right?\I was only kidding about taking your house! response:	I even gave back your 7,000 yen, didn't I? Right? Right?
context: Gulp...\It was just a joke!\Ko, it was all just a joke!\Take the lock off my sister, too.\It's already off!\We can't do anything to harm her beauty, right?\I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right? response:	Please forgive me! I'll do anything, Master Koichi!
context: It was just a joke!\Ko, it was all just a joke!\Take the lock off my sister, too.\It's already off!\We can't do anything to harm her beauty, right?\I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi! response:	What? You'll do anything?
context: Ko, it was all just a joke!\Take the lock off my sister, too.\It's already off!\We can't do anything to harm her beauty, right?\I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything? response:	Yes, Master Koichi! Anything! I'll be your underling!
context: Take the lock off my sister, too.\It's already off!\We can't do anything to harm her beauty, right?\I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling! response:	All right, then...
context: It's already off!\We can't do anything to harm her beauty, right?\I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling!\All right, then... response:	Make sure you bring me five hundred grand by tomorrow.
context: We can't do anything to harm her beauty, right?\I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling!\All right, then...\Make sure you bring me five hundred grand by tomorrow. response:	It's a joke. It's only a little joke.
context: I was only kidding about taking your house!\I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling!\All right, then...\Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke. response:	Th-That didn't sound like a joke!
context: I even gave back your 7,000 yen, didn't I? Right? Right?\Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling!\All right, then...\Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke.\Th-That didn't sound like a joke! response:	H-Hey, Okuyasu! What the hell is going on here?
context: Please forgive me! I'll do anything, Master Koichi!\What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling!\All right, then...\Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke.\Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here? response:	Allow me to carry your bag to school!
context: What? You'll do anything?\Yes, Master Koichi! Anything! I'll be your underling!\All right, then...\Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke.\Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school! response:	You're seriously going to carry it?
context: Yes, Master Koichi! Anything! I'll be your underling!\All right, then...\Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke.\Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school!\You're seriously going to carry it? response:	But of course!
context: All right, then...\Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke.\Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school!\You're seriously going to carry it?\But of course! response:	Master Koichi! You're a true man among men!
context: Make sure you bring me five hundred grand by tomorrow.\It's a joke. It's only a little joke.\Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school!\You're seriously going to carry it?\But of course!\Master Koichi! You're a true man among men! response:	Oh, stop it.
context: It's a joke. It's only a little joke.\Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school!\You're seriously going to carry it?\But of course!\Master Koichi! You're a true man among men!\Oh, stop it. response:	Hey, Okuyasu!
context: Th-That didn't sound like a joke!\H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school!\You're seriously going to carry it?\But of course!\Master Koichi! You're a true man among men!\Oh, stop it.\Hey, Okuyasu! response:	Don't ask me! I'm not smart, remember?
context: H-Hey, Okuyasu! What the hell is going on here?\Allow me to carry your bag to school!\You're seriously going to carry it?\But of course!\Master Koichi! You're a true man among men!\Oh, stop it.\Hey, Okuyasu!\Don't ask me! I'm not smart, remember? response:	Episode 7 Toshikazu Hazamada (Show Off)
context: Allow me to carry your bag to school!\You're seriously going to carry it?\But of course!\Master Koichi! You're a true man among men!\Oh, stop it.\Hey, Okuyasu!\Don't ask me! I'm not smart, remember?\Episode 7 Toshikazu Hazamada (Show Off) response:	Episode 7 Toshikazu Haza mada (Show Off)
