context: 2:00 Work response:	2:00 Work
context: And the fact that Japanese birth rates are in decline is causing all kinds of bad things to happen in society.\Plus, all the government cares about is raising the taxes!\And\This is bad. Miyamoto's had it too!\And there's still no sign of improvement for\Oh right! Onodera?!\What happened to Onodera?!\Ah! Its Ichijou-kun! response:	Yay!
context: Plus, all the government cares about is raising the taxes!\And\This is bad. Miyamoto's had it too!\And there's still no sign of improvement for\Oh right! Onodera?!\What happened to Onodera?!\Ah! Its Ichijou-kun!\Yay! response:	Its Ichijou-kun!
context: And\This is bad. Miyamoto's had it too!\And there's still no sign of improvement for\Oh right! Onodera?!\What happened to Onodera?!\Ah! Its Ichijou-kun!\Yay!\Its Ichijou-kun! response:	O-Onodera, are you okay?
context: This is bad. Miyamoto's had it too!\And there's still no sign of improvement for\Oh right! Onodera?!\What happened to Onodera?!\Ah! Its Ichijou-kun!\Yay!\Its Ichijou-kun!\O-Onodera, are you okay? response:	She sure doesnt look like it.
context: And there's still no sign of improvement for\Oh right! Onodera?!\What happened to Onodera?!\Ah! Its Ichijou-kun!\Yay!\Its Ichijou-kun!\O-Onodera, are you okay?\She sure doesnt look like it. response:	Im kind of... really light headed... it feels great.
context: Oh right! Onodera?!\What happened to Onodera?!\Ah! Its Ichijou-kun!\Yay!\Its Ichijou-kun!\O-Onodera, are you okay?\She sure doesnt look like it.\Im kind of... really light headed... it feels great. response:	H-Hold on a minute. Im going to go get everyone some cold water.
context: What happened to Onodera?!\Ah! Its Ichijou-kun!\Yay!\Its Ichijou-kun!\O-Onodera, are you okay?\She sure doesnt look like it.\Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water. response:	Yeah... it's really hot in here...
context: Ah! Its Ichijou-kun!\Yay!\Its Ichijou-kun!\O-Onodera, are you okay?\She sure doesnt look like it.\Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here... response:	What?
context: Yay!\Its Ichijou-kun!\O-Onodera, are you okay?\She sure doesnt look like it.\Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here...\What? response:	W-What's wrong with you?!
context: Its Ichijou-kun!\O-Onodera, are you okay?\She sure doesnt look like it.\Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here...\What?\W-What's wrong with you?! response:	Stop! Stop!
context: O-Onodera, are you okay?\She sure doesnt look like it.\Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here...\What?\W-What's wrong with you?!\Stop! Stop! response:	Huh? What am I doing, you ask?
context: She sure doesnt look like it.\Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here...\What?\W-What's wrong with you?!\Stop! Stop!\Huh? What am I doing, you ask? response:	Huh?
context: Im kind of... really light headed... it feels great.\H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here...\What?\W-What's wrong with you?!\Stop! Stop!\Huh? What am I doing, you ask?\Huh? response:	Ichijou-kun, untie this for me.
context: H-Hold on a minute. Im going to go get everyone some cold water.\Yeah... it's really hot in here...\What?\W-What's wrong with you?!\Stop! Stop!\Huh? What am I doing, you ask?\Huh?\Ichijou-kun, untie this for me. response:	It's just so hot in here.
context: Yeah... it's really hot in here...\What?\W-What's wrong with you?!\Stop! Stop!\Huh? What am I doing, you ask?\Huh?\Ichijou-kun, untie this for me.\It's just so hot in here. response:	Come on, take my clothes off.
context: What?\W-What's wrong with you?!\Stop! Stop!\Huh? What am I doing, you ask?\Huh?\Ichijou-kun, untie this for me.\It's just so hot in here.\Come on, take my clothes off. response:	No, that's impossible!
context: W-What's wrong with you?!\Stop! Stop!\Huh? What am I doing, you ask?\Huh?\Ichijou-kun, untie this for me.\It's just so hot in here.\Come on, take my clothes off.\No, that's impossible! response:	There! I turned on the AC!
context: Stop! Stop!\Huh? What am I doing, you ask?\Huh?\Ichijou-kun, untie this for me.\It's just so hot in here.\Come on, take my clothes off.\No, that's impossible!\There! I turned on the AC! response:	Its on now!
context: Huh? What am I doing, you ask?\Huh?\Ichijou-kun, untie this for me.\It's just so hot in here.\Come on, take my clothes off.\No, that's impossible!\There! I turned on the AC!\Its on now! response:	You're no fun.
context: Huh?\Ichijou-kun, untie this for me.\It's just so hot in here.\Come on, take my clothes off.\No, that's impossible!\There! I turned on the AC!\Its on now!\You're no fun. response:	Huh?
context: Ichijou-kun, untie this for me.\It's just so hot in here.\Come on, take my clothes off.\No, that's impossible!\There! I turned on the AC!\Its on now!\You're no fun.\Huh? response:	Ichijou-kun, your skins so pretty.
context: It's just so hot in here.\Come on, take my clothes off.\No, that's impossible!\There! I turned on the AC!\Its on now!\You're no fun.\Huh?\Ichijou-kun, your skins so pretty. response:	Just like a girls.
context: Come on, take my clothes off.\No, that's impossible!\There! I turned on the AC!\Its on now!\You're no fun.\Huh?\Ichijou-kun, your skins so pretty.\Just like a girls. response:	Its so nice. Im jealous.
context: No, that's impossible!\There! I turned on the AC!\Its on now!\You're no fun.\Huh?\Ichijou-kun, your skins so pretty.\Just like a girls.\Its so nice. Im jealous. response:	So smooth.
context: There! I turned on the AC!\Its on now!\You're no fun.\Huh?\Ichijou-kun, your skins so pretty.\Just like a girls.\Its so nice. Im jealous.\So smooth. response:	Stop it!
context: Its on now!\You're no fun.\Huh?\Ichijou-kun, your skins so pretty.\Just like a girls.\Its so nice. Im jealous.\So smooth.\Stop it! response:	And your hairs so slick and soft.
context: You're no fun.\Huh?\Ichijou-kun, your skins so pretty.\Just like a girls.\Its so nice. Im jealous.\So smooth.\Stop it!\And your hairs so slick and soft. response:	Let me touch you some more.
context: Huh?\Ichijou-kun, your skins so pretty.\Just like a girls.\Its so nice. Im jealous.\So smooth.\Stop it!\And your hairs so slick and soft.\Let me touch you some more. response:	I can't do this! I can't stop her!
context: Ichijou-kun, your skins so pretty.\Just like a girls.\Its so nice. Im jealous.\So smooth.\Stop it!\And your hairs so slick and soft.\Let me touch you some more.\I can't do this! I can't stop her! response:	I can't stay here any longer!
context: Just like a girls.\Its so nice. Im jealous.\So smooth.\Stop it!\And your hairs so slick and soft.\Let me touch you some more.\I can't do this! I can't stop her!\I can't stay here any longer! response:	Temporary retreat!
context: Its so nice. Im jealous.\So smooth.\Stop it!\And your hairs so slick and soft.\Let me touch you some more.\I can't do this! I can't stop her!\I can't stay here any longer!\Temporary retreat! response:	Hey.
context: So smooth.\Stop it!\And your hairs so slick and soft.\Let me touch you some more.\I can't do this! I can't stop her!\I can't stay here any longer!\Temporary retreat!\Hey. response:	Can I ask you something?
context: Stop it!\And your hairs so slick and soft.\Let me touch you some more.\I can't do this! I can't stop her!\I can't stay here any longer!\Temporary retreat!\Hey.\Can I ask you something? response:	What?
context: And your hairs so slick and soft.\Let me touch you some more.\I can't do this! I can't stop her!\I can't stay here any longer!\Temporary retreat!\Hey.\Can I ask you something?\What? response:	Ch-Chitoge?
context: Let me touch you some more.\I can't do this! I can't stop her!\I can't stay here any longer!\Temporary retreat!\Hey.\Can I ask you something?\What?\Ch-Chitoge? response:	Do you... like me?
context: I can't do this! I can't stop her!\I can't stay here any longer!\Temporary retreat!\Hey.\Can I ask you something?\What?\Ch-Chitoge?\Do you... like me? response:	What?!
context: I can't stay here any longer!\Temporary retreat!\Hey.\Can I ask you something?\What?\Ch-Chitoge?\Do you... like me?\What?! response:	Well, come on, do you or not?
context: Temporary retreat!\Hey.\Can I ask you something?\What?\Ch-Chitoge?\Do you... like me?\What?!\Well, come on, do you or not? response:	Well I mean...
context: Hey.\Can I ask you something?\What?\Ch-Chitoge?\Do you... like me?\What?!\Well, come on, do you or not?\Well I mean... response:	Of course I love you.
context: Can I ask you something?\What?\Ch-Chitoge?\Do you... like me?\What?!\Well, come on, do you or not?\Well I mean...\Of course I love you. response:	As lovers, yeah?
context: What?\Ch-Chitoge?\Do you... like me?\What?!\Well, come on, do you or not?\Well I mean...\Of course I love you.\As lovers, yeah? response:	That isn't what I was asking!
context: Ch-Chitoge?\Do you... like me?\What?!\Well, come on, do you or not?\Well I mean...\Of course I love you.\As lovers, yeah?\That isn't what I was asking! response:	You know, like when a guy and a girl like each other.
context: Do you... like me?\What?!\Well, come on, do you or not?\Well I mean...\Of course I love you.\As lovers, yeah?\That isn't what I was asking!\You know, like when a guy and a girl like each other. response:	I mean, we're lovers right?
context: What?!\Well, come on, do you or not?\Well I mean...\Of course I love you.\As lovers, yeah?\That isn't what I was asking!\You know, like when a guy and a girl like each other.\I mean, we're lovers right? response:	Then...
context: Well, come on, do you or not?\Well I mean...\Of course I love you.\As lovers, yeah?\That isn't what I was asking!\You know, like when a guy and a girl like each other.\I mean, we're lovers right?\Then... response:	Tell me you love me, dummy!
context: Well I mean...\Of course I love you.\As lovers, yeah?\That isn't what I was asking!\You know, like when a guy and a girl like each other.\I mean, we're lovers right?\Then...\Tell me you love me, dummy! response:	But I just did!
context: Of course I love you.\As lovers, yeah?\That isn't what I was asking!\You know, like when a guy and a girl like each other.\I mean, we're lovers right?\Then...\Tell me you love me, dummy!\But I just did! response:	I'm scared...
context: As lovers, yeah?\That isn't what I was asking!\You know, like when a guy and a girl like each other.\I mean, we're lovers right?\Then...\Tell me you love me, dummy!\But I just did!\I'm scared... response:	I love you...” You have to say it right.
context: That isn't what I was asking!\You know, like when a guy and a girl like each other.\I mean, we're lovers right?\Then...\Tell me you love me, dummy!\But I just did!\I'm scared...\I love you...” You have to say it right. response:	If you don't then I'll have to tear your clothes off and have some fun.
context: You know, like when a guy and a girl like each other.\I mean, we're lovers right?\Then...\Tell me you love me, dummy!\But I just did!\I'm scared...\I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun. response:	What?!
context: I mean, we're lovers right?\Then...\Tell me you love me, dummy!\But I just did!\I'm scared...\I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun.\What?! response:	What's that? I'll join in too.
context: Then...\Tell me you love me, dummy!\But I just did!\I'm scared...\I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun.\What?!\What's that? I'll join in too. response:	Me too.
context: Tell me you love me, dummy!\But I just did!\I'm scared...\I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun.\What?!\What's that? I'll join in too.\Me too. response:	Im going to do it.
context: But I just did!\I'm scared...\I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun.\What?!\What's that? I'll join in too.\Me too.\Im going to do it. response:	W-Wait, you guys!
context: I'm scared...\I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun.\What?!\What's that? I'll join in too.\Me too.\Im going to do it.\W-Wait, you guys! response:	Calm down and let's talk about this!
context: I love you...” You have to say it right.\If you don't then I'll have to tear your clothes off and have some fun.\What?!\What's that? I'll join in too.\Me too.\Im going to do it.\W-Wait, you guys!\Calm down and let's talk about this! response:	Please, just leave me be!
context: If you don't then I'll have to tear your clothes off and have some fun.\What?!\What's that? I'll join in too.\Me too.\Im going to do it.\W-Wait, you guys!\Calm down and let's talk about this!\Please, just leave me be! response:	Tsugumi!
context: What?!\What's that? I'll join in too.\Me too.\Im going to do it.\W-Wait, you guys!\Calm down and let's talk about this!\Please, just leave me be!\Tsugumi! response:	Wait! What are you guys going to do to me?!
context: What's that? I'll join in too.\Me too.\Im going to do it.\W-Wait, you guys!\Calm down and let's talk about this!\Please, just leave me be!\Tsugumi!\Wait! What are you guys going to do to me?! response:	Please, don't do it!
context: Me too.\Im going to do it.\W-Wait, you guys!\Calm down and let's talk about this!\Please, just leave me be!\Tsugumi!\Wait! What are you guys going to do to me?!\Please, don't do it! response:	Please! Help me!
context: Im going to do it.\W-Wait, you guys!\Calm down and let's talk about this!\Please, just leave me be!\Tsugumi!\Wait! What are you guys going to do to me?!\Please, don't do it!\Please! Help me! response:	Hel
context: W-Wait, you guys!\Calm down and let's talk about this!\Please, just leave me be!\Tsugumi!\Wait! What are you guys going to do to me?!\Please, don't do it!\Please! Help me!\Hel response:	Why was I sleeping?
context: Calm down and let's talk about this!\Please, just leave me be!\Tsugumi!\Wait! What are you guys going to do to me?!\Please, don't do it!\Please! Help me!\Hel\Why was I sleeping? response:	You all just showed up today...
context: Please, just leave me be!\Tsugumi!\Wait! What are you guys going to do to me?!\Please, don't do it!\Please! Help me!\Hel\Why was I sleeping?\You all just showed up today... response:	And then...
context: Tsugumi!\Wait! What are you guys going to do to me?!\Please, don't do it!\Please! Help me!\Hel\Why was I sleeping?\You all just showed up today...\And then... response:	Huh?
context: Wait! What are you guys going to do to me?!\Please, don't do it!\Please! Help me!\Hel\Why was I sleeping?\You all just showed up today...\And then...\Huh? response:	I can't remember anything.
context: Please, don't do it!\Please! Help me!\Hel\Why was I sleeping?\You all just showed up today...\And then...\Huh?\I can't remember anything. response:	I feel like I had this really scary dream.
context: Please! Help me!\Hel\Why was I sleeping?\You all just showed up today...\And then...\Huh?\I can't remember anything.\I feel like I had this really scary dream. response:	Well whatever. My head kinda hurts anyways.
context: Hel\Why was I sleeping?\You all just showed up today...\And then...\Huh?\I can't remember anything.\I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways. response:	Im going get a little more sleep.
context: Why was I sleeping?\You all just showed up today...\And then...\Huh?\I can't remember anything.\I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways.\Im going get a little more sleep. response:	Nothing happened today.
context: You all just showed up today...\And then...\Huh?\I can't remember anything.\I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways.\Im going get a little more sleep.\Nothing happened today. response:	Isnt that right, everyone?
context: And then...\Huh?\I can't remember anything.\I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways.\Im going get a little more sleep.\Nothing happened today.\Isnt that right, everyone? response:	Right.
context: Huh?\I can't remember anything.\I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways.\Im going get a little more sleep.\Nothing happened today.\Isnt that right, everyone?\Right. response:	Work
context: I can't remember anything.\I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways.\Im going get a little more sleep.\Nothing happened today.\Isnt that right, everyone?\Right.\Work response:	Work
context: I feel like I had this really scary dream.\Well whatever. My head kinda hurts anyways.\Im going get a little more sleep.\Nothing happened today.\Isnt that right, everyone?\Right.\Work\Work response:	Work
context: Well whatever. My head kinda hurts anyways.\Im going get a little more sleep.\Nothing happened today.\Isnt that right, everyone?\Right.\Work\Work\Work response:	Guest
context: Im going get a little more sleep.\Nothing happened today.\Isnt that right, everyone?\Right.\Work\Work\Work\Guest response:	Guest
context: Nothing happened today.\Isnt that right, everyone?\Right.\Work\Work\Work\Guest\Guest response:	Guest
context: Isnt that right, everyone?\Right.\Work\Work\Work\Guest\Guest\Guest response:	Guest
context: Right.\Work\Work\Work\Guest\Guest\Guest\Guest response:	Banabana Fair
context: Work\Work\Work\Guest\Guest\Guest\Guest\Banabana Fair response:	Banabana Fair
context: Work\Work\Guest\Guest\Guest\Guest\Banabana Fair\Banabana Fair response:	Banabana Fair
context: Work\Guest\Guest\Guest\Guest\Banabana Fair\Banabana Fair\Banabana Fair response:	Banabana Fair
context: Guest\Guest\Guest\Guest\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair response:	Banabana Fair
context: Guest\Guest\Guest\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair response:	Banabana Fair
context: Guest\Guest\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair response:	Marika
context: Guest\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Marika response:	Manager
context: Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Marika\Manager response:	Manager
context: Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Marika\Manager\Manager response:	Guest
context: Banabana Fair\Banabana Fair\Banabana Fair\Banabana Fair\Marika\Manager\Manager\Guest response:	Guest
context: Banabana Fair\Banabana Fair\Banabana Fair\Marika\Manager\Manager\Guest\Guest response:	Guest
context: Banabana Fair\Banabana Fair\Marika\Manager\Manager\Guest\Guest\Guest response:	Guest
context: Banabana Fair\Marika\Manager\Manager\Guest\Guest\Guest\Guest response:	Guest
context: Marika\Manager\Manager\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Manager\Manager\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Manager\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Guest
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Guest response:	Out of Business
context: Guest\Guest\Guest\Guest\Guest\Guest\Guest\Out of Business response:	Out of Business
context: Guest\Guest\Guest\Guest\Guest\Guest\Out of Business\Out of Business response:	Out of Business
context: Guest\Guest\Guest\Guest\Guest\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Guest\Guest\Guest\Guest\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Guest\Guest\Guest\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Guest\Guest\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Guest\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Out of Business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business response:	Cannot conduct business
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Cannot conduct business response:	The restaurant cant make any money
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Cannot conduct business\The restaurant cant make any money response:	The restaurant will be demolished
context: Out of Business\Out of Business\Out of Business\Out of Business\Out of Business\Cannot conduct business\The restaurant cant make any money\The restaurant will be demolished response:	Salary
context: Out of Business\Out of Business\Out of Business\Out of Business\Cannot conduct business\The restaurant cant make any money\The restaurant will be demolished\Salary response:	Salary
context: Out of Business\Out of Business\Out of Business\Cannot conduct business\The restaurant cant make any money\The restaurant will be demolished\Salary\Salary response:	Salary
context: Out of Business\Out of Business\Cannot conduct business\The restaurant cant make any money\The restaurant will be demolished\Salary\Salary\Salary response:	Change
context: Out of Business\Cannot conduct business\The restaurant cant make any money\The restaurant will be demolished\Salary\Salary\Salary\Change response:	Change
context: Cannot conduct business\The restaurant cant make any money\The restaurant will be demolished\Salary\Salary\Salary\Change\Change response:	Change
context: The restaurant cant make any money\The restaurant will be demolished\Salary\Salary\Salary\Change\Change\Change response:	Shuuei
context: The restaurant will be demolished\Salary\Salary\Salary\Change\Change\Change\Shuuei response:	Group
context: Salary\Salary\Salary\Change\Change\Change\Shuuei\Group response:	Happy New Year
context: Salary\Salary\Change\Change\Change\Shuuei\Group\Happy New Year response:	Ichijou
context: Salary\Change\Change\Change\Shuuei\Group\Happy New Year\Ichijou response:	Ichijou
context: Change\Change\Change\Shuuei\Group\Happy New Year\Ichijou\Ichijou response:	Ichijou
context: Change\Change\Shuuei\Group\Happy New Year\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Change\Shuuei\Group\Happy New Year\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Shuuei\Group\Happy New Year\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Group\Happy New Year\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Happy New Year\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
