context: Spring, response:	this is the season when flowers color the Jungfrau.
context: Georg, what's the Secret's form?\I'm currently running a comparison of this Secret's form.\At present, I have found no references to instances of similar forms.\The Secret will reach the Scub Coral in approximately 7 minutes.\The target is currently above Locarno.\What's our ETA?\Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types. response:	Target sighted. Putting it on screen.
context: I'm currently running a comparison of this Secret's form.\At present, I have found no references to instances of similar forms.\The Secret will reach the Scub Coral in approximately 7 minutes.\The target is currently above Locarno.\What's our ETA?\Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen. response:	Alleluia, Kyrie, Nirvash. All units, launch!
context: At present, I have found no references to instances of similar forms.\The Secret will reach the Scub Coral in approximately 7 minutes.\The target is currently above Locarno.\What's our ETA?\Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch! response:	Roger!
context: The Secret will reach the Scub Coral in approximately 7 minutes.\The target is currently above Locarno.\What's our ETA?\Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch!\Roger! response:	Taking off!
context: The target is currently above Locarno.\What's our ETA?\Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch!\Roger!\Taking off! response:	ZOA mapping complete.
context: What's our ETA?\Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch!\Roger!\Taking off!\ZOA mapping complete. response:	Ao, Elena, I'm sending it over now.
context: Three and half minutes to target airspace.\Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch!\Roger!\Taking off!\ZOA mapping complete.\Ao, Elena, I'm sending it over now. response:	Let's split up for the time being.
context: Judging by this Secret's form, it most likely posses characteristics of the Samarkand Secret, the Australian Secrets, and perhaps some other airborne types.\Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch!\Roger!\Taking off!\ZOA mapping complete.\Ao, Elena, I'm sending it over now.\Let's split up for the time being. response:	Roger!
context: Target sighted. Putting it on screen.\Alleluia, Kyrie, Nirvash. All units, launch!\Roger!\Taking off!\ZOA mapping complete.\Ao, Elena, I'm sending it over now.\Let's split up for the time being.\Roger! response:	Rendezvous at the Lugano point.
context: Alleluia, Kyrie, Nirvash. All units, launch!\Roger!\Taking off!\ZOA mapping complete.\Ao, Elena, I'm sending it over now.\Let's split up for the time being.\Roger!\Rendezvous at the Lugano point. response:	Roger.
context: Roger!\Taking off!\ZOA mapping complete.\Ao, Elena, I'm sending it over now.\Let's split up for the time being.\Roger!\Rendezvous at the Lugano point.\Roger. response:	Yes, I suppose so.
context: Taking off!\ZOA mapping complete.\Ao, Elena, I'm sending it over now.\Let's split up for the time being.\Roger!\Rendezvous at the Lugano point.\Roger.\Yes, I suppose so. response:	As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.
context: ZOA mapping complete.\Ao, Elena, I'm sending it over now.\Let's split up for the time being.\Roger!\Rendezvous at the Lugano point.\Roger.\Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border. response:	Of course we've been negotiating the price with the Italian government as well.
context: Ao, Elena, I'm sending it over now.\Let's split up for the time being.\Roger!\Rendezvous at the Lugano point.\Roger.\Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well. response:	Yes, of course we ca
context: Let's split up for the time being.\Roger!\Rendezvous at the Lugano point.\Roger.\Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca response:	He looks just like her...
context: Roger!\Rendezvous at the Lugano point.\Roger.\Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca\He looks just like her... response:	He's her spitting image...
context: Rendezvous at the Lugano point.\Roger.\Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca\He looks just like her...\He's her spitting image... response:	You mean his mother?
context: Roger.\Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca\He looks just like her...\He's her spitting image...\You mean his mother? response:	Elena Musou Distance Attack!
context: Yes, I suppose so.\As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca\He looks just like her...\He's her spitting image...\You mean his mother?\Elena Musou Distance Attack! response:	Elena, Ao,
context: As you say, the affected airspace is above Switzerland, but the combat airspace is on the Italian side of the border.\Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca\He looks just like her...\He's her spitting image...\You mean his mother?\Elena Musou Distance Attack!\Elena, Ao, response:	the target point is at the base of the Secret, which means only attacks from below will be effective.
context: Of course we've been negotiating the price with the Italian government as well.\Yes, of course we ca\He looks just like her...\He's her spitting image...\You mean his mother?\Elena Musou Distance Attack!\Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective. response:	Fleur, I'm sending you the details now.
context: Yes, of course we ca\He looks just like her...\He's her spitting image...\You mean his mother?\Elena Musou Distance Attack!\Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now. response:	Ao, Elena, we don't have any time. You'll only get one shot at this.
context: He looks just like her...\He's her spitting image...\You mean his mother?\Elena Musou Distance Attack!\Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this. response:	Ao, Elena, I'm sending the data to you.
context: He's her spitting image...\You mean his mother?\Elena Musou Distance Attack!\Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you. response:	Ao, we're counting on you.
context: You mean his mother?\Elena Musou Distance Attack!\Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you.\Ao, we're counting on you. response:	Roger!
context: Elena Musou Distance Attack!\Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you.\Ao, we're counting on you.\Roger! response:	Ah... it was our day off as well...
context: Elena, Ao,\the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you.\Ao, we're counting on you.\Roger!\Ah... it was our day off as well... response:	What is this?
context: the target point is at the base of the Secret, which means only attacks from below will be effective.\Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you.\Ao, we're counting on you.\Roger!\Ah... it was our day off as well...\What is this? response:	For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.
context: Fleur, I'm sending you the details now.\Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you.\Ao, we're counting on you.\Roger!\Ah... it was our day off as well...\What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state. response:	Classification: Damaged Quartz, in other words scrap Quartz.
context: Ao, Elena, we don't have any time. You'll only get one shot at this.\Ao, Elena, I'm sending the data to you.\Ao, we're counting on you.\Roger!\Ah... it was our day off as well...\What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz. response:	Because of that, the Scub has collapsed rather than stabilizing upon bursting.
context: Ao, Elena, I'm sending the data to you.\Ao, we're counting on you.\Roger!\Ah... it was our day off as well...\What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting. response:	Europe's dreams of a new Plant Coral have been shattered completely.
context: Ao, we're counting on you.\Roger!\Ah... it was our day off as well...\What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely. response:	Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.
context: Roger!\Ah... it was our day off as well...\What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub. response:	When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.
context: Ah... it was our day off as well...\What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once. response:	The fighting maidens who live here at the Jungfrau
context: What is this?\For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau response:	operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.
context: For unknown reasons, the Quartz inside this Scub Coral was already in a damaged state.\Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters. response:	They are the young women of Generation Bleu.
context: Classification: Damaged Quartz, in other words scrap Quartz.\Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu. response:	With their unique abilities, they really are a rare species of the Alps.
context: Because of that, the Scub has collapsed rather than stabilizing upon bursting.\Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps. response:	You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.
context: Europe's dreams of a new Plant Coral have been shattered completely.\Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime. response:	But the girls I saw here were more than just the IFO pilots you've come to know,
context: Moreover, even if the Secret was left to its own devices, it may not have caused a large-scale explosion upon making contact with the Scub.\When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know, response:	they all have the innocent, shining smiles of any normal young girl.
context: When springtime arrives at the Jungfrau, we can witness the mysterious phenomenon of all its blue flowers blooming at once.\The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl. response:	These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,
context: The fighting maidens who live here at the Jungfrau\operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu, response:	inspire both me and many women from all around the world to hold hope for a bright future.
context: operate their IFOs to do battle with Secrets, otherwise known as G-Monsters.\They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future. response:	Well then everyone, have a beautiful weekend.
context: They are the young women of Generation Bleu.\With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend. response:	By the way...
context: With their unique abilities, they really are a rare species of the Alps.\You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend.\By the way... response:	How long are you gonna keep dressing like a girl?
context: You could call them, too, the mysterious and unique blue flowers that color the Jungfrau in springtime.\But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend.\By the way...\How long are you gonna keep dressing like a girl? response:	EhAhhh!!
context: But the girls I saw here were more than just the IFO pilots you've come to know,\they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend.\By the way...\How long are you gonna keep dressing like a girl?\EhAhhh!! response:	Elena
context: they all have the innocent, shining smiles of any normal young girl.\These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend.\By the way...\How long are you gonna keep dressing like a girl?\EhAhhh!!\Elena response:	Elena
context: These flowers of the Jungfrau, and the hearts of the young ladies of Generation Bleu,\inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend.\By the way...\How long are you gonna keep dressing like a girl?\EhAhhh!!\Elena\Elena response:	Elena
context: inspire both me and many women from all around the world to hold hope for a bright future.\Well then everyone, have a beautiful weekend.\By the way...\How long are you gonna keep dressing like a girl?\EhAhhh!!\Elena\Elena\Elena response:	Elena
context: Well then everyone, have a beautiful weekend.\By the way...\How long are you gonna keep dressing like a girl?\EhAhhh!!\Elena\Elena\Elena\Elena response:	Elena
context: By the way...\How long are you gonna keep dressing like a girl?\EhAhhh!!\Elena\Elena\Elena\Elena\Elena response:	Elena
context: How long are you gonna keep dressing like a girl?\EhAhhh!!\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: EhAhhh!!\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Elena
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Elena response:	Subs
context: Elena\Elena\Elena\Elena\Elena\Elena\Elena\Subs response:	ES CAPE
context: Elena\Elena\Elena\Elena\Elena\Elena\Subs\ES CAPE response:	ES CAPE
context: Elena\Elena\Elena\Elena\Elena\Subs\ES CAPE\ES CAPE response:	Escape!
context: Elena\Elena\Elena\Elena\Subs\ES CAPE\ES CAPE\Escape! response:	Out into the wind,
context: Elena\Elena\Elena\Subs\ES CAPE\ES CAPE\Escape!\Out into the wind, response:	Let it take your tears,
context: Elena\Elena\Subs\ES CAPE\ES CAPE\Escape!\Out into the wind,\Let it take your tears, response:	And just accelerate until they're all dry!
context: Elena\Subs\ES CAPE\ES CAPE\Escape!\Out into the wind,\Let it take your tears,\And just accelerate until they're all dry! response:	Fly on through it,
context: Subs\ES CAPE\ES CAPE\Escape!\Out into the wind,\Let it take your tears,\And just accelerate until they're all dry!\Fly on through it, response:	The answer is surely there,
context: ES CAPE\ES CAPE\Escape!\Out into the wind,\Let it take your tears,\And just accelerate until they're all dry!\Fly on through it,\The answer is surely there, response:	Just beyond the sky in the distance!
context: ES CAPE\Escape!\Out into the wind,\Let it take your tears,\And just accelerate until they're all dry!\Fly on through it,\The answer is surely there,\Just beyond the sky in the distance! response:	You won't find the answer here,
context: Escape!\Out into the wind,\Let it take your tears,\And just accelerate until they're all dry!\Fly on through it,\The answer is surely there,\Just beyond the sky in the distance!\You won't find the answer here, response:	So breathe a sigh and look up to the sky,
context: Out into the wind,\Let it take your tears,\And just accelerate until they're all dry!\Fly on through it,\The answer is surely there,\Just beyond the sky in the distance!\You won't find the answer here,\So breathe a sigh and look up to the sky, response:	In amongst that blue reflected in your eyes, shining his piercing light,
context: Let it take your tears,\And just accelerate until they're all dry!\Fly on through it,\The answer is surely there,\Just beyond the sky in the distance!\You won't find the answer here,\So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light, response:	Going where he wants, realizing his dreams,
context: And just accelerate until they're all dry!\Fly on through it,\The answer is surely there,\Just beyond the sky in the distance!\You won't find the answer here,\So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams, response:	That's another you!
context: Fly on through it,\The answer is surely there,\Just beyond the sky in the distance!\You won't find the answer here,\So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams,\That's another you! response:	Escape!
context: The answer is surely there,\Just beyond the sky in the distance!\You won't find the answer here,\So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams,\That's another you!\Escape! response:	Out into the wind,
context: Just beyond the sky in the distance!\You won't find the answer here,\So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams,\That's another you!\Escape!\Out into the wind, response:	Let it take your dreams,
context: You won't find the answer here,\So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams,\That's another you!\Escape!\Out into the wind,\Let it take your dreams, response:	Your extended hand will paint your tomorrow,
context: So breathe a sigh and look up to the sky,\In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams,\That's another you!\Escape!\Out into the wind,\Let it take your dreams,\Your extended hand will paint your tomorrow, response:	There's nothing left to fear,
context: In amongst that blue reflected in your eyes, shining his piercing light,\Going where he wants, realizing his dreams,\That's another you!\Escape!\Out into the wind,\Let it take your dreams,\Your extended hand will paint your tomorrow,\There's nothing left to fear, response:	Your tears are all gone,
context: Going where he wants, realizing his dreams,\That's another you!\Escape!\Out into the wind,\Let it take your dreams,\Your extended hand will paint your tomorrow,\There's nothing left to fear,\Your tears are all gone, response:	Dyed in rainbow colors and flown away,
context: That's another you!\Escape!\Out into the wind,\Let it take your dreams,\Your extended hand will paint your tomorrow,\There's nothing left to fear,\Your tears are all gone,\Dyed in rainbow colors and flown away, response:	Just beyond the sky!
context: Escape!\Out into the wind,\Let it take your dreams,\Your extended hand will paint your tomorrow,\There's nothing left to fear,\Your tears are all gone,\Dyed in rainbow colors and flown away,\Just beyond the sky! response:	ES
context: Out into the wind,\Let it take your dreams,\Your extended hand will paint your tomorrow,\There's nothing left to fear,\Your tears are all gone,\Dyed in rainbow colors and flown away,\Just beyond the sky!\ES response:	CAPE
context: Let it take your dreams,\Your extended hand will paint your tomorrow,\There's nothing left to fear,\Your tears are all gone,\Dyed in rainbow colors and flown away,\Just beyond the sky!\ES\CAPE response:	ko
context: Your extended hand will paint your tomorrow,\There's nothing left to fear,\Your tears are all gone,\Dyed in rainbow colors and flown away,\Just beyond the sky!\ES\CAPE\ko response:	no
context: There's nothing left to fear,\Your tears are all gone,\Dyed in rainbow colors and flown away,\Just beyond the sky!\ES\CAPE\ko\no response:	ka
context: Your tears are all gone,\Dyed in rainbow colors and flown away,\Just beyond the sky!\ES\CAPE\ko\no\ka response:	ze
context: Dyed in rainbow colors and flown away,\Just beyond the sky!\ES\CAPE\ko\no\ka\ze response:	ni
context: Just beyond the sky!\ES\CAPE\ko\no\ka\ze\ni response:	na
context: ES\CAPE\ko\no\ka\ze\ni\na response:	mi
context: CAPE\ko\no\ka\ze\ni\na\mi response:	da
context: ko\no\ka\ze\ni\na\mi\da response:	wo
context: no\ka\ze\ni\na\mi\da\wo response:	no
context: ka\ze\ni\na\mi\da\wo\no response:	se
