context: You didn't think of that? response:	My spirit might not be able to hurt you, but this Double Crescent Halberd will!
context: Su Jin.\As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done?\I didn't want to cause them any trouble.\My cultivation isn't of much use anyway. response:	For the sake of the Celestial Tribe
context: As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done?\I didn't want to cause them any trouble.\My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe response:	your clan still went ahead without any hesitation
context: you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done?\I didn't want to cause them any trouble.\My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe\your clan still went ahead without any hesitation response:	even if they knew that they were to be sacrificed.
context: Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done?\I didn't want to cause them any trouble.\My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe\your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed. response:	But you...
context: And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done?\I didn't want to cause them any trouble.\My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe\your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed.\But you... response:	You're nothing like your parents.
context: Do you know what you have done?\I didn't want to cause them any trouble.\My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe\your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed.\But you...\You're nothing like your parents. response:	I'm totally disappointed in you.
context: I didn't want to cause them any trouble.\My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe\your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed.\But you...\You're nothing like your parents.\I'm totally disappointed in you. response:	Heavenly Lord, I beg you to spare me this once!
context: My cultivation isn't of much use anyway.\For the sake of the Celestial Tribe\your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed.\But you...\You're nothing like your parents.\I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once! response:	Please spare me this once, Heavenly Lord!
context: For the sake of the Celestial Tribe\your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed.\But you...\You're nothing like your parents.\I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord! response:	Guards!
context: your clan still went ahead without any hesitation\even if they knew that they were to be sacrificed.\But you...\You're nothing like your parents.\I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord!\Guards! response:	Greetings to Heavenly Lord...
context: even if they knew that they were to be sacrificed.\But you...\You're nothing like your parents.\I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord!\Guards!\Greetings to Heavenly Lord... response:	According to the celestial law, banish Su Jin from the Nine Heavens!
context: But you...\You're nothing like your parents.\I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord!\Guards!\Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens! response:	She's never to be given a celestial status for all eternity!
context: You're nothing like your parents.\I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord!\Guards!\Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity! response:	Take her away!
context: I'm totally disappointed in you.\Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord!\Guards!\Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity!\Take her away! response:	Yes...
context: Heavenly Lord, I beg you to spare me this once!\Please spare me this once, Heavenly Lord!\Guards!\Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity!\Take her away!\Yes... response:	High God Bai Qian is of a prestigious status.
context: Please spare me this once, Heavenly Lord!\Guards!\Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity!\Take her away!\Yes...\High God Bai Qian is of a prestigious status. response:	The deities I sent over dare not offend her.
context: Guards!\Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity!\Take her away!\Yes...\High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her. response:	I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu
context: Greetings to Heavenly Lord...\According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity!\Take her away!\Yes...\High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu response:	and assist my two sons in bringing Ye Hua back?
context: According to the celestial law, banish Su Jin from the Nine Heavens!\She's never to be given a celestial status for all eternity!\Take her away!\Yes...\High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back? response:	I was also at the battle of Ruoshui.
context: She's never to be given a celestial status for all eternity!\Take her away!\Yes...\High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui. response:	Back then...
context: Take her away!\Yes...\High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui.\Back then... response:	Forget it.
context: Yes...\High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui.\Back then...\Forget it. response:	Since Heavenly Lord said so I'll accompany both princes there.
context: High God Bai Qian is of a prestigious status.\The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui.\Back then...\Forget it.\Since Heavenly Lord said so I'll accompany both princes there. response:	I'm going with you.
context: The deities I sent over dare not offend her.\I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui.\Back then...\Forget it.\Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you. response:	Lord Dong Hua is already coming with us so you won't have to.
context: I wonder if Lord Dong Hua is willing to deign yourself to visit Qing Qiu\and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui.\Back then...\Forget it.\Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you.\Lord Dong Hua is already coming with us so you won't have to. response:	I'm going to take a look at that Su Su or Bai Qian...
context: and assist my two sons in bringing Ye Hua back?\I was also at the battle of Ruoshui.\Back then...\Forget it.\Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you.\Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian... response:	I'll see what we have to do to make her return my son.
context: I was also at the battle of Ruoshui.\Back then...\Forget it.\Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you.\Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son. response:	My poor son...
context: Back then...\Forget it.\Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you.\Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son.\My poor son... response:	Is it ready?
context: Forget it.\Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you.\Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son.\My poor son...\Is it ready? response:	I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.
context: Since Heavenly Lord said so I'll accompany both princes there.\I'm going with you.\Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son.\My poor son...\Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day. response:	I'm worried that should this continue
context: I'm going with you.\Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son.\My poor son...\Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue response:	they might send celestial guards to snatch the Crown Prince back.
context: Lord Dong Hua is already coming with us so you won't have to.\I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son.\My poor son...\Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back. response:	Who knows?
context: I'm going to take a look at that Su Su or Bai Qian...\I'll see what we have to do to make her return my son.\My poor son...\Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back.\Who knows? response:	Who broke my celestial shield?
context: I'll see what we have to do to make her return my son.\My poor son...\Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back.\Who knows?\Who broke my celestial shield? response:	Feng Jiu greets Lord Dong Hua, Prince Yang Cuo
context: My poor son...\Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back.\Who knows?\Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo response:	Prince Lian Song, and Consort Le Xu.
context: Is it ready?\I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back.\Who knows?\Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu. response:	Could you inform her that we're here to retrieve Ye Hua?
context: I wonder if Zhe Yan's drug would work and put Auntie to sleep all day.\I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back.\Who knows?\Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua? response:	Yes, please wait here, Lord Dong Hua.
context: I'm worried that should this continue\they might send celestial guards to snatch the Crown Prince back.\Who knows?\Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua. response:	I'll inform Auntie right away.
context: they might send celestial guards to snatch the Crown Prince back.\Who knows?\Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away. response:	Le Xu!
context: Who knows?\Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away.\Le Xu! response:	High God Bai Qian, I've come to you with an unfavorable request.
context: Who broke my celestial shield?\Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away.\Le Xu!\High God Bai Qian, I've come to you with an unfavorable request. response:	Although I know of your utter devotion to Ye Hua
context: Feng Jiu greets Lord Dong Hua, Prince Yang Cuo\Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away.\Le Xu!\High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua response:	the Heavenly Lord and his parents haven't seen him since he passed away.
context: Prince Lian Song, and Consort Le Xu.\Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away.\Le Xu!\High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away. response:	The Heavenly Lord favors his eldest grandson greatly.
context: Could you inform her that we're here to retrieve Ye Hua?\Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away.\Le Xu!\High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly. response:	Upon hearing the bad news he has been devastated.
context: Yes, please wait here, Lord Dong Hua.\I'll inform Auntie right away.\Le Xu!\High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated. response:	It's been more than ten days.
context: I'll inform Auntie right away.\Le Xu!\High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated.\It's been more than ten days. response:	And the old lord has yet to see the corpse of his grandson.
context: Le Xu!\High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated.\It's been more than ten days.\And the old lord has yet to see the corpse of his grandson. response:	It's hardly justifiable.
context: High God Bai Qian, I've come to you with an unfavorable request.\Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated.\It's been more than ten days.\And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable. response:	So...
context: Although I know of your utter devotion to Ye Hua\the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated.\It's been more than ten days.\And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable.\So... response:	You're all here to take Ye Hua away?
context: the Heavenly Lord and his parents haven't seen him since he passed away.\The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated.\It's been more than ten days.\And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable.\So...\You're all here to take Ye Hua away? response:	Indeed.
context: The Heavenly Lord favors his eldest grandson greatly.\Upon hearing the bad news he has been devastated.\It's been more than ten days.\And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable.\So...\You're all here to take Ye Hua away?\Indeed. response:	Ye Hua's parents have already prepared a basalt crystal coffin.
context: Upon hearing the bad news he has been devastated.\It's been more than ten days.\And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable.\So...\You're all here to take Ye Hua away?\Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin. response:	They intend to take him back to the Celestial Tribe's
context: It's been more than ten days.\And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable.\So...\You're all here to take Ye Hua away?\Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's response:	sacred Sea of the Innocence to be given offerings.
context: And the old lord has yet to see the corpse of his grandson.\It's hardly justifiable.\So...\You're all here to take Ye Hua away?\Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings. response:	You can't take him away.
context: It's hardly justifiable.\So...\You're all here to take Ye Hua away?\Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings.\You can't take him away. response:	He promised to have me take him to Qing Qiu.
context: So...\You're all here to take Ye Hua away?\Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings.\You can't take him away.\He promised to have me take him to Qing Qiu. response:	Since I learned that you were that mortal, Su Su
context: You're all here to take Ye Hua away?\Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings.\You can't take him away.\He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su response:	I've been so worried.
context: Indeed.\Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings.\You can't take him away.\He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su\I've been so worried. response:	This still happened in the end.
context: Ye Hua's parents have already prepared a basalt crystal coffin.\They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings.\You can't take him away.\He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su\I've been so worried.\This still happened in the end. response:	What sins had Ye Hua committed to have died twice for you?
context: They intend to take him back to the Celestial Tribe's\sacred Sea of the Innocence to be given offerings.\You can't take him away.\He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su\I've been so worried.\This still happened in the end.\What sins had Ye Hua committed to have died twice for you? response:	When you were Su Su he devoted his heart and soul to you.
context: sacred Sea of the Innocence to be given offerings.\You can't take him away.\He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su\I've been so worried.\This still happened in the end.\What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you. response:	He would even give up being the Crown Prince.
context: You can't take him away.\He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su\I've been so worried.\This still happened in the end.\What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince. response:	As for your conflict with Su Jin
context: He promised to have me take him to Qing Qiu.\Since I learned that you were that mortal, Su Su\I've been so worried.\This still happened in the end.\What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince.\As for your conflict with Su Jin response:	the Heavenly Lord made you compensate her with your eyes
context: Since I learned that you were that mortal, Su Su\I've been so worried.\This still happened in the end.\What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince.\As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes response:	and three months of lightning torment after you gave birth to A-Li.
context: I've been so worried.\This still happened in the end.\What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince.\As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li. response:	You only gave her your eyes, but Ye Hua took the torment for you.
context: This still happened in the end.\What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince.\As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you. response:	When you jumped off the Zhuxian Terrace
context: What sins had Ye Hua committed to have died twice for you?\When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince.\As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace response:	Ye Hua jumped in after you.
context: When you were Su Su he devoted his heart and soul to you.\He would even give up being the Crown Prince.\As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you. response:	But that was your trial for godly ascension into high god.
context: He would even give up being the Crown Prince.\As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you.\But that was your trial for godly ascension into high god. response:	What has that got to do with Ye Hua?
context: As for your conflict with Su Jin\the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you.\But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua? response:	Ever since he met you, he hasn't had one peaceful day.
context: the Heavenly Lord made you compensate her with your eyes\and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you.\But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day. response:	He did so much for you but what have you ever done for him?
context: and three months of lightning torment after you gave birth to A-Li.\You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you.\But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him? response:	You never did.
context: You only gave her your eyes, but Ye Hua took the torment for you.\When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you.\But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him?\You never did. response:	Yet you dare held on to him so defiantly!
context: When you jumped off the Zhuxian Terrace\Ye Hua jumped in after you.\But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him?\You never did.\Yet you dare held on to him so defiantly! response:	Now that he's dead you'd even hold on to his body!
context: Ye Hua jumped in after you.\But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him?\You never did.\Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body! response:	I only have one question for you.
context: But that was your trial for godly ascension into high god.\What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him?\You never did.\Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body!\I only have one question for you. response:	Bai Qian, who are you to do so?
context: What has that got to do with Ye Hua?\Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him?\You never did.\Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body!\I only have one question for you.\Bai Qian, who are you to do so? response:	That's enough.
context: Ever since he met you, he hasn't had one peaceful day.\He did so much for you but what have you ever done for him?\You never did.\Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body!\I only have one question for you.\Bai Qian, who are you to do so?\That's enough. response:	My son slayed Qing Cang and sacrificed his spirit
context: He did so much for you but what have you ever done for him?\You never did.\Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body!\I only have one question for you.\Bai Qian, who are you to do so?\That's enough.\My son slayed Qing Cang and sacrificed his spirit response:	to the Bell of East Emperor to stop it from engulfing the Nine Heavens.
context: You never did.\Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body!\I only have one question for you.\Bai Qian, who are you to do so?\That's enough.\My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens. response:	He sacrificed himself for all lives in Heaven and Earth.
context: Yet you dare held on to him so defiantly!\Now that he's dead you'd even hold on to his body!\I only have one question for you.\Bai Qian, who are you to do so?\That's enough.\My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth. response:	The Heavenly Lord has made his merits known to all.
context: Now that he's dead you'd even hold on to his body!\I only have one question for you.\Bai Qian, who are you to do so?\That's enough.\My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all. response:	Le Xu's opinion is but that of a woman.
context: I only have one question for you.\Bai Qian, who are you to do so?\That's enough.\My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman. response:	High God, please don't take it to heart.
context: Bai Qian, who are you to do so?\That's enough.\My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman.\High God, please don't take it to heart. response:	However, it's indeed inappropriate to keep my son's body with you.
context: That's enough.\My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman.\High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you. response:	Although my son is engaged to you the wedding was never held.
context: My son slayed Qing Cang and sacrificed his spirit\to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman.\High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you.\Although my son is engaged to you the wedding was never held. response:	It's somehow unjustifiable for you to keep my son's body.
context: to the Bell of East Emperor to stop it from engulfing the Nine Heavens.\He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman.\High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you.\Although my son is engaged to you the wedding was never held.\It's somehow unjustifiable for you to keep my son's body. response:	My son was the Crown Prince of the Celestial Tribe.
context: He sacrificed himself for all lives in Heaven and Earth.\The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman.\High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you.\Although my son is engaged to you the wedding was never held.\It's somehow unjustifiable for you to keep my son's body.\My son was the Crown Prince of the Celestial Tribe. response:	We have regulations in the Celestial Palace that can't be broken.
context: The Heavenly Lord has made his merits known to all.\Le Xu's opinion is but that of a woman.\High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you.\Although my son is engaged to you the wedding was never held.\It's somehow unjustifiable for you to keep my son's body.\My son was the Crown Prince of the Celestial Tribe.\We have regulations in the Celestial Palace that can't be broken. response:	Please allow us to take him back
context: Le Xu's opinion is but that of a woman.\High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you.\Although my son is engaged to you the wedding was never held.\It's somehow unjustifiable for you to keep my son's body.\My son was the Crown Prince of the Celestial Tribe.\We have regulations in the Celestial Palace that can't be broken.\Please allow us to take him back response:	to be buried in the Sea of Innocence on the 36th day.
context: High God, please don't take it to heart.\However, it's indeed inappropriate to keep my son's body with you.\Although my son is engaged to you the wedding was never held.\It's somehow unjustifiable for you to keep my son's body.\My son was the Crown Prince of the Celestial Tribe.\We have regulations in the Celestial Palace that can't be broken.\Please allow us to take him back\to be buried in the Sea of Innocence on the 36th day. response:	High God, please grant us this wish.
