context: Papa fell down when he was on GALAX. response:	He's been sleeping in the hospital ever since.
context: Although I knew Katze was evil,\I used that power to help resolve various accidents and incidents.\However, in the end, I was attacked by Katze and...\Don't worry. Your dad won't die.\Really?\Yeah.\So you should cheer him on and tell him to hang in there.\Okay, all right. response:	I am deeply sorry.
context: I used that power to help resolve various accidents and incidents.\However, in the end, I was attacked by Katze and...\Don't worry. Your dad won't die.\Really?\Yeah.\So you should cheer him on and tell him to hang in there.\Okay, all right.\I am deeply sorry. response:	Tachikawa City Hall
context: However, in the end, I was attacked by Katze and...\Don't worry. Your dad won't die.\Really?\Yeah.\So you should cheer him on and tell him to hang in there.\Okay, all right.\I am deeply sorry.\Tachikawa City Hall response:	The CROWDS is an extremely dangerous power.
context: Don't worry. Your dad won't die.\Really?\Yeah.\So you should cheer him on and tell him to hang in there.\Okay, all right.\I am deeply sorry.\Tachikawa City Hall\The CROWDS is an extremely dangerous power. response:	If you possess that power right now,
context: Really?\Yeah.\So you should cheer him on and tell him to hang in there.\Okay, all right.\I am deeply sorry.\Tachikawa City Hall\The CROWDS is an extremely dangerous power.\If you possess that power right now, response:	please do not use it.
context: Yeah.\So you should cheer him on and tell him to hang in there.\Okay, all right.\I am deeply sorry.\Tachikawa City Hall\The CROWDS is an extremely dangerous power.\If you possess that power right now,\please do not use it. response:	Katze is taking advantage of you and trying to bring chaos to this world!
context: So you should cheer him on and tell him to hang in there.\Okay, all right.\I am deeply sorry.\Tachikawa City Hall\The CROWDS is an extremely dangerous power.\If you possess that power right now,\please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world! response:	I believe in all of you.
context: Okay, all right.\I am deeply sorry.\Tachikawa City Hall\The CROWDS is an extremely dangerous power.\If you possess that power right now,\please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you. response:	I sincerely hope that no further acts of destruction will occur.
context: I am deeply sorry.\Tachikawa City Hall\The CROWDS is an extremely dangerous power.\If you possess that power right now,\please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you.\I sincerely hope that no further acts of destruction will occur. response:	We feel the same way!
context: Tachikawa City Hall\The CROWDS is an extremely dangerous power.\If you possess that power right now,\please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you.\I sincerely hope that no further acts of destruction will occur.\We feel the same way! response:	Me, too!
context: The CROWDS is an extremely dangerous power.\If you possess that power right now,\please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you.\I sincerely hope that no further acts of destruction will occur.\We feel the same way!\Me, too! response:	Don't quit, GALAX.
context: If you possess that power right now,\please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you.\I sincerely hope that no further acts of destruction will occur.\We feel the same way!\Me, too!\Don't quit, GALAX. response:	Okay, everyone! Gather round!
context: please do not use it.\Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you.\I sincerely hope that no further acts of destruction will occur.\We feel the same way!\Me, too!\Don't quit, GALAX.\Okay, everyone! Gather round! response:	Tachikawa Mayor Shimizu Shouhei
context: Katze is taking advantage of you and trying to bring chaos to this world!\I believe in all of you.\I sincerely hope that no further acts of destruction will occur.\We feel the same way!\Me, too!\Don't quit, GALAX.\Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei response:	Ninomiya Rui-kun, huh.
context: I believe in all of you.\I sincerely hope that no further acts of destruction will occur.\We feel the same way!\Me, too!\Don't quit, GALAX.\Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh. response:	So young...
context: I sincerely hope that no further acts of destruction will occur.\We feel the same way!\Me, too!\Don't quit, GALAX.\Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh.\So young... response:	but impressive!
context: We feel the same way!\Me, too!\Don't quit, GALAX.\Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh.\So young...\but impressive! response:	Will Gatchaman fight Katze?
context: Me, too!\Don't quit, GALAX.\Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh.\So young...\but impressive!\Will Gatchaman fight Katze? response:	Well, Pai-Pai? Your turn.
context: Don't quit, GALAX.\Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh.\So young...\but impressive!\Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn. response:	Hey, there's the panda!
context: Okay, everyone! Gather round!\Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh.\So young...\but impressive!\Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn.\Hey, there's the panda! response:	So tiny!
context: Tachikawa Mayor Shimizu Shouhei\Ninomiya Rui-kun, huh.\So young...\but impressive!\Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn.\Hey, there's the panda!\So tiny! response:	Tiny?
context: Ninomiya Rui-kun, huh.\So young...\but impressive!\Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn.\Hey, there's the panda!\So tiny!\Tiny? response:	Don't call me tiny!
context: So young...\but impressive!\Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn.\Hey, there's the panda!\So tiny!\Tiny?\Don't call me tiny! response:	Will Gatchaman fight Katze?
context: but impressive!\Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn.\Hey, there's the panda!\So tiny!\Tiny?\Don't call me tiny!\Will Gatchaman fight Katze? response:	Ahem.
context: Will Gatchaman fight Katze?\Well, Pai-Pai? Your turn.\Hey, there's the panda!\So tiny!\Tiny?\Don't call me tiny!\Will Gatchaman fight Katze?\Ahem. response:	Ah, regarding whether we will fight K-K-Katze...
context: Well, Pai-Pai? Your turn.\Hey, there's the panda!\So tiny!\Tiny?\Don't call me tiny!\Will Gatchaman fight Katze?\Ahem.\Ah, regarding whether we will fight K-K-Katze... response:	Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?
context: Hey, there's the panda!\So tiny!\Tiny?\Don't call me tiny!\Will Gatchaman fight Katze?\Ahem.\Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock? response:	If you put out, you'll get three times as many karintou snacks!
context: So tiny!\Tiny?\Don't call me tiny!\Will Gatchaman fight Katze?\Ahem.\Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks! response:	This p-planet is definitely under our p... p-pro...
context: Tiny?\Don't call me tiny!\Will Gatchaman fight Katze?\Ahem.\Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro... response:	Pro...
context: Don't call me tiny!\Will Gatchaman fight Katze?\Ahem.\Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro...\Pro... response:	Pro...
context: Will Gatchaman fight Katze?\Ahem.\Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro...\Pro...\Pro... response:	Oh, c'mon...
context: Ahem.\Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro...\Pro...\Pro...\Oh, c'mon... response:	A sigh?
context: Ah, regarding whether we will fight K-K-Katze...\Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro...\Pro...\Pro...\Oh, c'mon...\A sigh? response:	The panda guy's no good.
context: Pai-Pai, do you even care if the Gatchaman becomes a laughingstock?\If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro...\Pro...\Pro...\Oh, c'mon...\A sigh?\The panda guy's no good. response:	Lame!
context: If you put out, you'll get three times as many karintou snacks!\This p-planet is definitely under our p... p-pro...\Pro...\Pro...\Oh, c'mon...\A sigh?\The panda guy's no good.\Lame! response:	Can the Gatchaman defeat Katze?
context: This p-planet is definitely under our p... p-pro...\Pro...\Pro...\Oh, c'mon...\A sigh?\The panda guy's no good.\Lame!\Can the Gatchaman defeat Katze? response:	Th-That's...
context: Pro...\Pro...\Oh, c'mon...\A sigh?\The panda guy's no good.\Lame!\Can the Gatchaman defeat Katze?\Th-That's... response:	Well, that's...
context: Pro...\Oh, c'mon...\A sigh?\The panda guy's no good.\Lame!\Can the Gatchaman defeat Katze?\Th-That's...\Well, that's... response:	still a bit uncertain!
context: Oh, c'mon...\A sigh?\The panda guy's no good.\Lame!\Can the Gatchaman defeat Katze?\Th-That's...\Well, that's...\still a bit uncertain! response:	Hey.
context: A sigh?\The panda guy's no good.\Lame!\Can the Gatchaman defeat Katze?\Th-That's...\Well, that's...\still a bit uncertain!\Hey. response:	It's uncertain, but I'm going to try.
context: The panda guy's no good.\Lame!\Can the Gatchaman defeat Katze?\Th-That's...\Well, that's...\still a bit uncertain!\Hey.\It's uncertain, but I'm going to try. response:	Hajime-chan, you're so honest.
context: Lame!\Can the Gatchaman defeat Katze?\Th-That's...\Well, that's...\still a bit uncertain!\Hey.\It's uncertain, but I'm going to try.\Hajime-chan, you're so honest. response:	Uncertain? Quit being irresponsible!
context: Can the Gatchaman defeat Katze?\Th-That's...\Well, that's...\still a bit uncertain!\Hey.\It's uncertain, but I'm going to try.\Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible! response:	Well then, it's about time...
context: Th-That's...\Well, that's...\still a bit uncertain!\Hey.\It's uncertain, but I'm going to try.\Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible!\Well then, it's about time... response:	Three... two...
context: Well, that's...\still a bit uncertain!\Hey.\It's uncertain, but I'm going to try.\Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible!\Well then, it's about time...\Three... two... response:	Bye!
context: still a bit uncertain!\Hey.\It's uncertain, but I'm going to try.\Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible!\Well then, it's about time...\Three... two...\Bye! response:	Wow, that had two million viewers!
context: Hey.\It's uncertain, but I'm going to try.\Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible!\Well then, it's about time...\Three... two...\Bye!\Wow, that had two million viewers! response:	Jou
context: It's uncertain, but I'm going to try.\Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible!\Well then, it's about time...\Three... two...\Bye!\Wow, that had two million viewers!\Jou response:	Way too many viewers!
context: Hajime-chan, you're so honest.\Uncertain? Quit being irresponsible!\Well then, it's about time...\Three... two...\Bye!\Wow, that had two million viewers!\Jou\Way too many viewers! response:	Jou-san didn't come...
context: Uncertain? Quit being irresponsible!\Well then, it's about time...\Three... two...\Bye!\Wow, that had two million viewers!\Jou\Way too many viewers!\Jou-san didn't come... response:	He'll come back in time.
context: Well then, it's about time...\Three... two...\Bye!\Wow, that had two million viewers!\Jou\Way too many viewers!\Jou-san didn't come...\He'll come back in time. response:	I can understand how Jou-chan feels.
context: Three... two...\Bye!\Wow, that had two million viewers!\Jou\Way too many viewers!\Jou-san didn't come...\He'll come back in time.\I can understand how Jou-chan feels. response:	There are things only those who've fought Katze can understand.
context: Bye!\Wow, that had two million viewers!\Jou\Way too many viewers!\Jou-san didn't come...\He'll come back in time.\I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand. response:	But if we don't do something...
context: Wow, that had two million viewers!\Jou\Way too many viewers!\Jou-san didn't come...\He'll come back in time.\I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand.\But if we don't do something... response:	It'll be okay.
context: Jou\Way too many viewers!\Jou-san didn't come...\He'll come back in time.\I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand.\But if we don't do something...\It'll be okay. response:	If necessary, I'll spread my wings.
context: Way too many viewers!\Jou-san didn't come...\He'll come back in time.\I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand.\But if we don't do something...\It'll be okay.\If necessary, I'll spread my wings. response:	But if that happens, everything will vanish.
context: Jou-san didn't come...\He'll come back in time.\I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand.\But if we don't do something...\It'll be okay.\If necessary, I'll spread my wings.\But if that happens, everything will vanish. response:	This city, us, everything.
context: He'll come back in time.\I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand.\But if we don't do something...\It'll be okay.\If necessary, I'll spread my wings.\But if that happens, everything will vanish.\This city, us, everything. response:	We'll cross that bridge when we come to it.
context: I can understand how Jou-chan feels.\There are things only those who've fought Katze can understand.\But if we don't do something...\It'll be okay.\If necessary, I'll spread my wings.\But if that happens, everything will vanish.\This city, us, everything.\We'll cross that bridge when we come to it. response:	OD-san, I have a favor to ask.
context: There are things only those who've fought Katze can understand.\But if we don't do something...\It'll be okay.\If necessary, I'll spread my wings.\But if that happens, everything will vanish.\This city, us, everything.\We'll cross that bridge when we come to it.\OD-san, I have a favor to ask. response:	Everyone, please follow me.
context: But if we don't do something...\It'll be okay.\If necessary, I'll spread my wings.\But if that happens, everything will vanish.\This city, us, everything.\We'll cross that bridge when we come to it.\OD-san, I have a favor to ask.\Everyone, please follow me. response:	Gatchaman
context: It'll be okay.\If necessary, I'll spread my wings.\But if that happens, everything will vanish.\This city, us, everything.\We'll cross that bridge when we come to it.\OD-san, I have a favor to ask.\Everyone, please follow me.\Gatchaman response:	Searching...
context: If necessary, I'll spread my wings.\But if that happens, everything will vanish.\This city, us, everything.\We'll cross that bridge when we come to it.\OD-san, I have a favor to ask.\Everyone, please follow me.\Gatchaman\Searching... response:	The Gatchaman, huh...
context: But if that happens, everything will vanish.\This city, us, everything.\We'll cross that bridge when we come to it.\OD-san, I have a favor to ask.\Everyone, please follow me.\Gatchaman\Searching...\The Gatchaman, huh... response:	Why wasn't I told?
context: This city, us, everything.\We'll cross that bridge when we come to it.\OD-san, I have a favor to ask.\Everyone, please follow me.\Gatchaman\Searching...\The Gatchaman, huh...\Why wasn't I told? response:	I'm the Prime Minister, you know?
context: We'll cross that bridge when we come to it.\OD-san, I have a favor to ask.\Everyone, please follow me.\Gatchaman\Searching...\The Gatchaman, huh...\Why wasn't I told?\I'm the Prime Minister, you know? response:	Is Sugayama's location still unknown?
context: OD-san, I have a favor to ask.\Everyone, please follow me.\Gatchaman\Searching...\The Gatchaman, huh...\Why wasn't I told?\I'm the Prime Minister, you know?\Is Sugayama's location still unknown? response:	We located him just now.
context: Everyone, please follow me.\Gatchaman\Searching...\The Gatchaman, huh...\Why wasn't I told?\I'm the Prime Minister, you know?\Is Sugayama's location still unknown?\We located him just now. response:	Where is he?
context: Gatchaman\Searching...\The Gatchaman, huh...\Why wasn't I told?\I'm the Prime Minister, you know?\Is Sugayama's location still unknown?\We located him just now.\Where is he? response:	Well, let's not rush ourselves.
context: Searching...\The Gatchaman, huh...\Why wasn't I told?\I'm the Prime Minister, you know?\Is Sugayama's location still unknown?\We located him just now.\Where is he?\Well, let's not rush ourselves. response:	Do you know what fire needs to go ablaze?
context: The Gatchaman, huh...\Why wasn't I told?\I'm the Prime Minister, you know?\Is Sugayama's location still unknown?\We located him just now.\Where is he?\Well, let's not rush ourselves.\Do you know what fire needs to go ablaze? response:	What?
context: Why wasn't I told?\I'm the Prime Minister, you know?\Is Sugayama's location still unknown?\We located him just now.\Where is he?\Well, let's not rush ourselves.\Do you know what fire needs to go ablaze?\What? response:	A large amount of fuel.
context: I'm the Prime Minister, you know?\Is Sugayama's location still unknown?\We located him just now.\Where is he?\Well, let's not rush ourselves.\Do you know what fire needs to go ablaze?\What?\A large amount of fuel. response:	I am waiting for that.
context: Is Sugayama's location still unknown?\We located him just now.\Where is he?\Well, let's not rush ourselves.\Do you know what fire needs to go ablaze?\What?\A large amount of fuel.\I am waiting for that. response:	There will be a huge blaze that can never been extinguished.
context: We located him just now.\Where is he?\Well, let's not rush ourselves.\Do you know what fire needs to go ablaze?\What?\A large amount of fuel.\I am waiting for that.\There will be a huge blaze that can never been extinguished. response:	Aww, he cut me off!
context: Where is he?\Well, let's not rush ourselves.\Do you know what fire needs to go ablaze?\What?\A large amount of fuel.\I am waiting for that.\There will be a huge blaze that can never been extinguished.\Aww, he cut me off! response:	Umeda's kind of nasty.
context: Well, let's not rush ourselves.\Do you know what fire needs to go ablaze?\What?\A large amount of fuel.\I am waiting for that.\There will be a huge blaze that can never been extinguished.\Aww, he cut me off!\Umeda's kind of nasty. response:	Rui.
context: Do you know what fire needs to go ablaze?\What?\A large amount of fuel.\I am waiting for that.\There will be a huge blaze that can never been extinguished.\Aww, he cut me off!\Umeda's kind of nasty.\Rui. response:	Yes, my friend?
context: What?\A large amount of fuel.\I am waiting for that.\There will be a huge blaze that can never been extinguished.\Aww, he cut me off!\Umeda's kind of nasty.\Rui.\Yes, my friend? response:	I may be imagining this,
context: A large amount of fuel.\I am waiting for that.\There will be a huge blaze that can never been extinguished.\Aww, he cut me off!\Umeda's kind of nasty.\Rui.\Yes, my friend?\I may be imagining this, response:	but your facial expressions and manners of speech
context: I am waiting for that.\There will be a huge blaze that can never been extinguished.\Aww, he cut me off!\Umeda's kind of nasty.\Rui.\Yes, my friend?\I may be imagining this,\but your facial expressions and manners of speech response:	seem very strange at times...
context: There will be a huge blaze that can never been extinguished.\Aww, he cut me off!\Umeda's kind of nasty.\Rui.\Yes, my friend?\I may be imagining this,\but your facial expressions and manners of speech\seem very strange at times... response:	a-a-at ti-ti-ti-times.
context: Aww, he cut me off!\Umeda's kind of nasty.\Rui.\Yes, my friend?\I may be imagining this,\but your facial expressions and manners of speech\seem very strange at times...\a-a-at ti-ti-ti-times. response:	That's not true, X.
context: Umeda's kind of nasty.\Rui.\Yes, my friend?\I may be imagining this,\but your facial expressions and manners of speech\seem very strange at times...\a-a-at ti-ti-ti-times.\That's not true, X. response:	I haven't changed at all!
context: Rui.\Yes, my friend?\I may be imagining this,\but your facial expressions and manners of speech\seem very strange at times...\a-a-at ti-ti-ti-times.\That's not true, X.\I haven't changed at all! response:	I'm just updating the world today, too.
context: Yes, my friend?\I may be imagining this,\but your facial expressions and manners of speech\seem very strange at times...\a-a-at ti-ti-ti-times.\That's not true, X.\I haven't changed at all!\I'm just updating the world today, too. response:	I see.
context: I may be imagining this,\but your facial expressions and manners of speech\seem very strange at times...\a-a-at ti-ti-ti-times.\That's not true, X.\I haven't changed at all!\I'm just updating the world today, too.\I see. response:	It's getting pretty fun. Isn't it, X?
context: but your facial expressions and manners of speech\seem very strange at times...\a-a-at ti-ti-ti-times.\That's not true, X.\I haven't changed at all!\I'm just updating the world today, too.\I see.\It's getting pretty fun. Isn't it, X? response:	The Gatchaman are nothing to be afraid of.
context: seem very strange at times...\a-a-at ti-ti-ti-times.\That's not true, X.\I haven't changed at all!\I'm just updating the world today, too.\I see.\It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of. response:	They're just caged birds bound by JJ.
context: a-a-at ti-ti-ti-times.\That's not true, X.\I haven't changed at all!\I'm just updating the world today, too.\I see.\It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ. response:	That's why I stopped!
context: That's not true, X.\I haven't changed at all!\I'm just updating the world today, too.\I see.\It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ.\That's why I stopped! response:	Heroes are...
context: I haven't changed at all!\I'm just updating the world today, too.\I see.\It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ.\That's why I stopped!\Heroes are... response:	lame-ass!
context: I'm just updating the world today, too.\I see.\It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ.\That's why I stopped!\Heroes are...\lame-ass! response:	We don't need your prophecies anymore.
context: I see.\It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ.\That's why I stopped!\Heroes are...\lame-ass!\We don't need your prophecies anymore. response:	This is our planet.
context: It's getting pretty fun. Isn't it, X?\The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ.\That's why I stopped!\Heroes are...\lame-ass!\We don't need your prophecies anymore.\This is our planet. response:	So, we'll do as we wish.
context: The Gatchaman are nothing to be afraid of.\They're just caged birds bound by JJ.\That's why I stopped!\Heroes are...\lame-ass!\We don't need your prophecies anymore.\This is our planet.\So, we'll do as we wish. response:	That is all I have to say.
context: They're just caged birds bound by JJ.\That's why I stopped!\Heroes are...\lame-ass!\We don't need your prophecies anymore.\This is our planet.\So, we'll do as we wish.\That is all I have to say. response:	Good job, Senpai!
context: That's why I stopped!\Heroes are...\lame-ass!\We don't need your prophecies anymore.\This is our planet.\So, we'll do as we wish.\That is all I have to say.\Good job, Senpai! response:	Sugane-chan.
context: Heroes are...\lame-ass!\We don't need your prophecies anymore.\This is our planet.\So, we'll do as we wish.\That is all I have to say.\Good job, Senpai!\Sugane-chan. response:	Can I hug you?
context: lame-ass!\We don't need your prophecies anymore.\This is our planet.\So, we'll do as we wish.\That is all I have to say.\Good job, Senpai!\Sugane-chan.\Can I hug you? response:	H-Hey...
context: We don't need your prophecies anymore.\This is our planet.\So, we'll do as we wish.\That is all I have to say.\Good job, Senpai!\Sugane-chan.\Can I hug you?\H-Hey... response:	Let go!
context: This is our planet.\So, we'll do as we wish.\That is all I have to say.\Good job, Senpai!\Sugane-chan.\Can I hug you?\H-Hey...\Let go! response:	H-H-Hey!
