context: Give alien weapons to Earth! response:	Give them to Earth!
context: Set all of your sensors to auto. We can't miss the gate!\I see it!\Another exam?\Right. I'm concerned about some of the results that came up.\How is everyone else?\They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking? response:	It hasn't picked them up yet.
context: I see it!\Another exam?\Right. I'm concerned about some of the results that came up.\How is everyone else?\They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking?\It hasn't picked them up yet. response:	Do you think they're all right?
context: Another exam?\Right. I'm concerned about some of the results that came up.\How is everyone else?\They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking?\It hasn't picked them up yet.\Do you think they're all right? response:	All we can do is go in the hopes that they are.
context: Right. I'm concerned about some of the results that came up.\How is everyone else?\They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking?\It hasn't picked them up yet.\Do you think they're all right?\All we can do is go in the hopes that they are. response:	Rate of deceleration increasing from 60 to 70.
context: How is everyone else?\They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking?\It hasn't picked them up yet.\Do you think they're all right?\All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70. response:	We will reach our target speed in 30 seconds.
context: They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking?\It hasn't picked them up yet.\Do you think they're all right?\All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds. response:	Be sure to keep your eyes peeled!
context: Due to a solar storm, we are unable to reach them.\Can you find them via optical tracking?\It hasn't picked them up yet.\Do you think they're all right?\All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled! response:	I'm pulling my radar up.
context: Can you find them via optical tracking?\It hasn't picked them up yet.\Do you think they're all right?\All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled!\I'm pulling my radar up. response:	We're under attack!
context: It hasn't picked them up yet.\Do you think they're all right?\All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled!\I'm pulling my radar up.\We're under attack! response:	Patrick, can you get through?
context: Do you think they're all right?\All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled!\I'm pulling my radar up.\We're under attack!\Patrick, can you get through? response:	The solar storm is still interfering!
context: All we can do is go in the hopes that they are.\Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled!\I'm pulling my radar up.\We're under attack!\Patrick, can you get through?\The solar storm is still interfering! response:	I see... Leave this to me and get outta here!
context: Rate of deceleration increasing from 60 to 70.\We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled!\I'm pulling my radar up.\We're under attack!\Patrick, can you get through?\The solar storm is still interfering!\I see... Leave this to me and get outta here! response:	But-
context: We will reach our target speed in 30 seconds.\Be sure to keep your eyes peeled!\I'm pulling my radar up.\We're under attack!\Patrick, can you get through?\The solar storm is still interfering!\I see... Leave this to me and get outta here!\But- response:	Hurry! Every second counts!
context: Be sure to keep your eyes peeled!\I'm pulling my radar up.\We're under attack!\Patrick, can you get through?\The solar storm is still interfering!\I see... Leave this to me and get outta here!\But-\Hurry! Every second counts! response:	Roger!
context: I'm pulling my radar up.\We're under attack!\Patrick, can you get through?\The solar storm is still interfering!\I see... Leave this to me and get outta here!\But-\Hurry! Every second counts!\Roger! response:	There is an emergency transmission!
context: We're under attack!\Patrick, can you get through?\The solar storm is still interfering!\I see... Leave this to me and get outta here!\But-\Hurry! Every second counts!\Roger!\There is an emergency transmission! response:	Requesting reinforcements! Randy is currently engaging the-
context: Patrick, can you get through?\The solar storm is still interfering!\I see... Leave this to me and get outta here!\But-\Hurry! Every second counts!\Roger!\There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the- response:	Right now, we are at Jupi-
context: The solar storm is still interfering!\I see... Leave this to me and get outta here!\But-\Hurry! Every second counts!\Roger!\There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi- response:	Did you get the data?
context: I see... Leave this to me and get outta here!\But-\Hurry! Every second counts!\Roger!\There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi-\Did you get the data? response:	We can't receive it due to the strong interference from the solar storm!
context: But-\Hurry! Every second counts!\Roger!\There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi-\Did you get the data?\We can't receive it due to the strong interference from the solar storm! response:	No matter what the cost, you must recover that data!
context: Hurry! Every second counts!\Roger!\There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi-\Did you get the data?\We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data! response:	Commander!
context: Roger!\There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi-\Did you get the data?\We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data!\Commander! response:	I repeat, retrieving that data takes top priority.
context: There is an emergency transmission!\Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi-\Did you get the data?\We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data!\Commander!\I repeat, retrieving that data takes top priority. response:	Roger.
context: Requesting reinforcements! Randy is currently engaging the-\Right now, we are at Jupi-\Did you get the data?\We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data!\Commander!\I repeat, retrieving that data takes top priority.\Roger. response:	Siegfried, open the solar sails!
context: Right now, we are at Jupi-\Did you get the data?\We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data!\Commander!\I repeat, retrieving that data takes top priority.\Roger.\Siegfried, open the solar sails! response:	Guiliano, ask Star Rose for an emergency laser propulsion shot.
context: Did you get the data?\We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data!\Commander!\I repeat, retrieving that data takes top priority.\Roger.\Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot. response:	Roger!
context: We can't receive it due to the strong interference from the solar storm!\No matter what the cost, you must recover that data!\Commander!\I repeat, retrieving that data takes top priority.\Roger.\Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger! response:	Do you think Randy will be all right?
context: No matter what the cost, you must recover that data!\Commander!\I repeat, retrieving that data takes top priority.\Roger.\Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger!\Do you think Randy will be all right? response:	We have to carry on his will.
context: Commander!\I repeat, retrieving that data takes top priority.\Roger.\Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger!\Do you think Randy will be all right?\We have to carry on his will. response:	We must- we must- get this information back.
context: I repeat, retrieving that data takes top priority.\Roger.\Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger!\Do you think Randy will be all right?\We have to carry on his will.\We must- we must- get this information back. response:	It's the same fighter from earlier!
context: Roger.\Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger!\Do you think Randy will be all right?\We have to carry on his will.\We must- we must- get this information back.\It's the same fighter from earlier! response:	I'll hold him back!
context: Siegfried, open the solar sails!\Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger!\Do you think Randy will be all right?\We have to carry on his will.\We must- we must- get this information back.\It's the same fighter from earlier!\I'll hold him back! response:	Go, Patrick!
context: Guiliano, ask Star Rose for an emergency laser propulsion shot.\Roger!\Do you think Randy will be all right?\We have to carry on his will.\We must- we must- get this information back.\It's the same fighter from earlier!\I'll hold him back!\Go, Patrick! response:	But-!
context: Roger!\Do you think Randy will be all right?\We have to carry on his will.\We must- we must- get this information back.\It's the same fighter from earlier!\I'll hold him back!\Go, Patrick!\But-! response:	The fate of Earth rests on this information! Go!
context: Do you think Randy will be all right?\We have to carry on his will.\We must- we must- get this information back.\It's the same fighter from earlier!\I'll hold him back!\Go, Patrick!\But-!\The fate of Earth rests on this information! Go! response:	Okay!
context: We have to carry on his will.\We must- we must- get this information back.\It's the same fighter from earlier!\I'll hold him back!\Go, Patrick!\But-!\The fate of Earth rests on this information! Go!\Okay! response:	At the very least, I want you to survive.
context: We must- we must- get this information back.\It's the same fighter from earlier!\I'll hold him back!\Go, Patrick!\But-!\The fate of Earth rests on this information! Go!\Okay!\At the very least, I want you to survive. response:	First I'll take your right arm!
context: It's the same fighter from earlier!\I'll hold him back!\Go, Patrick!\But-!\The fate of Earth rests on this information! Go!\Okay!\At the very least, I want you to survive.\First I'll take your right arm! response:	Then your left arm!
context: I'll hold him back!\Go, Patrick!\But-!\The fate of Earth rests on this information! Go!\Okay!\At the very least, I want you to survive.\First I'll take your right arm!\Then your left arm! response:	And your legs.
context: Go, Patrick!\But-!\The fate of Earth rests on this information! Go!\Okay!\At the very least, I want you to survive.\First I'll take your right arm!\Then your left arm!\And your legs. response:	That was far too easy...
context: But-!\The fate of Earth rests on this information! Go!\Okay!\At the very least, I want you to survive.\First I'll take your right arm!\Then your left arm!\And your legs.\That was far too easy... response:	It was hardly beautiful.
context: The fate of Earth rests on this information! Go!\Okay!\At the very least, I want you to survive.\First I'll take your right arm!\Then your left arm!\And your legs.\That was far too easy...\It was hardly beautiful. response:	I've gotta hurry and inform everyone!
context: Okay!\At the very least, I want you to survive.\First I'll take your right arm!\Then your left arm!\And your legs.\That was far too easy...\It was hardly beautiful.\I've gotta hurry and inform everyone! response:	Tamaki!
context: At the very least, I want you to survive.\First I'll take your right arm!\Then your left arm!\And your legs.\That was far too easy...\It was hardly beautiful.\I've gotta hurry and inform everyone!\Tamaki! response:	Patrick!
context: First I'll take your right arm!\Then your left arm!\And your legs.\That was far too easy...\It was hardly beautiful.\I've gotta hurry and inform everyone!\Tamaki!\Patrick! response:	My radar is... not malfunctioning.
context: Then your left arm!\And your legs.\That was far too easy...\It was hardly beautiful.\I've gotta hurry and inform everyone!\Tamaki!\Patrick!\My radar is... not malfunctioning. response:	And my sensors are operational, too.
context: And your legs.\That was far too easy...\It was hardly beautiful.\I've gotta hurry and inform everyone!\Tamaki!\Patrick!\My radar is... not malfunctioning.\And my sensors are operational, too. response:	For him to have disappeared before anyone retrieved him...
context: That was far too easy...\It was hardly beautiful.\I've gotta hurry and inform everyone!\Tamaki!\Patrick!\My radar is... not malfunctioning.\And my sensors are operational, too.\For him to have disappeared before anyone retrieved him... response:	Damn it!
context: It was hardly beautiful.\I've gotta hurry and inform everyone!\Tamaki!\Patrick!\My radar is... not malfunctioning.\And my sensors are operational, too.\For him to have disappeared before anyone retrieved him...\Damn it! response:	I have to get back somehow...
context: I've gotta hurry and inform everyone!\Tamaki!\Patrick!\My radar is... not malfunctioning.\And my sensors are operational, too.\For him to have disappeared before anyone retrieved him...\Damn it!\I have to get back somehow... response:	If I don't relay this information, we really will have died like dogs!
context: Tamaki!\Patrick!\My radar is... not malfunctioning.\And my sensors are operational, too.\For him to have disappeared before anyone retrieved him...\Damn it!\I have to get back somehow...\If I don't relay this information, we really will have died like dogs! response:	I'm so close! Move, dammit!
context: Patrick!\My radar is... not malfunctioning.\And my sensors are operational, too.\For him to have disappeared before anyone retrieved him...\Damn it!\I have to get back somehow...\If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit! response:	Is this the end?
context: My radar is... not malfunctioning.\And my sensors are operational, too.\For him to have disappeared before anyone retrieved him...\Damn it!\I have to get back somehow...\If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit!\Is this the end? response:	Tally-ho!
context: And my sensors are operational, too.\For him to have disappeared before anyone retrieved him...\Damn it!\I have to get back somehow...\If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit!\Is this the end?\Tally-ho! response:	Randy?! You're still alive?
context: For him to have disappeared before anyone retrieved him...\Damn it!\I have to get back somehow...\If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit!\Is this the end?\Tally-ho!\Randy?! You're still alive? response:	Don't go killin' me off just yet!
context: Damn it!\I have to get back somehow...\If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit!\Is this the end?\Tally-ho!\Randy?! You're still alive?\Don't go killin' me off just yet! response:	I've gotta let them bunnies know who the real hero is.
context: I have to get back somehow...\If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit!\Is this the end?\Tally-ho!\Randy?! You're still alive?\Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is. response:	They got Patrick! Please hurry to the Godinion!
context: If I don't relay this information, we really will have died like dogs!\I'm so close! Move, dammit!\Is this the end?\Tally-ho!\Randy?! You're still alive?\Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion! response:	That's your job.
context: I'm so close! Move, dammit!\Is this the end?\Tally-ho!\Randy?! You're still alive?\Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion!\That's your job. response:	Let me handle things here. You get goin'!
context: Is this the end?\Tally-ho!\Randy?! You're still alive?\Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion!\That's your job.\Let me handle things here. You get goin'! response:	But my unit-
context: Tally-ho!\Randy?! You're still alive?\Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion!\That's your job.\Let me handle things here. You get goin'!\But my unit- response:	Don't give me that bullshit! I said to go!
context: Randy?! You're still alive?\Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion!\That's your job.\Let me handle things here. You get goin'!\But my unit-\Don't give me that bullshit! I said to go! response:	Outta ammo, huh?
context: Don't go killin' me off just yet!\I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion!\That's your job.\Let me handle things here. You get goin'!\But my unit-\Don't give me that bullshit! I said to go!\Outta ammo, huh? response:	It turned on!
context: I've gotta let them bunnies know who the real hero is.\They got Patrick! Please hurry to the Godinion!\That's your job.\Let me handle things here. You get goin'!\But my unit-\Don't give me that bullshit! I said to go!\Outta ammo, huh?\It turned on! response:	Go!
context: They got Patrick! Please hurry to the Godinion!\That's your job.\Let me handle things here. You get goin'!\But my unit-\Don't give me that bullshit! I said to go!\Outta ammo, huh?\It turned on!\Go! response:	Sorry!
context: That's your job.\Let me handle things here. You get goin'!\But my unit-\Don't give me that bullshit! I said to go!\Outta ammo, huh?\It turned on!\Go!\Sorry! response:	Randy!
context: Let me handle things here. You get goin'!\But my unit-\Don't give me that bullshit! I said to go!\Outta ammo, huh?\It turned on!\Go!\Sorry!\Randy! response:	The lives of everyone on Earth are hangin' on that information...
context: But my unit-\Don't give me that bullshit! I said to go!\Outta ammo, huh?\It turned on!\Go!\Sorry!\Randy!\The lives of everyone on Earth are hangin' on that information... response:	It's cool; just go...
context: Don't give me that bullshit! I said to go!\Outta ammo, huh?\It turned on!\Go!\Sorry!\Randy!\The lives of everyone on Earth are hangin' on that information...\It's cool; just go... response:	Randy!
context: Outta ammo, huh?\It turned on!\Go!\Sorry!\Randy!\The lives of everyone on Earth are hangin' on that information...\It's cool; just go...\Randy! response:	Oh, yeah. Please pick up that new video I ordered, Chandra...
context: It turned on!\Go!\Sorry!\Randy!\The lives of everyone on Earth are hangin' on that information...\It's cool; just go...\Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra... response:	Randy!
context: Go!\Sorry!\Randy!\The lives of everyone on Earth are hangin' on that information...\It's cool; just go...\Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy! response:	What the hell?
context: Sorry!\Randy!\The lives of everyone on Earth are hangin' on that information...\It's cool; just go...\Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy!\What the hell? response:	You're a bummer clear up to the end...
context: Randy!\The lives of everyone on Earth are hangin' on that information...\It's cool; just go...\Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy!\What the hell?\You're a bummer clear up to the end... response:	What's the situation?
context: The lives of everyone on Earth are hangin' on that information...\It's cool; just go...\Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy!\What the hell?\You're a bummer clear up to the end...\What's the situation? response:	Black 6 has taken off.
context: It's cool; just go...\Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy!\What the hell?\You're a bummer clear up to the end...\What's the situation?\Black 6 has taken off. response:	I've identified a large explosion in our target direction.
context: Randy!\Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy!\What the hell?\You're a bummer clear up to the end...\What's the situation?\Black 6 has taken off.\I've identified a large explosion in our target direction. response:	What does that mean?
context: Oh, yeah. Please pick up that new video I ordered, Chandra...\Randy!\What the hell?\You're a bummer clear up to the end...\What's the situation?\Black 6 has taken off.\I've identified a large explosion in our target direction.\What does that mean? response:	There is an enemy battleship!
context: Randy!\What the hell?\You're a bummer clear up to the end...\What's the situation?\Black 6 has taken off.\I've identified a large explosion in our target direction.\What does that mean?\There is an enemy battleship! response:	Offer support fire!
context: What the hell?\You're a bummer clear up to the end...\What's the situation?\Black 6 has taken off.\I've identified a large explosion in our target direction.\What does that mean?\There is an enemy battleship!\Offer support fire! response:	It's too far away!
context: You're a bummer clear up to the end...\What's the situation?\Black 6 has taken off.\I've identified a large explosion in our target direction.\What does that mean?\There is an enemy battleship!\Offer support fire!\It's too far away! response:	Please link my unit to the fire control system!
context: What's the situation?\Black 6 has taken off.\I've identified a large explosion in our target direction.\What does that mean?\There is an enemy battleship!\Offer support fire!\It's too far away!\Please link my unit to the fire control system! response:	I will calculate the trajectory.
context: Black 6 has taken off.\I've identified a large explosion in our target direction.\What does that mean?\There is an enemy battleship!\Offer support fire!\It's too far away!\Please link my unit to the fire control system!\I will calculate the trajectory. response:	Authorization granted!
context: I've identified a large explosion in our target direction.\What does that mean?\There is an enemy battleship!\Offer support fire!\It's too far away!\Please link my unit to the fire control system!\I will calculate the trajectory.\Authorization granted! response:	Sensors, linked! Coordinate axis, transferred!
context: What does that mean?\There is an enemy battleship!\Offer support fire!\It's too far away!\Please link my unit to the fire control system!\I will calculate the trajectory.\Authorization granted!\Sensors, linked! Coordinate axis, transferred! response:	Roger!
context: There is an enemy battleship!\Offer support fire!\It's too far away!\Please link my unit to the fire control system!\I will calculate the trajectory.\Authorization granted!\Sensors, linked! Coordinate axis, transferred!\Roger! response:	Correcting precision error of 0.3.
context: Offer support fire!\It's too far away!\Please link my unit to the fire control system!\I will calculate the trajectory.\Authorization granted!\Sensors, linked! Coordinate axis, transferred!\Roger!\Correcting precision error of 0.3. response:	Firing all scatter lasers!
context: It's too far away!\Please link my unit to the fire control system!\I will calculate the trajectory.\Authorization granted!\Sensors, linked! Coordinate axis, transferred!\Roger!\Correcting precision error of 0.3.\Firing all scatter lasers! response:	There are signs of impact.
context: Please link my unit to the fire control system!\I will calculate the trajectory.\Authorization granted!\Sensors, linked! Coordinate axis, transferred!\Roger!\Correcting precision error of 0.3.\Firing all scatter lasers!\There are signs of impact. response:	I have an 87.5 estimate of the targets' location,
context: I will calculate the trajectory.\Authorization granted!\Sensors, linked! Coordinate axis, transferred!\Roger!\Correcting precision error of 0.3.\Firing all scatter lasers!\There are signs of impact.\I have an 87.5 estimate of the targets' location, response:	speed and projected routes.
context: Authorization granted!\Sensors, linked! Coordinate axis, transferred!\Roger!\Correcting precision error of 0.3.\Firing all scatter lasers!\There are signs of impact.\I have an 87.5 estimate of the targets' location,\speed and projected routes. response:	I'm sending the specifics.
context: Sensors, linked! Coordinate axis, transferred!\Roger!\Correcting precision error of 0.3.\Firing all scatter lasers!\There are signs of impact.\I have an 87.5 estimate of the targets' location,\speed and projected routes.\I'm sending the specifics. response:	I've got the info!
context: Roger!\Correcting precision error of 0.3.\Firing all scatter lasers!\There are signs of impact.\I have an 87.5 estimate of the targets' location,\speed and projected routes.\I'm sending the specifics.\I've got the info! response:	We have a 250 rate of convergence!
context: Correcting precision error of 0.3.\Firing all scatter lasers!\There are signs of impact.\I have an 87.5 estimate of the targets' location,\speed and projected routes.\I'm sending the specifics.\I've got the info!\We have a 250 rate of convergence! response:	Target: The Wulgaru flagship!
context: Firing all scatter lasers!\There are signs of impact.\I have an 87.5 estimate of the targets' location,\speed and projected routes.\I'm sending the specifics.\I've got the info!\We have a 250 rate of convergence!\Target: The Wulgaru flagship! response:	My main cannon is ready to fire!
context: There are signs of impact.\I have an 87.5 estimate of the targets' location,\speed and projected routes.\I'm sending the specifics.\I've got the info!\We have a 250 rate of convergence!\Target: The Wulgaru flagship!\My main cannon is ready to fire! response:	Fire!
context: I have an 87.5 estimate of the targets' location,\speed and projected routes.\I'm sending the specifics.\I've got the info!\We have a 250 rate of convergence!\Target: The Wulgaru flagship!\My main cannon is ready to fire!\Fire! response:	I'm firing everything I've got!
context: speed and projected routes.\I'm sending the specifics.\I've got the info!\We have a 250 rate of convergence!\Target: The Wulgaru flagship!\My main cannon is ready to fire!\Fire!\I'm firing everything I've got! response:	Such tactics lack any form of beauty.
context: I'm sending the specifics.\I've got the info!\We have a 250 rate of convergence!\Target: The Wulgaru flagship!\My main cannon is ready to fire!\Fire!\I'm firing everything I've got!\Such tactics lack any form of beauty. response:	It fails to excite my DNA in the least.
context: I've got the info!\We have a 250 rate of convergence!\Target: The Wulgaru flagship!\My main cannon is ready to fire!\Fire!\I'm firing everything I've got!\Such tactics lack any form of beauty.\It fails to excite my DNA in the least. response:	Gate's coordinates... verified...
context: We have a 250 rate of convergence!\Target: The Wulgaru flagship!\My main cannon is ready to fire!\Fire!\I'm firing everything I've got!\Such tactics lack any form of beauty.\It fails to excite my DNA in the least.\Gate's coordinates... verified... response:	Genes of Destiny
