context: We made it back alive. response:	We made it back alive...
context: Who knew private investigators would sniff us out...\Since you left without really questioning us,\does that mean you found conclusive proof?\You're gonna tell the cops, aren't you?\We won't let you.\I see.\I'm glad you went through the trouble to tell us the truth.\Huh? response:	I knew sincere conversation would lead to understanding.
context: Since you left without really questioning us,\does that mean you found conclusive proof?\You're gonna tell the cops, aren't you?\We won't let you.\I see.\I'm glad you went through the trouble to tell us the truth.\Huh?\I knew sincere conversation would lead to understanding. response:	In all of my cases, everyone confesses to me like this.
context: does that mean you found conclusive proof?\You're gonna tell the cops, aren't you?\We won't let you.\I see.\I'm glad you went through the trouble to tell us the truth.\Huh?\I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this. response:	Oh, I see
context: You're gonna tell the cops, aren't you?\We won't let you.\I see.\I'm glad you went through the trouble to tell us the truth.\Huh?\I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this.\Oh, I see response:	One down.
context: We won't let you.\I see.\I'm glad you went through the trouble to tell us the truth.\Huh?\I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this.\Oh, I see\One down. response:	Crap!
context: I see.\I'm glad you went through the trouble to tell us the truth.\Huh?\I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this.\Oh, I see\One down.\Crap! response:	We're surrounded...
context: I'm glad you went through the trouble to tell us the truth.\Huh?\I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this.\Oh, I see\One down.\Crap!\We're surrounded... response:	What've I been doing?
context: Huh?\I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this.\Oh, I see\One down.\Crap!\We're surrounded...\What've I been doing? response:	Get'em!
context: I knew sincere conversation would lead to understanding.\In all of my cases, everyone confesses to me like this.\Oh, I see\One down.\Crap!\We're surrounded...\What've I been doing?\Get'em! response:	Ow...
context: In all of my cases, everyone confesses to me like this.\Oh, I see\One down.\Crap!\We're surrounded...\What've I been doing?\Get'em!\Ow... response:	Huh?
context: Oh, I see\One down.\Crap!\We're surrounded...\What've I been doing?\Get'em!\Ow...\Huh? response:	Phew.
context: One down.\Crap!\We're surrounded...\What've I been doing?\Get'em!\Ow...\Huh?\Phew. response:	Oops.
context: Crap!\We're surrounded...\What've I been doing?\Get'em!\Ow...\Huh?\Phew.\Oops. response:	Ouch...
context: We're surrounded...\What've I been doing?\Get'em!\Ow...\Huh?\Phew.\Oops.\Ouch... response:	Oh, don't mind me.
context: What've I been doing?\Get'em!\Ow...\Huh?\Phew.\Oops.\Ouch...\Oh, don't mind me. response:	This happens sometimes.
context: Get'em!\Ow...\Huh?\Phew.\Oops.\Ouch...\Oh, don't mind me.\This happens sometimes. response:	Out in the countryside, cows often get in a temper
context: Ow...\Huh?\Phew.\Oops.\Ouch...\Oh, don't mind me.\This happens sometimes.\Out in the countryside, cows often get in a temper response:	and refuse to listen to you.
context: Huh?\Phew.\Oops.\Ouch...\Oh, don't mind me.\This happens sometimes.\Out in the countryside, cows often get in a temper\and refuse to listen to you. response:	In times like that...
context: Phew.\Oops.\Ouch...\Oh, don't mind me.\This happens sometimes.\Out in the countryside, cows often get in a temper\and refuse to listen to you.\In times like that... response:	Be not defeated by the rain.
context: Oops.\Ouch...\Oh, don't mind me.\This happens sometimes.\Out in the countryside, cows often get in a temper\and refuse to listen to you.\In times like that...\Be not defeated by the rain. response:	Be not defeated by the wind.
context: Ouch...\Oh, don't mind me.\This happens sometimes.\Out in the countryside, cows often get in a temper\and refuse to listen to you.\In times like that...\Be not defeated by the rain.\Be not defeated by the wind. response:	Nor by the iron pipe.
context: Oh, don't mind me.\This happens sometimes.\Out in the countryside, cows often get in a temper\and refuse to listen to you.\In times like that...\Be not defeated by the rain.\Be not defeated by the wind.\Nor by the iron pipe. response:	Nor by the knife.
context: This happens sometimes.\Out in the countryside, cows often get in a temper\and refuse to listen to you.\In times like that...\Be not defeated by the rain.\Be not defeated by the wind.\Nor by the iron pipe.\Nor by the knife. response:	Nor by the metal bat.
context: Out in the countryside, cows often get in a temper\and refuse to listen to you.\In times like that...\Be not defeated by the rain.\Be not defeated by the wind.\Nor by the iron pipe.\Nor by the knife.\Nor by the metal bat. response:	Be of sound body.
context: and refuse to listen to you.\In times like that...\Be not defeated by the rain.\Be not defeated by the wind.\Nor by the iron pipe.\Nor by the knife.\Nor by the metal bat.\Be of sound body. response:	Be without desire.
context: In times like that...\Be not defeated by the rain.\Be not defeated by the wind.\Nor by the iron pipe.\Nor by the knife.\Nor by the metal bat.\Be of sound body.\Be without desire. response:	Never be angered.
context: Be not defeated by the rain.\Be not defeated by the wind.\Nor by the iron pipe.\Nor by the knife.\Nor by the metal bat.\Be of sound body.\Be without desire.\Never be angered. response:	Always have a quiet smile.
context: Be not defeated by the wind.\Nor by the iron pipe.\Nor by the knife.\Nor by the metal bat.\Be of sound body.\Be without desire.\Never be angered.\Always have a quiet smile. response:	Miyazawa Family Motto
context: Nor by the iron pipe.\Nor by the knife.\Nor by the metal bat.\Be of sound body.\Be without desire.\Never be angered.\Always have a quiet smile.\Miyazawa Family Motto response:	That is whom I wish to be.
context: Nor by the knife.\Nor by the metal bat.\Be of sound body.\Be without desire.\Never be angered.\Always have a quiet smile.\Miyazawa Family Motto\That is whom I wish to be. response:	Should Cows Act Up, Hit Them With Whatever's Close At Hand
context: Nor by the metal bat.\Be of sound body.\Be without desire.\Never be angered.\Always have a quiet smile.\Miyazawa Family Motto\That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand response:	This won't work.
context: Be of sound body.\Be without desire.\Never be angered.\Always have a quiet smile.\Miyazawa Family Motto\That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work. response:	I can't do things like this, Kunikida-san!
context: Be without desire.\Never be angered.\Always have a quiet smile.\Miyazawa Family Motto\That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work.\I can't do things like this, Kunikida-san! response:	Calm down, idiot!
context: Never be angered.\Always have a quiet smile.\Miyazawa Family Motto\That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work.\I can't do things like this, Kunikida-san!\Calm down, idiot! response:	I commend you for realizing that on your own.
context: Always have a quiet smile.\Miyazawa Family Motto\That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work.\I can't do things like this, Kunikida-san!\Calm down, idiot!\I commend you for realizing that on your own. response:	Kenji is gifted with superhuman strength,
context: Miyazawa Family Motto\That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work.\I can't do things like this, Kunikida-san!\Calm down, idiot!\I commend you for realizing that on your own.\Kenji is gifted with superhuman strength, response:	but he isn't invincible.
context: That is whom I wish to be.\Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work.\I can't do things like this, Kunikida-san!\Calm down, idiot!\I commend you for realizing that on your own.\Kenji is gifted with superhuman strength,\but he isn't invincible. response:	He can only manifest that strength when he's hungry.
context: Should Cows Act Up, Hit Them With Whatever's Close At Hand\This won't work.\I can't do things like this, Kunikida-san!\Calm down, idiot!\I commend you for realizing that on your own.\Kenji is gifted with superhuman strength,\but he isn't invincible.\He can only manifest that strength when he's hungry. response:	Beef Bowl
context: This won't work.\I can't do things like this, Kunikida-san!\Calm down, idiot!\I commend you for realizing that on your own.\Kenji is gifted with superhuman strength,\but he isn't invincible.\He can only manifest that strength when he's hungry.\Beef Bowl response:	Huh?
context: I can't do things like this, Kunikida-san!\Calm down, idiot!\I commend you for realizing that on your own.\Kenji is gifted with superhuman strength,\but he isn't invincible.\He can only manifest that strength when he's hungry.\Beef Bowl\Huh? response:	Then what happens when he's full?
context: Calm down, idiot!\I commend you for realizing that on your own.\Kenji is gifted with superhuman strength,\but he isn't invincible.\He can only manifest that strength when he's hungry.\Beef Bowl\Huh?\Then what happens when he's full? response:	I can't eat any more...
context: I commend you for realizing that on your own.\Kenji is gifted with superhuman strength,\but he isn't invincible.\He can only manifest that strength when he's hungry.\Beef Bowl\Huh?\Then what happens when he's full?\I can't eat any more... response:	He goes to sleep.
context: Kenji is gifted with superhuman strength,\but he isn't invincible.\He can only manifest that strength when he's hungry.\Beef Bowl\Huh?\Then what happens when he's full?\I can't eat any more...\He goes to sleep. response:	Meanwhile, Dazai...
context: but he isn't invincible.\He can only manifest that strength when he's hungry.\Beef Bowl\Huh?\Then what happens when he's full?\I can't eat any more...\He goes to sleep.\Meanwhile, Dazai... response:	Sake
context: He can only manifest that strength when he's hungry.\Beef Bowl\Huh?\Then what happens when he's full?\I can't eat any more...\He goes to sleep.\Meanwhile, Dazai...\Sake response:	Snow Crab
context: Beef Bowl\Huh?\Then what happens when he's full?\I can't eat any more...\He goes to sleep.\Meanwhile, Dazai...\Sake\Snow Crab response:	I'll say I got away from the Port Mafia tomorrow.
context: Huh?\Then what happens when he's full?\I can't eat any more...\He goes to sleep.\Meanwhile, Dazai...\Sake\Snow Crab\I'll say I got away from the Port Mafia tomorrow. response:	Episode 12 Borne Back Ceaselessly into the Past
