context: Fixed Synced by bozxphd.Enjoy The Flick response:	Dropping troops at rally point.
context: Important knowledge is needed for assassinations.\Verbal aptitude, mathematics, chemistry,\history of the terrain and its geography, English skills.\If you understand people and the land, you'll understand the sky!\Things learned in assassinations, can surely be used in the test.\And what they experience in the tests can also be used in assassinations.\Studies and assassinations go hand in hand, huh?\That's why response:	I can't help but look forward how they will assassinate me.
context: Verbal aptitude, mathematics, chemistry,\history of the terrain and its geography, English skills.\If you understand people and the land, you'll understand the sky!\Things learned in assassinations, can surely be used in the test.\And what they experience in the tests can also be used in assassinations.\Studies and assassinations go hand in hand, huh?\That's why\I can't help but look forward how they will assassinate me. response:	Don't drink tea while your fixated looking at my boobs!
context: history of the terrain and its geography, English skills.\If you understand people and the land, you'll understand the sky!\Things learned in assassinations, can surely be used in the test.\And what they experience in the tests can also be used in assassinations.\Studies and assassinations go hand in hand, huh?\That's why\I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs! response:	Yes. This tea is delicious.
context: If you understand people and the land, you'll understand the sky!\Things learned in assassinations, can surely be used in the test.\And what they experience in the tests can also be used in assassinations.\Studies and assassinations go hand in hand, huh?\That's why\I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious. response:	Still drinking this tea.
context: Things learned in assassinations, can surely be used in the test.\And what they experience in the tests can also be used in assassinations.\Studies and assassinations go hand in hand, huh?\That's why\I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious.\Still drinking this tea. response:	Well then. Shall I proceed with the finishing touches?
context: And what they experience in the tests can also be used in assassinations.\Studies and assassinations go hand in hand, huh?\That's why\I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious.\Still drinking this tea.\Well then. Shall I proceed with the finishing touches? response:	- Laugh off - Dismissing it as trivial!
context: Studies and assassinations go hand in hand, huh?\That's why\I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious.\Still drinking this tea.\Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial! response:	- Strike on.
context: That's why\I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious.\Still drinking this tea.\Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial!\- Strike on. response:	What was it again? I forgot!
context: I can't help but look forward how they will assassinate me.\Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious.\Still drinking this tea.\Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial!\- Strike on.\What was it again? I forgot! response:	That's recall.
context: Don't drink tea while your fixated looking at my boobs!\Yes. This tea is delicious.\Still drinking this tea.\Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial!\- Strike on.\What was it again? I forgot!\That's recall. response:	Right! How're you going to use it again?
context: Yes. This tea is delicious.\Still drinking this tea.\Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial!\- Strike on.\What was it again? I forgot!\That's recall.\Right! How're you going to use it again? response:	Hmm... For example...
context: Still drinking this tea.\Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial!\- Strike on.\What was it again? I forgot!\That's recall.\Right! How're you going to use it again?\Hmm... For example... response:	Like Strike on a solution to the problem.
context: Well then. Shall I proceed with the finishing touches?\- Laugh off - Dismissing it as trivial!\- Strike on.\What was it again? I forgot!\That's recall.\Right! How're you going to use it again?\Hmm... For example...\Like Strike on a solution to the problem. response:	Huh?
context: - Laugh off - Dismissing it as trivial!\- Strike on.\What was it again? I forgot!\That's recall.\Right! How're you going to use it again?\Hmm... For example...\Like Strike on a solution to the problem.\Huh? response:	I may be wrong though. I forgot!
context: - Strike on.\What was it again? I forgot!\That's recall.\Right! How're you going to use it again?\Hmm... For example...\Like Strike on a solution to the problem.\Huh?\I may be wrong though. I forgot! response:	Got it. See you then. Thanks!
context: What was it again? I forgot!\That's recall.\Right! How're you going to use it again?\Hmm... For example...\Like Strike on a solution to the problem.\Huh?\I may be wrong though. I forgot!\Got it. See you then. Thanks! response:	Bye bye!
context: That's recall.\Right! How're you going to use it again?\Hmm... For example...\Like Strike on a solution to the problem.\Huh?\I may be wrong though. I forgot!\Got it. See you then. Thanks!\Bye bye! response:	Pay up”.
context: Right! How're you going to use it again?\Hmm... For example...\Like Strike on a solution to the problem.\Huh?\I may be wrong though. I forgot!\Got it. See you then. Thanks!\Bye bye!\Pay up”. response:	Passion.
context: Hmm... For example...\Like Strike on a solution to the problem.\Huh?\I may be wrong though. I forgot!\Got it. See you then. Thanks!\Bye bye!\Pay up”.\Passion. response:	Whoa! Korosensei!
context: Like Strike on a solution to the problem.\Huh?\I may be wrong though. I forgot!\Got it. See you then. Thanks!\Bye bye!\Pay up”.\Passion.\Whoa! Korosensei! response:	You really look out of place when you're outside of school.
context: Huh?\I may be wrong though. I forgot!\Got it. See you then. Thanks!\Bye bye!\Pay up”.\Passion.\Whoa! Korosensei!\You really look out of place when you're outside of school. response:	What?! Really?
context: I may be wrong though. I forgot!\Got it. See you then. Thanks!\Bye bye!\Pay up”.\Passion.\Whoa! Korosensei!\You really look out of place when you're outside of school.\What?! Really? response:	Anyway, why are you here?
context: Got it. See you then. Thanks!\Bye bye!\Pay up”.\Passion.\Whoa! Korosensei!\You really look out of place when you're outside of school.\What?! Really?\Anyway, why are you here? response:	Right. Nakamura, as someone who just returned to Japan,
context: Bye bye!\Pay up”.\Passion.\Whoa! Korosensei!\You really look out of place when you're outside of school.\What?! Really?\Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan, response:	I'm going to further sharpen your English skills.
context: Pay up”.\Passion.\Whoa! Korosensei!\You really look out of place when you're outside of school.\What?! Really?\Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills. response:	I'm now going to give you a special lesson using first hand experience.
context: Passion.\Whoa! Korosensei!\You really look out of place when you're outside of school.\What?! Really?\Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience. response:	What?
context: Whoa! Korosensei!\You really look out of place when you're outside of school.\What?! Really?\Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience.\What? response:	Let's go to a place where we can hear English first hand.
context: You really look out of place when you're outside of school.\What?! Really?\Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience.\What?\Let's go to a place where we can hear English first hand. response:	Whaaat?!
context: What?! Really?\Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience.\What?\Let's go to a place where we can hear English first hand.\Whaaat?! response:	Okay. Next.
context: Anyway, why are you here?\Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience.\What?\Let's go to a place where we can hear English first hand.\Whaaat?!\Okay. Next. response:	Wait! We're leaving already?!
context: Right. Nakamura, as someone who just returned to Japan,\I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience.\What?\Let's go to a place where we can hear English first hand.\Whaaat?!\Okay. Next.\Wait! We're leaving already?! response:	Off to the jagged deserts where the pyramids were occupied by successive pharaohs!
context: I'm going to further sharpen your English skills.\I'm now going to give you a special lesson using first hand experience.\What?\Let's go to a place where we can hear English first hand.\Whaaat?!\Okay. Next.\Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs! response:	Kindly compute how high and low the Great Wall of China is.
context: I'm now going to give you a special lesson using first hand experience.\What?\Let's go to a place where we can hear English first hand.\Whaaat?!\Okay. Next.\Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is. response:	Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.
context: What?\Let's go to a place where we can hear English first hand.\Whaaat?!\Okay. Next.\Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa. response:	We've also taken enough pictures for a graduation album.
context: Let's go to a place where we can hear English first hand.\Whaaat?!\Okay. Next.\Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album. response:	This truly is two birds with one stone.
context: Whaaat?!\Okay. Next.\Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album.\This truly is two birds with one stone. response:	I'm really looking forward for tomorrow's exam.
context: Okay. Next.\Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album.\This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam. response:	This is the very first topnotchers of the E Class!
context: Wait! We're leaving already?!\Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album.\This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class! response:	Nakamura, Okuda, and Karma!
context: Off to the jagged deserts where the pyramids were occupied by successive pharaohs!\Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album.\This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma! response:	These three magnificently topped the whole year level in English, Science, and Mathematics!
context: Kindly compute how high and low the Great Wall of China is.\Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album.\This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics! response:	You can do it if you try!
context: Kayano, let's compute how large is the angle of the Leaning Tower of Pisa.\We've also taken enough pictures for a graduation album.\This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try! response:	And everyone else also have improved tremendously!
context: We've also taken enough pictures for a graduation album.\This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try!\And everyone else also have improved tremendously! response:	You all did well! I'm very happy for you!
context: This truly is two birds with one stone.\I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try!\And everyone else also have improved tremendously!\You all did well! I'm very happy for you! response:	So? What about your agreement?!
context: I'm really looking forward for tomorrow's exam.\This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try!\And everyone else also have improved tremendously!\You all did well! I'm very happy for you!\So? What about your agreement?! response:	Thank you! I deeply thank you!
context: This is the very first topnotchers of the E Class!\Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try!\And everyone else also have improved tremendously!\You all did well! I'm very happy for you!\So? What about your agreement?!\Thank you! I deeply thank you! response:	- Your agreement! - Wow, Kayano.
context: Nakamura, Okuda, and Karma!\These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try!\And everyone else also have improved tremendously!\You all did well! I'm very happy for you!\So? What about your agreement?!\Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano. response:	Have you cut your hair?
context: These three magnificently topped the whole year level in English, Science, and Mathematics!\You can do it if you try!\And everyone else also have improved tremendously!\You all did well! I'm very happy for you!\So? What about your agreement?!\Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano.\Have you cut your hair? response:	Ah. He's changing the topic.
context: You can do it if you try!\And everyone else also have improved tremendously!\You all did well! I'm very happy for you!\So? What about your agreement?!\Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano.\Have you cut your hair?\Ah. He's changing the topic. response:	I didn't get a haircut! Come on, your agreement!
context: And everyone else also have improved tremendously!\You all did well! I'm very happy for you!\So? What about your agreement?!\Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano.\Have you cut your hair?\Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement! response:	A-gree-ment!
context: You all did well! I'm very happy for you!\So? What about your agreement?!\Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano.\Have you cut your hair?\Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement!\A-gree-ment! response:	A-gree-ment! A-gree-ment! A-gree-ment!
context: So? What about your agreement?!\Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano.\Have you cut your hair?\Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement!\A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment! response:	Ah, right. You mean my tentacles, huh?
context: Thank you! I deeply thank you!\- Your agreement! - Wow, Kayano.\Have you cut your hair?\Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement!\A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh? response:	Understood. So three tentacles.
context: - Your agreement! - Wow, Kayano.\Have you cut your hair?\Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement!\A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh?\Understood. So three tentacles. response:	- You've got it wrong! - What?!
context: Have you cut your hair?\Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement!\A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh?\Understood. So three tentacles.\- You've got it wrong! - What?! response:	There's English, Science, and Math.
context: Ah. He's changing the topic.\I didn't get a haircut! Come on, your agreement!\A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh?\Understood. So three tentacles.\- You've got it wrong! - What?!\There's English, Science, and Math. response:	There are five subjects!
context: I didn't get a haircut! Come on, your agreement!\A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh?\Understood. So three tentacles.\- You've got it wrong! - What?!\There's English, Science, and Math.\There are five subjects! response:	Japanese, Math, English, Science,
context: A-gree-ment!\A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh?\Understood. So three tentacles.\- You've got it wrong! - What?!\There's English, Science, and Math.\There are five subjects!\Japanese, Math, English, Science, response:	- and Home Ec! - Home Economics?!
context: A-gree-ment! A-gree-ment! A-gree-ment!\Ah, right. You mean my tentacles, huh?\Understood. So three tentacles.\- You've got it wrong! - What?!\There's English, Science, and Math.\There are five subjects!\Japanese, Math, English, Science,\- and Home Ec! - Home Economics?! response:	Nobody said what subjects we had to ace!
context: Ah, right. You mean my tentacles, huh?\Understood. So three tentacles.\- You've got it wrong! - What?!\There's English, Science, and Math.\There are five subjects!\Japanese, Math, English, Science,\- and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace! response:	It's impossible for us to top the general subjects,
context: Understood. So three tentacles.\- You've got it wrong! - What?!\There's English, Science, and Math.\There are five subjects!\Japanese, Math, English, Science,\- and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects, response:	We three got perfect scores at Home Ec!
context: - You've got it wrong! - What?!\There's English, Science, and Math.\There are five subjects!\Japanese, Math, English, Science,\- and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec! response:	- Wow! - In other words...
context: There's English, Science, and Math.\There are five subjects!\Japanese, Math, English, Science,\- and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec!\- Wow! - In other words... response:	Adding the first three who aced,
context: There are five subjects!\Japanese, Math, English, Science,\- and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec!\- Wow! - In other words...\Adding the first three who aced, response:	we can now destroy six tentacles!
context: Japanese, Math, English, Science,\- and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec!\- Wow! - In other words...\Adding the first three who aced,\we can now destroy six tentacles! response:	Six!
context: - and Home Ec! - Home Economics?!\Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec!\- Wow! - In other words...\Adding the first three who aced,\we can now destroy six tentacles!\Six! response:	Six?! If I lost that many,
context: Nobody said what subjects we had to ace!\It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec!\- Wow! - In other words...\Adding the first three who aced,\we can now destroy six tentacles!\Six!\Six?! If I lost that many, response:	I will slow down and end up dying!
context: It's impossible for us to top the general subjects,\We three got perfect scores at Home Ec!\- Wow! - In other words...\Adding the first three who aced,\we can now destroy six tentacles!\Six!\Six?! If I lost that many,\I will slow down and end up dying! response:	Let's hold our Korosensei assassination assembly during our summer vacation!
context: We three got perfect scores at Home Ec!\- Wow! - In other words...\Adding the first three who aced,\we can now destroy six tentacles!\Six!\Six?! If I lost that many,\I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation! response:	Yeah!
context: - Wow! - In other words...\Adding the first three who aced,\we can now destroy six tentacles!\Six!\Six?! If I lost that many,\I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah! response:	Yes!
context: Adding the first three who aced,\we can now destroy six tentacles!\Six!\Six?! If I lost that many,\I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah!\Yes! response:	Come on and cut it already! You're a man!
context: we can now destroy six tentacles!\Six!\Six?! If I lost that many,\I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah!\Yes!\Come on and cut it already! You're a man! response:	Ah! Look out!
context: Six!\Six?! If I lost that many,\I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah!\Yes!\Come on and cut it already! You're a man!\Ah! Look out! response:	Wood! Wood, wood, wood!
context: Six?! If I lost that many,\I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah!\Yes!\Come on and cut it already! You're a man!\Ah! Look out!\Wood! Wood, wood, wood! response:	- July 22nd. That's Saturday, right? - Yeah.
context: I will slow down and end up dying!\Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah!\Yes!\Come on and cut it already! You're a man!\Ah! Look out!\Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah. response:	What time?
context: Let's hold our Korosensei assassination assembly during our summer vacation!\Yeah!\Yes!\Come on and cut it already! You're a man!\Ah! Look out!\Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah.\What time? response:	That's 675pi square meters.
context: Yeah!\Yes!\Come on and cut it already! You're a man!\Ah! Look out!\Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah.\What time?\That's 675pi square meters. response:	That means... Um...
context: Yes!\Come on and cut it already! You're a man!\Ah! Look out!\Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah.\What time?\That's 675pi square meters.\That means... Um... response:	We need 2.12 kilolitres.
context: Come on and cut it already! You're a man!\Ah! Look out!\Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah.\What time?\That's 675pi square meters.\That means... Um...\We need 2.12 kilolitres. response:	Right. 2.12 kilolitres.
context: Ah! Look out!\Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah.\What time?\That's 675pi square meters.\That means... Um...\We need 2.12 kilolitres.\Right. 2.12 kilolitres. response:	Come on boys! Help us out here!
context: Wood! Wood, wood, wood!\- July 22nd. That's Saturday, right? - Yeah.\What time?\That's 675pi square meters.\That means... Um...\We need 2.12 kilolitres.\Right. 2.12 kilolitres.\Come on boys! Help us out here! response:	Come on! Hurry!
context: - July 22nd. That's Saturday, right? - Yeah.\What time?\That's 675pi square meters.\That means... Um...\We need 2.12 kilolitres.\Right. 2.12 kilolitres.\Come on boys! Help us out here!\Come on! Hurry! response:	You okay?
context: What time?\That's 675pi square meters.\That means... Um...\We need 2.12 kilolitres.\Right. 2.12 kilolitres.\Come on boys! Help us out here!\Come on! Hurry!\You okay? response:	Come on, girls! Look!
context: That's 675pi square meters.\That means... Um...\We need 2.12 kilolitres.\Right. 2.12 kilolitres.\Come on boys! Help us out here!\Come on! Hurry!\You okay?\Come on, girls! Look! response:	Guys too! Come on!
context: That means... Um...\We need 2.12 kilolitres.\Right. 2.12 kilolitres.\Come on boys! Help us out here!\Come on! Hurry!\You okay?\Come on, girls! Look!\Guys too! Come on! response:	We now begin the council of war for our assassination show!
context: We need 2.12 kilolitres.\Right. 2.12 kilolitres.\Come on boys! Help us out here!\Come on! Hurry!\You okay?\Come on, girls! Look!\Guys too! Come on!\We now begin the council of war for our assassination show! response:	Oh. Today's the fireworks parade.
context: Right. 2.12 kilolitres.\Come on boys! Help us out here!\Come on! Hurry!\You okay?\Come on, girls! Look!\Guys too! Come on!\We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade. response:	But I guess, we don't have time to watch.
context: Come on boys! Help us out here!\Come on! Hurry!\You okay?\Come on, girls! Look!\Guys too! Come on!\We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade.\But I guess, we don't have time to watch. response:	We're finally doing the assassination assembly tomorrow.
context: Come on! Hurry!\You okay?\Come on, girls! Look!\Guys too! Come on!\We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade.\But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow. response:	We might even pull an all-nighter, huh?
context: You okay?\Come on, girls! Look!\Guys too! Come on!\We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade.\But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh? response:	Ah! Wait! Don't go! Wait!
context: Come on, girls! Look!\Guys too! Come on!\We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade.\But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait! response:	Ah! Sorry!
context: Guys too! Come on!\We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade.\But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait!\Ah! Sorry! response:	Thanks.
context: We now begin the council of war for our assassination show!\Oh. Today's the fireworks parade.\But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait!\Ah! Sorry!\Thanks. response:	Sure.
context: Oh. Today's the fireworks parade.\But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait!\Ah! Sorry!\Thanks.\Sure. response:	That looks good on you.
context: But I guess, we don't have time to watch.\We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait!\Ah! Sorry!\Thanks.\Sure.\That looks good on you. response:	What?
context: We're finally doing the assassination assembly tomorrow.\We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait!\Ah! Sorry!\Thanks.\Sure.\That looks good on you.\What? response:	The yukata.
context: We might even pull an all-nighter, huh?\Ah! Wait! Don't go! Wait!\Ah! Sorry!\Thanks.\Sure.\That looks good on you.\What?\The yukata. response:	Oh.
context: Ah! Wait! Don't go! Wait!\Ah! Sorry!\Thanks.\Sure.\That looks good on you.\What?\The yukata.\Oh. response:	Thanks.
context: Ah! Sorry!\Thanks.\Sure.\That looks good on you.\What?\The yukata.\Oh.\Thanks. response:	Nagisa.
context: Thanks.\Sure.\That looks good on you.\What?\The yukata.\Oh.\Thanks.\Nagisa. response:	Hmm?
context: Sure.\That looks good on you.\What?\The yukata.\Oh.\Thanks.\Nagisa.\Hmm? response:	You seem to be having lots of fun recently.
context: That looks good on you.\What?\The yukata.\Oh.\Thanks.\Nagisa.\Hmm?\You seem to be having lots of fun recently. response:	What?
context: What?\The yukata.\Oh.\Thanks.\Nagisa.\Hmm?\You seem to be having lots of fun recently.\What? response:	It seems like you're more cheerful.
context: The yukata.\Oh.\Thanks.\Nagisa.\Hmm?\You seem to be having lots of fun recently.\What?\It seems like you're more cheerful. response:	Really?
context: Oh.\Thanks.\Nagisa.\Hmm?\You seem to be having lots of fun recently.\What?\It seems like you're more cheerful.\Really? response:	Nagisa! Let's go!
context: Thanks.\Nagisa.\Hmm?\You seem to be having lots of fun recently.\What?\It seems like you're more cheerful.\Really?\Nagisa! Let's go! response:	Okay!
context: Nagisa.\Hmm?\You seem to be having lots of fun recently.\What?\It seems like you're more cheerful.\Really?\Nagisa! Let's go!\Okay! response:	- See you then. - Yeah.
context: Hmm?\You seem to be having lots of fun recently.\What?\It seems like you're more cheerful.\Really?\Nagisa! Let's go!\Okay!\- See you then. - Yeah. response:	Come on! Dash!
context: You seem to be having lots of fun recently.\What?\It seems like you're more cheerful.\Really?\Nagisa! Let's go!\Okay!\- See you then. - Yeah.\Come on! Dash! response:	Almost there!
context: What?\It seems like you're more cheerful.\Really?\Nagisa! Let's go!\Okay!\- See you then. - Yeah.\Come on! Dash!\Almost there! response:	- Put more strength in it! - But it's really heavy!
context: It seems like you're more cheerful.\Really?\Nagisa! Let's go!\Okay!\- See you then. - Yeah.\Come on! Dash!\Almost there!\- Put more strength in it! - But it's really heavy! response:	Are you really pushing?
context: Really?\Nagisa! Let's go!\Okay!\- See you then. - Yeah.\Come on! Dash!\Almost there!\- Put more strength in it! - But it's really heavy!\Are you really pushing? response:	I am pushing!
context: Nagisa! Let's go!\Okay!\- See you then. - Yeah.\Come on! Dash!\Almost there!\- Put more strength in it! - But it's really heavy!\Are you really pushing?\I am pushing! response:	It's darn heavy!
context: Okay!\- See you then. - Yeah.\Come on! Dash!\Almost there!\- Put more strength in it! - But it's really heavy!\Are you really pushing?\I am pushing!\It's darn heavy! response:	Tamayaaa!
context: - See you then. - Yeah.\Come on! Dash!\Almost there!\- Put more strength in it! - But it's really heavy!\Are you really pushing?\I am pushing!\It's darn heavy!\Tamayaaa! response:	It's really beautiful!
context: Come on! Dash!\Almost there!\- Put more strength in it! - But it's really heavy!\Are you really pushing?\I am pushing!\It's darn heavy!\Tamayaaa!\It's really beautiful! response:	Come to think of it,
context: Almost there!\- Put more strength in it! - But it's really heavy!\Are you really pushing?\I am pushing!\It's darn heavy!\Tamayaaa!\It's really beautiful!\Come to think of it, response:	can we really kill him tomorrow?
context: - Put more strength in it! - But it's really heavy!\Are you really pushing?\I am pushing!\It's darn heavy!\Tamayaaa!\It's really beautiful!\Come to think of it,\can we really kill him tomorrow? response:	We have no choice but to do it!
context: Are you really pushing?\I am pushing!\It's darn heavy!\Tamayaaa!\It's really beautiful!\Come to think of it,\can we really kill him tomorrow?\We have no choice but to do it! response:	Well, we gave good results in the end-of-terms exams.
