context: Um... response:	Experiment Result: Human is dead,
context: That sounds pretty amazing!\This'll be fun.\You say that now,\but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma?\If I participate, you tell me everything.\Understood?\The cat ears never lie. response:	I'll teach you...
context: This'll be fun.\You say that now,\but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma?\If I participate, you tell me everything.\Understood?\The cat ears never lie.\I'll teach you... response:	I lose!
context: You say that now,\but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma?\If I participate, you tell me everything.\Understood?\The cat ears never lie.\I'll teach you...\I lose! response:	Fast!
context: but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma?\If I participate, you tell me everything.\Understood?\The cat ears never lie.\I'll teach you...\I lose!\Fast! response:	Mayushii is disappointed.
context: You're serious. Aren't you, Kyouma?\If I participate, you tell me everything.\Understood?\The cat ears never lie.\I'll teach you...\I lose!\Fast!\Mayushii is disappointed. response:	What was your plan?
context: If I participate, you tell me everything.\Understood?\The cat ears never lie.\I'll teach you...\I lose!\Fast!\Mayushii is disappointed.\What was your plan? response:	Who knows?
context: Understood?\The cat ears never lie.\I'll teach you...\I lose!\Fast!\Mayushii is disappointed.\What was your plan?\Who knows? response:	But he just kept charging me, like he was self-destructing.
context: The cat ears never lie.\I'll teach you...\I lose!\Fast!\Mayushii is disappointed.\What was your plan?\Who knows?\But he just kept charging me, like he was self-destructing. response:	Jibaku?
context: I'll teach you...\I lose!\Fast!\Mayushii is disappointed.\What was your plan?\Who knows?\But he just kept charging me, like he was self-destructing.\Jibaku? response:	G-Back... G-Back?
context: I lose!\Fast!\Mayushii is disappointed.\What was your plan?\Who knows?\But he just kept charging me, like he was self-destructing.\Jibaku?\G-Back... G-Back? response:	That was a horrible joke, thank you very much.
context: Fast!\Mayushii is disappointed.\What was your plan?\Who knows?\But he just kept charging me, like he was self-destructing.\Jibaku?\G-Back... G-Back?\That was a horrible joke, thank you very much. response:	However!
context: Mayushii is disappointed.\What was your plan?\Who knows?\But he just kept charging me, like he was self-destructing.\Jibaku?\G-Back... G-Back?\That was a horrible joke, thank you very much.\However! response:	What?
context: What was your plan?\Who knows?\But he just kept charging me, like he was self-destructing.\Jibaku?\G-Back... G-Back?\That was a horrible joke, thank you very much.\However!\What? response:	Tell me what you know, Feyris.
context: Who knows?\But he just kept charging me, like he was self-destructing.\Jibaku?\G-Back... G-Back?\That was a horrible joke, thank you very much.\However!\What?\Tell me what you know, Feyris. response:	He recovers quickly.
context: But he just kept charging me, like he was self-destructing.\Jibaku?\G-Back... G-Back?\That was a horrible joke, thank you very much.\However!\What?\Tell me what you know, Feyris.\He recovers quickly. response:	For a loser, you're arrogant.
context: Jibaku?\G-Back... G-Back?\That was a horrible joke, thank you very much.\However!\What?\Tell me what you know, Feyris.\He recovers quickly.\For a loser, you're arrogant. response:	I said if I participated, you'd tell me what you know.
context: G-Back... G-Back?\That was a horrible joke, thank you very much.\However!\What?\Tell me what you know, Feyris.\He recovers quickly.\For a loser, you're arrogant.\I said if I participated, you'd tell me what you know. response:	In other words, I never cared about winning.
context: That was a horrible joke, thank you very much.\However!\What?\Tell me what you know, Feyris.\He recovers quickly.\For a loser, you're arrogant.\I said if I participated, you'd tell me what you know.\In other words, I never cared about winning. response:	Is that right?
context: However!\What?\Tell me what you know, Feyris.\He recovers quickly.\For a loser, you're arrogant.\I said if I participated, you'd tell me what you know.\In other words, I never cared about winning.\Is that right? response:	I don't really remember...
context: What?\Tell me what you know, Feyris.\He recovers quickly.\For a loser, you're arrogant.\I said if I participated, you'd tell me what you know.\In other words, I never cared about winning.\Is that right?\I don't really remember... response:	Remember it!
context: Tell me what you know, Feyris.\He recovers quickly.\For a loser, you're arrogant.\I said if I participated, you'd tell me what you know.\In other words, I never cared about winning.\Is that right?\I don't really remember...\Remember it! response:	It was my brilliant plan!
context: He recovers quickly.\For a loser, you're arrogant.\I said if I participated, you'd tell me what you know.\In other words, I never cared about winning.\Is that right?\I don't really remember...\Remember it!\It was my brilliant plan! response:	Brilliant or cheating, one of the two.
context: For a loser, you're arrogant.\I said if I participated, you'd tell me what you know.\In other words, I never cared about winning.\Is that right?\I don't really remember...\Remember it!\It was my brilliant plan!\Brilliant or cheating, one of the two. response:	Shut up!
context: I said if I participated, you'd tell me what you know.\In other words, I never cared about winning.\Is that right?\I don't really remember...\Remember it!\It was my brilliant plan!\Brilliant or cheating, one of the two.\Shut up! response:	Where's the IBN 5100?
context: In other words, I never cared about winning.\Is that right?\I don't really remember...\Remember it!\It was my brilliant plan!\Brilliant or cheating, one of the two.\Shut up!\Where's the IBN 5100? response:	I don't know...
context: Is that right?\I don't really remember...\Remember it!\It was my brilliant plan!\Brilliant or cheating, one of the two.\Shut up!\Where's the IBN 5100?\I don't know... response:	You don't know?
context: I don't really remember...\Remember it!\It was my brilliant plan!\Brilliant or cheating, one of the two.\Shut up!\Where's the IBN 5100?\I don't know...\You don't know? response:	I'm sure when I was little, Dad had one, but it's gone.
context: Remember it!\It was my brilliant plan!\Brilliant or cheating, one of the two.\Shut up!\Where's the IBN 5100?\I don't know...\You don't know?\I'm sure when I was little, Dad had one, but it's gone. response:	Why, you...
context: It was my brilliant plan!\Brilliant or cheating, one of the two.\Shut up!\Where's the IBN 5100?\I don't know...\You don't know?\I'm sure when I was little, Dad had one, but it's gone.\Why, you... response:	Is that the secret move
context: Brilliant or cheating, one of the two.\Shut up!\Where's the IBN 5100?\I don't know...\You don't know?\I'm sure when I was little, Dad had one, but it's gone.\Why, you...\Is that the secret move response:	you mastered in the Guiana Highlands, the Question-Dodge?
context: Shut up!\Where's the IBN 5100?\I don't know...\You don't know?\I'm sure when I was little, Dad had one, but it's gone.\Why, you...\Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge? response:	How did you know?
context: Where's the IBN 5100?\I don't know...\You don't know?\I'm sure when I was little, Dad had one, but it's gone.\Why, you...\Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge?\How did you know? response:	Way to go, Kyouma.
context: I don't know...\You don't know?\I'm sure when I was little, Dad had one, but it's gone.\Why, you...\Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge?\How did you know?\Way to go, Kyouma. response:	You saw through my Ignoring Shoulder.
context: You don't know?\I'm sure when I was little, Dad had one, but it's gone.\Why, you...\Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge?\How did you know?\Way to go, Kyouma.\You saw through my Ignoring Shoulder. response:	Is that really it?
context: I'm sure when I was little, Dad had one, but it's gone.\Why, you...\Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge?\How did you know?\Way to go, Kyouma.\You saw through my Ignoring Shoulder.\Is that really it? response:	Yeah.
context: Why, you...\Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge?\How did you know?\Way to go, Kyouma.\You saw through my Ignoring Shoulder.\Is that really it?\Yeah. response:	I'm pretty sure the last time I saw it was at an Akihabara shrine.
context: Is that the secret move\you mastered in the Guiana Highlands, the Question-Dodge?\How did you know?\Way to go, Kyouma.\You saw through my Ignoring Shoulder.\Is that really it?\Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine. response:	Shrine?
context: you mastered in the Guiana Highlands, the Question-Dodge?\How did you know?\Way to go, Kyouma.\You saw through my Ignoring Shoulder.\Is that really it?\Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine? response:	Kurisu,
context: How did you know?\Way to go, Kyouma.\You saw through my Ignoring Shoulder.\Is that really it?\Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine?\Kurisu, response:	Thank you for messaging us all the way from Japan.
context: Way to go, Kyouma.\You saw through my Ignoring Shoulder.\Is that really it?\Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine?\Kurisu,\Thank you for messaging us all the way from Japan. response:	About your question, I asked the professor,
context: You saw through my Ignoring Shoulder.\Is that really it?\Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine?\Kurisu,\Thank you for messaging us all the way from Japan.\About your question, I asked the professor, response:	and he said that yes, the IBN 5100
context: Is that really it?\Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine?\Kurisu,\Thank you for messaging us all the way from Japan.\About your question, I asked the professor,\and he said that yes, the IBN 5100 response:	can analyze certain special programming languages.
context: Yeah.\I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine?\Kurisu,\Thank you for messaging us all the way from Japan.\About your question, I asked the professor,\and he said that yes, the IBN 5100\can analyze certain special programming languages. response:	He was serious?
context: I'm pretty sure the last time I saw it was at an Akihabara shrine.\Shrine?\Kurisu,\Thank you for messaging us all the way from Japan.\About your question, I asked the professor,\and he said that yes, the IBN 5100\can analyze certain special programming languages.\He was serious? response:	A computer?
context: Shrine?\Kurisu,\Thank you for messaging us all the way from Japan.\About your question, I asked the professor,\and he said that yes, the IBN 5100\can analyze certain special programming languages.\He was serious?\A computer? response:	I'll have to ask my father.
context: Kurisu,\Thank you for messaging us all the way from Japan.\About your question, I asked the professor,\and he said that yes, the IBN 5100\can analyze certain special programming languages.\He was serious?\A computer?\I'll have to ask my father. response:	An IBN 5100.
context: Thank you for messaging us all the way from Japan.\About your question, I asked the professor,\and he said that yes, the IBN 5100\can analyze certain special programming languages.\He was serious?\A computer?\I'll have to ask my father.\An IBN 5100. response:	If he doesn't know what that is, tell him it's an old computer.
context: About your question, I asked the professor,\and he said that yes, the IBN 5100\can analyze certain special programming languages.\He was serious?\A computer?\I'll have to ask my father.\An IBN 5100.\If he doesn't know what that is, tell him it's an old computer. response:	All right.
context: and he said that yes, the IBN 5100\can analyze certain special programming languages.\He was serious?\A computer?\I'll have to ask my father.\An IBN 5100.\If he doesn't know what that is, tell him it's an old computer.\All right. response:	I'll ask him.
context: can analyze certain special programming languages.\He was serious?\A computer?\I'll have to ask my father.\An IBN 5100.\If he doesn't know what that is, tell him it's an old computer.\All right.\I'll ask him. response:	I'm counting on you.
context: He was serious?\A computer?\I'll have to ask my father.\An IBN 5100.\If he doesn't know what that is, tell him it's an old computer.\All right.\I'll ask him.\I'm counting on you. response:	End with the code words.
context: A computer?\I'll have to ask my father.\An IBN 5100.\If he doesn't know what that is, tell him it's an old computer.\All right.\I'll ask him.\I'm counting on you.\End with the code words. response:	E-El... Psy Congri...
context: I'll have to ask my father.\An IBN 5100.\If he doesn't know what that is, tell him it's an old computer.\All right.\I'll ask him.\I'm counting on you.\End with the code words.\E-El... Psy Congri... response:	It's Congroo!
context: An IBN 5100.\If he doesn't know what that is, tell him it's an old computer.\All right.\I'll ask him.\I'm counting on you.\End with the code words.\E-El... Psy Congri...\It's Congroo! response:	Hello?
context: If he doesn't know what that is, tell him it's an old computer.\All right.\I'll ask him.\I'm counting on you.\End with the code words.\E-El... Psy Congri...\It's Congroo!\Hello? response:	It's Makise.
context: All right.\I'll ask him.\I'm counting on you.\End with the code words.\E-El... Psy Congri...\It's Congroo!\Hello?\It's Makise. response:	Makise?
context: I'll ask him.\I'm counting on you.\End with the code words.\E-El... Psy Congri...\It's Congroo!\Hello?\It's Makise.\Makise? response:	Sorry, I don't remember any Makise's.
context: I'm counting on you.\End with the code words.\E-El... Psy Congri...\It's Congroo!\Hello?\It's Makise.\Makise?\Sorry, I don't remember any Makise's. response:	Where did we meet?
context: End with the code words.\E-El... Psy Congri...\It's Congroo!\Hello?\It's Makise.\Makise?\Sorry, I don't remember any Makise's.\Where did we meet? response:	Paris? London?
context: E-El... Psy Congri...\It's Congroo!\Hello?\It's Makise.\Makise?\Sorry, I don't remember any Makise's.\Where did we meet?\Paris? London? response:	Akihabara.
context: It's Congroo!\Hello?\It's Makise.\Makise?\Sorry, I don't remember any Makise's.\Where did we meet?\Paris? London?\Akihabara. response:	I just saw you!
context: Hello?\It's Makise.\Makise?\Sorry, I don't remember any Makise's.\Where did we meet?\Paris? London?\Akihabara.\I just saw you! response:	What? It's my assistant?
context: It's Makise.\Makise?\Sorry, I don't remember any Makise's.\Where did we meet?\Paris? London?\Akihabara.\I just saw you!\What? It's my assistant? response:	Just say Christina!
context: Makise?\Sorry, I don't remember any Makise's.\Where did we meet?\Paris? London?\Akihabara.\I just saw you!\What? It's my assistant?\Just say Christina! response:	There's no -tina!
context: Sorry, I don't remember any Makise's.\Where did we meet?\Paris? London?\Akihabara.\I just saw you!\What? It's my assistant?\Just say Christina!\There's no -tina! response:	You're as loud and bossy as ever.
context: Where did we meet?\Paris? London?\Akihabara.\I just saw you!\What? It's my assistant?\Just say Christina!\There's no -tina!\You're as loud and bossy as ever. response:	Whose fault is that? Whose?
context: Paris? London?\Akihabara.\I just saw you!\What? It's my assistant?\Just say Christina!\There's no -tina!\You're as loud and bossy as ever.\Whose fault is that? Whose? response:	What do you want?
context: Akihabara.\I just saw you!\What? It's my assistant?\Just say Christina!\There's no -tina!\You're as loud and bossy as ever.\Whose fault is that? Whose?\What do you want? response:	Where are you now?
context: I just saw you!\What? It's my assistant?\Just say Christina!\There's no -tina!\You're as loud and bossy as ever.\Whose fault is that? Whose?\What do you want?\Where are you now? response:	Why do you care?
context: What? It's my assistant?\Just say Christina!\There's no -tina!\You're as loud and bossy as ever.\Whose fault is that? Whose?\What do you want?\Where are you now?\Why do you care? response:	No reason.
context: Just say Christina!\There's no -tina!\You're as loud and bossy as ever.\Whose fault is that? Whose?\What do you want?\Where are you now?\Why do you care?\No reason. response:	I'm heading to Yanabayashi Shrine...
context: There's no -tina!\You're as loud and bossy as ever.\Whose fault is that? Whose?\What do you want?\Where are you now?\Why do you care?\No reason.\I'm heading to Yanabayashi Shrine... response:	What was that?
context: You're as loud and bossy as ever.\Whose fault is that? Whose?\What do you want?\Where are you now?\Why do you care?\No reason.\I'm heading to Yanabayashi Shrine...\What was that? response:	Harassment?
context: Whose fault is that? Whose?\What do you want?\Where are you now?\Why do you care?\No reason.\I'm heading to Yanabayashi Shrine...\What was that?\Harassment? response:	Was that harassment?
context: What do you want?\Where are you now?\Why do you care?\No reason.\I'm heading to Yanabayashi Shrine...\What was that?\Harassment?\Was that harassment? response:	What was that call about?
context: Where are you now?\Why do you care?\No reason.\I'm heading to Yanabayashi Shrine...\What was that?\Harassment?\Was that harassment?\What was that call about? response:	I just asked where you were.
context: Why do you care?\No reason.\I'm heading to Yanabayashi Shrine...\What was that?\Harassment?\Was that harassment?\What was that call about?\I just asked where you were. response:	No one called you.
context: No reason.\I'm heading to Yanabayashi Shrine...\What was that?\Harassment?\Was that harassment?\What was that call about?\I just asked where you were.\No one called you. response:	No one called me.
context: I'm heading to Yanabayashi Shrine...\What was that?\Harassment?\Was that harassment?\What was that call about?\I just asked where you were.\No one called you.\No one called me. response:	I'm back!
context: What was that?\Harassment?\Was that harassment?\What was that call about?\I just asked where you were.\No one called you.\No one called me.\I'm back! response:	Did you ask him?
context: Harassment?\Was that harassment?\What was that call about?\I just asked where you were.\No one called you.\No one called me.\I'm back!\Did you ask him? response:	Yes, he said that we have that PC here.
context: Was that harassment?\What was that call about?\I just asked where you were.\No one called you.\No one called me.\I'm back!\Did you ask him?\Yes, he said that we have that PC here. response:	Really?
context: What was that call about?\I just asked where you were.\No one called you.\No one called me.\I'm back!\Did you ask him?\Yes, he said that we have that PC here.\Really? response:	PC?
context: I just asked where you were.\No one called you.\No one called me.\I'm back!\Did you ask him?\Yes, he said that we have that PC here.\Really?\PC? response:	Do you mean an IBN 5100?
context: No one called you.\No one called me.\I'm back!\Did you ask him?\Yes, he said that we have that PC here.\Really?\PC?\Do you mean an IBN 5100? response:	Yes.
context: No one called me.\I'm back!\Did you ask him?\Yes, he said that we have that PC here.\Really?\PC?\Do you mean an IBN 5100?\Yes. response:	Um, who is this?
context: I'm back!\Did you ask him?\Yes, he said that we have that PC here.\Really?\PC?\Do you mean an IBN 5100?\Yes.\Um, who is this? response:	My assistant.
context: Did you ask him?\Yes, he said that we have that PC here.\Really?\PC?\Do you mean an IBN 5100?\Yes.\Um, who is this?\My assistant. response:	Anyway, the IBN
context: Yes, he said that we have that PC here.\Really?\PC?\Do you mean an IBN 5100?\Yes.\Um, who is this?\My assistant.\Anyway, the IBN response:	Wait!
context: Really?\PC?\Do you mean an IBN 5100?\Yes.\Um, who is this?\My assistant.\Anyway, the IBN\Wait! response:	What kind of introduction is that?
context: PC?\Do you mean an IBN 5100?\Yes.\Um, who is this?\My assistant.\Anyway, the IBN\Wait!\What kind of introduction is that? response:	And I'm not your assistant!
context: Do you mean an IBN 5100?\Yes.\Um, who is this?\My assistant.\Anyway, the IBN\Wait!\What kind of introduction is that?\And I'm not your assistant! response:	I'm not here to introduce you.
context: Yes.\Um, who is this?\My assistant.\Anyway, the IBN\Wait!\What kind of introduction is that?\And I'm not your assistant!\I'm not here to introduce you. response:	It wouldn't even take ten seconds.
context: Um, who is this?\My assistant.\Anyway, the IBN\Wait!\What kind of introduction is that?\And I'm not your assistant!\I'm not here to introduce you.\It wouldn't even take ten seconds. response:	You're a pain, you know that?
context: My assistant.\Anyway, the IBN\Wait!\What kind of introduction is that?\And I'm not your assistant!\I'm not here to introduce you.\It wouldn't even take ten seconds.\You're a pain, you know that? response:	Makise Kurisu, my assistant.
context: Anyway, the IBN\Wait!\What kind of introduction is that?\And I'm not your assistant!\I'm not here to introduce you.\It wouldn't even take ten seconds.\You're a pain, you know that?\Makise Kurisu, my assistant. response:	Right, right.
context: Wait!\What kind of introduction is that?\And I'm not your assistant!\I'm not here to introduce you.\It wouldn't even take ten seconds.\You're a pain, you know that?\Makise Kurisu, my assistant.\Right, right. response:	Fine, I'm your assistant.
context: What kind of introduction is that?\And I'm not your assistant!\I'm not here to introduce you.\It wouldn't even take ten seconds.\You're a pain, you know that?\Makise Kurisu, my assistant.\Right, right.\Fine, I'm your assistant. response:	So who are you?
context: And I'm not your assistant!\I'm not here to introduce you.\It wouldn't even take ten seconds.\You're a pain, you know that?\Makise Kurisu, my assistant.\Right, right.\Fine, I'm your assistant.\So who are you? response:	U-Urushibara Ruka.
context: I'm not here to introduce you.\It wouldn't even take ten seconds.\You're a pain, you know that?\Makise Kurisu, my assistant.\Right, right.\Fine, I'm your assistant.\So who are you?\U-Urushibara Ruka. response:	How old are you?
context: It wouldn't even take ten seconds.\You're a pain, you know that?\Makise Kurisu, my assistant.\Right, right.\Fine, I'm your assistant.\So who are you?\U-Urushibara Ruka.\How old are you? response:	Seventeen this year.
context: You're a pain, you know that?\Makise Kurisu, my assistant.\Right, right.\Fine, I'm your assistant.\So who are you?\U-Urushibara Ruka.\How old are you?\Seventeen this year. response:	One year younger than I am.
context: Makise Kurisu, my assistant.\Right, right.\Fine, I'm your assistant.\So who are you?\U-Urushibara Ruka.\How old are you?\Seventeen this year.\One year younger than I am. response:	Am I?
context: Right, right.\Fine, I'm your assistant.\So who are you?\U-Urushibara Ruka.\How old are you?\Seventeen this year.\One year younger than I am.\Am I? response:	You look like a grown-up, Makise-san.
context: Fine, I'm your assistant.\So who are you?\U-Urushibara Ruka.\How old are you?\Seventeen this year.\One year younger than I am.\Am I?\You look like a grown-up, Makise-san. response:	You're pretty.
context: So who are you?\U-Urushibara Ruka.\How old are you?\Seventeen this year.\One year younger than I am.\Am I?\You look like a grown-up, Makise-san.\You're pretty. response:	No... Not nearly as pretty as you.
context: U-Urushibara Ruka.\How old are you?\Seventeen this year.\One year younger than I am.\Am I?\You look like a grown-up, Makise-san.\You're pretty.\No... Not nearly as pretty as you. response:	Um... I'll call my dad.
context: How old are you?\Seventeen this year.\One year younger than I am.\Am I?\You look like a grown-up, Makise-san.\You're pretty.\No... Not nearly as pretty as you.\Um... I'll call my dad. response:	Some things it's better not to know, huh?
context: Seventeen this year.\One year younger than I am.\Am I?\You look like a grown-up, Makise-san.\You're pretty.\No... Not nearly as pretty as you.\Um... I'll call my dad.\Some things it's better not to know, huh? response:	What do you mean?
context: One year younger than I am.\Am I?\You look like a grown-up, Makise-san.\You're pretty.\No... Not nearly as pretty as you.\Um... I'll call my dad.\Some things it's better not to know, huh?\What do you mean? response:	I never thought it would happen.
context: Am I?\You look like a grown-up, Makise-san.\You're pretty.\No... Not nearly as pretty as you.\Um... I'll call my dad.\Some things it's better not to know, huh?\What do you mean?\I never thought it would happen. response:	Wh-What do you mean?
context: You look like a grown-up, Makise-san.\You're pretty.\No... Not nearly as pretty as you.\Um... I'll call my dad.\Some things it's better not to know, huh?\What do you mean?\I never thought it would happen.\Wh-What do you mean? response:	Um, well, the person who donated this told us...
context: You're pretty.\No... Not nearly as pretty as you.\Um... I'll call my dad.\Some things it's better not to know, huh?\What do you mean?\I never thought it would happen.\Wh-What do you mean?\Um, well, the person who donated this told us... response:	that someday, a young man would appear who needed it.
context: No... Not nearly as pretty as you.\Um... I'll call my dad.\Some things it's better not to know, huh?\What do you mean?\I never thought it would happen.\Wh-What do you mean?\Um, well, the person who donated this told us...\that someday, a young man would appear who needed it. response:	So take good care of it.
context: Um... I'll call my dad.\Some things it's better not to know, huh?\What do you mean?\I never thought it would happen.\Wh-What do you mean?\Um, well, the person who donated this told us...\that someday, a young man would appear who needed it.\So take good care of it. response:	It was ten years ago, I think?
context: Some things it's better not to know, huh?\What do you mean?\I never thought it would happen.\Wh-What do you mean?\Um, well, the person who donated this told us...\that someday, a young man would appear who needed it.\So take good care of it.\It was ten years ago, I think? response:	So that's it...
context: What do you mean?\I never thought it would happen.\Wh-What do you mean?\Um, well, the person who donated this told us...\that someday, a young man would appear who needed it.\So take good care of it.\It was ten years ago, I think?\So that's it... response:	It's fate.
context: I never thought it would happen.\Wh-What do you mean?\Um, well, the person who donated this told us...\that someday, a young man would appear who needed it.\So take good care of it.\It was ten years ago, I think?\So that's it...\It's fate. response:	The choice of Steins Gate!
context: Wh-What do you mean?\Um, well, the person who donated this told us...\that someday, a young man would appear who needed it.\So take good care of it.\It was ten years ago, I think?\So that's it...\It's fate.\The choice of Steins Gate! response:	That again?
context: Um, well, the person who donated this told us...\that someday, a young man would appear who needed it.\So take good care of it.\It was ten years ago, I think?\So that's it...\It's fate.\The choice of Steins Gate!\That again? response:	IBN 5100 Portable Computer.
context: that someday, a young man would appear who needed it.\So take good care of it.\It was ten years ago, I think?\So that's it...\It's fate.\The choice of Steins Gate!\That again?\IBN 5100 Portable Computer. response:	This is it.
context: So take good care of it.\It was ten years ago, I think?\So that's it...\It's fate.\The choice of Steins Gate!\That again?\IBN 5100 Portable Computer.\This is it. response:	Is that right?
context: It was ten years ago, I think?\So that's it...\It's fate.\The choice of Steins Gate!\That again?\IBN 5100 Portable Computer.\This is it.\Is that right? response:	Um, could we borrow it?
context: So that's it...\It's fate.\The choice of Steins Gate!\That again?\IBN 5100 Portable Computer.\This is it.\Is that right?\Um, could we borrow it? response:	Certainly.
context: It's fate.\The choice of Steins Gate!\That again?\IBN 5100 Portable Computer.\This is it.\Is that right?\Um, could we borrow it?\Certainly. response:	Thank you.
context: The choice of Steins Gate!\That again?\IBN 5100 Portable Computer.\This is it.\Is that right?\Um, could we borrow it?\Certainly.\Thank you. response:	We're carrying this back! Help me!
context: That again?\IBN 5100 Portable Computer.\This is it.\Is that right?\Um, could we borrow it?\Certainly.\Thank you.\We're carrying this back! Help me! response:	But I refuse.
context: IBN 5100 Portable Computer.\This is it.\Is that right?\Um, could we borrow it?\Certainly.\Thank you.\We're carrying this back! Help me!\But I refuse. response:	You're my assistant, Christina!
context: This is it.\Is that right?\Um, could we borrow it?\Certainly.\Thank you.\We're carrying this back! Help me!\But I refuse.\You're my assistant, Christina! response:	I'm not your assistant, and there's no -tina!
context: Is that right?\Um, could we borrow it?\Certainly.\Thank you.\We're carrying this back! Help me!\But I refuse.\You're my assistant, Christina!\I'm not your assistant, and there's no -tina! response:	I'll get a cart.
context: Um, could we borrow it?\Certainly.\Thank you.\We're carrying this back! Help me!\But I refuse.\You're my assistant, Christina!\I'm not your assistant, and there's no -tina!\I'll get a cart. response:	We couldn't ask you for that, after you lent this to us.
context: Certainly.\Thank you.\We're carrying this back! Help me!\But I refuse.\You're my assistant, Christina!\I'm not your assistant, and there's no -tina!\I'll get a cart.\We couldn't ask you for that, after you lent this to us. response:	Hey, assistant!
context: Thank you.\We're carrying this back! Help me!\But I refuse.\You're my assistant, Christina!\I'm not your assistant, and there's no -tina!\I'll get a cart.\We couldn't ask you for that, after you lent this to us.\Hey, assistant! response:	Show some respect for others!
context: We're carrying this back! Help me!\But I refuse.\You're my assistant, Christina!\I'm not your assistant, and there's no -tina!\I'll get a cart.\We couldn't ask you for that, after you lent this to us.\Hey, assistant!\Show some respect for others! response:	Show some respect?
context: But I refuse.\You're my assistant, Christina!\I'm not your assistant, and there's no -tina!\I'll get a cart.\We couldn't ask you for that, after you lent this to us.\Hey, assistant!\Show some respect for others!\Show some respect? response:	You really just said that?
context: You're my assistant, Christina!\I'm not your assistant, and there's no -tina!\I'll get a cart.\We couldn't ask you for that, after you lent this to us.\Hey, assistant!\Show some respect for others!\Show some respect?\You really just said that? response:	You guys are good friends, huh?
context: I'm not your assistant, and there's no -tina!\I'll get a cart.\We couldn't ask you for that, after you lent this to us.\Hey, assistant!\Show some respect for others!\Show some respect?\You really just said that?\You guys are good friends, huh? response:	Be nice to Ruka, too.
context: I'll get a cart.\We couldn't ask you for that, after you lent this to us.\Hey, assistant!\Show some respect for others!\Show some respect?\You really just said that?\You guys are good friends, huh?\Be nice to Ruka, too. response:	Yes, please.
context: We couldn't ask you for that, after you lent this to us.\Hey, assistant!\Show some respect for others!\Show some respect?\You really just said that?\You guys are good friends, huh?\Be nice to Ruka, too.\Yes, please. response:	Wait just a moment.
context: Hey, assistant!\Show some respect for others!\Show some respect?\You really just said that?\You guys are good friends, huh?\Be nice to Ruka, too.\Yes, please.\Wait just a moment. response:	You have a nice father.
context: Show some respect for others!\Show some respect?\You really just said that?\You guys are good friends, huh?\Be nice to Ruka, too.\Yes, please.\Wait just a moment.\You have a nice father. response:	You think so?
context: Show some respect?\You really just said that?\You guys are good friends, huh?\Be nice to Ruka, too.\Yes, please.\Wait just a moment.\You have a nice father.\You think so? response:	I don't want to make the same mistake as my father!
context: You really just said that?\You guys are good friends, huh?\Be nice to Ruka, too.\Yes, please.\Wait just a moment.\You have a nice father.\You think so?\I don't want to make the same mistake as my father! response:	What?
context: You guys are good friends, huh?\Be nice to Ruka, too.\Yes, please.\Wait just a moment.\You have a nice father.\You think so?\I don't want to make the same mistake as my father!\What? response:	Nothing.
context: Be nice to Ruka, too.\Yes, please.\Wait just a moment.\You have a nice father.\You think so?\I don't want to make the same mistake as my father!\What?\Nothing. response:	I'm sorry!
context: Yes, please.\Wait just a moment.\You have a nice father.\You think so?\I don't want to make the same mistake as my father!\What?\Nothing.\I'm sorry! response:	The cart is broken.
context: Wait just a moment.\You have a nice father.\You think so?\I don't want to make the same mistake as my father!\What?\Nothing.\I'm sorry!\The cart is broken. response:	Why do I have to do this with you?
context: You have a nice father.\You think so?\I don't want to make the same mistake as my father!\What?\Nothing.\I'm sorry!\The cart is broken.\Why do I have to do this with you? response:	Shut up and carry it.
context: You think so?\I don't want to make the same mistake as my father!\What?\Nothing.\I'm sorry!\The cart is broken.\Why do I have to do this with you?\Shut up and carry it. response:	We've got a long way to go.
context: I don't want to make the same mistake as my father!\What?\Nothing.\I'm sorry!\The cart is broken.\Why do I have to do this with you?\Shut up and carry it.\We've got a long way to go. response:	Hey...
context: What?\Nothing.\I'm sorry!\The cart is broken.\Why do I have to do this with you?\Shut up and carry it.\We've got a long way to go.\Hey... response:	What?
context: Nothing.\I'm sorry!\The cart is broken.\Why do I have to do this with you?\Shut up and carry it.\We've got a long way to go.\Hey...\What? response:	It's nothing!
