context: Japanese language: Zero. response:	Math: Zero.
context: I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can\What?\You can't just push random buttons!\W-Wait!\If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold.\You're walking the same path I did. response:	I already told you, I can do it!
context: As long as I explain it to her, I'm sure even Shiina-san can\What?\You can't just push random buttons!\W-Wait!\If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold.\You're walking the same path I did.\I already told you, I can do it! response:	You saw, didn't you?!
context: What?\You can't just push random buttons!\W-Wait!\If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold.\You're walking the same path I did.\I already told you, I can do it!\You saw, didn't you?! response:	I didn't see!
context: You can't just push random buttons!\W-Wait!\If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold.\You're walking the same path I did.\I already told you, I can do it!\You saw, didn't you?!\I didn't see! response:	I didn't see anything!
context: W-Wait!\If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold.\You're walking the same path I did.\I already told you, I can do it!\You saw, didn't you?!\I didn't see!\I didn't see anything! response:	Liar! You have the look of someone who saw!
context: If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold.\You're walking the same path I did.\I already told you, I can do it!\You saw, didn't you?!\I didn't see!\I didn't see anything!\Liar! You have the look of someone who saw! response:	And what kind of look is that?!
context: Nanami, you're going to catch a cold.\You're walking the same path I did.\I already told you, I can do it!\You saw, didn't you?!\I didn't see!\I didn't see anything!\Liar! You have the look of someone who saw!\And what kind of look is that?! response:	Sorata.
context: You're walking the same path I did.\I already told you, I can do it!\You saw, didn't you?!\I didn't see!\I didn't see anything!\Liar! You have the look of someone who saw!\And what kind of look is that?!\Sorata. response:	What's up?
context: I already told you, I can do it!\You saw, didn't you?!\I didn't see!\I didn't see anything!\Liar! You have the look of someone who saw!\And what kind of look is that?!\Sorata.\What's up? response:	Fold these.
context: You saw, didn't you?!\I didn't see!\I didn't see anything!\Liar! You have the look of someone who saw!\And what kind of look is that?!\Sorata.\What's up?\Fold these. response:	No! Don't ask boys to do things like that!
context: I didn't see!\I didn't see anything!\Liar! You have the look of someone who saw!\And what kind of look is that?!\Sorata.\What's up?\Fold these.\No! Don't ask boys to do things like that! response:	Don't help her!
context: I didn't see anything!\Liar! You have the look of someone who saw!\And what kind of look is that?!\Sorata.\What's up?\Fold these.\No! Don't ask boys to do things like that!\Don't help her! response:	O-Okay...
context: Liar! You have the look of someone who saw!\And what kind of look is that?!\Sorata.\What's up?\Fold these.\No! Don't ask boys to do things like that!\Don't help her!\O-Okay... response:	Huh? What's that?
context: And what kind of look is that?!\Sorata.\What's up?\Fold these.\No! Don't ask boys to do things like that!\Don't help her!\O-Okay...\Huh? What's that? response:	Oh, it's my game pitch.
context: Sorata.\What's up?\Fold these.\No! Don't ask boys to do things like that!\Don't help her!\O-Okay...\Huh? What's that?\Oh, it's my game pitch. response:	I've been writing it over summer break,
context: What's up?\Fold these.\No! Don't ask boys to do things like that!\Don't help her!\O-Okay...\Huh? What's that?\Oh, it's my game pitch.\I've been writing it over summer break, response:	and I was thinking of submitting it to a development audition.
context: Fold these.\No! Don't ask boys to do things like that!\Don't help her!\O-Okay...\Huh? What's that?\Oh, it's my game pitch.\I've been writing it over summer break,\and I was thinking of submitting it to a development audition. response:	Kanda-kun, you...
context: No! Don't ask boys to do things like that!\Don't help her!\O-Okay...\Huh? What's that?\Oh, it's my game pitch.\I've been writing it over summer break,\and I was thinking of submitting it to a development audition.\Kanda-kun, you... response:	Sorata, here.
context: Don't help her!\O-Okay...\Huh? What's that?\Oh, it's my game pitch.\I've been writing it over summer break,\and I was thinking of submitting it to a development audition.\Kanda-kun, you...\Sorata, here. response:	Then, it's even more important that you don't!
context: O-Okay...\Huh? What's that?\Oh, it's my game pitch.\I've been writing it over summer break,\and I was thinking of submitting it to a development audition.\Kanda-kun, you...\Sorata, here.\Then, it's even more important that you don't! response:	You'll get in Kanda-kun's way!
context: Huh? What's that?\Oh, it's my game pitch.\I've been writing it over summer break,\and I was thinking of submitting it to a development audition.\Kanda-kun, you...\Sorata, here.\Then, it's even more important that you don't!\You'll get in Kanda-kun's way! response:	What?
context: Oh, it's my game pitch.\I've been writing it over summer break,\and I was thinking of submitting it to a development audition.\Kanda-kun, you...\Sorata, here.\Then, it's even more important that you don't!\You'll get in Kanda-kun's way!\What? response:	H-Hey, Shiina-san.
context: I've been writing it over summer break,\and I was thinking of submitting it to a development audition.\Kanda-kun, you...\Sorata, here.\Then, it's even more important that you don't!\You'll get in Kanda-kun's way!\What?\H-Hey, Shiina-san. response:	When it comes down to it, Aoyama and Shiina...
context: and I was thinking of submitting it to a development audition.\Kanda-kun, you...\Sorata, here.\Then, it's even more important that you don't!\You'll get in Kanda-kun's way!\What?\H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina... response:	look like they're getting along.
context: Kanda-kun, you...\Sorata, here.\Then, it's even more important that you don't!\You'll get in Kanda-kun's way!\What?\H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina...\look like they're getting along. response:	Maybe girls really do get along better with other girls.
context: Sorata, here.\Then, it's even more important that you don't!\You'll get in Kanda-kun's way!\What?\H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina...\look like they're getting along.\Maybe girls really do get along better with other girls. response:	Well, thanks to her,
context: Then, it's even more important that you don't!\You'll get in Kanda-kun's way!\What?\H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina...\look like they're getting along.\Maybe girls really do get along better with other girls.\Well, thanks to her, response:	I finished my pitch sooner than I expected.
context: You'll get in Kanda-kun's way!\What?\H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina...\look like they're getting along.\Maybe girls really do get along better with other girls.\Well, thanks to her,\I finished my pitch sooner than I expected. response:	Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.
context: What?\H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina...\look like they're getting along.\Maybe girls really do get along better with other girls.\Well, thanks to her,\I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. response:	Ah, there he is.
context: H-Hey, Shiina-san.\When it comes down to it, Aoyama and Shiina...\look like they're getting along.\Maybe girls really do get along better with other girls.\Well, thanks to her,\I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is. response:	Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?
context: When it comes down to it, Aoyama and Shiina...\look like they're getting along.\Maybe girls really do get along better with other girls.\Well, thanks to her,\I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think? response:	Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.
context: look like they're getting along.\Maybe girls really do get along better with other girls.\Well, thanks to her,\I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. response:	Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.
context: Maybe girls really do get along better with other girls.\Well, thanks to her,\I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. response:	Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.
context: Well, thanks to her,\I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush. response:	I will explain things in very simple terms so that
context: I finished my pitch sooner than I expected.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that response:	even your disappointment of a brain can understand.
context: Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it.\Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that\even your disappointment of a brain can understand. response:	You must first establish your concept, your target, and the benefits,
context: Ah, there he is.\Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that\even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits, response:	I'm not sure that first sentence was necessary.
context: Kanda Sorata : How does this look for a pitch? Akasaka Ryunosuke : I just finished reading it. Kanda Sorata : What did you think?\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that\even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary. response:	explaining your content as clearly as possible.
context: Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that\even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary.\explaining your content as clearly as possible. response:	Concept
context: Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening.\Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that\even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary.\explaining your content as clearly as possible.\Concept response:	Your concept is how you plan to invoke...
context: Akasaka Ryunosuke : I will say that your idea is interesting. Akasaka Ryunosuke : In all honesty, in terms of form, it's nowhere near good enough for the audition. Akasaka Ryunosuke : It definitely won't make it past screening. Kanda Sorata : You sure don't beat around the bush.\I will explain things in very simple terms so that\even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary.\explaining your content as clearly as possible.\Concept\Your concept is how you plan to invoke... response:	the kind of enjoyment you're aiming for.
context: I will explain things in very simple terms so that\even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary.\explaining your content as clearly as possible.\Concept\Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for. response:	Target
context: even your disappointment of a brain can understand.\You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary.\explaining your content as clearly as possible.\Concept\Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for.\Target response:	Your target is the age and sex of your intended audience.
context: You must first establish your concept, your target, and the benefits,\I'm not sure that first sentence was necessary.\explaining your content as clearly as possible.\Concept\Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for.\Target\Your target is the age and sex of your intended audience. response:	H-Hold up.
context: I'm not sure that first sentence was necessary.\explaining your content as clearly as possible.\Concept\Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for.\Target\Your target is the age and sex of your intended audience.\H-Hold up. response:	The benefits are...
context: explaining your content as clearly as possible.\Concept\Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for.\Target\Your target is the age and sex of your intended audience.\H-Hold up.\The benefits are... response:	I can't take this all in at once!
context: Concept\Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for.\Target\Your target is the age and sex of your intended audience.\H-Hold up.\The benefits are...\I can't take this all in at once! response:	I'm outlining the most basic of basic elements here.
context: Your concept is how you plan to invoke...\the kind of enjoyment you're aiming for.\Target\Your target is the age and sex of your intended audience.\H-Hold up.\The benefits are...\I can't take this all in at once!\I'm outlining the most basic of basic elements here. response:	Is even this too difficult for you, Sorata-sama?
context: the kind of enjoyment you're aiming for.\Target\Your target is the age and sex of your intended audience.\H-Hold up.\The benefits are...\I can't take this all in at once!\I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama? response:	You don't need to phrase it like that.
context: Target\Your target is the age and sex of your intended audience.\H-Hold up.\The benefits are...\I can't take this all in at once!\I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that. response:	Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.
context: Your target is the age and sex of your intended audience.\H-Hold up.\The benefits are...\I can't take this all in at once!\I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this. response:	Akasaka Ryunosuke : You're naive.
context: H-Hold up.\The benefits are...\I can't take this all in at once!\I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive. response:	Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.
context: The benefits are...\I can't take this all in at once!\I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. response:	Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.
context: I can't take this all in at once!\I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. response:	Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.
context: I'm outlining the most basic of basic elements here.\Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game. response:	How much more salt are you going to rub in the wound?!
context: Is even this too difficult for you, Sorata-sama?\You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?! response:	Akasaka Ryunosuke : Oh, and one more thing...
context: You don't need to phrase it like that.\Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing... response:	Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.
context: Kanda Sorata : You're as technical as I'd expect someone who actually works in the game industry to be. Kanda Sorata : To be honest, I may have underestimated this.\Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. response:	Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.
context: Akasaka Ryunosuke : You're naive.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. response:	Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.
context: Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. response:	Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.
context: Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games.\Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out. response:	In other words, it's a complete failure...
context: Akasaka Ryunosuke : You're naive. Akasaka Ryunosuke : Stop thinking like a high school student. Akasaka Ryunosuke : The people evaluating your work are adults who make hundreds of millions of yen on games. Akasaka Ryunosuke : This isn't a kids' game.\How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure... response:	Concept Enjoyment Plan Target Target Age Target Sex
context: How much more salt are you going to rub in the wound?!\Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex response:	Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?
