context: Ah, yes, that way, please. response:	Be careful.
context: And you want to swap ways to be saved, right?\Oh, it's a simple story.\A story about the ghosts they call Lemures.\We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures. response:	I want you to consider once again what it means
context: Oh, it's a simple story.\A story about the ghosts they call Lemures.\We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures.\I want you to consider once again what it means response:	to call yourselves ghosts.
context: A story about the ghosts they call Lemures.\We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures.\I want you to consider once again what it means\to call yourselves ghosts. response:	We are no longer afraid of death,
context: We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures.\I want you to consider once again what it means\to call yourselves ghosts.\We are no longer afraid of death, response:	because we have become ghosts while still alive.
context: All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures.\I want you to consider once again what it means\to call yourselves ghosts.\We are no longer afraid of death,\because we have become ghosts while still alive. response:	So, in order to be spared...
context: Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures.\I want you to consider once again what it means\to call yourselves ghosts.\We are no longer afraid of death,\because we have become ghosts while still alive.\So, in order to be spared... response:	What are you supposed to do again, Miria?
context: and ultimately become one with Huey, who has obtained eternal life!\We are the Lemures.\I want you to consider once again what it means\to call yourselves ghosts.\We are no longer afraid of death,\because we have become ghosts while still alive.\So, in order to be spared...\What are you supposed to do again, Miria? response:	I don't know.
context: We are the Lemures.\I want you to consider once again what it means\to call yourselves ghosts.\We are no longer afraid of death,\because we have become ghosts while still alive.\So, in order to be spared...\What are you supposed to do again, Miria?\I don't know. response:	This is the first time I'm hearing about this, too.
context: I want you to consider once again what it means\to call yourselves ghosts.\We are no longer afraid of death,\because we have become ghosts while still alive.\So, in order to be spared...\What are you supposed to do again, Miria?\I don't know.\This is the first time I'm hearing about this, too. response:	O-o-oh, no!
context: to call yourselves ghosts.\We are no longer afraid of death,\because we have become ghosts while still alive.\So, in order to be spared...\What are you supposed to do again, Miria?\I don't know.\This is the first time I'm hearing about this, too.\O-o-oh, no! response:	I've heard the story.
context: We are no longer afraid of death,\because we have become ghosts while still alive.\So, in order to be spared...\What are you supposed to do again, Miria?\I don't know.\This is the first time I'm hearing about this, too.\O-o-oh, no!\I've heard the story. response:	R-Really?
context: because we have become ghosts while still alive.\So, in order to be spared...\What are you supposed to do again, Miria?\I don't know.\This is the first time I'm hearing about this, too.\O-o-oh, no!\I've heard the story.\R-Really? response:	Yeah.
context: So, in order to be spared...\What are you supposed to do again, Miria?\I don't know.\This is the first time I'm hearing about this, too.\O-o-oh, no!\I've heard the story.\R-Really?\Yeah. response:	From the young conductor on this train, as I recall.
context: What are you supposed to do again, Miria?\I don't know.\This is the first time I'm hearing about this, too.\O-o-oh, no!\I've heard the story.\R-Really?\Yeah.\From the young conductor on this train, as I recall. response:	Isaac- san! I-I'm going to go ask him right now how to be saved!
context: I don't know.\This is the first time I'm hearing about this, too.\O-o-oh, no!\I've heard the story.\R-Really?\Yeah.\From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved! response:	Sorry, he's a bit of a scaredy-cat.
context: This is the first time I'm hearing about this, too.\O-o-oh, no!\I've heard the story.\R-Really?\Yeah.\From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat. response:	Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?
context: O-o-oh, no!\I've heard the story.\R-Really?\Yeah.\From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier? response:	Why did I give my real name out earlier?
context: I've heard the story.\R-Really?\Yeah.\From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier? response:	Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?
context: R-Really?\Yeah.\From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier? response:	Why did I give my real name out earlier?
context: Yeah.\From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier? response:	Well, we'll have to let him win later. Why did I give my real name out earlier?
context: From the young conductor on this train, as I recall.\Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier? response:	Well, we'll have to let him win later.
context: Isaac- san! I-I'm going to go ask him right now how to be saved!\Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later. response:	Well, we'll have to let him win later. Is there an immortal among them?
context: Sorry, he's a bit of a scaredy-cat.\Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them? response:	Is there an immortal among them?
context: Sorry, he's a bit of a scaredy-cat. Why did I give my real name out earlier?\Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them? response:	Yeah! Let's let him win a round! Is there an immortal among them?
context: Why did I give my real name out earlier?\Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them? response:	Yeah! Let's let him win a round!
context: Jacuzzi is a hell of a guy, huh, Miria? Why did I give my real name out earlier?\Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round! response:	Yeah! Let's let him win a round! It's scary, huh, Czes- kun?
context: Why did I give my real name out earlier?\Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun? response:	It's scary, huh, Czes- kun?
context: Well, we'll have to let him win later. Why did I give my real name out earlier?\Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun? response:	Just one round, Isaac? It's scary, huh, Czes- kun?
context: Well, we'll have to let him win later.\Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun? response:	Just one round, Isaac?
context: Well, we'll have to let him win later. Is there an immortal among them?\Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac? response:	Just one round, Isaac? Huh? Oh, you're right.
context: Is there an immortal among them?\Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right. response:	Huh? Oh, you're right.
context: Yeah! Let's let him win a round! Is there an immortal among them?\Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right. response:	Okay, two rounds? Huh? Oh, you're right.
context: Yeah! Let's let him win a round!\Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right. response:	There was a great leader among the ghosts.
context: Yeah! Let's let him win a round! It's scary, huh, Czes- kun?\It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts. response:	But the United States government arrested that man,
context: It's scary, huh, Czes- kun?\Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts.\But the United States government arrested that man, response:	and is trying to keep it all hushed up.
context: Just one round, Isaac? It's scary, huh, Czes- kun?\Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts.\But the United States government arrested that man,\and is trying to keep it all hushed up. response:	This is a rite, to bring our great teacher back to us again.
context: Just one round, Isaac?\Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts.\But the United States government arrested that man,\and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again. response:	This train is our altar,
context: Just one round, Isaac? Huh? Oh, you're right.\Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts.\But the United States government arrested that man,\and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again.\This train is our altar, response:	and the passengers are no more than sacrifices.
context: Huh? Oh, you're right.\Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts.\But the United States government arrested that man,\and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again.\This train is our altar,\and the passengers are no more than sacrifices. response:	Do not forget that.
context: Okay, two rounds? Huh? Oh, you're right.\There was a great leader among the ghosts.\But the United States government arrested that man,\and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again.\This train is our altar,\and the passengers are no more than sacrifices.\Do not forget that. response:	Whoa.
context: There was a great leader among the ghosts.\But the United States government arrested that man,\and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again.\This train is our altar,\and the passengers are no more than sacrifices.\Do not forget that.\Whoa. response:	What's the matter, Jacuzzi? What's the rush?
context: But the United States government arrested that man,\and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again.\This train is our altar,\and the passengers are no more than sacrifices.\Do not forget that.\Whoa.\What's the matter, Jacuzzi? What's the rush? response:	Oh, it's terrible! This train just might vanish!
context: and is trying to keep it all hushed up.\This is a rite, to bring our great teacher back to us again.\This train is our altar,\and the passengers are no more than sacrifices.\Do not forget that.\Whoa.\What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish! response:	So I have to get to the conductor!
context: This is a rite, to bring our great teacher back to us again.\This train is our altar,\and the passengers are no more than sacrifices.\Do not forget that.\Whoa.\What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish!\So I have to get to the conductor! response:	So then, the remaining ghosts had an idea.
context: This train is our altar,\and the passengers are no more than sacrifices.\Do not forget that.\Whoa.\What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish!\So I have to get to the conductor!\So then, the remaining ghosts had an idea. response:	They would take some passengers hostage, including the family of a senator,
context: and the passengers are no more than sacrifices.\Do not forget that.\Whoa.\What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish!\So I have to get to the conductor!\So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator, response:	and demand that their leader be freed.
context: Do not forget that.\Whoa.\What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish!\So I have to get to the conductor!\So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed. response:	Our great teacher, Huey,
context: Whoa.\What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish!\So I have to get to the conductor!\So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed.\Our great teacher, Huey, response:	is going to be questioned by the judiciary in New York tomorrow.
context: What's the matter, Jacuzzi? What's the rush?\Oh, it's terrible! This train just might vanish!\So I have to get to the conductor!\So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed.\Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow. response:	And so, this train has been chosen to be a sacrifice for our teacher!
context: Oh, it's terrible! This train just might vanish!\So I have to get to the conductor!\So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed.\Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher! response:	Have faith that our actions
context: So I have to get to the conductor!\So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed.\Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions response:	will lead to the release and rescue of our captive Master Huey!
context: So then, the remaining ghosts had an idea.\They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed.\Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions\will lead to the release and rescue of our captive Master Huey! response:	Be right back.
context: They would take some passengers hostage, including the family of a senator,\and demand that their leader be freed.\Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions\will lead to the release and rescue of our captive Master Huey!\Be right back. response:	Watch it, you little brat!
context: and demand that their leader be freed.\Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions\will lead to the release and rescue of our captive Master Huey!\Be right back.\Watch it, you little brat! response:	S-Sorry! Excuse me.
context: Our great teacher, Huey,\is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions\will lead to the release and rescue of our captive Master Huey!\Be right back.\Watch it, you little brat!\S-Sorry! Excuse me. response:	The train is in trouble!
context: is going to be questioned by the judiciary in New York tomorrow.\And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions\will lead to the release and rescue of our captive Master Huey!\Be right back.\Watch it, you little brat!\S-Sorry! Excuse me.\The train is in trouble! response:	T-That's why I have to get to the conductor's compartment!
context: And so, this train has been chosen to be a sacrifice for our teacher!\Have faith that our actions\will lead to the release and rescue of our captive Master Huey!\Be right back.\Watch it, you little brat!\S-Sorry! Excuse me.\The train is in trouble!\T-That's why I have to get to the conductor's compartment! response:	Anyhow, I'm sorry!
context: Have faith that our actions\will lead to the release and rescue of our captive Master Huey!\Be right back.\Watch it, you little brat!\S-Sorry! Excuse me.\The train is in trouble!\T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry! response:	Wasn't that...
context: will lead to the release and rescue of our captive Master Huey!\Be right back.\Watch it, you little brat!\S-Sorry! Excuse me.\The train is in trouble!\T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry!\Wasn't that... response:	I'm sure of it.
context: Be right back.\Watch it, you little brat!\S-Sorry! Excuse me.\The train is in trouble!\T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry!\Wasn't that...\I'm sure of it. response:	Now then, as for the all-important way to be spared...
context: Watch it, you little brat!\S-Sorry! Excuse me.\The train is in trouble!\T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry!\Wasn't that...\I'm sure of it.\Now then, as for the all-important way to be spared... response:	Everyone who heard this story died right away.
context: S-Sorry! Excuse me.\The train is in trouble!\T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry!\Wasn't that...\I'm sure of it.\Now then, as for the all-important way to be spared...\Everyone who heard this story died right away. response:	They say there wasn't a single way for any of them to be saved!
context: The train is in trouble!\T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry!\Wasn't that...\I'm sure of it.\Now then, as for the all-important way to be spared...\Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved! response:	Looking up at the starry sky that goes on forever, we sing
context: T-That's why I have to get to the conductor's compartment!\Anyhow, I'm sorry!\Wasn't that...\I'm sure of it.\Now then, as for the all-important way to be spared...\Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing response:	a melody of a dream we have of our limited eternity
context: Anyhow, I'm sorry!\Wasn't that...\I'm sure of it.\Now then, as for the all-important way to be spared...\Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity response:	The water of adoration, overflowing in our hearts
context: Wasn't that...\I'm sure of it.\Now then, as for the all-important way to be spared...\Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts response:	will reach someone in the distant future
context: I'm sure of it.\Now then, as for the all-important way to be spared...\Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future response:	I believe so
context: Now then, as for the all-important way to be spared...\Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so response:	Running through time prolonged,
context: Everyone who heard this story died right away.\They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged, response:	our voices calling out will someday become a great song
context: They say there wasn't a single way for any of them to be saved!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song response:	We can go on spinning our love
context: Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love response:	though it may still be such a tiny light now
context: a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now response:	Hey, Miria, what do you do to get ready for a party?
context: The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Hey, Miria, what do you do to get ready for a party? response:	First, you get people together.
context: will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Hey, Miria, what do you do to get ready for a party?\First, you get people together. response:	Then what?
context: I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Hey, Miria, what do you do to get ready for a party?\First, you get people together.\Then what? response:	Then you make a lot of noise!
context: Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Hey, Miria, what do you do to get ready for a party?\First, you get people together.\Then what?\Then you make a lot of noise! response:	Miria, that's not getting ready, that's the actual party.
context: our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Hey, Miria, what do you do to get ready for a party?\First, you get people together.\Then what?\Then you make a lot of noise!\Miria, that's not getting ready, that's the actual party. response:	Oh. Then, what do you do?
context: We can go on spinning our love\though it may still be such a tiny light now\Hey, Miria, what do you do to get ready for a party?\First, you get people together.\Then what?\Then you make a lot of noise!\Miria, that's not getting ready, that's the actual party.\Oh. Then, what do you do? response:	What do you do?
