context: Ryu! response:	So much force!
context: Yeah.\Take your time.\Was the receiving that bad?\So bad you're sighing?\No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker.\Equipment Room response:	Let's clean up fast.
context: Take your time.\Was the receiving that bad?\So bad you're sighing?\No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker.\Equipment Room\Let's clean up fast. response:	Yeah.
context: Was the receiving that bad?\So bad you're sighing?\No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker.\Equipment Room\Let's clean up fast.\Yeah. response:	Yamaguchi, put the balls over there.
context: So bad you're sighing?\No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker.\Equipment Room\Let's clean up fast.\Yeah.\Yamaguchi, put the balls over there. response:	Asahi-san.
context: No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker.\Equipment Room\Let's clean up fast.\Yeah.\Yamaguchi, put the balls over there.\Asahi-san. response:	I'm no ace,
context: Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker.\Equipment Room\Let's clean up fast.\Yeah.\Yamaguchi, put the balls over there.\Asahi-san.\I'm no ace, response:	but I can carve a path for the ace.
context: that it isn't easy being the picker.\Equipment Room\Let's clean up fast.\Yeah.\Yamaguchi, put the balls over there.\Asahi-san.\I'm no ace,\but I can carve a path for the ace. response:	I'll be the most formidable decoy.
context: Equipment Room\Let's clean up fast.\Yeah.\Yamaguchi, put the balls over there.\Asahi-san.\I'm no ace,\but I can carve a path for the ace.\I'll be the most formidable decoy. response:	A-although I can't do that without Kageyama's toss.
context: Let's clean up fast.\Yeah.\Yamaguchi, put the balls over there.\Asahi-san.\I'm no ace,\but I can carve a path for the ace.\I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss. response:	So...
context: Yeah.\Yamaguchi, put the balls over there.\Asahi-san.\I'm no ace,\but I can carve a path for the ace.\I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss.\So... response:	So... um...
context: Yamaguchi, put the balls over there.\Asahi-san.\I'm no ace,\but I can carve a path for the ace.\I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss.\So...\So... um... response:	Please do your best. No, that doesn't sound right.
context: Asahi-san.\I'm no ace,\but I can carve a path for the ace.\I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss.\So...\So... um...\Please do your best. No, that doesn't sound right. response:	Let's do our best together. That sounds kind of cocky...
context: I'm no ace,\but I can carve a path for the ace.\I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss.\So...\So... um...\Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky... response:	Hinata.
context: but I can carve a path for the ace.\I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss.\So...\So... um...\Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky...\Hinata. response:	That's your name, right? For the most part,
context: I'll be the most formidable decoy.\A-although I can't do that without Kageyama's toss.\So...\So... um...\Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky...\Hinata.\That's your name, right? For the most part, response:	the player in position to the left of the spiker is called ace.
context: A-although I can't do that without Kageyama's toss.\So...\So... um...\Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky...\Hinata.\That's your name, right? For the most part,\the player in position to the left of the spiker is called ace. response:	Like me and Tanaka...
context: So...\So... um...\Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky...\Hinata.\That's your name, right? For the most part,\the player in position to the left of the spiker is called ace.\Like me and Tanaka... response:	Yes.
context: So... um...\Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky...\Hinata.\That's your name, right? For the most part,\the player in position to the left of the spiker is called ace.\Like me and Tanaka...\Yes. response:	Blasting past a triple-block, handling the toss in a crucial place,
context: Please do your best. No, that doesn't sound right.\Let's do our best together. That sounds kind of cocky...\Hinata.\That's your name, right? For the most part,\the player in position to the left of the spiker is called ace.\Like me and Tanaka...\Yes.\Blasting past a triple-block, handling the toss in a crucial place, response:	those things certainly are the ace's job.
context: Let's do our best together. That sounds kind of cocky...\Hinata.\That's your name, right? For the most part,\the player in position to the left of the spiker is called ace.\Like me and Tanaka...\Yes.\Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job. response:	But with your speed and spring,
context: Hinata.\That's your name, right? For the most part,\the player in position to the left of the spiker is called ace.\Like me and Tanaka...\Yes.\Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job.\But with your speed and spring, response:	and with my toss, you can face any blocker.
context: That's your name, right? For the most part,\the player in position to the left of the spiker is called ace.\Like me and Tanaka...\Yes.\Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job.\But with your speed and spring,\and with my toss, you can face any blocker. response:	For a setter to say things like that to you...
context: the player in position to the left of the spiker is called ace.\Like me and Tanaka...\Yes.\Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job.\But with your speed and spring,\and with my toss, you can face any blocker.\For a setter to say things like that to you... response:	I think it's an amazingly awesome thing.
context: Like me and Tanaka...\Yes.\Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job.\But with your speed and spring,\and with my toss, you can face any blocker.\For a setter to say things like that to you...\I think it's an amazingly awesome thing. response:	Um... so... um... I dunno...
context: Yes.\Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job.\But with your speed and spring,\and with my toss, you can face any blocker.\For a setter to say things like that to you...\I think it's an amazingly awesome thing.\Um... so... um... I dunno... response:	but whatever your position is called,
context: Blasting past a triple-block, handling the toss in a crucial place,\those things certainly are the ace's job.\But with your speed and spring,\and with my toss, you can face any blocker.\For a setter to say things like that to you...\I think it's an amazingly awesome thing.\Um... so... um... I dunno...\but whatever your position is called, response:	I think the coolest player is the one who is most feared by the opposing team.
context: those things certainly are the ace's job.\But with your speed and spring,\and with my toss, you can face any blocker.\For a setter to say things like that to you...\I think it's an amazingly awesome thing.\Um... so... um... I dunno...\but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team. response:	Don't you?
context: But with your speed and spring,\and with my toss, you can face any blocker.\For a setter to say things like that to you...\I think it's an amazingly awesome thing.\Um... so... um... I dunno...\but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team.\Don't you? response:	That middle blocker is dangerous, be careful! That kind of thing.
context: and with my toss, you can face any blocker.\For a setter to say things like that to you...\I think it's an amazingly awesome thing.\Um... so... um... I dunno...\but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team.\Don't you?\That middle blocker is dangerous, be careful! That kind of thing. response:	Yeah, yeah.
context: For a setter to say things like that to you...\I think it's an amazingly awesome thing.\Um... so... um... I dunno...\but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team.\Don't you?\That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah. response:	I'll do my best, too.
context: I think it's an amazingly awesome thing.\Um... so... um... I dunno...\but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team.\Don't you?\That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah.\I'll do my best, too. response:	Yeah.
context: Um... so... um... I dunno...\but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team.\Don't you?\That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah.\I'll do my best, too.\Yeah. response:	Ofcourse, that's if they allow me back in as a regular.
context: but whatever your position is called,\I think the coolest player is the one who is most feared by the opposing team.\Don't you?\That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah.\I'll do my best, too.\Yeah.\Ofcourse, that's if they allow me back in as a regular. response:	Asahi, you're big but so cowardly.
context: I think the coolest player is the one who is most feared by the opposing team.\Don't you?\That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah.\I'll do my best, too.\Yeah.\Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly. response:	I think you've revived too, Suga.
context: Don't you?\That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah.\I'll do my best, too.\Yeah.\Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly.\I think you've revived too, Suga. response:	I'm sorry for all my whimpering and groaning and sniveling.
context: That middle blocker is dangerous, be careful! That kind of thing.\Yeah, yeah.\I'll do my best, too.\Yeah.\Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly.\I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling. response:	That's not what I meant...
context: Yeah, yeah.\I'll do my best, too.\Yeah.\Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly.\I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant... response:	We also have dependable Nishinoya back.
context: I'll do my best, too.\Yeah.\Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly.\I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant...\We also have dependable Nishinoya back. response:	Yeah.
context: Yeah.\Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly.\I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant...\We also have dependable Nishinoya back.\Yeah. response:	But don't knock the dean over ever again, okay?
context: Ofcourse, that's if they allow me back in as a regular.\Asahi, you're big but so cowardly.\I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant...\We also have dependable Nishinoya back.\Yeah.\But don't knock the dean over ever again, okay? response:	Which reminds me,
context: Asahi, you're big but so cowardly.\I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant...\We also have dependable Nishinoya back.\Yeah.\But don't knock the dean over ever again, okay?\Which reminds me, response:	a goofball wing-spiker, nominally our ace, has come back, too.
context: I think you've revived too, Suga.\I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant...\We also have dependable Nishinoya back.\Yeah.\But don't knock the dean over ever again, okay?\Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too. response:	All right. Let's huddle up and finish practice.
context: I'm sorry for all my whimpering and groaning and sniveling.\That's not what I meant...\We also have dependable Nishinoya back.\Yeah.\But don't knock the dean over ever again, okay?\Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice. response:	Karasuno...
context: That's not what I meant...\We also have dependable Nishinoya back.\Yeah.\But don't knock the dean over ever again, okay?\Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice.\Karasuno... response:	Fight.
context: We also have dependable Nishinoya back.\Yeah.\But don't knock the dean over ever again, okay?\Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice.\Karasuno...\Fight. response:	Yeah.
context: Yeah.\But don't knock the dean over ever again, okay?\Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice.\Karasuno...\Fight.\Yeah. response:	Next Episode Preview
context: But don't knock the dean over ever again, okay?\Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice.\Karasuno...\Fight.\Yeah.\Next Episode Preview response:	Training camp, at last.
context: Which reminds me,\a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice.\Karasuno...\Fight.\Yeah.\Next Episode Preview\Training camp, at last. response:	Yeah. Under the same roof with Kiyoko-san... Ryu!
context: a goofball wing-spiker, nominally our ace, has come back, too.\All right. Let's huddle up and finish practice.\Karasuno...\Fight.\Yeah.\Next Episode Preview\Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu! response:	Noya-san!
context: All right. Let's huddle up and finish practice.\Karasuno...\Fight.\Yeah.\Next Episode Preview\Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu!\Noya-san! response:	Ryu!
context: Karasuno...\Fight.\Yeah.\Next Episode Preview\Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu!\Noya-san!\Ryu! response:	Noya-san!
context: Fight.\Yeah.\Next Episode Preview\Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu!\Noya-san!\Ryu!\Noya-san! response:	Wh-What is going on?
context: Yeah.\Next Episode Preview\Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu!\Noya-san!\Ryu!\Noya-san!\Wh-What is going on? response:	Just ignore them.
context: Next Episode Preview\Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu!\Noya-san!\Ryu!\Noya-san!\Wh-What is going on?\Just ignore them. response:	Episode 11: Decision
context: Training camp, at last.\Yeah. Under the same roof with Kiyoko-san... Ryu!\Noya-san!\Ryu!\Noya-san!\Wh-What is going on?\Just ignore them.\Episode 11: Decision response:	Next episode of Haikyu!! Decision
