context: Higashinohashi High School response:	Well then, any suggestions for the cultural festival next month?
context: It was way too much for me to handle!\Too much?\Well, you know!\This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me!\Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival. response:	Can we really not stay like that?
context: Too much?\Well, you know!\This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me!\Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that? response:	It might be tough.
context: Well, you know!\This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me!\Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that?\It might be tough. response:	The guys want to make progress in their relationship with you.
context: This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me!\Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that?\It might be tough.\The guys want to make progress in their relationship with you. response:	There, there.
context: And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me!\Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that?\It might be tough.\The guys want to make progress in their relationship with you.\There, there. response:	Want something to drink?
context: It's impossible for me!\Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that?\It might be tough.\The guys want to make progress in their relationship with you.\There, there.\Want something to drink? response:	I'll go buy you something.
context: Calm down, Kae-chan.\It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that?\It might be tough.\The guys want to make progress in their relationship with you.\There, there.\Want something to drink?\I'll go buy you something. response:	Don't worry about coming back, just chill out here.
context: It was so much fun working with everyone to prepare for the festival.\Can we really not stay like that?\It might be tough.\The guys want to make progress in their relationship with you.\There, there.\Want something to drink?\I'll go buy you something.\Don't worry about coming back, just chill out here. response:	Igarashi-kun
context: Can we really not stay like that?\It might be tough.\The guys want to make progress in their relationship with you.\There, there.\Want something to drink?\I'll go buy you something.\Don't worry about coming back, just chill out here.\Igarashi-kun response:	Are you okay? Where are you?
context: It might be tough.\The guys want to make progress in their relationship with you.\There, there.\Want something to drink?\I'll go buy you something.\Don't worry about coming back, just chill out here.\Igarashi-kun\Are you okay? Where are you? response:	It's from Igarashi-kun.
context: The guys want to make progress in their relationship with you.\There, there.\Want something to drink?\I'll go buy you something.\Don't worry about coming back, just chill out here.\Igarashi-kun\Are you okay? Where are you?\It's from Igarashi-kun. response:	Maybe it was a bad idea to leave them all behind.
context: There, there.\Want something to drink?\I'll go buy you something.\Don't worry about coming back, just chill out here.\Igarashi-kun\Are you okay? Where are you?\It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind. response:	But, going back is hard, too.
context: Want something to drink?\I'll go buy you something.\Don't worry about coming back, just chill out here.\Igarashi-kun\Are you okay? Where are you?\It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind.\But, going back is hard, too. response:	Huh? There's no one around.
context: I'll go buy you something.\Don't worry about coming back, just chill out here.\Igarashi-kun\Are you okay? Where are you?\It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind.\But, going back is hard, too.\Huh? There's no one around. response:	Oh, look! Isn't it that girl?
context: Don't worry about coming back, just chill out here.\Igarashi-kun\Are you okay? Where are you?\It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind.\But, going back is hard, too.\Huh? There's no one around.\Oh, look! Isn't it that girl? response:	It is!
context: Igarashi-kun\Are you okay? Where are you?\It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind.\But, going back is hard, too.\Huh? There's no one around.\Oh, look! Isn't it that girl?\It is! response:	I was just looking at this flyer and thinking about going.
context: Are you okay? Where are you?\It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind.\But, going back is hard, too.\Huh? There's no one around.\Oh, look! Isn't it that girl?\It is!\I was just looking at this flyer and thinking about going. response:	Lucky!
context: It's from Igarashi-kun.\Maybe it was a bad idea to leave them all behind.\But, going back is hard, too.\Huh? There's no one around.\Oh, look! Isn't it that girl?\It is!\I was just looking at this flyer and thinking about going.\Lucky! response:	What's your name?
context: Maybe it was a bad idea to leave them all behind.\But, going back is hard, too.\Huh? There's no one around.\Oh, look! Isn't it that girl?\It is!\I was just looking at this flyer and thinking about going.\Lucky!\What's your name? response:	Wh-What's with these guys?
context: But, going back is hard, too.\Huh? There's no one around.\Oh, look! Isn't it that girl?\It is!\I was just looking at this flyer and thinking about going.\Lucky!\What's your name?\Wh-What's with these guys? response:	Oh, no.
context: Huh? There's no one around.\Oh, look! Isn't it that girl?\It is!\I was just looking at this flyer and thinking about going.\Lucky!\What's your name?\Wh-What's with these guys?\Oh, no. response:	I-I'm going back now. I have work to do...
context: Oh, look! Isn't it that girl?\It is!\I was just looking at this flyer and thinking about going.\Lucky!\What's your name?\Wh-What's with these guys?\Oh, no.\I-I'm going back now. I have work to do... response:	Come on, don't be like that.
context: It is!\I was just looking at this flyer and thinking about going.\Lucky!\What's your name?\Wh-What's with these guys?\Oh, no.\I-I'm going back now. I have work to do...\Come on, don't be like that. response:	Let's have some service.
context: I was just looking at this flyer and thinking about going.\Lucky!\What's your name?\Wh-What's with these guys?\Oh, no.\I-I'm going back now. I have work to do...\Come on, don't be like that.\Let's have some service. response:	Let go of me!
context: Lucky!\What's your name?\Wh-What's with these guys?\Oh, no.\I-I'm going back now. I have work to do...\Come on, don't be like that.\Let's have some service.\Let go of me! response:	Wh-What the hell are you doing?!
context: What's your name?\Wh-What's with these guys?\Oh, no.\I-I'm going back now. I have work to do...\Come on, don't be like that.\Let's have some service.\Let go of me!\Wh-What the hell are you doing?! response:	I'm sorry! It wasn't on purpose!
context: Wh-What's with these guys?\Oh, no.\I-I'm going back now. I have work to do...\Come on, don't be like that.\Let's have some service.\Let go of me!\Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose! response:	Wait!
context: Oh, no.\I-I'm going back now. I have work to do...\Come on, don't be like that.\Let's have some service.\Let go of me!\Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose!\Wait! response:	Don't run away!
context: I-I'm going back now. I have work to do...\Come on, don't be like that.\Let's have some service.\Let go of me!\Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose!\Wait!\Don't run away! response:	H-How did things end up like this?
context: Come on, don't be like that.\Let's have some service.\Let go of me!\Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose!\Wait!\Don't run away!\H-How did things end up like this? response:	I hate this! I'm scared!
context: Let's have some service.\Let go of me!\Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose!\Wait!\Don't run away!\H-How did things end up like this?\I hate this! I'm scared! response:	Jeez! Stop running!
context: Let go of me!\Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose!\Wait!\Don't run away!\H-How did things end up like this?\I hate this! I'm scared!\Jeez! Stop running! response:	No!
context: Wh-What the hell are you doing?!\I'm sorry! It wasn't on purpose!\Wait!\Don't run away!\H-How did things end up like this?\I hate this! I'm scared!\Jeez! Stop running!\No! response:	Help me!
context: I'm sorry! It wasn't on purpose!\Wait!\Don't run away!\H-How did things end up like this?\I hate this! I'm scared!\Jeez! Stop running!\No!\Help me! response:	Hey!
context: Wait!\Don't run away!\H-How did things end up like this?\I hate this! I'm scared!\Jeez! Stop running!\No!\Help me!\Hey! response:	What are you
context: Don't run away!\H-How did things end up like this?\I hate this! I'm scared!\Jeez! Stop running!\No!\Help me!\Hey!\What are you response:	That's my line!
context: H-How did things end up like this?\I hate this! I'm scared!\Jeez! Stop running!\No!\Help me!\Hey!\What are you\That's my line! response:	Nana! Behind you!
context: I hate this! I'm scared!\Jeez! Stop running!\No!\Help me!\Hey!\What are you\That's my line!\Nana! Behind you! response:	You think you're funny?
context: Jeez! Stop running!\No!\Help me!\Hey!\What are you\That's my line!\Nana! Behind you!\You think you're funny? response:	I'm gonna kill you!
context: No!\Help me!\Hey!\What are you\That's my line!\Nana! Behind you!\You think you're funny?\I'm gonna kill you! response:	What's all the ruckus about?
context: Help me!\Hey!\What are you\That's my line!\Nana! Behind you!\You think you're funny?\I'm gonna kill you!\What's all the ruckus about? response:	Are you with them?!
context: Hey!\What are you\That's my line!\Nana! Behind you!\You think you're funny?\I'm gonna kill you!\What's all the ruckus about?\Are you with them?! response:	Come on, cut that out.
context: What are you\That's my line!\Nana! Behind you!\You think you're funny?\I'm gonna kill you!\What's all the ruckus about?\Are you with them?!\Come on, cut that out. response:	It's a fight! A fight!
context: That's my line!\Nana! Behind you!\You think you're funny?\I'm gonna kill you!\What's all the ruckus about?\Are you with them?!\Come on, cut that out.\It's a fight! A fight! response:	How did this happen?
context: Nana! Behind you!\You think you're funny?\I'm gonna kill you!\What's all the ruckus about?\Are you with them?!\Come on, cut that out.\It's a fight! A fight!\How did this happen? response:	Why did things turn out this way?
context: You think you're funny?\I'm gonna kill you!\What's all the ruckus about?\Are you with them?!\Come on, cut that out.\It's a fight! A fight!\How did this happen?\Why did things turn out this way? response:	I don't want this at all.
context: I'm gonna kill you!\What's all the ruckus about?\Are you with them?!\Come on, cut that out.\It's a fight! A fight!\How did this happen?\Why did things turn out this way?\I don't want this at all. response:	Um. Can you just
context: What's all the ruckus about?\Are you with them?!\Come on, cut that out.\It's a fight! A fight!\How did this happen?\Why did things turn out this way?\I don't want this at all.\Um. Can you just response:	Asshole!
context: Are you with them?!\Come on, cut that out.\It's a fight! A fight!\How did this happen?\Why did things turn out this way?\I don't want this at all.\Um. Can you just\Asshole! response:	For heaven's sake...
context: Come on, cut that out.\It's a fight! A fight!\How did this happen?\Why did things turn out this way?\I don't want this at all.\Um. Can you just\Asshole!\For heaven's sake... response:	Knock it off!
context: It's a fight! A fight!\How did this happen?\Why did things turn out this way?\I don't want this at all.\Um. Can you just\Asshole!\For heaven's sake...\Knock it off! response:	I'm fed up. This is impossible.
context: How did this happen?\Why did things turn out this way?\I don't want this at all.\Um. Can you just\Asshole!\For heaven's sake...\Knock it off!\I'm fed up. This is impossible. response:	Real life is just... is just...
context: Why did things turn out this way?\I don't want this at all.\Um. Can you just\Asshole!\For heaven's sake...\Knock it off!\I'm fed up. This is impossible.\Real life is just... is just... response:	A shitty game!
context: I don't want this at all.\Um. Can you just\Asshole!\For heaven's sake...\Knock it off!\I'm fed up. This is impossible.\Real life is just... is just...\A shitty game! response:	Scream
context: Um. Can you just\Asshole!\For heaven's sake...\Knock it off!\I'm fed up. This is impossible.\Real life is just... is just...\A shitty game!\Scream response:	Social Studies Material Room
context: Asshole!\For heaven's sake...\Knock it off!\I'm fed up. This is impossible.\Real life is just... is just...\A shitty game!\Scream\Social Studies Material Room response:	History Club Exhibit Edo Castle Land
context: For heaven's sake...\Knock it off!\I'm fed up. This is impossible.\Real life is just... is just...\A shitty game!\Scream\Social Studies Material Room\History Club Exhibit Edo Castle Land response:	Uh... Um...
context: Knock it off!\I'm fed up. This is impossible.\Real life is just... is just...\A shitty game!\Scream\Social Studies Material Room\History Club Exhibit Edo Castle Land\Uh... Um... response:	I'm so sorry about what happened in the haunted house.
context: I'm fed up. This is impossible.\Real life is just... is just...\A shitty game!\Scream\Social Studies Material Room\History Club Exhibit Edo Castle Land\Uh... Um...\I'm so sorry about what happened in the haunted house. response:	It really was an accident, though!
context: Real life is just... is just...\A shitty game!\Scream\Social Studies Material Room\History Club Exhibit Edo Castle Land\Uh... Um...\I'm so sorry about what happened in the haunted house.\It really was an accident, though! response:	That really shocked me.
context: A shitty game!\Scream\Social Studies Material Room\History Club Exhibit Edo Castle Land\Uh... Um...\I'm so sorry about what happened in the haunted house.\It really was an accident, though!\That really shocked me. response:	So I just bolted out of there...
context: Scream\Social Studies Material Room\History Club Exhibit Edo Castle Land\Uh... Um...\I'm so sorry about what happened in the haunted house.\It really was an accident, though!\That really shocked me.\So I just bolted out of there... response:	I'm sorry.
context: Social Studies Material Room\History Club Exhibit Edo Castle Land\Uh... Um...\I'm so sorry about what happened in the haunted house.\It really was an accident, though!\That really shocked me.\So I just bolted out of there...\I'm sorry. response:	But, being cornered against the wall.
context: History Club Exhibit Edo Castle Land\Uh... Um...\I'm so sorry about what happened in the haunted house.\It really was an accident, though!\That really shocked me.\So I just bolted out of there...\I'm sorry.\But, being cornered against the wall. response:	Nana
context: Uh... Um...\I'm so sorry about what happened in the haunted house.\It really was an accident, though!\That really shocked me.\So I just bolted out of there...\I'm sorry.\But, being cornered against the wall.\Nana response:	Being fed...
context: I'm so sorry about what happened in the haunted house.\It really was an accident, though!\That really shocked me.\So I just bolted out of there...\I'm sorry.\But, being cornered against the wall.\Nana\Being fed... response:	Mu
context: It really was an accident, though!\That really shocked me.\So I just bolted out of there...\I'm sorry.\But, being cornered against the wall.\Nana\Being fed...\Mu response:	Holding hands.
context: That really shocked me.\So I just bolted out of there...\I'm sorry.\But, being cornered against the wall.\Nana\Being fed...\Mu\Holding hands. response:	Iga
context: So I just bolted out of there...\I'm sorry.\But, being cornered against the wall.\Nana\Being fed...\Mu\Holding hands.\Iga response:	Getting hugged really tightly.
context: I'm sorry.\But, being cornered against the wall.\Nana\Being fed...\Mu\Holding hands.\Iga\Getting hugged really tightly. response:	Shi
context: But, being cornered against the wall.\Nana\Being fed...\Mu\Holding hands.\Iga\Getting hugged really tightly.\Shi response:	Why these little... Can't let'em out of sight for a second!
context: Nana\Being fed...\Mu\Holding hands.\Iga\Getting hugged really tightly.\Shi\Why these little... Can't let'em out of sight for a second! response:	I-I just don't have enough of an immunity for these real life events!
context: Being fed...\Mu\Holding hands.\Iga\Getting hugged really tightly.\Shi\Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events! response:	It's just too much!
context: Mu\Holding hands.\Iga\Getting hugged really tightly.\Shi\Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events!\It's just too much! response:	And then there was that big mess.
context: Holding hands.\Iga\Getting hugged really tightly.\Shi\Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events!\It's just too much!\And then there was that big mess. response:	I'm just beyond my limits!
context: Iga\Getting hugged really tightly.\Shi\Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events!\It's just too much!\And then there was that big mess.\I'm just beyond my limits! response:	Sorry, Serinuma-san. I may have rushed things a little too much.
context: Getting hugged really tightly.\Shi\Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events!\It's just too much!\And then there was that big mess.\I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much. response:	I don't want to upset you. So...
context: Shi\Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events!\It's just too much!\And then there was that big mess.\I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So... response:	How about we take it slow?
context: Why these little... Can't let'em out of sight for a second!\I-I just don't have enough of an immunity for these real life events!\It's just too much!\And then there was that big mess.\I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So...\How about we take it slow? response:	I guess that's all there is to it.
context: I-I just don't have enough of an immunity for these real life events!\It's just too much!\And then there was that big mess.\I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So...\How about we take it slow?\I guess that's all there is to it. response:	At least there's never a dull moment with this bunch.
context: It's just too much!\And then there was that big mess.\I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So...\How about we take it slow?\I guess that's all there is to it.\At least there's never a dull moment with this bunch. response:	I don't have any objections.
context: And then there was that big mess.\I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So...\How about we take it slow?\I guess that's all there is to it.\At least there's never a dull moment with this bunch.\I don't have any objections. response:	Me, neither. I like all of you.
context: I'm just beyond my limits!\Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So...\How about we take it slow?\I guess that's all there is to it.\At least there's never a dull moment with this bunch.\I don't have any objections.\Me, neither. I like all of you. response:	Are you dense?
context: Sorry, Serinuma-san. I may have rushed things a little too much.\I don't want to upset you. So...\How about we take it slow?\I guess that's all there is to it.\At least there's never a dull moment with this bunch.\I don't have any objections.\Me, neither. I like all of you.\Are you dense? response:	Huh?
context: I don't want to upset you. So...\How about we take it slow?\I guess that's all there is to it.\At least there's never a dull moment with this bunch.\I don't have any objections.\Me, neither. I like all of you.\Are you dense?\Huh? response:	Figures.
context: How about we take it slow?\I guess that's all there is to it.\At least there's never a dull moment with this bunch.\I don't have any objections.\Me, neither. I like all of you.\Are you dense?\Huh?\Figures. response:	Thanks, everyone.
context: I guess that's all there is to it.\At least there's never a dull moment with this bunch.\I don't have any objections.\Me, neither. I like all of you.\Are you dense?\Huh?\Figures.\Thanks, everyone. response:	Sorry for going missing!
context: At least there's never a dull moment with this bunch.\I don't have any objections.\Me, neither. I like all of you.\Are you dense?\Huh?\Figures.\Thanks, everyone.\Sorry for going missing! response:	No, no. You had it hard yourself.
context: I don't have any objections.\Me, neither. I like all of you.\Are you dense?\Huh?\Figures.\Thanks, everyone.\Sorry for going missing!\No, no. You had it hard yourself. response:	Now for the cultural festival's finale!
context: Me, neither. I like all of you.\Are you dense?\Huh?\Figures.\Thanks, everyone.\Sorry for going missing!\No, no. You had it hard yourself.\Now for the cultural festival's finale! response:	The folk dance!
context: Are you dense?\Huh?\Figures.\Thanks, everyone.\Sorry for going missing!\No, no. You had it hard yourself.\Now for the cultural festival's finale!\The folk dance! response:	Everyone is free to participate! Whoever wants to dance,
context: Huh?\Figures.\Thanks, everyone.\Sorry for going missing!\No, no. You had it hard yourself.\Now for the cultural festival's finale!\The folk dance!\Everyone is free to participate! Whoever wants to dance, response:	please partner up and gather in the center!
context: Figures.\Thanks, everyone.\Sorry for going missing!\No, no. You had it hard yourself.\Now for the cultural festival's finale!\The folk dance!\Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center! response:	Serinu
context: Thanks, everyone.\Sorry for going missing!\No, no. You had it hard yourself.\Now for the cultural festival's finale!\The folk dance!\Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center!\Serinu response:	Let's not have anymore of this today.
context: Sorry for going missing!\No, no. You had it hard yourself.\Now for the cultural festival's finale!\The folk dance!\Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center!\Serinu\Let's not have anymore of this today. response:	Are you really one to talk?
context: No, no. You had it hard yourself.\Now for the cultural festival's finale!\The folk dance!\Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center!\Serinu\Let's not have anymore of this today.\Are you really one to talk? response:	Okay! Let's dance, Nana!
context: Now for the cultural festival's finale!\The folk dance!\Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center!\Serinu\Let's not have anymore of this today.\Are you really one to talk?\Okay! Let's dance, Nana! response:	Huh?!
context: The folk dance!\Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center!\Serinu\Let's not have anymore of this today.\Are you really one to talk?\Okay! Let's dance, Nana!\Huh?! response:	Cut it out!
context: Everyone is free to participate! Whoever wants to dance,\please partner up and gather in the center!\Serinu\Let's not have anymore of this today.\Are you really one to talk?\Okay! Let's dance, Nana!\Huh?!\Cut it out! response:	What's up with them?
context: please partner up and gather in the center!\Serinu\Let's not have anymore of this today.\Are you really one to talk?\Okay! Let's dance, Nana!\Huh?!\Cut it out!\What's up with them? response:	Well, shall we go, too? It'd be a waste not to.
context: Serinu\Let's not have anymore of this today.\Are you really one to talk?\Okay! Let's dance, Nana!\Huh?!\Cut it out!\What's up with them?\Well, shall we go, too? It'd be a waste not to. response:	Why?!
context: Let's not have anymore of this today.\Are you really one to talk?\Okay! Let's dance, Nana!\Huh?!\Cut it out!\What's up with them?\Well, shall we go, too? It'd be a waste not to.\Why?! response:	A-chan.
context: Are you really one to talk?\Okay! Let's dance, Nana!\Huh?!\Cut it out!\What's up with them?\Well, shall we go, too? It'd be a waste not to.\Why?!\A-chan. response:	Yeah.
context: Okay! Let's dance, Nana!\Huh?!\Cut it out!\What's up with them?\Well, shall we go, too? It'd be a waste not to.\Why?!\A-chan.\Yeah. response:	This really is the best place we can be.
context: Huh?!\Cut it out!\What's up with them?\Well, shall we go, too? It'd be a waste not to.\Why?!\A-chan.\Yeah.\This really is the best place we can be. response:	Yeah!
context: Cut it out!\What's up with them?\Well, shall we go, too? It'd be a waste not to.\Why?!\A-chan.\Yeah.\This really is the best place we can be.\Yeah! response:	The Way of the Fujoshi
context: What's up with them?\Well, shall we go, too? It'd be a waste not to.\Why?!\A-chan.\Yeah.\This really is the best place we can be.\Yeah!\The Way of the Fujoshi response:	This is my way of life!
context: Well, shall we go, too? It'd be a waste not to.\Why?!\A-chan.\Yeah.\This really is the best place we can be.\Yeah!\The Way of the Fujoshi\This is my way of life! response:	Kae-chan, do you know a good place to have cake?
context: Why?!\A-chan.\Yeah.\This really is the best place we can be.\Yeah!\The Way of the Fujoshi\This is my way of life!\Kae-chan, do you know a good place to have cake? response:	Huh? A cake shop? Why?
context: A-chan.\Yeah.\This really is the best place we can be.\Yeah!\The Way of the Fujoshi\This is my way of life!\Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why? response:	I thought it'd be nice to have cake with Mi-kun for Christmas.
context: Yeah.\This really is the best place we can be.\Yeah!\The Way of the Fujoshi\This is my way of life!\Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas. response:	But there's no time. Maybe a reservation somewhere?
context: This really is the best place we can be.\Yeah!\The Way of the Fujoshi\This is my way of life!\Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere? response:	I wonder? I always go to events on Christmas so I don't really know.
context: Yeah!\The Way of the Fujoshi\This is my way of life!\Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know. response:	Huh? On Christmas?
context: The Way of the Fujoshi\This is my way of life!\Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas? response:	Yeah! Last year, there was a Noel with Shion event! We partied together!
context: This is my way of life!\Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas?\Yeah! Last year, there was a Noel with Shion event! We partied together! response:	By Shion, you mean that cut-out thing?
context: Kae-chan, do you know a good place to have cake?\Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas?\Yeah! Last year, there was a Noel with Shion event! We partied together!\By Shion, you mean that cut-out thing? response:	I have a picture of us together. Want to see?
context: Huh? A cake shop? Why?\I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas?\Yeah! Last year, there was a Noel with Shion event! We partied together!\By Shion, you mean that cut-out thing?\I have a picture of us together. Want to see? response:	Next time: Christmas in the Holy Land
context: I thought it'd be nice to have cake with Mi-kun for Christmas.\But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas?\Yeah! Last year, there was a Noel with Shion event! We partied together!\By Shion, you mean that cut-out thing?\I have a picture of us together. Want to see?\Next time: Christmas in the Holy Land response:	Look forward to it!!
context: But there's no time. Maybe a reservation somewhere?\I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas?\Yeah! Last year, there was a Noel with Shion event! We partied together!\By Shion, you mean that cut-out thing?\I have a picture of us together. Want to see?\Next time: Christmas in the Holy Land\Look forward to it!! response:	So it really was a cut-out.
context: I wonder? I always go to events on Christmas so I don't really know.\Huh? On Christmas?\Yeah! Last year, there was a Noel with Shion event! We partied together!\By Shion, you mean that cut-out thing?\I have a picture of us together. Want to see?\Next time: Christmas in the Holy Land\Look forward to it!!\So it really was a cut-out. response:	A Christmas party devoted to Shion! Amazing!
