context: It's no good if yer always lookin' up. response:	Wait patiently...
context: You're distracting me! Go away!\I hate this!\I'm scared... I'm scared... I'm scared...\He said he hates it.\Yeah.\Calm down, calm down!\I've been under pressure before.\It took a while before I could write something good, response:	but I still pulled through when I had to.
context: I hate this!\I'm scared... I'm scared... I'm scared...\He said he hates it.\Yeah.\Calm down, calm down!\I've been under pressure before.\It took a while before I could write something good,\but I still pulled through when I had to. response:	I'll do it just like then...
context: I'm scared... I'm scared... I'm scared...\He said he hates it.\Yeah.\Calm down, calm down!\I've been under pressure before.\It took a while before I could write something good,\but I still pulled through when I had to.\I'll do it just like then... response:	I'm first!
context: He said he hates it.\Yeah.\Calm down, calm down!\I've been under pressure before.\It took a while before I could write something good,\but I still pulled through when I had to.\I'll do it just like then...\I'm first! response:	All right! I'll do it, too!
context: Yeah.\Calm down, calm down!\I've been under pressure before.\It took a while before I could write something good,\but I still pulled through when I had to.\I'll do it just like then...\I'm first!\All right! I'll do it, too! response:	Me, too!
context: Calm down, calm down!\I've been under pressure before.\It took a while before I could write something good,\but I still pulled through when I had to.\I'll do it just like then...\I'm first!\All right! I'll do it, too!\Me, too! response:	And me!
context: I've been under pressure before.\It took a while before I could write something good,\but I still pulled through when I had to.\I'll do it just like then...\I'm first!\All right! I'll do it, too!\Me, too!\And me! response:	What are you doing, you brats?!
context: It took a while before I could write something good,\but I still pulled through when I had to.\I'll do it just like then...\I'm first!\All right! I'll do it, too!\Me, too!\And me!\What are you doing, you brats?! response:	What have you done?!
context: but I still pulled through when I had to.\I'll do it just like then...\I'm first!\All right! I'll do it, too!\Me, too!\And me!\What are you doing, you brats?!\What have you done?! response:	Now it's a mess!
context: I'll do it just like then...\I'm first!\All right! I'll do it, too!\Me, too!\And me!\What are you doing, you brats?!\What have you done?!\Now it's a mess! response:	Well, you were sayin' you hated it.
context: I'm first!\All right! I'll do it, too!\Me, too!\And me!\What are you doing, you brats?!\What have you done?!\Now it's a mess!\Well, you were sayin' you hated it. response:	That's not what I meant!
context: All right! I'll do it, too!\Me, too!\And me!\What are you doing, you brats?!\What have you done?!\Now it's a mess!\Well, you were sayin' you hated it.\That's not what I meant! response:	I have to cover up the handprints.
context: Me, too!\And me!\What are you doing, you brats?!\What have you done?!\Now it's a mess!\Well, you were sayin' you hated it.\That's not what I meant!\I have to cover up the handprints. response:	It splattered me!
context: And me!\What are you doing, you brats?!\What have you done?!\Now it's a mess!\Well, you were sayin' you hated it.\That's not what I meant!\I have to cover up the handprints.\It splattered me! response:	Deal with it! I got splashed, too!
context: What are you doing, you brats?!\What have you done?!\Now it's a mess!\Well, you were sayin' you hated it.\That's not what I meant!\I have to cover up the handprints.\It splattered me!\Deal with it! I got splashed, too! response:	I need to use strokes this bold to cover up the handprints!
context: What have you done?!\Now it's a mess!\Well, you were sayin' you hated it.\That's not what I meant!\I have to cover up the handprints.\It splattered me!\Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints! response:	Naru! Put ink in the bowl!
context: Now it's a mess!\Well, you were sayin' you hated it.\That's not what I meant!\I have to cover up the handprints.\It splattered me!\Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl! response:	Ayup!
context: Well, you were sayin' you hated it.\That's not what I meant!\I have to cover up the handprints.\It splattered me!\Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl!\Ayup! response:	Hina, stay back so your clothes don't get dirty!
context: That's not what I meant!\I have to cover up the handprints.\It splattered me!\Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl!\Ayup!\Hina, stay back so your clothes don't get dirty! response:	Aww...
context: I have to cover up the handprints.\It splattered me!\Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl!\Ayup!\Hina, stay back so your clothes don't get dirty!\Aww... response:	Kenta, put paper beneath wherever the ink's about to drip!
context: It splattered me!\Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl!\Ayup!\Hina, stay back so your clothes don't get dirty!\Aww...\Kenta, put paper beneath wherever the ink's about to drip! response:	Ayup!
context: Deal with it! I got splashed, too!\I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl!\Ayup!\Hina, stay back so your clothes don't get dirty!\Aww...\Kenta, put paper beneath wherever the ink's about to drip!\Ayup! response:	It's strange.
context: I need to use strokes this bold to cover up the handprints!\Naru! Put ink in the bowl!\Ayup!\Hina, stay back so your clothes don't get dirty!\Aww...\Kenta, put paper beneath wherever the ink's about to drip!\Ayup!\It's strange. response:	I was so scared just a moment ago,
context: Naru! Put ink in the bowl!\Ayup!\Hina, stay back so your clothes don't get dirty!\Aww...\Kenta, put paper beneath wherever the ink's about to drip!\Ayup!\It's strange.\I was so scared just a moment ago, response:	but the pressure's completely gone,
context: Ayup!\Hina, stay back so your clothes don't get dirty!\Aww...\Kenta, put paper beneath wherever the ink's about to drip!\Ayup!\It's strange.\I was so scared just a moment ago,\but the pressure's completely gone, response:	and the brush is moving easily.
context: Hina, stay back so your clothes don't get dirty!\Aww...\Kenta, put paper beneath wherever the ink's about to drip!\Ayup!\It's strange.\I was so scared just a moment ago,\but the pressure's completely gone,\and the brush is moving easily. response:	Just because of these little handprints...
context: Aww...\Kenta, put paper beneath wherever the ink's about to drip!\Ayup!\It's strange.\I was so scared just a moment ago,\but the pressure's completely gone,\and the brush is moving easily.\Just because of these little handprints... response:	Hurry up! I'm running out!
context: Kenta, put paper beneath wherever the ink's about to drip!\Ayup!\It's strange.\I was so scared just a moment ago,\but the pressure's completely gone,\and the brush is moving easily.\Just because of these little handprints...\Hurry up! I'm running out! response:	Ayup!
context: Ayup!\It's strange.\I was so scared just a moment ago,\but the pressure's completely gone,\and the brush is moving easily.\Just because of these little handprints...\Hurry up! I'm running out!\Ayup! response:	He's havin' a lot of fun, huh?
context: It's strange.\I was so scared just a moment ago,\but the pressure's completely gone,\and the brush is moving easily.\Just because of these little handprints...\Hurry up! I'm running out!\Ayup!\He's havin' a lot of fun, huh? response:	He's always like that.
context: I was so scared just a moment ago,\but the pressure's completely gone,\and the brush is moving easily.\Just because of these little handprints...\Hurry up! I'm running out!\Ayup!\He's havin' a lot of fun, huh?\He's always like that. response:	Village Chief said he's a guy who laughs while workin',
context: but the pressure's completely gone,\and the brush is moving easily.\Just because of these little handprints...\Hurry up! I'm running out!\Ayup!\He's havin' a lot of fun, huh?\He's always like that.\Village Chief said he's a guy who laughs while workin', response:	an' it looks to be true.
context: and the brush is moving easily.\Just because of these little handprints...\Hurry up! I'm running out!\Ayup!\He's havin' a lot of fun, huh?\He's always like that.\Village Chief said he's a guy who laughs while workin',\an' it looks to be true. response:	Here, take this seaweed as thanks.
context: Just because of these little handprints...\Hurry up! I'm running out!\Ayup!\He's havin' a lot of fun, huh?\He's always like that.\Village Chief said he's a guy who laughs while workin',\an' it looks to be true.\Here, take this seaweed as thanks. response:	All this?
context: Hurry up! I'm running out!\Ayup!\He's havin' a lot of fun, huh?\He's always like that.\Village Chief said he's a guy who laughs while workin',\an' it looks to be true.\Here, take this seaweed as thanks.\All this? response:	Wait, isn't this the seaweed I just picked up?
context: Ayup!\He's havin' a lot of fun, huh?\He's always like that.\Village Chief said he's a guy who laughs while workin',\an' it looks to be true.\Here, take this seaweed as thanks.\All this?\Wait, isn't this the seaweed I just picked up? response:	How do I eat this?
context: He's havin' a lot of fun, huh?\He's always like that.\Village Chief said he's a guy who laughs while workin',\an' it looks to be true.\Here, take this seaweed as thanks.\All this?\Wait, isn't this the seaweed I just picked up?\How do I eat this? response:	Well, you did a great job.
context: He's always like that.\Village Chief said he's a guy who laughs while workin',\an' it looks to be true.\Here, take this seaweed as thanks.\All this?\Wait, isn't this the seaweed I just picked up?\How do I eat this?\Well, you did a great job. response:	I'll call when it's launchin' time, so you better come see!
context: Village Chief said he's a guy who laughs while workin',\an' it looks to be true.\Here, take this seaweed as thanks.\All this?\Wait, isn't this the seaweed I just picked up?\How do I eat this?\Well, you did a great job.\I'll call when it's launchin' time, so you better come see! response:	I didn't expect you to be this happy with it.
context: an' it looks to be true.\Here, take this seaweed as thanks.\All this?\Wait, isn't this the seaweed I just picked up?\How do I eat this?\Well, you did a great job.\I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it. response:	I'm mighty glad I asked you, Sensei.
context: Here, take this seaweed as thanks.\All this?\Wait, isn't this the seaweed I just picked up?\How do I eat this?\Well, you did a great job.\I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei. response:	It's more my boat than I ever imagined!
context: All this?\Wait, isn't this the seaweed I just picked up?\How do I eat this?\Well, you did a great job.\I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined! response:	Good for you.
context: Wait, isn't this the seaweed I just picked up?\How do I eat this?\Well, you did a great job.\I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined!\Good for you. response:	Over there's my hand
context: How do I eat this?\Well, you did a great job.\I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined!\Good for you.\Over there's my hand response:	It was difficult to write calligraphy on a boat,
context: Well, you did a great job.\I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined!\Good for you.\Over there's my hand\It was difficult to write calligraphy on a boat, response:	so it was good experience.
context: I'll call when it's launchin' time, so you better come see!\I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined!\Good for you.\Over there's my hand\It was difficult to write calligraphy on a boat,\so it was good experience. response:	Once I thought of it as soiling white paper,
context: I didn't expect you to be this happy with it.\I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined!\Good for you.\Over there's my hand\It was difficult to write calligraphy on a boat,\so it was good experience.\Once I thought of it as soiling white paper, response:	that made it easy to do.
context: I'm mighty glad I asked you, Sensei.\It's more my boat than I ever imagined!\Good for you.\Over there's my hand\It was difficult to write calligraphy on a boat,\so it was good experience.\Once I thought of it as soiling white paper,\that made it easy to do. response:	Thank you ever so much...
context: It's more my boat than I ever imagined!\Good for you.\Over there's my hand\It was difficult to write calligraphy on a boat,\so it was good experience.\Once I thought of it as soiling white paper,\that made it easy to do.\Thank you ever so much... response:	for entrusting this to me!
context: Good for you.\Over there's my hand\It was difficult to write calligraphy on a boat,\so it was good experience.\Once I thought of it as soiling white paper,\that made it easy to do.\Thank you ever so much...\for entrusting this to me! response:	Nah, I thank you.
context: Over there's my hand\It was difficult to write calligraphy on a boat,\so it was good experience.\Once I thought of it as soiling white paper,\that made it easy to do.\Thank you ever so much...\for entrusting this to me!\Nah, I thank you. response:	Well, setting that aside...
context: It was difficult to write calligraphy on a boat,\so it was good experience.\Once I thought of it as soiling white paper,\that made it easy to do.\Thank you ever so much...\for entrusting this to me!\Nah, I thank you.\Well, setting that aside... response:	You've amassed quite a lot of resentment toward me, haven't ya?
context: so it was good experience.\Once I thought of it as soiling white paper,\that made it easy to do.\Thank you ever so much...\for entrusting this to me!\Nah, I thank you.\Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya? response:	What brought this on?!
context: Once I thought of it as soiling white paper,\that made it easy to do.\Thank you ever so much...\for entrusting this to me!\Nah, I thank you.\Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?! response:	Summer Belly-Band Undersea Franken
context: that made it easy to do.\Thank you ever so much...\for entrusting this to me!\Nah, I thank you.\Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?!\Summer Belly-Band Undersea Franken response:	Gangster Dad Demon
context: Thank you ever so much...\for entrusting this to me!\Nah, I thank you.\Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?!\Summer Belly-Band Undersea Franken\Gangster Dad Demon response:	Yuigadokuson-Maru (ha!) Gangster
context: for entrusting this to me!\Nah, I thank you.\Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?!\Summer Belly-Band Undersea Franken\Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster response:	Demon Geezer Phantom Gangster
context: Nah, I thank you.\Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?!\Summer Belly-Band Undersea Franken\Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster response:	Er, those were...
context: Well, setting that aside...\You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?!\Summer Belly-Band Undersea Franken\Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Er, those were... response:	No worries, Sensei!
context: You've amassed quite a lot of resentment toward me, haven't ya?\What brought this on?!\Summer Belly-Band Undersea Franken\Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Er, those were...\No worries, Sensei! response:	Those boards're meant for ferrying passengers.
context: What brought this on?!\Summer Belly-Band Undersea Franken\Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Er, those were...\No worries, Sensei!\Those boards're meant for ferrying passengers. response:	What're you gonna do'bout this?!
context: Summer Belly-Band Undersea Franken\Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Er, those were...\No worries, Sensei!\Those boards're meant for ferrying passengers.\What're you gonna do'bout this?! response:	I'm very sorry!
context: Gangster Dad Demon\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Er, those were...\No worries, Sensei!\Those boards're meant for ferrying passengers.\What're you gonna do'bout this?!\I'm very sorry! response:	He ran away! Some adult!
context: Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Er, those were...\No worries, Sensei!\Those boards're meant for ferrying passengers.\What're you gonna do'bout this?!\I'm very sorry!\He ran away! Some adult! response:	Plus, he dropped his seaweed!
context: Demon Geezer Phantom Gangster\Er, those were...\No worries, Sensei!\Those boards're meant for ferrying passengers.\What're you gonna do'bout this?!\I'm very sorry!\He ran away! Some adult!\Plus, he dropped his seaweed! response:	Sensei, yer seaweed!
context: Er, those were...\No worries, Sensei!\Those boards're meant for ferrying passengers.\What're you gonna do'bout this?!\I'm very sorry!\He ran away! Some adult!\Plus, he dropped his seaweed!\Sensei, yer seaweed! response:	Yer seaweed!
context: No worries, Sensei!\Those boards're meant for ferrying passengers.\What're you gonna do'bout this?!\I'm very sorry!\He ran away! Some adult!\Plus, he dropped his seaweed!\Sensei, yer seaweed!\Yer seaweed! response:	Yer seaweed!
context: Those boards're meant for ferrying passengers.\What're you gonna do'bout this?!\I'm very sorry!\He ran away! Some adult!\Plus, he dropped his seaweed!\Sensei, yer seaweed!\Yer seaweed!\Yer seaweed! response:	Sensei!
context: What're you gonna do'bout this?!\I'm very sorry!\He ran away! Some adult!\Plus, he dropped his seaweed!\Sensei, yer seaweed!\Yer seaweed!\Yer seaweed!\Sensei! response:	There's a lot of trash around here.
context: I'm very sorry!\He ran away! Some adult!\Plus, he dropped his seaweed!\Sensei, yer seaweed!\Yer seaweed!\Yer seaweed!\Sensei!\There's a lot of trash around here. response:	Yeah, guys who come to fish here just toss stuff away.
context: He ran away! Some adult!\Plus, he dropped his seaweed!\Sensei, yer seaweed!\Yer seaweed!\Yer seaweed!\Sensei!\There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away. response:	They don't heed warnings, either.
context: Plus, he dropped his seaweed!\Sensei, yer seaweed!\Yer seaweed!\Yer seaweed!\Sensei!\There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either. response:	Why don't you try putting up a well-phrased billboard?
context: Sensei, yer seaweed!\Yer seaweed!\Yer seaweed!\Sensei!\There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard? response:	Because of your littering, the world is coming to an end.
context: Yer seaweed!\Yer seaweed!\Sensei!\There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end. response:	Too large-scale. It doesn't feel realistic.
context: Yer seaweed!\Sensei!\There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic. response:	Don't toss out trash, you're trash.
context: Sensei!\There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash. response:	That'll rub them the wrong way.
context: There's a lot of trash around here.\Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash.\That'll rub them the wrong way. response:	Litter and you'll die.
context: Yeah, guys who come to fish here just toss stuff away.\They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash.\That'll rub them the wrong way.\Litter and you'll die. response:	Not enough.
context: They don't heed warnings, either.\Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash.\That'll rub them the wrong way.\Litter and you'll die.\Not enough. response:	Fine, you think of one!
context: Why don't you try putting up a well-phrased billboard?\Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash.\That'll rub them the wrong way.\Litter and you'll die.\Not enough.\Fine, you think of one! response:	Litter here, and you'll fester where the sun doesn't shine.
context: Because of your littering, the world is coming to an end.\Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash.\That'll rub them the wrong way.\Litter and you'll die.\Not enough.\Fine, you think of one!\Litter here, and you'll fester where the sun doesn't shine. response:	A dirty joke?!
context: Too large-scale. It doesn't feel realistic.\Don't toss out trash, you're trash.\That'll rub them the wrong way.\Litter and you'll die.\Not enough.\Fine, you think of one!\Litter here, and you'll fester where the sun doesn't shine.\A dirty joke?! response:	If you litter, all the crayfish will go away.
