context: TSUMUGU KINAGASE response:	What do you want?
context: We're both in tatters. Don't push yourself.\Senketsu.\You and I need to become even stronger.\No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set.\No, that's not what you are.\You're my friend.\I am. response:	But don't measure my BMI anymore.
context: Senketsu.\You and I need to become even stronger.\No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set.\No, that's not what you are.\You're my friend.\I am.\But don't measure my BMI anymore. response:	- I can't accept that request. - I thought we were friends!
context: You and I need to become even stronger.\No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set.\No, that's not what you are.\You're my friend.\I am.\But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends! response:	Lose 2cm from your waist!
context: No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set.\No, that's not what you are.\You're my friend.\I am.\But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends!\Lose 2cm from your waist! response:	2cm?! Get off my case, man!
context: Yes. After all, I'm your precious only set.\No, that's not what you are.\You're my friend.\I am.\But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends!\Lose 2cm from your waist!\2cm?! Get off my case, man! response:	Well done saving Matoi.
context: No, that's not what you are.\You're my friend.\I am.\But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends!\Lose 2cm from your waist!\2cm?! Get off my case, man!\Well done saving Matoi. response:	I suppose this means your debt to me is repaid.
context: You're my friend.\I am.\But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends!\Lose 2cm from your waist!\2cm?! Get off my case, man!\Well done saving Matoi.\I suppose this means your debt to me is repaid. response:	That isn't enough.
context: I am.\But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends!\Lose 2cm from your waist!\2cm?! Get off my case, man!\Well done saving Matoi.\I suppose this means your debt to me is repaid.\That isn't enough. response:	It's plenty. Anyway, I only put girls in my debt.
context: But don't measure my BMI anymore.\- I can't accept that request. - I thought we were friends!\Lose 2cm from your waist!\2cm?! Get off my case, man!\Well done saving Matoi.\I suppose this means your debt to me is repaid.\That isn't enough.\It's plenty. Anyway, I only put girls in my debt. response:	Let me tell you two useful pieces of information.
context: - I can't accept that request. - I thought we were friends!\Lose 2cm from your waist!\2cm?! Get off my case, man!\Well done saving Matoi.\I suppose this means your debt to me is repaid.\That isn't enough.\It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information. response:	One: I'm only giving her a chance.
context: Lose 2cm from your waist!\2cm?! Get off my case, man!\Well done saving Matoi.\I suppose this means your debt to me is repaid.\That isn't enough.\It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information.\One: I'm only giving her a chance. response:	Two: If I see things coming apart at the seams,
context: 2cm?! Get off my case, man!\Well done saving Matoi.\I suppose this means your debt to me is repaid.\That isn't enough.\It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information.\One: I'm only giving her a chance.\Two: If I see things coming apart at the seams, response:	I'll be back to rip it off her.
context: Well done saving Matoi.\I suppose this means your debt to me is repaid.\That isn't enough.\It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information.\One: I'm only giving her a chance.\Two: If I see things coming apart at the seams,\I'll be back to rip it off her. response:	NEXT EPISODE PREVIEW
context: I suppose this means your debt to me is repaid.\That isn't enough.\It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information.\One: I'm only giving her a chance.\Two: If I see things coming apart at the seams,\I'll be back to rip it off her.\NEXT EPISODE PREVIEW response:	Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.
context: That isn't enough.\It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information.\One: I'm only giving her a chance.\Two: If I see things coming apart at the seams,\I'll be back to rip it off her.\NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair. response:	UZU SANAGEYAMA
context: It's plenty. Anyway, I only put girls in my debt.\Let me tell you two useful pieces of information.\One: I'm only giving her a chance.\Two: If I see things coming apart at the seams,\I'll be back to rip it off her.\NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA response:	Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.
context: Let me tell you two useful pieces of information.\One: I'm only giving her a chance.\Two: If I see things coming apart at the seams,\I'll be back to rip it off her.\NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four. response:	UZU SANAGEYAMA
context: One: I'm only giving her a chance.\Two: If I see things coming apart at the seams,\I'll be back to rip it off her.\NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.\UZU SANAGEYAMA response:	Uzu Sanageyama, a man with so many job titles that
context: Two: If I see things coming apart at the seams,\I'll be back to rip it off her.\NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.\UZU SANAGEYAMA\Uzu Sanageyama, a man with so many job titles that response:	introducing him has eaten up this entire preview!
context: I'll be back to rip it off her.\NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.\UZU SANAGEYAMA\Uzu Sanageyama, a man with so many job titles that\introducing him has eaten up this entire preview! response:	MAN
context: NEXT EPISODE PREVIEW\Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.\UZU SANAGEYAMA\Uzu Sanageyama, a man with so many job titles that\introducing him has eaten up this entire preview!\MAN response:	UZU SANAGEYAMA
context: Uzu Sanageyama, Honnouji Academy's Athletic Committee Chair.\UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.\UZU SANAGEYAMA\Uzu Sanageyama, a man with so many job titles that\introducing him has eaten up this entire preview!\MAN\UZU SANAGEYAMA response:	Next time on Kill La Kill, Don't Toy Me on a Whim
context: UZU SANAGEYAMA\Uzu Sanageyama, one of the Honnouji Academy Student Council Elite Four.\UZU SANAGEYAMA\Uzu Sanageyama, a man with so many job titles that\introducing him has eaten up this entire preview!\MAN\UZU SANAGEYAMA\Next time on Kill La Kill, Don't Toy Me on a Whim response:	EPISODE 6 DON'T TOY ME ON A WHIM
