context: Five minutes to curtain! response:	What should I name the way I'm feeling right now?
context: Hey! There's our leading lady, Kirisaki-san!\Good job!\You did that pretty much on the fly, didn't you?\How did you learn your lines?\I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up,\Thanks!\but we gotta hand it to our famous couple! response:	They really brought their A-game, didn't they?
context: Good job!\You did that pretty much on the fly, didn't you?\How did you learn your lines?\I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up,\Thanks!\but we gotta hand it to our famous couple!\They really brought their A-game, didn't they? response:	So did you two make up?
context: You did that pretty much on the fly, didn't you?\How did you learn your lines?\I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up,\Thanks!\but we gotta hand it to our famous couple!\They really brought their A-game, didn't they?\So did you two make up? response:	More or less, I think.
context: How did you learn your lines?\I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up,\Thanks!\but we gotta hand it to our famous couple!\They really brought their A-game, didn't they?\So did you two make up?\More or less, I think. response:	But hey, you sure gave us a shock!
context: I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up,\Thanks!\but we gotta hand it to our famous couple!\They really brought their A-game, didn't they?\So did you two make up?\More or less, I think.\But hey, you sure gave us a shock! response:	The way she slapped you last week,
context: Well, for a moment there I wasn't sure how it was gonna end up,\Thanks!\but we gotta hand it to our famous couple!\They really brought their A-game, didn't they?\So did you two make up?\More or less, I think.\But hey, you sure gave us a shock!\The way she slapped you last week, response:	the whole class was like, Are they history?
context: Thanks!\but we gotta hand it to our famous couple!\They really brought their A-game, didn't they?\So did you two make up?\More or less, I think.\But hey, you sure gave us a shock!\The way she slapped you last week,\the whole class was like, Are they history? response:	For real?
context: but we gotta hand it to our famous couple!\They really brought their A-game, didn't they?\So did you two make up?\More or less, I think.\But hey, you sure gave us a shock!\The way she slapped you last week,\the whole class was like, Are they history?\For real? response:	Thanks!
context: They really brought their A-game, didn't they?\So did you two make up?\More or less, I think.\But hey, you sure gave us a shock!\The way she slapped you last week,\the whole class was like, Are they history?\For real?\Thanks! response:	But you can rest easy.
context: So did you two make up?\More or less, I think.\But hey, you sure gave us a shock!\The way she slapped you last week,\the whole class was like, Are they history?\For real?\Thanks!\But you can rest easy. response:	I did you a solid and told everyone that you'd realized you were a masochist!
context: More or less, I think.\But hey, you sure gave us a shock!\The way she slapped you last week,\the whole class was like, Are they history?\For real?\Thanks!\But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist! response:	You pig!
context: But hey, you sure gave us a shock!\The way she slapped you last week,\the whole class was like, Are they history?\For real?\Thanks!\But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist!\You pig! response:	How the hell did you come up with that vicious excuse? Damn you!
context: The way she slapped you last week,\the whole class was like, Are they history?\For real?\Thanks!\But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist!\You pig!\How the hell did you come up with that vicious excuse? Damn you! response:	By the way, how's Marika-chan?
context: the whole class was like, Are they history?\For real?\Thanks!\But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist!\You pig!\How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan? response:	I just stopped by to see her.
context: For real?\Thanks!\But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist!\You pig!\How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan?\I just stopped by to see her. response:	Talk about pushing yourself too hard.
context: Thanks!\But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist!\You pig!\How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan?\I just stopped by to see her.\Talk about pushing yourself too hard. response:	Raku-sama!
context: But you can rest easy.\I did you a solid and told everyone that you'd realized you were a masochist!\You pig!\How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan?\I just stopped by to see her.\Talk about pushing yourself too hard.\Raku-sama! response:	Sprained your ankle? On the day of the play?
context: I did you a solid and told everyone that you'd realized you were a masochist!\You pig!\How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan?\I just stopped by to see her.\Talk about pushing yourself too hard.\Raku-sama!\Sprained your ankle? On the day of the play? response:	Sorry, I didn't get to play Juliet.
context: You pig!\How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan?\I just stopped by to see her.\Talk about pushing yourself too hard.\Raku-sama!\Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet. response:	This is funny to you?
context: How the hell did you come up with that vicious excuse? Damn you!\By the way, how's Marika-chan?\I just stopped by to see her.\Talk about pushing yourself too hard.\Raku-sama!\Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet.\This is funny to you? response:	What were you thinking? This was your chance!
context: By the way, how's Marika-chan?\I just stopped by to see her.\Talk about pushing yourself too hard.\Raku-sama!\Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet.\This is funny to you?\What were you thinking? This was your chance! response:	Hey, you want a crepe?
context: I just stopped by to see her.\Talk about pushing yourself too hard.\Raku-sama!\Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet.\This is funny to you?\What were you thinking? This was your chance!\Hey, you want a crepe? response:	I'll go get you one.
context: Talk about pushing yourself too hard.\Raku-sama!\Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet.\This is funny to you?\What were you thinking? This was your chance!\Hey, you want a crepe?\I'll go get you one. response:	Aha! Found you, Maiko Shuu!
context: Raku-sama!\Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet.\This is funny to you?\What were you thinking? This was your chance!\Hey, you want a crepe?\I'll go get you one.\Aha! Found you, Maiko Shuu! response:	You weasel, where do you get off making that narration?
context: Sprained your ankle? On the day of the play?\Sorry, I didn't get to play Juliet.\This is funny to you?\What were you thinking? This was your chance!\Hey, you want a crepe?\I'll go get you one.\Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration? response:	Whoa! Seishirou-chan! Now, now...
context: Sorry, I didn't get to play Juliet.\This is funny to you?\What were you thinking? This was your chance!\Hey, you want a crepe?\I'll go get you one.\Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now... response:	That was just me spicing things up!
context: This is funny to you?\What were you thinking? This was your chance!\Hey, you want a crepe?\I'll go get you one.\Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now...\That was just me spicing things up! response:	Spice my ass!
context: What were you thinking? This was your chance!\Hey, you want a crepe?\I'll go get you one.\Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now...\That was just me spicing things up!\Spice my ass! response:	Hey! Come back here! I'll spice you up, you bastard!
context: Hey, you want a crepe?\I'll go get you one.\Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now...\That was just me spicing things up!\Spice my ass!\Hey! Come back here! I'll spice you up, you bastard! response:	Ichijou-kun?
context: I'll go get you one.\Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now...\That was just me spicing things up!\Spice my ass!\Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun? response:	Here. Sorry, but would you mind giving this to Kosaki?
context: Aha! Found you, Maiko Shuu!\You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now...\That was just me spicing things up!\Spice my ass!\Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki? response:	Scum! Trash! Low-life!
context: You weasel, where do you get off making that narration?\Whoa! Seishirou-chan! Now, now...\That was just me spicing things up!\Spice my ass!\Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life! response:	I don't mind, but why?
context: Whoa! Seishirou-chan! Now, now...\That was just me spicing things up!\Spice my ass!\Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life!\I don't mind, but why? response:	You'll shoot a hole in me!
context: That was just me spicing things up!\Spice my ass!\Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life!\I don't mind, but why?\You'll shoot a hole in me! response:	I'm going to get busy scarfing down noodles right now. That's why.
context: Spice my ass!\Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life!\I don't mind, but why?\You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why. response:	Onodera!
context: Hey! Come back here! I'll spice you up, you bastard!\Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life!\I don't mind, but why?\You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why.\Onodera! response:	Ichijou-kun!
context: Ichijou-kun?\Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life!\I don't mind, but why?\You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why.\Onodera!\Ichijou-kun! response:	Here, Miyamoto wanted me to give you this.
context: Here. Sorry, but would you mind giving this to Kosaki?\Scum! Trash! Low-life!\I don't mind, but why?\You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why.\Onodera!\Ichijou-kun!\Here, Miyamoto wanted me to give you this. response:	How's the ankle?
context: Scum! Trash! Low-life!\I don't mind, but why?\You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why.\Onodera!\Ichijou-kun!\Here, Miyamoto wanted me to give you this.\How's the ankle? response:	Oh, it's fine.
context: I don't mind, but why?\You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why.\Onodera!\Ichijou-kun!\Here, Miyamoto wanted me to give you this.\How's the ankle?\Oh, it's fine. response:	So you two made up, huh?
context: You'll shoot a hole in me!\I'm going to get busy scarfing down noodles right now. That's why.\Onodera!\Ichijou-kun!\Here, Miyamoto wanted me to give you this.\How's the ankle?\Oh, it's fine.\So you two made up, huh? response:	Huh? Yeah.
context: I'm going to get busy scarfing down noodles right now. That's why.\Onodera!\Ichijou-kun!\Here, Miyamoto wanted me to give you this.\How's the ankle?\Oh, it's fine.\So you two made up, huh?\Huh? Yeah. response:	Well, we managed somehow.
context: Onodera!\Ichijou-kun!\Here, Miyamoto wanted me to give you this.\How's the ankle?\Oh, it's fine.\So you two made up, huh?\Huh? Yeah.\Well, we managed somehow. response:	Thank you, Ichijou-kun.
context: Ichijou-kun!\Here, Miyamoto wanted me to give you this.\How's the ankle?\Oh, it's fine.\So you two made up, huh?\Huh? Yeah.\Well, we managed somehow.\Thank you, Ichijou-kun. response:	If you hadn't talked Chitoge-chan into it,
context: Here, Miyamoto wanted me to give you this.\How's the ankle?\Oh, it's fine.\So you two made up, huh?\Huh? Yeah.\Well, we managed somehow.\Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it, response:	I just know that I would've regretted what happened today forever.
context: How's the ankle?\Oh, it's fine.\So you two made up, huh?\Huh? Yeah.\Well, we managed somehow.\Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever. response:	None of that was your fault, Onodera.
context: Oh, it's fine.\So you two made up, huh?\Huh? Yeah.\Well, we managed somehow.\Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera. response:	The one who wanted to play Juliet more than anyone else,
context: So you two made up, huh?\Huh? Yeah.\Well, we managed somehow.\Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else, response:	was none other than you, right?
context: Huh? Yeah.\Well, we managed somehow.\Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else,\was none other than you, right? response:	Yes, well, that is true, but...
context: Well, we managed somehow.\Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else,\was none other than you, right?\Yes, well, that is true, but... response:	Did you feel that strongly about it?
context: Thank you, Ichijou-kun.\If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else,\was none other than you, right?\Yes, well, that is true, but...\Did you feel that strongly about it? response:	You know, about playing Juliet...
context: If you hadn't talked Chitoge-chan into it,\I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else,\was none other than you, right?\Yes, well, that is true, but...\Did you feel that strongly about it?\You know, about playing Juliet... response:	No, actually...
context: I just know that I would've regretted what happened today forever.\None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else,\was none other than you, right?\Yes, well, that is true, but...\Did you feel that strongly about it?\You know, about playing Juliet...\No, actually... response:	Um...
context: None of that was your fault, Onodera.\The one who wanted to play Juliet more than anyone else,\was none other than you, right?\Yes, well, that is true, but...\Did you feel that strongly about it?\You know, about playing Juliet...\No, actually...\Um... response:	I guess so. Yes, I was.
context: The one who wanted to play Juliet more than anyone else,\was none other than you, right?\Yes, well, that is true, but...\Did you feel that strongly about it?\You know, about playing Juliet...\No, actually...\Um...\I guess so. Yes, I was. response:	It was a totally personal reason,
context: was none other than you, right?\Yes, well, that is true, but...\Did you feel that strongly about it?\You know, about playing Juliet...\No, actually...\Um...\I guess so. Yes, I was.\It was a totally personal reason, response:	but the truth is, I think I wanted to play her no matter what.
context: Yes, well, that is true, but...\Did you feel that strongly about it?\You know, about playing Juliet...\No, actually...\Um...\I guess so. Yes, I was.\It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what. response:	Because I had a feeling that it was going to be a really special memory for me.
context: Did you feel that strongly about it?\You know, about playing Juliet...\No, actually...\Um...\I guess so. Yes, I was.\It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me. response:	That badly?
context: You know, about playing Juliet...\No, actually...\Um...\I guess so. Yes, I was.\It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me.\That badly? response:	Hey, Onodera!
context: No, actually...\Um...\I guess so. Yes, I was.\It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me.\That badly?\Hey, Onodera! response:	Listen, if you really want to...
context: Um...\I guess so. Yes, I was.\It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me.\That badly?\Hey, Onodera!\Listen, if you really want to... response:	This is amazing!
context: I guess so. Yes, I was.\It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me.\That badly?\Hey, Onodera!\Listen, if you really want to...\This is amazing! response:	What a beautiful sunset!
context: It was a totally personal reason,\but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me.\That badly?\Hey, Onodera!\Listen, if you really want to...\This is amazing!\What a beautiful sunset! response:	There's nobody around here, so I thought we could just have at it.
context: but the truth is, I think I wanted to play her no matter what.\Because I had a feeling that it was going to be a really special memory for me.\That badly?\Hey, Onodera!\Listen, if you really want to...\This is amazing!\What a beautiful sunset!\There's nobody around here, so I thought we could just have at it. response:	Yes! I'm still a little embarrassed, though.
context: Because I had a feeling that it was going to be a really special memory for me.\That badly?\Hey, Onodera!\Listen, if you really want to...\This is amazing!\What a beautiful sunset!\There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though. response:	All right, then.
context: That badly?\Hey, Onodera!\Listen, if you really want to...\This is amazing!\What a beautiful sunset!\There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though.\All right, then. response:	Okay.
context: Hey, Onodera!\Listen, if you really want to...\This is amazing!\What a beautiful sunset!\There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though.\All right, then.\Okay. response:	Wow, this is still pretty nerve-wracking!
context: Listen, if you really want to...\This is amazing!\What a beautiful sunset!\There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though.\All right, then.\Okay.\Wow, this is still pretty nerve-wracking! response:	I'm embarrassed too, you know!
context: This is amazing!\What a beautiful sunset!\There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though.\All right, then.\Okay.\Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know! response:	All right.
context: What a beautiful sunset!\There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though.\All right, then.\Okay.\Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know!\All right. response:	My beloved Juliet.
context: There's nobody around here, so I thought we could just have at it.\Yes! I'm still a little embarrassed, though.\All right, then.\Okay.\Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know!\All right.\My beloved Juliet. response:	I despise everything that keeps us apart.
context: Yes! I'm still a little embarrassed, though.\All right, then.\Okay.\Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know!\All right.\My beloved Juliet.\I despise everything that keeps us apart. response:	Why would the gods put us through such an ordeal as this?
context: All right, then.\Okay.\Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know!\All right.\My beloved Juliet.\I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this? response:	O Romeo, why do our parents fight with such bitter hatred?
context: Okay.\Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know!\All right.\My beloved Juliet.\I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred? response:	Normally, I'm sure that like us, they could take each other by the hand, and love one another.
context: Wow, this is still pretty nerve-wracking!\I'm embarrassed too, you know!\All right.\My beloved Juliet.\I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another. response:	If they could only understand half of my love for you, Romeo-sama...
context: I'm embarrassed too, you know!\All right.\My beloved Juliet.\I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama... response:	I'm sure...
context: All right.\My beloved Juliet.\I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama...\I'm sure... response:	Alas, Juliet, it is time to say goodbye.
context: My beloved Juliet.\I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama...\I'm sure...\Alas, Juliet, it is time to say goodbye. response:	Ichijou-kun.
context: I despise everything that keeps us apart.\Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama...\I'm sure...\Alas, Juliet, it is time to say goodbye.\Ichijou-kun. response:	Thank you! You made me happy.
context: Why would the gods put us through such an ordeal as this?\O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama...\I'm sure...\Alas, Juliet, it is time to say goodbye.\Ichijou-kun.\Thank you! You made me happy. response:	Really, really happy!
context: O Romeo, why do our parents fight with such bitter hatred?\Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama...\I'm sure...\Alas, Juliet, it is time to say goodbye.\Ichijou-kun.\Thank you! You made me happy.\Really, really happy! response:	It is time to say goodbye.
context: Normally, I'm sure that like us, they could take each other by the hand, and love one another.\If they could only understand half of my love for you, Romeo-sama...\I'm sure...\Alas, Juliet, it is time to say goodbye.\Ichijou-kun.\Thank you! You made me happy.\Really, really happy!\It is time to say goodbye. response:	Tomorrow at sunset, I'll come see you at that balcony again.
context: If they could only understand half of my love for you, Romeo-sama...\I'm sure...\Alas, Juliet, it is time to say goodbye.\Ichijou-kun.\Thank you! You made me happy.\Really, really happy!\It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again. response:	Will you promise to wait for me there again?
context: I'm sure...\Alas, Juliet, it is time to say goodbye.\Ichijou-kun.\Thank you! You made me happy.\Really, really happy!\It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again? response:	Ichijou-kun, you botched your line.
context: Alas, Juliet, it is time to say goodbye.\Ichijou-kun.\Thank you! You made me happy.\Really, really happy!\It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again?\Ichijou-kun, you botched your line. response:	Sunset, just as the fallen leaves start blowing in the wind.
context: Ichijou-kun.\Thank you! You made me happy.\Really, really happy!\It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again?\Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind. response:	Come back here, you!
context: Thank you! You made me happy.\Really, really happy!\It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again?\Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you! response:	It's our first, unforgettable high school Culture Festival,
context: Really, really happy!\It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again?\Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you!\It's our first, unforgettable high school Culture Festival, response:	and the curtain has rung down.
context: It is time to say goodbye.\Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again?\Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you!\It's our first, unforgettable high school Culture Festival,\and the curtain has rung down. response:	Seishirou-chan, you can't fire that indoors!
context: Tomorrow at sunset, I'll come see you at that balcony again.\Will you promise to wait for me there again?\Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you!\It's our first, unforgettable high school Culture Festival,\and the curtain has rung down.\Seishirou-chan, you can't fire that indoors! response:	kirameki dashita yume wo
context: Will you promise to wait for me there again?\Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you!\It's our first, unforgettable high school Culture Festival,\and the curtain has rung down.\Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo response:	Those twinkling dreams
context: Ichijou-kun, you botched your line.\Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you!\It's our first, unforgettable high school Culture Festival,\and the curtain has rung down.\Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo\Those twinkling dreams response:	fukinuketa kaze ha erimoto wo toori
context: Sunset, just as the fallen leaves start blowing in the wind.\Come back here, you!\It's our first, unforgettable high school Culture Festival,\and the curtain has rung down.\Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo\Those twinkling dreams\fukinuketa kaze ha erimoto wo toori response:	The wind that blew past my collar
context: Come back here, you!\It's our first, unforgettable high school Culture Festival,\and the curtain has rung down.\Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo\Those twinkling dreams\fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar response:	mada dare mo shiranai haru wo yobikomu
context: It's our first, unforgettable high school Culture Festival,\and the curtain has rung down.\Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo\Those twinkling dreams\fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu response:	Ushers in the spring, though nobody is aware
context: and the curtain has rung down.\Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo\Those twinkling dreams\fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware response:	me ga atta shunkan waraiai
context: Seishirou-chan, you can't fire that indoors!\kirameki dashita yume wo\Those twinkling dreams\fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai response:	The moment our eyes met we made each other laugh
context: kirameki dashita yume wo\Those twinkling dreams\fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai\The moment our eyes met we made each other laugh response:	houkago nandomo (kimi no) tonari de sugoshita
context: Those twinkling dreams\fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai\The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita response:	After school, I often passed the time (with you) by your side
context: fukinuketa kaze ha erimoto wo toori\The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai\The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side response:	soratakaku natte koe kikoetara
context: The wind that blew past my collar\mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai\The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara response:	When I heard that voice drifting high into the sky
context: mada dare mo shiranai haru wo yobikomu\Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai\The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky response:	tooi shourai ki ni natte
context: Ushers in the spring, though nobody is aware\me ga atta shunkan waraiai\The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky\tooi shourai ki ni natte response:	I felt uneasy about the distant future
context: me ga atta shunkan waraiai\The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky\tooi shourai ki ni natte\I felt uneasy about the distant future response:	shiroi kanousei sawatta
context: The moment our eyes met we made each other laugh\houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky\tooi shourai ki ni natte\I felt uneasy about the distant future\shiroi kanousei sawatta response:	And felt the vast possibilities
context: houkago nandomo (kimi no) tonari de sugoshita\After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky\tooi shourai ki ni natte\I felt uneasy about the distant future\shiroi kanousei sawatta\And felt the vast possibilities response:	souzou daiarii
context: After school, I often passed the time (with you) by your side\soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky\tooi shourai ki ni natte\I felt uneasy about the distant future\shiroi kanousei sawatta\And felt the vast possibilities\souzou daiarii response:	The diary of imagination
context: soratakaku natte koe kikoetara\When I heard that voice drifting high into the sky\tooi shourai ki ni natte\I felt uneasy about the distant future\shiroi kanousei sawatta\And felt the vast possibilities\souzou daiarii\The diary of imagination response:	katakoto datte taido de wakaru noni
