context: Grade 1, Class 3 Nana Komatsu response:	Grade 1, Class 3 Nana Komatsu I am straying from the subject, but please bear with me.
context: Comfort?!\That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way,\and still you went after her.\So don't run away now. Stick with her diligently!\Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife. response:	Eventually I wanna share a grave with her.
context: That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way,\and still you went after her.\So don't run away now. Stick with her diligently!\Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her. response:	You're taking this too far.
context: I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way,\and still you went after her.\So don't run away now. Stick with her diligently!\Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her.\You're taking this too far. response:	You'll never rest in peace
context: But you knew that Nana's an exhausting woman in that way,\and still you went after her.\So don't run away now. Stick with her diligently!\Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her.\You're taking this too far.\You'll never rest in peace response:	if you die with that believer of the Demon Lord.
context: and still you went after her.\So don't run away now. Stick with her diligently!\Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her.\You're taking this too far.\You'll never rest in peace\if you die with that believer of the Demon Lord. response:	Junko! Whose side are you on?!
context: So don't run away now. Stick with her diligently!\Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her.\You're taking this too far.\You'll never rest in peace\if you die with that believer of the Demon Lord.\Junko! Whose side are you on?! response:	Neither, really.
context: Of course, that's what I intend to do!\I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her.\You're taking this too far.\You'll never rest in peace\if you die with that believer of the Demon Lord.\Junko! Whose side are you on?!\Neither, really. response:	You could say, I'm on the side of justice.
context: I'm committed in this relationship enough to make Nana my wife.\Eventually I wanna share a grave with her.\You're taking this too far.\You'll never rest in peace\if you die with that believer of the Demon Lord.\Junko! Whose side are you on?!\Neither, really.\You could say, I'm on the side of justice. response:	What does she mean, justice! She's making fun of me.
context: Eventually I wanna share a grave with her.\You're taking this too far.\You'll never rest in peace\if you die with that believer of the Demon Lord.\Junko! Whose side are you on?!\Neither, really.\You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me. response:	This coming from a former delinquent.
context: You're taking this too far.\You'll never rest in peace\if you die with that believer of the Demon Lord.\Junko! Whose side are you on?!\Neither, really.\You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me.\This coming from a former delinquent. response:	One day I'm gonna show everyone pictures of you from junior high.
context: You'll never rest in peace\if you die with that believer of the Demon Lord.\Junko! Whose side are you on?!\Neither, really.\You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me.\This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high. response:	Why are you here?!
context: if you die with that believer of the Demon Lord.\Junko! Whose side are you on?!\Neither, really.\You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me.\This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high.\Why are you here?! response:	Shoji. Thank goodness. I was looking for you.
context: Junko! Whose side are you on?!\Neither, really.\You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me.\This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high.\Why are you here?!\Shoji. Thank goodness. I was looking for you. response:	Here's the book I borrowed.
context: Neither, really.\You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me.\This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high.\Why are you here?!\Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed. response:	I wanted to hurry and return it to you.
context: You could say, I'm on the side of justice.\What does she mean, justice! She's making fun of me.\This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high.\Why are you here?!\Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed.\I wanted to hurry and return it to you. response:	Thank you very much.
context: What does she mean, justice! She's making fun of me.\This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high.\Why are you here?!\Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed.\I wanted to hurry and return it to you.\Thank you very much. response:	Ooh. Anytime would've been fine.
context: This coming from a former delinquent.\One day I'm gonna show everyone pictures of you from junior high.\Why are you here?!\Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed.\I wanted to hurry and return it to you.\Thank you very much.\Ooh. Anytime would've been fine. response:	You could've even given it to me at work.
context: One day I'm gonna show everyone pictures of you from junior high.\Why are you here?!\Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed.\I wanted to hurry and return it to you.\Thank you very much.\Ooh. Anytime would've been fine.\You could've even given it to me at work. response:	You're right. I'm sorry.
context: Why are you here?!\Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed.\I wanted to hurry and return it to you.\Thank you very much.\Ooh. Anytime would've been fine.\You could've even given it to me at work.\You're right. I'm sorry. response:	No, there's no need to apologize.
context: Shoji. Thank goodness. I was looking for you.\Here's the book I borrowed.\I wanted to hurry and return it to you.\Thank you very much.\Ooh. Anytime would've been fine.\You could've even given it to me at work.\You're right. I'm sorry.\No, there's no need to apologize. response:	So, how long have you been standing here?
context: Here's the book I borrowed.\I wanted to hurry and return it to you.\Thank you very much.\Ooh. Anytime would've been fine.\You could've even given it to me at work.\You're right. I'm sorry.\No, there's no need to apologize.\So, how long have you been standing here? response:	I'm sorry! I didn't mean to eavesdrop,
context: I wanted to hurry and return it to you.\Thank you very much.\Ooh. Anytime would've been fine.\You could've even given it to me at work.\You're right. I'm sorry.\No, there's no need to apologize.\So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop, response:	but given the content of the conversation, I just froze.
context: Thank you very much.\Ooh. Anytime would've been fine.\You could've even given it to me at work.\You're right. I'm sorry.\No, there's no need to apologize.\So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze. response:	Never mind that! How long have you been here?!
context: Ooh. Anytime would've been fine.\You could've even given it to me at work.\You're right. I'm sorry.\No, there's no need to apologize.\So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze.\Never mind that! How long have you been here?! response:	Of course she's hurt!
context: You could've even given it to me at work.\You're right. I'm sorry.\No, there's no need to apologize.\So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze.\Never mind that! How long have you been here?!\Of course she's hurt! response:	Sachiko's in love with you, right?
context: You're right. I'm sorry.\No, there's no need to apologize.\So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze.\Never mind that! How long have you been here?!\Of course she's hurt!\Sachiko's in love with you, right? response:	Shoji! I'm sorry. Are you all right?
context: No, there's no need to apologize.\So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze.\Never mind that! How long have you been here?!\Of course she's hurt!\Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right? response:	Ahh, yeah. Just so we're clear,
context: So, how long have you been standing here?\I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze.\Never mind that! How long have you been here?!\Of course she's hurt!\Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear, response:	I didn't stumble like that to try and make you laugh or anything.
context: I'm sorry! I didn't mean to eavesdrop,\but given the content of the conversation, I just froze.\Never mind that! How long have you been here?!\Of course she's hurt!\Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything. response:	I'm really sorry.
context: but given the content of the conversation, I just froze.\Never mind that! How long have you been here?!\Of course she's hurt!\Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything.\I'm really sorry. response:	No, Sach... you don't hafta apologize.
context: Never mind that! How long have you been here?!\Of course she's hurt!\Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything.\I'm really sorry.\No, Sach... you don't hafta apologize. response:	I'm the one at fault.
context: Of course she's hurt!\Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything.\I'm really sorry.\No, Sach... you don't hafta apologize.\I'm the one at fault. response:	I'm at fault! Bye!
context: Sachiko's in love with you, right?\Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything.\I'm really sorry.\No, Sach... you don't hafta apologize.\I'm the one at fault.\I'm at fault! Bye! response:	This is bad. This is worse than bad.
context: Shoji! I'm sorry. Are you all right?\Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything.\I'm really sorry.\No, Sach... you don't hafta apologize.\I'm the one at fault.\I'm at fault! Bye!\This is bad. This is worse than bad. response:	What am I gonna do?
context: Ahh, yeah. Just so we're clear,\I didn't stumble like that to try and make you laugh or anything.\I'm really sorry.\No, Sach... you don't hafta apologize.\I'm the one at fault.\I'm at fault! Bye!\This is bad. This is worse than bad.\What am I gonna do? response:	I hafta think this through seriously.
context: I didn't stumble like that to try and make you laugh or anything.\I'm really sorry.\No, Sach... you don't hafta apologize.\I'm the one at fault.\I'm at fault! Bye!\This is bad. This is worse than bad.\What am I gonna do?\I hafta think this through seriously. response:	If you keep spending time with her,
context: I'm really sorry.\No, Sach... you don't hafta apologize.\I'm the one at fault.\I'm at fault! Bye!\This is bad. This is worse than bad.\What am I gonna do?\I hafta think this through seriously.\If you keep spending time with her, response:	you'll continue hurting her until it becomes unbearable.
context: No, Sach... you don't hafta apologize.\I'm the one at fault.\I'm at fault! Bye!\This is bad. This is worse than bad.\What am I gonna do?\I hafta think this through seriously.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable. response:	But it would be cowardly
context: I'm the one at fault.\I'm at fault! Bye!\This is bad. This is worse than bad.\What am I gonna do?\I hafta think this through seriously.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But it would be cowardly response:	to run away from it like this, right, Koichi Sato?!
context: I'm at fault! Bye!\This is bad. This is worse than bad.\What am I gonna do?\I hafta think this through seriously.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But it would be cowardly\to run away from it like this, right, Koichi Sato?! response:	Huh?
context: This is bad. This is worse than bad.\What am I gonna do?\I hafta think this through seriously.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But it would be cowardly\to run away from it like this, right, Koichi Sato?!\Huh? response:	Nothing. I'm talking to myself.
context: What am I gonna do?\I hafta think this through seriously.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But it would be cowardly\to run away from it like this, right, Koichi Sato?!\Huh?\Nothing. I'm talking to myself. response:	What do you mean? After calling a person by his full name.
context: I hafta think this through seriously.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But it would be cowardly\to run away from it like this, right, Koichi Sato?!\Huh?\Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name. response:	Besides, Shoji, I thought you had class today.
context: If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But it would be cowardly\to run away from it like this, right, Koichi Sato?!\Huh?\Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today. response:	If you're already cutting class
context: you'll continue hurting her until it becomes unbearable.\But it would be cowardly\to run away from it like this, right, Koichi Sato?!\Huh?\Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today.\If you're already cutting class response:	to come here and drink at this early hour,
context: But it would be cowardly\to run away from it like this, right, Koichi Sato?!\Huh?\Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today.\If you're already cutting class\to come here and drink at this early hour, response:	I'd say your future isn't looking too good.
context: to run away from it like this, right, Koichi Sato?!\Huh?\Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today.\If you're already cutting class\to come here and drink at this early hour,\I'd say your future isn't looking too good. response:	That's right. What am I doing here at Jackson's?
context: Huh?\Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today.\If you're already cutting class\to come here and drink at this early hour,\I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's? response:	I see. So this is what escaping from one's troubles is like.
context: Nothing. I'm talking to myself.\What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today.\If you're already cutting class\to come here and drink at this early hour,\I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like. response:	Then I'm already running away.
context: What do you mean? After calling a person by his full name.\Besides, Shoji, I thought you had class today.\If you're already cutting class\to come here and drink at this early hour,\I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like.\Then I'm already running away. response:	So Sachiko's more important to you than Nana.
context: Besides, Shoji, I thought you had class today.\If you're already cutting class\to come here and drink at this early hour,\I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like.\Then I'm already running away.\So Sachiko's more important to you than Nana. response:	You're wrong!
context: If you're already cutting class\to come here and drink at this early hour,\I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like.\Then I'm already running away.\So Sachiko's more important to you than Nana.\You're wrong! response:	Koichi Sato, I'm going to work!
context: to come here and drink at this early hour,\I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like.\Then I'm already running away.\So Sachiko's more important to you than Nana.\You're wrong!\Koichi Sato, I'm going to work! response:	I'm gonna break ties with her!
context: I'd say your future isn't looking too good.\That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like.\Then I'm already running away.\So Sachiko's more important to you than Nana.\You're wrong!\Koichi Sato, I'm going to work!\I'm gonna break ties with her! response:	I do what I can to be buried in the same grave with Nana!
context: That's right. What am I doing here at Jackson's?\I see. So this is what escaping from one's troubles is like.\Then I'm already running away.\So Sachiko's more important to you than Nana.\You're wrong!\Koichi Sato, I'm going to work!\I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana! response:	Ever since I first met her,
context: I see. So this is what escaping from one's troubles is like.\Then I'm already running away.\So Sachiko's more important to you than Nana.\You're wrong!\Koichi Sato, I'm going to work!\I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana!\Ever since I first met her, response:	I was planning not to hang out with her much.
context: Then I'm already running away.\So Sachiko's more important to you than Nana.\You're wrong!\Koichi Sato, I'm going to work!\I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana!\Ever since I first met her,\I was planning not to hang out with her much. response:	So what am I doing, feeling comforted by her?
context: So Sachiko's more important to you than Nana.\You're wrong!\Koichi Sato, I'm going to work!\I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana!\Ever since I first met her,\I was planning not to hang out with her much.\So what am I doing, feeling comforted by her? response:	That's exactly what the Demon Lord wants.
context: You're wrong!\Koichi Sato, I'm going to work!\I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana!\Ever since I first met her,\I was planning not to hang out with her much.\So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants. response:	It won't happen.
context: Koichi Sato, I'm going to work!\I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana!\Ever since I first met her,\I was planning not to hang out with her much.\So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants.\It won't happen. response:	I definitely won't betray Nana.
context: I'm gonna break ties with her!\I do what I can to be buried in the same grave with Nana!\Ever since I first met her,\I was planning not to hang out with her much.\So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants.\It won't happen.\I definitely won't betray Nana. response:	Why do you change into your sneakers, Miss Kawamura?
context: I do what I can to be buried in the same grave with Nana!\Ever since I first met her,\I was planning not to hang out with her much.\So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants.\It won't happen.\I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura? response:	Because I have to run for the last train.
context: Ever since I first met her,\I was planning not to hang out with her much.\So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants.\It won't happen.\I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train. response:	Right, that makes sense.
context: I was planning not to hang out with her much.\So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants.\It won't happen.\I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train.\Right, that makes sense. response:	Sorry to keep you. Let's hurry.
context: So what am I doing, feeling comforted by her?\That's exactly what the Demon Lord wants.\It won't happen.\I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train.\Right, that makes sense.\Sorry to keep you. Let's hurry. response:	Wait, Sachiko!
context: That's exactly what the Demon Lord wants.\It won't happen.\I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train.\Right, that makes sense.\Sorry to keep you. Let's hurry.\Wait, Sachiko! response:	I have to talk to you about something.
context: It won't happen.\I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train.\Right, that makes sense.\Sorry to keep you. Let's hurry.\Wait, Sachiko!\I have to talk to you about something. response:	Don't make such a face.
context: I definitely won't betray Nana.\Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train.\Right, that makes sense.\Sorry to keep you. Let's hurry.\Wait, Sachiko!\I have to talk to you about something.\Don't make such a face. response:	I won't look at her face.
context: Why do you change into your sneakers, Miss Kawamura?\Because I have to run for the last train.\Right, that makes sense.\Sorry to keep you. Let's hurry.\Wait, Sachiko!\I have to talk to you about something.\Don't make such a face.\I won't look at her face. response:	I'll talk as we walk, so will you please listen?
context: Because I have to run for the last train.\Right, that makes sense.\Sorry to keep you. Let's hurry.\Wait, Sachiko!\I have to talk to you about something.\Don't make such a face.\I won't look at her face.\I'll talk as we walk, so will you please listen? response:	If we miss the last train, I'll pay for a taxi.
context: Right, that makes sense.\Sorry to keep you. Let's hurry.\Wait, Sachiko!\I have to talk to you about something.\Don't make such a face.\I won't look at her face.\I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi. response:	So, how am I supposed to end this?
context: Sorry to keep you. Let's hurry.\Wait, Sachiko!\I have to talk to you about something.\Don't make such a face.\I won't look at her face.\I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this? response:	What am I to tell her? How?
context: Wait, Sachiko!\I have to talk to you about something.\Don't make such a face.\I won't look at her face.\I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this?\What am I to tell her? How? response:	She's my friend and not my girlfriend to start with.
context: I have to talk to you about something.\Don't make such a face.\I won't look at her face.\I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this?\What am I to tell her? How?\She's my friend and not my girlfriend to start with. response:	So asking her to break up with me would be odd.
context: Don't make such a face.\I won't look at her face.\I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this?\What am I to tell her? How?\She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd. response:	Do I say we're no longer friends?
context: I won't look at her face.\I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this?\What am I to tell her? How?\She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd.\Do I say we're no longer friends? response:	But why should I have to say that?
context: I'll talk as we walk, so will you please listen?\If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this?\What am I to tell her? How?\She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd.\Do I say we're no longer friends?\But why should I have to say that? response:	Sachiko hasn't done anything wrong.
context: If we miss the last train, I'll pay for a taxi.\So, how am I supposed to end this?\What am I to tell her? How?\She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd.\Do I say we're no longer friends?\But why should I have to say that?\Sachiko hasn't done anything wrong. response:	Or rather, she's a really great girl.
context: So, how am I supposed to end this?\What am I to tell her? How?\She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd.\Do I say we're no longer friends?\But why should I have to say that?\Sachiko hasn't done anything wrong.\Or rather, she's a really great girl. response:	What am I doing?
context: What am I to tell her? How?\She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd.\Do I say we're no longer friends?\But why should I have to say that?\Sachiko hasn't done anything wrong.\Or rather, she's a really great girl.\What am I doing? response:	Anyway, I must say something.
context: She's my friend and not my girlfriend to start with.\So asking her to break up with me would be odd.\Do I say we're no longer friends?\But why should I have to say that?\Sachiko hasn't done anything wrong.\Or rather, she's a really great girl.\What am I doing?\Anyway, I must say something. response:	You know!
context: So asking her to break up with me would be odd.\Do I say we're no longer friends?\But why should I have to say that?\Sachiko hasn't done anything wrong.\Or rather, she's a really great girl.\What am I doing?\Anyway, I must say something.\You know! response:	Sorry. I'm really sorry.
context: Do I say we're no longer friends?\But why should I have to say that?\Sachiko hasn't done anything wrong.\Or rather, she's a really great girl.\What am I doing?\Anyway, I must say something.\You know!\Sorry. I'm really sorry. response:	You've done nothing wrong, Shoji.
context: But why should I have to say that?\Sachiko hasn't done anything wrong.\Or rather, she's a really great girl.\What am I doing?\Anyway, I must say something.\You know!\Sorry. I'm really sorry.\You've done nothing wrong, Shoji. response:	I jumped to conclusions on my own and got carried away.
context: Sachiko hasn't done anything wrong.\Or rather, she's a really great girl.\What am I doing?\Anyway, I must say something.\You know!\Sorry. I'm really sorry.\You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away. response:	I will be careful not to interfere.
context: Or rather, she's a really great girl.\What am I doing?\Anyway, I must say something.\You know!\Sorry. I'm really sorry.\You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away.\I will be careful not to interfere. response:	I will never interfere in your relationship with your girlfriend.
context: What am I doing?\Anyway, I must say something.\You know!\Sorry. I'm really sorry.\You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away.\I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend. response:	So... please. Can't we at least be friends?
context: Anyway, I must say something.\You know!\Sorry. I'm really sorry.\You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away.\I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends? response:	Don't ask me to end this.
context: You know!\Sorry. I'm really sorry.\You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away.\I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends?\Don't ask me to end this. response:	That's strange.
context: Sorry. I'm really sorry.\You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away.\I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends?\Don't ask me to end this.\That's strange. response:	Huh?
context: You've done nothing wrong, Shoji.\I jumped to conclusions on my own and got carried away.\I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends?\Don't ask me to end this.\That's strange.\Huh? response:	Shoji should be done with work,
context: I jumped to conclusions on my own and got carried away.\I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends?\Don't ask me to end this.\That's strange.\Huh?\Shoji should be done with work, response:	but I get his answering service.
context: I will be careful not to interfere.\I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends?\Don't ask me to end this.\That's strange.\Huh?\Shoji should be done with work,\but I get his answering service. response:	I wonder if he forgot to switch it on.
context: I will never interfere in your relationship with your girlfriend.\So... please. Can't we at least be friends?\Don't ask me to end this.\That's strange.\Huh?\Shoji should be done with work,\but I get his answering service.\I wonder if he forgot to switch it on. response:	I want to hurry and tell him that I got a new job.
context: So... please. Can't we at least be friends?\Don't ask me to end this.\That's strange.\Huh?\Shoji should be done with work,\but I get his answering service.\I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job. response:	He's probably cheating on you.
context: Don't ask me to end this.\That's strange.\Huh?\Shoji should be done with work,\but I get his answering service.\I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job.\He's probably cheating on you. response:	Shoji wouldn't do such a thing!
context: That's strange.\Huh?\Shoji should be done with work,\but I get his answering service.\I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job.\He's probably cheating on you.\Shoji wouldn't do such a thing! response:	I'll send him an email.
context: Huh?\Shoji should be done with work,\but I get his answering service.\I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job.\He's probably cheating on you.\Shoji wouldn't do such a thing!\I'll send him an email. response:	I wonder what kinda company would hire a woman like you?
context: Shoji should be done with work,\but I get his answering service.\I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job.\He's probably cheating on you.\Shoji wouldn't do such a thing!\I'll send him an email.\I wonder what kinda company would hire a woman like you? response:	They must really be understaffed.
context: but I get his answering service.\I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job.\He's probably cheating on you.\Shoji wouldn't do such a thing!\I'll send him an email.\I wonder what kinda company would hire a woman like you?\They must really be understaffed. response:	But you know, I'll learn the job while doing errands,
context: I wonder if he forgot to switch it on.\I want to hurry and tell him that I got a new job.\He's probably cheating on you.\Shoji wouldn't do such a thing!\I'll send him an email.\I wonder what kinda company would hire a woman like you?\They must really be understaffed.\But you know, I'll learn the job while doing errands, response:	and if I am fully capable, they'll hire me permanently.
context: I want to hurry and tell him that I got a new job.\He's probably cheating on you.\Shoji wouldn't do such a thing!\I'll send him an email.\I wonder what kinda company would hire a woman like you?\They must really be understaffed.\But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently. response:	So I'll do my best.
context: He's probably cheating on you.\Shoji wouldn't do such a thing!\I'll send him an email.\I wonder what kinda company would hire a woman like you?\They must really be understaffed.\But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently.\So I'll do my best. response:	Wow. You seem awfully motivated.
context: Shoji wouldn't do such a thing!\I'll send him an email.\I wonder what kinda company would hire a woman like you?\They must really be understaffed.\But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently.\So I'll do my best.\Wow. You seem awfully motivated. response:	If I work hard I will get a bonus,
context: I'll send him an email.\I wonder what kinda company would hire a woman like you?\They must really be understaffed.\But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently.\So I'll do my best.\Wow. You seem awfully motivated.\If I work hard I will get a bonus, response:	which will get me a step closer to buying a detached house with a yard.
context: I wonder what kinda company would hire a woman like you?\They must really be understaffed.\But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently.\So I'll do my best.\Wow. You seem awfully motivated.\If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard. response:	A detached house with a yard? Is that your dream?
context: They must really be understaffed.\But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently.\So I'll do my best.\Wow. You seem awfully motivated.\If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream? response:	Yup! A great big dream!
context: But you know, I'll learn the job while doing errands,\and if I am fully capable, they'll hire me permanently.\So I'll do my best.\Wow. You seem awfully motivated.\If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream?\Yup! A great big dream! response:	Then I'll build you a home with the money I get from my songs.
