context: Bathroom... response:	Whoa.
context: Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and\Don't say it!\Dragons don't have very good pasts, do they?\Like I said!\When it comes to butlers, I fancy middle-aged ones! response:	This is out of the question!
context: Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and\Don't say it!\Dragons don't have very good pasts, do they?\Like I said!\When it comes to butlers, I fancy middle-aged ones!\This is out of the question! response:	Stop it! You'll make me screw up!
context: She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and\Don't say it!\Dragons don't have very good pasts, do they?\Like I said!\When it comes to butlers, I fancy middle-aged ones!\This is out of the question!\Stop it! You'll make me screw up! response:	No, no, lately young, handsome,
context: and in her drunken stupor she went to her little sister and\Don't say it!\Dragons don't have very good pasts, do they?\Like I said!\When it comes to butlers, I fancy middle-aged ones!\This is out of the question!\Stop it! You'll make me screw up!\No, no, lately young, handsome, response:	but devilish butlers have been pretty good in their own way!
context: Don't say it!\Dragons don't have very good pasts, do they?\Like I said!\When it comes to butlers, I fancy middle-aged ones!\This is out of the question!\Stop it! You'll make me screw up!\No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way! response:	I said stop it!
context: Dragons don't have very good pasts, do they?\Like I said!\When it comes to butlers, I fancy middle-aged ones!\This is out of the question!\Stop it! You'll make me screw up!\No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way!\I said stop it! response:	Not having that wisdom of life aura means they're out! Got it!
context: Like I said!\When it comes to butlers, I fancy middle-aged ones!\This is out of the question!\Stop it! You'll make me screw up!\No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way!\I said stop it!\Not having that wisdom of life aura means they're out! Got it! response:	She's a completely different person when drunk, isn't she?
context: When it comes to butlers, I fancy middle-aged ones!\This is out of the question!\Stop it! You'll make me screw up!\No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way!\I said stop it!\Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she? response:	Yes.
context: This is out of the question!\Stop it! You'll make me screw up!\No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way!\I said stop it!\Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she?\Yes. response:	Hey, you woman there! Become a maid!
context: Stop it! You'll make me screw up!\No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way!\I said stop it!\Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she?\Yes.\Hey, you woman there! Become a maid! response:	Huh?
context: No, no, lately young, handsome,\but devilish butlers have been pretty good in their own way!\I said stop it!\Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she?\Yes.\Hey, you woman there! Become a maid!\Huh? response:	Tohru, you, too!
context: but devilish butlers have been pretty good in their own way!\I said stop it!\Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she?\Yes.\Hey, you woman there! Become a maid!\Huh?\Tohru, you, too! response:	I already am one, though?
context: I said stop it!\Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she?\Yes.\Hey, you woman there! Become a maid!\Huh?\Tohru, you, too!\I already am one, though? response:	I've told you before, that's just cosplay!
context: Not having that wisdom of life aura means they're out! Got it!\She's a completely different person when drunk, isn't she?\Yes.\Hey, you woman there! Become a maid!\Huh?\Tohru, you, too!\I already am one, though?\I've told you before, that's just cosplay! response:	If you've got complaints, then strip!
context: She's a completely different person when drunk, isn't she?\Yes.\Hey, you woman there! Become a maid!\Huh?\Tohru, you, too!\I already am one, though?\I've told you before, that's just cosplay!\If you've got complaints, then strip! response:	Besides, what's with all of you and your absurd chests?!
context: Yes.\Hey, you woman there! Become a maid!\Huh?\Tohru, you, too!\I already am one, though?\I've told you before, that's just cosplay!\If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?! response:	Huh?!
context: Hey, you woman there! Become a maid!\Huh?\Tohru, you, too!\I already am one, though?\I've told you before, that's just cosplay!\If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?!\Huh?! response:	Fafnir-dono! We must avert our eyes!
context: Huh?\Tohru, you, too!\I already am one, though?\I've told you before, that's just cosplay!\If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?!\Huh?!\Fafnir-dono! We must avert our eyes! response:	Why don't you share some with me?!
context: Tohru, you, too!\I already am one, though?\I've told you before, that's just cosplay!\If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?!\Huh?!\Fafnir-dono! We must avert our eyes!\Why don't you share some with me?! response:	Stop it! I can't see!
context: I already am one, though?\I've told you before, that's just cosplay!\If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?!\Huh?!\Fafnir-dono! We must avert our eyes!\Why don't you share some with me?!\Stop it! I can't see! response:	But that's impossible.
context: I've told you before, that's just cosplay!\If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?!\Huh?!\Fafnir-dono! We must avert our eyes!\Why don't you share some with me?!\Stop it! I can't see!\But that's impossible. response:	Wha?!
context: If you've got complaints, then strip!\Besides, what's with all of you and your absurd chests?!\Huh?!\Fafnir-dono! We must avert our eyes!\Why don't you share some with me?!\Stop it! I can't see!\But that's impossible.\Wha?! response:	If you can't, then strip!
context: Besides, what's with all of you and your absurd chests?!\Huh?!\Fafnir-dono! We must avert our eyes!\Why don't you share some with me?!\Stop it! I can't see!\But that's impossible.\Wha?!\If you can't, then strip! response:	Hmm, yeah, some people move their bodies to it.
context: Huh?!\Fafnir-dono! We must avert our eyes!\Why don't you share some with me?!\Stop it! I can't see!\But that's impossible.\Wha?!\If you can't, then strip!\Hmm, yeah, some people move their bodies to it. response:	Next Episode
context: Fafnir-dono! We must avert our eyes!\Why don't you share some with me?!\Stop it! I can't see!\But that's impossible.\Wha?!\If you can't, then strip!\Hmm, yeah, some people move their bodies to it.\Next Episode response:	Fafnir-dono, ignore that treasure chest.
context: Why don't you share some with me?!\Stop it! I can't see!\But that's impossible.\Wha?!\If you can't, then strip!\Hmm, yeah, some people move their bodies to it.\Next Episode\Fafnir-dono, ignore that treasure chest. response:	That's a mimic.
context: Stop it! I can't see!\But that's impossible.\Wha?!\If you can't, then strip!\Hmm, yeah, some people move their bodies to it.\Next Episode\Fafnir-dono, ignore that treasure chest.\That's a mimic. response:	Ah, that chest is also
context: But that's impossible.\Wha?!\If you can't, then strip!\Hmm, yeah, some people move their bodies to it.\Next Episode\Fafnir-dono, ignore that treasure chest.\That's a mimic.\Ah, that chest is also response:	That was a mimic, too.
context: Wha?!\If you can't, then strip!\Hmm, yeah, some people move their bodies to it.\Next Episode\Fafnir-dono, ignore that treasure chest.\That's a mimic.\Ah, that chest is also\That was a mimic, too. response:	Why do you reflexively go after all the chests?
context: If you can't, then strip!\Hmm, yeah, some people move their bodies to it.\Next Episode\Fafnir-dono, ignore that treasure chest.\That's a mimic.\Ah, that chest is also\That was a mimic, too.\Why do you reflexively go after all the chests? response:	Episode 4
context: Hmm, yeah, some people move their bodies to it.\Next Episode\Fafnir-dono, ignore that treasure chest.\That's a mimic.\Ah, that chest is also\That was a mimic, too.\Why do you reflexively go after all the chests?\Episode 4 response:	Kanna Goes to School! (Not That She Needs To)
context: Next Episode\Fafnir-dono, ignore that treasure chest.\That's a mimic.\Ah, that chest is also\That was a mimic, too.\Why do you reflexively go after all the chests?\Episode 4\Kanna Goes to School! (Not That She Needs To) response:	It's my nature.
