context: Interviews with Monster Girls response:	Takahashi Tetsuo Wants to Protect
context: that she's just like a normal high school girl.\You seem very interested in demis' natures,\so what do you think of that?\Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side?\Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire, response:	I'd say it doesn't.
context: You seem very interested in demis' natures,\so what do you think of that?\Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side?\Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire,\I'd say it doesn't. response:	Hikari does want to suck people's blood,
context: so what do you think of that?\Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side?\Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire,\I'd say it doesn't.\Hikari does want to suck people's blood, response:	but she settles for blood bags.
context: Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side?\Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire,\I'd say it doesn't.\Hikari does want to suck people's blood,\but she settles for blood bags. response:	And even though she has a vampire's keen sense of smell,
context: Are you not that interested in her human side?\Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire,\I'd say it doesn't.\Hikari does want to suck people's blood,\but she settles for blood bags.\And even though she has a vampire's keen sense of smell, response:	she loves foods with strong scents.
context: Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire,\I'd say it doesn't.\Hikari does want to suck people's blood,\but she settles for blood bags.\And even though she has a vampire's keen sense of smell,\she loves foods with strong scents. response:	That human side is what makes her like a vampire,
context: It's true that she doesn't behave the way I'd expect a vampire to.\But if you asked whether that makes her unlike a vampire,\I'd say it doesn't.\Hikari does want to suck people's blood,\but she settles for blood bags.\And even though she has a vampire's keen sense of smell,\she loves foods with strong scents.\That human side is what makes her like a vampire, response:	and it's what makes her unique.
context: But if you asked whether that makes her unlike a vampire,\I'd say it doesn't.\Hikari does want to suck people's blood,\but she settles for blood bags.\And even though she has a vampire's keen sense of smell,\she loves foods with strong scents.\That human side is what makes her like a vampire,\and it's what makes her unique. response:	It isn't how you're born that makes you like something.
context: I'd say it doesn't.\Hikari does want to suck people's blood,\but she settles for blood bags.\And even though she has a vampire's keen sense of smell,\she loves foods with strong scents.\That human side is what makes her like a vampire,\and it's what makes her unique.\It isn't how you're born that makes you like something. response:	It's how you live with what you are.
context: Hikari does want to suck people's blood,\but she settles for blood bags.\And even though she has a vampire's keen sense of smell,\she loves foods with strong scents.\That human side is what makes her like a vampire,\and it's what makes her unique.\It isn't how you're born that makes you like something.\It's how you live with what you are. response:	But that doesn't mean it's okay to neglect an understanding of a demi's nature.
context: but she settles for blood bags.\And even though she has a vampire's keen sense of smell,\she loves foods with strong scents.\That human side is what makes her like a vampire,\and it's what makes her unique.\It isn't how you're born that makes you like something.\It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature. response:	The concerns unique to demis are caused by their natures.
context: And even though she has a vampire's keen sense of smell,\she loves foods with strong scents.\That human side is what makes her like a vampire,\and it's what makes her unique.\It isn't how you're born that makes you like something.\It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures. response:	You can't look at things in only one way.
context: she loves foods with strong scents.\That human side is what makes her like a vampire,\and it's what makes her unique.\It isn't how you're born that makes you like something.\It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures.\You can't look at things in only one way. response:	You should look from both angles.
context: That human side is what makes her like a vampire,\and it's what makes her unique.\It isn't how you're born that makes you like something.\It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures.\You can't look at things in only one way.\You should look from both angles. response:	If you just see traits unique to demis, you'll miss their individuality.
context: and it's what makes her unique.\It isn't how you're born that makes you like something.\It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures.\You can't look at things in only one way.\You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality. response:	If you only see the human side, you won't understand their troubles.
context: It isn't how you're born that makes you like something.\It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures.\You can't look at things in only one way.\You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles. response:	Both are precious.
context: It's how you live with what you are.\But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures.\You can't look at things in only one way.\You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles.\Both are precious. response:	What's important is balance.
context: But that doesn't mean it's okay to neglect an understanding of a demi's nature.\The concerns unique to demis are caused by their natures.\You can't look at things in only one way.\You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles.\Both are precious.\What's important is balance. response:	That's what I think.
context: The concerns unique to demis are caused by their natures.\You can't look at things in only one way.\You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles.\Both are precious.\What's important is balance.\That's what I think. response:	I'm at a loss for words.
context: You can't look at things in only one way.\You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles.\Both are precious.\What's important is balance.\That's what I think.\I'm at a loss for words. response:	Maybe I can trust him...
context: You should look from both angles.\If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles.\Both are precious.\What's important is balance.\That's what I think.\I'm at a loss for words.\Maybe I can trust him... response:	Um, Sensei...
context: If you just see traits unique to demis, you'll miss their individuality.\If you only see the human side, you won't understand their troubles.\Both are precious.\What's important is balance.\That's what I think.\I'm at a loss for words.\Maybe I can trust him...\Um, Sensei... response:	What's up?
context: If you only see the human side, you won't understand their troubles.\Both are precious.\What's important is balance.\That's what I think.\I'm at a loss for words.\Maybe I can trust him...\Um, Sensei...\What's up? response:	Would you like to come to our house sometime?
context: Both are precious.\What's important is balance.\That's what I think.\I'm at a loss for words.\Maybe I can trust him...\Um, Sensei...\What's up?\Would you like to come to our house sometime? response:	Oh, I did, not long ago.
context: What's important is balance.\That's what I think.\I'm at a loss for words.\Maybe I can trust him...\Um, Sensei...\What's up?\Would you like to come to our house sometime?\Oh, I did, not long ago. response:	In front of it, anyway.
context: That's what I think.\I'm at a loss for words.\Maybe I can trust him...\Um, Sensei...\What's up?\Would you like to come to our house sometime?\Oh, I did, not long ago.\In front of it, anyway. response:	I'd like my parents to hear what you just said.
context: I'm at a loss for words.\Maybe I can trust him...\Um, Sensei...\What's up?\Would you like to come to our house sometime?\Oh, I did, not long ago.\In front of it, anyway.\I'd like my parents to hear what you just said. response:	Oh, okay!
context: Maybe I can trust him...\Um, Sensei...\What's up?\Would you like to come to our house sometime?\Oh, I did, not long ago.\In front of it, anyway.\I'd like my parents to hear what you just said.\Oh, okay! response:	Actually, I was thinking I'd like to talk to your parents, too.
context: Um, Sensei...\What's up?\Would you like to come to our house sometime?\Oh, I did, not long ago.\In front of it, anyway.\I'd like my parents to hear what you just said.\Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too. response:	Sensei...
context: What's up?\Would you like to come to our house sometime?\Oh, I did, not long ago.\In front of it, anyway.\I'd like my parents to hear what you just said.\Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too.\Sensei... response:	Hmm?
context: Would you like to come to our house sometime?\Oh, I did, not long ago.\In front of it, anyway.\I'd like my parents to hear what you just said.\Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too.\Sensei...\Hmm? response:	Incidentally, I have a question for you!
context: Oh, I did, not long ago.\In front of it, anyway.\I'd like my parents to hear what you just said.\Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too.\Sensei...\Hmm?\Incidentally, I have a question for you! response:	What does hugging my sister let you learn?
context: In front of it, anyway.\I'd like my parents to hear what you just said.\Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too.\Sensei...\Hmm?\Incidentally, I have a question for you!\What does hugging my sister let you learn? response:	Sensei hugged me today! He totally attacked me!
context: I'd like my parents to hear what you just said.\Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too.\Sensei...\Hmm?\Incidentally, I have a question for you!\What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me! response:	Was it her vampire nature, or her human side?!
context: Oh, okay!\Actually, I was thinking I'd like to talk to your parents, too.\Sensei...\Hmm?\Incidentally, I have a question for you!\What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?! response:	Shibasaki Station
context: Actually, I was thinking I'd like to talk to your parents, too.\Sensei...\Hmm?\Incidentally, I have a question for you!\What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?!\Shibasaki Station response:	Hugged? Attacked?!
context: Sensei...\Hmm?\Incidentally, I have a question for you!\What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?!\Shibasaki Station\Hugged? Attacked?! response:	What is she thinking?
context: Hmm?\Incidentally, I have a question for you!\What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?!\Shibasaki Station\Hugged? Attacked?!\What is she thinking? response:	You've got it wrong, Himari-chan! She's the one who
context: Incidentally, I have a question for you!\What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?!\Shibasaki Station\Hugged? Attacked?!\What is she thinking?\You've got it wrong, Himari-chan! She's the one who response:	You...
context: What does hugging my sister let you learn?\Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?!\Shibasaki Station\Hugged? Attacked?!\What is she thinking?\You've got it wrong, Himari-chan! She's the one who\You... response:	Rationalizing, demi-loving teacher!
context: Sensei hugged me today! He totally attacked me!\Was it her vampire nature, or her human side?!\Shibasaki Station\Hugged? Attacked?!\What is she thinking?\You've got it wrong, Himari-chan! She's the one who\You...\Rationalizing, demi-loving teacher! response:	I don't deny that, but still!
context: Was it her vampire nature, or her human side?!\Shibasaki Station\Hugged? Attacked?!\What is she thinking?\You've got it wrong, Himari-chan! She's the one who\You...\Rationalizing, demi-loving teacher!\I don't deny that, but still! response:	Onee-chan?
context: Shibasaki Station\Hugged? Attacked?!\What is she thinking?\You've got it wrong, Himari-chan! She's the one who\You...\Rationalizing, demi-loving teacher!\I don't deny that, but still!\Onee-chan? response:	Onee-chan, are you oka
context: Hugged? Attacked?!\What is she thinking?\You've got it wrong, Himari-chan! She's the one who\You...\Rationalizing, demi-loving teacher!\I don't deny that, but still!\Onee-chan?\Onee-chan, are you oka response:	And why send me such a misleading message?
context: What is she thinking?\You've got it wrong, Himari-chan! She's the one who\You...\Rationalizing, demi-loving teacher!\I don't deny that, but still!\Onee-chan?\Onee-chan, are you oka\And why send me such a misleading message? response:	I'm sorry...
context: You've got it wrong, Himari-chan! She's the one who\You...\Rationalizing, demi-loving teacher!\I don't deny that, but still!\Onee-chan?\Onee-chan, are you oka\And why send me such a misleading message?\I'm sorry... response:	You were so late getting home, and I was bored here.
context: You...\Rationalizing, demi-loving teacher!\I don't deny that, but still!\Onee-chan?\Onee-chan, are you oka\And why send me such a misleading message?\I'm sorry...\You were so late getting home, and I was bored here. response:	I thought if I sent a message like that, you'd come home faster.
context: Rationalizing, demi-loving teacher!\I don't deny that, but still!\Onee-chan?\Onee-chan, are you oka\And why send me such a misleading message?\I'm sorry...\You were so late getting home, and I was bored here.\I thought if I sent a message like that, you'd come home faster. response:	I had no idea Sensei was with you.
context: I don't deny that, but still!\Onee-chan?\Onee-chan, are you oka\And why send me such a misleading message?\I'm sorry...\You were so late getting home, and I was bored here.\I thought if I sent a message like that, you'd come home faster.\I had no idea Sensei was with you. response:	If you'd just sent a message asking me to hurry home, I would have.
context: Onee-chan?\Onee-chan, are you oka\And why send me such a misleading message?\I'm sorry...\You were so late getting home, and I was bored here.\I thought if I sent a message like that, you'd come home faster.\I had no idea Sensei was with you.\If you'd just sent a message asking me to hurry home, I would have. response:	Really? I love you, Himari!
context: Onee-chan, are you oka\And why send me such a misleading message?\I'm sorry...\You were so late getting home, and I was bored here.\I thought if I sent a message like that, you'd come home faster.\I had no idea Sensei was with you.\If you'd just sent a message asking me to hurry home, I would have.\Really? I love you, Himari! response:	Quit clinging to me!
context: And why send me such a misleading message?\I'm sorry...\You were so late getting home, and I was bored here.\I thought if I sent a message like that, you'd come home faster.\I had no idea Sensei was with you.\If you'd just sent a message asking me to hurry home, I would have.\Really? I love you, Himari!\Quit clinging to me! response:	Next Time Snow Woman-chan Is Cold
context: I'm sorry...\You were so late getting home, and I was bored here.\I thought if I sent a message like that, you'd come home faster.\I had no idea Sensei was with you.\If you'd just sent a message asking me to hurry home, I would have.\Really? I love you, Himari!\Quit clinging to me!\Next Time Snow Woman-chan Is Cold response:	Snow Woman-chan Is Cold.
