context: Once upon a time, there was a man who died. response:	All the stories the man spun came true,
context: To those who resist everything, glory.\Ahiru...\Please, Fakir...\Fakir!\He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice.\Your voice. response:	Someday, the prince will become my prince alone...
context: Ahiru...\Please, Fakir...\Fakir!\He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice.\Your voice.\Someday, the prince will become my prince alone... response:	What am I?
context: Please, Fakir...\Fakir!\He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice.\Your voice.\Someday, the prince will become my prince alone...\What am I? response:	What should I do? Should I love?
context: Fakir!\He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice.\Your voice.\Someday, the prince will become my prince alone...\What am I?\What should I do? Should I love? response:	Love... How?
context: He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice.\Your voice.\Someday, the prince will become my prince alone...\What am I?\What should I do? Should I love?\Love... How? response:	No! I will BE loved!
context: I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice.\Your voice.\Someday, the prince will become my prince alone...\What am I?\What should I do? Should I love?\Love... How?\No! I will BE loved! response:	Love me! Love me!
context: I heard a voice.\Your voice.\Someday, the prince will become my prince alone...\What am I?\What should I do? Should I love?\Love... How?\No! I will BE loved!\Love me! Love me! response:	Everyone, throw away your lives and love me!
context: Your voice.\Someday, the prince will become my prince alone...\What am I?\What should I do? Should I love?\Love... How?\No! I will BE loved!\Love me! Love me!\Everyone, throw away your lives and love me! response:	This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!
context: Someday, the prince will become my prince alone...\What am I?\What should I do? Should I love?\Love... How?\No! I will BE loved!\Love me! Love me!\Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them! response:	That won't do! That won't do!
context: What am I?\What should I do? Should I love?\Love... How?\No! I will BE loved!\Love me! Love me!\Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do! response:	I won't stand for that, you repugnant filth.
context: What should I do? Should I love?\Love... How?\No! I will BE loved!\Love me! Love me!\Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do!\I won't stand for that, you repugnant filth. response:	Rue-chan! Were you crying?
context: Love... How?\No! I will BE loved!\Love me! Love me!\Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do!\I won't stand for that, you repugnant filth.\Rue-chan! Were you crying? response:	Of course not. What are you doing here?
context: No! I will BE loved!\Love me! Love me!\Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do!\I won't stand for that, you repugnant filth.\Rue-chan! Were you crying?\Of course not. What are you doing here? response:	Have we met before zura?
context: Love me! Love me!\Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do!\I won't stand for that, you repugnant filth.\Rue-chan! Were you crying?\Of course not. What are you doing here?\Have we met before zura? response:	What are you talking about? I've never met a girl like you...
context: Everyone, throw away your lives and love me!\This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do!\I won't stand for that, you repugnant filth.\Rue-chan! Were you crying?\Of course not. What are you doing here?\Have we met before zura?\What are you talking about? I've never met a girl like you... response:	Who are you?
context: This is bad! The story's turning tragic just as I wanted it to, but it'll stop because of them!\That won't do! That won't do!\I won't stand for that, you repugnant filth.\Rue-chan! Were you crying?\Of course not. What are you doing here?\Have we met before zura?\What are you talking about? I've never met a girl like you...\Who are you? response:	Isn't this world being controlled by Drosselmeyer's stories?
context: That won't do! That won't do!\I won't stand for that, you repugnant filth.\Rue-chan! Were you crying?\Of course not. What are you doing here?\Have we met before zura?\What are you talking about? I've never met a girl like you...\Who are you?\Isn't this world being controlled by Drosselmeyer's stories? response:	So you're saying you're going to cut off my hands?
context: I won't stand for that, you repugnant filth.\Rue-chan! Were you crying?\Of course not. What are you doing here?\Have we met before zura?\What are you talking about? I've never met a girl like you...\Who are you?\Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands? response:	I love everyone in the world and want to protect them...
context: Rue-chan! Were you crying?\Of course not. What are you doing here?\Have we met before zura?\What are you talking about? I've never met a girl like you...\Who are you?\Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them... response:	And yet, I also want to make all the world's love my own.
context: Of course not. What are you doing here?\Have we met before zura?\What are you talking about? I've never met a girl like you...\Who are you?\Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own. response:	Crown of Stone
context: Have we met before zura?\What are you talking about? I've never met a girl like you...\Who are you?\Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own.\Crown of Stone response:	All you children who love stories, come gather around.
context: What are you talking about? I've never met a girl like you...\Who are you?\Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own.\Crown of Stone\All you children who love stories, come gather around. response:	The voice calling, come now, wake up
context: Who are you?\Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own.\Crown of Stone\All you children who love stories, come gather around.\The voice calling, come now, wake up response:	Wiping a tearstained face
context: Isn't this world being controlled by Drosselmeyer's stories?\So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own.\Crown of Stone\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: So you're saying you're going to cut off my hands?\I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own.\Crown of Stone\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: I love everyone in the world and want to protect them...\And yet, I also want to make all the world's love my own.\Crown of Stone\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: And yet, I also want to make all the world's love my own.\Crown of Stone\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: Crown of Stone\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
