context: Mid-terms response:	Ranking Announcement
context: Dammit!\He's heading downtown! This is not good!\Whoa! What the...? You scared me.\What is this?\Did it escape from somewhere?\But really, your face pisses me off for some reason, you know?\You kind of remind of that moron...\Oh, oh... Master Raku! response:	What?
context: He's heading downtown! This is not good!\Whoa! What the...? You scared me.\What is this?\Did it escape from somewhere?\But really, your face pisses me off for some reason, you know?\You kind of remind of that moron...\Oh, oh... Master Raku!\What? response:	You mustn't be so rough with me!
context: Whoa! What the...? You scared me.\What is this?\Did it escape from somewhere?\But really, your face pisses me off for some reason, you know?\You kind of remind of that moron...\Oh, oh... Master Raku!\What?\You mustn't be so rough with me! response:	Not that I don't find that attractive, too.
context: What is this?\Did it escape from somewhere?\But really, your face pisses me off for some reason, you know?\You kind of remind of that moron...\Oh, oh... Master Raku!\What?\You mustn't be so rough with me!\Not that I don't find that attractive, too. response:	Come on, Marika, relax...
context: Did it escape from somewhere?\But really, your face pisses me off for some reason, you know?\You kind of remind of that moron...\Oh, oh... Master Raku!\What?\You mustn't be so rough with me!\Not that I don't find that attractive, too.\Come on, Marika, relax... response:	Is that Chitoge?
context: But really, your face pisses me off for some reason, you know?\You kind of remind of that moron...\Oh, oh... Master Raku!\What?\You mustn't be so rough with me!\Not that I don't find that attractive, too.\Come on, Marika, relax...\Is that Chitoge? response:	Hey, Chitoge!
context: You kind of remind of that moron...\Oh, oh... Master Raku!\What?\You mustn't be so rough with me!\Not that I don't find that attractive, too.\Come on, Marika, relax...\Is that Chitoge?\Hey, Chitoge! response:	Glad you're here!
context: Oh, oh... Master Raku!\What?\You mustn't be so rough with me!\Not that I don't find that attractive, too.\Come on, Marika, relax...\Is that Chitoge?\Hey, Chitoge!\Glad you're here! response:	By any chance did a parrot come flying by?
context: What?\You mustn't be so rough with me!\Not that I don't find that attractive, too.\Come on, Marika, relax...\Is that Chitoge?\Hey, Chitoge!\Glad you're here!\By any chance did a parrot come flying by? response:	Was that... your parrot?
context: You mustn't be so rough with me!\Not that I don't find that attractive, too.\Come on, Marika, relax...\Is that Chitoge?\Hey, Chitoge!\Glad you're here!\By any chance did a parrot come flying by?\Was that... your parrot? response:	Yeah, that's right.
context: Not that I don't find that attractive, too.\Come on, Marika, relax...\Is that Chitoge?\Hey, Chitoge!\Glad you're here!\By any chance did a parrot come flying by?\Was that... your parrot?\Yeah, that's right. response:	I'm taking care of him for Tachibana, see.
context: Come on, Marika, relax...\Is that Chitoge?\Hey, Chitoge!\Glad you're here!\By any chance did a parrot come flying by?\Was that... your parrot?\Yeah, that's right.\I'm taking care of him for Tachibana, see. response:	Did you see which way he...
context: Is that Chitoge?\Hey, Chitoge!\Glad you're here!\By any chance did a parrot come flying by?\Was that... your parrot?\Yeah, that's right.\I'm taking care of him for Tachibana, see.\Did you see which way he... response:	Make amends by dying, you dumbass!
context: Hey, Chitoge!\Glad you're here!\By any chance did a parrot come flying by?\Was that... your parrot?\Yeah, that's right.\I'm taking care of him for Tachibana, see.\Did you see which way he...\Make amends by dying, you dumbass! response:	Why?
context: Glad you're here!\By any chance did a parrot come flying by?\Was that... your parrot?\Yeah, that's right.\I'm taking care of him for Tachibana, see.\Did you see which way he...\Make amends by dying, you dumbass!\Why? response:	Who cares about your parrot?
context: By any chance did a parrot come flying by?\Was that... your parrot?\Yeah, that's right.\I'm taking care of him for Tachibana, see.\Did you see which way he...\Make amends by dying, you dumbass!\Why?\Who cares about your parrot? response:	Go look for it yourself!
context: Was that... your parrot?\Yeah, that's right.\I'm taking care of him for Tachibana, see.\Did you see which way he...\Make amends by dying, you dumbass!\Why?\Who cares about your parrot?\Go look for it yourself! response:	What's your problem, for Pete's sake?
context: Yeah, that's right.\I'm taking care of him for Tachibana, see.\Did you see which way he...\Make amends by dying, you dumbass!\Why?\Who cares about your parrot?\Go look for it yourself!\What's your problem, for Pete's sake? response:	Dammit, I never have any clue what she's thinking.
context: I'm taking care of him for Tachibana, see.\Did you see which way he...\Make amends by dying, you dumbass!\Why?\Who cares about your parrot?\Go look for it yourself!\What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking. response:	Hey, there he is!
context: Did you see which way he...\Make amends by dying, you dumbass!\Why?\Who cares about your parrot?\Go look for it yourself!\What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking.\Hey, there he is! response:	Damn him... I swear I'm gonna catch him this time.
context: Make amends by dying, you dumbass!\Why?\Who cares about your parrot?\Go look for it yourself!\What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking.\Hey, there he is!\Damn him... I swear I'm gonna catch him this time. response:	Oh, crap! That's Onodera!
context: Why?\Who cares about your parrot?\Go look for it yourself!\What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking.\Hey, there he is!\Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera! response:	What a sweet parrot!
context: Who cares about your parrot?\Go look for it yourself!\What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking.\Hey, there he is!\Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera!\What a sweet parrot! response:	I wonder where he came from?
context: Go look for it yourself!\What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking.\Hey, there he is!\Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera!\What a sweet parrot!\I wonder where he came from? response:	Did he escape from somewhere, I wonder?
context: What's your problem, for Pete's sake?\Dammit, I never have any clue what she's thinking.\Hey, there he is!\Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera!\What a sweet parrot!\I wonder where he came from?\Did he escape from somewhere, I wonder? response:	Shouldn't we catch him?
context: Dammit, I never have any clue what she's thinking.\Hey, there he is!\Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera!\What a sweet parrot!\I wonder where he came from?\Did he escape from somewhere, I wonder?\Shouldn't we catch him? response:	Come on, Mr. Parrot!
context: Hey, there he is!\Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera!\What a sweet parrot!\I wonder where he came from?\Did he escape from somewhere, I wonder?\Shouldn't we catch him?\Come on, Mr. Parrot! response:	Here, boy! Here, boy!
context: Damn him... I swear I'm gonna catch him this time.\Oh, crap! That's Onodera!\What a sweet parrot!\I wonder where he came from?\Did he escape from somewhere, I wonder?\Shouldn't we catch him?\Come on, Mr. Parrot!\Here, boy! Here, boy! response:	You really have a way with any kind of animal, huh, Sis?
context: Oh, crap! That's Onodera!\What a sweet parrot!\I wonder where he came from?\Did he escape from somewhere, I wonder?\Shouldn't we catch him?\Come on, Mr. Parrot!\Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis? response:	Did you lose your way?
context: What a sweet parrot!\I wonder where he came from?\Did he escape from somewhere, I wonder?\Shouldn't we catch him?\Come on, Mr. Parrot!\Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis?\Did you lose your way? response:	Do you know where your owner is?
context: I wonder where he came from?\Did he escape from somewhere, I wonder?\Shouldn't we catch him?\Come on, Mr. Parrot!\Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis?\Did you lose your way?\Do you know where your owner is? response:	Just kidding.
context: Did he escape from somewhere, I wonder?\Shouldn't we catch him?\Come on, Mr. Parrot!\Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis?\Did you lose your way?\Do you know where your owner is?\Just kidding. response:	I belong to Master Raku!
context: Shouldn't we catch him?\Come on, Mr. Parrot!\Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis?\Did you lose your way?\Do you know where your owner is?\Just kidding.\I belong to Master Raku! response:	Oh, my beloved Marika!
context: Come on, Mr. Parrot!\Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis?\Did you lose your way?\Do you know where your owner is?\Just kidding.\I belong to Master Raku!\Oh, my beloved Marika! response:	My sweet honey!
context: Here, boy! Here, boy!\You really have a way with any kind of animal, huh, Sis?\Did you lose your way?\Do you know where your owner is?\Just kidding.\I belong to Master Raku!\Oh, my beloved Marika!\My sweet honey! response:	Really, I don't believe you, Master Raku!
context: You really have a way with any kind of animal, huh, Sis?\Did you lose your way?\Do you know where your owner is?\Just kidding.\I belong to Master Raku!\Oh, my beloved Marika!\My sweet honey!\Really, I don't believe you, Master Raku! response:	I am so embarrassed.
context: Did you lose your way?\Do you know where your owner is?\Just kidding.\I belong to Master Raku!\Oh, my beloved Marika!\My sweet honey!\Really, I don't believe you, Master Raku!\I am so embarrassed. response:	Oh, no, was I too late?
context: Do you know where your owner is?\Just kidding.\I belong to Master Raku!\Oh, my beloved Marika!\My sweet honey!\Really, I don't believe you, Master Raku!\I am so embarrassed.\Oh, no, was I too late? response:	Hold up a second, Onodera! It's not what you think!
context: Just kidding.\I belong to Master Raku!\Oh, my beloved Marika!\My sweet honey!\Really, I don't believe you, Master Raku!\I am so embarrassed.\Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think! response:	Just hear me out and you'll see!
context: I belong to Master Raku!\Oh, my beloved Marika!\My sweet honey!\Really, I don't believe you, Master Raku!\I am so embarrassed.\Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see! response:	Ichijo!
context: Oh, my beloved Marika!\My sweet honey!\Really, I don't believe you, Master Raku!\I am so embarrassed.\Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see!\Ichijo! response:	I-It's fine, all right?
context: My sweet honey!\Really, I don't believe you, Master Raku!\I am so embarrassed.\Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see!\Ichijo!\I-It's fine, all right? response:	I haven't heard anything, and I haven't seen anything, so it's all good, okay?
context: Really, I don't believe you, Master Raku!\I am so embarrassed.\Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see!\Ichijo!\I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay? response:	Nooo!
context: I am so embarrassed.\Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see!\Ichijo!\I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo! response:	Marika!
context: Oh, no, was I too late?\Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see!\Ichijo!\I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo!\Marika! response:	You're the only one that I love!
context: Hold up a second, Onodera! It's not what you think!\Just hear me out and you'll see!\Ichijo!\I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo!\Marika!\You're the only one that I love! response:	Come back here, you dumbass bird!
context: Just hear me out and you'll see!\Ichijo!\I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo!\Marika!\You're the only one that I love!\Come back here, you dumbass bird! response:	Or I'll end up frying you and eating you up, dammit!
context: Ichijo!\I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo!\Marika!\You're the only one that I love!\Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit! response:	Damn...
context: I-It's fine, all right?\I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo!\Marika!\You're the only one that I love!\Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit!\Damn... response:	I want to set the record straight,
context: I haven't heard anything, and I haven't seen anything, so it's all good, okay?\Nooo!\Marika!\You're the only one that I love!\Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit!\Damn...\I want to set the record straight, response:	but if I don't go after him, it'll mean more grief for me!
context: Nooo!\Marika!\You're the only one that I love!\Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit!\Damn...\I want to set the record straight,\but if I don't go after him, it'll mean more grief for me! response:	I gotta catch him as soon as possible!
context: Marika!\You're the only one that I love!\Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit!\Damn...\I want to set the record straight,\but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible! response:	Could that be...?
context: You're the only one that I love!\Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit!\Damn...\I want to set the record straight,\but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible!\Could that be...? response:	Tsugumi! Glad I ran into you!
context: Come back here, you dumbass bird!\Or I'll end up frying you and eating you up, dammit!\Damn...\I want to set the record straight,\but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible!\Could that be...?\Tsugumi! Glad I ran into you! response:	Help me out, will you?
context: Or I'll end up frying you and eating you up, dammit!\Damn...\I want to set the record straight,\but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible!\Could that be...?\Tsugumi! Glad I ran into you!\Help me out, will you? response:	See, there's this pet parrot...
context: Damn...\I want to set the record straight,\but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible!\Could that be...?\Tsugumi! Glad I ran into you!\Help me out, will you?\See, there's this pet parrot... response:	You bastard!
context: I want to set the record straight,\but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible!\Could that be...?\Tsugumi! Glad I ran into you!\Help me out, will you?\See, there's this pet parrot...\You bastard! response:	You've been with Marika Tachibana...
context: but if I don't go after him, it'll mean more grief for me!\I gotta catch him as soon as possible!\Could that be...?\Tsugumi! Glad I ran into you!\Help me out, will you?\See, there's this pet parrot...\You bastard!\You've been with Marika Tachibana... response:	Have... have you no shame?!
context: I gotta catch him as soon as possible!\Could that be...?\Tsugumi! Glad I ran into you!\Help me out, will you?\See, there's this pet parrot...\You bastard!\You've been with Marika Tachibana...\Have... have you no shame?! response:	She hit on me first!
context: Could that be...?\Tsugumi! Glad I ran into you!\Help me out, will you?\See, there's this pet parrot...\You bastard!\You've been with Marika Tachibana...\Have... have you no shame?!\She hit on me first! response:	Divine punishment!
context: Tsugumi! Glad I ran into you!\Help me out, will you?\See, there's this pet parrot...\You bastard!\You've been with Marika Tachibana...\Have... have you no shame?!\She hit on me first!\Divine punishment! response:	You're just a bird! You're just a bird!
context: Help me out, will you?\See, there's this pet parrot...\You bastard!\You've been with Marika Tachibana...\Have... have you no shame?!\She hit on me first!\Divine punishment!\You're just a bird! You're just a bird! response:	Dammit, I'm never gonna get anywhere like this.
context: See, there's this pet parrot...\You bastard!\You've been with Marika Tachibana...\Have... have you no shame?!\She hit on me first!\Divine punishment!\You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this. response:	I know!
context: You bastard!\You've been with Marika Tachibana...\Have... have you no shame?!\She hit on me first!\Divine punishment!\You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this.\I know! response:	Does it say anything in that note?
context: You've been with Marika Tachibana...\Have... have you no shame?!\She hit on me first!\Divine punishment!\You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this.\I know!\Does it say anything in that note? response:	If Master Raku escapes, this is the retrieval process
context: Have... have you no shame?!\She hit on me first!\Divine punishment!\You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this.\I know!\Does it say anything in that note?\If Master Raku escapes, this is the retrieval process response:	That's it!
context: She hit on me first!\Divine punishment!\You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this.\I know!\Does it say anything in that note?\If Master Raku escapes, this is the retrieval process\That's it! response:	How can I do that?!
context: Divine punishment!\You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this.\I know!\Does it say anything in that note?\If Master Raku escapes, this is the retrieval process\That's it!\How can I do that?! response:	What the hell is she gonna make me yell all over town?!
context: You're just a bird! You're just a bird!\Dammit, I'm never gonna get anywhere like this.\I know!\Does it say anything in that note?\If Master Raku escapes, this is the retrieval process\That's it!\How can I do that?!\What the hell is she gonna make me yell all over town?! response:	You come back here, Raku Ichijo!
context: Dammit, I'm never gonna get anywhere like this.\I know!\Does it say anything in that note?\If Master Raku escapes, this is the retrieval process\That's it!\How can I do that?!\What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo! response:	But unless I catch that bird, I can't make things right.
context: I know!\Does it say anything in that note?\If Master Raku escapes, this is the retrieval process\That's it!\How can I do that?!\What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right. response:	Still...
context: Does it say anything in that note?\If Master Raku escapes, this is the retrieval process\That's it!\How can I do that?!\What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right.\Still... response:	Say this in a loud voice?
context: If Master Raku escapes, this is the retrieval process\That's it!\How can I do that?!\What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right.\Still...\Say this in a loud voice? response:	What should I do?
context: That's it!\How can I do that?!\What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right.\Still...\Say this in a loud voice?\What should I do? response:	What should I do?
context: How can I do that?!\What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right.\Still...\Say this in a loud voice?\What should I do?\What should I do? response:	You come back here!
context: What the hell is she gonna make me yell all over town?!\You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right.\Still...\Say this in a loud voice?\What should I do?\What should I do?\You come back here! response:	My sweet honey, Marika!
context: You come back here, Raku Ichijo!\But unless I catch that bird, I can't make things right.\Still...\Say this in a loud voice?\What should I do?\What should I do?\You come back here!\My sweet honey, Marika! response:	What was that, just now?
context: But unless I catch that bird, I can't make things right.\Still...\Say this in a loud voice?\What should I do?\What should I do?\You come back here!\My sweet honey, Marika!\What was that, just now? response:	Look, it's him.
context: Still...\Say this in a loud voice?\What should I do?\What should I do?\You come back here!\My sweet honey, Marika!\What was that, just now?\Look, it's him. response:	The Shuei-gumi heir.
context: Say this in a loud voice?\What should I do?\What should I do?\You come back here!\My sweet honey, Marika!\What was that, just now?\Look, it's him.\The Shuei-gumi heir. response:	It's over.
context: What should I do?\What should I do?\You come back here!\My sweet honey, Marika!\What was that, just now?\Look, it's him.\The Shuei-gumi heir.\It's over. response:	Oh, you mean...
context: What should I do?\You come back here!\My sweet honey, Marika!\What was that, just now?\Look, it's him.\The Shuei-gumi heir.\It's over.\Oh, you mean... response:	That's youth for you!
context: You come back here!\My sweet honey, Marika!\What was that, just now?\Look, it's him.\The Shuei-gumi heir.\It's over.\Oh, you mean...\That's youth for you! response:	Oh, my! Master Raku?
context: My sweet honey, Marika!\What was that, just now?\Look, it's him.\The Shuei-gumi heir.\It's over.\Oh, you mean...\That's youth for you!\Oh, my! Master Raku? response:	What are you doing in a place like this?
context: What was that, just now?\Look, it's him.\The Shuei-gumi heir.\It's over.\Oh, you mean...\That's youth for you!\Oh, my! Master Raku?\What are you doing in a place like this? response:	Oh, Master Raku!
context: Look, it's him.\The Shuei-gumi heir.\It's over.\Oh, you mean...\That's youth for you!\Oh, my! Master Raku?\What are you doing in a place like this?\Oh, Master Raku! response:	It's so good to see you looking well!
context: The Shuei-gumi heir.\It's over.\Oh, you mean...\That's youth for you!\Oh, my! Master Raku?\What are you doing in a place like this?\Oh, Master Raku!\It's so good to see you looking well! response:	Were you a good parrot while I was away?
context: It's over.\Oh, you mean...\That's youth for you!\Oh, my! Master Raku?\What are you doing in a place like this?\Oh, Master Raku!\It's so good to see you looking well!\Were you a good parrot while I was away? response:	Marika! Marika!
context: Oh, you mean...\That's youth for you!\Oh, my! Master Raku?\What are you doing in a place like this?\Oh, Master Raku!\It's so good to see you looking well!\Were you a good parrot while I was away?\Marika! Marika! response:	Huh?
context: That's youth for you!\Oh, my! Master Raku?\What are you doing in a place like this?\Oh, Master Raku!\It's so good to see you looking well!\Were you a good parrot while I was away?\Marika! Marika!\Huh? response:	You're all here?
context: Oh, my! Master Raku?\What are you doing in a place like this?\Oh, Master Raku!\It's so good to see you looking well!\Were you a good parrot while I was away?\Marika! Marika!\Huh?\You're all here? response:	Marika... Do you know what that parrot's been saying?
context: What are you doing in a place like this?\Oh, Master Raku!\It's so good to see you looking well!\Were you a good parrot while I was away?\Marika! Marika!\Huh?\You're all here?\Marika... Do you know what that parrot's been saying? response:	Oh, you shouldn't take any of that at face value.
context: Oh, Master Raku!\It's so good to see you looking well!\Were you a good parrot while I was away?\Marika! Marika!\Huh?\You're all here?\Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value. response:	That's so misleading!
context: It's so good to see you looking well!\Were you a good parrot while I was away?\Marika! Marika!\Huh?\You're all here?\Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value.\That's so misleading! response:	Knock it off!
context: Were you a good parrot while I was away?\Marika! Marika!\Huh?\You're all here?\Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value.\That's so misleading!\Knock it off! response:	Thank God...
context: Marika! Marika!\Huh?\You're all here?\Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value.\That's so misleading!\Knock it off!\Thank God... response:	Everything's all cleared up.
context: Huh?\You're all here?\Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value.\That's so misleading!\Knock it off!\Thank God...\Everything's all cleared up. response:	All right, if you'll excuse me now.
context: You're all here?\Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value.\That's so misleading!\Knock it off!\Thank God...\Everything's all cleared up.\All right, if you'll excuse me now. response:	Master Raku, I'll thank you another time.
context: Marika... Do you know what that parrot's been saying?\Oh, you shouldn't take any of that at face value.\That's so misleading!\Knock it off!\Thank God...\Everything's all cleared up.\All right, if you'll excuse me now.\Master Raku, I'll thank you another time. response:	Good day!
context: Oh, you shouldn't take any of that at face value.\That's so misleading!\Knock it off!\Thank God...\Everything's all cleared up.\All right, if you'll excuse me now.\Master Raku, I'll thank you another time.\Good day! response:	For some reason, she left without making a fuss today, don't you think?
context: That's so misleading!\Knock it off!\Thank God...\Everything's all cleared up.\All right, if you'll excuse me now.\Master Raku, I'll thank you another time.\Good day!\For some reason, she left without making a fuss today, don't you think? response:	I'm exhausted.
context: Knock it off!\Thank God...\Everything's all cleared up.\All right, if you'll excuse me now.\Master Raku, I'll thank you another time.\Good day!\For some reason, she left without making a fuss today, don't you think?\I'm exhausted. response:	My sweet honey, Marika!
context: Thank God...\Everything's all cleared up.\All right, if you'll excuse me now.\Master Raku, I'll thank you another time.\Good day!\For some reason, she left without making a fuss today, don't you think?\I'm exhausted.\My sweet honey, Marika! response:	I... love... you!
context: Everything's all cleared up.\All right, if you'll excuse me now.\Master Raku, I'll thank you another time.\Good day!\For some reason, she left without making a fuss today, don't you think?\I'm exhausted.\My sweet honey, Marika!\I... love... you! response:	The operation was a resounding success!
context: All right, if you'll excuse me now.\Master Raku, I'll thank you another time.\Good day!\For some reason, she left without making a fuss today, don't you think?\I'm exhausted.\My sweet honey, Marika!\I... love... you!\The operation was a resounding success! response:	Now, then, Master Raku, I want you to learn this phrase next.
context: Master Raku, I'll thank you another time.\Good day!\For some reason, she left without making a fuss today, don't you think?\I'm exhausted.\My sweet honey, Marika!\I... love... you!\The operation was a resounding success!\Now, then, Master Raku, I want you to learn this phrase next. response:	And try to really nail it!
context: Good day!\For some reason, she left without making a fuss today, don't you think?\I'm exhausted.\My sweet honey, Marika!\I... love... you!\The operation was a resounding success!\Now, then, Master Raku, I want you to learn this phrase next.\And try to really nail it! response:	My beloved Marika... I...
context: For some reason, she left without making a fuss today, don't you think?\I'm exhausted.\My sweet honey, Marika!\I... love... you!\The operation was a resounding success!\Now, then, Master Raku, I want you to learn this phrase next.\And try to really nail it!\My beloved Marika... I... response:	I'm getting the chills.
context: I'm exhausted.\My sweet honey, Marika!\I... love... you!\The operation was a resounding success!\Now, then, Master Raku, I want you to learn this phrase next.\And try to really nail it!\My beloved Marika... I...\I'm getting the chills. response:	Are you okay?
