context: Ashirogi Muto response:	Ashirogi Muto
context: I'm Katou, I'll be working as an assistant with you.\It's very nice to meet you.\Sorry, it's only you two right now.\I'm really sorry I had to have you come, Nakai-san.\We'll be getting more help as soon as possible, so...\The two of us is plenty.\More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time, response:	why are they running TEN first when Future Watch's manuscript is already done?
context: It's very nice to meet you.\Sorry, it's only you two right now.\I'm really sorry I had to have you come, Nakai-san.\We'll be getting more help as soon as possible, so...\The two of us is plenty.\More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done? response:	They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.
context: Sorry, it's only you two right now.\I'm really sorry I had to have you come, Nakai-san.\We'll be getting more help as soon as possible, so...\The two of us is plenty.\More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it. response:	They're purposefully pitting two comedic works against each other?!
context: I'm really sorry I had to have you come, Nakai-san.\We'll be getting more help as soon as possible, so...\The two of us is plenty.\More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?! response:	The editorial department sure is harsh.
context: We'll be getting more help as soon as possible, so...\The two of us is plenty.\More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh. response:	I don't want to lose to Takahama-san,
context: The two of us is plenty.\More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh.\I don't want to lose to Takahama-san, response:	but it'll be trouble if this ends up getting a good rank.
context: More importantly, Takahama-sensei, could you lend me a shaver?\Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh.\I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank. response:	I think this'll lose. The story and gags don't mesh well.
context: Even so, if we're doing two back to back one-shots this time,\why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh.\I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well. response:	But I altered it just as Miura-san told me...
context: why are they running TEN first when Future Watch's manuscript is already done?\They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh.\I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me... response:	That, you did...
context: They said Takahama-san's Business Boy Kunoichi had a lot of laughs put into it.\They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh.\I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me...\That, you did... response:	Interesting. Make this into a manuscript.
context: They're purposefully pitting two comedic works against each other?!\The editorial department sure is harsh.\I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me...\That, you did...\Interesting. Make this into a manuscript. response:	Right.
context: The editorial department sure is harsh.\I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me...\That, you did...\Interesting. Make this into a manuscript.\Right. response:	That got through fast.
context: I don't want to lose to Takahama-san,\but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me...\That, you did...\Interesting. Make this into a manuscript.\Right.\That got through fast. response:	Anyhow, let's get working on the manuscript.
context: but it'll be trouble if this ends up getting a good rank.\I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me...\That, you did...\Interesting. Make this into a manuscript.\Right.\That got through fast.\Anyhow, let's get working on the manuscript. response:	People don't die easily, but the trigger of a rifle is hard to pull.
context: I think this'll lose. The story and gags don't mesh well.\But I altered it just as Miura-san told me...\That, you did...\Interesting. Make this into a manuscript.\Right.\That got through fast.\Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull. response:	That's a pretty cool line, but...
context: But I altered it just as Miura-san told me...\That, you did...\Interesting. Make this into a manuscript.\Right.\That got through fast.\Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but... response:	Why? Because the trigger of this rifle is stuck.
context: That, you did...\Interesting. Make this into a manuscript.\Right.\That got through fast.\Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck. response:	That punch line sucks.
context: Interesting. Make this into a manuscript.\Right.\That got through fast.\Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck.\That punch line sucks. response:	Miyoshi's smiling.
context: Right.\That got through fast.\Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck.\That punch line sucks.\Miyoshi's smiling. response:	Would most people not think that's funny?
context: That got through fast.\Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck.\That punch line sucks.\Miyoshi's smiling.\Would most people not think that's funny? response:	Man, I don't have a clue what's funny or not anymore!
context: Anyhow, let's get working on the manuscript.\People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck.\That punch line sucks.\Miyoshi's smiling.\Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore! response:	I don't get gags!
context: People don't die easily, but the trigger of a rifle is hard to pull.\That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck.\That punch line sucks.\Miyoshi's smiling.\Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore!\I don't get gags! response:	This is funny! I'll hold onto it. I think we'll get good results with this.
context: That's a pretty cool line, but...\Why? Because the trigger of this rifle is stuck.\That punch line sucks.\Miyoshi's smiling.\Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore!\I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this. response:	Ah, Miura-san.
context: Why? Because the trigger of this rifle is stuck.\That punch line sucks.\Miyoshi's smiling.\Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore!\I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san. response:	You can skip the early report, please just tell us the real deal.
context: That punch line sucks.\Miyoshi's smiling.\Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore!\I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san.\You can skip the early report, please just tell us the real deal. response:	Got it.
context: Miyoshi's smiling.\Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore!\I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san.\You can skip the early report, please just tell us the real deal.\Got it. response:	So then, I'm gonna be late for Takahama-kun, so I'll head out.
context: Would most people not think that's funny?\Man, I don't have a clue what's funny or not anymore!\I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san.\You can skip the early report, please just tell us the real deal.\Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out. response:	Yes. Thanks for your hard work.
context: Man, I don't have a clue what's funny or not anymore!\I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san.\You can skip the early report, please just tell us the real deal.\Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work. response:	Thank you for your hard work!
context: I don't get gags!\This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san.\You can skip the early report, please just tell us the real deal.\Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work.\Thank you for your hard work! response:	When I see how Miura-san reacts, I feel like we could get good results.
context: This is funny! I'll hold onto it. I think we'll get good results with this.\Ah, Miura-san.\You can skip the early report, please just tell us the real deal.\Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work.\Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results. response:	He laughed out loud so many times...
context: Ah, Miura-san.\You can skip the early report, please just tell us the real deal.\Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work.\Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times... response:	I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...
context: You can skip the early report, please just tell us the real deal.\Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work.\Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but... response:	it's definitely not going to be above Future Watch.
context: Got it.\So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work.\Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch. response:	Ashirogi-sensei really went for laughs, huh?
context: So then, I'm gonna be late for Takahama-kun, so I'll head out.\Yes. Thanks for your hard work.\Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh? response:	If this gets serialized, it'll overlap with our series.
context: Yes. Thanks for your hard work.\Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series. response:	That's just to keep up appearances.
context: Thank you for your hard work!\When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series.\That's just to keep up appearances. response:	The one they really want to get serialized is running next week.
context: When I see how Miura-san reacts, I feel like we could get good results.\He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series.\That's just to keep up appearances.\The one they really want to get serialized is running next week. response:	Eh? They've got one running next week, too?
context: He laughed out loud so many times...\I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series.\That's just to keep up appearances.\The one they really want to get serialized is running next week.\Eh? They've got one running next week, too? response:	Ooh, you're right.
context: I'd be upset about being in the bottom ranks, so I'd like to get a somewhat decent rank, but...\it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series.\That's just to keep up appearances.\The one they really want to get serialized is running next week.\Eh? They've got one running next week, too?\Ooh, you're right. response:	But why would they purposefully draw something they were just gonna throw out?
context: it's definitely not going to be above Future Watch.\Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series.\That's just to keep up appearances.\The one they really want to get serialized is running next week.\Eh? They've got one running next week, too?\Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out? response:	I heard from Yuujirou that their editor wanted them to go for comedy.
context: Ashirogi-sensei really went for laughs, huh?\If this gets serialized, it'll overlap with our series.\That's just to keep up appearances.\The one they really want to get serialized is running next week.\Eh? They've got one running next week, too?\Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy. response:	Next week's is the one they bypassed their editor to submit to the Monthly Award.
context: If this gets serialized, it'll overlap with our series.\That's just to keep up appearances.\The one they really want to get serialized is running next week.\Eh? They've got one running next week, too?\Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award. response:	They probably thought doing what their editor told them wasn't in their best interests.
context: That's just to keep up appearances.\The one they really want to get serialized is running next week.\Eh? They've got one running next week, too?\Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests. response:	That's awesome!
context: The one they really want to get serialized is running next week.\Eh? They've got one running next week, too?\Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests.\That's awesome! response:	Well, Ashirogi-kun is a schemer after all.
context: Eh? They've got one running next week, too?\Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests.\That's awesome!\Well, Ashirogi-kun is a schemer after all. response:	Schemer, huh? Awesome!
context: Ooh, you're right.\But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests.\That's awesome!\Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome! response:	So Ashirogi-sensei can draw gags, too, huh?
context: But why would they purposefully draw something they were just gonna throw out?\I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests.\That's awesome!\Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh? response:	It's interesting.
context: I heard from Yuujirou that their editor wanted them to go for comedy.\Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests.\That's awesome!\Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh?\It's interesting. response:	Which do you think is better, this or Future Watch?
context: Next week's is the one they bypassed their editor to submit to the Monthly Award.\They probably thought doing what their editor told them wasn't in their best interests.\That's awesome!\Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh?\It's interesting.\Which do you think is better, this or Future Watch? response:	Future Watch.
context: They probably thought doing what their editor told them wasn't in their best interests.\That's awesome!\Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh?\It's interesting.\Which do you think is better, this or Future Watch?\Future Watch. response:	When I think about Miura, I want to root for TEN.
context: That's awesome!\Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh?\It's interesting.\Which do you think is better, this or Future Watch?\Future Watch.\When I think about Miura, I want to root for TEN. response:	This one will get popular among little kids.
context: Well, Ashirogi-kun is a schemer after all.\Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh?\It's interesting.\Which do you think is better, this or Future Watch?\Future Watch.\When I think about Miura, I want to root for TEN.\This one will get popular among little kids. response:	But the readers will choose Future Watch.
context: Schemer, huh? Awesome!\So Ashirogi-sensei can draw gags, too, huh?\It's interesting.\Which do you think is better, this or Future Watch?\Future Watch.\When I think about Miura, I want to root for TEN.\This one will get popular among little kids.\But the readers will choose Future Watch. response:	So about what rank would be best?
context: So Ashirogi-sensei can draw gags, too, huh?\It's interesting.\Which do you think is better, this or Future Watch?\Future Watch.\When I think about Miura, I want to root for TEN.\This one will get popular among little kids.\But the readers will choose Future Watch.\So about what rank would be best? response:	Hm... I guess around 5th for TEN.
context: It's interesting.\Which do you think is better, this or Future Watch?\Future Watch.\When I think about Miura, I want to root for TEN.\This one will get popular among little kids.\But the readers will choose Future Watch.\So about what rank would be best?\Hm... I guess around 5th for TEN. response:	And 3rd for Future Watch.
context: Which do you think is better, this or Future Watch?\Future Watch.\When I think about Miura, I want to root for TEN.\This one will get popular among little kids.\But the readers will choose Future Watch.\So about what rank would be best?\Hm... I guess around 5th for TEN.\And 3rd for Future Watch. response:	Yes, this is Takagi.
context: Future Watch.\When I think about Miura, I want to root for TEN.\This one will get popular among little kids.\But the readers will choose Future Watch.\So about what rank would be best?\Hm... I guess around 5th for TEN.\And 3rd for Future Watch.\Yes, this is Takagi. response:	It's 10th...
context: When I think about Miura, I want to root for TEN.\This one will get popular among little kids.\But the readers will choose Future Watch.\So about what rank would be best?\Hm... I guess around 5th for TEN.\And 3rd for Future Watch.\Yes, this is Takagi.\It's 10th... response:	10th? 101 votes...
context: This one will get popular among little kids.\But the readers will choose Future Watch.\So about what rank would be best?\Hm... I guess around 5th for TEN.\And 3rd for Future Watch.\Yes, this is Takagi.\It's 10th...\10th? 101 votes... response:	10th?
context: But the readers will choose Future Watch.\So about what rank would be best?\Hm... I guess around 5th for TEN.\And 3rd for Future Watch.\Yes, this is Takagi.\It's 10th...\10th? 101 votes...\10th? response:	Double digits?
context: So about what rank would be best?\Hm... I guess around 5th for TEN.\And 3rd for Future Watch.\Yes, this is Takagi.\It's 10th...\10th? 101 votes...\10th?\Double digits? response:	There are plenty of precedents where one-shots getting 12th or 13th got serialized.
context: Hm... I guess around 5th for TEN.\And 3rd for Future Watch.\Yes, this is Takagi.\It's 10th...\10th? 101 votes...\10th?\Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized. response:	We can't be sure how it'll go yet.
context: And 3rd for Future Watch.\Yes, this is Takagi.\It's 10th...\10th? 101 votes...\10th?\Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet. response:	Kono Yo wa Kane to Chie got 3rd in NEXT!.
context: Yes, this is Takagi.\It's 10th...\10th? 101 votes...\10th?\Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!. response:	The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.
context: It's 10th...\10th? 101 votes...\10th?\Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine. response:	This is clear proof that Shuujin isn't suited to comedy.
context: 10th? 101 votes...\10th?\Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy. response:	Well, I'll talk to you again next week.
context: 10th?\Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week. response:	That'll be when the real deal results come out for Future Watch.
context: Double digits?\There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch. response:	Do you think we should go ahead with names for Future Watch?
context: There are plenty of precedents where one-shots getting 12th or 13th got serialized.\We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch? response:	Sure. You can bet that won't go below 10th place.
context: We can't be sure how it'll go yet.\Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place. response:	Huh? Takahama-san.
context: Kono Yo wa Kane to Chie got 3rd in NEXT!.\The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place.\Huh? Takahama-san. response:	Hello?
context: The one-shot for TRAP in the Golden Future CUP got 3rd in the main magazine.\This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place.\Huh? Takahama-san.\Hello? response:	I knew it, Miura-san really is no good.
context: This is clear proof that Shuujin isn't suited to comedy.\Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place.\Huh? Takahama-san.\Hello?\I knew it, Miura-san really is no good. response:	Business Boy Kenichi was pretty interesting, though.
context: Well, I'll talk to you again next week.\That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place.\Huh? Takahama-san.\Hello?\I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though. response:	It was 6th!
context: That'll be when the real deal results come out for Future Watch.\Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place.\Huh? Takahama-san.\Hello?\I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though.\It was 6th! response:	Well, 6th isn't bad...
context: Do you think we should go ahead with names for Future Watch?\Sure. You can bet that won't go below 10th place.\Huh? Takahama-san.\Hello?\I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though.\It was 6th!\Well, 6th isn't bad... response:	It got 2nd as a one-shot.
context: Sure. You can bet that won't go below 10th place.\Huh? Takahama-san.\Hello?\I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though.\It was 6th!\Well, 6th isn't bad...\It got 2nd as a one-shot. response:	What I submitted for the Monthly Award as a manuscript
context: Huh? Takahama-san.\Hello?\I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though.\It was 6th!\Well, 6th isn't bad...\It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript response:	that ran without any changes as a 45 page one-shot got 2nd.
context: Hello?\I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though.\It was 6th!\Well, 6th isn't bad...\It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd. response:	But the first chapter of the new series with 58 pages I made with Miura-san got 6th.
context: I knew it, Miura-san really is no good.\Business Boy Kenichi was pretty interesting, though.\It was 6th!\Well, 6th isn't bad...\It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th. response:	I can only assume that putting in weird jokes hurt the work...
context: Business Boy Kenichi was pretty interesting, though.\It was 6th!\Well, 6th isn't bad...\It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work... response:	Man... why's my editor gotta be Miura-san?
context: It was 6th!\Well, 6th isn't bad...\It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san? response:	Well, I didn't call you so you could listen to me complain.
context: Well, 6th isn't bad...\It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain. response:	I don't want the same thing to happen to you two.
context: It got 2nd as a one-shot.\What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two. response:	Please, don't go along with Miura-san, just do it in your own style!
context: What I submitted for the Monthly Award as a manuscript\that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style! response:	I kinda feel sorry for Takahama-san.
context: that ran without any changes as a 45 page one-shot got 2nd.\But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san. response:	It really is a pity.
context: But the first chapter of the new series with 58 pages I made with Miura-san got 6th.\I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san.\It really is a pity. response:	Now I'm really glad we submitted that to the Monthly Award.
context: I can only assume that putting in weird jokes hurt the work...\Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san.\It really is a pity.\Now I'm really glad we submitted that to the Monthly Award. response:	Now if Future Watch gets 9th place or above, it confirms serialization.
context: Man... why's my editor gotta be Miura-san?\Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san.\It really is a pity.\Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization. response:	Suddenly our hurdle is a lot lower.
