context: Mitaka Jin response:	Letter of Exam Success
context: Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too.\I had so much fun.\Then, you know my scripts aren't good enough.\At least you're honest.\I'm sorry. Your scripts aren't good enough.\They don't excite me.\You were disappointed every time I finished one. response:	I'm sorry.
context: The Dragon did everything I asked him to do, too.\I had so much fun.\Then, you know my scripts aren't good enough.\At least you're honest.\I'm sorry. Your scripts aren't good enough.\They don't excite me.\You were disappointed every time I finished one.\I'm sorry. response:	Four years.
context: I had so much fun.\Then, you know my scripts aren't good enough.\At least you're honest.\I'm sorry. Your scripts aren't good enough.\They don't excite me.\You were disappointed every time I finished one.\I'm sorry.\Four years. response:	Four years from now, I'll come back and write scripts...
context: Then, you know my scripts aren't good enough.\At least you're honest.\I'm sorry. Your scripts aren't good enough.\They don't excite me.\You were disappointed every time I finished one.\I'm sorry.\Four years.\Four years from now, I'll come back and write scripts... response:	good enough to be hired by Kamiigusa Misaki.
context: At least you're honest.\I'm sorry. Your scripts aren't good enough.\They don't excite me.\You were disappointed every time I finished one.\I'm sorry.\Four years.\Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki. response:	So, well...
context: I'm sorry. Your scripts aren't good enough.\They don't excite me.\You were disappointed every time I finished one.\I'm sorry.\Four years.\Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki.\So, well... response:	Wh-What
context: They don't excite me.\You were disappointed every time I finished one.\I'm sorry.\Four years.\Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki.\So, well...\Wh-What response:	It'll keep men away.
context: You were disappointed every time I finished one.\I'm sorry.\Four years.\Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki.\So, well...\Wh-What\It'll keep men away. response:	If you don't want it, pitch it.
context: I'm sorry.\Four years.\Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki.\So, well...\Wh-What\It'll keep men away.\If you don't want it, pitch it. response:	Jin.
context: Four years.\Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki.\So, well...\Wh-What\It'll keep men away.\If you don't want it, pitch it.\Jin. response:	I'll never take it off.
context: Four years from now, I'll come back and write scripts...\good enough to be hired by Kamiigusa Misaki.\So, well...\Wh-What\It'll keep men away.\If you don't want it, pitch it.\Jin.\I'll never take it off. response:	That's great.
context: good enough to be hired by Kamiigusa Misaki.\So, well...\Wh-What\It'll keep men away.\If you don't want it, pitch it.\Jin.\I'll never take it off.\That's great. response:	Come and join us in the faculty office for a while!
context: So, well...\Wh-What\It'll keep men away.\If you don't want it, pitch it.\Jin.\I'll never take it off.\That's great.\Come and join us in the faculty office for a while! response:	Does a while mean five minutes?
context: Wh-What\It'll keep men away.\If you don't want it, pitch it.\Jin.\I'll never take it off.\That's great.\Come and join us in the faculty office for a while!\Does a while mean five minutes? response:	You're really going to get it today! Prepare yourselves!
context: It'll keep men away.\If you don't want it, pitch it.\Jin.\I'll never take it off.\That's great.\Come and join us in the faculty office for a while!\Does a while mean five minutes?\You're really going to get it today! Prepare yourselves! response:	Okay, okay.
context: If you don't want it, pitch it.\Jin.\I'll never take it off.\That's great.\Come and join us in the faculty office for a while!\Does a while mean five minutes?\You're really going to get it today! Prepare yourselves!\Okay, okay. response:	Thanks for the last three years.
context: Jin.\I'll never take it off.\That's great.\Come and join us in the faculty office for a while!\Does a while mean five minutes?\You're really going to get it today! Prepare yourselves!\Okay, okay.\Thanks for the last three years. response:	Hey! Mitaka, open the door!
context: I'll never take it off.\That's great.\Come and join us in the faculty office for a while!\Does a while mean five minutes?\You're really going to get it today! Prepare yourselves!\Okay, okay.\Thanks for the last three years.\Hey! Mitaka, open the door! response:	You'll get in even more trouble later.
context: That's great.\Come and join us in the faculty office for a while!\Does a while mean five minutes?\You're really going to get it today! Prepare yourselves!\Okay, okay.\Thanks for the last three years.\Hey! Mitaka, open the door!\You'll get in even more trouble later. response:	Sorata's the one who will get in trouble.
context: Come and join us in the faculty office for a while!\Does a while mean five minutes?\You're really going to get it today! Prepare yourselves!\Okay, okay.\Thanks for the last three years.\Hey! Mitaka, open the door!\You'll get in even more trouble later.\Sorata's the one who will get in trouble. response:	Why me?
context: Does a while mean five minutes?\You're really going to get it today! Prepare yourselves!\Okay, okay.\Thanks for the last three years.\Hey! Mitaka, open the door!\You'll get in even more trouble later.\Sorata's the one who will get in trouble.\Why me? response:	Third years can come and go as we please,
context: You're really going to get it today! Prepare yourselves!\Okay, okay.\Thanks for the last three years.\Hey! Mitaka, open the door!\You'll get in even more trouble later.\Sorata's the one who will get in trouble.\Why me?\Third years can come and go as we please, response:	and I won't be coming to school tomorrow.
context: Okay, okay.\Thanks for the last three years.\Hey! Mitaka, open the door!\You'll get in even more trouble later.\Sorata's the one who will get in trouble.\Why me?\Third years can come and go as we please,\and I won't be coming to school tomorrow. response:	You had all of that worked out?!
context: Thanks for the last three years.\Hey! Mitaka, open the door!\You'll get in even more trouble later.\Sorata's the one who will get in trouble.\Why me?\Third years can come and go as we please,\and I won't be coming to school tomorrow.\You had all of that worked out?! response:	Come on, let's go home.
context: Hey! Mitaka, open the door!\You'll get in even more trouble later.\Sorata's the one who will get in trouble.\Why me?\Third years can come and go as we please,\and I won't be coming to school tomorrow.\You had all of that worked out?!\Come on, let's go home. response:	Home?
context: You'll get in even more trouble later.\Sorata's the one who will get in trouble.\Why me?\Third years can come and go as we please,\and I won't be coming to school tomorrow.\You had all of that worked out?!\Come on, let's go home.\Home? response:	To Sakura Hall, of course.
context: Sorata's the one who will get in trouble.\Why me?\Third years can come and go as we please,\and I won't be coming to school tomorrow.\You had all of that worked out?!\Come on, let's go home.\Home?\To Sakura Hall, of course. response:	What?
context: Why me?\Third years can come and go as we please,\and I won't be coming to school tomorrow.\You had all of that worked out?!\Come on, let's go home.\Home?\To Sakura Hall, of course.\What? response:	Yeah!
context: Third years can come and go as we please,\and I won't be coming to school tomorrow.\You had all of that worked out?!\Come on, let's go home.\Home?\To Sakura Hall, of course.\What?\Yeah! response:	Open this door!
context: and I won't be coming to school tomorrow.\You had all of that worked out?!\Come on, let's go home.\Home?\To Sakura Hall, of course.\What?\Yeah!\Open this door! response:	Please open this door! Please!
context: You had all of that worked out?!\Come on, let's go home.\Home?\To Sakura Hall, of course.\What?\Yeah!\Open this door!\Please open this door! Please! response:	There are people on the roof.
context: Come on, let's go home.\Home?\To Sakura Hall, of course.\What?\Yeah!\Open this door!\Please open this door! Please!\There are people on the roof. response:	Please look out for them while doing your rounds!
context: Home?\To Sakura Hall, of course.\What?\Yeah!\Open this door!\Please open this door! Please!\There are people on the roof.\Please look out for them while doing your rounds! response:	Nanamin! Mashiron! Look! Ta-da!
context: To Sakura Hall, of course.\What?\Yeah!\Open this door!\Please open this door! Please!\There are people on the roof.\Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da! response:	That's great, Senpai.
context: What?\Yeah!\Open this door!\Please open this door! Please!\There are people on the roof.\Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai. response:	It suits you perfectly.
context: Yeah!\Open this door!\Please open this door! Please!\There are people on the roof.\Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai.\It suits you perfectly. response:	She really does seem happy.
context: Open this door!\Please open this door! Please!\There are people on the roof.\Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai.\It suits you perfectly.\She really does seem happy. response:	It took a long time to get here.
context: Please open this door! Please!\There are people on the roof.\Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai.\It suits you perfectly.\She really does seem happy.\It took a long time to get here. response:	What are you two talking about?
context: There are people on the roof.\Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai.\It suits you perfectly.\She really does seem happy.\It took a long time to get here.\What are you two talking about? response:	You scared me.
context: Please look out for them while doing your rounds!\Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai.\It suits you perfectly.\She really does seem happy.\It took a long time to get here.\What are you two talking about?\You scared me. response:	We were wondering how far we can go.
context: Nanamin! Mashiron! Look! Ta-da!\That's great, Senpai.\It suits you perfectly.\She really does seem happy.\It took a long time to get here.\What are you two talking about?\You scared me.\We were wondering how far we can go. response:	You can go anywhere.
context: That's great, Senpai.\It suits you perfectly.\She really does seem happy.\It took a long time to get here.\What are you two talking about?\You scared me.\We were wondering how far we can go.\You can go anywhere. response:	Kouhai-kun, that's some statement.
context: It suits you perfectly.\She really does seem happy.\It took a long time to get here.\What are you two talking about?\You scared me.\We were wondering how far we can go.\You can go anywhere.\Kouhai-kun, that's some statement. response:	Living in Sakura Hall makes you think like that.
context: She really does seem happy.\It took a long time to get here.\What are you two talking about?\You scared me.\We were wondering how far we can go.\You can go anywhere.\Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that. response:	Sakura Hall
context: It took a long time to get here.\What are you two talking about?\You scared me.\We were wondering how far we can go.\You can go anywhere.\Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that.\Sakura Hall response:	We're home.
context: What are you two talking about?\You scared me.\We were wondering how far we can go.\You can go anywhere.\Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that.\Sakura Hall\We're home. response:	Mitaka's here, too? Perfect.
context: You scared me.\We were wondering how far we can go.\You can go anywhere.\Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that.\Sakura Hall\We're home.\Mitaka's here, too? Perfect. response:	The board of trustees have decided to demolish Sakura Hall...
context: We were wondering how far we can go.\You can go anywhere.\Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that.\Sakura Hall\We're home.\Mitaka's here, too? Perfect.\The board of trustees have decided to demolish Sakura Hall... response:	at the end of the year.
context: You can go anywhere.\Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that.\Sakura Hall\We're home.\Mitaka's here, too? Perfect.\The board of trustees have decided to demolish Sakura Hall...\at the end of the year. response:	Hikari...
context: Kouhai-kun, that's some statement.\Living in Sakura Hall makes you think like that.\Sakura Hall\We're home.\Mitaka's here, too? Perfect.\The board of trustees have decided to demolish Sakura Hall...\at the end of the year.\Hikari... response:	What was Sakura Hall like before I showed up?
context: Living in Sakura Hall makes you think like that.\Sakura Hall\We're home.\Mitaka's here, too? Perfect.\The board of trustees have decided to demolish Sakura Hall...\at the end of the year.\Hikari...\What was Sakura Hall like before I showed up? response:	Our biscuits were soggy.
context: Sakura Hall\We're home.\Mitaka's here, too? Perfect.\The board of trustees have decided to demolish Sakura Hall...\at the end of the year.\Hikari...\What was Sakura Hall like before I showed up?\Our biscuits were soggy. response:	And Sorata was slouched over like a soggy biscuit. I see.
