context: I have a condition. response:	Tell me all about Nana-san.
context: Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara response:	Mamaritai taisetsu na kimi
context: Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi response:	Itsu datte futari wa hitori ja nai
context: Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai response:	Kono mune ga kawaresou de
context: Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de response:	Furete hoshii yo
context: Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo response:	Setsunakute modokashikute kaerenai kono mama aruiteitai
context: Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai response:	Yabaisaki ni kanjiteiru kokoro no kotoba wo
context: Kioku ga usuragu koto ga attemo\dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo response:	The words you were just about to say
context: dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say response:	fell softly onto my fingertips.
context: Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips. response:	You don't have to say anything.
context: Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything. response:	I'll clasp your hand tightly and warm it up.
context: Kono mune ga kawaresou de\Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up. response:	Because words are words, I can't express half of the feelings in my heart.
context: Furete hoshii yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart. response:	It's so wrenching and irritating as the sunset engulfs the two of us.
context: Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us. response:	My heart aches from all the feelings welling up inside of me.
context: Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me. response:	If you were to become a traveler,
context: The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\If you were to become a traveler, response:	would I be able to wait for you as I do now?
context: fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\If you were to become a traveler,\would I be able to wait for you as I do now? response:	As the seasons change,
context: You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\If you were to become a traveler,\would I be able to wait for you as I do now?\As the seasons change, response:	even if our memories are to fade.
context: I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\If you were to become a traveler,\would I be able to wait for you as I do now?\As the seasons change,\even if our memories are to fade. response:	I wouldn't be able to love someone with all of my heart like this.
context: Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\If you were to become a traveler,\would I be able to wait for you as I do now?\As the seasons change,\even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this. response:	I want to protect the precious you.
context: It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\If you were to become a traveler,\would I be able to wait for you as I do now?\As the seasons change,\even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you. response:	The two of us are never alone.
context: My heart aches from all the feelings welling up inside of me.\If you were to become a traveler,\would I be able to wait for you as I do now?\As the seasons change,\even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you.\The two of us are never alone. response:	My heart feels so fragile
context: If you were to become a traveler,\would I be able to wait for you as I do now?\As the seasons change,\even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you.\The two of us are never alone.\My heart feels so fragile response:	and I want you to touch it.
context: would I be able to wait for you as I do now?\As the seasons change,\even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you.\The two of us are never alone.\My heart feels so fragile\and I want you to touch it. response:	It's so wrenching and irritating that I can't go home. I want to keep walking like this.
context: As the seasons change,\even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you.\The two of us are never alone.\My heart feels so fragile\and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this. response:	I feel the words from your heart on my fingertips.
context: even if our memories are to fade.\I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you.\The two of us are never alone.\My heart feels so fragile\and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips. response:	Episode 18 Preview...
context: I wouldn't be able to love someone with all of my heart like this.\I want to protect the precious you.\The two of us are never alone.\My heart feels so fragile\and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 18 Preview... response:	I really think Nana-san loved you a whole lot, Yano!
context: I want to protect the precious you.\The two of us are never alone.\My heart feels so fragile\and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 18 Preview...\I really think Nana-san loved you a whole lot, Yano! response:	I'm sure she's regretting it even now!
context: The two of us are never alone.\My heart feels so fragile\and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 18 Preview...\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now! response:	I'm sure she's regretting leaving you behind!
context: My heart feels so fragile\and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 18 Preview...\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's regretting leaving you behind! response:	She could just die for making you so sad!
context: and I want you to touch it.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 18 Preview...\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's regretting leaving you behind!\She could just die for making you so sad! response:	And I'm sure, even now...
context: It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 18 Preview...\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now... response:	I'm sorry... I can't make you happy.
