context: It was only a short time, but thank you for taking care of me! response:	Pro Hero - Gran Torino - Quirk: Jet
context: He moved people in a calculating way,\committing evil acts to his heart's content.\In the blink of an eye, he became the leader of the evildoers\and ruled over Japan.\I often see rumors about this online,\but isn't this a fabrication?\It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they? response:	If people get powers, they look for places to use them.
context: committing evil acts to his heart's content.\In the blink of an eye, he became the leader of the evildoers\and ruled over Japan.\I often see rumors about this online,\but isn't this a fabrication?\It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them. response:	How does this relate to One For All?
context: In the blink of an eye, he became the leader of the evildoers\and ruled over Japan.\I often see rumors about this online,\but isn't this a fabrication?\It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them.\How does this relate to One For All? response:	I said that All For One could give Quirks to others, right?
context: and ruled over Japan.\I often see rumors about this online,\but isn't this a fabrication?\It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them.\How does this relate to One For All?\I said that All For One could give Quirks to others, right? response:	He made others trust him or surrender to him by giving them Quirks.
context: I often see rumors about this online,\but isn't this a fabrication?\It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them.\How does this relate to One For All?\I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks. response:	But apparently, there were many given Quirks who could not bear the burden
context: but isn't this a fabrication?\It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them.\How does this relate to One For All?\I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden response:	and became like living dolls who couldn't speak.
context: It's not in the textbooks or anything...\They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them.\How does this relate to One For All?\I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak. response:	Just like the Nomus.
context: They can't put secret dealings in textbooks, can they?\If people get powers, they look for places to use them.\How does this relate to One For All?\I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak.\Just like the Nomus. response:	Meanwhile, there were also Quirks that changed or mixed once they were passed on.
context: If people get powers, they look for places to use them.\How does this relate to One For All?\I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak.\Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on. response:	He had a Quirkless younger brother.
context: How does this relate to One For All?\I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak.\Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother. response:	His brother was small and sickly, but he had a strong sense of justice.
context: I said that All For One could give Quirks to others, right?\He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak.\Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice. response:	It pained him to see his older brother's deeds,
context: He made others trust him or surrender to him by giving them Quirks.\But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak.\Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds, response:	so he kept resisting him.
context: But apparently, there were many given Quirks who could not bear the burden\and became like living dolls who couldn't speak.\Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds,\so he kept resisting him. response:	He forced a Quirk that could stock power onto his younger brother.
context: and became like living dolls who couldn't speak.\Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds,\so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother. response:	At this point, it is impossible to know if that was out of kindness
context: Just like the Nomus.\Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds,\so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness response:	or to force him into submission.
context: Meanwhile, there were also Quirks that changed or mixed once they were passed on.\He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds,\so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness\or to force him into submission. response:	Don't tell me...
context: He had a Quirkless younger brother.\His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds,\so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness\or to force him into submission.\Don't tell me... response:	Yeah. He was thought to be Quirkless, but there was something inside him.
context: His brother was small and sickly, but he had a strong sense of justice.\It pained him to see his older brother's deeds,\so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness\or to force him into submission.\Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him. response:	Something that neither he himself nor those around him noticed.
context: It pained him to see his older brother's deeds,\so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness\or to force him into submission.\Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed. response:	He had a useless Quirk that could pass on Quirks!
context: so he kept resisting him.\He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness\or to force him into submission.\Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks! response:	The Quirk to stock power mixed with the Quirk to pass on Quirks.
context: He forced a Quirk that could stock power onto his younger brother.\At this point, it is impossible to know if that was out of kindness\or to force him into submission.\Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks. response:	That was the origin of One For All.
context: At this point, it is impossible to know if that was out of kindness\or to force him into submission.\Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All. response:	It's ironic
context: or to force him into submission.\Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All.\It's ironic response:	that justice always comes from evil.
context: Don't tell me...\Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All.\It's ironic\that justice always comes from evil. response:	Hey, wai-
context: Yeah. He was thought to be Quirkless, but there was something inside him.\Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All.\It's ironic\that justice always comes from evil.\Hey, wai- response:	I understand how that came about,
context: Something that neither he himself nor those around him noticed.\He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All.\It's ironic\that justice always comes from evil.\Hey, wai-\I understand how that came about, response:	but why are you bringing up an evildoer from so long ago now?
context: He had a useless Quirk that could pass on Quirks!\The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All.\It's ironic\that justice always comes from evil.\Hey, wai-\I understand how that came about,\but why are you bringing up an evildoer from so long ago now? response:	He can steal Quirks, you know. Anything goes.
context: The Quirk to stock power mixed with the Quirk to pass on Quirks.\That was the origin of One For All.\It's ironic\that justice always comes from evil.\Hey, wai-\I understand how that came about,\but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes. response:	A Quirk to stop aging...
context: That was the origin of One For All.\It's ironic\that justice always comes from evil.\Hey, wai-\I understand how that came about,\but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes.\A Quirk to stop aging... response:	He probably stole something like that.
context: It's ironic\that justice always comes from evil.\Hey, wai-\I understand how that came about,\but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes.\A Quirk to stop aging...\He probably stole something like that. response:	The Symbol of Evil was pretty much immortal...
context: that justice always comes from evil.\Hey, wai-\I understand how that came about,\but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes.\A Quirk to stop aging...\He probably stole something like that.\The Symbol of Evil was pretty much immortal... response:	With the huge difference in their combat abilities and the state of society at the time,
context: Hey, wai-\I understand how that came about,\but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes.\A Quirk to stop aging...\He probably stole something like that.\The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time, response:	the defeated younger brother decided to entrust his Quirk to future generations.
context: I understand how that came about,\but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes.\A Quirk to stop aging...\He probably stole something like that.\The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations. response:	He believed that even if he couldn't win then, if he slowly cultivated the power,
context: but why are you bringing up an evildoer from so long ago now?\He can steal Quirks, you know. Anything goes.\A Quirk to stop aging...\He probably stole something like that.\The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power, response:	then one day, it would become strong enough to stop his older brother.
context: He can steal Quirks, you know. Anything goes.\A Quirk to stop aging...\He probably stole something like that.\The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother. response:	And then, when it was my turn, I was finally able to defeat him!
context: A Quirk to stop aging...\He probably stole something like that.\The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him! response:	At least, that's what I thought, but he survived
context: He probably stole something like that.\The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived response:	and has started moving again as the brain behind the League of Villains.
context: The Symbol of Evil was pretty much immortal...\With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains. response:	One For All is power inherited to defeat All For One, so to speak.
context: With the huge difference in their combat abilities and the state of society at the time,\the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak. response:	You may one day have to fight against this great evil...
context: the defeated younger brother decided to entrust his Quirk to future generations.\He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil... response:	This is harsh on you, but-
context: He believed that even if he couldn't win then, if he slowly cultivated the power,\then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil...\This is harsh on you, but- response:	I'll do my best!
context: then one day, it would become strong enough to stop his older brother.\And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil...\This is harsh on you, but-\I'll do my best! response:	I'll do whatever you ask of me, no matter what it is!
context: And then, when it was my turn, I was finally able to defeat him!\At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil...\This is harsh on you, but-\I'll do my best!\I'll do whatever you ask of me, no matter what it is! response:	As long as you're with me, I can do anything!
context: At least, that's what I thought, but he survived\and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil...\This is harsh on you, but-\I'll do my best!\I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything! response:	That's what it feels like!
context: and has started moving again as the brain behind the League of Villains.\One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil...\This is harsh on you, but-\I'll do my best!\I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything!\That's what it feels like! response:	Tell him, All Might.
context: One For All is power inherited to defeat All For One, so to speak.\You may one day have to fight against this great evil...\This is harsh on you, but-\I'll do my best!\I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything!\That's what it feels like!\Tell him, All Might. response:	You must...
context: You may one day have to fight against this great evil...\This is harsh on you, but-\I'll do my best!\I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything!\That's what it feels like!\Tell him, All Might.\You must... response:	That's not it, Young Midoriya...
context: This is harsh on you, but-\I'll do my best!\I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything!\That's what it feels like!\Tell him, All Might.\You must...\That's not it, Young Midoriya... response:	Thank you...
context: I'll do my best!\I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything!\That's what it feels like!\Tell him, All Might.\You must...\That's not it, Young Midoriya...\Thank you... response:	That's not it, Young Midoriya.
context: I'll do whatever you ask of me, no matter what it is!\As long as you're with me, I can do anything!\That's what it feels like!\Tell him, All Might.\You must...\That's not it, Young Midoriya...\Thank you...\That's not it, Young Midoriya. response:	Probably, by that time...
context: As long as you're with me, I can do anything!\That's what it feels like!\Tell him, All Might.\You must...\That's not it, Young Midoriya...\Thank you...\That's not it, Young Midoriya.\Probably, by that time... response:	I won't be able to be by your side anymore...
context: That's what it feels like!\Tell him, All Might.\You must...\That's not it, Young Midoriya...\Thank you...\That's not it, Young Midoriya.\Probably, by that time...\I won't be able to be by your side anymore... response:	Well, it's almost time for summer vacation,
context: Tell him, All Might.\You must...\That's not it, Young Midoriya...\Thank you...\That's not it, Young Midoriya.\Probably, by that time...\I won't be able to be by your side anymore...\Well, it's almost time for summer vacation, response:	Pro Hero - Shota Aizawa - Quirk: Erasure
context: You must...\That's not it, Young Midoriya...\Thank you...\That's not it, Young Midoriya.\Probably, by that time...\I won't be able to be by your side anymore...\Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure response:	but of course, it wouldn't make sense for you to rest for the whole month.
context: That's not it, Young Midoriya...\Thank you...\That's not it, Young Midoriya.\Probably, by that time...\I won't be able to be by your side anymore...\Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month. response:	Don't tell me...
context: Thank you...\That's not it, Young Midoriya.\Probably, by that time...\I won't be able to be by your side anymore...\Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me... response:	During summer vacation, we'll have a training camp in the woods!
context: That's not it, Young Midoriya.\Probably, by that time...\I won't be able to be by your side anymore...\Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me...\During summer vacation, we'll have a training camp in the woods! response:	I knew it! Yes!
context: Probably, by that time...\I won't be able to be by your side anymore...\Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me...\During summer vacation, we'll have a training camp in the woods!\I knew it! Yes! response:	Let's test our courage!
context: I won't be able to be by your side anymore...\Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me...\During summer vacation, we'll have a training camp in the woods!\I knew it! Yes!\Let's test our courage! response:	Baths!
context: Well, it's almost time for summer vacation,\Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me...\During summer vacation, we'll have a training camp in the woods!\I knew it! Yes!\Let's test our courage!\Baths! response:	Fireworks!
context: Pro Hero - Shota Aizawa - Quirk: Erasure\but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me...\During summer vacation, we'll have a training camp in the woods!\I knew it! Yes!\Let's test our courage!\Baths!\Fireworks! response:	Open-air baths!
context: but of course, it wouldn't make sense for you to rest for the whole month.\Don't tell me...\During summer vacation, we'll have a training camp in the woods!\I knew it! Yes!\Let's test our courage!\Baths!\Fireworks!\Open-air baths! response:	Curry.
context: Don't tell me...\During summer vacation, we'll have a training camp in the woods!\I knew it! Yes!\Let's test our courage!\Baths!\Fireworks!\Open-air baths!\Curry. response:	Hot springs!
context: During summer vacation, we'll have a training camp in the woods!\I knew it! Yes!\Let's test our courage!\Baths!\Fireworks!\Open-air baths!\Curry.\Hot springs! response:	If we're out in nature, we will have to work under different conditions, right?
context: I knew it! Yes!\Let's test our courage!\Baths!\Fireworks!\Open-air baths!\Curry.\Hot springs!\If we're out in nature, we will have to work under different conditions, right? response:	No matter what the environment, we must choose wisely...
context: Let's test our courage!\Baths!\Fireworks!\Open-air baths!\Curry.\Hot springs!\If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely... response:	Interesting.
context: Baths!\Fireworks!\Open-air baths!\Curry.\Hot springs!\If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely...\Interesting. response:	Eating and sleeping with everyone!
context: Fireworks!\Open-air baths!\Curry.\Hot springs!\If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely...\Interesting.\Eating and sleeping with everyone! response:	I'm getting excited!
context: Open-air baths!\Curry.\Hot springs!\If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely...\Interesting.\Eating and sleeping with everyone!\I'm getting excited! response:	However.
context: Curry.\Hot springs!\If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely...\Interesting.\Eating and sleeping with everyone!\I'm getting excited!\However. response:	Silence
context: Hot springs!\If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely...\Interesting.\Eating and sleeping with everyone!\I'm getting excited!\However.\Silence response:	Those who do not pass the final exam before that...
context: If we're out in nature, we will have to work under different conditions, right?\No matter what the environment, we must choose wisely...\Interesting.\Eating and sleeping with everyone!\I'm getting excited!\However.\Silence\Those who do not pass the final exam before that... response:	Everyone, let's do our best!
context: No matter what the environment, we must choose wisely...\Interesting.\Eating and sleeping with everyone!\I'm getting excited!\However.\Silence\Those who do not pass the final exam before that...\Everyone, let's do our best! response:	This is damn stupid.
context: Interesting.\Eating and sleeping with everyone!\I'm getting excited!\However.\Silence\Those who do not pass the final exam before that...\Everyone, let's do our best!\This is damn stupid. response:	Girls, do your best!
context: Eating and sleeping with everyone!\I'm getting excited!\However.\Silence\Those who do not pass the final exam before that...\Everyone, let's do our best!\This is damn stupid.\Girls, do your best! response:	It's true that what All Might said was mind-blowing,
context: I'm getting excited!\However.\Silence\Those who do not pass the final exam before that...\Everyone, let's do our best!\This is damn stupid.\Girls, do your best!\It's true that what All Might said was mind-blowing, response:	but our daily lives continued like this,
context: However.\Silence\Those who do not pass the final exam before that...\Everyone, let's do our best!\This is damn stupid.\Girls, do your best!\It's true that what All Might said was mind-blowing,\but our daily lives continued like this, response:	and in the end, what I need to do hasn't changed.
context: Silence\Those who do not pass the final exam before that...\Everyone, let's do our best!\This is damn stupid.\Girls, do your best!\It's true that what All Might said was mind-blowing,\but our daily lives continued like this,\and in the end, what I need to do hasn't changed. response:	Now that I think about it, All Might didn't say anything about himself.
context: Those who do not pass the final exam before that...\Everyone, let's do our best!\This is damn stupid.\Girls, do your best!\It's true that what All Might said was mind-blowing,\but our daily lives continued like this,\and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself. response:	Hero Killer...
context: Everyone, let's do our best!\This is damn stupid.\Girls, do your best!\It's true that what All Might said was mind-blowing,\but our daily lives continued like this,\and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself.\Hero Killer... response:	I didn't think he'd get caught,
context: This is damn stupid.\Girls, do your best!\It's true that what All Might said was mind-blowing,\but our daily lives continued like this,\and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself.\Hero Killer...\I didn't think he'd get caught, response:	but everything else pretty much went as expected.
context: Girls, do your best!\It's true that what All Might said was mind-blowing,\but our daily lives continued like this,\and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself.\Hero Killer...\I didn't think he'd get caught,\but everything else pretty much went as expected. response:	With this, those who want to go wild or who sympathize with him
context: It's true that what All Might said was mind-blowing,\but our daily lives continued like this,\and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself.\Hero Killer...\I didn't think he'd get caught,\but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him response:	will seek out the League of Villains as a place to release their urges.
context: but our daily lives continued like this,\and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself.\Hero Killer...\I didn't think he'd get caught,\but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges. response:	Tomura Shigaraki will be put in a position where he must unify all of them.
context: and in the end, what I need to do hasn't changed.\Now that I think about it, All Might didn't say anything about himself.\Hero Killer...\I didn't think he'd get caught,\but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them. response:	I believe things will move faster if you go out before them, though, Master.
context: Now that I think about it, All Might didn't say anything about himself.\Hero Killer...\I didn't think he'd get caught,\but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master. response:	Then hurry up and fix my body, Doctor...
context: Hero Killer...\I didn't think he'd get caught,\but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor... response:	If only we'd gotten our hands on super regeneration five years earlier...
context: I didn't think he'd get caught,\but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier... response:	After your wounds healed, it was just a useless Quirk.
context: but everything else pretty much went as expected.\With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk. response:	The leader of the League of Villains, huh?
context: With this, those who want to go wild or who sympathize with him\will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh? response:	I wonder if that child can really do it...
context: will seek out the League of Villains as a place to release their urges.\Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh?\I wonder if that child can really do it... response:	It's fine. I'll have him work hard-
context: Tomura Shigaraki will be put in a position where he must unify all of them.\I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh?\I wonder if that child can really do it...\It's fine. I'll have him work hard- response:	in order to have him become the next me.
context: I believe things will move faster if you go out before them, though, Master.\Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh?\I wonder if that child can really do it...\It's fine. I'll have him work hard-\in order to have him become the next me. response:	That child was born with the twisted sense needed for that.
context: Then hurry up and fix my body, Doctor...\If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh?\I wonder if that child can really do it...\It's fine. I'll have him work hard-\in order to have him become the next me.\That child was born with the twisted sense needed for that. response:	Celebrate while you can, All Might-
context: If only we'd gotten our hands on super regeneration five years earlier...\After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh?\I wonder if that child can really do it...\It's fine. I'll have him work hard-\in order to have him become the next me.\That child was born with the twisted sense needed for that.\Celebrate while you can, All Might- response:	Celebrate this farce of a temporary peace.
context: After your wounds healed, it was just a useless Quirk.\The leader of the League of Villains, huh?\I wonder if that child can really do it...\It's fine. I'll have him work hard-\in order to have him become the next me.\That child was born with the twisted sense needed for that.\Celebrate while you can, All Might-\Celebrate this farce of a temporary peace. response:	Preview
context: The leader of the League of Villains, huh?\I wonder if that child can really do it...\It's fine. I'll have him work hard-\in order to have him become the next me.\That child was born with the twisted sense needed for that.\Celebrate while you can, All Might-\Celebrate this farce of a temporary peace.\Preview response:	Here's the preview!
context: I wonder if that child can really do it...\It's fine. I'll have him work hard-\in order to have him become the next me.\That child was born with the twisted sense needed for that.\Celebrate while you can, All Might-\Celebrate this farce of a temporary peace.\Preview\Here's the preview! response:	The final exam is about to begin.
context: It's fine. I'll have him work hard-\in order to have him become the next me.\That child was born with the twisted sense needed for that.\Celebrate while you can, All Might-\Celebrate this farce of a temporary peace.\Preview\Here's the preview!\The final exam is about to begin. response:	Setting aside the written exam, what's the practical exam going to be like?
context: in order to have him become the next me.\That child was born with the twisted sense needed for that.\Celebrate while you can, All Might-\Celebrate this farce of a temporary peace.\Preview\Here's the preview!\The final exam is about to begin.\Setting aside the written exam, what's the practical exam going to be like? response:	Midoriya, it looks like we'll be fighting against robots in the practical exam.
