context: 24 Hours with Asamori-san Today's release! response:	I'll buy you!
context: But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle.\PC game sales rankings\A few days later, I checked the sales rankings on a big online store. response:	But the results were...
context: I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle.\PC game sales rankings\A few days later, I checked the sales rankings on a big online store.\But the results were... response:	ChuChu.com What are you looking for?
context: No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle.\PC game sales rankings\A few days later, I checked the sales rankings on a big online store.\But the results were...\ChuChu.com What are you looking for? response:	Games
context: But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle.\PC game sales rankings\A few days later, I checked the sales rankings on a big online store.\But the results were...\ChuChu.com What are you looking for?\Games response:	1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal
context: But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle.\PC game sales rankings\A few days later, I checked the sales rankings on a big online store.\But the results were...\ChuChu.com What are you looking for?\Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal response:	1st: Wear LOVE: It feels best when you're wearing me?!
context: But there was a ridiculous ending to our battle.\PC game sales rankings\A few days later, I checked the sales rankings on a big online store.\But the results were...\ChuChu.com What are you looking for?\Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?! response:	What kind of game is that?
context: PC game sales rankings\A few days later, I checked the sales rankings on a big online store.\But the results were...\ChuChu.com What are you looking for?\Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that? response:	It's a sexy battle game where the main character gets turned into a suit of armor by a curse
context: A few days later, I checked the sales rankings on a big online store.\But the results were...\ChuChu.com What are you looking for?\Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse response:	and protects the heroine while also fighting evil.
context: But the results were...\ChuChu.com What are you looking for?\Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil. response:	Sounds boring.
context: ChuChu.com What are you looking for?\Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil.\Sounds boring. response:	That was written and produced by Hosokawa-san.
context: Games\1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil.\Sounds boring.\That was written and produced by Hosokawa-san. response:	I hear it sold 20,000 copies.
context: 1st Wear LOVE: It feels best when you're wearing me! 2nd 24 Hours with Asamori-san 3rd The Taiga Betrayal\1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil.\Sounds boring.\That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies. response:	And it's hard to find in stores.
context: 1st: Wear LOVE: It feels best when you're wearing me?!\What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil.\Sounds boring.\That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies.\And it's hard to find in stores. response:	Are you kidding me?
context: What kind of game is that?\It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil.\Sounds boring.\That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies.\And it's hard to find in stores.\Are you kidding me? response:	Computing Weekly
context: It's a sexy battle game where the main character gets turned into a suit of armor by a curse\and protects the heroine while also fighting evil.\Sounds boring.\That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies.\And it's hard to find in stores.\Are you kidding me?\Computing Weekly response:	The game writer Hosokawa is huge in the media.
context: and protects the heroine while also fighting evil.\Sounds boring.\That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies.\And it's hard to find in stores.\Are you kidding me?\Computing Weekly\The game writer Hosokawa is huge in the media. response:	All about Hosokawa
context: Sounds boring.\That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies.\And it's hard to find in stores.\Are you kidding me?\Computing Weekly\The game writer Hosokawa is huge in the media.\All about Hosokawa response:	His game quickly got an anime adaptation,
context: That was written and produced by Hosokawa-san.\I hear it sold 20,000 copies.\And it's hard to find in stores.\Are you kidding me?\Computing Weekly\The game writer Hosokawa is huge in the media.\All about Hosokawa\His game quickly got an anime adaptation, response:	and of course a manga and novel adaptation, and also a movie,
context: I hear it sold 20,000 copies.\And it's hard to find in stores.\Are you kidding me?\Computing Weekly\The game writer Hosokawa is huge in the media.\All about Hosokawa\His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie, response:	Games are like parfaits!
context: And it's hard to find in stores.\Are you kidding me?\Computing Weekly\The game writer Hosokawa is huge in the media.\All about Hosokawa\His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie,\Games are like parfaits! response:	and an idol group was born from the project.
context: Are you kidding me?\Computing Weekly\The game writer Hosokawa is huge in the media.\All about Hosokawa\His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie,\Games are like parfaits!\and an idol group was born from the project. response:	Another big project from producer and writer Blooters!
context: Computing Weekly\The game writer Hosokawa is huge in the media.\All about Hosokawa\His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie,\Games are like parfaits!\and an idol group was born from the project.\Another big project from producer and writer Blooters! response:	The world had a Hosokawa Fever like no other.
context: The game writer Hosokawa is huge in the media.\All about Hosokawa\His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie,\Games are like parfaits!\and an idol group was born from the project.\Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other. response:	Signing Event
context: All about Hosokawa\His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie,\Games are like parfaits!\and an idol group was born from the project.\Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other.\Signing Event response:	Hosokawa-san?
context: His game quickly got an anime adaptation,\and of course a manga and novel adaptation, and also a movie,\Games are like parfaits!\and an idol group was born from the project.\Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other.\Signing Event\Hosokawa-san? response:	Hello?
context: and of course a manga and novel adaptation, and also a movie,\Games are like parfaits!\and an idol group was born from the project.\Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other.\Signing Event\Hosokawa-san?\Hello? response:	Heyo, Hojo!
context: Games are like parfaits!\and an idol group was born from the project.\Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other.\Signing Event\Hosokawa-san?\Hello?\Heyo, Hojo! response:	It's been a while.
context: and an idol group was born from the project.\Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other.\Signing Event\Hosokawa-san?\Hello?\Heyo, Hojo!\It's been a while. response:	Things are kinda crazy, huh?
context: Another big project from producer and writer Blooters!\The world had a Hosokawa Fever like no other.\Signing Event\Hosokawa-san?\Hello?\Heyo, Hojo!\It's been a while.\Things are kinda crazy, huh? response:	For various reason, I'm gonna have to fade away for a bit!
context: The world had a Hosokawa Fever like no other.\Signing Event\Hosokawa-san?\Hello?\Heyo, Hojo!\It's been a while.\Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit! response:	Sorry if it causes trouble for ya!
context: Signing Event\Hosokawa-san?\Hello?\Heyo, Hojo!\It's been a while.\Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya! response:	Buh-bye!
context: Hosokawa-san?\Hello?\Heyo, Hojo!\It's been a while.\Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya!\Buh-bye! response:	Huh? Hey!
context: Hello?\Heyo, Hojo!\It's been a while.\Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya!\Buh-bye!\Huh? Hey! response:	Yes, hello?
context: Heyo, Hojo!\It's been a while.\Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya!\Buh-bye!\Huh? Hey!\Yes, hello? response:	Hello, this is Kawakoshishi Productions. Yes, hello?
context: It's been a while.\Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya!\Buh-bye!\Huh? Hey!\Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello? response:	Hello, this is Kawakoshishi Productions.
context: Things are kinda crazy, huh?\For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya!\Buh-bye!\Huh? Hey!\Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions. response:	Is Hosokawa-san there?
context: For various reason, I'm gonna have to fade away for a bit!\Sorry if it causes trouble for ya!\Buh-bye!\Huh? Hey!\Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there? response:	Huh? No.
context: Sorry if it causes trouble for ya!\Buh-bye!\Huh? Hey!\Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there?\Huh? No. response:	This is the Kawakado Editing department, is Hosokawa-san-
context: Buh-bye!\Huh? Hey!\Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there?\Huh? No.\This is the Kawakado Editing department, is Hosokawa-san- response:	I don't know.
context: Huh? Hey!\Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there?\Huh? No.\This is the Kawakado Editing department, is Hosokawa-san-\I don't know. response:	Is Hosokawa-san-
context: Yes, hello?\Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there?\Huh? No.\This is the Kawakado Editing department, is Hosokawa-san-\I don't know.\Is Hosokawa-san- response:	No.
context: Hello, this is Kawakoshishi Productions. Yes, hello?\Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there?\Huh? No.\This is the Kawakado Editing department, is Hosokawa-san-\I don't know.\Is Hosokawa-san-\No. response:	Is Hosokawa-san-
context: Hello, this is Kawakoshishi Productions.\Is Hosokawa-san there?\Huh? No.\This is the Kawakado Editing department, is Hosokawa-san-\I don't know.\Is Hosokawa-san-\No.\Is Hosokawa-san- response:	No!
context: Is Hosokawa-san there?\Huh? No.\This is the Kawakado Editing department, is Hosokawa-san-\I don't know.\Is Hosokawa-san-\No.\Is Hosokawa-san-\No! response:	Hosokawa-san-
context: Huh? No.\This is the Kawakado Editing department, is Hosokawa-san-\I don't know.\Is Hosokawa-san-\No.\Is Hosokawa-san-\No!\Hosokawa-san- response:	He's not here.
context: This is the Kawakado Editing department, is Hosokawa-san-\I don't know.\Is Hosokawa-san-\No.\Is Hosokawa-san-\No!\Hosokawa-san-\He's not here. response:	Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,
context: I don't know.\Is Hosokawa-san-\No.\Is Hosokawa-san-\No!\Hosokawa-san-\He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated, response:	and the Hosokawa Fever met its demise as quickly as it'd begun.
context: Is Hosokawa-san-\No.\Is Hosokawa-san-\No!\Hosokawa-san-\He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun. response:	Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.
context: No.\Is Hosokawa-san-\No!\Hosokawa-san-\He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun. response:	and the Hosokawa Fever met its demise as quickly as it'd begun.
context: Is Hosokawa-san-\No!\Hosokawa-san-\He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun. response:	Then...
context: No!\Hosokawa-san-\He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun.\Then... response:	As for us...
context: Hosokawa-san-\He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun.\Then...\As for us... response:	How much longer?
context: He's not here.\Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun.\Then...\As for us...\How much longer? response:	Graduation Plans
context: Hosokawa-san got a bit uppity and took on too many projects, then suddenly deflated,\and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun.\Then...\As for us...\How much longer?\Graduation Plans response:	You're the only one who hasn't turned it in.
context: and the Hosokawa Fever met its demise as quickly as it'd begun.\Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun.\Then...\As for us...\How much longer?\Graduation Plans\You're the only one who hasn't turned it in. response:	Hojo-kun?
context: Scary... and the Hosokawa Fever met its demise as quickly as it'd begun.\and the Hosokawa Fever met its demise as quickly as it'd begun.\Then...\As for us...\How much longer?\Graduation Plans\You're the only one who hasn't turned it in.\Hojo-kun? response:	Kuroda-san, I thought you'd already gone up to the club room.
context: and the Hosokawa Fever met its demise as quickly as it'd begun.\Then...\As for us...\How much longer?\Graduation Plans\You're the only one who hasn't turned it in.\Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room. response:	I was talking with our teacher.
context: Then...\As for us...\How much longer?\Graduation Plans\You're the only one who hasn't turned it in.\Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher. response:	Then let's head up together.
context: As for us...\How much longer?\Graduation Plans\You're the only one who hasn't turned it in.\Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher.\Then let's head up together. response:	Hold it! You can't leave until you finish this!
context: How much longer?\Graduation Plans\You're the only one who hasn't turned it in.\Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher.\Then let's head up together.\Hold it! You can't leave until you finish this! response:	Sorry, sorry.
context: Graduation Plans\You're the only one who hasn't turned it in.\Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher.\Then let's head up together.\Hold it! You can't leave until you finish this!\Sorry, sorry. response:	Here.
context: You're the only one who hasn't turned it in.\Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher.\Then let's head up together.\Hold it! You can't leave until you finish this!\Sorry, sorry.\Here. response:	Did you do it right?
context: Hojo-kun?\Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher.\Then let's head up together.\Hold it! You can't leave until you finish this!\Sorry, sorry.\Here.\Did you do it right? response:	Yeah, I was serious about it!
context: Kuroda-san, I thought you'd already gone up to the club room.\I was talking with our teacher.\Then let's head up together.\Hold it! You can't leave until you finish this!\Sorry, sorry.\Here.\Did you do it right?\Yeah, I was serious about it! response:	I-I'm gonna check it, okay?
context: I was talking with our teacher.\Then let's head up together.\Hold it! You can't leave until you finish this!\Sorry, sorry.\Here.\Did you do it right?\Yeah, I was serious about it!\I-I'm gonna check it, okay? response:	Employment Plans I'm still looking for one.
context: Then let's head up together.\Hold it! You can't leave until you finish this!\Sorry, sorry.\Here.\Did you do it right?\Yeah, I was serious about it!\I-I'm gonna check it, okay?\Employment Plans I'm still looking for one. response:	What's Hosokawa-san going to do from now on?
context: Hold it! You can't leave until you finish this!\Sorry, sorry.\Here.\Did you do it right?\Yeah, I was serious about it!\I-I'm gonna check it, okay?\Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on? response:	I don't think he's going to work for anyone for a while.
context: Sorry, sorry.\Here.\Did you do it right?\Yeah, I was serious about it!\I-I'm gonna check it, okay?\Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while. response:	Trying to restore your name to what it was once it's gone down is really difficult.
context: Here.\Did you do it right?\Yeah, I was serious about it!\I-I'm gonna check it, okay?\Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult. response:	That's the wasteland for you.
context: Did you do it right?\Yeah, I was serious about it!\I-I'm gonna check it, okay?\Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you. response:	But suddenly returning and working as if nothing happened is also part of the wasteland.
context: Yeah, I was serious about it!\I-I'm gonna check it, okay?\Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland. response:	Getting inspiration!
context: I-I'm gonna check it, okay?\Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration! response:	We'll continue on.
context: Employment Plans I'm still looking for one.\What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration!\We'll continue on. response:	Yuka Come up to the roof!
context: What's Hosokawa-san going to do from now on?\I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration!\We'll continue on.\Yuka Come up to the roof! response:	Marching forth in this land where there's no place for lip service.
context: I don't think he's going to work for anyone for a while.\Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration!\We'll continue on.\Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service. response:	I don't know what'll make us keep on...
context: Trying to restore your name to what it was once it's gone down is really difficult.\That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration!\We'll continue on.\Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on... response:	Or what's waiting for us in the distance...
context: That's the wasteland for you.\But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration!\We'll continue on.\Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on...\Or what's waiting for us in the distance... response:	But no matter how reckless...
context: But suddenly returning and working as if nothing happened is also part of the wasteland.\Getting inspiration!\We'll continue on.\Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on...\Or what's waiting for us in the distance...\But no matter how reckless... response:	Even if we don't know when it'll fall apart...
context: Getting inspiration!\We'll continue on.\Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on...\Or what's waiting for us in the distance...\But no matter how reckless...\Even if we don't know when it'll fall apart... response:	No matter what little seams we tear apart...
context: We'll continue on.\Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on...\Or what's waiting for us in the distance...\But no matter how reckless...\Even if we don't know when it'll fall apart...\No matter what little seams we tear apart... response:	Even so...
context: Yuka Come up to the roof!\Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on...\Or what's waiting for us in the distance...\But no matter how reckless...\Even if we don't know when it'll fall apart...\No matter what little seams we tear apart...\Even so... response:	Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling
context: Marching forth in this land where there's no place for lip service.\I don't know what'll make us keep on...\Or what's waiting for us in the distance...\But no matter how reckless...\Even if we don't know when it'll fall apart...\No matter what little seams we tear apart...\Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling response:	Yasashiku yorisottettai I want to gently be by your side
context: I don't know what'll make us keep on...\Or what's waiting for us in the distance...\But no matter how reckless...\Even if we don't know when it'll fall apart...\No matter what little seams we tear apart...\Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side response:	Kimi no yume ouensasete Let me support you and your dream
context: Or what's waiting for us in the distance...\But no matter how reckless...\Even if we don't know when it'll fall apart...\No matter what little seams we tear apart...\Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream response:	Chotto jiman dekiru mono Someone who doesn't have
context: But no matter how reckless...\Even if we don't know when it'll fall apart...\No matter what little seams we tear apart...\Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have response:	Nan ni mo motteinakute Anything they can be proud of
context: Even if we don't know when it'll fall apart...\No matter what little seams we tear apart...\Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of response:	Ki ga tsuitara shita bakari On cloudy days when they realize
context: No matter what little seams we tear apart...\Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize response:	Mitsumeteta no cloudy days They've only been looking at the ground
context: Even so...\Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground response:	Sonna uyamuya shiteiru I want to change
context: Atarashii sekai tobikome mirai ga yonderu Jump into the new world, our future is calling\Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change response:	Futoumei na kimochi wa ne That wavering, murky feeling
context: Yasashiku yorisottettai I want to gently be by your side\Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling response:	Jibun datte ni kaete hoshii Into a shout of I can do it!
context: Kimi no yume ouensasete Let me support you and your dream\Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling\Jibun datte ni kaete hoshii Into a shout of I can do it! response:	Hajimete zukushi de When I'm first starting out
context: Chotto jiman dekiru mono Someone who doesn't have\Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling\Jibun datte ni kaete hoshii Into a shout of I can do it!\Hajimete zukushi de When I'm first starting out response:	Tomadoi darake dakedo I'm full of so many doubts
context: Nan ni mo motteinakute Anything they can be proud of\Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling\Jibun datte ni kaete hoshii Into a shout of I can do it!\Hajimete zukushi de When I'm first starting out\Tomadoi darake dakedo I'm full of so many doubts response:	Watashi mo onaji da yo It's the same for me, too
context: Ki ga tsuitara shita bakari On cloudy days when they realize\Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling\Jibun datte ni kaete hoshii Into a shout of I can do it!\Hajimete zukushi de When I'm first starting out\Tomadoi darake dakedo I'm full of so many doubts\Watashi mo onaji da yo It's the same for me, too response:	Atarashii sekai tobikome mirai ga matteru Jump into the new world, our future is waiting
context: Mitsumeteta no cloudy days They've only been looking at the ground\Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling\Jibun datte ni kaete hoshii Into a shout of I can do it!\Hajimete zukushi de When I'm first starting out\Tomadoi darake dakedo I'm full of so many doubts\Watashi mo onaji da yo It's the same for me, too\Atarashii sekai tobikome mirai ga matteru Jump into the new world, our future is waiting response:	Hikari ni mitasareta toki motomete Pursue a moment full of light
context: Sonna uyamuya shiteiru I want to change\Futoumei na kimochi wa ne That wavering, murky feeling\Jibun datte ni kaete hoshii Into a shout of I can do it!\Hajimete zukushi de When I'm first starting out\Tomadoi darake dakedo I'm full of so many doubts\Watashi mo onaji da yo It's the same for me, too\Atarashii sekai tobikome mirai ga matteru Jump into the new world, our future is waiting\Hikari ni mitasareta toki motomete Pursue a moment full of light response:	Gamushara ni ikeru shunkan sono saki ima da yo The present awaits us after this frantic moment
