context: -TS- response:	-OP-
context: What? Did you come to make fun of me, too?\I forgot to say yesterday...\Thanks.\Huh?\I use this to hold up my hair when I'm studying late.\I'll lend it to you.\This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here! response:	Ukobach? I've heard of it before.
context: I forgot to say yesterday...\Thanks.\Huh?\I use this to hold up my hair when I'm studying late.\I'll lend it to you.\This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before. response:	It's a spirit of the fireplace...
context: Thanks.\Huh?\I use this to hold up my hair when I'm studying late.\I'll lend it to you.\This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before.\It's a spirit of the fireplace... response:	I'll make the perfect lunch!
context: Huh?\I use this to hold up my hair when I'm studying late.\I'll lend it to you.\This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before.\It's a spirit of the fireplace...\I'll make the perfect lunch! response:	What the hell?!
context: I use this to hold up my hair when I'm studying late.\I'll lend it to you.\This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before.\It's a spirit of the fireplace...\I'll make the perfect lunch!\What the hell?! response:	History
context: I'll lend it to you.\This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before.\It's a spirit of the fireplace...\I'll make the perfect lunch!\What the hell?!\History response:	Demonology
context: This is creepy! Is this a sign?\Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before.\It's a spirit of the fireplace...\I'll make the perfect lunch!\What the hell?!\History\Demonology response:	Grimoire Studies
context: Huh?! You stupid monkey! I'm being sincere here!\Ukobach? I've heard of it before.\It's a spirit of the fireplace...\I'll make the perfect lunch!\What the hell?!\History\Demonology\Grimoire Studies response:	Anti-Demon Pharmacology
context: Ukobach? I've heard of it before.\It's a spirit of the fireplace...\I'll make the perfect lunch!\What the hell?!\History\Demonology\Grimoire Studies\Anti-Demon Pharmacology response:	Physical training
context: It's a spirit of the fireplace...\I'll make the perfect lunch!\What the hell?!\History\Demonology\Grimoire Studies\Anti-Demon Pharmacology\Physical training response:	Mameshiba
context: I'll make the perfect lunch!\What the hell?!\History\Demonology\Grimoire Studies\Anti-Demon Pharmacology\Physical training\Mameshiba response:	Babyshiba tuwned into fwuits.
context: What the hell?!\History\Demonology\Grimoire Studies\Anti-Demon Pharmacology\Physical training\Mameshiba\Babyshiba tuwned into fwuits. response:	oppai ni
context: History\Demonology\Grimoire Studies\Anti-Demon Pharmacology\Physical training\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni response:	mero mero
context: Demonology\Grimoire Studies\Anti-Demon Pharmacology\Physical training\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero response:	meronshiba
context: Grimoire Studies\Anti-Demon Pharmacology\Physical training\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba response:	oppai ni
context: Anti-Demon Pharmacology\Physical training\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai ni response:	sui sui
context: Physical training\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai ni\sui sui response:	suikashiba
context: Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai ni\sui sui\suikashiba response:	oppai ni
context: Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai ni\sui sui\suikashiba\oppai ni response:	yada mon
context: oppai ni\mero mero\meronshiba\oppai ni\sui sui\suikashiba\oppai ni\yada mon response:	remonshiba
context: mero mero\meronshiba\oppai ni\sui sui\suikashiba\oppai ni\yada mon\remonshiba response:	oppai ni
context: meronshiba\oppai ni\sui sui\suikashiba\oppai ni\yada mon\remonshiba\oppai ni response:	rin rin
context: oppai ni\sui sui\suikashiba\oppai ni\yada mon\remonshiba\oppai ni\rin rin response:	ringoshiba
context: sui sui\suikashiba\oppai ni\yada mon\remonshiba\oppai ni\rin rin\ringoshiba response:	oppai ni
context: suikashiba\oppai ni\yada mon\remonshiba\oppai ni\rin rin\ringoshiba\oppai ni response:	sukedachi
context: oppai ni\yada mon\remonshiba\oppai ni\rin rin\ringoshiba\oppai ni\sukedachi response:	sudachishiba
context: yada mon\remonshiba\oppai ni\rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba response:	oppai ni
context: remonshiba\oppai ni\rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba\oppai ni response:	ran ran
context: oppai ni\rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba\oppai ni\ran ran response:	ranbuutan
context: rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba\oppai ni\ran ran\ranbuutan response:	yumistinx.bmp
context: ringoshiba\oppai ni\sukedachi\sudachishiba\oppai ni\ran ran\ranbuutan\yumistinx.bmp response:	Episode 5 szia Child of the Cursed Temple
context: oppai ni\sukedachi\sudachishiba\oppai ni\ran ran\ranbuutan\yumistinx.bmp\Episode 5 szia Child of the Cursed Temple response:	Breaktime
context: sukedachi\sudachishiba\oppai ni\ran ran\ranbuutan\yumistinx.bmp\Episode 5 szia Child of the Cursed Temple\Breaktime response:	Next Episode Preview
context: sudachishiba\oppai ni\ran ran\ranbuutan\yumistinx.bmp\Episode 5 szia Child of the Cursed Temple\Breaktime\Next Episode Preview response:	The Phantom Cook
context: oppai ni\ran ran\ranbuutan\yumistinx.bmp\Episode 5 szia Child of the Cursed Temple\Breaktime\Next Episode Preview\The Phantom Cook response:	The Blue Exorcist
context: ran ran\ranbuutan\yumistinx.bmp\Episode 5 szia Child of the Cursed Temple\Breaktime\Next Episode Preview\The Phantom Cook\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: ranbuutan\yumistinx.bmp\Episode 5 szia Child of the Cursed Temple\Breaktime\Next Episode Preview\The Phantom Cook\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: yumistinx.bmp\Episode 5 szia Child of the Cursed Temple\Breaktime\Next Episode Preview\The Phantom Cook\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: Episode 5 szia Child of the Cursed Temple\Breaktime\Next Episode Preview\The Phantom Cook\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: Breaktime\Next Episode Preview\The Phantom Cook\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: Next Episode Preview\The Phantom Cook\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: The Phantom Cook\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
context: nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita response:	ano otonatachi to onaji jan ka yo
context: you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo response:	doushitatte kanawanai esoragoto darou ga
context: saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga response:	mune wo moyasu hi wa dare ni mo keseya shinai
context: yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai response:	sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo
context: stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo response:	mada ore wa kawareru jibun de kaetemiseru
context: todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru response:	kore ga sou pride sorezore no basho de
context: atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de response:	mada mada kieru na kokoro no hi wo
context: rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo response:	mada mada ikeru zo ikeru zo
context: ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo response:	After birth, people live as they wish
context: doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish response:	They then learn the black box in their head; is that bliss?
context: mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss? response:	Just cross over, beyond the line of your limit
context: sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit response:	Let's go, take a step, and I mean this minute
context: mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute response:	Life's a bitch, so if it's easy, you're doing it wrong
context: kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong response:	Stop, which way is the world going? Then ignore it and go wherever (here we go)
context: mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go) response:	There are things I could never have, things with time
context: mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time response:	Is there a reason I force my heart upon them?
context: After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them? response:	I never tried to understand, I just forced it on them
context: They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them response:	I'm no better than those lifeless adults
context: Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults response:	Even if it's just a pipe dream I could never have
context: Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have response:	But no one can put out the fire in my heart
context: Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart response:	The black rain may pour hard and leave me drenched
context: Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched response:	But I know I can change, I will change myself
context: There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself response:	This is my pride, what makes up my core
context: Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core response:	I won't let my fire be put out; not yet
context: I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet response:	I'll keep going, and I'll never stop
context: I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop response:	Kimi to deatta no wa
context: Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa response:	Tada no guuzen ja nai
context: But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai response:	Kore wo unmei to yobunda
context: The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda response:	Sono hitomi ni utsuru
context: But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru response:	Bokutachi ga kagayaite
context: This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite response:	Irareru youni zutto
context: I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto response:	Mitsume tsuzukete
context: I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete response:	(Please be) Dakara moshi kono mune ga
context: Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga response:	(With me) Michi ni mayou hi ni wa
context: Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa response:	Mirai e no tobira wo hiraite hoshii
context: Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii response:	Michinaru sekai e to
context: Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to response:	Mai agarunda
context: Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda response:	Dakara sono te hanasanaide (buddy)
context: Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy) response:	Yume ga mezasu basho e
context: Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e response:	Tsukanda kono kizuna
context: (Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna response:	Nigiri shimete
context: (With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete response:	Yume ga mezasu basho e
context: Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e response:	Te ni shita kono kizuna
context: Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna response:	Nigiri shimete
context: Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete response:	It wasn't by chance
context: Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance response:	that I met you.
context: Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you. response:	This is what they call fate.
context: Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate. response:	Reflected in your eyes is
context: Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is response:	the way we keep on shining together.
context: Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together. response:	Let's keep our gazes locked
context: Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked response:	so it won't fade away.
context: Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away. response:	(Please be) Maybe the day will come
context: It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come response:	(With me) that we'll lose our way
context: that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way response:	while looking for the door to the future.
context: This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future. response:	Ready, ready, ready for the take off
context: Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off response:	We'll soar high
context: the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high response:	towards an unknown world.
context: Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world. response:	So don't let go of my hand. (Buddy)
context: so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy) response:	Ready, ready, ready for the take off.
context: (Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off. response:	Hold on to the bonds we have
context: (With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have response:	while aiming for
context: while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for response:	the place of our dreams.
context: Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams. response:	Ready, ready, ready for the take off.
context: We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off. response:	Hold on to the bonds we have
context: towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have response:	while aiming for
context: So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for response:	the place of our dreams.
