context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: It would be more convenient to come and go from the mountain like this.\That is true.\Kunlun Mountain is full of men.\It is inconvenient for a lady.\Just now, I nearly thought you were A-Yin.\Although I look similar to A-Yin\the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple. response:	And I am just the most unnoticeable immortal in Qing Qiu.
context: That is true.\Kunlun Mountain is full of men.\It is inconvenient for a lady.\Just now, I nearly thought you were A-Yin.\Although I look similar to A-Yin\the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu. response:	You have your own charm.
context: Kunlun Mountain is full of men.\It is inconvenient for a lady.\Just now, I nearly thought you were A-Yin.\Although I look similar to A-Yin\the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm. response:	Did A-Yin tell you to come?
context: It is inconvenient for a lady.\Just now, I nearly thought you were A-Yin.\Although I look similar to A-Yin\the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm.\Did A-Yin tell you to come? response:	No.
context: Just now, I nearly thought you were A-Yin.\Although I look similar to A-Yin\the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm.\Did A-Yin tell you to come?\No. response:	I came specifically to see Your Highness.
context: Although I look similar to A-Yin\the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm.\Did A-Yin tell you to come?\No.\I came specifically to see Your Highness. response:	There are some things I want to ask you in person
context: the difference in our statuses is like heaven and earth.\He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm.\Did A-Yin tell you to come?\No.\I came specifically to see Your Highness.\There are some things I want to ask you in person response:	but I was afraid it would be hard for you to hear.
context: He is Mo Yuan's most favored disciple.\And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm.\Did A-Yin tell you to come?\No.\I came specifically to see Your Highness.\There are some things I want to ask you in person\but I was afraid it would be hard for you to hear. response:	Speak freely.
context: And I am just the most unnoticeable immortal in Qing Qiu.\You have your own charm.\Did A-Yin tell you to come?\No.\I came specifically to see Your Highness.\There are some things I want to ask you in person\but I was afraid it would be hard for you to hear.\Speak freely. response:	Is Your Highness and A-Yin a pair now?
context: You have your own charm.\Did A-Yin tell you to come?\No.\I came specifically to see Your Highness.\There are some things I want to ask you in person\but I was afraid it would be hard for you to hear.\Speak freely.\Is Your Highness and A-Yin a pair now? response:	I had that feeling, but I did not dare think too much into it.
context: Did A-Yin tell you to come?\No.\I came specifically to see Your Highness.\There are some things I want to ask you in person\but I was afraid it would be hard for you to hear.\Speak freely.\Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it. response:	However, why are you staying at Kunlun Mountain?
context: No.\I came specifically to see Your Highness.\There are some things I want to ask you in person\but I was afraid it would be hard for you to hear.\Speak freely.\Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain? response:	Aren't you afraid of the Ghost Tribe knowing?
context: I came specifically to see Your Highness.\There are some things I want to ask you in person\but I was afraid it would be hard for you to hear.\Speak freely.\Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing? response:	In the end, it is impossible for
context: There are some things I want to ask you in person\but I was afraid it would be hard for you to hear.\Speak freely.\Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for response:	one from Ghost Tribe to be with one from Celestial Tribe.
context: but I was afraid it would be hard for you to hear.\Speak freely.\Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe. response:	Are these words what A-Yin want you to tell me?
context: Speak freely.\Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me? response:	No, do not misunderstand, Your Highness.
context: Is Your Highness and A-Yin a pair now?\I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness. response:	How can I not have thought of what you just said?
context: I had that feeling, but I did not dare think too much into it.\However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness.\How can I not have thought of what you just said? response:	If A-Yin is not from Celestial Tribe
context: However, why are you staying at Kunlun Mountain?\Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness.\How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe response:	I would surely disregard everything and have Si Yin marry into my palace.
context: Aren't you afraid of the Ghost Tribe knowing?\In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness.\How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace. response:	However, I can only take things one step at a time now.
context: In the end, it is impossible for\one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness.\How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now. response:	I don't dare consider too much.
context: one from Ghost Tribe to be with one from Celestial Tribe.\Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness.\How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now.\I don't dare consider too much. response:	If there is someone she does adore, I'm afraid it would be Mo Yuan.
context: Are these words what A-Yin want you to tell me?\No, do not misunderstand, Your Highness.\How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now.\I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan. response:	Don't say anymore.
context: No, do not misunderstand, Your Highness.\How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now.\I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore. response:	Your Highness.
context: How can I not have thought of what you just said?\If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now.\I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore.\Your Highness. response:	You are Si Yin?
context: If A-Yin is not from Celestial Tribe\I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now.\I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore.\Your Highness.\You are Si Yin? response:	Seventeenth, don't try to hide.
context: I would surely disregard everything and have Si Yin marry into my palace.\However, I can only take things one step at a time now.\I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore.\Your Highness.\You are Si Yin?\Seventeenth, don't try to hide. response:	Senior.
context: However, I can only take things one step at a time now.\I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore.\Your Highness.\You are Si Yin?\Seventeenth, don't try to hide.\Senior. response:	Xuan Nu?
context: I don't dare consider too much.\If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore.\Your Highness.\You are Si Yin?\Seventeenth, don't try to hide.\Senior.\Xuan Nu? response:	Why are you wearing Si Yin's clothes?
context: If there is someone she does adore, I'm afraid it would be Mo Yuan.\Don't say anymore.\Your Highness.\You are Si Yin?\Seventeenth, don't try to hide.\Senior.\Xuan Nu?\Why are you wearing Si Yin's clothes? response:	I was down at the foot of the mountain for a walk.
context: Don't say anymore.\Your Highness.\You are Si Yin?\Seventeenth, don't try to hide.\Senior.\Xuan Nu?\Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk. response:	I was afraid women's clothing would be conspicuous
context: Your Highness.\You are Si Yin?\Seventeenth, don't try to hide.\Senior.\Xuan Nu?\Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous response:	and put Kunlun Mountain under scrutiny
context: You are Si Yin?\Seventeenth, don't try to hide.\Senior.\Xuan Nu?\Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny response:	so I took Si Yin's clothing.
context: Seventeenth, don't try to hide.\Senior.\Xuan Nu?\Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing. response:	You and Si Yin look so similar from the back.
context: Senior.\Xuan Nu?\Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing.\You and Si Yin look so similar from the back. response:	Senior, if there is nothing else, I'll be going now.
context: Xuan Nu?\Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing.\You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now. response:	Go on.
context: Why are you wearing Si Yin's clothes?\I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing.\You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now.\Go on. response:	Tea is served.
context: I was down at the foot of the mountain for a walk.\I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing.\You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now.\Go on.\Tea is served. response:	Does Your Highness visit the mortal realm often?
context: I was afraid women's clothing would be conspicuous\and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing.\You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now.\Go on.\Tea is served.\Does Your Highness visit the mortal realm often? response:	I used to come often in the past.
context: and put Kunlun Mountain under scrutiny\so I took Si Yin's clothing.\You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now.\Go on.\Tea is served.\Does Your Highness visit the mortal realm often?\I used to come often in the past. response:	Your Highness said
context: so I took Si Yin's clothing.\You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now.\Go on.\Tea is served.\Does Your Highness visit the mortal realm often?\I used to come often in the past.\Your Highness said response:	you had sent away all the beauties in Grand Ziming Palace for A-Yin.
context: You and Si Yin look so similar from the back.\Senior, if there is nothing else, I'll be going now.\Go on.\Tea is served.\Does Your Highness visit the mortal realm often?\I used to come often in the past.\Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin. response:	If I could have
context: Senior, if there is nothing else, I'll be going now.\Go on.\Tea is served.\Does Your Highness visit the mortal realm often?\I used to come often in the past.\Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have response:	a tiny fraction of the sway over Your Highness's heart that A-Yin has
context: Go on.\Tea is served.\Does Your Highness visit the mortal realm often?\I used to come often in the past.\Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has response:	I would be content.
context: Tea is served.\Does Your Highness visit the mortal realm often?\I used to come often in the past.\Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content. response:	Xuan Nu, that night...
context: Does Your Highness visit the mortal realm often?\I used to come often in the past.\Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content.\Xuan Nu, that night... response:	That night was a moment of confusion for me.
context: I used to come often in the past.\Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content.\Xuan Nu, that night...\That night was a moment of confusion for me. response:	Doing such a thing was not only wrong to A-Yin
context: Your Highness said\you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content.\Xuan Nu, that night...\That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin response:	but also wrong to you.
context: you had sent away all the beauties in Grand Ziming Palace for A-Yin.\If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content.\Xuan Nu, that night...\That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin\but also wrong to you. response:	If Your Highness would like me to forget
context: If I could have\a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content.\Xuan Nu, that night...\That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin\but also wrong to you.\If Your Highness would like me to forget response:	then I will forget it and pretend it never happened.
context: a tiny fraction of the sway over Your Highness's heart that A-Yin has\I would be content.\Xuan Nu, that night...\That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin\but also wrong to you.\If Your Highness would like me to forget\then I will forget it and pretend it never happened. response:	Do not blame yourself, Your Highness.
context: I would be content.\Xuan Nu, that night...\That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin\but also wrong to you.\If Your Highness would like me to forget\then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness. response:	I was willing.
context: Xuan Nu, that night...\That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin\but also wrong to you.\If Your Highness would like me to forget\then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness.\I was willing. response:	- Good! - Splendid!
context: That night was a moment of confusion for me.\Doing such a thing was not only wrong to A-Yin\but also wrong to you.\If Your Highness would like me to forget\then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness.\I was willing.\- Good! - Splendid! response:	Upstairs, please.
context: Doing such a thing was not only wrong to A-Yin\but also wrong to you.\If Your Highness would like me to forget\then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness.\I was willing.\- Good! - Splendid!\Upstairs, please. response:	A-Yin.
context: but also wrong to you.\If Your Highness would like me to forget\then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness.\I was willing.\- Good! - Splendid!\Upstairs, please.\A-Yin. response:	Who is this gentleman waiting for?
context: If Your Highness would like me to forget\then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness.\I was willing.\- Good! - Splendid!\Upstairs, please.\A-Yin.\Who is this gentleman waiting for? response:	Waiting for you.
context: then I will forget it and pretend it never happened.\Do not blame yourself, Your Highness.\I was willing.\- Good! - Splendid!\Upstairs, please.\A-Yin.\Who is this gentleman waiting for?\Waiting for you. response:	Frivolous.
context: Do not blame yourself, Your Highness.\I was willing.\- Good! - Splendid!\Upstairs, please.\A-Yin.\Who is this gentleman waiting for?\Waiting for you.\Frivolous. response:	You must have been waiting for four hours now.
context: I was willing.\- Good! - Splendid!\Upstairs, please.\A-Yin.\Who is this gentleman waiting for?\Waiting for you.\Frivolous.\You must have been waiting for four hours now. response:	I was held back by Senior
context: - Good! - Splendid!\Upstairs, please.\A-Yin.\Who is this gentleman waiting for?\Waiting for you.\Frivolous.\You must have been waiting for four hours now.\I was held back by Senior response:	so that is why I had Xuan Nu sneak out to keep you company first.
context: Upstairs, please.\A-Yin.\Who is this gentleman waiting for?\Waiting for you.\Frivolous.\You must have been waiting for four hours now.\I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first. response:	What is four hours?
context: A-Yin.\Who is this gentleman waiting for?\Waiting for you.\Frivolous.\You must have been waiting for four hours now.\I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours? response:	I haven't seen you in ten days.
context: Who is this gentleman waiting for?\Waiting for you.\Frivolous.\You must have been waiting for four hours now.\I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours?\I haven't seen you in ten days. response:	Has it been ten days?
context: Waiting for you.\Frivolous.\You must have been waiting for four hours now.\I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours?\I haven't seen you in ten days.\Has it been ten days? response:	It's been ten whole days.
context: Frivolous.\You must have been waiting for four hours now.\I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours?\I haven't seen you in ten days.\Has it been ten days?\It's been ten whole days. response:	A-Yin, when exactly will you be able to finish your discipleship?
context: You must have been waiting for four hours now.\I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours?\I haven't seen you in ten days.\Has it been ten days?\It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship? response:	For someone as tactless and impulsive as me
context: I was held back by Senior\so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours?\I haven't seen you in ten days.\Has it been ten days?\It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me response:	it would probably take at least another 70,000 to 80,000 years.
context: so that is why I had Xuan Nu sneak out to keep you company first.\What is four hours?\I haven't seen you in ten days.\Has it been ten days?\It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years. response:	Then...
context: What is four hours?\I haven't seen you in ten days.\Has it been ten days?\It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years.\Then... response:	I'm afraid you wish to continue to be close to Mo Yuan.
context: I haven't seen you in ten days.\Has it been ten days?\It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years.\Then...\I'm afraid you wish to continue to be close to Mo Yuan. response:	Li Jing, what shameful words are you saying?
context: Has it been ten days?\It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years.\Then...\I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying? response:	Did you listen to someone's nonsense?
context: It's been ten whole days.\A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years.\Then...\I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense? response:	Is it really nonsense?
context: A-Yin, when exactly will you be able to finish your discipleship?\For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years.\Then...\I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense?\Is it really nonsense? response:	Who was it and what did they say?
context: For someone as tactless and impulsive as me\it would probably take at least another 70,000 to 80,000 years.\Then...\I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense?\Is it really nonsense?\Who was it and what did they say? response:	I'm heading back now.
context: it would probably take at least another 70,000 to 80,000 years.\Then...\I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense?\Is it really nonsense?\Who was it and what did they say?\I'm heading back now. response:	I just got here. You're leaving already?
context: Then...\I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense?\Is it really nonsense?\Who was it and what did they say?\I'm heading back now.\I just got here. You're leaving already? response:	What is the matter with all of you?
context: I'm afraid you wish to continue to be close to Mo Yuan.\Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense?\Is it really nonsense?\Who was it and what did they say?\I'm heading back now.\I just got here. You're leaving already?\What is the matter with all of you? response:	Did you bully her?
context: Li Jing, what shameful words are you saying?\Did you listen to someone's nonsense?\Is it really nonsense?\Who was it and what did they say?\I'm heading back now.\I just got here. You're leaving already?\What is the matter with all of you?\Did you bully her? response:	I wouldn't dare bully your people.
context: Did you listen to someone's nonsense?\Is it really nonsense?\Who was it and what did they say?\I'm heading back now.\I just got here. You're leaving already?\What is the matter with all of you?\Did you bully her?\I wouldn't dare bully your people. response:	This is for you.
context: Is it really nonsense?\Who was it and what did they say?\I'm heading back now.\I just got here. You're leaving already?\What is the matter with all of you?\Did you bully her?\I wouldn't dare bully your people.\This is for you. response:	Did you make this?
context: Who was it and what did they say?\I'm heading back now.\I just got here. You're leaving already?\What is the matter with all of you?\Did you bully her?\I wouldn't dare bully your people.\This is for you.\Did you make this? response:	Thank you.
context: I'm heading back now.\I just got here. You're leaving already?\What is the matter with all of you?\Did you bully her?\I wouldn't dare bully your people.\This is for you.\Did you make this?\Thank you. response:	Have you ever been to Mount Junji of the Far East?
context: I just got here. You're leaving already?\What is the matter with all of you?\Did you bully her?\I wouldn't dare bully your people.\This is for you.\Did you make this?\Thank you.\Have you ever been to Mount Junji of the Far East? response:	Mount Junji of the Far East?
context: What is the matter with all of you?\Did you bully her?\I wouldn't dare bully your people.\This is for you.\Did you make this?\Thank you.\Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East? response:	Sometimes, I'll go to the mortal realm with my fellow disciples to play.
context: Did you bully her?\I wouldn't dare bully your people.\This is for you.\Did you make this?\Thank you.\Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play. response:	We would go there.
context: I wouldn't dare bully your people.\This is for you.\Did you make this?\Thank you.\Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there. response:	There are no signs of mortals there, but many animals.
context: This is for you.\Did you make this?\Thank you.\Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there.\There are no signs of mortals there, but many animals. response:	It's very fun.
context: Did you make this?\Thank you.\Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there.\There are no signs of mortals there, but many animals.\It's very fun. response:	Let's go together next time.
context: Thank you.\Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there.\There are no signs of mortals there, but many animals.\It's very fun.\Let's go together next time. response:	Yes, let's go together next time.
context: Have you ever been to Mount Junji of the Far East?\Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there.\There are no signs of mortals there, but many animals.\It's very fun.\Let's go together next time.\Yes, let's go together next time. response:	What did you say?
context: Mount Junji of the Far East?\Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there.\There are no signs of mortals there, but many animals.\It's very fun.\Let's go together next time.\Yes, let's go together next time.\What did you say? response:	The war is near at hand. Li Jing has disappeared?
context: Sometimes, I'll go to the mortal realm with my fellow disciples to play.\We would go there.\There are no signs of mortals there, but many animals.\It's very fun.\Let's go together next time.\Yes, let's go together next time.\What did you say?\The war is near at hand. Li Jing has disappeared? response:	That is right.
context: We would go there.\There are no signs of mortals there, but many animals.\It's very fun.\Let's go together next time.\Yes, let's go together next time.\What did you say?\The war is near at hand. Li Jing has disappeared?\That is right. response:	I am guessing he is probably...
context: There are no signs of mortals there, but many animals.\It's very fun.\Let's go together next time.\Yes, let's go together next time.\What did you say?\The war is near at hand. Li Jing has disappeared?\That is right.\I am guessing he is probably... response:	- Probably... - Speak.
context: It's very fun.\Let's go together next time.\Yes, let's go together next time.\What did you say?\The war is near at hand. Li Jing has disappeared?\That is right.\I am guessing he is probably...\- Probably... - Speak. response:	He has probably gone to Kunlun Mountain.
context: Let's go together next time.\Yes, let's go together next time.\What did you say?\The war is near at hand. Li Jing has disappeared?\That is right.\I am guessing he is probably...\- Probably... - Speak.\He has probably gone to Kunlun Mountain. response:	Kunlun Mountain?
context: Yes, let's go together next time.\What did you say?\The war is near at hand. Li Jing has disappeared?\That is right.\I am guessing he is probably...\- Probably... - Speak.\He has probably gone to Kunlun Mountain.\Kunlun Mountain? response:	When Li Jing was still at Grand Ziming Palace
context: What did you say?\The war is near at hand. Li Jing has disappeared?\That is right.\I am guessing he is probably...\- Probably... - Speak.\He has probably gone to Kunlun Mountain.\Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace response:	he had a tryst with the immortal named Si Yin.
context: The war is near at hand. Li Jing has disappeared?\That is right.\I am guessing he is probably...\- Probably... - Speak.\He has probably gone to Kunlun Mountain.\Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin. response:	According to my understanding of him
context: That is right.\I am guessing he is probably...\- Probably... - Speak.\He has probably gone to Kunlun Mountain.\Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin.\According to my understanding of him response:	he must have followed that Celestial.
context: I am guessing he is probably...\- Probably... - Speak.\He has probably gone to Kunlun Mountain.\Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin.\According to my understanding of him\he must have followed that Celestial. response:	If that is the case
context: - Probably... - Speak.\He has probably gone to Kunlun Mountain.\Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin.\According to my understanding of him\he must have followed that Celestial.\If that is the case response:	then is no longer my son.
context: He has probably gone to Kunlun Mountain.\Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin.\According to my understanding of him\he must have followed that Celestial.\If that is the case\then is no longer my son. response:	Your Highness.
context: Kunlun Mountain?\When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin.\According to my understanding of him\he must have followed that Celestial.\If that is the case\then is no longer my son.\Your Highness. response:	I still do not understand.
context: When Li Jing was still at Grand Ziming Palace\he had a tryst with the immortal named Si Yin.\According to my understanding of him\he must have followed that Celestial.\If that is the case\then is no longer my son.\Your Highness.\I still do not understand. response:	You are of such a respectable status.
context: he had a tryst with the immortal named Si Yin.\According to my understanding of him\he must have followed that Celestial.\If that is the case\then is no longer my son.\Your Highness.\I still do not understand.\You are of such a respectable status. response:	Why do you still waste your time waiting at Kunlun Mountain?
context: According to my understanding of him\he must have followed that Celestial.\If that is the case\then is no longer my son.\Your Highness.\I still do not understand.\You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain? response:	I do not understand either.
context: he must have followed that Celestial.\If that is the case\then is no longer my son.\Your Highness.\I still do not understand.\You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either. response:	Your Highness, you clearly know
context: If that is the case\then is no longer my son.\Your Highness.\I still do not understand.\You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either.\Your Highness, you clearly know response:	the one A-Yin likes the most is Mo Yuan.
context: then is no longer my son.\Your Highness.\I still do not understand.\You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either.\Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan. response:	Why must you still torment yourself.
