context: Arrow, where are you headed? response:	We're going to shoot him, too?
context: Huh?! You'll do it?\I don't dislike games, and this seems fun.\Come around to the back.\Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl\This will result in paying double\This will result in winning double\The larger number wins (here, the 6) response:	Do these rules work for you?
context: I don't dislike games, and this seems fun.\Come around to the back.\Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl\This will result in paying double\This will result in winning double\The larger number wins (here, the 6)\Do these rules work for you? response:	No arguments here.
context: Come around to the back.\Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl\This will result in paying double\This will result in winning double\The larger number wins (here, the 6)\Do these rules work for you?\No arguments here. response:	Chips cost 1,000 yen each.
context: Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl\This will result in paying double\This will result in winning double\The larger number wins (here, the 6)\Do these rules work for you?\No arguments here.\Chips cost 1,000 yen each. response:	And when you roll the three dice into the bowl,
context: The shooter rolls 3 dice into the bowl\This will result in paying double\This will result in winning double\The larger number wins (here, the 6)\Do these rules work for you?\No arguments here.\Chips cost 1,000 yen each.\And when you roll the three dice into the bowl, response:	if even one spills out, you lose then and there.
context: This will result in paying double\This will result in winning double\The larger number wins (here, the 6)\Do these rules work for you?\No arguments here.\Chips cost 1,000 yen each.\And when you roll the three dice into the bowl,\if even one spills out, you lose then and there. response:	Got it.
context: This will result in winning double\The larger number wins (here, the 6)\Do these rules work for you?\No arguments here.\Chips cost 1,000 yen each.\And when you roll the three dice into the bowl,\if even one spills out, you lose then and there.\Got it. response:	All right. Let's tape the rules up here.
context: The larger number wins (here, the 6)\Do these rules work for you?\No arguments here.\Chips cost 1,000 yen each.\And when you roll the three dice into the bowl,\if even one spills out, you lose then and there.\Got it.\All right. Let's tape the rules up here. response:	Okay, let's do this!
context: Do these rules work for you?\No arguments here.\Chips cost 1,000 yen each.\And when you roll the three dice into the bowl,\if even one spills out, you lose then and there.\Got it.\All right. Let's tape the rules up here.\Okay, let's do this! response:	Wait.
context: No arguments here.\Chips cost 1,000 yen each.\And when you roll the three dice into the bowl,\if even one spills out, you lose then and there.\Got it.\All right. Let's tape the rules up here.\Okay, let's do this!\Wait. response:	We won't be using your dice.
context: Chips cost 1,000 yen each.\And when you roll the three dice into the bowl,\if even one spills out, you lose then and there.\Got it.\All right. Let's tape the rules up here.\Okay, let's do this!\Wait.\We won't be using your dice. response:	Huh?!
context: And when you roll the three dice into the bowl,\if even one spills out, you lose then and there.\Got it.\All right. Let's tape the rules up here.\Okay, let's do this!\Wait.\We won't be using your dice.\Huh?! response:	We'll be playing with these dice I had in the house.
context: if even one spills out, you lose then and there.\Got it.\All right. Let's tape the rules up here.\Okay, let's do this!\Wait.\We won't be using your dice.\Huh?!\We'll be playing with these dice I had in the house. response:	U-Um, is there something wrong with my dice?
context: Got it.\All right. Let's tape the rules up here.\Okay, let's do this!\Wait.\We won't be using your dice.\Huh?!\We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice? response:	No idea. There's just something that I don't like about them.
context: All right. Let's tape the rules up here.\Okay, let's do this!\Wait.\We won't be using your dice.\Huh?!\We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them. response:	And...
context: Okay, let's do this!\Wait.\We won't be using your dice.\Huh?!\We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them.\And... response:	I did say this seemed fun, but I wasn't talking about Cee-lo.
context: Wait.\We won't be using your dice.\Huh?!\We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them.\And...\I did say this seemed fun, but I wasn't talking about Cee-lo. response:	I meant that it'd be fun taking your 30,000 yen from you.
context: We won't be using your dice.\Huh?!\We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them.\And...\I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you. response:	When you lose, you'd better pay up for real.
context: Huh?!\We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them.\And...\I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real. response:	It doesn't matter how well acquainted we are, Josuke-kun.
context: We'll be playing with these dice I had in the house.\U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them.\And...\I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun. response:	Yes! Those dice are the ones that the alien turned into!
context: U-Um, is there something wrong with my dice?\No idea. There's just something that I don't like about them.\And...\I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into! response:	I snuck them into your house ahead of time!
context: No idea. There's just something that I don't like about them.\And...\I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time! response:	I'm such a villain.
context: And...\I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time!\I'm such a villain. response:	It won't be much, but I'll be making some money off of you, Rohan-sensei.
context: I did say this seemed fun, but I wasn't talking about Cee-lo.\I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time!\I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei. response:	Now, let's roll to see who goes first.
context: I meant that it'd be fun taking your 30,000 yen from you.\When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time!\I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first. response:	I rolled a four.
context: When you lose, you'd better pay up for real.\It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time!\I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first.\I rolled a four. response:	Yes!
context: It doesn't matter how well acquainted we are, Josuke-kun.\Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time!\I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first.\I rolled a four.\Yes! response:	All right, you go first. Go ahead and roll.
context: Yes! Those dice are the ones that the alien turned into!\I snuck them into your house ahead of time!\I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first.\I rolled a four.\Yes!\All right, you go first. Go ahead and roll. response:	Ow!
context: I snuck them into your house ahead of time!\I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first.\I rolled a four.\Yes!\All right, you go first. Go ahead and roll.\Ow! response:	O-Ow! I accidentally hit the table.
context: I'm such a villain.\It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first.\I rolled a four.\Yes!\All right, you go first. Go ahead and roll.\Ow!\O-Ow! I accidentally hit the table. response:	Hurry up and bet and roll your dice.
context: It won't be much, but I'll be making some money off of you, Rohan-sensei.\Now, let's roll to see who goes first.\I rolled a four.\Yes!\All right, you go first. Go ahead and roll.\Ow!\O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice. response:	R-Right...
context: Now, let's roll to see who goes first.\I rolled a four.\Yes!\All right, you go first. Go ahead and roll.\Ow!\O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice.\R-Right... response:	I-I'll start off with two, I think, so that'll be 2,000 yen.
context: I rolled a four.\Yes!\All right, you go first. Go ahead and roll.\Ow!\O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice.\R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen. response:	Okay, here's two.
context: Yes!\All right, you go first. Go ahead and roll.\Ow!\O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice.\R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two. response:	If I roll a one, a two, and a three, I'll have to pay double,
context: All right, you go first. Go ahead and roll.\Ow!\O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice.\R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double, response:	so I really need to make sure I don't get one, two, and three.
context: Ow!\O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice.\R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three. response:	Better not get a one, two, and three! Not a one, two, and three!
context: O-Ow! I accidentally hit the table.\Hurry up and bet and roll your dice.\R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three! response:	I-I'll go really lightly on the first roll.
context: Hurry up and bet and roll your dice.\R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll. response:	Just to test the waters...
context: R-Right...\I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll.\Just to test the waters... response:	Here we go... Lightly.
context: I-I'll start off with two, I think, so that'll be 2,000 yen.\Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll.\Just to test the waters...\Here we go... Lightly. response:	How's that?!
context: Okay, here's two.\If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll.\Just to test the waters...\Here we go... Lightly.\How's that?! response:	Huh?!
context: If I roll a one, a two, and a three, I'll have to pay double,\so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll.\Just to test the waters...\Here we go... Lightly.\How's that?!\Huh?! response:	What?
context: so I really need to make sure I don't get one, two, and three.\Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll.\Just to test the waters...\Here we go... Lightly.\How's that?!\Huh?!\What? response:	A-An omen...
context: Better not get a one, two, and three! Not a one, two, and three!\I-I'll go really lightly on the first roll.\Just to test the waters...\Here we go... Lightly.\How's that?!\Huh?!\What?\A-An omen... response:	What?
context: I-I'll go really lightly on the first roll.\Just to test the waters...\Here we go... Lightly.\How's that?!\Huh?!\What?\A-An omen...\What? response:	Triple sixes, AKA omen.
context: Just to test the waters...\Here we go... Lightly.\How's that?!\Huh?!\What?\A-An omen...\What?\Triple sixes, AKA omen. response:	Josuke wins five times what he wagered from Rohan.
context: Here we go... Lightly.\How's that?!\Huh?!\What?\A-An omen...\What?\Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan. response:	S-Stupid! You're not supposed to start off with that!
context: How's that?!\Huh?!\What?\A-An omen...\What?\Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that! response:	E-Er, I mean...
context: Huh?!\What?\A-An omen...\What?\Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that!\E-Er, I mean... response:	I meant that was some stupid luck!
context: What?\A-An omen...\What?\Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that!\E-Er, I mean...\I meant that was some stupid luck! response:	A triple six, meaning you have to pay five times my bet...
context: A-An omen...\What?\Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that!\E-Er, I mean...\I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet... response:	It almost seems like I'm cheating!
context: What?\Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that!\E-Er, I mean...\I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating! response:	Hmph. It seems you've already earned 10,000 yen in spending money.
context: Triple sixes, AKA omen.\Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that!\E-Er, I mean...\I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money. response:	Let's continue the game.
context: Josuke wins five times what he wagered from Rohan.\S-Stupid! You're not supposed to start off with that!\E-Er, I mean...\I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game. response:	I can't believe my luck myself...
context: S-Stupid! You're not supposed to start off with that!\E-Er, I mean...\I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game.\I can't believe my luck myself... response:	It's my turn next.
context: E-Er, I mean...\I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game.\I can't believe my luck myself...\It's my turn next. response:	I want to get back what I just lost, so I'm...
context: I meant that was some stupid luck!\A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game.\I can't believe my luck myself...\It's my turn next.\I want to get back what I just lost, so I'm... response:	going with ten.
context: A triple six, meaning you have to pay five times my bet...\It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game.\I can't believe my luck myself...\It's my turn next.\I want to get back what I just lost, so I'm...\going with ten. response:	Ten?
context: It almost seems like I'm cheating!\Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game.\I can't believe my luck myself...\It's my turn next.\I want to get back what I just lost, so I'm...\going with ten.\Ten? response:	All right! Go!
context: Hmph. It seems you've already earned 10,000 yen in spending money.\Let's continue the game.\I can't believe my luck myself...\It's my turn next.\I want to get back what I just lost, so I'm...\going with ten.\Ten?\All right! Go! response:	One, two, and three. The wager is doubled!
context: Let's continue the game.\I can't believe my luck myself...\It's my turn next.\I want to get back what I just lost, so I'm...\going with ten.\Ten?\All right! Go!\One, two, and three. The wager is doubled! response:	The shooter rolls 3 dice into the bowl
context: I can't believe my luck myself...\It's my turn next.\I want to get back what I just lost, so I'm...\going with ten.\Ten?\All right! Go!\One, two, and three. The wager is doubled!\The shooter rolls 3 dice into the bowl response:	This will result in paying double
context: It's my turn next.\I want to get back what I just lost, so I'm...\going with ten.\Ten?\All right! Go!\One, two, and three. The wager is doubled!\The shooter rolls 3 dice into the bowl\This will result in paying double response:	Rohan has to pay Josuke double what he wagered.
context: I want to get back what I just lost, so I'm...\going with ten.\Ten?\All right! Go!\One, two, and three. The wager is doubled!\The shooter rolls 3 dice into the bowl\This will result in paying double\Rohan has to pay Josuke double what he wagered. response:	This is too much! This is way too much!
context: going with ten.\Ten?\All right! Go!\One, two, and three. The wager is doubled!\The shooter rolls 3 dice into the bowl\This will result in paying double\Rohan has to pay Josuke double what he wagered.\This is too much! This is way too much! response:	Does that alien not know what holding back means?
context: Ten?\All right! Go!\One, two, and three. The wager is doubled!\The shooter rolls 3 dice into the bowl\This will result in paying double\Rohan has to pay Josuke double what he wagered.\This is too much! This is way too much!\Does that alien not know what holding back means? response:	Crap... He's totally suspicious of me!
context: All right! Go!\One, two, and three. The wager is doubled!\The shooter rolls 3 dice into the bowl\This will result in paying double\Rohan has to pay Josuke double what he wagered.\This is too much! This is way too much!\Does that alien not know what holding back means?\Crap... He's totally suspicious of me! response:	Episode 28 Highway Go Go, Part 1
