context: Asking someone how long they believed in Santa Claus... response:	Regardless, if you're going to ask me how much of my childhood I spent believing in an old man in a red suit...
context: That's that.\Be sure to meet in this room after school from now on.\You better show up!\If you don't, heads will roll!\I understand.\I like my head where it is.\We have to recruit members first.\We need at least two more. response:	Wait, that means...
context: Be sure to meet in this room after school from now on.\You better show up!\If you don't, heads will roll!\I understand.\I like my head where it is.\We have to recruit members first.\We need at least two more.\Wait, that means... response:	Aren't you confusing her with a piece of furniture that came with the room now?
context: You better show up!\If you don't, heads will roll!\I understand.\I like my head where it is.\We have to recruit members first.\We need at least two more.\Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now? response:	Rest assured.
context: If you don't, heads will roll!\I understand.\I like my head where it is.\We have to recruit members first.\We need at least two more.\Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured. response:	I'll find them in no time.
context: I understand.\I like my head where it is.\We have to recruit members first.\We need at least two more.\Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured.\I'll find them in no time. response:	I happen to know of someone made for this club.
context: I like my head where it is.\We have to recruit members first.\We need at least two more.\Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured.\I'll find them in no time.\I happen to know of someone made for this club. response:	And so, the next day.
context: We have to recruit members first.\We need at least two more.\Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured.\I'll find them in no time.\I happen to know of someone made for this club.\And so, the next day. response:	You go on ahead!
context: We need at least two more.\Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured.\I'll find them in no time.\I happen to know of someone made for this club.\And so, the next day.\You go on ahead! response:	As for me...
context: Wait, that means...\Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured.\I'll find them in no time.\I happen to know of someone made for this club.\And so, the next day.\You go on ahead!\As for me... response:	Oh well.
context: Aren't you confusing her with a piece of furniture that came with the room now?\Rest assured.\I'll find them in no time.\I happen to know of someone made for this club.\And so, the next day.\You go on ahead!\As for me...\Oh well. response:	I shuffled my feet towards the clubroom.
context: Rest assured.\I'll find them in no time.\I happen to know of someone made for this club.\And so, the next day.\You go on ahead!\As for me...\Oh well.\I shuffled my feet towards the clubroom. response:	Literary Club
context: I'll find them in no time.\I happen to know of someone made for this club.\And so, the next day.\You go on ahead!\As for me...\Oh well.\I shuffled my feet towards the clubroom.\Literary Club response:	Whatcha reading?
context: I happen to know of someone made for this club.\And so, the next day.\You go on ahead!\As for me...\Oh well.\I shuffled my feet towards the clubroom.\Literary Club\Whatcha reading? response:	Is it interesting?
context: And so, the next day.\You go on ahead!\As for me...\Oh well.\I shuffled my feet towards the clubroom.\Literary Club\Whatcha reading?\Is it interesting? response:	Unique.
context: You go on ahead!\As for me...\Oh well.\I shuffled my feet towards the clubroom.\Literary Club\Whatcha reading?\Is it interesting?\Unique. response:	Which part of it?
context: As for me...\Oh well.\I shuffled my feet towards the clubroom.\Literary Club\Whatcha reading?\Is it interesting?\Unique.\Which part of it? response:	All of it.
context: Oh well.\I shuffled my feet towards the clubroom.\Literary Club\Whatcha reading?\Is it interesting?\Unique.\Which part of it?\All of it. response:	You like books, huh?
context: I shuffled my feet towards the clubroom.\Literary Club\Whatcha reading?\Is it interesting?\Unique.\Which part of it?\All of it.\You like books, huh? response:	Relatively.
context: Literary Club\Whatcha reading?\Is it interesting?\Unique.\Which part of it?\All of it.\You like books, huh?\Relatively. response:	Is that so...
context: Whatcha reading?\Is it interesting?\Unique.\Which part of it?\All of it.\You like books, huh?\Relatively.\Is that so... response:	Can I leave now?
context: Is it interesting?\Unique.\Which part of it?\All of it.\You like books, huh?\Relatively.\Is that so...\Can I leave now? response:	Hey! Sorry about being late.
context: Unique.\Which part of it?\All of it.\You like books, huh?\Relatively.\Is that so...\Can I leave now?\Hey! Sorry about being late. response:	It took a while to catch her.
context: Which part of it?\All of it.\You like books, huh?\Relatively.\Is that so...\Can I leave now?\Hey! Sorry about being late.\It took a while to catch her. response:	It was another girl.
context: All of it.\You like books, huh?\Relatively.\Is that so...\Can I leave now?\Hey! Sorry about being late.\It took a while to catch her.\It was another girl. response:	And an extraordinarily beautiful one at that.
context: You like books, huh?\Relatively.\Is that so...\Can I leave now?\Hey! Sorry about being late.\It took a while to catch her.\It was another girl.\And an extraordinarily beautiful one at that. response:	What is this?
context: Relatively.\Is that so...\Can I leave now?\Hey! Sorry about being late.\It took a while to catch her.\It was another girl.\And an extraordinarily beautiful one at that.\What is this? response:	Where are we?
context: Is that so...\Can I leave now?\Hey! Sorry about being late.\It took a while to catch her.\It was another girl.\And an extraordinarily beautiful one at that.\What is this?\Where are we? response:	Why did you bring me here?
context: Can I leave now?\Hey! Sorry about being late.\It took a while to catch her.\It was another girl.\And an extraordinarily beautiful one at that.\What is this?\Where are we?\Why did you bring me here? response:	Why are you l-locking the door!?
context: Hey! Sorry about being late.\It took a while to catch her.\It was another girl.\And an extraordinarily beautiful one at that.\What is this?\Where are we?\Why did you bring me here?\Why are you l-locking the door!? response:	What are you
context: It took a while to catch her.\It was another girl.\And an extraordinarily beautiful one at that.\What is this?\Where are we?\Why did you bring me here?\Why are you l-locking the door!?\What are you response:	Be quiet.
context: It was another girl.\And an extraordinarily beautiful one at that.\What is this?\Where are we?\Why did you bring me here?\Why are you l-locking the door!?\What are you\Be quiet. response:	Allow me to introduce you.
context: And an extraordinarily beautiful one at that.\What is this?\Where are we?\Why did you bring me here?\Why are you l-locking the door!?\What are you\Be quiet.\Allow me to introduce you. response:	This is Mikuru Asahina-chan.
context: What is this?\Where are we?\Why did you bring me here?\Why are you l-locking the door!?\What are you\Be quiet.\Allow me to introduce you.\This is Mikuru Asahina-chan. response:	That's the whole introduction?
context: Where are we?\Why did you bring me here?\Why are you l-locking the door!?\What are you\Be quiet.\Allow me to introduce you.\This is Mikuru Asahina-chan.\That's the whole introduction? response:	Where did you abduct her from?
context: Why did you bring me here?\Why are you l-locking the door!?\What are you\Be quiet.\Allow me to introduce you.\This is Mikuru Asahina-chan.\That's the whole introduction?\Where did you abduct her from? response:	I didn't abduct her.
context: Why are you l-locking the door!?\What are you\Be quiet.\Allow me to introduce you.\This is Mikuru Asahina-chan.\That's the whole introduction?\Where did you abduct her from?\I didn't abduct her. response:	It was voluntary arrest.
context: What are you\Be quiet.\Allow me to introduce you.\This is Mikuru Asahina-chan.\That's the whole introduction?\Where did you abduct her from?\I didn't abduct her.\It was voluntary arrest. response:	Close enough.
context: Be quiet.\Allow me to introduce you.\This is Mikuru Asahina-chan.\That's the whole introduction?\Where did you abduct her from?\I didn't abduct her.\It was voluntary arrest.\Close enough. response:	I caught her daydreaming in a second-year classroom.
context: Allow me to introduce you.\This is Mikuru Asahina-chan.\That's the whole introduction?\Where did you abduct her from?\I didn't abduct her.\It was voluntary arrest.\Close enough.\I caught her daydreaming in a second-year classroom. response:	I go through every corner of the school during breaks...
context: This is Mikuru Asahina-chan.\That's the whole introduction?\Where did you abduct her from?\I didn't abduct her.\It was voluntary arrest.\Close enough.\I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks... response:	I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.
context: That's the whole introduction?\Where did you abduct her from?\I didn't abduct her.\It was voluntary arrest.\Close enough.\I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing. response:	Then... isn't she an upperclassman?
context: Where did you abduct her from?\I didn't abduct her.\It was voluntary arrest.\Close enough.\I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman? response:	What about it?
context: I didn't abduct her.\It was voluntary arrest.\Close enough.\I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman?\What about it? response:	Never mind then.
context: It was voluntary arrest.\Close enough.\I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman?\What about it?\Never mind then. response:	Uh... Asahina-san, is it?
context: Close enough.\I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman?\What about it?\Never mind then.\Uh... Asahina-san, is it? response:	Why her?
context: I caught her daydreaming in a second-year classroom.\I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman?\What about it?\Never mind then.\Uh... Asahina-san, is it?\Why her? response:	Well, take a look.
context: I go through every corner of the school during breaks...\I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman?\What about it?\Never mind then.\Uh... Asahina-san, is it?\Why her?\Well, take a look. response:	She's super cute, isn't she?
context: I was wondering why she wasn't in the classroom during breaks... So that's what she was doing.\Then... isn't she an upperclassman?\What about it?\Never mind then.\Uh... Asahina-san, is it?\Why her?\Well, take a look.\She's super cute, isn't she? response:	She sounded like a dangerous kidnapper.
context: Then... isn't she an upperclassman?\What about it?\Never mind then.\Uh... Asahina-san, is it?\Why her?\Well, take a look.\She's super cute, isn't she?\She sounded like a dangerous kidnapper. response:	I believe that turn-ons are an essential factor.
context: What about it?\Never mind then.\Uh... Asahina-san, is it?\Why her?\Well, take a look.\She's super cute, isn't she?\She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor. response:	Sorry.
context: Never mind then.\Uh... Asahina-san, is it?\Why her?\Well, take a look.\She's super cute, isn't she?\She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor.\Sorry. response:	What was that?
context: Uh... Asahina-san, is it?\Why her?\Well, take a look.\She's super cute, isn't she?\She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor.\Sorry.\What was that? response:	Turn-ons! Turn-ons!
context: Why her?\Well, take a look.\She's super cute, isn't she?\She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor.\Sorry.\What was that?\Turn-ons! Turn-ons! response:	This is an element of turning people on.
context: Well, take a look.\She's super cute, isn't she?\She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor.\Sorry.\What was that?\Turn-ons! Turn-ons!\This is an element of turning people on. response:	Fundamentally, in every story where something strange happens...
context: She's super cute, isn't she?\She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor.\Sorry.\What was that?\Turn-ons! Turn-ons!\This is an element of turning people on.\Fundamentally, in every story where something strange happens... response:	That's not all.
context: She sounded like a dangerous kidnapper.\I believe that turn-ons are an essential factor.\Sorry.\What was that?\Turn-ons! Turn-ons!\This is an element of turning people on.\Fundamentally, in every story where something strange happens...\That's not all. response:	She's so small yet, look.
context: I believe that turn-ons are an essential factor.\Sorry.\What was that?\Turn-ons! Turn-ons!\This is an element of turning people on.\Fundamentally, in every story where something strange happens...\That's not all.\She's so small yet, look. response:	Her breasts are bigger than mine.
context: Sorry.\What was that?\Turn-ons! Turn-ons!\This is an element of turning people on.\Fundamentally, in every story where something strange happens...\That's not all.\She's so small yet, look.\Her breasts are bigger than mine. response:	A lolita face with big breasts.
context: What was that?\Turn-ons! Turn-ons!\This is an element of turning people on.\Fundamentally, in every story where something strange happens...\That's not all.\She's so small yet, look.\Her breasts are bigger than mine.\A lolita face with big breasts. response:	This is an important element of turning people on!
context: Turn-ons! Turn-ons!\This is an element of turning people on.\Fundamentally, in every story where something strange happens...\That's not all.\She's so small yet, look.\Her breasts are bigger than mine.\A lolita face with big breasts.\This is an important element of turning people on! response:	News to me.
context: This is an element of turning people on.\Fundamentally, in every story where something strange happens...\That's not all.\She's so small yet, look.\Her breasts are bigger than mine.\A lolita face with big breasts.\This is an important element of turning people on!\News to me. response:	They really are big...
context: Fundamentally, in every story where something strange happens...\That's not all.\She's so small yet, look.\Her breasts are bigger than mine.\A lolita face with big breasts.\This is an important element of turning people on!\News to me.\They really are big... response:	It's starting to piss me off.
context: That's not all.\She's so small yet, look.\Her breasts are bigger than mine.\A lolita face with big breasts.\This is an important element of turning people on!\News to me.\They really are big...\It's starting to piss me off. response:	Such a cute face is sporting bigger ones than me!
context: She's so small yet, look.\Her breasts are bigger than mine.\A lolita face with big breasts.\This is an important element of turning people on!\News to me.\They really are big...\It's starting to piss me off.\Such a cute face is sporting bigger ones than me! response:	Are you a moron?
context: Her breasts are bigger than mine.\A lolita face with big breasts.\This is an important element of turning people on!\News to me.\They really are big...\It's starting to piss me off.\Such a cute face is sporting bigger ones than me!\Are you a moron? response:	But they're really big!
context: A lolita face with big breasts.\This is an important element of turning people on!\News to me.\They really are big...\It's starting to piss me off.\Such a cute face is sporting bigger ones than me!\Are you a moron?\But they're really big! response:	Seriously.
context: This is an important element of turning people on!\News to me.\They really are big...\It's starting to piss me off.\Such a cute face is sporting bigger ones than me!\Are you a moron?\But they're really big!\Seriously. response:	Why don't you touch them?
context: News to me.\They really are big...\It's starting to piss me off.\Such a cute face is sporting bigger ones than me!\Are you a moron?\But they're really big!\Seriously.\Why don't you touch them? response:	I'll pass.
context: They really are big...\It's starting to piss me off.\Such a cute face is sporting bigger ones than me!\Are you a moron?\But they're really big!\Seriously.\Why don't you touch them?\I'll pass. response:	So then, what?
context: It's starting to piss me off.\Such a cute face is sporting bigger ones than me!\Are you a moron?\But they're really big!\Seriously.\Why don't you touch them?\I'll pass.\So then, what? response:	The fact that this Asahina-san is cute, small, and has big breasts...
context: Such a cute face is sporting bigger ones than me!\Are you a moron?\But they're really big!\Seriously.\Why don't you touch them?\I'll pass.\So then, what?\The fact that this Asahina-san is cute, small, and has big breasts... response:	That's right.
context: Are you a moron?\But they're really big!\Seriously.\Why don't you touch them?\I'll pass.\So then, what?\The fact that this Asahina-san is cute, small, and has big breasts...\That's right. response:	She must have been born dumb.
context: But they're really big!\Seriously.\Why don't you touch them?\I'll pass.\So then, what?\The fact that this Asahina-san is cute, small, and has big breasts...\That's right.\She must have been born dumb. response:	I figure we need a mascot character like her.
context: Seriously.\Why don't you touch them?\I'll pass.\So then, what?\The fact that this Asahina-san is cute, small, and has big breasts...\That's right.\She must have been born dumb.\I figure we need a mascot character like her. response:	Mikuru-chan, are you in any other clubs?
context: Why don't you touch them?\I'll pass.\So then, what?\The fact that this Asahina-san is cute, small, and has big breasts...\That's right.\She must have been born dumb.\I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs? response:	Um... The calligraphy club.
context: I'll pass.\So then, what?\The fact that this Asahina-san is cute, small, and has big breasts...\That's right.\She must have been born dumb.\I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs?\Um... The calligraphy club. response:	Quit that then.
context: So then, what?\The fact that this Asahina-san is cute, small, and has big breasts...\That's right.\She must have been born dumb.\I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs?\Um... The calligraphy club.\Quit that then. response:	It'll conflict with our club activities.
context: The fact that this Asahina-san is cute, small, and has big breasts...\That's right.\She must have been born dumb.\I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs?\Um... The calligraphy club.\Quit that then.\It'll conflict with our club activities. response:	I see...
context: That's right.\She must have been born dumb.\I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs?\Um... The calligraphy club.\Quit that then.\It'll conflict with our club activities.\I see... response:	I understand.
context: She must have been born dumb.\I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs?\Um... The calligraphy club.\Quit that then.\It'll conflict with our club activities.\I see...\I understand. response:	What did she just understand?
context: I figure we need a mascot character like her.\Mikuru-chan, are you in any other clubs?\Um... The calligraphy club.\Quit that then.\It'll conflict with our club activities.\I see...\I understand.\What did she just understand? response:	I'll quit the calligraphy club and join this one.
context: Mikuru-chan, are you in any other clubs?\Um... The calligraphy club.\Quit that then.\It'll conflict with our club activities.\I see...\I understand.\What did she just understand?\I'll quit the calligraphy club and join this one. response:	But I'm not sure what the literary club does...
context: Um... The calligraphy club.\Quit that then.\It'll conflict with our club activities.\I see...\I understand.\What did she just understand?\I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does... response:	We aren't the literary club.
context: Quit that then.\It'll conflict with our club activities.\I see...\I understand.\What did she just understand?\I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does...\We aren't the literary club. response:	We're temporarily borrowing this room.
context: It'll conflict with our club activities.\I see...\I understand.\What did she just understand?\I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does...\We aren't the literary club.\We're temporarily borrowing this room. response:	The club you're being forced into...
context: I see...\I understand.\What did she just understand?\I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does...\We aren't the literary club.\We're temporarily borrowing this room.\The club you're being forced into... response:	Incidentally, the person sitting there reading...
context: I understand.\What did she just understand?\I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does...\We aren't the literary club.\We're temporarily borrowing this room.\The club you're being forced into...\Incidentally, the person sitting there reading... response:	No worries!
context: What did she just understand?\I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does...\We aren't the literary club.\We're temporarily borrowing this room.\The club you're being forced into...\Incidentally, the person sitting there reading...\No worries! response:	I just came up with a name!
context: I'll quit the calligraphy club and join this one.\But I'm not sure what the literary club does...\We aren't the literary club.\We're temporarily borrowing this room.\The club you're being forced into...\Incidentally, the person sitting there reading...\No worries!\I just came up with a name! response:	Let us hear it.
context: But I'm not sure what the literary club does...\We aren't the literary club.\We're temporarily borrowing this room.\The club you're being forced into...\Incidentally, the person sitting there reading...\No worries!\I just came up with a name!\Let us hear it. response:	Attention everyone.
context: We aren't the literary club.\We're temporarily borrowing this room.\The club you're being forced into...\Incidentally, the person sitting there reading...\No worries!\I just came up with a name!\Let us hear it.\Attention everyone. response:	The name of this fledgling club has just been decided.
context: We're temporarily borrowing this room.\The club you're being forced into...\Incidentally, the person sitting there reading...\No worries!\I just came up with a name!\Let us hear it.\Attention everyone.\The name of this fledgling club has just been decided. response:	SOS Brigade!
context: The club you're being forced into...\Incidentally, the person sitting there reading...\No worries!\I just came up with a name!\Let us hear it.\Attention everyone.\The name of this fledgling club has just been decided.\SOS Brigade! response:	The save the world by overloading it with fun Haruhi Suzumiya's Brigade.
context: Incidentally, the person sitting there reading...\No worries!\I just came up with a name!\Let us hear it.\Attention everyone.\The name of this fledgling club has just been decided.\SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade. response:	Or SOS Brigade for short.
context: No worries!\I just came up with a name!\Let us hear it.\Attention everyone.\The name of this fledgling club has just been decided.\SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade.\Or SOS Brigade for short. response:	Feel free to laugh.
context: I just came up with a name!\Let us hear it.\Attention everyone.\The name of this fledgling club has just been decided.\SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade.\Or SOS Brigade for short.\Feel free to laugh. response:	Originally, it should have been the save the world by overloading it with fun Haruhi Suzumiya Association...
context: Let us hear it.\Attention everyone.\The name of this fledgling club has just been decided.\SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade.\Or SOS Brigade for short.\Feel free to laugh.\Originally, it should have been the save the world by overloading it with fun Haruhi Suzumiya Association... response:	And nobody has a clue as to what this group is supposed to do.
context: Attention everyone.\The name of this fledgling club has just been decided.\SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade.\Or SOS Brigade for short.\Feel free to laugh.\Originally, it should have been the save the world by overloading it with fun Haruhi Suzumiya Association...\And nobody has a clue as to what this group is supposed to do. response:	So brigade is fine then.
context: The name of this fledgling club has just been decided.\SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade.\Or SOS Brigade for short.\Feel free to laugh.\Originally, it should have been the save the world by overloading it with fun Haruhi Suzumiya Association...\And nobody has a clue as to what this group is supposed to do.\So brigade is fine then. response:	Haruhi's incomprehensible words...
context: SOS Brigade!\The save the world by overloading it with fun Haruhi Suzumiya's Brigade.\Or SOS Brigade for short.\Feel free to laugh.\Originally, it should have been the save the world by overloading it with fun Haruhi Suzumiya Association...\And nobody has a clue as to what this group is supposed to do.\So brigade is fine then.\Haruhi's incomprehensible words... response:	Just do whatever you want.
