context: Everything... response:	I'll forgive you for everything.
context: A peacock?\She said a rainbow?\D-Does anyone have any ideas?\Ah, yes?\Oh, great! Who's going to suggest something?\A-Ah... Ya-Yano-kun. Please.\What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff. response:	N-Nice idea...
context: She said a rainbow?\D-Does anyone have any ideas?\Ah, yes?\Oh, great! Who's going to suggest something?\A-Ah... Ya-Yano-kun. Please.\What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea... response:	And if it were...
context: D-Does anyone have any ideas?\Ah, yes?\Oh, great! Who's going to suggest something?\A-Ah... Ya-Yano-kun. Please.\What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea...\And if it were... response:	And if it were Tokyo Disneyland, it would be even better!
context: Ah, yes?\Oh, great! Who's going to suggest something?\A-Ah... Ya-Yano-kun. Please.\What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea...\And if it were...\And if it were Tokyo Disneyland, it would be even better! response:	It couldn't be... right?
context: Oh, great! Who's going to suggest something?\A-Ah... Ya-Yano-kun. Please.\What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea...\And if it were...\And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right? response:	Sign: Nora Rabbit, Disney Land, It's decided!
context: A-Ah... Ya-Yano-kun. Please.\What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea...\And if it were...\And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided! response:	Ya-Yano.
context: What about Disneyland?\We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea...\And if it were...\And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano. response:	That idea for Disneyland was really good.
context: We could build the castle, use that mouse character, and light it up with decorative bulbs and stuff.\N-Nice idea...\And if it were...\And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano.\That idea for Disneyland was really good. response:	You really helped me out.
context: N-Nice idea...\And if it were...\And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano.\That idea for Disneyland was really good.\You really helped me out. response:	Thanks.
context: And if it were...\And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano.\That idea for Disneyland was really good.\You really helped me out.\Thanks. response:	I spoke to him...
context: And if it were Tokyo Disneyland, it would be even better!\It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano.\That idea for Disneyland was really good.\You really helped me out.\Thanks.\I spoke to him... response:	Umm...
context: It couldn't be... right?\Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano.\That idea for Disneyland was really good.\You really helped me out.\Thanks.\I spoke to him...\Umm... response:	Well, then...
context: Sign: Nora Rabbit, Disney Land, It's decided!\Ya-Yano.\That idea for Disneyland was really good.\You really helped me out.\Thanks.\I spoke to him...\Umm...\Well, then... response:	I'll be going to the student council meeting...
context: Ya-Yano.\That idea for Disneyland was really good.\You really helped me out.\Thanks.\I spoke to him...\Umm...\Well, then...\I'll be going to the student council meeting... response:	This is no good.
context: That idea for Disneyland was really good.\You really helped me out.\Thanks.\I spoke to him...\Umm...\Well, then...\I'll be going to the student council meeting...\This is no good. response:	Whenever I see Yano's eyes...
context: You really helped me out.\Thanks.\I spoke to him...\Umm...\Well, then...\I'll be going to the student council meeting...\This is no good.\Whenever I see Yano's eyes... response:	Please... don't confuse me.
context: Thanks.\I spoke to him...\Umm...\Well, then...\I'll be going to the student council meeting...\This is no good.\Whenever I see Yano's eyes...\Please... don't confuse me. response:	Before High School
context: I spoke to him...\Umm...\Well, then...\I'll be going to the student council meeting...\This is no good.\Whenever I see Yano's eyes...\Please... don't confuse me.\Before High School response:	Take.
context: Umm...\Well, then...\I'll be going to the student council meeting...\This is no good.\Whenever I see Yano's eyes...\Please... don't confuse me.\Before High School\Take. response:	What's the matter?
context: Well, then...\I'll be going to the student council meeting...\This is no good.\Whenever I see Yano's eyes...\Please... don't confuse me.\Before High School\Take.\What's the matter? response:	It's nothing.
context: I'll be going to the student council meeting...\This is no good.\Whenever I see Yano's eyes...\Please... don't confuse me.\Before High School\Take.\What's the matter?\It's nothing. response:	Hey, mind if we stop by the plaza?
context: This is no good.\Whenever I see Yano's eyes...\Please... don't confuse me.\Before High School\Take.\What's the matter?\It's nothing.\Hey, mind if we stop by the plaza? response:	What do you want to buy?
context: Whenever I see Yano's eyes...\Please... don't confuse me.\Before High School\Take.\What's the matter?\It's nothing.\Hey, mind if we stop by the plaza?\What do you want to buy? response:	What do you think?
context: Please... don't confuse me.\Before High School\Take.\What's the matter?\It's nothing.\Hey, mind if we stop by the plaza?\What do you want to buy?\What do you think? response:	A long-sleeved T-shirt.
context: Before High School\Take.\What's the matter?\It's nothing.\Hey, mind if we stop by the plaza?\What do you want to buy?\What do you think?\A long-sleeved T-shirt. response:	That's you.
context: Take.\What's the matter?\It's nothing.\Hey, mind if we stop by the plaza?\What do you want to buy?\What do you think?\A long-sleeved T-shirt.\That's you. response:	Bye bye.
context: What's the matter?\It's nothing.\Hey, mind if we stop by the plaza?\What do you want to buy?\What do you think?\A long-sleeved T-shirt.\That's you.\Bye bye. response:	Nana, where are you off to?
context: It's nothing.\Hey, mind if we stop by the plaza?\What do you want to buy?\What do you think?\A long-sleeved T-shirt.\That's you.\Bye bye.\Nana, where are you off to? response:	Why don't we go shopping?
context: Hey, mind if we stop by the plaza?\What do you want to buy?\What do you think?\A long-sleeved T-shirt.\That's you.\Bye bye.\Nana, where are you off to?\Why don't we go shopping? response:	Yeah. I think I might wanna get a bag.
context: What do you want to buy?\What do you think?\A long-sleeved T-shirt.\That's you.\Bye bye.\Nana, where are you off to?\Why don't we go shopping?\Yeah. I think I might wanna get a bag. response:	A bag? That'd be nice.
context: What do you think?\A long-sleeved T-shirt.\That's you.\Bye bye.\Nana, where are you off to?\Why don't we go shopping?\Yeah. I think I might wanna get a bag.\A bag? That'd be nice. response:	Yeah.
context: A long-sleeved T-shirt.\That's you.\Bye bye.\Nana, where are you off to?\Why don't we go shopping?\Yeah. I think I might wanna get a bag.\A bag? That'd be nice.\Yeah. response:	Why don't we go to that store in front of the station?
context: That's you.\Bye bye.\Nana, where are you off to?\Why don't we go shopping?\Yeah. I think I might wanna get a bag.\A bag? That'd be nice.\Yeah.\Why don't we go to that store in front of the station? response:	Before High School
context: Bye bye.\Nana, where are you off to?\Why don't we go shopping?\Yeah. I think I might wanna get a bag.\A bag? That'd be nice.\Yeah.\Why don't we go to that store in front of the station?\Before High School response:	Yeah.
context: Nana, where are you off to?\Why don't we go shopping?\Yeah. I think I might wanna get a bag.\A bag? That'd be nice.\Yeah.\Why don't we go to that store in front of the station?\Before High School\Yeah. response:	Ah, here's the bus.
context: Why don't we go shopping?\Yeah. I think I might wanna get a bag.\A bag? That'd be nice.\Yeah.\Why don't we go to that store in front of the station?\Before High School\Yeah.\Ah, here's the bus. response:	Is it ours?
context: Yeah. I think I might wanna get a bag.\A bag? That'd be nice.\Yeah.\Why don't we go to that store in front of the station?\Before High School\Yeah.\Ah, here's the bus.\Is it ours? response:	Huh? Where'd I put my pass?
context: A bag? That'd be nice.\Yeah.\Why don't we go to that store in front of the station?\Before High School\Yeah.\Ah, here's the bus.\Is it ours?\Huh? Where'd I put my pass? response:	Ah, here it is.
context: Yeah.\Why don't we go to that store in front of the station?\Before High School\Yeah.\Ah, here's the bus.\Is it ours?\Huh? Where'd I put my pass?\Ah, here it is. response:	Moto, I just remembered some things I need to take care of.
context: Why don't we go to that store in front of the station?\Before High School\Yeah.\Ah, here's the bus.\Is it ours?\Huh? Where'd I put my pass?\Ah, here it is.\Moto, I just remembered some things I need to take care of. response:	I gave you my final notice this morning.
context: Before High School\Yeah.\Ah, here's the bus.\Is it ours?\Huh? Where'd I put my pass?\Ah, here it is.\Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning. response:	Didn't I tell you...
context: Yeah.\Ah, here's the bus.\Is it ours?\Huh? Where'd I put my pass?\Ah, here it is.\Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning.\Didn't I tell you... response:	Sorry!
context: Ah, here's the bus.\Is it ours?\Huh? Where'd I put my pass?\Ah, here it is.\Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning.\Didn't I tell you...\Sorry! response:	Hey!
context: Is it ours?\Huh? Where'd I put my pass?\Ah, here it is.\Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning.\Didn't I tell you...\Sorry!\Hey! response:	Love is...
context: Huh? Where'd I put my pass?\Ah, here it is.\Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning.\Didn't I tell you...\Sorry!\Hey!\Love is... response:	All of it!
context: Ah, here it is.\Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning.\Didn't I tell you...\Sorry!\Hey!\Love is...\All of it! response:	Change of plans.
context: Moto, I just remembered some things I need to take care of.\I gave you my final notice this morning.\Didn't I tell you...\Sorry!\Hey!\Love is...\All of it!\Change of plans. response:	You can come see them again today.
context: I gave you my final notice this morning.\Didn't I tell you...\Sorry!\Hey!\Love is...\All of it!\Change of plans.\You can come see them again today. response:	I can't...
context: Didn't I tell you...\Sorry!\Hey!\Love is...\All of it!\Change of plans.\You can come see them again today.\I can't... response:	Kisetsu ga sukoshi ugoita ki ga suru
context: Sorry!\Hey!\Love is...\All of it!\Change of plans.\You can come see them again today.\I can't...\Kisetsu ga sukoshi ugoita ki ga suru response:	Hizashi mo mijikaku itsukazurete
context: Hey!\Love is...\All of it!\Change of plans.\You can come see them again today.\I can't...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete response:	Futari no basu ha kawaranai machi
context: Love is...\All of it!\Change of plans.\You can come see them again today.\I can't...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi response:	Hashitteiru koto hotto shiteta
context: All of it!\Change of plans.\You can come see them again today.\I can't...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta response:	Mado no soto itsumo mitai ni miteru anata
context: Change of plans.\You can come see them again today.\I can't...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata response:	Soshite watashi mo mane wo shiteiru
context: You can come see them again today.\I can't...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru response:	itsumo mitai ni
context: I can't...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni response:	Nee futari ha onaji nano ka na
context: Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na response:	Ikitai basho ha Damatteitatte iinda yo ne
context: Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne response:	Nee futari ha onaji nano ka na
context: Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na response:	Itoshii kimochi Anata no shisen ha ima mienakute
context: Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute response:	Nee futari ha onaji nano ka na
context: Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na response:	Ikitai basho ha Damatteitatte iinda yo ne
context: Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne response:	Nee futari ha onaji nano ka na
context: itsumo mitai ni\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na response:	Itoshii kimochi Anata no shisen ha ima mienakute
context: Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute response:	I feel like the seasons have changed slightly
context: Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly response:	and the sunbeams have thinned and will one day shift.
context: Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift. response:	But I was relieved, knowing our bus
context: Itoshii kimochi Anata no shisen ha ima mienakute\Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus response:	was riding through our unchanged city.
context: Nee futari ha onaji nano ka na\Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city. response:	You always gaze up to me from outside my window
context: Ikitai basho ha Damatteitatte iinda yo ne\Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window response:	and I mimic you by doing the same
context: Nee futari ha onaji nano ka na\Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same response:	like always.
context: Itoshii kimochi Anata no shisen ha ima mienakute\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always. response:	Hey, I wonder if we're both the same?
context: I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same? response:	Even if the place we want to go to has gotten dull, it's all right.
context: and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right. response:	Hey, I wonder if we're both the same?
context: But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same? response:	I still feel love for you, but you're no longer looking at me.
context: was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me. response:	Hey, I wonder if we're both the same?
context: You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same? response:	Even if the place we want to go to has gotten dull, it's all right.
context: and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right. response:	Hey, I wonder if we're both the same?
context: like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same? response:	I still feel love for you, but you're no longer looking at me.
context: Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me. response:	Episode 14 Preview...
context: Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 14 Preview... response:	Do you think Takeuchi-kun likes you, Nana?
context: Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 14 Preview...\Do you think Takeuchi-kun likes you, Nana? response:	Take! If you lay a finger on her, I'll fucking kill you!
context: I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 14 Preview...\Do you think Takeuchi-kun likes you, Nana?\Take! If you lay a finger on her, I'll fucking kill you! response:	I'm prepared for that.
context: Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 14 Preview...\Do you think Takeuchi-kun likes you, Nana?\Take! If you lay a finger on her, I'll fucking kill you!\I'm prepared for that. response:	It's the period of the Warring States again, I guess.
context: Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 14 Preview...\Do you think Takeuchi-kun likes you, Nana?\Take! If you lay a finger on her, I'll fucking kill you!\I'm prepared for that.\It's the period of the Warring States again, I guess. response:	Why do you say that now, of all times...?
