context: Let's eat! response:	Yum!
context: Damn it!\Mako, what are you...\Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too!\Huh?\What are you standing around for?!\Hurry up and beat the tar out of Ryuko!\Yes, rush her! response:	Send her straight to Hell!
context: Mako, what are you...\Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too!\Huh?\What are you standing around for?!\Hurry up and beat the tar out of Ryuko!\Yes, rush her!\Send her straight to Hell! response:	You're not gonna try to stop her?!
context: Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too!\Huh?\What are you standing around for?!\Hurry up and beat the tar out of Ryuko!\Yes, rush her!\Send her straight to Hell!\You're not gonna try to stop her?! response:	Sorry, Ryuko m'dear.
context: If you try to stop her, you'll put yourselves in danger, too!\Huh?\What are you standing around for?!\Hurry up and beat the tar out of Ryuko!\Yes, rush her!\Send her straight to Hell!\You're not gonna try to stop her?!\Sorry, Ryuko m'dear. response:	But we can't give up the lifestyle to which we've become accustomed.
context: Huh?\What are you standing around for?!\Hurry up and beat the tar out of Ryuko!\Yes, rush her!\Send her straight to Hell!\You're not gonna try to stop her?!\Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed. response:	Don't worry!
context: What are you standing around for?!\Hurry up and beat the tar out of Ryuko!\Yes, rush her!\Send her straight to Hell!\You're not gonna try to stop her?!\Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed.\Don't worry! response:	We'll make sure to enjoy life for you, too!
context: Hurry up and beat the tar out of Ryuko!\Yes, rush her!\Send her straight to Hell!\You're not gonna try to stop her?!\Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed.\Don't worry!\We'll make sure to enjoy life for you, too! response:	Observe, Matoi! This is human nature in its purest form!
context: Yes, rush her!\Send her straight to Hell!\You're not gonna try to stop her?!\Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed.\Don't worry!\We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form! response:	Prosperity will lead to greed,
context: Send her straight to Hell!\You're not gonna try to stop her?!\Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed.\Don't worry!\We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed, response:	and greed will lead to their eventual downfall!
context: You're not gonna try to stop her?!\Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed.\Don't worry!\We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed,\and greed will lead to their eventual downfall! response:	Once they have a taste of worldly pleasures,
context: Sorry, Ryuko m'dear.\But we can't give up the lifestyle to which we've become accustomed.\Don't worry!\We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed,\and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures, response:	they're enslaved by them forever!
context: But we can't give up the lifestyle to which we've become accustomed.\Don't worry!\We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed,\and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures,\they're enslaved by them forever! response:	They've become slaves to this academy I have created!
context: Don't worry!\We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed,\and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures,\they're enslaved by them forever!\They've become slaves to this academy I have created! response:	Truly, they are pigs in human clothing!
context: We'll make sure to enjoy life for you, too!\Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed,\and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures,\they're enslaved by them forever!\They've become slaves to this academy I have created!\Truly, they are pigs in human clothing! response:	Pigs! Which must be tamed by force!
context: Observe, Matoi! This is human nature in its purest form!\Prosperity will lead to greed,\and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures,\they're enslaved by them forever!\They've become slaves to this academy I have created!\Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force! response:	What's the matter, Ryuko?
context: Prosperity will lead to greed,\and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures,\they're enslaved by them forever!\They've become slaves to this academy I have created!\Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force!\What's the matter, Ryuko? response:	I'll be fine like this...
context: and greed will lead to their eventual downfall!\Once they have a taste of worldly pleasures,\they're enslaved by them forever!\They've become slaves to this academy I have created!\Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force!\What's the matter, Ryuko?\I'll be fine like this... response:	What's she thinking?
context: Once they have a taste of worldly pleasures,\they're enslaved by them forever!\They've become slaves to this academy I have created!\Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force!\What's the matter, Ryuko?\I'll be fine like this...\What's she thinking? response:	She's choosing friendship over her own life?
context: they're enslaved by them forever!\They've become slaves to this academy I have created!\Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force!\What's the matter, Ryuko?\I'll be fine like this...\What's she thinking?\She's choosing friendship over her own life? response:	- Attagirl, Mako! - Now, finish her!
context: They've become slaves to this academy I have created!\Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force!\What's the matter, Ryuko?\I'll be fine like this...\What's she thinking?\She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her! response:	Kill!
context: Truly, they are pigs in human clothing!\Pigs! Which must be tamed by force!\What's the matter, Ryuko?\I'll be fine like this...\What's she thinking?\She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her!\Kill! response:	It's all over!
context: Pigs! Which must be tamed by force!\What's the matter, Ryuko?\I'll be fine like this...\What's she thinking?\She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her!\Kill!\It's all over! response:	Get her!
context: What's the matter, Ryuko?\I'll be fine like this...\What's she thinking?\She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her!\Kill!\It's all over!\Get her! response:	Get her!
context: I'll be fine like this...\What's she thinking?\She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her!\Kill!\It's all over!\Get her!\Get her! response:	Get her!
context: What's she thinking?\She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her!\Kill!\It's all over!\Get her!\Get her!\Get her! response:	Get her!
context: She's choosing friendship over her own life?\- Attagirl, Mako! - Now, finish her!\Kill!\It's all over!\Get her!\Get her!\Get her!\Get her! response:	W-Why?
context: - Attagirl, Mako! - Now, finish her!\Kill!\It's all over!\Get her!\Get her!\Get her!\Get her!\W-Why? response:	Why aren't you stopping me?!
context: Kill!\It's all over!\Get her!\Get her!\Get her!\Get her!\W-Why?\Why aren't you stopping me?! response:	If I keep this up, Ryuko's gonna die!
context: It's all over!\Get her!\Get her!\Get her!\Get her!\W-Why?\Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die! response:	Dad, Mom, why aren't you trying to stop me?!
context: Get her!\Get her!\Get her!\Get her!\W-Why?\Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?! response:	And you call yourselves parents?!
context: Get her!\Get her!\Get her!\W-Why?\Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?! response:	Y-You're mad at us?
context: Get her!\Get her!\W-Why?\Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?!\Y-You're mad at us? response:	When I became club president and our lives improved,
context: Get her!\W-Why?\Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?!\Y-You're mad at us?\When I became club president and our lives improved, response:	I thought we we had a sparkle in our eyes.
context: W-Why?\Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?!\Y-You're mad at us?\When I became club president and our lives improved,\I thought we we had a sparkle in our eyes. response:	I thought our whole family was glowing.
context: Why aren't you stopping me?!\If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?!\Y-You're mad at us?\When I became club president and our lives improved,\I thought we we had a sparkle in our eyes.\I thought our whole family was glowing. response:	But we weren't?
context: If I keep this up, Ryuko's gonna die!\Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?!\Y-You're mad at us?\When I became club president and our lives improved,\I thought we we had a sparkle in our eyes.\I thought our whole family was glowing.\But we weren't? response:	It was just a nasty glint?
context: Dad, Mom, why aren't you trying to stop me?!\And you call yourselves parents?!\Y-You're mad at us?\When I became club president and our lives improved,\I thought we we had a sparkle in our eyes.\I thought our whole family was glowing.\But we weren't?\It was just a nasty glint? response:	We were just being blinded by greed?
context: And you call yourselves parents?!\Y-You're mad at us?\When I became club president and our lives improved,\I thought we we had a sparkle in our eyes.\I thought our whole family was glowing.\But we weren't?\It was just a nasty glint?\We were just being blinded by greed? response:	It wasn't a twinkle, it was a dazzling glimmer of a glint?!
context: Y-You're mad at us?\When I became club president and our lives improved,\I thought we we had a sparkle in our eyes.\I thought our whole family was glowing.\But we weren't?\It was just a nasty glint?\We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?! response:	We're the worst!
context: When I became club president and our lives improved,\I thought we we had a sparkle in our eyes.\I thought our whole family was glowing.\But we weren't?\It was just a nasty glint?\We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst! response:	Dad and all you guys, too! And so am I!
context: I thought we we had a sparkle in our eyes.\I thought our whole family was glowing.\But we weren't?\It was just a nasty glint?\We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst!\Dad and all you guys, too! And so am I! response:	I guess this is the real power of your Goku Uniform, Mako.
context: I thought our whole family was glowing.\But we weren't?\It was just a nasty glint?\We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst!\Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako. response:	You never attacked me all-out.
context: But we weren't?\It was just a nasty glint?\We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst!\Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out. response:	You knew that, and that's why
context: It was just a nasty glint?\We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst!\Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out.\You knew that, and that's why response:	you stood there and took the beating?
context: We were just being blinded by greed?\It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst!\Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out.\You knew that, and that's why\you stood there and took the beating? response:	Mako was fighting hard, too.
context: It wasn't a twinkle, it was a dazzling glimmer of a glint?!\We're the worst!\Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out.\You knew that, and that's why\you stood there and took the beating?\Mako was fighting hard, too. response:	Against her own desires.
context: We're the worst!\Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out.\You knew that, and that's why\you stood there and took the beating?\Mako was fighting hard, too.\Against her own desires. response:	I'm sorry...
context: Dad and all you guys, too! And so am I!\I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out.\You knew that, and that's why\you stood there and took the beating?\Mako was fighting hard, too.\Against her own desires.\I'm sorry... response:	I'm so sorry, Ryuko!
context: I guess this is the real power of your Goku Uniform, Mako.\You never attacked me all-out.\You knew that, and that's why\you stood there and took the beating?\Mako was fighting hard, too.\Against her own desires.\I'm sorry...\I'm so sorry, Ryuko! response:	Take that silly thing off.
context: You never attacked me all-out.\You knew that, and that's why\you stood there and took the beating?\Mako was fighting hard, too.\Against her own desires.\I'm sorry...\I'm so sorry, Ryuko!\Take that silly thing off. response:	Yeah!
context: You knew that, and that's why\you stood there and took the beating?\Mako was fighting hard, too.\Against her own desires.\I'm sorry...\I'm so sorry, Ryuko!\Take that silly thing off.\Yeah! response:	As of today, Fight Club is disbanded!
context: you stood there and took the beating?\Mako was fighting hard, too.\Against her own desires.\I'm sorry...\I'm so sorry, Ryuko!\Take that silly thing off.\Yeah!\As of today, Fight Club is disbanded! response:	FIGHT CLUB
context: Mako was fighting hard, too.\Against her own desires.\I'm sorry...\I'm so sorry, Ryuko!\Take that silly thing off.\Yeah!\As of today, Fight Club is disbanded!\FIGHT CLUB response:	Mako Mankanshoku will go back to being a No-Star!
context: Against her own desires.\I'm sorry...\I'm so sorry, Ryuko!\Take that silly thing off.\Yeah!\As of today, Fight Club is disbanded!\FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star! response:	Kiryuin!
context: I'm sorry...\I'm so sorry, Ryuko!\Take that silly thing off.\Yeah!\As of today, Fight Club is disbanded!\FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star!\Kiryuin! response:	Humans aren't as weak as you say they are!
context: I'm so sorry, Ryuko!\Take that silly thing off.\Yeah!\As of today, Fight Club is disbanded!\FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star!\Kiryuin!\Humans aren't as weak as you say they are! response:	People can suppress their desires through sheer willpower!
context: Take that silly thing off.\Yeah!\As of today, Fight Club is disbanded!\FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star!\Kiryuin!\Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower! response:	Ryuko, do it!
context: Yeah!\As of today, Fight Club is disbanded!\FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star!\Kiryuin!\Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower!\Ryuko, do it! response:	With pleasure!
context: As of today, Fight Club is disbanded!\FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star!\Kiryuin!\Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower!\Ryuko, do it!\With pleasure! response:	Finishing Move: Sen-i-Soshitsu!
context: FIGHT CLUB\Mako Mankanshoku will go back to being a No-Star!\Kiryuin!\Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower!\Ryuko, do it!\With pleasure!\Finishing Move: Sen-i-Soshitsu! response:	SEN-I-SOSHITSU (FIBER LOST)
context: Mako Mankanshoku will go back to being a No-Star!\Kiryuin!\Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower!\Ryuko, do it!\With pleasure!\Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST) response:	That was nicely done.
context: Kiryuin!\Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower!\Ryuko, do it!\With pleasure!\Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\That was nicely done. response:	We're really sorry!
context: Humans aren't as weak as you say they are!\People can suppress their desires through sheer willpower!\Ryuko, do it!\With pleasure!\Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\That was nicely done.\We're really sorry! response:	I, Barazo Mankanshoku, will never live this down!
context: People can suppress their desires through sheer willpower!\Ryuko, do it!\With pleasure!\Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\That was nicely done.\We're really sorry!\I, Barazo Mankanshoku, will never live this down! response:	I'll never act so disgracefully ever again!
context: Ryuko, do it!\With pleasure!\Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\That was nicely done.\We're really sorry!\I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again! response:	I'm so ashamed, letting my desires get the better of me!
context: With pleasure!\Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\That was nicely done.\We're really sorry!\I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me! response:	We're so very, very sorry!
context: Finishing Move: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\That was nicely done.\We're really sorry!\I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry! response:	We're so sorry!
context: SEN-I-SOSHITSU (FIBER LOST)\That was nicely done.\We're really sorry!\I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry!\We're so sorry! response:	Pull a stunt like that again, and I won't be so nice next time, got it?
context: That was nicely done.\We're really sorry!\I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry!\We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it? response:	Yes, ma'am!
context: We're really sorry!\I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry!\We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am! response:	And without further ado...
context: I, Barazo Mankanshoku, will never live this down!\I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry!\We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am!\And without further ado... response:	Let's eat!
context: I'll never act so disgracefully ever again!\I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry!\We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am!\And without further ado...\Let's eat! response:	Nothing beats your Mystery Croquettes, Mom!
context: I'm so ashamed, letting my desires get the better of me!\We're so very, very sorry!\We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am!\And without further ado...\Let's eat!\Nothing beats your Mystery Croquettes, Mom! response:	You said it! They're the best in Japan!
context: We're so very, very sorry!\We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am!\And without further ado...\Let's eat!\Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan! response:	Eat all you like, boys!
context: We're so sorry!\Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am!\And without further ado...\Let's eat!\Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan!\Eat all you like, boys! response:	Yeah, these are so good!
context: Pull a stunt like that again, and I won't be so nice next time, got it?\Yes, ma'am!\And without further ado...\Let's eat!\Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan!\Eat all you like, boys!\Yeah, these are so good! response:	Your lively dinners have returned.
context: Yes, ma'am!\And without further ado...\Let's eat!\Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan!\Eat all you like, boys!\Yeah, these are so good!\Your lively dinners have returned. response:	Yeah, this is how this family should be!
context: And without further ado...\Let's eat!\Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan!\Eat all you like, boys!\Yeah, these are so good!\Your lively dinners have returned.\Yeah, this is how this family should be! response:	MANKANSHOKU BACK-ALLEY CLINIC
context: Let's eat!\Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan!\Eat all you like, boys!\Yeah, these are so good!\Your lively dinners have returned.\Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC response:	What did you just say?
context: Nothing beats your Mystery Croquettes, Mom!\You said it! They're the best in Japan!\Eat all you like, boys!\Yeah, these are so good!\Your lively dinners have returned.\Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC\What did you just say? response:	The fact that the lowly Fight Club defeated all those
context: You said it! They're the best in Japan!\Eat all you like, boys!\Yeah, these are so good!\Your lively dinners have returned.\Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC\What did you just say?\The fact that the lowly Fight Club defeated all those response:	other clubs meant that they were not worthy.
context: Eat all you like, boys!\Yeah, these are so good!\Your lively dinners have returned.\Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC\What did you just say?\The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy. response:	You're serious, then?
context: Yeah, these are so good!\Your lively dinners have returned.\Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC\What did you just say?\The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy.\You're serious, then? response:	Enough with your impertinent questioning, Jakuzure!
context: Your lively dinners have returned.\Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC\What did you just say?\The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy.\You're serious, then?\Enough with your impertinent questioning, Jakuzure! response:	Lady Satsuki has never done anything that she did not mean!
context: Yeah, this is how this family should be!\MANKANSHOKU BACK-ALLEY CLINIC\What did you just say?\The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy.\You're serious, then?\Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean! response:	He is correct.
context: MANKANSHOKU BACK-ALLEY CLINIC\What did you just say?\The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy.\You're serious, then?\Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean!\He is correct. response:	I will rebuild Honnouji Academy's order from the ground up once more.
context: What did you just say?\The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy.\You're serious, then?\Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean!\He is correct.\I will rebuild Honnouji Academy's order from the ground up once more. response:	Honnouji Academy will hold a Reprisal General Election!
context: The fact that the lowly Fight Club defeated all those\other clubs meant that they were not worthy.\You're serious, then?\Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean!\He is correct.\I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election! response:	NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION
context: other clubs meant that they were not worthy.\You're serious, then?\Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean!\He is correct.\I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION response:	Wait, surely you didn't exploit Matoi to purge this
context: You're serious, then?\Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean!\He is correct.\I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this response:	academy of its undesirables?
context: Enough with your impertinent questioning, Jakuzure!\Lady Satsuki has never done anything that she did not mean!\He is correct.\I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables? response:	NEXT EPISODE PREVIEW
context: Lady Satsuki has never done anything that she did not mean!\He is correct.\I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables?\NEXT EPISODE PREVIEW response:	Disciplinary Committee Chair Ira Gamagoori!
context: He is correct.\I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables?\NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori! response:	IRA GAMAGOORI
context: I will rebuild Honnouji Academy's order from the ground up once more.\Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables?\NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI response:	A man so loyal that he vows to enroll in driver's school and get his license
context: Honnouji Academy will hold a Reprisal General Election!\NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables?\NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license response:	SATSUKI KIRYUIN
context: NEXT TIME! HONNOUJI ACADEMY REPRISAL GENERAL ELECTION\Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables?\NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN response:	in order to drop off and pick up Satsuki Kiryuin!
context: Wait, surely you didn't exploit Matoi to purge this\academy of its undesirables?\NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN\in order to drop off and pick up Satsuki Kiryuin! response:	LOYALTY
context: academy of its undesirables?\NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN\in order to drop off and pick up Satsuki Kiryuin!\LOYALTY response:	SWEAR
context: NEXT EPISODE PREVIEW\Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN\in order to drop off and pick up Satsuki Kiryuin!\LOYALTY\SWEAR response:	Will his skill behind the wheel be up to the task?
context: Disciplinary Committee Chair Ira Gamagoori!\IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN\in order to drop off and pick up Satsuki Kiryuin!\LOYALTY\SWEAR\Will his skill behind the wheel be up to the task? response:	HIS DRIVING SKILL
context: IRA GAMAGOORI\A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN\in order to drop off and pick up Satsuki Kiryuin!\LOYALTY\SWEAR\Will his skill behind the wheel be up to the task?\HIS DRIVING SKILL response:	Next time on Kill La Kill, I'll Wipe My Own Tears!
context: A man so loyal that he vows to enroll in driver's school and get his license\SATSUKI KIRYUIN\in order to drop off and pick up Satsuki Kiryuin!\LOYALTY\SWEAR\Will his skill behind the wheel be up to the task?\HIS DRIVING SKILL\Next time on Kill La Kill, I'll Wipe My Own Tears! response:	EPISODE 8 I'LL WIPE MY OWN TEARS
