context: H! response:	O?!
context: Uwah! So cool!\Anything works for you?!\Well, how about this?\Glasses!\An intelligent and cool look that appeals to all women of any era!\Glasses, huh?\Is his eyesight bad?\He should just wear contacts. response:	These two just don't get it!
context: Anything works for you?!\Well, how about this?\Glasses!\An intelligent and cool look that appeals to all women of any era!\Glasses, huh?\Is his eyesight bad?\He should just wear contacts.\These two just don't get it! response:	Then I'll do... this!
context: Well, how about this?\Glasses!\An intelligent and cool look that appeals to all women of any era!\Glasses, huh?\Is his eyesight bad?\He should just wear contacts.\These two just don't get it!\Then I'll do... this! response:	They're underneath his ears!
context: Glasses!\An intelligent and cool look that appeals to all women of any era!\Glasses, huh?\Is his eyesight bad?\He should just wear contacts.\These two just don't get it!\Then I'll do... this!\They're underneath his ears! response:	Anyhow, this is a rip-off too!
context: An intelligent and cool look that appeals to all women of any era!\Glasses, huh?\Is his eyesight bad?\He should just wear contacts.\These two just don't get it!\Then I'll do... this!\They're underneath his ears!\Anyhow, this is a rip-off too! response:	Tsk, tsk, tsk... they're sunglasses.
context: Glasses, huh?\Is his eyesight bad?\He should just wear contacts.\These two just don't get it!\Then I'll do... this!\They're underneath his ears!\Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses. response:	Uwah! So cool.
context: Is his eyesight bad?\He should just wear contacts.\These two just don't get it!\Then I'll do... this!\They're underneath his ears!\Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool. response:	You're okay with it?!
context: He should just wear contacts.\These two just don't get it!\Then I'll do... this!\They're underneath his ears!\Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool.\You're okay with it?! response:	Then... how about this?
context: These two just don't get it!\Then I'll do... this!\They're underneath his ears!\Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool.\You're okay with it?!\Then... how about this? response:	A butler!
context: Then I'll do... this!\They're underneath his ears!\Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool.\You're okay with it?!\Then... how about this?\A butler! response:	From picking you up to serving you tea... you'll feel like a real lady.
context: They're underneath his ears!\Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool.\You're okay with it?!\Then... how about this?\A butler!\From picking you up to serving you tea... you'll feel like a real lady. response:	Feel the magic of Darjeeling!
context: Anyhow, this is a rip-off too!\Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool.\You're okay with it?!\Then... how about this?\A butler!\From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling! response:	Glasses again?
context: Tsk, tsk, tsk... they're sunglasses.\Uwah! So cool.\You're okay with it?!\Then... how about this?\A butler!\From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling!\Glasses again? response:	I'm sorry, I don't really get it.
context: Uwah! So cool.\You're okay with it?!\Then... how about this?\A butler!\From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling!\Glasses again?\I'm sorry, I don't really get it. response:	She didn't listen to my advice about contacts...
context: You're okay with it?!\Then... how about this?\A butler!\From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling!\Glasses again?\I'm sorry, I don't really get it.\She didn't listen to my advice about contacts... response:	Mio-chan, you don't get it, do you?
context: Then... how about this?\A butler!\From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling!\Glasses again?\I'm sorry, I don't really get it.\She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you? response:	You see, what's really cool is...
context: A butler!\From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling!\Glasses again?\I'm sorry, I don't really get it.\She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you?\You see, what's really cool is... response:	It's floating!
context: From picking you up to serving you tea... you'll feel like a real lady.\Feel the magic of Darjeeling!\Glasses again?\I'm sorry, I don't really get it.\She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you?\You see, what's really cool is...\It's floating! response:	No, hold on... This... It's running?!
context: Feel the magic of Darjeeling!\Glasses again?\I'm sorry, I don't really get it.\She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you?\You see, what's really cool is...\It's floating!\No, hold on... This... It's running?! response:	Uwah! It looks so fast and cool!
context: Glasses again?\I'm sorry, I don't really get it.\She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you?\You see, what's really cool is...\It's floating!\No, hold on... This... It's running?!\Uwah! It looks so fast and cool! response:	I can't believe this!
context: I'm sorry, I don't really get it.\She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you?\You see, what's really cool is...\It's floating!\No, hold on... This... It's running?!\Uwah! It looks so fast and cool!\I can't believe this! response:	What cool is...
context: She didn't listen to my advice about contacts...\Mio-chan, you don't get it, do you?\You see, what's really cool is...\It's floating!\No, hold on... This... It's running?!\Uwah! It looks so fast and cool!\I can't believe this!\What cool is... response:	What cool is...
context: Mio-chan, you don't get it, do you?\You see, what's really cool is...\It's floating!\No, hold on... This... It's running?!\Uwah! It looks so fast and cool!\I can't believe this!\What cool is...\What cool is... response:	What cool is...
context: You see, what's really cool is...\It's floating!\No, hold on... This... It's running?!\Uwah! It looks so fast and cool!\I can't believe this!\What cool is...\What cool is...\What cool is... response:	Rationally speaking...
context: It's floating!\No, hold on... This... It's running?!\Uwah! It looks so fast and cool!\I can't believe this!\What cool is...\What cool is...\What cool is...\Rationally speaking... response:	If you think about it rationally...
context: No, hold on... This... It's running?!\Uwah! It looks so fast and cool!\I can't believe this!\What cool is...\What cool is...\What cool is...\Rationally speaking...\If you think about it rationally... response:	Cool is...
context: Uwah! It looks so fast and cool!\I can't believe this!\What cool is...\What cool is...\What cool is...\Rationally speaking...\If you think about it rationally...\Cool is... response:	Oh no...
context: I can't believe this!\What cool is...\What cool is...\What cool is...\Rationally speaking...\If you think about it rationally...\Cool is...\Oh no... response:	Just kidding!
context: What cool is...\What cool is...\What cool is...\Rationally speaking...\If you think about it rationally...\Cool is...\Oh no...\Just kidding! response:	I drew this while listening to jazz music.
context: What cool is...\What cool is...\Rationally speaking...\If you think about it rationally...\Cool is...\Oh no...\Just kidding!\I drew this while listening to jazz music. response:	Morning!
context: What cool is...\Rationally speaking...\If you think about it rationally...\Cool is...\Oh no...\Just kidding!\I drew this while listening to jazz music.\Morning! response:	Ah! Sensei, good morning!
context: Rationally speaking...\If you think about it rationally...\Cool is...\Oh no...\Just kidding!\I drew this while listening to jazz music.\Morning!\Ah! Sensei, good morning! response:	Who are you calling sensei?!
context: If you think about it rationally...\Cool is...\Oh no...\Just kidding!\I drew this while listening to jazz music.\Morning!\Ah! Sensei, good morning!\Who are you calling sensei?! response:	Well then, I'll hand out this morning's mini-test,
context: Cool is...\Oh no...\Just kidding!\I drew this while listening to jazz music.\Morning!\Ah! Sensei, good morning!\Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test, response:	so please pass them around.
context: Oh no...\Just kidding!\I drew this while listening to jazz music.\Morning!\Ah! Sensei, good morning!\Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test,\so please pass them around. response:	I'm done for...
context: Just kidding!\I drew this while listening to jazz music.\Morning!\Ah! Sensei, good morning!\Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test,\so please pass them around.\I'm done for... response:	I wanted to keep secret the fact that I draw.
context: I drew this while listening to jazz music.\Morning!\Ah! Sensei, good morning!\Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test,\so please pass them around.\I'm done for...\I wanted to keep secret the fact that I draw. response:	I can't believe I drew a picture like that...
context: Morning!\Ah! Sensei, good morning!\Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test,\so please pass them around.\I'm done for...\I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that... response:	Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.
context: Ah! Sensei, good morning!\Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test,\so please pass them around.\I'm done for...\I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune. response:	It was pretty close.
context: Who are you calling sensei?!\Well then, I'll hand out this morning's mini-test,\so please pass them around.\I'm done for...\I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close. response:	Yukko's going to tease me for two or three days though...
context: Well then, I'll hand out this morning's mini-test,\so please pass them around.\I'm done for...\I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close.\Yukko's going to tease me for two or three days though... response:	No, no!
context: so please pass them around.\I'm done for...\I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close.\Yukko's going to tease me for two or three days though...\No, no! response:	I have to keep my chin up and move forward.
context: I'm done for...\I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close.\Yukko's going to tease me for two or three days though...\No, no!\I have to keep my chin up and move forward. response:	Mio-sensei, hurry up.
context: I wanted to keep secret the fact that I draw.\I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close.\Yukko's going to tease me for two or three days though...\No, no!\I have to keep my chin up and move forward.\Mio-sensei, hurry up. response:	Um... begin!
context: I can't believe I drew a picture like that...\Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close.\Yukko's going to tease me for two or three days though...\No, no!\I have to keep my chin up and move forward.\Mio-sensei, hurry up.\Um... begin! response:	Mio-sensei!
context: Anyway, even though I lost control, only going to that level was a blessing amongst all the misfortune.\It was pretty close.\Yukko's going to tease me for two or three days though...\No, no!\I have to keep my chin up and move forward.\Mio-sensei, hurry up.\Um... begin!\Mio-sensei! response:	Pleased to meet you.
context: It was pretty close.\Yukko's going to tease me for two or three days though...\No, no!\I have to keep my chin up and move forward.\Mio-sensei, hurry up.\Um... begin!\Mio-sensei!\Pleased to meet you. response:	I'm onomatopoeia!
context: Yukko's going to tease me for two or three days though...\No, no!\I have to keep my chin up and move forward.\Mio-sensei, hurry up.\Um... begin!\Mio-sensei!\Pleased to meet you.\I'm onomatopoeia! response:	You can't help but say Cock-a-doodle-do in Japanese even though it's not Japanese.
context: No, no!\I have to keep my chin up and move forward.\Mio-sensei, hurry up.\Um... begin!\Mio-sensei!\Pleased to meet you.\I'm onomatopoeia!\You can't help but say Cock-a-doodle-do in Japanese even though it's not Japanese. response:	The next Nichijou is the sixth. Look forward to it.
