context: When I got into junior high, there was an amazing player. response:	I thought that junior high was an amazing place,
context: I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter.\Another one from above the block...\Kindaichi, nice!\There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best.\Aoba Johsai Karasuno response:	Front! Front!
context: That's why I won't lose as a setter.\Another one from above the block...\Kindaichi, nice!\There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best.\Aoba Johsai Karasuno\Front! Front! response:	A seven-point lead...
context: Another one from above the block...\Kindaichi, nice!\There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best.\Aoba Johsai Karasuno\Front! Front!\A seven-point lead... response:	Nice receive!
context: Kindaichi, nice!\There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best.\Aoba Johsai Karasuno\Front! Front!\A seven-point lead...\Nice receive! response:	We have to lessen it somehow.
context: There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best.\Aoba Johsai Karasuno\Front! Front!\A seven-point lead...\Nice receive!\We have to lessen it somehow. response:	Bring it!
context: Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best.\Aoba Johsai Karasuno\Front! Front!\A seven-point lead...\Nice receive!\We have to lessen it somehow.\Bring it! response:	That seemed to be sharper than usual!
context: That's where Kindaichi always scored the best.\Aoba Johsai Karasuno\Front! Front!\A seven-point lead...\Nice receive!\We have to lessen it somehow.\Bring it!\That seemed to be sharper than usual! response:	Damn it. Two blockers. They keep following.
context: Aoba Johsai Karasuno\Front! Front!\A seven-point lead...\Nice receive!\We have to lessen it somehow.\Bring it!\That seemed to be sharper than usual!\Damn it. Two blockers. They keep following. response:	Sorry, I was a little late.
context: Front! Front!\A seven-point lead...\Nice receive!\We have to lessen it somehow.\Bring it!\That seemed to be sharper than usual!\Damn it. Two blockers. They keep following.\Sorry, I was a little late. response:	So close! Don't mind! You'll get the next one.
context: A seven-point lead...\Nice receive!\We have to lessen it somehow.\Bring it!\That seemed to be sharper than usual!\Damn it. Two blockers. They keep following.\Sorry, I was a little late.\So close! Don't mind! You'll get the next one. response:	If they stop us here, they're going to take the momentum again.
context: Nice receive!\We have to lessen it somehow.\Bring it!\That seemed to be sharper than usual!\Damn it. Two blockers. They keep following.\Sorry, I was a little late.\So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again. response:	Right! I'll do my best!
context: We have to lessen it somehow.\Bring it!\That seemed to be sharper than usual!\Damn it. Two blockers. They keep following.\Sorry, I was a little late.\So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again.\Right! I'll do my best! response:	I'll somehow have to make it just one...
context: Bring it!\That seemed to be sharper than usual!\Damn it. Two blockers. They keep following.\Sorry, I was a little late.\So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again.\Right! I'll do my best!\I'll somehow have to make it just one... response:	When I was a second-year in high school,
context: That seemed to be sharper than usual!\Damn it. Two blockers. They keep following.\Sorry, I was a little late.\So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again.\Right! I'll do my best!\I'll somehow have to make it just one...\When I was a second-year in high school, response:	The King of the Court.
context: Damn it. Two blockers. They keep following.\Sorry, I was a little late.\So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again.\Right! I'll do my best!\I'll somehow have to make it just one...\When I was a second-year in high school,\The King of the Court. response:	I thought it was high praise,
context: Sorry, I was a little late.\So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again.\Right! I'll do my best!\I'll somehow have to make it just one...\When I was a second-year in high school,\The King of the Court.\I thought it was high praise, response:	but after I saw a match, I realized it meant something else.
context: So close! Don't mind! You'll get the next one.\If they stop us here, they're going to take the momentum again.\Right! I'll do my best!\I'll somehow have to make it just one...\When I was a second-year in high school,\The King of the Court.\I thought it was high praise,\but after I saw a match, I realized it meant something else. response:	He has the power.
context: If they stop us here, they're going to take the momentum again.\Right! I'll do my best!\I'll somehow have to make it just one...\When I was a second-year in high school,\The King of the Court.\I thought it was high praise,\but after I saw a match, I realized it meant something else.\He has the power. response:	He has the talent.
context: Right! I'll do my best!\I'll somehow have to make it just one...\When I was a second-year in high school,\The King of the Court.\I thought it was high praise,\but after I saw a match, I realized it meant something else.\He has the power.\He has the talent. response:	He's hungry for victory, way more than anyone else.
context: I'll somehow have to make it just one...\When I was a second-year in high school,\The King of the Court.\I thought it was high praise,\but after I saw a match, I realized it meant something else.\He has the power.\He has the talent.\He's hungry for victory, way more than anyone else. response:	That's what made Tobio strong,
context: When I was a second-year in high school,\The King of the Court.\I thought it was high praise,\but after I saw a match, I realized it meant something else.\He has the power.\He has the talent.\He's hungry for victory, way more than anyone else.\That's what made Tobio strong, response:	but also...
context: The King of the Court.\I thought it was high praise,\but after I saw a match, I realized it meant something else.\He has the power.\He has the talent.\He's hungry for victory, way more than anyone else.\That's what made Tobio strong,\but also... response:	You try to do everything yourself far too much, Tobio.
context: I thought it was high praise,\but after I saw a match, I realized it meant something else.\He has the power.\He has the talent.\He's hungry for victory, way more than anyone else.\That's what made Tobio strong,\but also...\You try to do everything yourself far too much, Tobio. response:	And that's not an easy habit to break.
context: but after I saw a match, I realized it meant something else.\He has the power.\He has the talent.\He's hungry for victory, way more than anyone else.\That's what made Tobio strong,\but also...\You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break. response:	Especially after just two months.
context: He has the power.\He has the talent.\He's hungry for victory, way more than anyone else.\That's what made Tobio strong,\but also...\You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break.\Especially after just two months. response:	Hanamaki, nice kill!
context: He has the talent.\He's hungry for victory, way more than anyone else.\That's what made Tobio strong,\but also...\You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break.\Especially after just two months.\Hanamaki, nice kill! response:	Nice!
context: He's hungry for victory, way more than anyone else.\That's what made Tobio strong,\but also...\You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break.\Especially after just two months.\Hanamaki, nice kill!\Nice! response:	Hinata!
context: That's what made Tobio strong,\but also...\You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break.\Especially after just two months.\Hanamaki, nice kill!\Nice!\Hinata! response:	Use the signal we talked about. We're changing plans!
context: but also...\You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break.\Especially after just two months.\Hanamaki, nice kill!\Nice!\Hinata!\Use the signal we talked about. We're changing plans! response:	Could it be the new one?
context: You try to do everything yourself far too much, Tobio.\And that's not an easy habit to break.\Especially after just two months.\Hanamaki, nice kill!\Nice!\Hinata!\Use the signal we talked about. We're changing plans!\Could it be the new one? response:	Cover!
context: And that's not an easy habit to break.\Especially after just two months.\Hanamaki, nice kill!\Nice!\Hinata!\Use the signal we talked about. We're changing plans!\Could it be the new one?\Cover! response:	Matsukawa, nice block!
context: Especially after just two months.\Hanamaki, nice kill!\Nice!\Hinata!\Use the signal we talked about. We're changing plans!\Could it be the new one?\Cover!\Matsukawa, nice block! response:	All right!
context: Hanamaki, nice kill!\Nice!\Hinata!\Use the signal we talked about. We're changing plans!\Could it be the new one?\Cover!\Matsukawa, nice block!\All right! response:	One more! One more!
context: Nice!\Hinata!\Use the signal we talked about. We're changing plans!\Could it be the new one?\Cover!\Matsukawa, nice block!\All right!\One more! One more! response:	Hey. Are Karasuno's attacks getting faster?
context: Hinata!\Use the signal we talked about. We're changing plans!\Could it be the new one?\Cover!\Matsukawa, nice block!\All right!\One more! One more!\Hey. Are Karasuno's attacks getting faster? response:	I don't feel good about this acceleration,
context: Use the signal we talked about. We're changing plans!\Could it be the new one?\Cover!\Matsukawa, nice block!\All right!\One more! One more!\Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration, response:	and we've already used up our timeouts.
context: Could it be the new one?\Cover!\Matsukawa, nice block!\All right!\One more! One more!\Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration,\and we've already used up our timeouts. response:	Take your time! Don't panic!
context: Cover!\Matsukawa, nice block!\All right!\One more! One more!\Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration,\and we've already used up our timeouts.\Take your time! Don't panic! response:	The curse of speed...
context: Matsukawa, nice block!\All right!\One more! One more!\Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration,\and we've already used up our timeouts.\Take your time! Don't panic!\The curse of speed... response:	When you feel like you want to escape from a block,
context: All right!\One more! One more!\Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration,\and we've already used up our timeouts.\Take your time! Don't panic!\The curse of speed...\When you feel like you want to escape from a block, response:	you end up doing faster tosses rather than ones that are easy to hit.
context: One more! One more!\Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration,\and we've already used up our timeouts.\Take your time! Don't panic!\The curse of speed...\When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit. response:	Unconsciously, and just a little at a time...
context: Hey. Are Karasuno's attacks getting faster?\I don't feel good about this acceleration,\and we've already used up our timeouts.\Take your time! Don't panic!\The curse of speed...\When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time... response:	But that...
context: I don't feel good about this acceleration,\and we've already used up our timeouts.\Take your time! Don't panic!\The curse of speed...\When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time...\But that... response:	Tobio, you're a genius.
context: and we've already used up our timeouts.\Take your time! Don't panic!\The curse of speed...\When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time...\But that...\Tobio, you're a genius. response:	You're the only person who could use that attack with that shrimp.
context: Take your time! Don't panic!\The curse of speed...\When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time...\But that...\Tobio, you're a genius.\You're the only person who could use that attack with that shrimp. response:	But what about everything else?
context: The curse of speed...\When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time...\But that...\Tobio, you're a genius.\You're the only person who could use that attack with that shrimp.\But what about everything else? response:	If you were able to raise the ball a bit slower, I think your 3
context: When you feel like you want to escape from a block,\you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time...\But that...\Tobio, you're a genius.\You're the only person who could use that attack with that shrimp.\But what about everything else?\If you were able to raise the ball a bit slower, I think your 3 response:	could have enough power to spike through the blocks.
context: you end up doing faster tosses rather than ones that are easy to hit.\Unconsciously, and just a little at a time...\But that...\Tobio, you're a genius.\You're the only person who could use that attack with that shrimp.\But what about everything else?\If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks. response:	Does glasses there trust your tosses enough that he could seriously hit them?
context: Unconsciously, and just a little at a time...\But that...\Tobio, you're a genius.\You're the only person who could use that attack with that shrimp.\But what about everything else?\If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them? response:	Spikers are all different.
context: But that...\Tobio, you're a genius.\You're the only person who could use that attack with that shrimp.\But what about everything else?\If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different. response:	Once you're able to bring out 100 of the strengths
context: Tobio, you're a genius.\You're the only person who could use that attack with that shrimp.\But what about everything else?\If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different.\Once you're able to bring out 100 of the strengths response:	of each and every one of them, that's when...
context: You're the only person who could use that attack with that shrimp.\But what about everything else?\If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different.\Once you're able to bring out 100 of the strengths\of each and every one of them, that's when... response:	you'll be a true setter!
context: But what about everything else?\If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different.\Once you're able to bring out 100 of the strengths\of each and every one of them, that's when...\you'll be a true setter! response:	Aoba Johsai Karasuno
context: If you were able to raise the ball a bit slower, I think your 3\could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different.\Once you're able to bring out 100 of the strengths\of each and every one of them, that's when...\you'll be a true setter!\Aoba Johsai Karasuno response:	It's no use. The gap's not getting any smaller.
context: could have enough power to spike through the blocks.\Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different.\Once you're able to bring out 100 of the strengths\of each and every one of them, that's when...\you'll be a true setter!\Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller. response:	Something... I have to do so something.
context: Does glasses there trust your tosses enough that he could seriously hit them?\Spikers are all different.\Once you're able to bring out 100 of the strengths\of each and every one of them, that's when...\you'll be a true setter!\Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller.\Something... I have to do so something. response:	It's going over the net!
context: Spikers are all different.\Once you're able to bring out 100 of the strengths\of each and every one of them, that's when...\you'll be a true setter!\Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller.\Something... I have to do so something.\It's going over the net! response:	Push it, Kageyama!
context: Once you're able to bring out 100 of the strengths\of each and every one of them, that's when...\you'll be a true setter!\Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller.\Something... I have to do so something.\It's going over the net!\Push it, Kageyama! response:	It's like...
context: of each and every one of them, that's when...\you'll be a true setter!\Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller.\Something... I have to do so something.\It's going over the net!\Push it, Kageyama!\It's like... response:	Nice receive!
context: you'll be a true setter!\Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller.\Something... I have to do so something.\It's going over the net!\Push it, Kageyama!\It's like...\Nice receive! response:	I'm not going to lose! I'm not going to lose!
context: Aoba Johsai Karasuno\It's no use. The gap's not getting any smaller.\Something... I have to do so something.\It's going over the net!\Push it, Kageyama!\It's like...\Nice receive!\I'm not going to lose! I'm not going to lose! response:	I'm going to win and remain on the court!
context: It's no use. The gap's not getting any smaller.\Something... I have to do so something.\It's going over the net!\Push it, Kageyama!\It's like...\Nice receive!\I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court! response:	It's coming back!
context: Something... I have to do so something.\It's going over the net!\Push it, Kageyama!\It's like...\Nice receive!\I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court!\It's coming back! response:	Asahi-san, nice follow through!
context: It's going over the net!\Push it, Kageyama!\It's like...\Nice receive!\I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court!\It's coming back!\Asahi-san, nice follow through! response:	Chance ball!
context: Push it, Kageyama!\It's like...\Nice receive!\I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court!\It's coming back!\Asahi-san, nice follow through!\Chance ball! response:	Oikawa has sense, and doesn't lack effort,
context: It's like...\Nice receive!\I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court!\It's coming back!\Asahi-san, nice follow through!\Chance ball!\Oikawa has sense, and doesn't lack effort, response:	but when you compare him to the mass of talent
context: Nice receive!\I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court!\It's coming back!\Asahi-san, nice follow through!\Chance ball!\Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent response:	named Kageyama that's two years younger than him,
context: I'm not going to lose! I'm not going to lose!\I'm going to win and remain on the court!\It's coming back!\Asahi-san, nice follow through!\Chance ball!\Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent\named Kageyama that's two years younger than him, response:	Oikawa is an efficient player, but not a genius.
context: I'm going to win and remain on the court!\It's coming back!\Asahi-san, nice follow through!\Chance ball!\Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent\named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius. response:	I can say with confidence that, at this moment in time,
context: It's coming back!\Asahi-san, nice follow through!\Chance ball!\Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent\named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time, response:	the one who is a better setter...
context: Asahi-san, nice follow through!\Chance ball!\Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent\named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time,\the one who is a better setter... response:	is Oikawa.
context: Chance ball!\Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent\named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time,\the one who is a better setter...\is Oikawa. response:	Aoba Johsai Karasuno
context: Oikawa has sense, and doesn't lack effort,\but when you compare him to the mass of talent\named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time,\the one who is a better setter...\is Oikawa.\Aoba Johsai Karasuno response:	Next Episode Preview
context: but when you compare him to the mass of talent\named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time,\the one who is a better setter...\is Oikawa.\Aoba Johsai Karasuno\Next Episode Preview response:	A player change now?
context: named Kageyama that's two years younger than him,\Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time,\the one who is a better setter...\is Oikawa.\Aoba Johsai Karasuno\Next Episode Preview\A player change now? response:	Yeah... that's always really rough...
context: Oikawa is an efficient player, but not a genius.\I can say with confidence that, at this moment in time,\the one who is a better setter...\is Oikawa.\Aoba Johsai Karasuno\Next Episode Preview\A player change now?\Yeah... that's always really rough... response:	You can't even raise your head when you leave the court.
context: I can say with confidence that, at this moment in time,\the one who is a better setter...\is Oikawa.\Aoba Johsai Karasuno\Next Episode Preview\A player change now?\Yeah... that's always really rough...\You can't even raise your head when you leave the court. response:	But Shimada, you were always a reserve, weren't you?
context: the one who is a better setter...\is Oikawa.\Aoba Johsai Karasuno\Next Episode Preview\A player change now?\Yeah... that's always really rough...\You can't even raise your head when you leave the court.\But Shimada, you were always a reserve, weren't you? response:	Uh...
context: is Oikawa.\Aoba Johsai Karasuno\Next Episode Preview\A player change now?\Yeah... that's always really rough...\You can't even raise your head when you leave the court.\But Shimada, you were always a reserve, weren't you?\Uh... response:	Episode 21: Senpai's True Abilities
context: Aoba Johsai Karasuno\Next Episode Preview\A player change now?\Yeah... that's always really rough...\You can't even raise your head when you leave the court.\But Shimada, you were always a reserve, weren't you?\Uh...\Episode 21: Senpai's True Abilities response:	Next time on Haikyu!! : Senpai's True Abilities.
