context: Give me a status report! response:	Ships from Le Garite and De Metrio are exchanging fire.
context: Big...Brother...\Big Brother!\Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen?\The same thing that happened 20,000 years ago.\If this continues, Earth...\No, the entire universe will be...\This is terrible. response:	Beyond terrible.
context: Big Brother!\Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen?\The same thing that happened 20,000 years ago.\If this continues, Earth...\No, the entire universe will be...\This is terrible.\Beyond terrible. response:	If you plan on doing anything more...
context: Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen?\The same thing that happened 20,000 years ago.\If this continues, Earth...\No, the entire universe will be...\This is terrible.\Beyond terrible.\If you plan on doing anything more... response:	We will not forgive you!
context: What's starting to happen?\The same thing that happened 20,000 years ago.\If this continues, Earth...\No, the entire universe will be...\This is terrible.\Beyond terrible.\If you plan on doing anything more...\We will not forgive you! response:	Look out!
context: The same thing that happened 20,000 years ago.\If this continues, Earth...\No, the entire universe will be...\This is terrible.\Beyond terrible.\If you plan on doing anything more...\We will not forgive you!\Look out! response:	Let's go, Lan! Muginami!
context: If this continues, Earth...\No, the entire universe will be...\This is terrible.\Beyond terrible.\If you plan on doing anything more...\We will not forgive you!\Look out!\Let's go, Lan! Muginami! response:	The demon has risen!
context: No, the entire universe will be...\This is terrible.\Beyond terrible.\If you plan on doing anything more...\We will not forgive you!\Look out!\Let's go, Lan! Muginami!\The demon has risen! response:	Huh?
context: This is terrible.\Beyond terrible.\If you plan on doing anything more...\We will not forgive you!\Look out!\Let's go, Lan! Muginami!\The demon has risen!\Huh? response:	What?!
context: Beyond terrible.\If you plan on doing anything more...\We will not forgive you!\Look out!\Let's go, Lan! Muginami!\The demon has risen!\Huh?\What?! response:	Madoka! Lan?!
context: If you plan on doing anything more...\We will not forgive you!\Look out!\Let's go, Lan! Muginami!\The demon has risen!\Huh?\What?!\Madoka! Lan?! response:	On the water's surface I see a light reflected that stirs my heart
context: We will not forgive you!\Look out!\Let's go, Lan! Muginami!\The demon has risen!\Huh?\What?!\Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart response:	When we realized our bond,
context: Look out!\Let's go, Lan! Muginami!\The demon has risen!\Huh?\What?!\Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart\When we realized our bond, response:	we were already deeply connected under the blue sky
context: Let's go, Lan! Muginami!\The demon has risen!\Huh?\What?!\Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart\When we realized our bond,\we were already deeply connected under the blue sky response:	We had so much fun, as in a daze, that time seemed forgotten
context: The demon has risen!\Huh?\What?!\Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart\When we realized our bond,\we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten response:	I prayed that there would be no end to the way we lived
context: Huh?\What?!\Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart\When we realized our bond,\we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived response:	I won't forget our days together, although time goes by,
context: What?!\Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart\When we realized our bond,\we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by, response:	and you are far from me now,
context: Madoka! Lan?!\On the water's surface I see a light reflected that stirs my heart\When we realized our bond,\we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by,\and you are far from me now, response:	because you left behind a wonderful world
context: On the water's surface I see a light reflected that stirs my heart\When we realized our bond,\we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by,\and you are far from me now,\because you left behind a wonderful world response:	for me to wait in
context: When we realized our bond,\we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by,\and you are far from me now,\because you left behind a wonderful world\for me to wait in response:	Okay, I have to admit.
context: we were already deeply connected under the blue sky\We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by,\and you are far from me now,\because you left behind a wonderful world\for me to wait in\Okay, I have to admit. response:	We're in big trouble!
context: We had so much fun, as in a daze, that time seemed forgotten\I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by,\and you are far from me now,\because you left behind a wonderful world\for me to wait in\Okay, I have to admit.\We're in big trouble! response:	Where are we?
context: I prayed that there would be no end to the way we lived\I won't forget our days together, although time goes by,\and you are far from me now,\because you left behind a wonderful world\for me to wait in\Okay, I have to admit.\We're in big trouble!\Where are we? response:	Could it be the nether world?
context: I won't forget our days together, although time goes by,\and you are far from me now,\because you left behind a wonderful world\for me to wait in\Okay, I have to admit.\We're in big trouble!\Where are we?\Could it be the nether world? response:	Did we die?
context: and you are far from me now,\because you left behind a wonderful world\for me to wait in\Okay, I have to admit.\We're in big trouble!\Where are we?\Could it be the nether world?\Did we die? response:	Madoka, could it be that we're inside the Rinne?
context: because you left behind a wonderful world\for me to wait in\Okay, I have to admit.\We're in big trouble!\Where are we?\Could it be the nether world?\Did we die?\Madoka, could it be that we're inside the Rinne? response:	Yes, and the problem is...
context: for me to wait in\Okay, I have to admit.\We're in big trouble!\Where are we?\Could it be the nether world?\Did we die?\Madoka, could it be that we're inside the Rinne?\Yes, and the problem is... response:	There's no bathroom here.
context: Okay, I have to admit.\We're in big trouble!\Where are we?\Could it be the nether world?\Did we die?\Madoka, could it be that we're inside the Rinne?\Yes, and the problem is...\There's no bathroom here. response:	That's your problem?
context: We're in big trouble!\Where are we?\Could it be the nether world?\Did we die?\Madoka, could it be that we're inside the Rinne?\Yes, and the problem is...\There's no bathroom here.\That's your problem? response:	Betrayal over the skies of Kamogawa
context: Where are we?\Could it be the nether world?\Did we die?\Madoka, could it be that we're inside the Rinne?\Yes, and the problem is...\There's no bathroom here.\That's your problem?\Betrayal over the skies of Kamogawa response:	Betrayal over the skies of Kamogawa
context: Could it be the nether world?\Did we die?\Madoka, could it be that we're inside the Rinne?\Yes, and the problem is...\There's no bathroom here.\That's your problem?\Betrayal over the skies of Kamogawa\Betrayal over the skies of Kamogawa response:	Beyond the seas of Kamogawa
context: Did we die?\Madoka, could it be that we're inside the Rinne?\Yes, and the problem is...\There's no bathroom here.\That's your problem?\Betrayal over the skies of Kamogawa\Betrayal over the skies of Kamogawa\Beyond the seas of Kamogawa response:	Beyond the seas of Kamogawa
