context: Unforgivable! Unforgivable! Unforgivable! response:	What's unforgivable?
context: Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty!\I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that.\The energy level has peaked. response:	Come out, monster, Widow!
context: All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty!\I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that.\The energy level has peaked.\Come out, monster, Widow! response:	Ms. Akiyama! So, you finally showed up, you monster!
context: And all the women should surrender to my beauty!\I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that.\The energy level has peaked.\Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster! response:	It's just as creepy as the other ones!
context: I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that.\The energy level has peaked.\Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones! response:	Who are you?!
context: Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that.\The energy level has peaked.\Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones!\Who are you?! response:	Wait!
context: Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that.\The energy level has peaked.\Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones!\Who are you?!\Wait! response:	The Happy Couple
context: This isn't the time for that.\The energy level has peaked.\Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones!\Who are you?!\Wait!\The Happy Couple response:	The Happy Couple Hey!
context: The energy level has peaked.\Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones!\Who are you?!\Wait!\The Happy Couple\The Happy Couple Hey! response:	The wedding dress is the eternal dream of innocent girls!
context: Come out, monster, Widow!\Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones!\Who are you?!\Wait!\The Happy Couple\The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls! response:	No one will get away with tainting that pure white dress!
context: Ms. Akiyama! So, you finally showed up, you monster!\It's just as creepy as the other ones!\Who are you?!\Wait!\The Happy Couple\The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress! response:	That's not fair! You two get all the cool parts!
context: It's just as creepy as the other ones!\Who are you?!\Wait!\The Happy Couple\The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts! response:	Okay, then!
context: Who are you?!\Wait!\The Happy Couple\The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts!\Okay, then! response:	Since I lost the chance to win a free grand wedding reception...
context: Wait!\The Happy Couple\The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts!\Okay, then!\Since I lost the chance to win a free grand wedding reception... response:	Moon Prism Power Makeup!
context: The Happy Couple\The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts!\Okay, then!\Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup! response:	Mercury Power Makeup!
context: The Happy Couple Hey!\The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts!\Okay, then!\Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup!\Mercury Power Makeup! response:	Mars Power Makeup!
context: The wedding dress is the eternal dream of innocent girls!\No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts!\Okay, then!\Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup! response:	I'm the sailor warrior of love and justice, Sailor Moon!
context: No one will get away with tainting that pure white dress!\That's not fair! You two get all the cool parts!\Okay, then!\Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon! response:	Likewise, I'm Sailor Mercury!
context: That's not fair! You two get all the cool parts!\Okay, then!\Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury! response:	Likewise, I'm Sailor Mars!
context: Okay, then!\Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars! response:	In the name of the moon,
context: Since I lost the chance to win a free grand wedding reception...\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars!\In the name of the moon, response:	we will punish you!
context: Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars!\In the name of the moon,\we will punish you! response:	Impertinent girls!
context: Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars!\In the name of the moon,\we will punish you!\Impertinent girls! response:	No!
context: Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars!\In the name of the moon,\we will punish you!\Impertinent girls!\No! response:	Idiot!
context: I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars!\In the name of the moon,\we will punish you!\Impertinent girls!\No!\Idiot! response:	I will weave a beautiful shroud for you!
context: Likewise, I'm Sailor Mercury!\Likewise, I'm Sailor Mars!\In the name of the moon,\we will punish you!\Impertinent girls!\No!\Idiot!\I will weave a beautiful shroud for you! response:	But, of course, I have to weave you in it!
context: Likewise, I'm Sailor Mars!\In the name of the moon,\we will punish you!\Impertinent girls!\No!\Idiot!\I will weave a beautiful shroud for you!\But, of course, I have to weave you in it! response:	No, no, no!
context: In the name of the moon,\we will punish you!\Impertinent girls!\No!\Idiot!\I will weave a beautiful shroud for you!\But, of course, I have to weave you in it!\No, no, no! response:	Bubble
context: we will punish you!\Impertinent girls!\No!\Idiot!\I will weave a beautiful shroud for you!\But, of course, I have to weave you in it!\No, no, no!\Bubble response:	Spray!
context: Impertinent girls!\No!\Idiot!\I will weave a beautiful shroud for you!\But, of course, I have to weave you in it!\No, no, no!\Bubble\Spray! response:	What is this?!
context: No!\Idiot!\I will weave a beautiful shroud for you!\But, of course, I have to weave you in it!\No, no, no!\Bubble\Spray!\What is this?! response:	Fire
context: Idiot!\I will weave a beautiful shroud for you!\But, of course, I have to weave you in it!\No, no, no!\Bubble\Spray!\What is this?!\Fire response:	Soul!
context: I will weave a beautiful shroud for you!\But, of course, I have to weave you in it!\No, no, no!\Bubble\Spray!\What is this?!\Fire\Soul! response:	Are you all right?
context: But, of course, I have to weave you in it!\No, no, no!\Bubble\Spray!\What is this?!\Fire\Soul!\Are you all right? response:	You're being such a baby!
context: No, no, no!\Bubble\Spray!\What is this?!\Fire\Soul!\Are you all right?\You're being such a baby! response:	But I hate spiders!
context: Bubble\Spray!\What is this?!\Fire\Soul!\Are you all right?\You're being such a baby!\But I hate spiders! response:	You! Where are you?!
context: Spray!\What is this?!\Fire\Soul!\Are you all right?\You're being such a baby!\But I hate spiders!\You! Where are you?! response:	Moon Tiara Action!
context: What is this?!\Fire\Soul!\Are you all right?\You're being such a baby!\But I hate spiders!\You! Where are you?!\Moon Tiara Action! response:	Oh...
context: Fire\Soul!\Are you all right?\You're being such a baby!\But I hate spiders!\You! Where are you?!\Moon Tiara Action!\Oh... response:	Where am I? What was I doing?
context: Soul!\Are you all right?\You're being such a baby!\But I hate spiders!\You! Where are you?!\Moon Tiara Action!\Oh...\Where am I? What was I doing? response:	Congratulations! You did it! Please be happy!
context: Are you all right?\You're being such a baby!\But I hate spiders!\You! Where are you?!\Moon Tiara Action!\Oh...\Where am I? What was I doing?\Congratulations! You did it! Please be happy! response:	She is so beautiful!
context: You're being such a baby!\But I hate spiders!\You! Where are you?!\Moon Tiara Action!\Oh...\Where am I? What was I doing?\Congratulations! You did it! Please be happy!\She is so beautiful! response:	I can't believe he was still waiting for her
context: But I hate spiders!\You! Where are you?!\Moon Tiara Action!\Oh...\Where am I? What was I doing?\Congratulations! You did it! Please be happy!\She is so beautiful!\I can't believe he was still waiting for her response:	after all the things she said to him.
context: You! Where are you?!\Moon Tiara Action!\Oh...\Where am I? What was I doing?\Congratulations! You did it! Please be happy!\She is so beautiful!\I can't believe he was still waiting for her\after all the things she said to him. response:	Well, I guess you can't judge a man by his looks.
context: Moon Tiara Action!\Oh...\Where am I? What was I doing?\Congratulations! You did it! Please be happy!\She is so beautiful!\I can't believe he was still waiting for her\after all the things she said to him.\Well, I guess you can't judge a man by his looks. response:	But I still prefer a good looking guy!
context: Oh...\Where am I? What was I doing?\Congratulations! You did it! Please be happy!\She is so beautiful!\I can't believe he was still waiting for her\after all the things she said to him.\Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy! response:	Hey, Usagi!
context: Where am I? What was I doing?\Congratulations! You did it! Please be happy!\She is so beautiful!\I can't believe he was still waiting for her\after all the things she said to him.\Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy!\Hey, Usagi! response:	Did you know that the person who catches
context: Congratulations! You did it! Please be happy!\She is so beautiful!\I can't believe he was still waiting for her\after all the things she said to him.\Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy!\Hey, Usagi!\Did you know that the person who catches response:	the bride's bouquet will get to marry next?
context: She is so beautiful!\I can't believe he was still waiting for her\after all the things she said to him.\Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy!\Hey, Usagi!\Did you know that the person who catches\the bride's bouquet will get to marry next? response:	What?!
context: I can't believe he was still waiting for her\after all the things she said to him.\Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy!\Hey, Usagi!\Did you know that the person who catches\the bride's bouquet will get to marry next?\What?! response:	Really?!
context: after all the things she said to him.\Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy!\Hey, Usagi!\Did you know that the person who catches\the bride's bouquet will get to marry next?\What?!\Really?! response:	It's mine!
context: Well, I guess you can't judge a man by his looks.\But I still prefer a good looking guy!\Hey, Usagi!\Did you know that the person who catches\the bride's bouquet will get to marry next?\What?!\Really?!\It's mine! response:	No, it's mine!
context: But I still prefer a good looking guy!\Hey, Usagi!\Did you know that the person who catches\the bride's bouquet will get to marry next?\What?!\Really?!\It's mine!\No, it's mine! response:	No, I'll be the first!
context: Hey, Usagi!\Did you know that the person who catches\the bride's bouquet will get to marry next?\What?!\Really?!\It's mine!\No, it's mine!\No, I'll be the first! response:	Yume no naka futari de ita yo ne
context: Did you know that the person who catches\the bride's bouquet will get to marry next?\What?!\Really?!\It's mine!\No, it's mine!\No, I'll be the first!\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: the bride's bouquet will get to marry next?\What?!\Really?!\It's mine!\No, it's mine!\No, I'll be the first!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: What?!\Really?!\It's mine!\No, it's mine!\No, I'll be the first!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: Really?!\It's mine!\No, it's mine!\No, I'll be the first!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: It's mine!\No, it's mine!\No, I'll be the first!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: No, it's mine!\No, I'll be the first!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: No, I'll be the first!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
