context: Maccachin, behave while I'm gone, okay? response:	Don't you dare steal any steamed buns.
context: Seriously?\That's gotta suck.\Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music.\That's all.\A triple axel. response:	I want to fill the whole world with things I like!
context: That's gotta suck.\Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music.\That's all.\A triple axel.\I want to fill the whole world with things I like! response:	Man, Leo-kun's so cool.
context: Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music.\That's all.\A triple axel.\I want to fill the whole world with things I like!\Man, Leo-kun's so cool. response:	He's switched things up even more since Skate America.
context: Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music.\That's all.\A triple axel.\I want to fill the whole world with things I like!\Man, Leo-kun's so cool.\He's switched things up even more since Skate America. response:	After winning Skate America,
context: The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music.\That's all.\A triple axel.\I want to fill the whole world with things I like!\Man, Leo-kun's so cool.\He's switched things up even more since Skate America.\After winning Skate America, response:	he is closest among those competing in the Cup of China
context: It's a song I like, so I just want to skate the way I see the music.\That's all.\A triple axel.\I want to fill the whole world with things I like!\Man, Leo-kun's so cool.\He's switched things up even more since Skate America.\After winning Skate America,\he is closest among those competing in the Cup of China response:	to qualifying for the Grand Prix Final.
context: That's all.\A triple axel.\I want to fill the whole world with things I like!\Man, Leo-kun's so cool.\He's switched things up even more since Skate America.\After winning Skate America,\he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final. response:	There are no quads in his program,
context: A triple axel.\I want to fill the whole world with things I like!\Man, Leo-kun's so cool.\He's switched things up even more since Skate America.\After winning Skate America,\he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final.\There are no quads in his program, response:	but he's earned high marks for the five program components, such as interpretation.
context: I want to fill the whole world with things I like!\Man, Leo-kun's so cool.\He's switched things up even more since Skate America.\After winning Skate America,\he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final.\There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation. response:	A triple flip, triple toe loop combination.
context: Man, Leo-kun's so cool.\He's switched things up even more since Skate America.\After winning Skate America,\he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final.\There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination. response:	He's nailing all the elements to go for a high score!
context: He's switched things up even more since Skate America.\After winning Skate America,\he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final.\There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score! response:	All I know for sure is that I have no idea how I would've found courage in myself
context: After winning Skate America,\he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final.\There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself response:	if I hadn't come across music.
context: he is closest among those competing in the Cup of China\to qualifying for the Grand Prix Final.\There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music. response:	A triple Lutz.
context: to qualifying for the Grand Prix Final.\There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music.\A triple Lutz. response:	He nailed the last jump with a flourish!
context: There are no quads in his program,\but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music.\A triple Lutz.\He nailed the last jump with a flourish! response:	This program maximizes Leo-kun's strengths.
context: but he's earned high marks for the five program components, such as interpretation.\A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music.\A triple Lutz.\He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths. response:	That was Leo de la Iglesia from the United States.
context: A triple flip, triple toe loop combination.\He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music.\A triple Lutz.\He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States. response:	Hear the crowd roar! That was a solid short program!
context: He's nailing all the elements to go for a high score!\All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music.\A triple Lutz.\He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program! response:	What an amazing program after Skate America!
context: All I know for sure is that I have no idea how I would've found courage in myself\if I hadn't come across music.\A triple Lutz.\He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America! response:	RK: 3 Leo de la Iglesia Total
context: if I hadn't come across music.\A triple Lutz.\He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total response:	Leo de la Iglesia's short program score is 87.98.
context: A triple Lutz.\He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98. response:	Thanks! Bravo!
context: He nailed the last jump with a flourish!\This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo! response:	He is currently in third place.
context: This program maximizes Leo-kun's strengths.\That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo!\He is currently in third place. response:	Wow.
context: That was Leo de la Iglesia from the United States.\Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo!\He is currently in third place.\Wow. response:	Man, Leo-kun beat me, too.
context: Hear the crowd roar! That was a solid short program!\What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo!\He is currently in third place.\Wow.\Man, Leo-kun beat me, too. response:	Damn it...
context: What an amazing program after Skate America!\RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo!\He is currently in third place.\Wow.\Man, Leo-kun beat me, too.\Damn it... response:	The final skater is Christophe Giacometti, age 25, from Switzerland.
context: RK: 3 Leo de la Iglesia Total\Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo!\He is currently in third place.\Wow.\Man, Leo-kun beat me, too.\Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland. response:	He's the silver medalist in last year's Grand Prix Final.
context: Leo de la Iglesia's short program score is 87.98.\Thanks! Bravo!\He is currently in third place.\Wow.\Man, Leo-kun beat me, too.\Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final. response:	He's just oozing sex appeal!
context: Thanks! Bravo!\He is currently in third place.\Wow.\Man, Leo-kun beat me, too.\Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal! response:	I thought it'd be a boring season without Victor,
context: He is currently in third place.\Wow.\Man, Leo-kun beat me, too.\Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal!\I thought it'd be a boring season without Victor, response:	but I don't want to lose to you, Yuri.
context: Wow.\Man, Leo-kun beat me, too.\Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal!\I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri. response:	Mature eros is my specialty.
context: Man, Leo-kun beat me, too.\Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal!\I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri.\Mature eros is my specialty. response:	The music is Intoxicated.
context: Damn it...\The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal!\I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri.\Mature eros is my specialty.\The music is Intoxicated. response:	He's planned a quadruple Lutz right off the bat.
context: The final skater is Christophe Giacometti, age 25, from Switzerland.\He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal!\I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri.\Mature eros is my specialty.\The music is Intoxicated.\He's planned a quadruple Lutz right off the bat. response:	Oh, it turned into a triple.
context: He's the silver medalist in last year's Grand Prix Final.\He's just oozing sex appeal!\I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri.\Mature eros is my specialty.\The music is Intoxicated.\He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple. response:	Oh, well...
context: He's just oozing sex appeal!\I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri.\Mature eros is my specialty.\The music is Intoxicated.\He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple.\Oh, well... response:	I'll take it slow so I peak at the Grand Prix Final.
context: I thought it'd be a boring season without Victor,\but I don't want to lose to you, Yuri.\Mature eros is my specialty.\The music is Intoxicated.\He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple.\Oh, well...\I'll take it slow so I peak at the Grand Prix Final. response:	A combination spin. Beautiful position and speed.
context: but I don't want to lose to you, Yuri.\Mature eros is my specialty.\The music is Intoxicated.\He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple.\Oh, well...\I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed. response:	He said he wasn't finding motivation,
context: Mature eros is my specialty.\The music is Intoxicated.\He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple.\Oh, well...\I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed.\He said he wasn't finding motivation, response:	but Chris never goes into a major slump.
context: The music is Intoxicated.\He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple.\Oh, well...\I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed.\He said he wasn't finding motivation,\but Chris never goes into a major slump. response:	He's a slow starter, so he doesn't try to peak in the first event.
context: He's planned a quadruple Lutz right off the bat.\Oh, it turned into a triple.\Oh, well...\I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed.\He said he wasn't finding motivation,\but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event. response:	But today, he's really going all-out on sex appeal.
context: Oh, it turned into a triple.\Oh, well...\I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed.\He said he wasn't finding motivation,\but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal. response:	Yuri, your innocent sex appeal is a violent force.
context: Oh, well...\I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed.\He said he wasn't finding motivation,\but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force. response:	I'm the only one in the world who can win against that.
context: I'll take it slow so I peak at the Grand Prix Final.\A combination spin. Beautiful position and speed.\He said he wasn't finding motivation,\but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that. response:	A triple axel.
context: A combination spin. Beautiful position and speed.\He said he wasn't finding motivation,\but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that.\A triple axel. response:	I won't be able to settle down until I show just how far ahead of you I am.
context: He said he wasn't finding motivation,\but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that.\A triple axel.\I won't be able to settle down until I show just how far ahead of you I am. response:	A triple flip, followed by a triple toe loop.
context: but Chris never goes into a major slump.\He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that.\A triple axel.\I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop. response:	There he goes!
context: He's a slow starter, so he doesn't try to peak in the first event.\But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that.\A triple axel.\I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop.\There he goes! response:	His last spin is met with loud cheers from the crowd!
context: But today, he's really going all-out on sex appeal.\Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that.\A triple axel.\I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop.\There he goes!\His last spin is met with loud cheers from the crowd! response:	I think I'm gonna come...
context: Yuri, your innocent sex appeal is a violent force.\I'm the only one in the world who can win against that.\A triple axel.\I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop.\There he goes!\His last spin is met with loud cheers from the crowd!\I think I'm gonna come... response:	Christophe Giacometti has delivered a euphoric short program!
context: I'm the only one in the world who can win against that.\A triple axel.\I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop.\There he goes!\His last spin is met with loud cheers from the crowd!\I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program! response:	He's entranced us all!
context: A triple axel.\I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop.\There he goes!\His last spin is met with loud cheers from the crowd!\I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program!\He's entranced us all! response:	Chris!
context: I won't be able to settle down until I show just how far ahead of you I am.\A triple flip, followed by a triple toe loop.\There he goes!\His last spin is met with loud cheers from the crowd!\I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program!\He's entranced us all!\Chris! response:	He's a weapon of mass sex appeal.
context: A triple flip, followed by a triple toe loop.\There he goes!\His last spin is met with loud cheers from the crowd!\I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program!\He's entranced us all!\Chris!\He's a weapon of mass sex appeal. response:	I guess today's sex appeal award goes to Chris.
context: There he goes!\His last spin is met with loud cheers from the crowd!\I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program!\He's entranced us all!\Chris!\He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris. response:	The ice looks soaking wet.
context: His last spin is met with loud cheers from the crowd!\I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program!\He's entranced us all!\Chris!\He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris.\The ice looks soaking wet. response:	RK: 5 Christophe Giacometti Total
context: I think I'm gonna come...\Christophe Giacometti has delivered a euphoric short program!\He's entranced us all!\Chris!\He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris.\The ice looks soaking wet.\RK: 5 Christophe Giacometti Total response:	Christophe Giacometti's short program score is 85.60.
context: Christophe Giacometti has delivered a euphoric short program!\He's entranced us all!\Chris!\He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris.\The ice looks soaking wet.\RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60. response:	He's ended the short program in fifth place.
context: He's entranced us all!\Chris!\He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris.\The ice looks soaking wet.\RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place. response:	Huh?
context: Chris!\He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris.\The ice looks soaking wet.\RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place.\Huh? response:	Then am I...
context: He's a weapon of mass sex appeal.\I guess today's sex appeal award goes to Chris.\The ice looks soaking wet.\RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place.\Huh?\Then am I... response:	6th Place
context: I guess today's sex appeal award goes to Chris.\The ice looks soaking wet.\RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place.\Huh?\Then am I...\6th Place response:	I've still got a chance!
context: The ice looks soaking wet.\RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place.\Huh?\Then am I...\6th Place\I've still got a chance! response:	5th Place
context: RK: 5 Christophe Giacometti Total\Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place.\Huh?\Then am I...\6th Place\I've still got a chance!\5th Place response:	I'm good at catching up.
context: Christophe Giacometti's short program score is 85.60.\He's ended the short program in fifth place.\Huh?\Then am I...\6th Place\I've still got a chance!\5th Place\I'm good at catching up. response:	I'm confident about my free program.
context: He's ended the short program in fifth place.\Huh?\Then am I...\6th Place\I've still got a chance!\5th Place\I'm good at catching up.\I'm confident about my free program. response:	4th Place
context: Huh?\Then am I...\6th Place\I've still got a chance!\5th Place\I'm good at catching up.\I'm confident about my free program.\4th Place response:	I'm gunning to pass you in the free program, Yuri.
context: Then am I...\6th Place\I've still got a chance!\5th Place\I'm good at catching up.\I'm confident about my free program.\4th Place\I'm gunning to pass you in the free program, Yuri. response:	3rd Place
context: 6th Place\I've still got a chance!\5th Place\I'm good at catching up.\I'm confident about my free program.\4th Place\I'm gunning to pass you in the free program, Yuri.\3rd Place response:	I'll get my ticket to the Grand Prix Final with my free program!
context: I've still got a chance!\5th Place\I'm good at catching up.\I'm confident about my free program.\4th Place\I'm gunning to pass you in the free program, Yuri.\3rd Place\I'll get my ticket to the Grand Prix Final with my free program! response:	2nd Place
context: 5th Place\I'm good at catching up.\I'm confident about my free program.\4th Place\I'm gunning to pass you in the free program, Yuri.\3rd Place\I'll get my ticket to the Grand Prix Final with my free program!\2nd Place response:	Finishing in second is within my expectations for the short program.
context: I'm good at catching up.\I'm confident about my free program.\4th Place\I'm gunning to pass you in the free program, Yuri.\3rd Place\I'll get my ticket to the Grand Prix Final with my free program!\2nd Place\Finishing in second is within my expectations for the short program. response:	I won't lose to a third-rate coach.
context: I'm confident about my free program.\4th Place\I'm gunning to pass you in the free program, Yuri.\3rd Place\I'll get my ticket to the Grand Prix Final with my free program!\2nd Place\Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach. response:	At the end of the men's short program here at the Cup of China,
context: 4th Place\I'm gunning to pass you in the free program, Yuri.\3rd Place\I'll get my ticket to the Grand Prix Final with my free program!\2nd Place\Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China, response:	1st Place
context: I'm gunning to pass you in the free program, Yuri.\3rd Place\I'll get my ticket to the Grand Prix Final with my free program!\2nd Place\Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China,\1st Place response:	Katsuki Yuri from Japan is in first place!
context: 3rd Place\I'll get my ticket to the Grand Prix Final with my free program!\2nd Place\Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China,\1st Place\Katsuki Yuri from Japan is in first place! response:	That boy isn't used to being in first place.
context: I'll get my ticket to the Grand Prix Final with my free program!\2nd Place\Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China,\1st Place\Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place. response:	Skater Katsuki, your thoughts on the upcoming free skate?
context: 2nd Place\Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China,\1st Place\Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate? response:	I hope he'll be okay.
context: Finishing in second is within my expectations for the short program.\I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China,\1st Place\Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay. response:	W-With my coach, Victor, I'll win with the power of love!
context: I won't lose to a third-rate coach.\At the end of the men's short program here at the Cup of China,\1st Place\Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love! response:	First Place After Short Program Katsuki Yuri!!!
context: At the end of the men's short program here at the Cup of China,\1st Place\Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!! response:	Win, win!
context: 1st Place\Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!!\Win, win! response:	To Be Continued!!!
context: Katsuki Yuri from Japan is in first place!\That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!!\Win, win!\To Be Continued!!! response:	Hey, listen up!
context: That boy isn't used to being in first place.\Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!!\Win, win!\To Be Continued!!!\Hey, listen up! response:	My Yuri's in first going into the free skate!
context: Skater Katsuki, your thoughts on the upcoming free skate?\I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!!\Win, win!\To Be Continued!!!\Hey, listen up!\My Yuri's in first going into the free skate! response:	Victor!
context: I hope he'll be okay.\W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!!\Win, win!\To Be Continued!!!\Hey, listen up!\My Yuri's in first going into the free skate!\Victor! response:	He scored a personal best after a flawless performance!
context: W-With my coach, Victor, I'll win with the power of love!\First Place After Short Program Katsuki Yuri!!!\Win, win!\To Be Continued!!!\Hey, listen up!\My Yuri's in first going into the free skate!\Victor!\He scored a personal best after a flawless performance! response:	Come on!
context: First Place After Short Program Katsuki Yuri!!!\Win, win!\To Be Continued!!!\Hey, listen up!\My Yuri's in first going into the free skate!\Victor!\He scored a personal best after a flawless performance!\Come on! response:	Next time, Seventh Skate: China's On! The Grand Prix Series Opening Event!!
context: Win, win!\To Be Continued!!!\Hey, listen up!\My Yuri's in first going into the free skate!\Victor!\He scored a personal best after a flawless performance!\Come on!\Next time, Seventh Skate: China's On! The Grand Prix Series Opening Event!! response:	The Cup of China Free Skate.
context: To Be Continued!!!\Hey, listen up!\My Yuri's in first going into the free skate!\Victor!\He scored a personal best after a flawless performance!\Come on!\Next time, Seventh Skate: China's On! The Grand Prix Series Opening Event!!\The Cup of China Free Skate. response:	Seventh Skate China's On! The Grand Prix Series Opening Event!! The Cup of China Free Skate
context: Hey, listen up!\My Yuri's in first going into the free skate!\Victor!\He scored a personal best after a flawless performance!\Come on!\Next time, Seventh Skate: China's On! The Grand Prix Series Opening Event!!\The Cup of China Free Skate.\Seventh Skate China's On! The Grand Prix Series Opening Event!! The Cup of China Free Skate response:	Pressure?
context: My Yuri's in first going into the free skate!\Victor!\He scored a personal best after a flawless performance!\Come on!\Next time, Seventh Skate: China's On! The Grand Prix Series Opening Event!!\The Cup of China Free Skate.\Seventh Skate China's On! The Grand Prix Series Opening Event!! The Cup of China Free Skate\Pressure? response:	No!
