context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: It's telling the time until Arawashi falls\onto one of the world's 500 plus nuclear facilities.\What an exhilarating match!\The finals are going into overtime!\Save us! Save the world!\The road to the nationals is indeed fraught with peril!\The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals. response:	Today, he must pitch 15 extended innings on his own.
context: onto one of the world's 500 plus nuclear facilities.\What an exhilarating match!\The finals are going into overtime!\Save us! Save the world!\The road to the nationals is indeed fraught with peril!\The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own. response:	Ryouhei!
context: What an exhilarating match!\The finals are going into overtime!\Save us! Save the world!\The road to the nationals is indeed fraught with peril!\The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own.\Ryouhei! response:	Today, in the final match, will his mind and body be up to the challenge?
context: The finals are going into overtime!\Save us! Save the world!\The road to the nationals is indeed fraught with peril!\The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own.\Ryouhei!\Today, in the final match, will his mind and body be up to the challenge? response:	To my family
context: Save us! Save the world!\The road to the nationals is indeed fraught with peril!\The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own.\Ryouhei!\Today, in the final match, will his mind and body be up to the challenge?\To my family response:	This is...
context: The road to the nationals is indeed fraught with peril!\The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own.\Ryouhei!\Today, in the final match, will his mind and body be up to the challenge?\To my family\This is... response:	Grandma's...
context: The pressure on these high schoolers must be incredible!\As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own.\Ryouhei!\Today, in the final match, will his mind and body be up to the challenge?\To my family\This is...\Grandma's... response:	Wait, Natsuki!
context: As you'll recall, Ueda's pitcher Jinnouchi allowed 30 hits in yesterday's semi-finals.\Today, he must pitch 15 extended innings on his own.\Ryouhei!\Today, in the final match, will his mind and body be up to the challenge?\To my family\This is...\Grandma's...\Wait, Natsuki! response:	Natsuki!
context: Today, he must pitch 15 extended innings on his own.\Ryouhei!\Today, in the final match, will his mind and body be up to the challenge?\To my family\This is...\Grandma's...\Wait, Natsuki!\Natsuki! response:	- Wait! - Where are you going?
context: Ryouhei!\Today, in the final match, will his mind and body be up to the challenge?\To my family\This is...\Grandma's...\Wait, Natsuki!\Natsuki!\- Wait! - Where are you going? response:	Everyone!
context: Today, in the final match, will his mind and body be up to the challenge?\To my family\This is...\Grandma's...\Wait, Natsuki!\Natsuki!\- Wait! - Where are you going?\Everyone! response:	A game?
context: To my family\This is...\Grandma's...\Wait, Natsuki!\Natsuki!\- Wait! - Where are you going?\Everyone!\A game? response:	It's playing a game with people's lives?
context: This is...\Grandma's...\Wait, Natsuki!\Natsuki!\- Wait! - Where are you going?\Everyone!\A game?\It's playing a game with people's lives? response:	You...
context: Grandma's...\Wait, Natsuki!\Natsuki!\- Wait! - Where are you going?\Everyone!\A game?\It's playing a game with people's lives?\You... response:	You've got to be kidding me.
context: Wait, Natsuki!\Natsuki!\- Wait! - Where are you going?\Everyone!\A game?\It's playing a game with people's lives?\You...\You've got to be kidding me. response:	This is all just a game to him.
context: Natsuki!\- Wait! - Where are you going?\Everyone!\A game?\It's playing a game with people's lives?\You...\You've got to be kidding me.\This is all just a game to him. response:	It has no ideals, no hatred.
context: - Wait! - Where are you going?\Everyone!\A game?\It's playing a game with people's lives?\You...\You've got to be kidding me.\This is all just a game to him.\It has no ideals, no hatred. response:	The Americans are frantic right now.
context: Everyone!\A game?\It's playing a game with people's lives?\You...\You've got to be kidding me.\This is all just a game to him.\It has no ideals, no hatred.\The Americans are frantic right now. response:	They never imagined that their test could have
context: A game?\It's playing a game with people's lives?\You...\You've got to be kidding me.\This is all just a game to him.\It has no ideals, no hatred.\The Americans are frantic right now.\They never imagined that their test could have response:	lead to this.
context: It's playing a game with people's lives?\You...\You've got to be kidding me.\This is all just a game to him.\It has no ideals, no hatred.\The Americans are frantic right now.\They never imagined that their test could have\lead to this. response:	An object with a diameter of 1 meter falling at 7 km per second
context: You...\You've got to be kidding me.\This is all just a game to him.\It has no ideals, no hatred.\The Americans are frantic right now.\They never imagined that their test could have\lead to this.\An object with a diameter of 1 meter falling at 7 km per second response:	packs the same force as a meteor or ballistic missile.
context: You've got to be kidding me.\This is all just a game to him.\It has no ideals, no hatred.\The Americans are frantic right now.\They never imagined that their test could have\lead to this.\An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile. response:	If it falls on a power plant and there's nuclear fallout,
context: This is all just a game to him.\It has no ideals, no hatred.\The Americans are frantic right now.\They never imagined that their test could have\lead to this.\An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout, response:	the damage caused will be unimaginable.
context: It has no ideals, no hatred.\The Americans are frantic right now.\They never imagined that their test could have\lead to this.\An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable. response:	Then what do we do?
context: The Americans are frantic right now.\They never imagined that their test could have\lead to this.\An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable.\Then what do we do? response:	It's managed to steal 38 of the currently existing
context: They never imagined that their test could have\lead to this.\An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable.\Then what do we do?\It's managed to steal 38 of the currently existing response:	King Kazma, kill that monster!
context: lead to this.\An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable.\Then what do we do?\It's managed to steal 38 of the currently existing\King Kazma, kill that monster! response:	number of accounts on OZ, 412 million!
context: An object with a diameter of 1 meter falling at 7 km per second\packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable.\Then what do we do?\It's managed to steal 38 of the currently existing\King Kazma, kill that monster!\number of accounts on OZ, 412 million! response:	We have to find the one among those that can set Arawashi's GPS coordinates.
context: packs the same force as a meteor or ballistic missile.\If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable.\Then what do we do?\It's managed to steal 38 of the currently existing\King Kazma, kill that monster!\number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates. response:	In 2 hours.
context: If it falls on a power plant and there's nuclear fallout,\the damage caused will be unimaginable.\Then what do we do?\It's managed to steal 38 of the currently existing\King Kazma, kill that monster!\number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours. response:	How're we going to find one account among 400 million?!
context: the damage caused will be unimaginable.\Then what do we do?\It's managed to steal 38 of the currently existing\King Kazma, kill that monster!\number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours.\How're we going to find one account among 400 million?! response:	But there's no other way.
context: Then what do we do?\It's managed to steal 38 of the currently existing\King Kazma, kill that monster!\number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours.\How're we going to find one account among 400 million?!\But there's no other way. response:	Kazuma.
context: It's managed to steal 38 of the currently existing\King Kazma, kill that monster!\number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours.\How're we going to find one account among 400 million?!\But there's no other way.\Kazuma. response:	What's going on?
context: King Kazma, kill that monster!\number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours.\How're we going to find one account among 400 million?!\But there's no other way.\Kazuma.\What's going on? response:	You're just talking about a game, right?
context: number of accounts on OZ, 412 million!\We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours.\How're we going to find one account among 400 million?!\But there's no other way.\Kazuma.\What's going on?\You're just talking about a game, right? response:	Right?
context: We have to find the one among those that can set Arawashi's GPS coordinates.\In 2 hours.\How're we going to find one account among 400 million?!\But there's no other way.\Kazuma.\What's going on?\You're just talking about a game, right?\Right? response:	Don't go, King!
context: In 2 hours.\How're we going to find one account among 400 million?!\But there's no other way.\Kazuma.\What's going on?\You're just talking about a game, right?\Right?\Don't go, King! response:	It's useless!
context: How're we going to find one account among 400 million?!\But there's no other way.\Kazuma.\What's going on?\You're just talking about a game, right?\Right?\Don't go, King!\It's useless! response:	Shut up!
context: But there's no other way.\Kazuma.\What's going on?\You're just talking about a game, right?\Right?\Don't go, King!\It's useless!\Shut up! response:	Grandma...
context: Kazuma.\What's going on?\You're just talking about a game, right?\Right?\Don't go, King!\It's useless!\Shut up!\Grandma... response:	I'm sorry.
context: What's going on?\You're just talking about a game, right?\Right?\Don't go, King!\It's useless!\Shut up!\Grandma...\I'm sorry. response:	I couldn't save mom...
context: You're just talking about a game, right?\Right?\Don't go, King!\It's useless!\Shut up!\Grandma...\I'm sorry.\I couldn't save mom... response:	I couldn't save my little sister.
context: Right?\Don't go, King!\It's useless!\Shut up!\Grandma...\I'm sorry.\I couldn't save mom...\I couldn't save my little sister. response:	Wabisuke's the only one who could do something now, but...
context: Don't go, King!\It's useless!\Shut up!\Grandma...\I'm sorry.\I couldn't save mom...\I couldn't save my little sister.\Wabisuke's the only one who could do something now, but... response:	There's no way he'd come back.
context: It's useless!\Shut up!\Grandma...\I'm sorry.\I couldn't save mom...\I couldn't save my little sister.\Wabisuke's the only one who could do something now, but...\There's no way he'd come back. response:	We haven't lost yet.
context: Shut up!\Grandma...\I'm sorry.\I couldn't save mom...\I couldn't save my little sister.\Wabisuke's the only one who could do something now, but...\There's no way he'd come back.\We haven't lost yet. response:	Kenji-kun.
context: Grandma...\I'm sorry.\I couldn't save mom...\I couldn't save my little sister.\Wabisuke's the only one who could do something now, but...\There's no way he'd come back.\We haven't lost yet.\Kenji-kun. response:	We lost.
context: I'm sorry.\I couldn't save mom...\I couldn't save my little sister.\Wabisuke's the only one who could do something now, but...\There's no way he'd come back.\We haven't lost yet.\Kenji-kun.\We lost. response:	No we didn't.
context: I couldn't save mom...\I couldn't save my little sister.\Wabisuke's the only one who could do something now, but...\There's no way he'd come back.\We haven't lost yet.\Kenji-kun.\We lost.\No we didn't. response:	I told you, we lost!
context: I couldn't save my little sister.\Wabisuke's the only one who could do something now, but...\There's no way he'd come back.\We haven't lost yet.\Kenji-kun.\We lost.\No we didn't.\I told you, we lost! response:	I'm telling you, we haven't.
context: Wabisuke's the only one who could do something now, but...\There's no way he'd come back.\We haven't lost yet.\Kenji-kun.\We lost.\No we didn't.\I told you, we lost!\I'm telling you, we haven't. response:	There's got to be some other way to solve this problem.
context: There's no way he'd come back.\We haven't lost yet.\Kenji-kun.\We lost.\No we didn't.\I told you, we lost!\I'm telling you, we haven't.\There's got to be some other way to solve this problem. response:	What do you mean?
context: We haven't lost yet.\Kenji-kun.\We lost.\No we didn't.\I told you, we lost!\I'm telling you, we haven't.\There's got to be some other way to solve this problem.\What do you mean? response:	This ain't math.
context: Kenji-kun.\We lost.\No we didn't.\I told you, we lost!\I'm telling you, we haven't.\There's got to be some other way to solve this problem.\What do you mean?\This ain't math. response:	It's the same.
context: We lost.\No we didn't.\I told you, we lost!\I'm telling you, we haven't.\There's got to be some other way to solve this problem.\What do you mean?\This ain't math.\It's the same. response:	You can't solve an equation by giving up.
context: No we didn't.\I told you, we lost!\I'm telling you, we haven't.\There's got to be some other way to solve this problem.\What do you mean?\This ain't math.\It's the same.\You can't solve an equation by giving up. response:	We just haven't found the answer yet.
context: I told you, we lost!\I'm telling you, we haven't.\There's got to be some other way to solve this problem.\What do you mean?\This ain't math.\It's the same.\You can't solve an equation by giving up.\We just haven't found the answer yet. response:	You...
context: I'm telling you, we haven't.\There's got to be some other way to solve this problem.\What do you mean?\This ain't math.\It's the same.\You can't solve an equation by giving up.\We just haven't found the answer yet.\You... response:	Natsuki!
context: There's got to be some other way to solve this problem.\What do you mean?\This ain't math.\It's the same.\You can't solve an equation by giving up.\We just haven't found the answer yet.\You...\Natsuki! response:	How'd you find this address, Natsuki?
context: What do you mean?\This ain't math.\It's the same.\You can't solve an equation by giving up.\We just haven't found the answer yet.\You...\Natsuki!\How'd you find this address, Natsuki? response:	Where are you right now?
context: This ain't math.\It's the same.\You can't solve an equation by giving up.\We just haven't found the answer yet.\You...\Natsuki!\How'd you find this address, Natsuki?\Where are you right now? response:	What's it to you?
context: It's the same.\You can't solve an equation by giving up.\We just haven't found the answer yet.\You...\Natsuki!\How'd you find this address, Natsuki?\Where are you right now?\What's it to you? response:	And how'd you find out the password to my cell?
context: You can't solve an equation by giving up.\We just haven't found the answer yet.\You...\Natsuki!\How'd you find this address, Natsuki?\Where are you right now?\What's it to you?\And how'd you find out the password to my cell? response:	Come back!
context: We just haven't found the answer yet.\You...\Natsuki!\How'd you find this address, Natsuki?\Where are you right now?\What's it to you?\And how'd you find out the password to my cell?\Come back! response:	Grandma told you to do this, didn't she.
context: You...\Natsuki!\How'd you find this address, Natsuki?\Where are you right now?\What's it to you?\And how'd you find out the password to my cell?\Come back!\Grandma told you to do this, didn't she. response:	Listen.
context: Natsuki!\How'd you find this address, Natsuki?\Where are you right now?\What's it to you?\And how'd you find out the password to my cell?\Come back!\Grandma told you to do this, didn't she.\Listen. response:	I'm not going back.
context: How'd you find this address, Natsuki?\Where are you right now?\What's it to you?\And how'd you find out the password to my cell?\Come back!\Grandma told you to do this, didn't she.\Listen.\I'm not going back. response:	Not as long as she's still there.
context: Where are you right now?\What's it to you?\And how'd you find out the password to my cell?\Come back!\Grandma told you to do this, didn't she.\Listen.\I'm not going back.\Not as long as she's still there. response:	Please, listen to me.
context: What's it to you?\And how'd you find out the password to my cell?\Come back!\Grandma told you to do this, didn't she.\Listen.\I'm not going back.\Not as long as she's still there.\Please, listen to me. response:	I never would've gone back if I'd known it was her birthday.
context: And how'd you find out the password to my cell?\Come back!\Grandma told you to do this, didn't she.\Listen.\I'm not going back.\Not as long as she's still there.\Please, listen to me.\I never would've gone back if I'd known it was her birthday. response:	Ojisan!
context: Come back!\Grandma told you to do this, didn't she.\Listen.\I'm not going back.\Not as long as she's still there.\Please, listen to me.\I never would've gone back if I'd known it was her birthday.\Ojisan! response:	Come now!
context: Grandma told you to do this, didn't she.\Listen.\I'm not going back.\Not as long as she's still there.\Please, listen to me.\I never would've gone back if I'd known it was her birthday.\Ojisan!\Come now! response:	You don't even know what's happened!
context: Listen.\I'm not going back.\Not as long as she's still there.\Please, listen to me.\I never would've gone back if I'd known it was her birthday.\Ojisan!\Come now!\You don't even know what's happened! response:	What's the matter.
context: I'm not going back.\Not as long as she's still there.\Please, listen to me.\I never would've gone back if I'd known it was her birthday.\Ojisan!\Come now!\You don't even know what's happened!\What's the matter. response:	Grandma passed away.
context: Not as long as she's still there.\Please, listen to me.\I never would've gone back if I'd known it was her birthday.\Ojisan!\Come now!\You don't even know what's happened!\What's the matter.\Grandma passed away. response:	She had a weak heart.
context: Please, listen to me.\I never would've gone back if I'd known it was her birthday.\Ojisan!\Come now!\You don't even know what's happened!\What's the matter.\Grandma passed away.\She had a weak heart. response:	Mansaku-ojisan couldn't help her in time because of OZ acting up.
context: I never would've gone back if I'd known it was her birthday.\Ojisan!\Come now!\You don't even know what's happened!\What's the matter.\Grandma passed away.\She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up. response:	Grandma's...
context: Ojisan!\Come now!\You don't even know what's happened!\What's the matter.\Grandma passed away.\She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's... response:	Grandma's dead?
context: Come now!\You don't even know what's happened!\What's the matter.\Grandma passed away.\She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's...\Grandma's dead? response:	You were lying when you said you didn't know it was her birthday.
context: You don't even know what's happened!\What's the matter.\Grandma passed away.\She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's...\Grandma's dead?\You were lying when you said you didn't know it was her birthday. response:	The password was August 1st!
context: What's the matter.\Grandma passed away.\She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's...\Grandma's dead?\You were lying when you said you didn't know it was her birthday.\The password was August 1st! response:	You came back for her birthday, didn't you?
context: Grandma passed away.\She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's...\Grandma's dead?\You were lying when you said you didn't know it was her birthday.\The password was August 1st!\You came back for her birthday, didn't you? response:	Didn't you!
context: She had a weak heart.\Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's...\Grandma's dead?\You were lying when you said you didn't know it was her birthday.\The password was August 1st!\You came back for her birthday, didn't you?\Didn't you! response:	Please...
context: Mansaku-ojisan couldn't help her in time because of OZ acting up.\Grandma's...\Grandma's dead?\You were lying when you said you didn't know it was her birthday.\The password was August 1st!\You came back for her birthday, didn't you?\Didn't you!\Please... response:	Come back just once and bid her goodbye!
context: Grandma's...\Grandma's dead?\You were lying when you said you didn't know it was her birthday.\The password was August 1st!\You came back for her birthday, didn't you?\Didn't you!\Please...\Come back just once and bid her goodbye! response:	First, I must ask you to calm down.
context: Grandma's dead?\You were lying when you said you didn't know it was her birthday.\The password was August 1st!\You came back for her birthday, didn't you?\Didn't you!\Please...\Come back just once and bid her goodbye!\First, I must ask you to calm down. response:	It's important for everyone to compose themselves.
context: You were lying when you said you didn't know it was her birthday.\The password was August 1st!\You came back for her birthday, didn't you?\Didn't you!\Please...\Come back just once and bid her goodbye!\First, I must ask you to calm down.\It's important for everyone to compose themselves. response:	I want the funeral to be a small, family affair,
context: The password was August 1st!\You came back for her birthday, didn't you?\Didn't you!\Please...\Come back just once and bid her goodbye!\First, I must ask you to calm down.\It's important for everyone to compose themselves.\I want the funeral to be a small, family affair, response:	and I wish for all of you to go about your lives as normal.
context: You came back for her birthday, didn't you?\Didn't you!\Please...\Come back just once and bid her goodbye!\First, I must ask you to calm down.\It's important for everyone to compose themselves.\I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal. response:	I don't have anything material to leave behind for you,
context: Didn't you!\Please...\Come back just once and bid her goodbye!\First, I must ask you to calm down.\It's important for everyone to compose themselves.\I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you, response:	but the people I've come to know over the course of my life
context: Please...\Come back just once and bid her goodbye!\First, I must ask you to calm down.\It's important for everyone to compose themselves.\I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life response:	will do their best to help you get along. Don't worry.
context: Come back just once and bid her goodbye!\First, I must ask you to calm down.\It's important for everyone to compose themselves.\I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry. response:	Everyone, work diligently and live your lives to the fullest.
context: First, I must ask you to calm down.\It's important for everyone to compose themselves.\I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest. response:	And...
context: It's important for everyone to compose themselves.\I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest.\And... response:	And if Wabisuke should ever come home,
context: I want the funeral to be a small, family affair,\and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest.\And...\And if Wabisuke should ever come home, response:	though it's anyone's guess as to when he'll come after having been gone for 10 years,
context: and I wish for all of you to go about your lives as normal.\I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest.\And...\And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years, response:	if he should ever come back home, I'm sure he'll be hungry,
context: I don't have anything material to leave behind for you,\but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest.\And...\And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry, response:	so feed him well with vegetables from the fields, and the grapes and pears.
context: but the people I've come to know over the course of my life\will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest.\And...\And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears. response:	I can remember the day I first met him.
context: will do their best to help you get along. Don't worry.\Everyone, work diligently and live your lives to the fullest.\And...\And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him. response:	His ears looked so much like his father's that I was surprised.
context: Everyone, work diligently and live your lives to the fullest.\And...\And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him.\His ears looked so much like his father's that I was surprised. response:	As we walked along the fields,
context: And...\And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him.\His ears looked so much like his father's that I was surprised.\As we walked along the fields, response:	when I told him, You're going to be part of my family from now on,
context: And if Wabisuke should ever come home,\though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him.\His ears looked so much like his father's that I was surprised.\As we walked along the fields,\when I told him, You're going to be part of my family from now on, response:	he didn't reply, but didn't let go of my hand.
context: though it's anyone's guess as to when he'll come after having been gone for 10 years,\if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him.\His ears looked so much like his father's that I was surprised.\As we walked along the fields,\when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand. response:	I felt as though my happiness that he was now my son
context: if he should ever come back home, I'm sure he'll be hungry,\so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him.\His ears looked so much like his father's that I was surprised.\As we walked along the fields,\when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son response:	was reaching him through that.
context: so feed him well with vegetables from the fields, and the grapes and pears.\I can remember the day I first met him.\His ears looked so much like his father's that I was surprised.\As we walked along the fields,\when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son\was reaching him through that. response:	Family should never let go of one another.
context: I can remember the day I first met him.\His ears looked so much like his father's that I was surprised.\As we walked along the fields,\when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son\was reaching him through that.\Family should never let go of one another. response:	You must never admit defeat in life.
context: His ears looked so much like his father's that I was surprised.\As we walked along the fields,\when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son\was reaching him through that.\Family should never let go of one another.\You must never admit defeat in life. response:	And though you may come upon hard and painful times,
context: As we walked along the fields,\when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son\was reaching him through that.\Family should never let go of one another.\You must never admit defeat in life.\And though you may come upon hard and painful times, response:	I want you all to sit together and eat as a family.
context: when I told him, You're going to be part of my family from now on,\he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son\was reaching him through that.\Family should never let go of one another.\You must never admit defeat in life.\And though you may come upon hard and painful times,\I want you all to sit together and eat as a family. response:	The worst things in this world
context: he didn't reply, but didn't let go of my hand.\I felt as though my happiness that he was now my son\was reaching him through that.\Family should never let go of one another.\You must never admit defeat in life.\And though you may come upon hard and painful times,\I want you all to sit together and eat as a family.\The worst things in this world response:	are being hungry and being alone.
context: I felt as though my happiness that he was now my son\was reaching him through that.\Family should never let go of one another.\You must never admit defeat in life.\And though you may come upon hard and painful times,\I want you all to sit together and eat as a family.\The worst things in this world\are being hungry and being alone. response:	I was glad to have had you all.
context: was reaching him through that.\Family should never let go of one another.\You must never admit defeat in life.\And though you may come upon hard and painful times,\I want you all to sit together and eat as a family.\The worst things in this world\are being hungry and being alone.\I was glad to have had you all. response:	Thank you.
context: Family should never let go of one another.\You must never admit defeat in life.\And though you may come upon hard and painful times,\I want you all to sit together and eat as a family.\The worst things in this world\are being hungry and being alone.\I was glad to have had you all.\Thank you. response:	Goodbye.
context: You must never admit defeat in life.\And though you may come upon hard and painful times,\I want you all to sit together and eat as a family.\The worst things in this world\are being hungry and being alone.\I was glad to have had you all.\Thank you.\Goodbye. response:	Ojisan!
context: And though you may come upon hard and painful times,\I want you all to sit together and eat as a family.\The worst things in this world\are being hungry and being alone.\I was glad to have had you all.\Thank you.\Goodbye.\Ojisan! response:	Grandma! Grandma!
context: I want you all to sit together and eat as a family.\The worst things in this world\are being hungry and being alone.\I was glad to have had you all.\Thank you.\Goodbye.\Ojisan!\Grandma! Grandma! response:	Wabisuke, pay your respects to Grandmother.
context: The worst things in this world\are being hungry and being alone.\I was glad to have had you all.\Thank you.\Goodbye.\Ojisan!\Grandma! Grandma!\Wabisuke, pay your respects to Grandmother. response:	And after that...
context: are being hungry and being alone.\I was glad to have had you all.\Thank you.\Goodbye.\Ojisan!\Grandma! Grandma!\Wabisuke, pay your respects to Grandmother.\And after that... response:	let's all have lunch together.
context: I was glad to have had you all.\Thank you.\Goodbye.\Ojisan!\Grandma! Grandma!\Wabisuke, pay your respects to Grandmother.\And after that...\let's all have lunch together. response:	Ryouhei, you can do it!
context: Thank you.\Goodbye.\Ojisan!\Grandma! Grandma!\Wabisuke, pay your respects to Grandmother.\And after that...\let's all have lunch together.\Ryouhei, you can do it! response:	Yumi-san, come!
context: Goodbye.\Ojisan!\Grandma! Grandma!\Wabisuke, pay your respects to Grandmother.\And after that...\let's all have lunch together.\Ryouhei, you can do it!\Yumi-san, come! response:	But I'm still watching!
context: Ojisan!\Grandma! Grandma!\Wabisuke, pay your respects to Grandmother.\And after that...\let's all have lunch together.\Ryouhei, you can do it!\Yumi-san, come!\But I'm still watching! response:	Grandma, I'm home.
context: Grandma! Grandma!\Wabisuke, pay your respects to Grandmother.\And after that...\let's all have lunch together.\Ryouhei, you can do it!\Yumi-san, come!\But I'm still watching!\Grandma, I'm home. response:	It's going for a nuclear power plant?
context: Wabisuke, pay your respects to Grandmother.\And after that...\let's all have lunch together.\Ryouhei, you can do it!\Yumi-san, come!\But I'm still watching!\Grandma, I'm home.\It's going for a nuclear power plant? response:	That's horrible!
context: And after that...\let's all have lunch together.\Ryouhei, you can do it!\Yumi-san, come!\But I'm still watching!\Grandma, I'm home.\It's going for a nuclear power plant?\That's horrible! response:	Yeah, this is an emergency.
