context: July 15th (Thurs) 8:30 PM response:	This isn't good... This isn't good at all!
context: the despair I was feeling from the situation I was in,\I gained a brand new ability.\By using that ability on you, time went back an hour,\and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me.\Who did you kill? response:	I-I didn't tell anyone...
context: I gained a brand new ability.\By using that ability on you, time went back an hour,\and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me.\Who did you kill?\I-I didn't tell anyone... response:	I see! Then someone must have been asking you questions.
context: By using that ability on you, time went back an hour,\and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me.\Who did you kill?\I-I didn't tell anyone...\I see! Then someone must have been asking you questions. response:	It must be that Rohan Kishibe.
context: and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me.\Who did you kill?\I-I didn't tell anyone...\I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe. response:	Even if you have no intention of telling anyone,
context: At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me.\Who did you kill?\I-I didn't tell anyone...\I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe.\Even if you have no intention of telling anyone, response:	as soon as someone asks you about me, Bites the Dust will activate.
context: You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me.\Who did you kill?\I-I didn't tell anyone...\I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe.\Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate. response:	And then you will blow him up and come back.
context: Who did you blow away, hm? Come on, tell me.\Who did you kill?\I-I didn't tell anyone...\I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe.\Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate.\And then you will blow him up and come back. response:	The very fact that Rohan Kishibe encountered you has disappeared!
context: Who did you kill?\I-I didn't tell anyone...\I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe.\Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate.\And then you will blow him up and come back.\The very fact that Rohan Kishibe encountered you has disappeared! response:	That is Deadly Queen Bites the Dust.
context: I-I didn't tell anyone...\I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe.\Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate.\And then you will blow him up and come back.\The very fact that Rohan Kishibe encountered you has disappeared!\That is Deadly Queen Bites the Dust. response:	You won't be able to tell anyone.
context: I see! Then someone must have been asking you questions.\It must be that Rohan Kishibe.\Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate.\And then you will blow him up and come back.\The very fact that Rohan Kishibe encountered you has disappeared!\That is Deadly Queen Bites the Dust.\You won't be able to tell anyone. response:	There will be no one who can ask you anything!
context: It must be that Rohan Kishibe.\Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate.\And then you will blow him up and come back.\The very fact that Rohan Kishibe encountered you has disappeared!\That is Deadly Queen Bites the Dust.\You won't be able to tell anyone.\There will be no one who can ask you anything! response:	Episode 36 Bites the Dust, Part 2
context: Even if you have no intention of telling anyone,\as soon as someone asks you about me, Bites the Dust will activate.\And then you will blow him up and come back.\The very fact that Rohan Kishibe encountered you has disappeared!\That is Deadly Queen Bites the Dust.\You won't be able to tell anyone.\There will be no one who can ask you anything!\Episode 36 Bites the Dust, Part 2 response:	Episode 36 B ites the D ust, Part 2
