context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: The rules are simple.\Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up!\Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap!\It's not allowed! response:	Heroes should only use their fists to catch villains!
context: Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up!\Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap!\It's not allowed!\Heroes should only use their fists to catch villains! response:	I'll stop things if they go too far.
context: You can also win by making your opponent say, I give up!\Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap!\It's not allowed!\Heroes should only use their fists to catch villains!\I'll stop things if they go too far. response:	I give up, huh?
context: Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap!\It's not allowed!\Heroes should only use their fists to catch villains!\I'll stop things if they go too far.\I give up, huh? response:	This is a fight to test the strength of your spirit.
context: Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap!\It's not allowed!\Heroes should only use their fists to catch villains!\I'll stop things if they go too far.\I give up, huh?\This is a fight to test the strength of your spirit. response:	If you know what you want for your future,
context: Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap!\It's not allowed!\Heroes should only use their fists to catch villains!\I'll stop things if they go too far.\I give up, huh?\This is a fight to test the strength of your spirit.\If you know what you want for your future, response:	then you can't worry about appearances.
context: But of course, anything life-threatening is crap!\It's not allowed!\Heroes should only use their fists to catch villains!\I'll stop things if they go too far.\I give up, huh?\This is a fight to test the strength of your spirit.\If you know what you want for your future,\then you can't worry about appearances. response:	Ready?
context: It's not allowed!\Heroes should only use their fists to catch villains!\I'll stop things if they go too far.\I give up, huh?\This is a fight to test the strength of your spirit.\If you know what you want for your future,\then you can't worry about appearances.\Ready? response:	That monkey was going on about his pride...
context: Heroes should only use their fists to catch villains!\I'll stop things if they go too far.\I give up, huh?\This is a fight to test the strength of your spirit.\If you know what you want for your future,\then you can't worry about appearances.\Ready?\That monkey was going on about his pride... response:	Start!
context: I'll stop things if they go too far.\I give up, huh?\This is a fight to test the strength of your spirit.\If you know what you want for your future,\then you can't worry about appearances.\Ready?\That monkey was going on about his pride...\Start! response:	What did you say?!
context: I give up, huh?\This is a fight to test the strength of your spirit.\If you know what you want for your future,\then you can't worry about appearances.\Ready?\That monkey was going on about his pride...\Start!\What did you say?! response:	I win.
context: This is a fight to test the strength of your spirit.\If you know what you want for your future,\then you can't worry about appearances.\Ready?\That monkey was going on about his pride...\Start!\What did you say?!\I win. response:	I went through the trouble of warning him, too!
context: If you know what you want for your future,\then you can't worry about appearances.\Ready?\That monkey was going on about his pride...\Start!\What did you say?!\I win.\I went through the trouble of warning him, too! response:	Hey, hey, what's the matter?
context: then you can't worry about appearances.\Ready?\That monkey was going on about his pride...\Start!\What did you say?!\I win.\I went through the trouble of warning him, too!\Hey, hey, what's the matter? response:	It's the important first match! Liven things up!
context: Ready?\That monkey was going on about his pride...\Start!\What did you say?!\I win.\I went through the trouble of warning him, too!\Hey, hey, what's the matter?\It's the important first match! Liven things up! response:	Midoriya! The match just started...
context: That monkey was going on about his pride...\Start!\What did you say?!\I win.\I went through the trouble of warning him, too!\Hey, hey, what's the matter?\It's the important first match! Liven things up!\Midoriya! The match just started... response:	Preview
context: Start!\What did you say?!\I win.\I went through the trouble of warning him, too!\Hey, hey, what's the matter?\It's the important first match! Liven things up!\Midoriya! The match just started...\Preview response:	It's the finals tournament, Midoriya.
context: What did you say?!\I win.\I went through the trouble of warning him, too!\Hey, hey, what's the matter?\It's the important first match! Liven things up!\Midoriya! The match just started...\Preview\It's the finals tournament, Midoriya. response:	Ojiro, why'd you want to talk to me all of a sudden?
context: I win.\I went through the trouble of warning him, too!\Hey, hey, what's the matter?\It's the important first match! Liven things up!\Midoriya! The match just started...\Preview\It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden? response:	I want to tell you what I know about the Quirk of Shinso from Class B,
context: I went through the trouble of warning him, too!\Hey, hey, what's the matter?\It's the important first match! Liven things up!\Midoriya! The match just started...\Preview\It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B, response:	your opponent in the first round.
context: Hey, hey, what's the matter?\It's the important first match! Liven things up!\Midoriya! The match just started...\Preview\It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round. response:	Ojiro, you care about me that much?
context: It's the important first match! Liven things up!\Midoriya! The match just started...\Preview\It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round.\Ojiro, you care about me that much? response:	That was part of it, but I also wanted to be in the preview.
context: Midoriya! The match just started...\Preview\It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round.\Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview. response:	So honest! Wow!
context: Preview\It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round.\Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview.\So honest! Wow! response:	Next time, Victory or Defeat!
context: It's the finals tournament, Midoriya.\Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round.\Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview.\So honest! Wow!\Next time, Victory or Defeat! response:	Shouts of Don't worry about it will echo through the
context: Ojiro, why'd you want to talk to me all of a sudden?\I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round.\Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview.\So honest! Wow!\Next time, Victory or Defeat!\Shouts of Don't worry about it will echo through the response:	stadium for the loser after the quick match.
context: I want to tell you what I know about the Quirk of Shinso from Class B,\your opponent in the first round.\Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview.\So honest! Wow!\Next time, Victory or Defeat!\Shouts of Don't worry about it will echo through the\stadium for the loser after the quick match. response:	Go beyond!
context: your opponent in the first round.\Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview.\So honest! Wow!\Next time, Victory or Defeat!\Shouts of Don't worry about it will echo through the\stadium for the loser after the quick match.\Go beyond! response:	Next time: Victory or Defeat
context: Ojiro, you care about me that much?\That was part of it, but I also wanted to be in the preview.\So honest! Wow!\Next time, Victory or Defeat!\Shouts of Don't worry about it will echo through the\stadium for the loser after the quick match.\Go beyond!\Next time: Victory or Defeat response:	Plus Ultra!
