context: 3 years ago response:	3 years ago
context: Wait...\Hey!\I see. Good.\You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of.\Hey, are you listening?\Sorry about that. response:	I thought it'd be a good experience for her.
context: Hey!\I see. Good.\You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of.\Hey, are you listening?\Sorry about that.\I thought it'd be a good experience for her. response:	This means that Sibyl was correct.
context: I see. Good.\You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of.\Hey, are you listening?\Sorry about that.\I thought it'd be a good experience for her.\This means that Sibyl was correct. response:	I'll be back soon. Later.
context: You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of.\Hey, are you listening?\Sorry about that.\I thought it'd be a good experience for her.\This means that Sibyl was correct.\I'll be back soon. Later. response:	There's no way I could love anyone,
context: Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of.\Hey, are you listening?\Sorry about that.\I thought it'd be a good experience for her.\This means that Sibyl was correct.\I'll be back soon. Later.\There's no way I could love anyone, response:	There's no way I could love anyone,
context: It's completely unheard of.\Hey, are you listening?\Sorry about that.\I thought it'd be a good experience for her.\This means that Sibyl was correct.\I'll be back soon. Later.\There's no way I could love anyone,\There's no way I could love anyone, response:	I will... become an Enforcer.
context: Hey, are you listening?\Sorry about that.\I thought it'd be a good experience for her.\This means that Sibyl was correct.\I'll be back soon. Later.\There's no way I could love anyone,\There's no way I could love anyone,\I will... become an Enforcer. response:	but I wish to be loved by someone in turn
context: Sorry about that.\I thought it'd be a good experience for her.\This means that Sibyl was correct.\I'll be back soon. Later.\There's no way I could love anyone,\There's no way I could love anyone,\I will... become an Enforcer.\but I wish to be loved by someone in turn response:	but I wish to be loved by someone in turn
context: I thought it'd be a good experience for her.\This means that Sibyl was correct.\I'll be back soon. Later.\There's no way I could love anyone,\There's no way I could love anyone,\I will... become an Enforcer.\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn response:	Huh?
context: This means that Sibyl was correct.\I'll be back soon. Later.\There's no way I could love anyone,\There's no way I could love anyone,\I will... become an Enforcer.\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\Huh? response:	I will become an Enforcer!
context: I'll be back soon. Later.\There's no way I could love anyone,\There's no way I could love anyone,\I will... become an Enforcer.\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\Huh?\I will become an Enforcer! response:	The world may not have
context: There's no way I could love anyone,\There's no way I could love anyone,\I will... become an Enforcer.\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\Huh?\I will become an Enforcer!\The world may not have response:	The world may not have
context: There's no way I could love anyone,\I will... become an Enforcer.\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\Huh?\I will become an Enforcer!\The world may not have\The world may not have response:	ended yesterday after all,
context: I will... become an Enforcer.\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\Huh?\I will become an Enforcer!\The world may not have\The world may not have\ended yesterday after all, response:	ended yesterday after all,
context: but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\Huh?\I will become an Enforcer!\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all, response:	but we will not budge
context: but I wish to be loved by someone in turn\Huh?\I will become an Enforcer!\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge response:	but we will not budge
context: Huh?\I will become an Enforcer!\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge response:	from where we are
context: I will become an Enforcer!\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are response:	from where we are
context: The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are response:	God, in favor of which parts have you left us?
context: The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us? response:	God, in favor of which parts have you left us?
context: ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us? response:	I receive no reply
context: ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply response:	I receive no reply
context: but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply response:	I never do
context: but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do response:	I never do
context: from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do response:	Are you still here?
context: from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here? response:	Are you still here?
context: God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here? response:	You'll never walk alone
context: God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone response:	You'll never walk alone
context: I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone response:	I walk with you
context: I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you response:	I walk with you
context: I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you response:	I will share all your sins
context: I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins response:	I will share all your sins
context: Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins response:	Together with you
context: Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you response:	Together with you
context: You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you response:	I walk
context: You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk response:	I walk
context: I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk response:	a trackless path
context: I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path response:	a trackless path
context: I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
