context: I was having a dream... response:	Please wake up, groom.
context: O-Of course. It's all good.\Wh-What?!\Just play along. You'll make Raiha sad.\What's wrong?\No, it's nothing.\Y-Yes.\I'm glad, though.\We can finally deal with our debt problem. response:	We have a guest, Raiha.
context: Wh-What?!\Just play along. You'll make Raiha sad.\What's wrong?\No, it's nothing.\Y-Yes.\I'm glad, though.\We can finally deal with our debt problem.\We have a guest, Raiha. response:	Oh, sorry.
context: Just play along. You'll make Raiha sad.\What's wrong?\No, it's nothing.\Y-Yes.\I'm glad, though.\We can finally deal with our debt problem.\We have a guest, Raiha.\Oh, sorry. response:	Thank you for having me.
context: What's wrong?\No, it's nothing.\Y-Yes.\I'm glad, though.\We can finally deal with our debt problem.\We have a guest, Raiha.\Oh, sorry.\Thank you for having me. response:	Sure.
context: No, it's nothing.\Y-Yes.\I'm glad, though.\We can finally deal with our debt problem.\We have a guest, Raiha.\Oh, sorry.\Thank you for having me.\Sure. response:	Thanks for the dinner, Raiha-chan.
context: Y-Yes.\I'm glad, though.\We can finally deal with our debt problem.\We have a guest, Raiha.\Oh, sorry.\Thank you for having me.\Sure.\Thanks for the dinner, Raiha-chan. response:	Itsuki-san...
context: I'm glad, though.\We can finally deal with our debt problem.\We have a guest, Raiha.\Oh, sorry.\Thank you for having me.\Sure.\Thanks for the dinner, Raiha-chan.\Itsuki-san... response:	Y-Yes?
context: We can finally deal with our debt problem.\We have a guest, Raiha.\Oh, sorry.\Thank you for having me.\Sure.\Thanks for the dinner, Raiha-chan.\Itsuki-san...\Y-Yes? response:	My brother's a crappy, egoistic low-life, but...
context: We have a guest, Raiha.\Oh, sorry.\Thank you for having me.\Sure.\Thanks for the dinner, Raiha-chan.\Itsuki-san...\Y-Yes?\My brother's a crappy, egoistic low-life, but... response:	R-Raiha?
context: Oh, sorry.\Thank you for having me.\Sure.\Thanks for the dinner, Raiha-chan.\Itsuki-san...\Y-Yes?\My brother's a crappy, egoistic low-life, but...\R-Raiha? response:	But he's got lots of good qualities, too.
context: Thank you for having me.\Sure.\Thanks for the dinner, Raiha-chan.\Itsuki-san...\Y-Yes?\My brother's a crappy, egoistic low-life, but...\R-Raiha?\But he's got lots of good qualities, too. response:	So, um...
context: Sure.\Thanks for the dinner, Raiha-chan.\Itsuki-san...\Y-Yes?\My brother's a crappy, egoistic low-life, but...\R-Raiha?\But he's got lots of good qualities, too.\So, um... response:	Would you have dinner with us again?
context: Thanks for the dinner, Raiha-chan.\Itsuki-san...\Y-Yes?\My brother's a crappy, egoistic low-life, but...\R-Raiha?\But he's got lots of good qualities, too.\So, um...\Would you have dinner with us again? response:	Of course.
context: Itsuki-san...\Y-Yes?\My brother's a crappy, egoistic low-life, but...\R-Raiha?\But he's got lots of good qualities, too.\So, um...\Would you have dinner with us again?\Of course. response:	Using my brain makes me hungry.
context: Y-Yes?\My brother's a crappy, egoistic low-life, but...\R-Raiha?\But he's got lots of good qualities, too.\So, um...\Would you have dinner with us again?\Of course.\Using my brain makes me hungry. response:	I hope you'll treat me again.
context: My brother's a crappy, egoistic low-life, but...\R-Raiha?\But he's got lots of good qualities, too.\So, um...\Would you have dinner with us again?\Of course.\Using my brain makes me hungry.\I hope you'll treat me again. response:	Don't get the wrong idea.
context: R-Raiha?\But he's got lots of good qualities, too.\So, um...\Would you have dinner with us again?\Of course.\Using my brain makes me hungry.\I hope you'll treat me again.\Don't get the wrong idea. response:	I have an idea of your circumstances now,
context: But he's got lots of good qualities, too.\So, um...\Would you have dinner with us again?\Of course.\Using my brain makes me hungry.\I hope you'll treat me again.\Don't get the wrong idea.\I have an idea of your circumstances now, response:	but I can't help you.
context: So, um...\Would you have dinner with us again?\Of course.\Using my brain makes me hungry.\I hope you'll treat me again.\Don't get the wrong idea.\I have an idea of your circumstances now,\but I can't help you. response:	That so?
context: Would you have dinner with us again?\Of course.\Using my brain makes me hungry.\I hope you'll treat me again.\Don't get the wrong idea.\I have an idea of your circumstances now,\but I can't help you.\That so? response:	I'll study, but I won't ask for your tutelage.
context: Of course.\Using my brain makes me hungry.\I hope you'll treat me again.\Don't get the wrong idea.\I have an idea of your circumstances now,\but I can't help you.\That so?\I'll study, but I won't ask for your tutelage. response:	I'll pull it off without your assistance.
context: Using my brain makes me hungry.\I hope you'll treat me again.\Don't get the wrong idea.\I have an idea of your circumstances now,\but I can't help you.\That so?\I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance. response:	So if you want to tutor us, suit yourself.
context: I hope you'll treat me again.\Don't get the wrong idea.\I have an idea of your circumstances now,\but I can't help you.\That so?\I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance.\So if you want to tutor us, suit yourself. response:	What did you just say?
context: Don't get the wrong idea.\I have an idea of your circumstances now,\but I can't help you.\That so?\I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance.\So if you want to tutor us, suit yourself.\What did you just say? response:	I said, suit yourself.
context: I have an idea of your circumstances now,\but I can't help you.\That so?\I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance.\So if you want to tutor us, suit yourself.\What did you just say?\I said, suit yourself. response:	R-Really?
context: but I can't help you.\That so?\I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance.\So if you want to tutor us, suit yourself.\What did you just say?\I said, suit yourself.\R-Really? response:	That's all I have to do?
context: That so?\I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance.\So if you want to tutor us, suit yourself.\What did you just say?\I said, suit yourself.\R-Really?\That's all I have to do? response:	You're the best, Itsuki!
context: I'll study, but I won't ask for your tutelage.\I'll pull it off without your assistance.\So if you want to tutor us, suit yourself.\What did you just say?\I said, suit yourself.\R-Really?\That's all I have to do?\You're the best, Itsuki! response:	What?
context: I'll pull it off without your assistance.\So if you want to tutor us, suit yourself.\What did you just say?\I said, suit yourself.\R-Really?\That's all I have to do?\You're the best, Itsuki!\What? response:	I'll be there precisely at noon tomorrow.
context: So if you want to tutor us, suit yourself.\What did you just say?\I said, suit yourself.\R-Really?\That's all I have to do?\You're the best, Itsuki!\What?\I'll be there precisely at noon tomorrow. response:	Gather the other four for me.
context: What did you just say?\I said, suit yourself.\R-Really?\That's all I have to do?\You're the best, Itsuki!\What?\I'll be there precisely at noon tomorrow.\Gather the other four for me. response:	Right.
context: I said, suit yourself.\R-Really?\That's all I have to do?\You're the best, Itsuki!\What?\I'll be there precisely at noon tomorrow.\Gather the other four for me.\Right. response:	That's right.
context: R-Really?\That's all I have to do?\You're the best, Itsuki!\What?\I'll be there precisely at noon tomorrow.\Gather the other four for me.\Right.\That's right. response:	My job is to help all five of them graduate.
context: That's all I have to do?\You're the best, Itsuki!\What?\I'll be there precisely at noon tomorrow.\Gather the other four for me.\Right.\That's right.\My job is to help all five of them graduate. response:	I don't need to actually deal with all five of them.
context: You're the best, Itsuki!\What?\I'll be there precisely at noon tomorrow.\Gather the other four for me.\Right.\That's right.\My job is to help all five of them graduate.\I don't need to actually deal with all five of them. response:	I just need to teach the ones that are in danger of failing.
context: What?\I'll be there precisely at noon tomorrow.\Gather the other four for me.\Right.\That's right.\My job is to help all five of them graduate.\I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing. response:	I wonder if Futaro knows.
context: I'll be there precisely at noon tomorrow.\Gather the other four for me.\Right.\That's right.\My job is to help all five of them graduate.\I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows. response:	I doubt he knows...
context: Gather the other four for me.\Right.\That's right.\My job is to help all five of them graduate.\I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows.\I doubt he knows... response:	that we transferred here because all five of us nearly failed.
context: Right.\That's right.\My job is to help all five of them graduate.\I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows.\I doubt he knows...\that we transferred here because all five of us nearly failed. response:	The unbelievable day... Hehe.
context: That's right.\My job is to help all five of them graduate.\I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows.\I doubt he knows...\that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe. response:	You mean the day you met us, right?
context: My job is to help all five of them graduate.\I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows.\I doubt he knows...\that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe.\You mean the day you met us, right? response:	It didn't seem like it at the time.
context: I don't need to actually deal with all five of them.\I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows.\I doubt he knows...\that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe.\You mean the day you met us, right?\It didn't seem like it at the time. response:	Yeah, you're right.
context: I just need to teach the ones that are in danger of failing.\I wonder if Futaro knows.\I doubt he knows...\that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe.\You mean the day you met us, right?\It didn't seem like it at the time.\Yeah, you're right. response:	All these years later, I still relive that moment in my sleep...
context: I wonder if Futaro knows.\I doubt he knows...\that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe.\You mean the day you met us, right?\It didn't seem like it at the time.\Yeah, you're right.\All these years later, I still relive that moment in my sleep... response:	It was unbelievable.
context: I doubt he knows...\that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe.\You mean the day you met us, right?\It didn't seem like it at the time.\Yeah, you're right.\All these years later, I still relive that moment in my sleep...\It was unbelievable. response:	An absolute nightmare.
context: that we transferred here because all five of us nearly failed.\The unbelievable day... Hehe.\You mean the day you met us, right?\It didn't seem like it at the time.\Yeah, you're right.\All these years later, I still relive that moment in my sleep...\It was unbelievable.\An absolute nightmare. response:	Next Time on The Quintessential Quintuplets
context: The unbelievable day... Hehe.\You mean the day you met us, right?\It didn't seem like it at the time.\Yeah, you're right.\All these years later, I still relive that moment in my sleep...\It was unbelievable.\An absolute nightmare.\Next Time on The Quintessential Quintuplets response:	Quintuplets Trivia!
context: You mean the day you met us, right?\It didn't seem like it at the time.\Yeah, you're right.\All these years later, I still relive that moment in my sleep...\It was unbelievable.\An absolute nightmare.\Next Time on The Quintessential Quintuplets\Quintuplets Trivia! response:	Our weights total up to 250 kilos!
context: It didn't seem like it at the time.\Yeah, you're right.\All these years later, I still relive that moment in my sleep...\It was unbelievable.\An absolute nightmare.\Next Time on The Quintessential Quintuplets\Quintuplets Trivia!\Our weights total up to 250 kilos! response:	Wow, it's neatly divisible by five!
context: Yeah, you're right.\All these years later, I still relive that moment in my sleep...\It was unbelievable.\An absolute nightmare.\Next Time on The Quintessential Quintuplets\Quintuplets Trivia!\Our weights total up to 250 kilos!\Wow, it's neatly divisible by five! response:	50 kilos each! The average, healthy weight for a girl!
context: All these years later, I still relive that moment in my sleep...\It was unbelievable.\An absolute nightmare.\Next Time on The Quintessential Quintuplets\Quintuplets Trivia!\Our weights total up to 250 kilos!\Wow, it's neatly divisible by five!\50 kilos each! The average, healthy weight for a girl! response:	Let's go with that, okay?
context: It was unbelievable.\An absolute nightmare.\Next Time on The Quintessential Quintuplets\Quintuplets Trivia!\Our weights total up to 250 kilos!\Wow, it's neatly divisible by five!\50 kilos each! The average, healthy weight for a girl!\Let's go with that, okay? response:	Uh, but...
context: An absolute nightmare.\Next Time on The Quintessential Quintuplets\Quintuplets Trivia!\Our weights total up to 250 kilos!\Wow, it's neatly divisible by five!\50 kilos each! The average, healthy weight for a girl!\Let's go with that, okay?\Uh, but... response:	Let's go with that, okay?
context: Next Time on The Quintessential Quintuplets\Quintuplets Trivia!\Our weights total up to 250 kilos!\Wow, it's neatly divisible by five!\50 kilos each! The average, healthy weight for a girl!\Let's go with that, okay?\Uh, but...\Let's go with that, okay? response:	Okay...
