context: Karaoke Village response:	Kinoshita-kun, go clean up booth 13.
context: I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend?\That's just too much for me!\Close! Too close!\I'm your girlfriend.\That's the role I want.\I-It's almost time for the shrine visit, I think. response:	Heart Rate
context: But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend?\That's just too much for me!\Close! Too close!\I'm your girlfriend.\That's the role I want.\I-It's almost time for the shrine visit, I think.\Heart Rate response:	Range
context: and I'm just a friend?\That's just too much for me!\Close! Too close!\I'm your girlfriend.\That's the role I want.\I-It's almost time for the shrine visit, I think.\Heart Rate\Range response:	I heard you told your folks she's a pathological liar.
context: That's just too much for me!\Close! Too close!\I'm your girlfriend.\That's the role I want.\I-It's almost time for the shrine visit, I think.\Heart Rate\Range\I heard you told your folks she's a pathological liar. response:	Y-Yeah.
context: Close! Too close!\I'm your girlfriend.\That's the role I want.\I-It's almost time for the shrine visit, I think.\Heart Rate\Range\I heard you told your folks she's a pathological liar.\Y-Yeah. response:	And she was okay with that?
context: I'm your girlfriend.\That's the role I want.\I-It's almost time for the shrine visit, I think.\Heart Rate\Range\I heard you told your folks she's a pathological liar.\Y-Yeah.\And she was okay with that? response:	What do you think?
context: That's the role I want.\I-It's almost time for the shrine visit, I think.\Heart Rate\Range\I heard you told your folks she's a pathological liar.\Y-Yeah.\And she was okay with that?\What do you think? response:	I don't believe you. Way to add fuel to the fire.
context: I-It's almost time for the shrine visit, I think.\Heart Rate\Range\I heard you told your folks she's a pathological liar.\Y-Yeah.\And she was okay with that?\What do you think?\I don't believe you. Way to add fuel to the fire. response:	What choice did I have?
context: Heart Rate\Range\I heard you told your folks she's a pathological liar.\Y-Yeah.\And she was okay with that?\What do you think?\I don't believe you. Way to add fuel to the fire.\What choice did I have? response:	Kazuya.
context: Range\I heard you told your folks she's a pathological liar.\Y-Yeah.\And she was okay with that?\What do you think?\I don't believe you. Way to add fuel to the fire.\What choice did I have?\Kazuya. response:	What's up?
context: I heard you told your folks she's a pathological liar.\Y-Yeah.\And she was okay with that?\What do you think?\I don't believe you. Way to add fuel to the fire.\What choice did I have?\Kazuya.\What's up? response:	Well, we've lost Mom and Sarashina-san.
context: Y-Yeah.\And she was okay with that?\What do you think?\I don't believe you. Way to add fuel to the fire.\What choice did I have?\Kazuya.\What's up?\Well, we've lost Mom and Sarashina-san. response:	Are you all right? Do you feel sick?
context: And she was okay with that?\What do you think?\I don't believe you. Way to add fuel to the fire.\What choice did I have?\Kazuya.\What's up?\Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick? response:	No.
context: What do you think?\I don't believe you. Way to add fuel to the fire.\What choice did I have?\Kazuya.\What's up?\Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick?\No. response:	It's Kazuya.
context: I don't believe you. Way to add fuel to the fire.\What choice did I have?\Kazuya.\What's up?\Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick?\No.\It's Kazuya. response:	Nope. She's not answering.
context: What choice did I have?\Kazuya.\What's up?\Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick?\No.\It's Kazuya.\Nope. She's not answering. response:	We shouldn't have trusted her to keep her end of the deal.
context: Kazuya.\What's up?\Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick?\No.\It's Kazuya.\Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal. response:	We can't pass the rental girlfriend thing off as a lie if she tells her.
context: What's up?\Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick?\No.\It's Kazuya.\Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her. response:	Let's split up and look for them.
context: Well, we've lost Mom and Sarashina-san.\Are you all right? Do you feel sick?\No.\It's Kazuya.\Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them. response:	Gotcha!
context: Are you all right? Do you feel sick?\No.\It's Kazuya.\Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them.\Gotcha! response:	What's the matter?
context: No.\It's Kazuya.\Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them.\Gotcha!\What's the matter? response:	Tell her... I have to tell her!
context: It's Kazuya.\Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them.\Gotcha!\What's the matter?\Tell her... I have to tell her! response:	I'm not a liar!
context: Nope. She's not answering.\We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them.\Gotcha!\What's the matter?\Tell her... I have to tell her!\I'm not a liar! response:	And Chizuru-san's a rental girlfriend!
context: We shouldn't have trusted her to keep her end of the deal.\We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them.\Gotcha!\What's the matter?\Tell her... I have to tell her!\I'm not a liar!\And Chizuru-san's a rental girlfriend! response:	It's not fair of you two to keep lying to her!
context: We can't pass the rental girlfriend thing off as a lie if she tells her.\Let's split up and look for them.\Gotcha!\What's the matter?\Tell her... I have to tell her!\I'm not a liar!\And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her! response:	Ruka-dono?
context: Let's split up and look for them.\Gotcha!\What's the matter?\Tell her... I have to tell her!\I'm not a liar!\And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her!\Ruka-dono? response:	Am I wrong?
context: Gotcha!\What's the matter?\Tell her... I have to tell her!\I'm not a liar!\And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her!\Ruka-dono?\Am I wrong? response:	What she wants is a successor.
context: What's the matter?\Tell her... I have to tell her!\I'm not a liar!\And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her!\Ruka-dono?\Am I wrong?\What she wants is a successor. response:	Then I'm the better fit!
context: Tell her... I have to tell her!\I'm not a liar!\And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her!\Ruka-dono?\Am I wrong?\What she wants is a successor.\Then I'm the better fit! response:	I'm the one who can actually marry him!
context: I'm not a liar!\And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her!\Ruka-dono?\Am I wrong?\What she wants is a successor.\Then I'm the better fit!\I'm the one who can actually marry him! response:	Chizuru-san's just a rental. I'm his real girlfriend!
context: And Chizuru-san's a rental girlfriend!\It's not fair of you two to keep lying to her!\Ruka-dono?\Am I wrong?\What she wants is a successor.\Then I'm the better fit!\I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend! response:	She may be a rental, but Mizuhara is...
context: It's not fair of you two to keep lying to her!\Ruka-dono?\Am I wrong?\What she wants is a successor.\Then I'm the better fit!\I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is... response:	the best girlfriend anyone could ask for!
context: Ruka-dono?\Am I wrong?\What she wants is a successor.\Then I'm the better fit!\I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for! response:	I have to tell her!
context: Am I wrong?\What she wants is a successor.\Then I'm the better fit!\I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for!\I have to tell her! response:	Anyway, I'm glad I got to meet you today.
context: What she wants is a successor.\Then I'm the better fit!\I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for!\I have to tell her!\Anyway, I'm glad I got to meet you today. response:	It's my first time meeting a friend of Chizuru-san's.
context: Then I'm the better fit!\I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for!\I have to tell her!\Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's. response:	There's so much I want to ask you.
context: I'm the one who can actually marry him!\Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for!\I have to tell her!\Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you. response:	Like what?
context: Chizuru-san's just a rental. I'm his real girlfriend!\She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for!\I have to tell her!\Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you.\Like what? response:	How does she usually act?
context: She may be a rental, but Mizuhara is...\the best girlfriend anyone could ask for!\I have to tell her!\Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you.\Like what?\How does she usually act? response:	Is it any different from how she behaves around us?
context: the best girlfriend anyone could ask for!\I have to tell her!\Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you.\Like what?\How does she usually act?\Is it any different from how she behaves around us? response:	Given how Kazuya's not much of a ladies' man at all,
context: I have to tell her!\Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you.\Like what?\How does she usually act?\Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all, response:	as head of the Kinoshita family, I can't help but put her on a pedestal.
context: Anyway, I'm glad I got to meet you today.\It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you.\Like what?\How does she usually act?\Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal. response:	I hope that isn't proving to be a cause of stress for her.
context: It's my first time meeting a friend of Chizuru-san's.\There's so much I want to ask you.\Like what?\How does she usually act?\Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her. response:	How many friends does she have?
context: There's so much I want to ask you.\Like what?\How does she usually act?\Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her.\How many friends does she have? response:	What are her favorite pastimes?
context: Like what?\How does she usually act?\Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her.\How many friends does she have?\What are her favorite pastimes? response:	What does she like, and what does she dislike?
context: How does she usually act?\Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her.\How many friends does she have?\What are her favorite pastimes?\What does she like, and what does she dislike? response:	What are her favorite foods, and what makes her laugh the most?
context: Is it any different from how she behaves around us?\Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her.\How many friends does she have?\What are her favorite pastimes?\What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most? response:	This is all I've been thinking about lately. All day, every day.
context: Given how Kazuya's not much of a ladies' man at all,\as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her.\How many friends does she have?\What are her favorite pastimes?\What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day. response:	It's as though this bag of bones has fallen in love with a young girl.
context: as head of the Kinoshita family, I can't help but put her on a pedestal.\I hope that isn't proving to be a cause of stress for her.\How many friends does she have?\What are her favorite pastimes?\What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl. response:	No... It's not a granddaughter-in-law that she wants.
context: I hope that isn't proving to be a cause of stress for her.\How many friends does she have?\What are her favorite pastimes?\What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants. response:	It's Chizuru-san herself!
context: How many friends does she have?\What are her favorite pastimes?\What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself! response:	Forgive me for the barrage of questions. You must think I'm annoying.
context: What are her favorite pastimes?\What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying. response:	No...
context: What does she like, and what does she dislike?\What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying.\No... response:	Grandmother!
context: What are her favorite foods, and what makes her laugh the most?\This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying.\No...\Grandmother! response:	Oh, Chizuru-san.
context: This is all I've been thinking about lately. All day, every day.\It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying.\No...\Grandmother!\Oh, Chizuru-san. response:	You suddenly went missing. We were all so worried.
context: It's as though this bag of bones has fallen in love with a young girl.\No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying.\No...\Grandmother!\Oh, Chizuru-san.\You suddenly went missing. We were all so worried. response:	Sorry about that. Ruka-dono and I were just having a chat...
context: No... It's not a granddaughter-in-law that she wants.\It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying.\No...\Grandmother!\Oh, Chizuru-san.\You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat... response:	You're completely out of breath, Chizuru-san!
context: It's Chizuru-san herself!\Forgive me for the barrage of questions. You must think I'm annoying.\No...\Grandmother!\Oh, Chizuru-san.\You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san! response:	Are you okay?!
context: Forgive me for the barrage of questions. You must think I'm annoying.\No...\Grandmother!\Oh, Chizuru-san.\You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san!\Are you okay?! response:	Oh, yes, I'm fine.
context: No...\Grandmother!\Oh, Chizuru-san.\You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san!\Are you okay?!\Oh, yes, I'm fine. response:	Shall we head to the shrine, then?
context: Grandmother!\Oh, Chizuru-san.\You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san!\Are you okay?!\Oh, yes, I'm fine.\Shall we head to the shrine, then? response:	Let's have another chat sometime, Ruka-dono.
context: Oh, Chizuru-san.\You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san!\Are you okay?!\Oh, yes, I'm fine.\Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono. response:	Yes, definitely.
context: You suddenly went missing. We were all so worried.\Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san!\Are you okay?!\Oh, yes, I'm fine.\Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono.\Yes, definitely. response:	Sorry about that, everyone.
context: Sorry about that. Ruka-dono and I were just having a chat...\You're completely out of breath, Chizuru-san!\Are you okay?!\Oh, yes, I'm fine.\Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono.\Yes, definitely.\Sorry about that, everyone. response:	Don't just wander off like that.
context: You're completely out of breath, Chizuru-san!\Are you okay?!\Oh, yes, I'm fine.\Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono.\Yes, definitely.\Sorry about that, everyone.\Don't just wander off like that. response:	We were so worried!
context: Are you okay?!\Oh, yes, I'm fine.\Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono.\Yes, definitely.\Sorry about that, everyone.\Don't just wander off like that.\We were so worried! response:	Don't act like I'm on my last legs!
context: Oh, yes, I'm fine.\Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono.\Yes, definitely.\Sorry about that, everyone.\Don't just wander off like that.\We were so worried!\Don't act like I'm on my last legs! response:	Okay, let's go pray for a thriving business!
context: Shall we head to the shrine, then?\Let's have another chat sometime, Ruka-dono.\Yes, definitely.\Sorry about that, everyone.\Don't just wander off like that.\We were so worried!\Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business! response:	Close shave
context: Let's have another chat sometime, Ruka-dono.\Yes, definitely.\Sorry about that, everyone.\Don't just wander off like that.\We were so worried!\Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business!\Close shave response:	Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be
context: Yes, definitely.\Sorry about that, everyone.\Don't just wander off like that.\We were so worried!\Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business!\Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be response:	Ruka-chan.
context: Sorry about that, everyone.\Don't just wander off like that.\We were so worried!\Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business!\Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan. response:	Listen, I'm sorry about what I told my gran.
context: Don't just wander off like that.\We were so worried!\Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business!\Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan.\Listen, I'm sorry about what I told my gran. response:	Also, uh... thank you for not spilling the beans.
context: We were so worried!\Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business!\Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan.\Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans. response:	Fortunes
context: Don't act like I'm on my last legs!\Okay, let's go pray for a thriving business!\Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan.\Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans.\Fortunes response:	I'm not a liar.
context: Okay, let's go pray for a thriving business!\Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan.\Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans.\Fortunes\I'm not a liar. response:	S-Sorry
context: Close shave\Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan.\Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans.\Fortunes\I'm not a liar.\S-Sorry response:	I am your girlfriend.
context: Other people's opinions aren't Romance: Not a great time. Don't rush things. Moving: Fine Childbirth: May be\Ruka-chan.\Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans.\Fortunes\I'm not a liar.\S-Sorry\I am your girlfriend. response:	And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.
context: Ruka-chan.\Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans.\Fortunes\I'm not a liar.\S-Sorry\I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend. response:	But I couldn't do it!
context: Listen, I'm sorry about what I told my gran.\Also, uh... thank you for not spilling the beans.\Fortunes\I'm not a liar.\S-Sorry\I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it! response:	I knew it wasn't the right time to tell her!
context: Also, uh... thank you for not spilling the beans.\Fortunes\I'm not a liar.\S-Sorry\I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it!\I knew it wasn't the right time to tell her! response:	Ruka-chan...
context: Fortunes\I'm not a liar.\S-Sorry\I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it!\I knew it wasn't the right time to tell her!\Ruka-chan... response:	Just no kissing or clinging to Chizuru-san!
context: I'm not a liar.\S-Sorry\I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it!\I knew it wasn't the right time to tell her!\Ruka-chan...\Just no kissing or clinging to Chizuru-san! response:	Why would I? She's a rental girlfriend!
context: S-Sorry\I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it!\I knew it wasn't the right time to tell her!\Ruka-chan...\Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend! response:	I'm not giving up, okay?
context: I am your girlfriend.\And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it!\I knew it wasn't the right time to tell her!\Ruka-chan...\Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend!\I'm not giving up, okay? response:	One day, your grandma will accept me as your real girlfriend.
context: And I hate Chizuru-san for meddling in your family's affairs as a rental girlfriend.\But I couldn't do it!\I knew it wasn't the right time to tell her!\Ruka-chan...\Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend!\I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend. response:	This is going to be a battle of endurance. You'd best be ready.
context: But I couldn't do it!\I knew it wasn't the right time to tell her!\Ruka-chan...\Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend!\I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready. response:	Endurance?
context: I knew it wasn't the right time to tell her!\Ruka-chan...\Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend!\I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready.\Endurance? response:	Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.
context: Ruka-chan...\Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend!\I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready.\Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things. response:	You just like Kazuya-kun, don't you?
context: Just no kissing or clinging to Chizuru-san!\Why would I? She's a rental girlfriend!\I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready.\Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you? response:	I love you, Kazuya-san!
context: Why would I? She's a rental girlfriend!\I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready.\Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you?\I love you, Kazuya-san! response:	Whoa, whoa!
context: I'm not giving up, okay?\One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready.\Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you?\I love you, Kazuya-san!\Whoa, whoa! response:	Beam
context: One day, your grandma will accept me as your real girlfriend.\This is going to be a battle of endurance. You'd best be ready.\Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you?\I love you, Kazuya-san!\Whoa, whoa!\Beam response:	Beam
context: This is going to be a battle of endurance. You'd best be ready.\Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you?\I love you, Kazuya-san!\Whoa, whoa!\Beam\Beam response:	Wha?!
context: Endurance?\Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you?\I love you, Kazuya-san!\Whoa, whoa!\Beam\Beam\Wha?! response:	You're so childish
context: Don't be selfish. Romance: You may find someone nice and close to you, but don't rush things.\You just like Kazuya-kun, don't you?\I love you, Kazuya-san!\Whoa, whoa!\Beam\Beam\Wha?!\You're so childish response:	Puts men to shame
context: You just like Kazuya-kun, don't you?\I love you, Kazuya-san!\Whoa, whoa!\Beam\Beam\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: I love you, Kazuya-san!\Whoa, whoa!\Beam\Beam\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: Whoa, whoa!\Beam\Beam\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: Beam\Beam\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	Karaoke Village
context: Beam\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Karaoke Village response:	Looks like we're getting new staff.
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Karaoke Village\Looks like we're getting new staff. response:	I'm Sarashina Ruka, and I'll be joining you as of today.
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Karaoke Village\Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today. response:	Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Karaoke Village\Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way. response:	What?!
context: Already a chief at her young age\Sensei!\I need your help with homework!\Karaoke Village\Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.\What?! response:	What did your fortune say, Chizuru-san?
context: Sensei!\I need your help with homework!\Karaoke Village\Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.\What?!\What did your fortune say, Chizuru-san? response:	That's, uh, a secret.
context: I need your help with homework!\Karaoke Village\Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.\What?!\What did your fortune say, Chizuru-san?\That's, uh, a secret. response:	Did it say,
context: Karaoke Village\Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.\What?!\What did your fortune say, Chizuru-san?\That's, uh, a secret.\Did it say, response:	You'll fall for a college student who rented a girlfriend after being dumped?!
context: Looks like we're getting new staff.\I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.\What?!\What did your fortune say, Chizuru-san?\That's, uh, a secret.\Did it say,\You'll fall for a college student who rented a girlfriend after being dumped?! response:	That'd be the worst fortune possible.
context: I'm Sarashina Ruka, and I'll be joining you as of today.\Conflicts: Up against women, you'll lose. Romance: Sudden storms are headed your way.\What?!\What did your fortune say, Chizuru-san?\That's, uh, a secret.\Did it say,\You'll fall for a college student who rented a girlfriend after being dumped?!\That'd be the worst fortune possible. response:	I don't know why, but I hurt inside.
