context: Hina response:	Hina was deeply troubled.
context: Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more!\This is an old house.\It's like a movie set.\I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina...\Plump Plump\Bloomph response:	Gold
context: Come on, Bodoro! Fold some more!\This is an old house.\It's like a movie set.\I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina...\Plump Plump\Bloomph\Gold response:	Round and shiny!
context: This is an old house.\It's like a movie set.\I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina...\Plump Plump\Bloomph\Gold\Round and shiny! response:	Thump Thump Thump Thump
context: It's like a movie set.\I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina...\Plump Plump\Bloomph\Gold\Round and shiny!\Thump Thump Thump Thump response:	Kiriyama...
context: I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina...\Plump Plump\Bloomph\Gold\Round and shiny!\Thump Thump Thump Thump\Kiriyama... response:	What can I say, your wonderful friend is just like a nice, round, shiny ball.
context: I-It's okay. Nothing for you to apologize, Hina...\Plump Plump\Bloomph\Gold\Round and shiny!\Thump Thump Thump Thump\Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball. response:	L-Like a ball?
context: Plump Plump\Bloomph\Gold\Round and shiny!\Thump Thump Thump Thump\Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball? response:	I've never heard anyone describe a friend like that.
context: Bloomph\Gold\Round and shiny!\Thump Thump Thump Thump\Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball?\I've never heard anyone describe a friend like that. response:	Sorry. Sis is extremely fond of soft and fluffy things.
context: Gold\Round and shiny!\Thump Thump Thump Thump\Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball?\I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things. response:	I'm really sorry.
context: Round and shiny!\Thump Thump Thump Thump\Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball?\I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry. response:	What would you like to eat?
context: Thump Thump Thump Thump\Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball?\I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry.\What would you like to eat? response:	We went grocery shopping today, so I can make pretty much anything.
context: Kiriyama...\What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball?\I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry.\What would you like to eat?\We went grocery shopping today, so I can make pretty much anything. response:	Bam
context: What can I say, your wonderful friend is just like a nice, round, shiny ball.\L-Like a ball?\I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry.\What would you like to eat?\We went grocery shopping today, so I can make pretty much anything.\Bam response:	Fried chicken? Salisbury steak?
context: L-Like a ball?\I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry.\What would you like to eat?\We went grocery shopping today, so I can make pretty much anything.\Bam\Fried chicken? Salisbury steak? response:	Salisb... No...
context: I've never heard anyone describe a friend like that.\Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry.\What would you like to eat?\We went grocery shopping today, so I can make pretty much anything.\Bam\Fried chicken? Salisbury steak?\Salisb... No... response:	If you could make something bland and light on protein...
context: Sorry. Sis is extremely fond of soft and fluffy things.\I'm really sorry.\What would you like to eat?\We went grocery shopping today, so I can make pretty much anything.\Bam\Fried chicken? Salisbury steak?\Salisb... No...\If you could make something bland and light on protein... response:	U-Um, I'm sorry. It's nothing. I can eat that.
context: I'm really sorry.\What would you like to eat?\We went grocery shopping today, so I can make pretty much anything.\Bam\Fried chicken? Salisbury steak?\Salisb... No...\If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that. response:	Oh, I see...
context: What would you like to eat?\We went grocery shopping today, so I can make pretty much anything.\Bam\Fried chicken? Salisbury steak?\Salisb... No...\If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see... response:	That's unusual. You prefer a mature taste.
context: We went grocery shopping today, so I can make pretty much anything.\Bam\Fried chicken? Salisbury steak?\Salisb... No...\If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see...\That's unusual. You prefer a mature taste. response:	That's odd. It's impossible to maintain a plump body like that with such a strict menu.
context: Bam\Fried chicken? Salisbury steak?\Salisb... No...\If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see...\That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu. response:	Thump Thump Thump
context: Fried chicken? Salisbury steak?\Salisb... No...\If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see...\That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump response:	Is he on a diet?
context: Salisb... No...\If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see...\That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump\Is he on a diet? response:	That's not good. If he diets, that beautiful ball-like shine would...
context: If you could make something bland and light on protein...\U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see...\That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump\Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would... response:	Ah, but I see, I would worry about it, too. He is around that age.
context: U-Um, I'm sorry. It's nothing. I can eat that.\Oh, I see...\That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump\Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age. response:	Fat Sugar
context: Oh, I see...\That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump\Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar response:	A slow metabolism...
context: That's unusual. You prefer a mature taste.\That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump\Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar\A slow metabolism... response:	Or maybe the situation is even more serious?
context: That's odd. It's impossible to maintain a plump body like that with such a strict menu.\Thump Thump Thump\Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar\A slow metabolism...\Or maybe the situation is even more serious? response:	Oh, no!
context: Thump Thump Thump\Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar\A slow metabolism...\Or maybe the situation is even more serious?\Oh, no! response:	No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!
context: Is he on a diet?\That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar\A slow metabolism...\Or maybe the situation is even more serious?\Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy! response:	It's okay! Leave it to me!
context: That's not good. If he diets, that beautiful ball-like shine would...\Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar\A slow metabolism...\Or maybe the situation is even more serious?\Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me! response:	Delicious. Sorry for your trouble, Akari.
context: Ah, but I see, I would worry about it, too. He is around that age.\Fat Sugar\A slow metabolism...\Or maybe the situation is even more serious?\Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari. response:	You promised you wouldn't say that, remember?
context: Fat Sugar\A slow metabolism...\Or maybe the situation is even more serious?\Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember? response:	I hate to say it, Akari.
context: A slow metabolism...\Or maybe the situation is even more serious?\Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember?\I hate to say it, Akari. response:	But I can't have melon or bamboo shoots.
context: Or maybe the situation is even more serious?\Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember?\I hate to say it, Akari.\But I can't have melon or bamboo shoots. response:	Lots of Money
context: Oh, no!\No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember?\I hate to say it, Akari.\But I can't have melon or bamboo shoots.\Lots of Money response:	I don't know what to eat these days.
context: No matter how appealingly soft and fluffy he is, it won't mean a thing unless he's healthy!\It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember?\I hate to say it, Akari.\But I can't have melon or bamboo shoots.\Lots of Money\I don't know what to eat these days. response:	I can't even enjoy booze. They said I could have just a little.
context: It's okay! Leave it to me!\Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember?\I hate to say it, Akari.\But I can't have melon or bamboo shoots.\Lots of Money\I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little. response:	Poor Mr. Yamamoto!
context: Delicious. Sorry for your trouble, Akari.\You promised you wouldn't say that, remember?\I hate to say it, Akari.\But I can't have melon or bamboo shoots.\Lots of Money\I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto! response:	Okay, I'll look into mild-tasting snacks for you. I'll search the internet.
context: You promised you wouldn't say that, remember?\I hate to say it, Akari.\But I can't have melon or bamboo shoots.\Lots of Money\I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet. response:	I didn't take care of Grandma, and listen to my customers at the club just for show!
context: I hate to say it, Akari.\But I can't have melon or bamboo shoots.\Lots of Money\I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show! response:	Okay, here you go.
context: But I can't have melon or bamboo shoots.\Lots of Money\I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go. response:	Season it as you like, Nikaidou.
context: Lots of Money\I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go.\Season it as you like, Nikaidou. response:	Delicious! Even though it's bland...
context: I don't know what to eat these days.\I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go.\Season it as you like, Nikaidou.\Delicious! Even though it's bland... response:	I'm glad. Chew well and eat slowly, okay?
context: I can't even enjoy booze. They said I could have just a little.\Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go.\Season it as you like, Nikaidou.\Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay? response:	Got hooked in, and also chewing well
context: Poor Mr. Yamamoto!\Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go.\Season it as you like, Nikaidou.\Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well response:	Yes. My butler is always telling me to chew each bite at least 30 times,
context: Okay, I'll look into mild-tasting snacks for you. I'll search the internet.\I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go.\Season it as you like, Nikaidou.\Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times, response:	but I'm always too impatient.
context: I didn't take care of Grandma, and listen to my customers at the club just for show!\Okay, here you go.\Season it as you like, Nikaidou.\Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient. response:	My, what a kind butler.
context: Okay, here you go.\Season it as you like, Nikaidou.\Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient.\My, what a kind butler. response:	Not being cared for by Akari, so somewhat sad beings...
context: Season it as you like, Nikaidou.\Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient.\My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings... response:	Huh? Who it could be at this hour?
context: Delicious! Even though it's bland...\I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient.\My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour? response:	I am sorry to disturb you so late this evening.
context: I'm glad. Chew well and eat slowly, okay?\Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient.\My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening. response:	It seems Young Master has been enjoying your hospitality.
context: Got hooked in, and also chewing well\Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient.\My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality. response:	Oh, Hanaoka. Are you here to pick me up?
context: Yes. My butler is always telling me to chew each bite at least 30 times,\but I'm always too impatient.\My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up? response:	Oh, you're Nikaidou's... I'm surprised you found your way here.
context: but I'm always too impatient.\My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here. response:	Of course, I used a GPS
context: My, what a kind butler.\Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS response:	Oh, excuse me! My lungs are a little...
context: Not being cared for by Akari, so somewhat sad beings...\Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS\Oh, excuse me! My lungs are a little... response:	Anyway, I happened to be passing by.
context: Huh? Who it could be at this hour?\I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS\Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by. response:	He always comes to pick me up, no matter where I am.
context: I am sorry to disturb you so late this evening.\It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS\Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am. response:	It's always been like that. Like magic, right?
context: It seems Young Master has been enjoying your hospitality.\Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS\Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right? response:	Heh
context: Oh, Hanaoka. Are you here to pick me up?\Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS\Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right?\Heh response:	Magic?!
context: Oh, you're Nikaidou's... I'm surprised you found your way here.\Of course, I used a GPS\Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right?\Heh\Magic?! response:	EEEk
context: Of course, I used a GPS\Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right?\Heh\Magic?!\EEEk response:	Wait a second, Nikaidou. You're totally under surveillance!
context: Oh, excuse me! My lungs are a little...\Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right?\Heh\Magic?!\EEEk\Wait a second, Nikaidou. You're totally under surveillance! response:	He just said GPS. He definitely said it!
context: Anyway, I happened to be passing by.\He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right?\Heh\Magic?!\EEEk\Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it! response:	Um, if you'd like, please enjoy this.
context: He always comes to pick me up, no matter where I am.\It's always been like that. Like magic, right?\Heh\Magic?!\EEEk\Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this. response:	It's from the neighborhood, so you may already know it,
context: It's always been like that. Like magic, right?\Heh\Magic?!\EEEk\Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it, response:	but this is one of my favorite sweets.
context: Heh\Magic?!\EEEk\Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets. response:	Oh my, thank you.
context: Magic?!\EEEk\Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets.\Oh my, thank you. response:	Oh, what a coincidence. I love these sweets, too.
context: EEEk\Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets.\Oh my, thank you.\Oh, what a coincidence. I love these sweets, too. response:	MIKAZUKI-DOU
context: Wait a second, Nikaidou. You're totally under surveillance!\He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets.\Oh my, thank you.\Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU response:	So much!
context: He just said GPS. He definitely said it!\Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets.\Oh my, thank you.\Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU\So much! response:	Um, won't you come in and have these with us? I'll make some tea.
context: Um, if you'd like, please enjoy this.\It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets.\Oh my, thank you.\Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU\So much!\Um, won't you come in and have these with us? I'll make some tea. response:	Oh, if you don't mind. Then...
context: It's from the neighborhood, so you may already know it,\but this is one of my favorite sweets.\Oh my, thank you.\Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU\So much!\Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then... response:	Please, come in.
context: but this is one of my favorite sweets.\Oh my, thank you.\Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU\So much!\Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then...\Please, come in. response:	Hina, would you boil some water?
context: Oh my, thank you.\Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU\So much!\Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then...\Please, come in.\Hina, would you boil some water? response:	Okay!
context: Oh, what a coincidence. I love these sweets, too.\MIKAZUKI-DOU\So much!\Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then...\Please, come in.\Hina, would you boil some water?\Okay! response:	Next Episode Preview
context: MIKAZUKI-DOU\So much!\Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then...\Please, come in.\Hina, would you boil some water?\Okay!\Next Episode Preview response:	Episode 5
context: So much!\Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then...\Please, come in.\Hina, would you boil some water?\Okay!\Next Episode Preview\Episode 5 response:	He was my dad's best friend.
context: Um, won't you come in and have these with us? I'll make some tea.\Oh, if you don't mind. Then...\Please, come in.\Hina, would you boil some water?\Okay!\Next Episode Preview\Episode 5\He was my dad's best friend. response:	Even though he's an adult, he really talked to me.
context: Oh, if you don't mind. Then...\Please, come in.\Hina, would you boil some water?\Okay!\Next Episode Preview\Episode 5\He was my dad's best friend.\Even though he's an adult, he really talked to me. response:	Do you like shogi?
context: Please, come in.\Hina, would you boil some water?\Okay!\Next Episode Preview\Episode 5\He was my dad's best friend.\Even though he's an adult, he really talked to me.\Do you like shogi? response:	Rei...
context: Hina, would you boil some water?\Okay!\Next Episode Preview\Episode 5\He was my dad's best friend.\Even though he's an adult, he really talked to me.\Do you like shogi?\Rei... response:	Watch the next episode of March Comes in Like a Lion, too!
context: Okay!\Next Episode Preview\Episode 5\He was my dad's best friend.\Even though he's an adult, he really talked to me.\Do you like shogi?\Rei...\Watch the next episode of March Comes in Like a Lion, too! response:	I swear I won't mess up the next bento!
