context: Miss Kobayashi, Miss Kobayashi! response:	I'm the ultimate maid, aren't I?
context: Huh?\You're in love with Tohru's human form.\That's why you're fine?\Huh?\No, no, what are you talking about?\A strong denial.\Suspicious.\That's not it! response:	Then...
context: You're in love with Tohru's human form.\That's why you're fine?\Huh?\No, no, what are you talking about?\A strong denial.\Suspicious.\That's not it!\Then... response:	What is this? Wow...
context: That's why you're fine?\Huh?\No, no, what are you talking about?\A strong denial.\Suspicious.\That's not it!\Then...\What is this? Wow... response:	Well?
context: Huh?\No, no, what are you talking about?\A strong denial.\Suspicious.\That's not it!\Then...\What is this? Wow...\Well? response:	You're only human in the end.
context: No, no, what are you talking about?\A strong denial.\Suspicious.\That's not it!\Then...\What is this? Wow...\Well?\You're only human in the end. response:	You can't resist your desires.
context: A strong denial.\Suspicious.\That's not it!\Then...\What is this? Wow...\Well?\You're only human in the end.\You can't resist your desires. response:	Now, let your pitiful male instincts run free!
context: Suspicious.\That's not it!\Then...\What is this? Wow...\Well?\You're only human in the end.\You can't resist your desires.\Now, let your pitiful male instincts run free! response:	You want to be loved, right?
context: That's not it!\Then...\What is this? Wow...\Well?\You're only human in the end.\You can't resist your desires.\Now, let your pitiful male instincts run free!\You want to be loved, right? response:	Tonight you can unleash your lusts on me.
context: Then...\What is this? Wow...\Well?\You're only human in the end.\You can't resist your desires.\Now, let your pitiful male instincts run free!\You want to be loved, right?\Tonight you can unleash your lusts on me. response:	Go on.
context: What is this? Wow...\Well?\You're only human in the end.\You can't resist your desires.\Now, let your pitiful male instincts run free!\You want to be loved, right?\Tonight you can unleash your lusts on me.\Go on. response:	Go on, go on.
context: Well?\You're only human in the end.\You can't resist your desires.\Now, let your pitiful male instincts run free!\You want to be loved, right?\Tonight you can unleash your lusts on me.\Go on.\Go on, go on. response:	I'm a woman!
context: You're only human in the end.\You can't resist your desires.\Now, let your pitiful male instincts run free!\You want to be loved, right?\Tonight you can unleash your lusts on me.\Go on.\Go on, go on.\I'm a woman! response:	Ow!
context: You can't resist your desires.\Now, let your pitiful male instincts run free!\You want to be loved, right?\Tonight you can unleash your lusts on me.\Go on.\Go on, go on.\I'm a woman!\Ow! response:	Cut the crap!
context: Now, let your pitiful male instincts run free!\You want to be loved, right?\Tonight you can unleash your lusts on me.\Go on.\Go on, go on.\I'm a woman!\Ow!\Cut the crap! response:	I'll unleash flames of rage and resentment on those huge lumps of fat every day!
context: You want to be loved, right?\Tonight you can unleash your lusts on me.\Go on.\Go on, go on.\I'm a woman!\Ow!\Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day! response:	Ahh, the last train's about to leave!
context: Tonight you can unleash your lusts on me.\Go on.\Go on, go on.\I'm a woman!\Ow!\Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave! response:	Tatsunokuchi Station
context: Go on.\Go on, go on.\I'm a woman!\Ow!\Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave!\Tatsunokuchi Station response:	Ah, wait!
context: Go on, go on.\I'm a woman!\Ow!\Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave!\Tatsunokuchi Station\Ah, wait! response:	Please do not rush onto the train while doors are closing.
context: I'm a woman!\Ow!\Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave!\Tatsunokuchi Station\Ah, wait!\Please do not rush onto the train while doors are closing. response:	What?
context: Ow!\Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave!\Tatsunokuchi Station\Ah, wait!\Please do not rush onto the train while doors are closing.\What? response:	Haven't caused enough commotion?
context: Cut the crap!\I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave!\Tatsunokuchi Station\Ah, wait!\Please do not rush onto the train while doors are closing.\What?\Haven't caused enough commotion? response:	I can't accept you.
context: I'll unleash flames of rage and resentment on those huge lumps of fat every day!\Ahh, the last train's about to leave!\Tatsunokuchi Station\Ah, wait!\Please do not rush onto the train while doors are closing.\What?\Haven't caused enough commotion?\I can't accept you. response:	Humans and dragons can't coexist.
context: Ahh, the last train's about to leave!\Tatsunokuchi Station\Ah, wait!\Please do not rush onto the train while doors are closing.\What?\Haven't caused enough commotion?\I can't accept you.\Humans and dragons can't coexist. response:	When they're together their differences cause suffering,
context: Tatsunokuchi Station\Ah, wait!\Please do not rush onto the train while doors are closing.\What?\Haven't caused enough commotion?\I can't accept you.\Humans and dragons can't coexist.\When they're together their differences cause suffering, response:	and as that suffering continues it breeds hatred for others.
context: Ah, wait!\Please do not rush onto the train while doors are closing.\What?\Haven't caused enough commotion?\I can't accept you.\Humans and dragons can't coexist.\When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others. response:	Respect turns to envy
context: Please do not rush onto the train while doors are closing.\What?\Haven't caused enough commotion?\I can't accept you.\Humans and dragons can't coexist.\When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others.\Respect turns to envy response:	and eventually creates pain.
context: What?\Haven't caused enough commotion?\I can't accept you.\Humans and dragons can't coexist.\When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others.\Respect turns to envy\and eventually creates pain. response:	What Tohru feels for you is nothing more than curiosity.
context: Haven't caused enough commotion?\I can't accept you.\Humans and dragons can't coexist.\When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others.\Respect turns to envy\and eventually creates pain.\What Tohru feels for you is nothing more than curiosity. response:	When that finally runs out...
context: I can't accept you.\Humans and dragons can't coexist.\When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others.\Respect turns to envy\and eventually creates pain.\What Tohru feels for you is nothing more than curiosity.\When that finally runs out... response:	Don't sleep!
context: Humans and dragons can't coexist.\When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others.\Respect turns to envy\and eventually creates pain.\What Tohru feels for you is nothing more than curiosity.\When that finally runs out...\Don't sleep! response:	Oh, it's fine.
context: When they're together their differences cause suffering,\and as that suffering continues it breeds hatred for others.\Respect turns to envy\and eventually creates pain.\What Tohru feels for you is nothing more than curiosity.\When that finally runs out...\Don't sleep!\Oh, it's fine. response:	I was listening, I was listening.
context: and as that suffering continues it breeds hatred for others.\Respect turns to envy\and eventually creates pain.\What Tohru feels for you is nothing more than curiosity.\When that finally runs out...\Don't sleep!\Oh, it's fine.\I was listening, I was listening. response:	Liar!
context: Respect turns to envy\and eventually creates pain.\What Tohru feels for you is nothing more than curiosity.\When that finally runs out...\Don't sleep!\Oh, it's fine.\I was listening, I was listening.\Liar! response:	You were talking about the differences between species or something, right?
context: and eventually creates pain.\What Tohru feels for you is nothing more than curiosity.\When that finally runs out...\Don't sleep!\Oh, it's fine.\I was listening, I was listening.\Liar!\You were talking about the differences between species or something, right? response:	You said you can't accept me, right?
context: What Tohru feels for you is nothing more than curiosity.\When that finally runs out...\Don't sleep!\Oh, it's fine.\I was listening, I was listening.\Liar!\You were talking about the differences between species or something, right?\You said you can't accept me, right? response:	So, is there something you want a human like me to do to satisfy you?
context: When that finally runs out...\Don't sleep!\Oh, it's fine.\I was listening, I was listening.\Liar!\You were talking about the differences between species or something, right?\You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you? response:	Correct your understanding!
context: Don't sleep!\Oh, it's fine.\I was listening, I was listening.\Liar!\You were talking about the differences between species or something, right?\You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you?\Correct your understanding! response:	I'll borrow your own words to say my piece, then.
context: Oh, it's fine.\I was listening, I was listening.\Liar!\You were talking about the differences between species or something, right?\You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you?\Correct your understanding!\I'll borrow your own words to say my piece, then. response:	When we enjoy our differences
context: I was listening, I was listening.\Liar!\You were talking about the differences between species or something, right?\You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you?\Correct your understanding!\I'll borrow your own words to say my piece, then.\When we enjoy our differences response:	and that enjoyment continues, it breeds love for others.
context: Liar!\You were talking about the differences between species or something, right?\You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you?\Correct your understanding!\I'll borrow your own words to say my piece, then.\When we enjoy our differences\and that enjoyment continues, it breeds love for others. response:	Respect is joined by trust
context: You were talking about the differences between species or something, right?\You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you?\Correct your understanding!\I'll borrow your own words to say my piece, then.\When we enjoy our differences\and that enjoyment continues, it breeds love for others.\Respect is joined by trust response:	and eventually creates bonds.
context: You said you can't accept me, right?\So, is there something you want a human like me to do to satisfy you?\Correct your understanding!\I'll borrow your own words to say my piece, then.\When we enjoy our differences\and that enjoyment continues, it breeds love for others.\Respect is joined by trust\and eventually creates bonds. response:	I would say that's what I feel in my life with Tohru.
context: So, is there something you want a human like me to do to satisfy you?\Correct your understanding!\I'll borrow your own words to say my piece, then.\When we enjoy our differences\and that enjoyment continues, it breeds love for others.\Respect is joined by trust\and eventually creates bonds.\I would say that's what I feel in my life with Tohru. response:	That's just a convenient interpretation!
context: Correct your understanding!\I'll borrow your own words to say my piece, then.\When we enjoy our differences\and that enjoyment continues, it breeds love for others.\Respect is joined by trust\and eventually creates bonds.\I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation! response:	There are still tragedies, too!
context: I'll borrow your own words to say my piece, then.\When we enjoy our differences\and that enjoyment continues, it breeds love for others.\Respect is joined by trust\and eventually creates bonds.\I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation!\There are still tragedies, too! response:	You're just glossing over it with pretty words!
context: When we enjoy our differences\and that enjoyment continues, it breeds love for others.\Respect is joined by trust\and eventually creates bonds.\I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation!\There are still tragedies, too!\You're just glossing over it with pretty words! response:	Yeah.
context: and that enjoyment continues, it breeds love for others.\Respect is joined by trust\and eventually creates bonds.\I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation!\There are still tragedies, too!\You're just glossing over it with pretty words!\Yeah. response:	We do fight and hurt each other,
context: Respect is joined by trust\and eventually creates bonds.\I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation!\There are still tragedies, too!\You're just glossing over it with pretty words!\Yeah.\We do fight and hurt each other, response:	but I turn a blind eye to that
context: and eventually creates bonds.\I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation!\There are still tragedies, too!\You're just glossing over it with pretty words!\Yeah.\We do fight and hurt each other,\but I turn a blind eye to that response:	and I don't care if it gets buried under something ugly.
context: I would say that's what I feel in my life with Tohru.\That's just a convenient interpretation!\There are still tragedies, too!\You're just glossing over it with pretty words!\Yeah.\We do fight and hurt each other,\but I turn a blind eye to that\and I don't care if it gets buried under something ugly. response:	Even if I don't properly understand her feelings,
context: That's just a convenient interpretation!\There are still tragedies, too!\You're just glossing over it with pretty words!\Yeah.\We do fight and hurt each other,\but I turn a blind eye to that\and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings, response:	I've done what I can to respond to them,
context: There are still tragedies, too!\You're just glossing over it with pretty words!\Yeah.\We do fight and hurt each other,\but I turn a blind eye to that\and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings,\I've done what I can to respond to them, response:	and we manage.
context: You're just glossing over it with pretty words!\Yeah.\We do fight and hurt each other,\but I turn a blind eye to that\and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings,\I've done what I can to respond to them,\and we manage. response:	That's the kind of person I am.
context: Yeah.\We do fight and hurt each other,\but I turn a blind eye to that\and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings,\I've done what I can to respond to them,\and we manage.\That's the kind of person I am. response:	Is that how you humans think?
context: We do fight and hurt each other,\but I turn a blind eye to that\and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings,\I've done what I can to respond to them,\and we manage.\That's the kind of person I am.\Is that how you humans think? response:	No. It's how I, Kobayashi, think.
context: but I turn a blind eye to that\and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings,\I've done what I can to respond to them,\and we manage.\That's the kind of person I am.\Is that how you humans think?\No. It's how I, Kobayashi, think. response:	Don't you distinguish between how you and other dragons think?
context: and I don't care if it gets buried under something ugly.\Even if I don't properly understand her feelings,\I've done what I can to respond to them,\and we manage.\That's the kind of person I am.\Is that how you humans think?\No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think? response:	There's no need to.
context: Even if I don't properly understand her feelings,\I've done what I can to respond to them,\and we manage.\That's the kind of person I am.\Is that how you humans think?\No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think?\There's no need to. response:	They're the same.
context: I've done what I can to respond to them,\and we manage.\That's the kind of person I am.\Is that how you humans think?\No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think?\There's no need to.\They're the same. response:	Really?
context: and we manage.\That's the kind of person I am.\Is that how you humans think?\No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think?\There's no need to.\They're the same.\Really? response:	But the dragon who came up with what dragons should think
context: That's the kind of person I am.\Is that how you humans think?\No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think?\There's no need to.\They're the same.\Really?\But the dragon who came up with what dragons should think response:	wasn't you, was it?
context: Is that how you humans think?\No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think?\There's no need to.\They're the same.\Really?\But the dragon who came up with what dragons should think\wasn't you, was it? response:	You can spout your pretty words, but you're still a human.
context: No. It's how I, Kobayashi, think.\Don't you distinguish between how you and other dragons think?\There's no need to.\They're the same.\Really?\But the dragon who came up with what dragons should think\wasn't you, was it?\You can spout your pretty words, but you're still a human. response:	It didn't work because you're a woman.
context: Don't you distinguish between how you and other dragons think?\There's no need to.\They're the same.\Really?\But the dragon who came up with what dragons should think\wasn't you, was it?\You can spout your pretty words, but you're still a human.\It didn't work because you're a woman. response:	Oborozuka
context: There's no need to.\They're the same.\Really?\But the dragon who came up with what dragons should think\wasn't you, was it?\You can spout your pretty words, but you're still a human.\It didn't work because you're a woman.\Oborozuka response:	Whoa.
context: They're the same.\Really?\But the dragon who came up with what dragons should think\wasn't you, was it?\You can spout your pretty words, but you're still a human.\It didn't work because you're a woman.\Oborozuka\Whoa. response:	I guess Ilulu left?
context: Really?\But the dragon who came up with what dragons should think\wasn't you, was it?\You can spout your pretty words, but you're still a human.\It didn't work because you're a woman.\Oborozuka\Whoa.\I guess Ilulu left? response:	Huh?
context: But the dragon who came up with what dragons should think\wasn't you, was it?\You can spout your pretty words, but you're still a human.\It didn't work because you're a woman.\Oborozuka\Whoa.\I guess Ilulu left?\Huh? response:	What is this?
context: wasn't you, was it?\You can spout your pretty words, but you're still a human.\It didn't work because you're a woman.\Oborozuka\Whoa.\I guess Ilulu left?\Huh?\What is this? response:	To be continued next episode!
context: You can spout your pretty words, but you're still a human.\It didn't work because you're a woman.\Oborozuka\Whoa.\I guess Ilulu left?\Huh?\What is this?\To be continued next episode! response:	Hmm?
context: It didn't work because you're a woman.\Oborozuka\Whoa.\I guess Ilulu left?\Huh?\What is this?\To be continued next episode!\Hmm? response:	Unable to log in.
context: Oborozuka\Whoa.\I guess Ilulu left?\Huh?\What is this?\To be continued next episode!\Hmm?\Unable to log in. response:	We detected actions that violate our terms of service, so your account has been temporarily banned.
context: Whoa.\I guess Ilulu left?\Huh?\What is this?\To be continued next episode!\Hmm?\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned. response:	Login
context: I guess Ilulu left?\Huh?\What is this?\To be continued next episode!\Hmm?\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Login response:	Username
context: Huh?\What is this?\To be continued next episode!\Hmm?\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Login\Username response:	Password
context: What is this?\To be continued next episode!\Hmm?\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Login\Username\Password response:	Log in Cancel
context: To be continued next episode!\Hmm?\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Login\Username\Password\Log in Cancel response:	Unable to log in.
context: Hmm?\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Login\Username\Password\Log in Cancel\Unable to log in. response:	We detected actions that violate our terms of service, so your account has been temporarily banned.
context: Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Login\Username\Password\Log in Cancel\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned. response:	Unable to log in.
context: We detected actions that violate our terms of service, so your account has been temporarily banned.\Login\Username\Password\Log in Cancel\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in. response:	We detected actions that violate our terms of service, so your account has been temporarily banned.
context: Login\Username\Password\Log in Cancel\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned. response:	Unable to log in.
context: Username\Password\Log in Cancel\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in. response:	We detected actions that violate our terms of service, so your account has been temporarily banned.
context: Password\Log in Cancel\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned. response:	Unable to log in.
context: Log in Cancel\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in. response:	We detected actions that violate our terms of service, so your account has been temporarily banned.
context: Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned. response:	Oh?
context: We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh? response:	Faf-kun?
context: Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh?\Faf-kun? response:	The fate of mankind
context: We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh?\Faf-kun?\The fate of mankind response:	is in jeopardy!
context: Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh?\Faf-kun?\The fate of mankind\is in jeopardy! response:	Next Episode Preview
context: We detected actions that violate our terms of service, so your account has been temporarily banned.\Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh?\Faf-kun?\The fate of mankind\is in jeopardy!\Next Episode Preview response:	Miss Kobayashi, it's started again!
context: Unable to log in.\We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh?\Faf-kun?\The fate of mankind\is in jeopardy!\Next Episode Preview\Miss Kobayashi, it's started again! response:	The story of the love between you and me!
context: We detected actions that violate our terms of service, so your account has been temporarily banned.\Oh?\Faf-kun?\The fate of mankind\is in jeopardy!\Next Episode Preview\Miss Kobayashi, it's started again!\The story of the love between you and me! response:	There was a new dragon, though?
context: Oh?\Faf-kun?\The fate of mankind\is in jeopardy!\Next Episode Preview\Miss Kobayashi, it's started again!\The story of the love between you and me!\There was a new dragon, though? response:	She won't appear anymore.
context: Faf-kun?\The fate of mankind\is in jeopardy!\Next Episode Preview\Miss Kobayashi, it's started again!\The story of the love between you and me!\There was a new dragon, though?\She won't appear anymore. response:	That's not true.
context: The fate of mankind\is in jeopardy!\Next Episode Preview\Miss Kobayashi, it's started again!\The story of the love between you and me!\There was a new dragon, though?\She won't appear anymore.\That's not true. response:	Episode 2
context: is in jeopardy!\Next Episode Preview\Miss Kobayashi, it's started again!\The story of the love between you and me!\There was a new dragon, though?\She won't appear anymore.\That's not true.\Episode 2 response:	Hot Guy Kobayashi! (In Many Ways)
context: Next Episode Preview\Miss Kobayashi, it's started again!\The story of the love between you and me!\There was a new dragon, though?\She won't appear anymore.\That's not true.\Episode 2\Hot Guy Kobayashi! (In Many Ways) response:	This Week's Who's Rotten?
context: Miss Kobayashi, it's started again!\The story of the love between you and me!\There was a new dragon, though?\She won't appear anymore.\That's not true.\Episode 2\Hot Guy Kobayashi! (In Many Ways)\This Week's Who's Rotten? response:	Leo
context: The story of the love between you and me!\There was a new dragon, though?\She won't appear anymore.\That's not true.\Episode 2\Hot Guy Kobayashi! (In Many Ways)\This Week's Who's Rotten?\Leo response:	>Wicked >Lucky Advice Eat delicious food at home and sleep.
context: There was a new dragon, though?\She won't appear anymore.\That's not true.\Episode 2\Hot Guy Kobayashi! (In Many Ways)\This Week's Who's Rotten?\Leo\>Wicked >Lucky Advice Eat delicious food at home and sleep. response:	That's just what you want to do, Kanna-chan.
context: She won't appear anymore.\That's not true.\Episode 2\Hot Guy Kobayashi! (In Many Ways)\This Week's Who's Rotten?\Leo\>Wicked >Lucky Advice Eat delicious food at home and sleep.\That's just what you want to do, Kanna-chan. response:	This Week's Who's Rotten?
context: That's not true.\Episode 2\Hot Guy Kobayashi! (In Many Ways)\This Week's Who's Rotten?\Leo\>Wicked >Lucky Advice Eat delicious food at home and sleep.\That's just what you want to do, Kanna-chan.\This Week's Who's Rotten? response:	Leo.
