context: Wow, it's cold! response:	Hey, this window pane is completely smashed.
context: Rin...\What?\If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that.\If you agree, then act.\Or what?\Will you take pity on that boy again?\Don't tell me that's actually the case response:	O-Of course it isn't!
context: What?\If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that.\If you agree, then act.\Or what?\Will you take pity on that boy again?\Don't tell me that's actually the case\O-Of course it isn't! response:	I just, well...
context: If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that.\If you agree, then act.\Or what?\Will you take pity on that boy again?\Don't tell me that's actually the case\O-Of course it isn't!\I just, well... response:	I owe him, you know?
context: You don't have to tell me that.\If you agree, then act.\Or what?\Will you take pity on that boy again?\Don't tell me that's actually the case\O-Of course it isn't!\I just, well...\I owe him, you know? response:	And until I've repaid him, I couldn't fight with a clear conscience.
context: If you agree, then act.\Or what?\Will you take pity on that boy again?\Don't tell me that's actually the case\O-Of course it isn't!\I just, well...\I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience. response:	Complicating things again.
context: Or what?\Will you take pity on that boy again?\Don't tell me that's actually the case\O-Of course it isn't!\I just, well...\I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again. response:	In that case, call me when you have repaid this debt of yours.
context: Will you take pity on that boy again?\Don't tell me that's actually the case\O-Of course it isn't!\I just, well...\I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again.\In that case, call me when you have repaid this debt of yours. response:	Tohsaka? By debt, do you mean...
context: Don't tell me that's actually the case\O-Of course it isn't!\I just, well...\I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again.\In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean... response:	Yes.
context: O-Of course it isn't!\I just, well...\I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again.\In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean...\Yes. response:	By accident or not, you used a Command Seal to stop Saber.
context: I just, well...\I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again.\In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean...\Yes.\By accident or not, you used a Command Seal to stop Saber. response:	So I have to go easy on you, to balance the scales.
context: I owe him, you know?\And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again.\In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean...\Yes.\By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales. response:	You get hung up on the weirdest things, Tohsaka.
context: And until I've repaid him, I couldn't fight with a clear conscience.\Complicating things again.\In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean...\Yes.\By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka. response:	I know that... But I have no choice.
context: Complicating things again.\In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean...\Yes.\By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice. response:	I hate being indebted to someone.
context: In that case, call me when you have repaid this debt of yours.\Tohsaka? By debt, do you mean...\Yes.\By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice.\I hate being indebted to someone. response:	You're a decent person, aren't you?
context: Tohsaka? By debt, do you mean...\Yes.\By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice.\I hate being indebted to someone.\You're a decent person, aren't you? response:	Smooth talk won't make me go easy on you!
context: Yes.\By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice.\I hate being indebted to someone.\You're a decent person, aren't you?\Smooth talk won't make me go easy on you! response:	I know. But I don't want us to be enemies if I can help it.
context: By accident or not, you used a Command Seal to stop Saber.\So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice.\I hate being indebted to someone.\You're a decent person, aren't you?\Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it. response:	I like people like you.
context: So I have to go easy on you, to balance the scales.\You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice.\I hate being indebted to someone.\You're a decent person, aren't you?\Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it.\I like people like you. response:	See you around.
context: You get hung up on the weirdest things, Tohsaka.\I know that... But I have no choice.\I hate being indebted to someone.\You're a decent person, aren't you?\Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it.\I like people like you.\See you around. response:	So, are you done chatting?
context: I know that... But I have no choice.\I hate being indebted to someone.\You're a decent person, aren't you?\Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it.\I like people like you.\See you around.\So, are you done chatting? response:	Berserker?
context: I hate being indebted to someone.\You're a decent person, aren't you?\Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it.\I like people like you.\See you around.\So, are you done chatting?\Berserker? response:	Okay, I'll kill you now.
context: You're a decent person, aren't you?\Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it.\I like people like you.\See you around.\So, are you done chatting?\Berserker?\Okay, I'll kill you now. response:	Immortal?
context: Smooth talk won't make me go easy on you!\I know. But I don't want us to be enemies if I can help it.\I like people like you.\See you around.\So, are you done chatting?\Berserker?\Okay, I'll kill you now.\Immortal? response:	Shirou, stand back!
context: I know. But I don't want us to be enemies if I can help it.\I like people like you.\See you around.\So, are you done chatting?\Berserker?\Okay, I'll kill you now.\Immortal?\Shirou, stand back! response:	Don't you get that you're just in the way?
context: I like people like you.\See you around.\So, are you done chatting?\Berserker?\Okay, I'll kill you now.\Immortal?\Shirou, stand back!\Don't you get that you're just in the way? response:	Didn't I just decide that I would fight with you?!
context: See you around.\So, are you done chatting?\Berserker?\Okay, I'll kill you now.\Immortal?\Shirou, stand back!\Don't you get that you're just in the way?\Didn't I just decide that I would fight with you?! response:	A disgraceful hind should be skewered.
context: So, are you done chatting?\Berserker?\Okay, I'll kill you now.\Immortal?\Shirou, stand back!\Don't you get that you're just in the way?\Didn't I just decide that I would fight with you?!\A disgraceful hind should be skewered. response:	Next Time The First Battle
