context: Intro response:	Ashiya, you okay?
context: How can you be so cruel?\He's working honestly.\He's such a nice guy!\Why would you say that?\He's the Overlord!\The King of Demons that made tons of people suffer in Ente Isla!\Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army. response:	You never met him in person.
context: He's working honestly.\He's such a nice guy!\Why would you say that?\He's the Overlord!\The King of Demons that made tons of people suffer in Ente Isla!\Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army.\You never met him in person. response:	What could you possible know about him?!
context: He's such a nice guy!\Why would you say that?\He's the Overlord!\The King of Demons that made tons of people suffer in Ente Isla!\Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army.\You never met him in person.\What could you possible know about him?! response:	That doesn't matter!
context: Why would you say that?\He's the Overlord!\The King of Demons that made tons of people suffer in Ente Isla!\Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army.\You never met him in person.\What could you possible know about him?!\That doesn't matter! response:	The leader of an army takes full responsibility for its actions!
context: He's the Overlord!\The King of Demons that made tons of people suffer in Ente Isla!\Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army.\You never met him in person.\What could you possible know about him?!\That doesn't matter!\The leader of an army takes full responsibility for its actions! response:	That's just obvious!
context: The King of Demons that made tons of people suffer in Ente Isla!\Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army.\You never met him in person.\What could you possible know about him?!\That doesn't matter!\The leader of an army takes full responsibility for its actions!\That's just obvious! response:	If Maou's really the sum of all evil,
context: Then let me ask you this: Did you ever meet Overlord Satan before he became Maou Sadao?!\All you did was fight the Overlord's army.\You never met him in person.\What could you possible know about him?!\That doesn't matter!\The leader of an army takes full responsibility for its actions!\That's just obvious!\If Maou's really the sum of all evil, response:	then why'd he restore a messed up city to how it was?!
context: All you did was fight the Overlord's army.\You never met him in person.\What could you possible know about him?!\That doesn't matter!\The leader of an army takes full responsibility for its actions!\That's just obvious!\If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?! response:	He did that for a reason!
context: You never met him in person.\What could you possible know about him?!\That doesn't matter!\The leader of an army takes full responsibility for its actions!\That's just obvious!\If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?!\He did that for a reason! response:	His own reasons as the Overlord!
context: What could you possible know about him?!\That doesn't matter!\The leader of an army takes full responsibility for its actions!\That's just obvious!\If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?!\He did that for a reason!\His own reasons as the Overlord! response:	What other reason could he have other than being a nice guy?!
context: That doesn't matter!\The leader of an army takes full responsibility for its actions!\That's just obvious!\If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?!\He did that for a reason!\His own reasons as the Overlord!\What other reason could he have other than being a nice guy?! response:	Isn't it only natural to apologize to people you cause trouble for?
context: The leader of an army takes full responsibility for its actions!\That's just obvious!\If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?!\He did that for a reason!\His own reasons as the Overlord!\What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for? response:	Maou did the right thing. That's all.
context: That's just obvious!\If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?!\He did that for a reason!\His own reasons as the Overlord!\What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all. response:	He taught me how to do my job.
context: If Maou's really the sum of all evil,\then why'd he restore a messed up city to how it was?!\He did that for a reason!\His own reasons as the Overlord!\What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all.\He taught me how to do my job. response:	He took great care to teach me so many things,
context: then why'd he restore a messed up city to how it was?!\He did that for a reason!\His own reasons as the Overlord!\What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all.\He taught me how to do my job.\He took great care to teach me so many things, response:	got mad at me if I screwed up,
context: He did that for a reason!\His own reasons as the Overlord!\What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all.\He taught me how to do my job.\He took great care to teach me so many things,\got mad at me if I screwed up, response:	and supported me, a complete novice.
context: His own reasons as the Overlord!\What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all.\He taught me how to do my job.\He took great care to teach me so many things,\got mad at me if I screwed up,\and supported me, a complete novice. response:	Even when he turned into Overlord Satan,
context: What other reason could he have other than being a nice guy?!\Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all.\He taught me how to do my job.\He took great care to teach me so many things,\got mad at me if I screwed up,\and supported me, a complete novice.\Even when he turned into Overlord Satan, response:	he kept his promise to teach me how to maintain the soft serve machine.
context: Isn't it only natural to apologize to people you cause trouble for?\Maou did the right thing. That's all.\He taught me how to do my job.\He took great care to teach me so many things,\got mad at me if I screwed up,\and supported me, a complete novice.\Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine. response:	If a guy like that led demons into a war for world domination,
context: Maou did the right thing. That's all.\He taught me how to do my job.\He took great care to teach me so many things,\got mad at me if I screwed up,\and supported me, a complete novice.\Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination, response:	then he must've had his own reasons for that!
context: He taught me how to do my job.\He took great care to teach me so many things,\got mad at me if I screwed up,\and supported me, a complete novice.\Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that! response:	You want us to forget about everything and pardon him?!
context: He took great care to teach me so many things,\got mad at me if I screwed up,\and supported me, a complete novice.\Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that!\You want us to forget about everything and pardon him?! response:	You want us to let everything that's happened so far go?!
context: got mad at me if I screwed up,\and supported me, a complete novice.\Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that!\You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?! response:	Calm down, both of you!
context: and supported me, a complete novice.\Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that!\You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?!\Calm down, both of you! response:	Crestia Bell.
context: Even when he turned into Overlord Satan,\he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that!\You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?!\Calm down, both of you!\Crestia Bell. response:	Honestly speaking, I think you're right,
context: he kept his promise to teach me how to maintain the soft serve machine.\If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that!\You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?!\Calm down, both of you!\Crestia Bell.\Honestly speaking, I think you're right, response:	Then I
context: If a guy like that led demons into a war for world domination,\then he must've had his own reasons for that!\You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?!\Calm down, both of you!\Crestia Bell.\Honestly speaking, I think you're right,\Then I response:	The peace I sought was a world where everybody could have a smile on their face.
context: then he must've had his own reasons for that!\You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?!\Calm down, both of you!\Crestia Bell.\Honestly speaking, I think you're right,\Then I\The peace I sought was a world where everybody could have a smile on their face. response:	I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.
context: You want us to forget about everything and pardon him?!\You want us to let everything that's happened so far go?!\Calm down, both of you!\Crestia Bell.\Honestly speaking, I think you're right,\Then I\The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry. response:	I don't intend to sacrifice anything to reach that goal.
context: You want us to let everything that's happened so far go?!\Calm down, both of you!\Crestia Bell.\Honestly speaking, I think you're right,\Then I\The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal. response:	Are you serious?
context: Calm down, both of you!\Crestia Bell.\Honestly speaking, I think you're right,\Then I\The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal.\Are you serious? response:	I am.
context: Crestia Bell.\Honestly speaking, I think you're right,\Then I\The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal.\Are you serious?\I am. response:	That's just a pipe dream.
context: Honestly speaking, I think you're right,\Then I\The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal.\Are you serious?\I am.\That's just a pipe dream. response:	A method like that couldn't possibly exist.
context: Then I\The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal.\Are you serious?\I am.\That's just a pipe dream.\A method like that couldn't possibly exist. response:	I'll find it.
context: The peace I sought was a world where everybody could have a smile on their face.\I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal.\Are you serious?\I am.\That's just a pipe dream.\A method like that couldn't possibly exist.\I'll find it. response:	There are sacrifices that must be made!
context: I didn't fight all my life for a peace where people could avert their eyes from the fact that they made a friend cry.\I don't intend to sacrifice anything to reach that goal.\Are you serious?\I am.\That's just a pipe dream.\A method like that couldn't possibly exist.\I'll find it.\There are sacrifices that must be made! response:	Even so, I'll have to find a way to avoid that,
context: I don't intend to sacrifice anything to reach that goal.\Are you serious?\I am.\That's just a pipe dream.\A method like that couldn't possibly exist.\I'll find it.\There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that, response:	for I am the hero.
context: Are you serious?\I am.\That's just a pipe dream.\A method like that couldn't possibly exist.\I'll find it.\There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that,\for I am the hero. response:	Yusa...
context: I am.\That's just a pipe dream.\A method like that couldn't possibly exist.\I'll find it.\There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that,\for I am the hero.\Yusa... response:	So you have no intention to kill the Overlord?
context: That's just a pipe dream.\A method like that couldn't possibly exist.\I'll find it.\There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that,\for I am the hero.\Yusa...\So you have no intention to kill the Overlord? response:	Not yet, no.
context: A method like that couldn't possibly exist.\I'll find it.\There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that,\for I am the hero.\Yusa...\So you have no intention to kill the Overlord?\Not yet, no. response:	I see.
context: I'll find it.\There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that,\for I am the hero.\Yusa...\So you have no intention to kill the Overlord?\Not yet, no.\I see. response:	Suzuno!
context: There are sacrifices that must be made!\Even so, I'll have to find a way to avoid that,\for I am the hero.\Yusa...\So you have no intention to kill the Overlord?\Not yet, no.\I see.\Suzuno! response:	I went too far.
context: Even so, I'll have to find a way to avoid that,\for I am the hero.\Yusa...\So you have no intention to kill the Overlord?\Not yet, no.\I see.\Suzuno!\I went too far. response:	I know virtually nothing about Ente Isla,
context: for I am the hero.\Yusa...\So you have no intention to kill the Overlord?\Not yet, no.\I see.\Suzuno!\I went too far.\I know virtually nothing about Ente Isla, response:	and yet I said such horrible things to Suzuno.
context: Yusa...\So you have no intention to kill the Overlord?\Not yet, no.\I see.\Suzuno!\I went too far.\I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno. response:	Don't worry about it.
context: So you have no intention to kill the Overlord?\Not yet, no.\I see.\Suzuno!\I went too far.\I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno.\Don't worry about it. response:	Love isn't logical in any way, shape, or form.
context: Not yet, no.\I see.\Suzuno!\I went too far.\I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno.\Don't worry about it.\Love isn't logical in any way, shape, or form. response:	Yusa...
context: I see.\Suzuno!\I went too far.\I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno.\Don't worry about it.\Love isn't logical in any way, shape, or form.\Yusa... response:	You're...
context: Suzuno!\I went too far.\I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno.\Don't worry about it.\Love isn't logical in any way, shape, or form.\Yusa...\You're... response:	I said the same thing last time,
context: I went too far.\I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno.\Don't worry about it.\Love isn't logical in any way, shape, or form.\Yusa...\You're...\I said the same thing last time, response:	but attacking me in this conspicuous a place?
context: I know virtually nothing about Ente Isla,\and yet I said such horrible things to Suzuno.\Don't worry about it.\Love isn't logical in any way, shape, or form.\Yusa...\You're...\I said the same thing last time,\but attacking me in this conspicuous a place? response:	What's wrong with you?
context: and yet I said such horrible things to Suzuno.\Don't worry about it.\Love isn't logical in any way, shape, or form.\Yusa...\You're...\I said the same thing last time,\but attacking me in this conspicuous a place?\What's wrong with you? response:	I don't have much time.
context: Don't worry about it.\Love isn't logical in any way, shape, or form.\Yusa...\You're...\I said the same thing last time,\but attacking me in this conspicuous a place?\What's wrong with you?\I don't have much time. response:	Things are gonna get a bit rough!
context: Love isn't logical in any way, shape, or form.\Yusa...\You're...\I said the same thing last time,\but attacking me in this conspicuous a place?\What's wrong with you?\I don't have much time.\Things are gonna get a bit rough! response:	Yusa!
context: Yusa...\You're...\I said the same thing last time,\but attacking me in this conspicuous a place?\What's wrong with you?\I don't have much time.\Things are gonna get a bit rough!\Yusa! response:	I need to contact Maou!
context: You're...\I said the same thing last time,\but attacking me in this conspicuous a place?\What's wrong with you?\I don't have much time.\Things are gonna get a bit rough!\Yusa!\I need to contact Maou! response:	Just who are you, exactly?
context: I said the same thing last time,\but attacking me in this conspicuous a place?\What's wrong with you?\I don't have much time.\Things are gonna get a bit rough!\Yusa!\I need to contact Maou!\Just who are you, exactly? response:	I told you, didn't I?
context: but attacking me in this conspicuous a place?\What's wrong with you?\I don't have much time.\Things are gonna get a bit rough!\Yusa!\I need to contact Maou!\Just who are you, exactly?\I told you, didn't I? response:	It's in a man's nature to take advantage of women when they're at their weakest.
context: What's wrong with you?\I don't have much time.\Things are gonna get a bit rough!\Yusa!\I need to contact Maou!\Just who are you, exactly?\I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest. response:	You're...
context: I don't have much time.\Things are gonna get a bit rough!\Yusa!\I need to contact Maou!\Just who are you, exactly?\I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest.\You're... response:	Please answer, Maou!
context: Things are gonna get a bit rough!\Yusa!\I need to contact Maou!\Just who are you, exactly?\I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest.\You're...\Please answer, Maou! response:	Again?!
context: Yusa!\I need to contact Maou!\Just who are you, exactly?\I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest.\You're...\Please answer, Maou!\Again?! response:	It's futile.
context: I need to contact Maou!\Just who are you, exactly?\I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest.\You're...\Please answer, Maou!\Again?!\It's futile. response:	This is my ability,
context: Just who are you, exactly?\I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest.\You're...\Please answer, Maou!\Again?!\It's futile.\This is my ability, response:	Radiance of the Fallen's Heinous Eyes.
context: I told you, didn't I?\It's in a man's nature to take advantage of women when they're at their weakest.\You're...\Please answer, Maou!\Again?!\It's futile.\This is my ability,\Radiance of the Fallen's Heinous Eyes. response:	It overwhelms every user of sacred powers out there,
context: It's in a man's nature to take advantage of women when they're at their weakest.\You're...\Please answer, Maou!\Again?!\It's futile.\This is my ability,\Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there, response:	and it's an ability that I, and I alone, can use.
context: You're...\Please answer, Maou!\Again?!\It's futile.\This is my ability,\Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use. response:	Fallen?
context: Please answer, Maou!\Again?!\It's futile.\This is my ability,\Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use.\Fallen? response:	Does that mean you're...
context: Again?!\It's futile.\This is my ability,\Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use.\Fallen?\Does that mean you're... response:	Indeed.
context: It's futile.\This is my ability,\Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use.\Fallen?\Does that mean you're...\Indeed. response:	I came to relieve you from your painful mission.
context: This is my ability,\Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use.\Fallen?\Does that mean you're...\Indeed.\I came to relieve you from your painful mission. response:	I'll have you return the sacred sword, Better Half.
context: Radiance of the Fallen's Heinous Eyes.\It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use.\Fallen?\Does that mean you're...\Indeed.\I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half. response:	Yusa!
context: It overwhelms every user of sacred powers out there,\and it's an ability that I, and I alone, can use.\Fallen?\Does that mean you're...\Indeed.\I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half.\Yusa! response:	Yusa!
context: and it's an ability that I, and I alone, can use.\Fallen?\Does that mean you're...\Indeed.\I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half.\Yusa!\Yusa! response:	Suzuno...
context: Fallen?\Does that mean you're...\Indeed.\I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half.\Yusa!\Yusa!\Suzuno... response:	Do you feel that way too?
context: Does that mean you're...\Indeed.\I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half.\Yusa!\Yusa!\Suzuno...\Do you feel that way too? response:	Do you feel like Olba did? Feel that Yusa's in your way?
context: Indeed.\I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half.\Yusa!\Yusa!\Suzuno...\Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way? response:	This is absurd!
context: I came to relieve you from your painful mission.\I'll have you return the sacred sword, Better Half.\Yusa!\Yusa!\Suzuno...\Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd! response:	You people call Maou a demon,
context: I'll have you return the sacred sword, Better Half.\Yusa!\Yusa!\Suzuno...\Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd!\You people call Maou a demon, response:	but you're betraying Yusa, who fought to save the world! What does that make you?!
context: Yusa!\Yusa!\Suzuno...\Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd!\You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?! response:	Chiho...
context: Yusa!\Suzuno...\Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd!\You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho... response:	Forgive me.
context: Suzuno...\Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd!\You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho...\Forgive me. response:	1 Missed Call Chiho
context: Do you feel that way too?\Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd!\You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho...\Forgive me.\1 Missed Call Chiho response:	1 Missed Call Chiho
context: Do you feel like Olba did? Feel that Yusa's in your way?\This is absurd!\You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho...\Forgive me.\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: This is absurd!\You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho...\Forgive me.\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: You people call Maou a demon,\but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho...\Forgive me.\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: but you're betraying Yusa, who fought to save the world! What does that make you?!\Chiho...\Forgive me.\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: Chiho...\Forgive me.\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: Forgive me.\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	1 Missed Call Chiho
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho response:	Huh? Chiho?
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\Huh? Chiho? response:	H-Hello?
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\Huh? Chiho?\H-Hello? response:	This is Sasaki Chiho's mother speaking.
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\Huh? Chiho?\H-Hello?\This is Sasaki Chiho's mother speaking. response:	Thank you for always taking care of her.
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\Huh? Chiho?\H-Hello?\This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her. response:	P-Please don't mention it!
context: 1 Missed Call Chiho\1 Missed Call Chiho\1 Missed Call Chiho\Huh? Chiho?\H-Hello?\This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her.\P-Please don't mention it! response:	Um, Chiho's not home yet.
context: 1 Missed Call Chiho\1 Missed Call Chiho\Huh? Chiho?\H-Hello?\This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her.\P-Please don't mention it!\Um, Chiho's not home yet. response:	Is she with you?
context: 1 Missed Call Chiho\Huh? Chiho?\H-Hello?\This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her.\P-Please don't mention it!\Um, Chiho's not home yet.\Is she with you? response:	Huh?
context: Huh? Chiho?\H-Hello?\This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her.\P-Please don't mention it!\Um, Chiho's not home yet.\Is she with you?\Huh? response:	Sasaki Chiho?
context: H-Hello?\This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her.\P-Please don't mention it!\Um, Chiho's not home yet.\Is she with you?\Huh?\Sasaki Chiho? response:	No clue.
context: This is Sasaki Chiho's mother speaking.\Thank you for always taking care of her.\P-Please don't mention it!\Um, Chiho's not home yet.\Is she with you?\Huh?\Sasaki Chiho?\No clue. response:	She hasn't come back here.
context: Thank you for always taking care of her.\P-Please don't mention it!\Um, Chiho's not home yet.\Is she with you?\Huh?\Sasaki Chiho?\No clue.\She hasn't come back here. response:	More importantly, I looked up that Sentucky outlet.
context: P-Please don't mention it!\Um, Chiho's not home yet.\Is she with you?\Huh?\Sasaki Chiho?\No clue.\She hasn't come back here.\More importantly, I looked up that Sentucky outlet. response:	Something's fishy.
context: Um, Chiho's not home yet.\Is she with you?\Huh?\Sasaki Chiho?\No clue.\She hasn't come back here.\More importantly, I looked up that Sentucky outlet.\Something's fishy. response:	What do you mean?
context: Is she with you?\Huh?\Sasaki Chiho?\No clue.\She hasn't come back here.\More importantly, I looked up that Sentucky outlet.\Something's fishy.\What do you mean? response:	Sarue Mitsuki was the manager, right?
context: Huh?\Sasaki Chiho?\No clue.\She hasn't come back here.\More importantly, I looked up that Sentucky outlet.\Something's fishy.\What do you mean?\Sarue Mitsuki was the manager, right? response:	The employee register doesn't actually list anybody by that name.
context: Sasaki Chiho?\No clue.\She hasn't come back here.\More importantly, I looked up that Sentucky outlet.\Something's fishy.\What do you mean?\Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name. response:	What?
context: No clue.\She hasn't come back here.\More importantly, I looked up that Sentucky outlet.\Something's fishy.\What do you mean?\Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name.\What? response:	Looks like the data's been messed with.
context: She hasn't come back here.\More importantly, I looked up that Sentucky outlet.\Something's fishy.\What do you mean?\Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name.\What?\Looks like the data's been messed with. response:	You said you put a transmitter on Emi, didn't you?
context: More importantly, I looked up that Sentucky outlet.\Something's fishy.\What do you mean?\Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name.\What?\Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you? response:	Do you know where she is right now?
context: Something's fishy.\What do you mean?\Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name.\What?\Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you?\Do you know where she is right now? response:	Hold on.
context: What do you mean?\Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name.\What?\Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you?\Do you know where she is right now?\Hold on. response:	What the heck?
context: Sarue Mitsuki was the manager, right?\The employee register doesn't actually list anybody by that name.\What?\Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you?\Do you know where she is right now?\Hold on.\What the heck? response:	She's moving in a straight line, right through a bunch of buildings and stuff.
context: The employee register doesn't actually list anybody by that name.\What?\Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you?\Do you know where she is right now?\Hold on.\What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff. response:	Suzuno, though. Not Emilia.
context: What?\Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you?\Do you know where she is right now?\Hold on.\What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia. response:	Where's she headed?
context: Looks like the data's been messed with.\You said you put a transmitter on Emi, didn't you?\Do you know where she is right now?\Hold on.\What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia.\Where's she headed? response:	Tokyo Government Office
context: You said you put a transmitter on Emi, didn't you?\Do you know where she is right now?\Hold on.\What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia.\Where's she headed?\Tokyo Government Office response:	Tokyo Government Office
context: Do you know where she is right now?\Hold on.\What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia.\Where's she headed?\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Hold on.\What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia.\Where's she headed?\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
