context: I challenge you! response:	Let's see who can get someone faster!
context: My leg hurts.\The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely.\Koizumi.\Huh?\That sounded like Otani's voice just now. response:	Otani...
context: The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely.\Koizumi.\Huh?\That sounded like Otani's voice just now.\Otani... response:	I finally found you.
context: What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely.\Koizumi.\Huh?\That sounded like Otani's voice just now.\Otani...\I finally found you. response:	Otani?
context: It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely.\Koizumi.\Huh?\That sounded like Otani's voice just now.\Otani...\I finally found you.\Otani? response:	Where'd you go?
context: When it comes down to it... I feel really lonely.\Koizumi.\Huh?\That sounded like Otani's voice just now.\Otani...\I finally found you.\Otani?\Where'd you go? response:	What are you doing here?
context: Koizumi.\Huh?\That sounded like Otani's voice just now.\Otani...\I finally found you.\Otani?\Where'd you go?\What are you doing here? response:	What do you mean? We're going to the Umibouzu concert, aren't we?
context: Huh?\That sounded like Otani's voice just now.\Otani...\I finally found you.\Otani?\Where'd you go?\What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we? response:	Huh? But what about your ex-girlfriend?
context: That sounded like Otani's voice just now.\Otani...\I finally found you.\Otani?\Where'd you go?\What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend? response:	She can wait till next time.
context: Otani...\I finally found you.\Otani?\Where'd you go?\What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend?\She can wait till next time. response:	I did make plans with you first, right?
context: I finally found you.\Otani?\Where'd you go?\What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend?\She can wait till next time.\I did make plans with you first, right? response:	I may have hesitated a bit, but it's not like I'd break a promise.
context: Otani?\Where'd you go?\What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend?\She can wait till next time.\I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise. response:	I don't want to owe you any favors.
context: Where'd you go?\What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend?\She can wait till next time.\I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors. response:	You idiot...
context: What are you doing here?\What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend?\She can wait till next time.\I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors.\You idiot... response:	Huh?
context: What do you mean? We're going to the Umibouzu concert, aren't we?\Huh? But what about your ex-girlfriend?\She can wait till next time.\I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors.\You idiot...\Huh? response:	You idiot.
context: Huh? But what about your ex-girlfriend?\She can wait till next time.\I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors.\You idiot...\Huh?\You idiot. response:	W-W-W-W-Why are you crying?
context: She can wait till next time.\I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors.\You idiot...\Huh?\You idiot.\W-W-W-W-Why are you crying? response:	You idiot.
context: I did make plans with you first, right?\I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors.\You idiot...\Huh?\You idiot.\W-W-W-W-Why are you crying?\You idiot. response:	What are you doing?
context: I may have hesitated a bit, but it's not like I'd break a promise.\I don't want to owe you any favors.\You idiot...\Huh?\You idiot.\W-W-W-W-Why are you crying?\You idiot.\What are you doing? response:	Why are you calling me an idiot?
context: I don't want to owe you any favors.\You idiot...\Huh?\You idiot.\W-W-W-W-Why are you crying?\You idiot.\What are you doing?\Why are you calling me an idiot? response:	Koizumi, what's wrong?
context: You idiot...\Huh?\You idiot.\W-W-W-W-Why are you crying?\You idiot.\What are you doing?\Why are you calling me an idiot?\Koizumi, what's wrong? response:	Kne...
context: Huh?\You idiot.\W-W-W-W-Why are you crying?\You idiot.\What are you doing?\Why are you calling me an idiot?\Koizumi, what's wrong?\Kne... response:	Kne?
context: You idiot.\W-W-W-W-Why are you crying?\You idiot.\What are you doing?\Why are you calling me an idiot?\Koizumi, what's wrong?\Kne...\Kne? response:	Kne...Kne... K-Kne...
context: W-W-W-W-Why are you crying?\You idiot.\What are you doing?\Why are you calling me an idiot?\Koizumi, what's wrong?\Kne...\Kne?\Kne...Kne... K-Kne... response:	What are you? A bird, now?
context: You idiot.\What are you doing?\Why are you calling me an idiot?\Koizumi, what's wrong?\Kne...\Kne?\Kne...Kne... K-Kne...\What are you? A bird, now? response:	My knee hurts.
context: What are you doing?\Why are you calling me an idiot?\Koizumi, what's wrong?\Kne...\Kne?\Kne...Kne... K-Kne...\What are you? A bird, now?\My knee hurts. response:	Your knee?
context: Why are you calling me an idiot?\Koizumi, what's wrong?\Kne...\Kne?\Kne...Kne... K-Kne...\What are you? A bird, now?\My knee hurts.\Your knee? response:	Oh! It's bleeding.
context: Koizumi, what's wrong?\Kne...\Kne?\Kne...Kne... K-Kne...\What are you? A bird, now?\My knee hurts.\Your knee?\Oh! It's bleeding. response:	What did you do?
context: Kne...\Kne?\Kne...Kne... K-Kne...\What are you? A bird, now?\My knee hurts.\Your knee?\Oh! It's bleeding.\What did you do? response:	Are you okay? Can you walk?
context: Kne?\Kne...Kne... K-Kne...\What are you? A bird, now?\My knee hurts.\Your knee?\Oh! It's bleeding.\What did you do?\Are you okay? Can you walk? response:	Well, let's go to a pharmacy first.
context: Kne...Kne... K-Kne...\What are you? A bird, now?\My knee hurts.\Your knee?\Oh! It's bleeding.\What did you do?\Are you okay? Can you walk?\Well, let's go to a pharmacy first. response:	Okay.
context: What are you? A bird, now?\My knee hurts.\Your knee?\Oh! It's bleeding.\What did you do?\Are you okay? Can you walk?\Well, let's go to a pharmacy first.\Okay. response:	Otani's hand... is so warm.
context: My knee hurts.\Your knee?\Oh! It's bleeding.\What did you do?\Are you okay? Can you walk?\Well, let's go to a pharmacy first.\Okay.\Otani's hand... is so warm. response:	Merry Christmas. I'm Umibouzu's lead. Umibouzu.
context: Your knee?\Oh! It's bleeding.\What did you do?\Are you okay? Can you walk?\Well, let's go to a pharmacy first.\Okay.\Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu. response:	Man that was the best.
context: Oh! It's bleeding.\What did you do?\Are you okay? Can you walk?\Well, let's go to a pharmacy first.\Okay.\Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best. response:	Yeah I was so into it.
context: What did you do?\Are you okay? Can you walk?\Well, let's go to a pharmacy first.\Okay.\Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best.\Yeah I was so into it. response:	The street was filled with Christmas spirit.
context: Are you okay? Can you walk?\Well, let's go to a pharmacy first.\Okay.\Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best.\Yeah I was so into it.\The street was filled with Christmas spirit. response:	Even if we are All Hanshin-Kyoujin, something might happen.
context: Well, let's go to a pharmacy first.\Okay.\Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best.\Yeah I was so into it.\The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen. response:	Risa...
context: Okay.\Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best.\Yeah I was so into it.\The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen.\Risa... response:	Huh?!
context: Otani's hand... is so warm.\Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best.\Yeah I was so into it.\The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen.\Risa...\Huh?! response:	Risa!
context: Merry Christmas. I'm Umibouzu's lead. Umibouzu.\Man that was the best.\Yeah I was so into it.\The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen.\Risa...\Huh?!\Risa! response:	Huh?!
context: Man that was the best.\Yeah I was so into it.\The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen.\Risa...\Huh?!\Risa!\Huh?! response:	Otani. Here, obligatory chocolate.
context: Yeah I was so into it.\The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen.\Risa...\Huh?!\Risa!\Huh?!\Otani. Here, obligatory chocolate. response:	I don't want it.
context: The street was filled with Christmas spirit.\Even if we are All Hanshin-Kyoujin, something might happen.\Risa...\Huh?!\Risa!\Huh?!\Otani. Here, obligatory chocolate.\I don't want it. response:	Didn't you ask me to give it to you?
context: Even if we are All Hanshin-Kyoujin, something might happen.\Risa...\Huh?!\Risa!\Huh?!\Otani. Here, obligatory chocolate.\I don't want it.\Didn't you ask me to give it to you? response:	Give it to that Haruka guy.
context: Risa...\Huh?!\Risa!\Huh?!\Otani. Here, obligatory chocolate.\I don't want it.\Didn't you ask me to give it to you?\Give it to that Haruka guy. response:	Lovely Complex Love Com.
context: Huh?!\Risa!\Huh?!\Otani. Here, obligatory chocolate.\I don't want it.\Didn't you ask me to give it to you?\Give it to that Haruka guy.\Lovely Complex Love Com. response:	Next: A Guy you Like or a Guy from the Past?
context: Risa!\Huh?!\Otani. Here, obligatory chocolate.\I don't want it.\Didn't you ask me to give it to you?\Give it to that Haruka guy.\Lovely Complex Love Com.\Next: A Guy you Like or a Guy from the Past? response:	Be sure to watch.
context: Huh?!\Otani. Here, obligatory chocolate.\I don't want it.\Didn't you ask me to give it to you?\Give it to that Haruka guy.\Lovely Complex Love Com.\Next: A Guy you Like or a Guy from the Past?\Be sure to watch. response:	A Guy You Like, or a Guy from the Past?
