context: eye catch response:	Pre! Preparation!
context: Your hand's trembling.\You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready!\Strike!\Change-over.\We swap places now.\Oh, okay.\You see, there's no point being afraid. response:	That's why...
context: You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready!\Strike!\Change-over.\We swap places now.\Oh, okay.\You see, there's no point being afraid.\That's why... response:	Kushieda...
context: Here I go, you'd better be ready!\Strike!\Change-over.\We swap places now.\Oh, okay.\You see, there's no point being afraid.\That's why...\Kushieda... response:	Could it be...
context: Strike!\Change-over.\We swap places now.\Oh, okay.\You see, there's no point being afraid.\That's why...\Kushieda...\Could it be... response:	Is it possible?
context: Change-over.\We swap places now.\Oh, okay.\You see, there's no point being afraid.\That's why...\Kushieda...\Could it be...\Is it possible? response:	Hey, Takasu-kun. Can't we get out through that window?
context: We swap places now.\Oh, okay.\You see, there's no point being afraid.\That's why...\Kushieda...\Could it be...\Is it possible?\Hey, Takasu-kun. Can't we get out through that window? response:	Where is he?! Where is he?!
context: Oh, okay.\You see, there's no point being afraid.\That's why...\Kushieda...\Could it be...\Is it possible?\Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?! response:	Where is he?!
context: You see, there's no point being afraid.\That's why...\Kushieda...\Could it be...\Is it possible?\Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?!\Where is he?! response:	Look, Takasu-kun.
context: That's why...\Kushieda...\Could it be...\Is it possible?\Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?!\Where is he?!\Look, Takasu-kun. response:	So you're in there!
context: Kushieda...\Could it be...\Is it possible?\Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?!\Where is he?!\Look, Takasu-kun.\So you're in there! response:	There might be more to Kushieda's cheerfulness than her simply being bright and energetic.
context: Could it be...\Is it possible?\Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?!\Where is he?!\Look, Takasu-kun.\So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic. response:	Watch out!
context: Is it possible?\Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?!\Where is he?!\Look, Takasu-kun.\So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out! response:	I'm sorry, Kushieda! Are you oka -
context: Hey, Takasu-kun. Can't we get out through that window?\Where is he?! Where is he?!\Where is he?!\Look, Takasu-kun.\So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out!\I'm sorry, Kushieda! Are you oka - response:	Whoa, your nose is bleeding!
context: Where is he?! Where is he?!\Where is he?!\Look, Takasu-kun.\So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out!\I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding! response:	Oh, it'll be okay somewhat!
context: Where is he?!\Look, Takasu-kun.\So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out!\I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding!\Oh, it'll be okay somewhat! response:	Somewhat?
context: Look, Takasu-kun.\So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out!\I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding!\Oh, it'll be okay somewhat!\Somewhat? response:	A nosebleed is the perspiration of your heart.
context: So you're in there!\There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out!\I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding!\Oh, it'll be okay somewhat!\Somewhat?\A nosebleed is the perspiration of your heart. response:	That aside, we're almost there!
context: There might be more to Kushieda's cheerfulness than her simply being bright and energetic.\Watch out!\I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding!\Oh, it'll be okay somewhat!\Somewhat?\A nosebleed is the perspiration of your heart.\That aside, we're almost there! response:	Keep stacking them boxes, Takasu!
context: Watch out!\I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding!\Oh, it'll be okay somewhat!\Somewhat?\A nosebleed is the perspiration of your heart.\That aside, we're almost there!\Keep stacking them boxes, Takasu! response:	Y-Yes, sir!
context: I'm sorry, Kushieda! Are you oka -\Whoa, your nose is bleeding!\Oh, it'll be okay somewhat!\Somewhat?\A nosebleed is the perspiration of your heart.\That aside, we're almost there!\Keep stacking them boxes, Takasu!\Y-Yes, sir! response:	I see, she was beating up her weakness, wasn't she?
context: Whoa, your nose is bleeding!\Oh, it'll be okay somewhat!\Somewhat?\A nosebleed is the perspiration of your heart.\That aside, we're almost there!\Keep stacking them boxes, Takasu!\Y-Yes, sir!\I see, she was beating up her weakness, wasn't she? response:	We're going to get out of here!
context: Oh, it'll be okay somewhat!\Somewhat?\A nosebleed is the perspiration of your heart.\That aside, we're almost there!\Keep stacking them boxes, Takasu!\Y-Yes, sir!\I see, she was beating up her weakness, wasn't she?\We're going to get out of here! response:	Yeah, of course! Fight!
context: Somewhat?\A nosebleed is the perspiration of your heart.\That aside, we're almost there!\Keep stacking them boxes, Takasu!\Y-Yes, sir!\I see, she was beating up her weakness, wasn't she?\We're going to get out of here!\Yeah, of course! Fight! response:	Huh?
context: A nosebleed is the perspiration of your heart.\That aside, we're almost there!\Keep stacking them boxes, Takasu!\Y-Yes, sir!\I see, she was beating up her weakness, wasn't she?\We're going to get out of here!\Yeah, of course! Fight!\Huh? response:	When I say fight, you say...?
context: That aside, we're almost there!\Keep stacking them boxes, Takasu!\Y-Yes, sir!\I see, she was beating up her weakness, wasn't she?\We're going to get out of here!\Yeah, of course! Fight!\Huh?\When I say fight, you say...? response:	I-In one?
context: Keep stacking them boxes, Takasu!\Y-Yes, sir!\I see, she was beating up her weakness, wasn't she?\We're going to get out of here!\Yeah, of course! Fight!\Huh?\When I say fight, you say...?\I-In one? response:	Yeah yeah, that's it!
context: Y-Yes, sir!\I see, she was beating up her weakness, wasn't she?\We're going to get out of here!\Yeah, of course! Fight!\Huh?\When I say fight, you say...?\I-In one?\Yeah yeah, that's it! response:	Fight!
context: I see, she was beating up her weakness, wasn't she?\We're going to get out of here!\Yeah, of course! Fight!\Huh?\When I say fight, you say...?\I-In one?\Yeah yeah, that's it!\Fight! response:	I-In one!
context: We're going to get out of here!\Yeah, of course! Fight!\Huh?\When I say fight, you say...?\I-In one?\Yeah yeah, that's it!\Fight!\I-In one! response:	Now that I think about it,
context: Yeah, of course! Fight!\Huh?\When I say fight, you say...?\I-In one?\Yeah yeah, that's it!\Fight!\I-In one!\Now that I think about it, response:	she's always been gleaming with cheerfulness.
context: Huh?\When I say fight, you say...?\I-In one?\Yeah yeah, that's it!\Fight!\I-In one!\Now that I think about it,\she's always been gleaming with cheerfulness. response:	Even when I had just met her too.
context: When I say fight, you say...?\I-In one?\Yeah yeah, that's it!\Fight!\I-In one!\Now that I think about it,\she's always been gleaming with cheerfulness.\Even when I had just met her too. response:	Fight!
context: I-In one?\Yeah yeah, that's it!\Fight!\I-In one!\Now that I think about it,\she's always been gleaming with cheerfulness.\Even when I had just met her too.\Fight! response:	Even now...
context: Yeah yeah, that's it!\Fight!\I-In one!\Now that I think about it,\she's always been gleaming with cheerfulness.\Even when I had just met her too.\Fight!\Even now... response:	In one!
context: Fight!\I-In one!\Now that I think about it,\she's always been gleaming with cheerfulness.\Even when I had just met her too.\Fight!\Even now...\In one! response:	She's gleaming with joy!
context: I-In one!\Now that I think about it,\she's always been gleaming with cheerfulness.\Even when I had just met her too.\Fight!\Even now...\In one!\She's gleaming with joy! response:	Found you!
context: Now that I think about it,\she's always been gleaming with cheerfulness.\Even when I had just met her too.\Fight!\Even now...\In one!\She's gleaming with joy!\Found you! response:	Taiga, how did you get in here?!
context: she's always been gleaming with cheerfulness.\Even when I had just met her too.\Fight!\Even now...\In one!\She's gleaming with joy!\Found you!\Taiga, how did you get in here?! response:	How? I used the ladder.
context: Even when I had just met her too.\Fight!\Even now...\In one!\She's gleaming with joy!\Found you!\Taiga, how did you get in here?!\How? I used the ladder. response:	Yay! We can get out now, Takasu-kun!
context: Fight!\Even now...\In one!\She's gleaming with joy!\Found you!\Taiga, how did you get in here?!\How? I used the ladder.\Yay! We can get out now, Takasu-kun! response:	But...
context: Even now...\In one!\She's gleaming with joy!\Found you!\Taiga, how did you get in here?!\How? I used the ladder.\Yay! We can get out now, Takasu-kun!\But... response:	Thanks, Taiga!
context: In one!\She's gleaming with joy!\Found you!\Taiga, how did you get in here?!\How? I used the ladder.\Yay! We can get out now, Takasu-kun!\But...\Thanks, Taiga! response:	This is truly the ladder to the future!
context: She's gleaming with joy!\Found you!\Taiga, how did you get in here?!\How? I used the ladder.\Yay! We can get out now, Takasu-kun!\But...\Thanks, Taiga!\This is truly the ladder to the future! response:	Um, Minorin...
context: Found you!\Taiga, how did you get in here?!\How? I used the ladder.\Yay! We can get out now, Takasu-kun!\But...\Thanks, Taiga!\This is truly the ladder to the future!\Um, Minorin... response:	You get up too, Takasu-kun!
context: Taiga, how did you get in here?!\How? I used the ladder.\Yay! We can get out now, Takasu-kun!\But...\Thanks, Taiga!\This is truly the ladder to the future!\Um, Minorin...\You get up too, Takasu-kun! response:	O-Okay.
context: How? I used the ladder.\Yay! We can get out now, Takasu-kun!\But...\Thanks, Taiga!\This is truly the ladder to the future!\Um, Minorin...\You get up too, Takasu-kun!\O-Okay. response:	Like I've been trying to say!
context: Yay! We can get out now, Takasu-kun!\But...\Thanks, Taiga!\This is truly the ladder to the future!\Um, Minorin...\You get up too, Takasu-kun!\O-Okay.\Like I've been trying to say! response:	The ladder fell when I came in...
context: But...\Thanks, Taiga!\This is truly the ladder to the future!\Um, Minorin...\You get up too, Takasu-kun!\O-Okay.\Like I've been trying to say!\The ladder fell when I came in... response:	Sealed deep within my heart.
context: Thanks, Taiga!\This is truly the ladder to the future!\Um, Minorin...\You get up too, Takasu-kun!\O-Okay.\Like I've been trying to say!\The ladder fell when I came in...\Sealed deep within my heart. response:	A precious memory that we can never tell.
context: This is truly the ladder to the future!\Um, Minorin...\You get up too, Takasu-kun!\O-Okay.\Like I've been trying to say!\The ladder fell when I came in...\Sealed deep within my heart.\A precious memory that we can never tell. response:	Oh, I told Takasu all about it.
context: Um, Minorin...\You get up too, Takasu-kun!\O-Okay.\Like I've been trying to say!\The ladder fell when I came in...\Sealed deep within my heart.\A precious memory that we can never tell.\Oh, I told Takasu all about it. response:	Kitamu - !
