context: What was that all about? response:	What do you mean?
context: and about your grandfather.\I see.\Were you scared of losing your position in the royal family?\No.\You wanted to save Elkia?\That's right.\Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing. response:	He was called a foolish king.
context: I see.\Were you scared of losing your position in the royal family?\No.\You wanted to save Elkia?\That's right.\Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king. response:	But my grandfather believed in the potential of Imanity!
context: Were you scared of losing your position in the royal family?\No.\You wanted to save Elkia?\That's right.\Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king.\But my grandfather believed in the potential of Imanity! response:	Even if we're the lowest ranked,
context: No.\You wanted to save Elkia?\That's right.\Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king.\But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked, response:	even if we can't use magic,
context: You wanted to save Elkia?\That's right.\Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king.\But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked,\even if we can't use magic, response:	he honestly believed we could beat the other races.
context: That's right.\Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king.\But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked,\even if we can't use magic,\he honestly believed we could beat the other races. response:	I wanted to prove my grandfather was right.
context: Of course, that was the biggest reason...\But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king.\But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked,\even if we can't use magic,\he honestly believed we could beat the other races.\I wanted to prove my grandfather was right. response:	If I could become king and take our territory back,
context: But my grandfather was forced to gamble our country's territory, and he kept losing.\He was called a foolish king.\But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked,\even if we can't use magic,\he honestly believed we could beat the other races.\I wanted to prove my grandfather was right.\If I could become king and take our territory back, response:	I could prove my grandfather was right about what Imanity could do!
context: He was called a foolish king.\But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked,\even if we can't use magic,\he honestly believed we could beat the other races.\I wanted to prove my grandfather was right.\If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do! response:	Steph...
context: But my grandfather believed in the potential of Imanity!\Even if we're the lowest ranked,\even if we can't use magic,\he honestly believed we could beat the other races.\I wanted to prove my grandfather was right.\If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do!\Steph... response:	Do you like this country, and this world?
context: Even if we're the lowest ranked,\even if we can't use magic,\he honestly believed we could beat the other races.\I wanted to prove my grandfather was right.\If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do!\Steph...\Do you like this country, and this world? response:	Yes.
context: even if we can't use magic,\he honestly believed we could beat the other races.\I wanted to prove my grandfather was right.\If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do!\Steph...\Do you like this country, and this world?\Yes. response:	Of course I do.
context: he honestly believed we could beat the other races.\I wanted to prove my grandfather was right.\If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do!\Steph...\Do you like this country, and this world?\Yes.\Of course I do. response:	That's nice.
context: I wanted to prove my grandfather was right.\If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do!\Steph...\Do you like this country, and this world?\Yes.\Of course I do.\That's nice. response:	I'm really jealous that you can say that with such certainty.
context: If I could become king and take our territory back,\I could prove my grandfather was right about what Imanity could do!\Steph...\Do you like this country, and this world?\Yes.\Of course I do.\That's nice.\I'm really jealous that you can say that with such certainty. response:	But...
context: I could prove my grandfather was right about what Imanity could do!\Steph...\Do you like this country, and this world?\Yes.\Of course I do.\That's nice.\I'm really jealous that you can say that with such certainty.\But... response:	That wish won't come true.
context: Steph...\Do you like this country, and this world?\Yes.\Of course I do.\That's nice.\I'm really jealous that you can say that with such certainty.\But...\That wish won't come true. response:	To make things worse,
context: Do you like this country, and this world?\Yes.\Of course I do.\That's nice.\I'm really jealous that you can say that with such certainty.\But...\That wish won't come true.\To make things worse, response:	on its current course, this country is doomed to fall.
context: Yes.\Of course I do.\That's nice.\I'm really jealous that you can say that with such certainty.\But...\That wish won't come true.\To make things worse,\on its current course, this country is doomed to fall. response:	It's doomed the minute the next king takes over.
context: Of course I do.\That's nice.\I'm really jealous that you can say that with such certainty.\But...\That wish won't come true.\To make things worse,\on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over. response:	K-Kurami...
context: That's nice.\I'm really jealous that you can say that with such certainty.\But...\That wish won't come true.\To make things worse,\on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over.\K-Kurami... response:	It's finally time for the coronation, isn't it?
context: I'm really jealous that you can say that with such certainty.\But...\That wish won't come true.\To make things worse,\on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over.\K-Kurami...\It's finally time for the coronation, isn't it? response:	Stephanie Dola.
context: But...\That wish won't come true.\To make things worse,\on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over.\K-Kurami...\It's finally time for the coronation, isn't it?\Stephanie Dola. response:	Have you been dressed like that ever since I beat you?
context: That wish won't come true.\To make things worse,\on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over.\K-Kurami...\It's finally time for the coronation, isn't it?\Stephanie Dola.\Have you been dressed like that ever since I beat you? response:	You said your wonderful grandfather gave this dress to you, correct?
context: To make things worse,\on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over.\K-Kurami...\It's finally time for the coronation, isn't it?\Stephanie Dola.\Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct? response:	You can have it back.
context: on its current course, this country is doomed to fall.\It's doomed the minute the next king takes over.\K-Kurami...\It's finally time for the coronation, isn't it?\Stephanie Dola.\Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct?\You can have it back. response:	Listen. You lost.
context: It's doomed the minute the next king takes over.\K-Kurami...\It's finally time for the coronation, isn't it?\Stephanie Dola.\Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct?\You can have it back.\Listen. You lost. response:	Don't make the same mistake as the foolish king who gave you that dress.
context: K-Kurami...\It's finally time for the coronation, isn't it?\Stephanie Dola.\Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct?\You can have it back.\Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress. response:	That's why people call you the granddaughter of a foolish king.
context: It's finally time for the coronation, isn't it?\Stephanie Dola.\Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct?\You can have it back.\Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king. response:	The game's
context: Stephanie Dola.\Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct?\You can have it back.\Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king.\The game's response:	already begun.
context: Have you been dressed like that ever since I beat you?\You said your wonderful grandfather gave this dress to you, correct?\You can have it back.\Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king.\The game's\already begun. response:	Sora?
context: You said your wonderful grandfather gave this dress to you, correct?\You can have it back.\Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king.\The game's\already begun.\Sora? response:	Any bets made in accordance with the pledges must be upheld.
context: You can have it back.\Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king.\The game's\already begun.\Sora?\Any bets made in accordance with the pledges must be upheld. response:	This is yours.
context: Listen. You lost.\Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king.\The game's\already begun.\Sora?\Any bets made in accordance with the pledges must be upheld.\This is yours. response:	For the moment.
context: Don't make the same mistake as the foolish king who gave you that dress.\That's why people call you the granddaughter of a foolish king.\The game's\already begun.\Sora?\Any bets made in accordance with the pledges must be upheld.\This is yours.\For the moment. response:	I see the granddaughter of a foolish king has foolish servants, too.
context: That's why people call you the granddaughter of a foolish king.\The game's\already begun.\Sora?\Any bets made in accordance with the pledges must be upheld.\This is yours.\For the moment.\I see the granddaughter of a foolish king has foolish servants, too. response:	Hey, little sister.
context: The game's\already begun.\Sora?\Any bets made in accordance with the pledges must be upheld.\This is yours.\For the moment.\I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister. response:	Will you follow your big brother, no matter what he does?
context: already begun.\Sora?\Any bets made in accordance with the pledges must be upheld.\This is yours.\For the moment.\I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister.\Will you follow your big brother, no matter what he does? response:	Yes.
context: Sora?\Any bets made in accordance with the pledges must be upheld.\This is yours.\For the moment.\I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister.\Will you follow your big brother, no matter what he does?\Yes. response:	Just like I promised. I'll follow you anywhere.
context: Any bets made in accordance with the pledges must be upheld.\This is yours.\For the moment.\I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister.\Will you follow your big brother, no matter what he does?\Yes.\Just like I promised. I'll follow you anywhere. response:	An instant answer, huh?
context: This is yours.\For the moment.\I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister.\Will you follow your big brother, no matter what he does?\Yes.\Just like I promised. I'll follow you anywhere.\An instant answer, huh? response:	I had to work myself up to
context: For the moment.\I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister.\Will you follow your big brother, no matter what he does?\Yes.\Just like I promised. I'll follow you anywhere.\An instant answer, huh?\I had to work myself up to response:	You're lying.
context: I see the granddaughter of a foolish king has foolish servants, too.\Hey, little sister.\Will you follow your big brother, no matter what he does?\Yes.\Just like I promised. I'll follow you anywhere.\An instant answer, huh?\I had to work myself up to\You're lying. response:	You look like you're having fun.
context: Hey, little sister.\Will you follow your big brother, no matter what he does?\Yes.\Just like I promised. I'll follow you anywhere.\An instant answer, huh?\I had to work myself up to\You're lying.\You look like you're having fun. response:	Well, I guess I'll take you somewhere more fun than our old world.
context: Will you follow your big brother, no matter what he does?\Yes.\Just like I promised. I'll follow you anywhere.\An instant answer, huh?\I had to work myself up to\You're lying.\You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world. response:	Steph, how long are you going to sit there?
context: Yes.\Just like I promised. I'll follow you anywhere.\An instant answer, huh?\I had to work myself up to\You're lying.\You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there? response:	You want that dress back, right?
context: Just like I promised. I'll follow you anywhere.\An instant answer, huh?\I had to work myself up to\You're lying.\You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there?\You want that dress back, right? response:	Steph, hurry.
context: An instant answer, huh?\I had to work myself up to\You're lying.\You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there?\You want that dress back, right?\Steph, hurry. response:	Let's go.
context: I had to work myself up to\You're lying.\You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there?\You want that dress back, right?\Steph, hurry.\Let's go. response:	Go? Where?
context: You're lying.\You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there?\You want that dress back, right?\Steph, hurry.\Let's go.\Go? Where? response:	We're going to prove your grandfather was right.
context: You look like you're having fun.\Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there?\You want that dress back, right?\Steph, hurry.\Let's go.\Go? Where?\We're going to prove your grandfather was right. response:	Sora!
context: Well, I guess I'll take you somewhere more fun than our old world.\Steph, how long are you going to sit there?\You want that dress back, right?\Steph, hurry.\Let's go.\Go? Where?\We're going to prove your grandfather was right.\Sora! response:	What's going on?
context: Steph, how long are you going to sit there?\You want that dress back, right?\Steph, hurry.\Let's go.\Go? Where?\We're going to prove your grandfather was right.\Sora!\What's going on? response:	Huh? What happened to that vision I was seeing?
context: You want that dress back, right?\Steph, hurry.\Let's go.\Go? Where?\We're going to prove your grandfather was right.\Sora!\What's going on?\Huh? What happened to that vision I was seeing? response:	Oh, right.
context: Steph, hurry.\Let's go.\Go? Where?\We're going to prove your grandfather was right.\Sora!\What's going on?\Huh? What happened to that vision I was seeing?\Oh, right. response:	Those cookies were really good.
context: Let's go.\Go? Where?\We're going to prove your grandfather was right.\Sora!\What's going on?\Huh? What happened to that vision I was seeing?\Oh, right.\Those cookies were really good. response:	Thank you.
context: Go? Where?\We're going to prove your grandfather was right.\Sora!\What's going on?\Huh? What happened to that vision I was seeing?\Oh, right.\Those cookies were really good.\Thank you. response:	Thanks!
context: We're going to prove your grandfather was right.\Sora!\What's going on?\Huh? What happened to that vision I was seeing?\Oh, right.\Those cookies were really good.\Thank you.\Thanks! response:	It took you long enough!
context: Sora!\What's going on?\Huh? What happened to that vision I was seeing?\Oh, right.\Those cookies were really good.\Thank you.\Thanks!\It took you long enough! response:	My goal...
context: What's going on?\Huh? What happened to that vision I was seeing?\Oh, right.\Those cookies were really good.\Thank you.\Thanks!\It took you long enough!\My goal... response:	For now, I'll become king.
context: Huh? What happened to that vision I was seeing?\Oh, right.\Those cookies were really good.\Thank you.\Thanks!\It took you long enough!\My goal...\For now, I'll become king. response:	I'll say, for now, it's to become king.
context: Oh, right.\Those cookies were really good.\Thank you.\Thanks!\It took you long enough!\My goal...\For now, I'll become king.\I'll say, for now, it's to become king. response:	Expert
context: Those cookies were really good.\Thank you.\Thanks!\It took you long enough!\My goal...\For now, I'll become king.\I'll say, for now, it's to become king.\Expert response:	You sure that's enough armor?
context: Thank you.\Thanks!\It took you long enough!\My goal...\For now, I'll become king.\I'll say, for now, it's to become king.\Expert\You sure that's enough armor? response:	It is most definitely not!
