context: We're here. response:	Keep out
context: This reality of ours might be a failure.\And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya.\All right, and?\If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now.\Hmph. And? response:	The problem is those of us who might be mistaken about that.
context: And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya.\All right, and?\If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now.\Hmph. And?\The problem is those of us who might be mistaken about that. response:	When the world is remade into its proper form by Miss Suzumiya,
context: might just be the one we call Haruhi Suzumiya.\All right, and?\If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now.\Hmph. And?\The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya, response:	will we still be able to be part of that world?
context: All right, and?\If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now.\Hmph. And?\The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world? response:	Or will we be considered bugs in the system and eliminated?
context: If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now.\Hmph. And?\The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated? response:	I don't know.
context: about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now.\Hmph. And?\The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated?\I don't know. response:	It's just... I quite like this world of ours.
context: has used her powers up until now.\Hmph. And?\The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated?\I don't know.\It's just... I quite like this world of ours. response:	From ages past until modern times,
context: Hmph. And?\The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated?\I don't know.\It's just... I quite like this world of ours.\From ages past until modern times, response:	this world has been built, piece by piece, by so many different people.
context: The problem is those of us who might be mistaken about that.\When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated?\I don't know.\It's just... I quite like this world of ours.\From ages past until modern times,\this world has been built, piece by piece, by so many different people. response:	I don't want it to fall apart.
context: When the world is remade into its proper form by Miss Suzumiya,\will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated?\I don't know.\It's just... I quite like this world of ours.\From ages past until modern times,\this world has been built, piece by piece, by so many different people.\I don't want it to fall apart. response:	And that's why I try to do what I can about Miss Suzumiya.
context: will we still be able to be part of that world?\Or will we be considered bugs in the system and eliminated?\I don't know.\It's just... I quite like this world of ours.\From ages past until modern times,\this world has been built, piece by piece, by so many different people.\I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya. response:	I wonder if this world is worth all that.
context: Or will we be considered bugs in the system and eliminated?\I don't know.\It's just... I quite like this world of ours.\From ages past until modern times,\this world has been built, piece by piece, by so many different people.\I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that. response:	Oh, I thought that you felt it was.
context: I don't know.\It's just... I quite like this world of ours.\From ages past until modern times,\this world has been built, piece by piece, by so many different people.\I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that.\Oh, I thought that you felt it was. response:	Which is why you came back from the closed space, but... was I wrong?
context: It's just... I quite like this world of ours.\From ages past until modern times,\this world has been built, piece by piece, by so many different people.\I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that.\Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong? response:	Well, I wonder.
context: From ages past until modern times,\this world has been built, piece by piece, by so many different people.\I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that.\Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong?\Well, I wonder. response:	It's not like me to talk like this.
context: this world has been built, piece by piece, by so many different people.\I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that.\Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong?\Well, I wonder.\It's not like me to talk like this. response:	I'm making it sound like we're protecting the world. I apologize.
context: I don't want it to fall apart.\And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that.\Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong?\Well, I wonder.\It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize. response:	It looks like Miss Suzumiya is too busy feeling dejected to be angry.
context: And that's why I try to do what I can about Miss Suzumiya.\I wonder if this world is worth all that.\Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong?\Well, I wonder.\It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry. response:	Oh, why's that?
context: I wonder if this world is worth all that.\Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong?\Well, I wonder.\It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that? response:	I thought you would know... Okay, I'll explain.
context: Oh, I thought that you felt it was.\Which is why you came back from the closed space, but... was I wrong?\Well, I wonder.\It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that?\I thought you would know... Okay, I'll explain. response:	Miss Suzumiya thought that no matter what happened,
context: Which is why you came back from the closed space, but... was I wrong?\Well, I wonder.\It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that?\I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened, response:	you would always be on her side.
context: Well, I wonder.\It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that?\I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened,\you would always be on her side. response:	That no matter how much you complained,
context: It's not like me to talk like this.\I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that?\I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened,\you would always be on her side.\That no matter how much you complained, response:	you alone would always forgive her.
context: I'm making it sound like we're protecting the world. I apologize.\It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that?\I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened,\you would always be on her side.\That no matter how much you complained,\you alone would always forgive her. response:	The only one that could forgive her is a martyred saint.
context: It looks like Miss Suzumiya is too busy feeling dejected to be angry.\Oh, why's that?\I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened,\you would always be on her side.\That no matter how much you complained,\you alone would always forgive her.\The only one that could forgive her is a martyred saint. response:	Could you say something to Miss Suzumiya to cheer her up?
context: Oh, why's that?\I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened,\you would always be on her side.\That no matter how much you complained,\you alone would always forgive her.\The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up? response:	If you don't, she might continue to get depressed,
context: I thought you would know... Okay, I'll explain.\Miss Suzumiya thought that no matter what happened,\you would always be on her side.\That no matter how much you complained,\you alone would always forgive her.\The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed, response:	then something far worse than the closed spaces might occur.
context: Miss Suzumiya thought that no matter what happened,\you would always be on her side.\That no matter how much you complained,\you alone would always forgive her.\The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur. response:	I can't even imagine how the world might react to a depressed Miss Suzumiya.
context: you would always be on her side.\That no matter how much you complained,\you alone would always forgive her.\The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya. response:	So you're telling me to cheer her up?
context: That no matter how much you complained,\you alone would always forgive her.\The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up? response:	You just need to get back with her again.
context: you alone would always forgive her.\The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up?\You just need to get back with her again. response:	There was never a with her to begin with.
context: The only one that could forgive her is a martyred saint.\Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up?\You just need to get back with her again.\There was never a with her to begin with. response:	Oh, I thought that your head had cooled off by now,
context: Could you say something to Miss Suzumiya to cheer her up?\If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up?\You just need to get back with her again.\There was never a with her to begin with.\Oh, I thought that your head had cooled off by now, response:	but I guess I was wrong.
context: If you don't, she might continue to get depressed,\then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up?\You just need to get back with her again.\There was never a with her to begin with.\Oh, I thought that your head had cooled off by now,\but I guess I was wrong. response:	The reason I was so angry yesterday was because my kind heart
context: then something far worse than the closed spaces might occur.\I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up?\You just need to get back with her again.\There was never a with her to begin with.\Oh, I thought that your head had cooled off by now,\but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart response:	couldn't bear to watch the cruel things happening to Miss Asahina.
context: I can't even imagine how the world might react to a depressed Miss Suzumiya.\So you're telling me to cheer her up?\You just need to get back with her again.\There was never a with her to begin with.\Oh, I thought that your head had cooled off by now,\but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina. response:	But that can't be the only reason.
context: So you're telling me to cheer her up?\You just need to get back with her again.\There was never a with her to begin with.\Oh, I thought that your head had cooled off by now,\but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason. response:	I might have just been suffering from a calcium deficiency.
context: You just need to get back with her again.\There was never a with her to begin with.\Oh, I thought that your head had cooled off by now,\but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason.\I might have just been suffering from a calcium deficiency. response:	After drinking around a liter of milk before going to bed,
context: There was never a with her to begin with.\Oh, I thought that your head had cooled off by now,\but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason.\I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed, response:	I was strangely calm.
context: Oh, I thought that your head had cooled off by now,\but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason.\I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed,\I was strangely calm. response:	That might just be a placebo effect, though.
context: but I guess I was wrong.\The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason.\I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed,\I was strangely calm.\That might just be a placebo effect, though. response:	Movie, what a joke. That was a waste of my day.
context: The reason I was so angry yesterday was because my kind heart\couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason.\I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed,\I was strangely calm.\That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day. response:	Now, now.
context: couldn't bear to watch the cruel things happening to Miss Asahina.\But that can't be the only reason.\I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed,\I was strangely calm.\That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day.\Now, now. response:	He wanted to hang out with you guys and Miss Suzumiya more.
context: But that can't be the only reason.\I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed,\I was strangely calm.\That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day.\Now, now.\He wanted to hang out with you guys and Miss Suzumiya more. response:	He even canceled his other plans.
context: I might have just been suffering from a calcium deficiency.\After drinking around a liter of milk before going to bed,\I was strangely calm.\That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day.\Now, now.\He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans. response:	Don't tell him that, you jerk.
context: After drinking around a liter of milk before going to bed,\I was strangely calm.\That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day.\Now, now.\He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans.\Don't tell him that, you jerk. response:	In any case.
context: I was strangely calm.\That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day.\Now, now.\He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans.\Don't tell him that, you jerk.\In any case. response:	I'm never going to get involved with any of those stupid projects anymore.
context: That might just be a placebo effect, though.\Movie, what a joke. That was a waste of my day.\Now, now.\He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans.\Don't tell him that, you jerk.\In any case.\I'm never going to get involved with any of those stupid projects anymore. response:	A movie? As if.
context: Movie, what a joke. That was a waste of my day.\Now, now.\He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans.\Don't tell him that, you jerk.\In any case.\I'm never going to get involved with any of those stupid projects anymore.\A movie? As if. response:	It'll just end up as garbage. That's for sure.
context: Now, now.\He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans.\Don't tell him that, you jerk.\In any case.\I'm never going to get involved with any of those stupid projects anymore.\A movie? As if.\It'll just end up as garbage. That's for sure. response:	You're the last person I want to hear that from.
context: He wanted to hang out with you guys and Miss Suzumiya more.\He even canceled his other plans.\Don't tell him that, you jerk.\In any case.\I'm never going to get involved with any of those stupid projects anymore.\A movie? As if.\It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from. response:	Even if he didn't say that, I could imagine it.
context: He even canceled his other plans.\Don't tell him that, you jerk.\In any case.\I'm never going to get involved with any of those stupid projects anymore.\A movie? As if.\It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it. response:	Even so, hearing that from him pisses me off.
context: Don't tell him that, you jerk.\In any case.\I'm never going to get involved with any of those stupid projects anymore.\A movie? As if.\It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off. response:	At least Haruhi is doing something for the school festival.
context: In any case.\I'm never going to get involved with any of those stupid projects anymore.\A movie? As if.\It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival. response:	She's trying to be involved. But what about you?
context: I'm never going to get involved with any of those stupid projects anymore.\A movie? As if.\It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you? response:	Even if it is stupid, at least Haruhi's trying to make something.
context: A movie? As if.\It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something. response:	All you're doing is sitting there and complaining.
context: It'll just end up as garbage. That's for sure.\You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining. response:	Man, that pisses me off.
context: You're the last person I want to hear that from.\Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining.\Man, that pisses me off. response:	Now, I wonder why that pisses me off...
context: Even if he didn't say that, I could imagine it.\Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining.\Man, that pisses me off.\Now, I wonder why that pisses me off... response:	Have I suddenly found the passion to make movies?
context: Even so, hearing that from him pisses me off.\At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining.\Man, that pisses me off.\Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies? response:	What's wrong, Kyon?
context: At least Haruhi is doing something for the school festival.\She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining.\Man, that pisses me off.\Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies?\What's wrong, Kyon? response:	Miss Suzumiya seems upset, too... Did something happen?
context: She's trying to be involved. But what about you?\Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining.\Man, that pisses me off.\Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies?\What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen? response:	Maybe they had a lovers' spat.
context: Even if it is stupid, at least Haruhi's trying to make something.\All you're doing is sitting there and complaining.\Man, that pisses me off.\Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies?\What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat. response:	Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.
context: All you're doing is sitting there and complaining.\Man, that pisses me off.\Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies?\What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it. response:	What pisses me off, in other words...
context: Man, that pisses me off.\Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies?\What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words... response:	is the fact that there's no difference between the me who
context: Now, I wonder why that pisses me off...\Have I suddenly found the passion to make movies?\What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words...\is the fact that there's no difference between the me who response:	got pissed off at what Taniguchi said, and Taniguchi himself.
context: Have I suddenly found the passion to make movies?\What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words...\is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself. response:	Dammit.
context: What's wrong, Kyon?\Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words...\is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit. response:	Taniguchi, you bastard. Thanks to you, I've come to a weird realization.
context: Miss Suzumiya seems upset, too... Did something happen?\Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words...\is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization. response:	Dammit... now I have to do something that I'm sure I'll regret.
context: Maybe they had a lovers' spat.\Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words...\is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret. response:	Dammit! Dammit!
context: Oh, I see. I'm at Haruhi's beck and call, even if I grumble about it.\What pisses me off, in other words...\is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit! response:	Hey, Haruhi.
context: What pisses me off, in other words...\is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit!\Hey, Haruhi. response:	What?
context: is the fact that there's no difference between the me who\got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit!\Hey, Haruhi.\What? response:	Let's finish this film, no matter what.
context: got pissed off at what Taniguchi said, and Taniguchi himself.\Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit!\Hey, Haruhi.\What?\Let's finish this film, no matter what. response:	Of course. I'm the director, after all!
context: Dammit.\Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit!\Hey, Haruhi.\What?\Let's finish this film, no matter what.\Of course. I'm the director, after all! response:	It's a given that it'll be finished. You don't have to tell me that.
context: Taniguchi, you bastard. Thanks to you, I've come to a weird realization.\Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit!\Hey, Haruhi.\What?\Let's finish this film, no matter what.\Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that. response:	Man, but she's straightforward...
context: Dammit... now I have to do something that I'm sure I'll regret.\Dammit! Dammit!\Hey, Haruhi.\What?\Let's finish this film, no matter what.\Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward... response:	Well, if it would be strange to see an unhappy Haruhi, then this is better.
context: Dammit! Dammit!\Hey, Haruhi.\What?\Let's finish this film, no matter what.\Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better. response:	Here we go!
context: Hey, Haruhi.\What?\Let's finish this film, no matter what.\Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go! response:	Wasn't there anything else you could have said to her?
context: What?\Let's finish this film, no matter what.\Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go!\Wasn't there anything else you could have said to her? response:	I'm sorry.
context: Let's finish this film, no matter what.\Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go!\Wasn't there anything else you could have said to her?\I'm sorry. response:	She's not just back to how she was, now she's even more powerful.
context: Of course. I'm the director, after all!\It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go!\Wasn't there anything else you could have said to her?\I'm sorry.\She's not just back to how she was, now she's even more powerful. response:	I'm sorry.
context: It's a given that it'll be finished. You don't have to tell me that.\Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go!\Wasn't there anything else you could have said to her?\I'm sorry.\She's not just back to how she was, now she's even more powerful.\I'm sorry. response:	There's no way we'll be able to cover this up now.
context: Man, but she's straightforward...\Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go!\Wasn't there anything else you could have said to her?\I'm sorry.\She's not just back to how she was, now she's even more powerful.\I'm sorry.\There's no way we'll be able to cover this up now. response:	Oh, but this works out so well!
context: Well, if it would be strange to see an unhappy Haruhi, then this is better.\Here we go!\Wasn't there anything else you could have said to her?\I'm sorry.\She's not just back to how she was, now she's even more powerful.\I'm sorry.\There's no way we'll be able to cover this up now.\Oh, but this works out so well! response:	I was just thinking that I wanted a scene with cherry blossoms.
context: Here we go!\Wasn't there anything else you could have said to her?\I'm sorry.\She's not just back to how she was, now she's even more powerful.\I'm sorry.\There's no way we'll be able to cover this up now.\Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms. response:	What great timing for some strange weather!
context: Wasn't there anything else you could have said to her?\I'm sorry.\She's not just back to how she was, now she's even more powerful.\I'm sorry.\There's no way we'll be able to cover this up now.\Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather! response:	Okay, now take your victory pose!
context: I'm sorry.\She's not just back to how she was, now she's even more powerful.\I'm sorry.\There's no way we'll be able to cover this up now.\Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather!\Okay, now take your victory pose! response:	Oh yeah! Let's get a cat!
context: She's not just back to how she was, now she's even more powerful.\I'm sorry.\There's no way we'll be able to cover this up now.\Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather!\Okay, now take your victory pose!\Oh yeah! Let's get a cat! response:	A cat?
context: I'm sorry.\There's no way we'll be able to cover this up now.\Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather!\Okay, now take your victory pose!\Oh yeah! Let's get a cat!\A cat? response:	A witch needs a familiar. And a cat would be the best fit for that!
context: There's no way we'll be able to cover this up now.\Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather!\Okay, now take your victory pose!\Oh yeah! Let's get a cat!\A cat?\A witch needs a familiar. And a cat would be the best fit for that! response:	Is there a black cat around here somewhere?
context: Oh, but this works out so well!\I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather!\Okay, now take your victory pose!\Oh yeah! Let's get a cat!\A cat?\A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere? response:	Wasn't Nagato originally set to be an evil alien?
context: I was just thinking that I wanted a scene with cherry blossoms.\What great timing for some strange weather!\Okay, now take your victory pose!\Oh yeah! Let's get a cat!\A cat?\A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien? response:	Never mind that, we need a cat! That's how it's set in my mind now.
context: What great timing for some strange weather!\Okay, now take your victory pose!\Oh yeah! Let's get a cat!\A cat?\A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now. response:	Hey Yuki, do you know anyplace with lots of cats? Strays are okay.
