context: The experiments we've run so far response:	prove that the D-mails are being sent to the past.
context: Well... It's a secret!\Tell me.\As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail.\I agree! Totally!\Fine.\Then put your hand on the send button and wait. response:	Hello?
context: Tell me.\As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail.\I agree! Totally!\Fine.\Then put your hand on the send button and wait.\Hello? response:	It's me!
context: As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail.\I agree! Totally!\Fine.\Then put your hand on the send button and wait.\Hello?\It's me! response:	What's the situation...
context: No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail.\I agree! Totally!\Fine.\Then put your hand on the send button and wait.\Hello?\It's me!\What's the situation... response:	She hung up on me, damn it!
context: I think it's wrong to look at someone's mail.\I agree! Totally!\Fine.\Then put your hand on the send button and wait.\Hello?\It's me!\What's the situation...\She hung up on me, damn it! response:	Yeah, I bet she did.
context: I agree! Totally!\Fine.\Then put your hand on the send button and wait.\Hello?\It's me!\What's the situation...\She hung up on me, damn it!\Yeah, I bet she did. response:	That Christina!
context: Fine.\Then put your hand on the send button and wait.\Hello?\It's me!\What's the situation...\She hung up on me, damn it!\Yeah, I bet she did.\That Christina! response:	Doesn't she know she's my assistant?
context: Then put your hand on the send button and wait.\Hello?\It's me!\What's the situation...\She hung up on me, damn it!\Yeah, I bet she did.\That Christina!\Doesn't she know she's my assistant? response:	Hello?
context: Hello?\It's me!\What's the situation...\She hung up on me, damn it!\Yeah, I bet she did.\That Christina!\Doesn't she know she's my assistant?\Hello? response:	It's Hououin Kyouma. Don't just disconnect me, without a word.
context: It's me!\What's the situation...\She hung up on me, damn it!\Yeah, I bet she did.\That Christina!\Doesn't she know she's my assistant?\Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word. response:	Hououin? Oh, Okabe.
context: What's the situation...\She hung up on me, damn it!\Yeah, I bet she did.\That Christina!\Doesn't she know she's my assistant?\Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe. response:	I thought it was a prank call.
context: She hung up on me, damn it!\Yeah, I bet she did.\That Christina!\Doesn't she know she's my assistant?\Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe.\I thought it was a prank call. response:	You saw my number on the display.
context: Yeah, I bet she did.\That Christina!\Doesn't she know she's my assistant?\Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe.\I thought it was a prank call.\You saw my number on the display. response:	Even so, those first words
context: That Christina!\Doesn't she know she's my assistant?\Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe.\I thought it was a prank call.\You saw my number on the display.\Even so, those first words response:	are creepy enough to make me hang up.
context: Doesn't she know she's my assistant?\Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe.\I thought it was a prank call.\You saw my number on the display.\Even so, those first words\are creepy enough to make me hang up. response:	In other words, you are terrified of the mighty Hououin Kyouma
context: Hello?\It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe.\I thought it was a prank call.\You saw my number on the display.\Even so, those first words\are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma response:	She hung up on me! She hung up on me again!
context: It's Hououin Kyouma. Don't just disconnect me, without a word.\Hououin? Oh, Okabe.\I thought it was a prank call.\You saw my number on the display.\Even so, those first words\are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again! response:	Okarin, aren't you ready yet?
context: Hououin? Oh, Okabe.\I thought it was a prank call.\You saw my number on the display.\Even so, those first words\are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again!\Okarin, aren't you ready yet? response:	Wait!
context: I thought it was a prank call.\You saw my number on the display.\Even so, those first words\are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again!\Okarin, aren't you ready yet?\Wait! response:	Curse you, cold-blooded, pervert girl genius...
context: You saw my number on the display.\Even so, those first words\are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again!\Okarin, aren't you ready yet?\Wait!\Curse you, cold-blooded, pervert girl genius... response:	Hello?
context: Even so, those first words\are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again!\Okarin, aren't you ready yet?\Wait!\Curse you, cold-blooded, pervert girl genius...\Hello? response:	Listen, The Zomb
context: are creepy enough to make me hang up.\In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again!\Okarin, aren't you ready yet?\Wait!\Curse you, cold-blooded, pervert girl genius...\Hello?\Listen, The Zomb response:	Hello?
context: In other words, you are terrified of the mighty Hououin Kyouma\She hung up on me! She hung up on me again!\Okarin, aren't you ready yet?\Wait!\Curse you, cold-blooded, pervert girl genius...\Hello?\Listen, The Zomb\Hello? response:	Hello, my name is Okabe Rintarou.
context: She hung up on me! She hung up on me again!\Okarin, aren't you ready yet?\Wait!\Curse you, cold-blooded, pervert girl genius...\Hello?\Listen, The Zomb\Hello?\Hello, my name is Okabe Rintarou. response:	What is it?
context: Okarin, aren't you ready yet?\Wait!\Curse you, cold-blooded, pervert girl genius...\Hello?\Listen, The Zomb\Hello?\Hello, my name is Okabe Rintarou.\What is it? response:	I would be extraordinarily gratified
context: Wait!\Curse you, cold-blooded, pervert girl genius...\Hello?\Listen, The Zomb\Hello?\Hello, my name is Okabe Rintarou.\What is it?\I would be extraordinarily gratified response:	if you'd set the Phone Microwave (name subject to change)
context: Curse you, cold-blooded, pervert girl genius...\Hello?\Listen, The Zomb\Hello?\Hello, my name is Okabe Rintarou.\What is it?\I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change) response:	to the values I proferred in my earlier message.
context: Hello?\Listen, The Zomb\Hello?\Hello, my name is Okabe Rintarou.\What is it?\I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message. response:	You should have just said that from the start.
context: Listen, The Zomb\Hello?\Hello, my name is Okabe Rintarou.\What is it?\I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message.\You should have just said that from the start. response:	Also, that isn't what proffer means.
context: Hello?\Hello, my name is Okabe Rintarou.\What is it?\I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message.\You should have just said that from the start.\Also, that isn't what proffer means. response:	You're embarrassing yourself.
context: Hello, my name is Okabe Rintarou.\What is it?\I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message.\You should have just said that from the start.\Also, that isn't what proffer means.\You're embarrassing yourself. response:	And stop calling it the Phone Microwave (name subject to change), already.
context: What is it?\I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message.\You should have just said that from the start.\Also, that isn't what proffer means.\You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already. response:	Shut up, Cel-7!
context: I would be extraordinarily gratified\if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message.\You should have just said that from the start.\Also, that isn't what proffer means.\You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7! response:	I'm trying to be polite, and you're...
context: if you'd set the Phone Microwave (name subject to change)\to the values I proferred in my earlier message.\You should have just said that from the start.\Also, that isn't what proffer means.\You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7!\I'm trying to be polite, and you're... response:	Do they not like each other?
context: to the values I proferred in my earlier message.\You should have just said that from the start.\Also, that isn't what proffer means.\You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7!\I'm trying to be polite, and you're...\Do they not like each other? response:	I think it's the opposite.
context: You should have just said that from the start.\Also, that isn't what proffer means.\You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7!\I'm trying to be polite, and you're...\Do they not like each other?\I think it's the opposite. response:	Agreed.
context: Also, that isn't what proffer means.\You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7!\I'm trying to be polite, and you're...\Do they not like each other?\I think it's the opposite.\Agreed. response:	Will you send?
context: You're embarrassing yourself.\And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7!\I'm trying to be polite, and you're...\Do they not like each other?\I think it's the opposite.\Agreed.\Will you send? response:	Maybe...
context: And stop calling it the Phone Microwave (name subject to change), already.\Shut up, Cel-7!\I'm trying to be polite, and you're...\Do they not like each other?\I think it's the opposite.\Agreed.\Will you send?\Maybe... response:	Maybe I don't need to do this.
context: Shut up, Cel-7!\I'm trying to be polite, and you're...\Do they not like each other?\I think it's the opposite.\Agreed.\Will you send?\Maybe...\Maybe I don't need to do this. response:	Feyris!
context: I'm trying to be polite, and you're...\Do they not like each other?\I think it's the opposite.\Agreed.\Will you send?\Maybe...\Maybe I don't need to do this.\Feyris! response:	The electricity's started.
context: Do they not like each other?\I think it's the opposite.\Agreed.\Will you send?\Maybe...\Maybe I don't need to do this.\Feyris!\The electricity's started. response:	Send it.
context: I think it's the opposite.\Agreed.\Will you send?\Maybe...\Maybe I don't need to do this.\Feyris!\The electricity's started.\Send it. response:	Um...
context: Agreed.\Will you send?\Maybe...\Maybe I don't need to do this.\Feyris!\The electricity's started.\Send it.\Um... response:	Who are you?
context: Will you send?\Maybe...\Maybe I don't need to do this.\Feyris!\The electricity's started.\Send it.\Um...\Who are you? response:	Daddy!
context: Maybe...\Maybe I don't need to do this.\Feyris!\The electricity's started.\Send it.\Um...\Who are you?\Daddy! response:	Daddy?
context: Maybe I don't need to do this.\Feyris!\The electricity's started.\Send it.\Um...\Who are you?\Daddy!\Daddy? response:	Were you talking to Kyouma?
context: Feyris!\The electricity's started.\Send it.\Um...\Who are you?\Daddy!\Daddy?\Were you talking to Kyouma? response:	Yeah.
context: The electricity's started.\Send it.\Um...\Who are you?\Daddy!\Daddy?\Were you talking to Kyouma?\Yeah. response:	I'll be on my way.
context: Send it.\Um...\Who are you?\Daddy!\Daddy?\Were you talking to Kyouma?\Yeah.\I'll be on my way. response:	Enjoy yourselves.
context: Um...\Who are you?\Daddy!\Daddy?\Were you talking to Kyouma?\Yeah.\I'll be on my way.\Enjoy yourselves. response:	Feyris-chan's dad has this
context: Who are you?\Daddy!\Daddy?\Were you talking to Kyouma?\Yeah.\I'll be on my way.\Enjoy yourselves.\Feyris-chan's dad has this response:	kind of refined air about him, doesn't he?
context: Daddy!\Daddy?\Were you talking to Kyouma?\Yeah.\I'll be on my way.\Enjoy yourselves.\Feyris-chan's dad has this\kind of refined air about him, doesn't he? response:	Indeed! You can tell he's Feyris-tan's dad.
context: Daddy?\Were you talking to Kyouma?\Yeah.\I'll be on my way.\Enjoy yourselves.\Feyris-chan's dad has this\kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad. response:	Um...
context: Were you talking to Kyouma?\Yeah.\I'll be on my way.\Enjoy yourselves.\Feyris-chan's dad has this\kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad.\Um... response:	Do you know anything about an IBN 5100?
context: Yeah.\I'll be on my way.\Enjoy yourselves.\Feyris-chan's dad has this\kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad.\Um...\Do you know anything about an IBN 5100? response:	I haven't heard that name in ages.
context: I'll be on my way.\Enjoy yourselves.\Feyris-chan's dad has this\kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad.\Um...\Do you know anything about an IBN 5100?\I haven't heard that name in ages. response:	I'm looking for one.
context: Enjoy yourselves.\Feyris-chan's dad has this\kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad.\Um...\Do you know anything about an IBN 5100?\I haven't heard that name in ages.\I'm looking for one. response:	Unfortunately, I parted with mine a long time ago.
context: Feyris-chan's dad has this\kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad.\Um...\Do you know anything about an IBN 5100?\I haven't heard that name in ages.\I'm looking for one.\Unfortunately, I parted with mine a long time ago. response:	Did you give it to Yanabayashi Shrine?
context: kind of refined air about him, doesn't he?\Indeed! You can tell he's Feyris-tan's dad.\Um...\Do you know anything about an IBN 5100?\I haven't heard that name in ages.\I'm looking for one.\Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine? response:	Shrine?
context: Indeed! You can tell he's Feyris-tan's dad.\Um...\Do you know anything about an IBN 5100?\I haven't heard that name in ages.\I'm looking for one.\Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine?\Shrine? response:	No, I didn't.
context: Um...\Do you know anything about an IBN 5100?\I haven't heard that name in ages.\I'm looking for one.\Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine?\Shrine?\No, I didn't. response:	Goodbye, then.
context: Do you know anything about an IBN 5100?\I haven't heard that name in ages.\I'm looking for one.\Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine?\Shrine?\No, I didn't.\Goodbye, then. response:	Before Feyris sent her D-mail,
context: I haven't heard that name in ages.\I'm looking for one.\Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine?\Shrine?\No, I didn't.\Goodbye, then.\Before Feyris sent her D-mail, response:	I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.
context: I'm looking for one.\Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine?\Shrine?\No, I didn't.\Goodbye, then.\Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine. response:	But now, the shrine never got it.
context: Unfortunately, I parted with mine a long time ago.\Did you give it to Yanabayashi Shrine?\Shrine?\No, I didn't.\Goodbye, then.\Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it. response:	Each time we send a message, things change.
context: Did you give it to Yanabayashi Shrine?\Shrine?\No, I didn't.\Goodbye, then.\Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it.\Each time we send a message, things change. response:	Something may be changing,
context: Shrine?\No, I didn't.\Goodbye, then.\Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it.\Each time we send a message, things change.\Something may be changing, response:	even without my being aware of it.
context: No, I didn't.\Goodbye, then.\Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it.\Each time we send a message, things change.\Something may be changing,\even without my being aware of it. response:	ED
context: Goodbye, then.\Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it.\Each time we send a message, things change.\Something may be changing,\even without my being aware of it.\ED response:	It's possible that we've already done something that can't be undone.
context: Before Feyris sent her D-mail,\I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it.\Each time we send a message, things change.\Something may be changing,\even without my being aware of it.\ED\It's possible that we've already done something that can't be undone. response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: I heard that the IBN 5100 disappeared after it had been given to Yanabayashi Shrine.\But now, the shrine never got it.\Each time we send a message, things change.\Something may be changing,\even without my being aware of it.\ED\It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: But now, the shrine never got it.\Each time we send a message, things change.\Something may be changing,\even without my being aware of it.\ED\It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took response:	Okarin! Okarin!
context: Each time we send a message, things change.\Something may be changing,\even without my being aware of it.\ED\It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin! response:	Mayushii is going to Nakano to buy an Ai-Sword doujinshi.
context: Something may be changing,\even without my being aware of it.\ED\It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi. response:	Ai-Sword?
context: even without my being aware of it.\ED\It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword? response:	Kouga Yui?
context: ED\It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword?\Kouga Yui? response:	Nakano's far away.
context: It's possible that we've already done something that can't be undone.\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword?\Kouga Yui?\Nakano's far away. response:	Yeah.
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword?\Kouga Yui?\Nakano's far away.\Yeah. response:	I wish there were a Tora no Ana here.
context: We cannot escape the 12 merciless truths and the controlled oath we took\Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword?\Kouga Yui?\Nakano's far away.\Yeah.\I wish there were a Tora no Ana here. response:	ansoku no asu wo negattara
context: Okarin! Okarin!\Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword?\Kouga Yui?\Nakano's far away.\Yeah.\I wish there were a Tora no Ana here.\ansoku no asu wo negattara response:	If we wish for a tomorrow full of rest
context: Mayushii is going to Nakano to buy an Ai-Sword doujinshi.\Ai-Sword?\Kouga Yui?\Nakano's far away.\Yeah.\I wish there were a Tora no Ana here.\ansoku no asu wo negattara\If we wish for a tomorrow full of rest response:	What are you talking about?
context: Ai-Sword?\Kouga Yui?\Nakano's far away.\Yeah.\I wish there were a Tora no Ana here.\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\What are you talking about? response:	Tora no Ana's right over there.
context: Kouga Yui?\Nakano's far away.\Yeah.\I wish there were a Tora no Ana here.\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\What are you talking about?\Tora no Ana's right over there. response:	te no naka no toutoi jishou no chihei he
context: Nakano's far away.\Yeah.\I wish there were a Tora no Ana here.\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\What are you talking about?\Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he response:	to be given to the precious event horizon in our hands
context: Yeah.\I wish there were a Tora no Ana here.\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\What are you talking about?\Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands response:	What are you talking about, Okarin?
context: I wish there were a Tora no Ana here.\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\What are you talking about?\Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\What are you talking about, Okarin? response:	Why would there be one in Akiba?
context: ansoku no asu wo negattara\If we wish for a tomorrow full of rest\What are you talking about?\Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\What are you talking about, Okarin?\Why would there be one in Akiba? response:	toraware shi meiyaku arawareta gishou no rinkaku
context: If we wish for a tomorrow full of rest\What are you talking about?\Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\What are you talking about, Okarin?\Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku response:	the promise we made in captivity turns out to be a phantom
context: What are you talking about?\Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\What are you talking about, Okarin?\Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: Tora no Ana's right over there.\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\What are you talking about, Okarin?\Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\What are you talking about, Okarin?\Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: to be given to the precious event horizon in our hands\What are you talking about, Okarin?\Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: What are you talking about, Okarin?\Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	habatake butterfly
context: Why would there be one in Akiba?\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly response:	A flapping butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly response:	kiseki no butterfly
context: the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly response:	A miraculous butterfly
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly response:	anata he sasageru
context: The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru response:	I will consecrate them to you
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you response:	namida no butterfly
context: The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly response:	A butterfly of tears
context: habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears response:	mabushii butterfly
context: A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly response:	A radiant butterfly
context: kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly response:	subete ga ima kakikaerareru
context: A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru response:	Everything may now be rewritten
context: anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten response:	subete ga ima kakikaerareru
context: I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten\subete ga ima kakikaerareru response:	Everything may now be rewritten
