context: The Third Plate response:	Two
context: Does he intend to put a river there?!\We're out of paint!\We need a purchase run, stat!\Anyone available to help?!\Wow, everyone's in all-out prep mode.\Every day after school will be like this now.\It's exciting!\Tadokoro-san! response:	Yukihira-kun!
context: We're out of paint!\We need a purchase run, stat!\Anyone available to help?!\Wow, everyone's in all-out prep mode.\Every day after school will be like this now.\It's exciting!\Tadokoro-san!\Yukihira-kun! response:	Oh!
context: We need a purchase run, stat!\Anyone available to help?!\Wow, everyone's in all-out prep mode.\Every day after school will be like this now.\It's exciting!\Tadokoro-san!\Yukihira-kun!\Oh! response:	Isami-kun!
context: Anyone available to help?!\Wow, everyone's in all-out prep mode.\Every day after school will be like this now.\It's exciting!\Tadokoro-san!\Yukihira-kun!\Oh!\Isami-kun! response:	Pop-Up
context: Wow, everyone's in all-out prep mode.\Every day after school will be like this now.\It's exciting!\Tadokoro-san!\Yukihira-kun!\Oh!\Isami-kun!\Pop-Up response:	Pop-up Trattoria Aldini?
context: Every day after school will be like this now.\It's exciting!\Tadokoro-san!\Yukihira-kun!\Oh!\Isami-kun!\Pop-Up\Pop-up Trattoria Aldini? response:	Huh.
context: It's exciting!\Tadokoro-san!\Yukihira-kun!\Oh!\Isami-kun!\Pop-Up\Pop-up Trattoria Aldini?\Huh. response:	You're doing it with Takumi?
context: Tadokoro-san!\Yukihira-kun!\Oh!\Isami-kun!\Pop-Up\Pop-up Trattoria Aldini?\Huh.\You're doing it with Takumi? response:	With all of our classmates, actually.
context: Yukihira-kun!\Oh!\Isami-kun!\Pop-Up\Pop-up Trattoria Aldini?\Huh.\You're doing it with Takumi?\With all of our classmates, actually. response:	Yukihira!
context: Oh!\Isami-kun!\Pop-Up\Pop-up Trattoria Aldini?\Huh.\You're doing it with Takumi?\With all of our classmates, actually.\Yukihira! response:	I heard you're going to challenge Kuga-senpai.
context: Isami-kun!\Pop-Up\Pop-up Trattoria Aldini?\Huh.\You're doing it with Takumi?\With all of our classmates, actually.\Yukihira!\I heard you're going to challenge Kuga-senpai. response:	Oh, yeah.
context: Pop-Up\Pop-up Trattoria Aldini?\Huh.\You're doing it with Takumi?\With all of our classmates, actually.\Yukihira!\I heard you're going to challenge Kuga-senpai.\Oh, yeah. response:	Let me say this.
context: Pop-up Trattoria Aldini?\Huh.\You're doing it with Takumi?\With all of our classmates, actually.\Yukihira!\I heard you're going to challenge Kuga-senpai.\Oh, yeah.\Let me say this. response:	You're not the only one who's grown during the Stagiaire.
context: Huh.\You're doing it with Takumi?\With all of our classmates, actually.\Yukihira!\I heard you're going to challenge Kuga-senpai.\Oh, yeah.\Let me say this.\You're not the only one who's grown during the Stagiaire. response:	Don't think I'm the same man I was during the prelims!
context: You're doing it with Takumi?\With all of our classmates, actually.\Yukihira!\I heard you're going to challenge Kuga-senpai.\Oh, yeah.\Let me say this.\You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims! response:	I'm the one who'll defeat you!
context: With all of our classmates, actually.\Yukihira!\I heard you're going to challenge Kuga-senpai.\Oh, yeah.\Let me say this.\You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you! response:	We have to go shopping, Bro.
context: Yukihira!\I heard you're going to challenge Kuga-senpai.\Oh, yeah.\Let me say this.\You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you!\We have to go shopping, Bro. response:	You hear me, Yukihira?!
context: I heard you're going to challenge Kuga-senpai.\Oh, yeah.\Let me say this.\You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you!\We have to go shopping, Bro.\You hear me, Yukihira?! response:	You've got to be kidding me!
context: Oh, yeah.\Let me say this.\You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you!\We have to go shopping, Bro.\You hear me, Yukihira?!\You've got to be kidding me! response:	The menu's already set!
context: Let me say this.\You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you!\We have to go shopping, Bro.\You hear me, Yukihira?!\You've got to be kidding me!\The menu's already set! response:	Shiomi Research Group Creative Curry Laboratory
context: You're not the only one who's grown during the Stagiaire.\Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you!\We have to go shopping, Bro.\You hear me, Yukihira?!\You've got to be kidding me!\The menu's already set!\Shiomi Research Group Creative Curry Laboratory response:	Why?
context: Don't think I'm the same man I was during the prelims!\I'm the one who'll defeat you!\We have to go shopping, Bro.\You hear me, Yukihira?!\You've got to be kidding me!\The menu's already set!\Shiomi Research Group Creative Curry Laboratory\Why? response:	Why does it have to be curry?
context: I'm the one who'll defeat you!\We have to go shopping, Bro.\You hear me, Yukihira?!\You've got to be kidding me!\The menu's already set!\Shiomi Research Group Creative Curry Laboratory\Why?\Why does it have to be curry? response:	We're inviting representatives from Shiomi Research Group's corporate partners!
context: We have to go shopping, Bro.\You hear me, Yukihira?!\You've got to be kidding me!\The menu's already set!\Shiomi Research Group Creative Curry Laboratory\Why?\Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners! response:	You can't just do whatever you want!
context: You hear me, Yukihira?!\You've got to be kidding me!\The menu's already set!\Shiomi Research Group Creative Curry Laboratory\Why?\Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want! response:	Then why am I even showing up?!
context: You've got to be kidding me!\The menu's already set!\Shiomi Research Group Creative Curry Laboratory\Why?\Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want!\Then why am I even showing up?! response:	I have a message from Professor Shiomi.
context: The menu's already set!\Shiomi Research Group Creative Curry Laboratory\Why?\Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want!\Then why am I even showing up?!\I have a message from Professor Shiomi. response:	I'll manage our corporate partners somehow!
context: Shiomi Research Group Creative Curry Laboratory\Why?\Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want!\Then why am I even showing up?!\I have a message from Professor Shiomi.\I'll manage our corporate partners somehow! response:	Hayama-kun, go enjoy student life!
context: Why?\Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want!\Then why am I even showing up?!\I have a message from Professor Shiomi.\I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life! response:	Jun...
context: Why does it have to be curry?\We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want!\Then why am I even showing up?!\I have a message from Professor Shiomi.\I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life!\Jun... response:	Besides, Professor Shiomi told me to collaborate with you on the menu.
context: We're inviting representatives from Shiomi Research Group's corporate partners!\You can't just do whatever you want!\Then why am I even showing up?!\I have a message from Professor Shiomi.\I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life!\Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu. response:	That's a fun trio.
context: You can't just do whatever you want!\Then why am I even showing up?!\I have a message from Professor Shiomi.\I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life!\Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio. response:	I wonder if they'll actually be able to work together.
context: Then why am I even showing up?!\I have a message from Professor Shiomi.\I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life!\Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio.\I wonder if they'll actually be able to work together. response:	It's busy everywhere,
context: I have a message from Professor Shiomi.\I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life!\Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio.\I wonder if they'll actually be able to work together.\It's busy everywhere, response:	but I guess everyone's enjoying student life.
context: I'll manage our corporate partners somehow!\Hayama-kun, go enjoy student life!\Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio.\I wonder if they'll actually be able to work together.\It's busy everywhere,\but I guess everyone's enjoying student life. response:	Yeah, it's really invigorating!
context: Hayama-kun, go enjoy student life!\Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio.\I wonder if they'll actually be able to work together.\It's busy everywhere,\but I guess everyone's enjoying student life.\Yeah, it's really invigorating! response:	Come on, march!
context: Jun...\Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio.\I wonder if they'll actually be able to work together.\It's busy everywhere,\but I guess everyone's enjoying student life.\Yeah, it's really invigorating!\Come on, march! response:	There's nothing invigorating about this.
context: Besides, Professor Shiomi told me to collaborate with you on the menu.\That's a fun trio.\I wonder if they'll actually be able to work together.\It's busy everywhere,\but I guess everyone's enjoying student life.\Yeah, it's really invigorating!\Come on, march!\There's nothing invigorating about this. response:	A one-two, a one-two!
context: That's a fun trio.\I wonder if they'll actually be able to work together.\It's busy everywhere,\but I guess everyone's enjoying student life.\Yeah, it's really invigorating!\Come on, march!\There's nothing invigorating about this.\A one-two, a one-two! response:	Oh, Yukihira-chin.
context: I wonder if they'll actually be able to work together.\It's busy everywhere,\but I guess everyone's enjoying student life.\Yeah, it's really invigorating!\Come on, march!\There's nothing invigorating about this.\A one-two, a one-two!\Oh, Yukihira-chin. response:	Hey.
context: It's busy everywhere,\but I guess everyone's enjoying student life.\Yeah, it's really invigorating!\Come on, march!\There's nothing invigorating about this.\A one-two, a one-two!\Oh, Yukihira-chin.\Hey. response:	Is that construction material for your booth?
context: but I guess everyone's enjoying student life.\Yeah, it's really invigorating!\Come on, march!\There's nothing invigorating about this.\A one-two, a one-two!\Oh, Yukihira-chin.\Hey.\Is that construction material for your booth? response:	Yeah, it's such a production.
context: Yeah, it's really invigorating!\Come on, march!\There's nothing invigorating about this.\A one-two, a one-two!\Oh, Yukihira-chin.\Hey.\Is that construction material for your booth?\Yeah, it's such a production. response:	Our booth's huge,
context: Come on, march!\There's nothing invigorating about this.\A one-two, a one-two!\Oh, Yukihira-chin.\Hey.\Is that construction material for your booth?\Yeah, it's such a production.\Our booth's huge, response:	and the storefront is an important factor, you know?
context: There's nothing invigorating about this.\A one-two, a one-two!\Oh, Yukihira-chin.\Hey.\Is that construction material for your booth?\Yeah, it's such a production.\Our booth's huge,\and the storefront is an important factor, you know? response:	It kind of looks grim.
context: A one-two, a one-two!\Oh, Yukihira-chin.\Hey.\Is that construction material for your booth?\Yeah, it's such a production.\Our booth's huge,\and the storefront is an important factor, you know?\It kind of looks grim. response:	Not at all! We're having fun!
context: Oh, Yukihira-chin.\Hey.\Is that construction material for your booth?\Yeah, it's such a production.\Our booth's huge,\and the storefront is an important factor, you know?\It kind of looks grim.\Not at all! We're having fun! response:	Well, that's good.
context: Hey.\Is that construction material for your booth?\Yeah, it's such a production.\Our booth's huge,\and the storefront is an important factor, you know?\It kind of looks grim.\Not at all! We're having fun!\Well, that's good. response:	Still, if your booth loses money, you'll be expelled!
context: Is that construction material for your booth?\Yeah, it's such a production.\Our booth's huge,\and the storefront is an important factor, you know?\It kind of looks grim.\Not at all! We're having fun!\Well, that's good.\Still, if your booth loses money, you'll be expelled! response:	I couldn't possibly bear to see young talent like you
context: Yeah, it's such a production.\Our booth's huge,\and the storefront is an important factor, you know?\It kind of looks grim.\Not at all! We're having fun!\Well, that's good.\Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you response:	forced to leave the academy!
context: Our booth's huge,\and the storefront is an important factor, you know?\It kind of looks grim.\Not at all! We're having fun!\Well, that's good.\Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you\forced to leave the academy! response:	You're definitely not thinking that at all.
context: and the storefront is an important factor, you know?\It kind of looks grim.\Not at all! We're having fun!\Well, that's good.\Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you\forced to leave the academy!\You're definitely not thinking that at all. response:	Well, try not to get expelled, at least.
context: It kind of looks grim.\Not at all! We're having fun!\Well, that's good.\Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you\forced to leave the academy!\You're definitely not thinking that at all.\Well, try not to get expelled, at least. response:	Come on, march!
context: Not at all! We're having fun!\Well, that's good.\Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you\forced to leave the academy!\You're definitely not thinking that at all.\Well, try not to get expelled, at least.\Come on, march! response:	A one-two, a one-two!
context: Well, that's good.\Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you\forced to leave the academy!\You're definitely not thinking that at all.\Well, try not to get expelled, at least.\Come on, march!\A one-two, a one-two! response:	The storefront's also an important factor, huh.
context: Still, if your booth loses money, you'll be expelled!\I couldn't possibly bear to see young talent like you\forced to leave the academy!\You're definitely not thinking that at all.\Well, try not to get expelled, at least.\Come on, march!\A one-two, a one-two!\The storefront's also an important factor, huh. response:	It's true that when I set up shop at a summer festival with Dad,
context: I couldn't possibly bear to see young talent like you\forced to leave the academy!\You're definitely not thinking that at all.\Well, try not to get expelled, at least.\Come on, march!\A one-two, a one-two!\The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad, response:	we got more customers when we were more creative.
context: forced to leave the academy!\You're definitely not thinking that at all.\Well, try not to get expelled, at least.\Come on, march!\A one-two, a one-two!\The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative. response:	Huh?
context: You're definitely not thinking that at all.\Well, try not to get expelled, at least.\Come on, march!\A one-two, a one-two!\The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative.\Huh? response:	I see.
context: Well, try not to get expelled, at least.\Come on, march!\A one-two, a one-two!\The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative.\Huh?\I see. response:	Nakiri said it, too.
context: Come on, march!\A one-two, a one-two!\The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative.\Huh?\I see.\Nakiri said it, too. response:	Sichuan isn't the only Chinese cuisine.
context: A one-two, a one-two!\The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative.\Huh?\I see.\Nakiri said it, too.\Sichuan isn't the only Chinese cuisine. response:	Then maybe, just maybe...
context: The storefront's also an important factor, huh.\It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative.\Huh?\I see.\Nakiri said it, too.\Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe... response:	Tadokoro, there's something I need.
context: It's true that when I set up shop at a summer festival with Dad,\we got more customers when we were more creative.\Huh?\I see.\Nakiri said it, too.\Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe...\Tadokoro, there's something I need. response:	Can you help?
context: we got more customers when we were more creative.\Huh?\I see.\Nakiri said it, too.\Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe...\Tadokoro, there's something I need.\Can you help? response:	What is it?
context: Huh?\I see.\Nakiri said it, too.\Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe...\Tadokoro, there's something I need.\Can you help?\What is it? response:	Chinese Cuisine Culinary Division Warehouse No. 3
context: I see.\Nakiri said it, too.\Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe...\Tadokoro, there's something I need.\Can you help?\What is it?\Chinese Cuisine Culinary Division Warehouse No. 3 response:	This is what Yukihira wants, right?
context: Nakiri said it, too.\Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe...\Tadokoro, there's something I need.\Can you help?\What is it?\Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right? response:	Yeah.
context: Sichuan isn't the only Chinese cuisine.\Then maybe, just maybe...\Tadokoro, there's something I need.\Can you help?\What is it?\Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right?\Yeah. response:	Is it really okay to let us use it?
context: Then maybe, just maybe...\Tadokoro, there's something I need.\Can you help?\What is it?\Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right?\Yeah.\Is it really okay to let us use it? response:	Sure.
context: Tadokoro, there's something I need.\Can you help?\What is it?\Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right?\Yeah.\Is it really okay to let us use it?\Sure. response:	I already got permission from the lead lecturer in Chinese cuisine.
context: Can you help?\What is it?\Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right?\Yeah.\Is it really okay to let us use it?\Sure.\I already got permission from the lead lecturer in Chinese cuisine. response:	I told you to hit me up if you needed help, remember?
context: What is it?\Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right?\Yeah.\Is it really okay to let us use it?\Sure.\I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember? response:	Thanks!
context: Chinese Cuisine Culinary Division Warehouse No. 3\This is what Yukihira wants, right?\Yeah.\Is it really okay to let us use it?\Sure.\I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember?\Thanks! response:	I wish I could help you out during the festival, too,
context: This is what Yukihira wants, right?\Yeah.\Is it really okay to let us use it?\Sure.\I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember?\Thanks!\I wish I could help you out during the festival, too, response:	but I'm supposed to help out at a different booth.
context: Yeah.\Is it really okay to let us use it?\Sure.\I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember?\Thanks!\I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth. response:	Oh, don't worry about it after all your help already!
context: Is it really okay to let us use it?\Sure.\I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember?\Thanks!\I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already! response:	Besides, you're still training for your family restaurant, right?
context: Sure.\I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember?\Thanks!\I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right? response:	Yeah. It's all baby steps,
context: I already got permission from the lead lecturer in Chinese cuisine.\I told you to hit me up if you needed help, remember?\Thanks!\I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps, response:	but I feel I'm building better relationships with the restaurant staff lately.
context: I told you to hit me up if you needed help, remember?\Thanks!\I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately. response:	I hope I can be like you soon
context: Thanks!\I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon response:	a chef everyone likes.
context: I wish I could help you out during the festival, too,\but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon\a chef everyone likes. response:	Th-That's
context: but I'm supposed to help out at a different booth.\Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon\a chef everyone likes.\Th-That's response:	How'd it go, Tadokoro?
context: Oh, don't worry about it after all your help already!\Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon\a chef everyone likes.\Th-That's\How'd it go, Tadokoro? response:	Soma-kun!
context: Besides, you're still training for your family restaurant, right?\Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon\a chef everyone likes.\Th-That's\How'd it go, Tadokoro?\Soma-kun! response:	Found it! Right here!
context: Yeah. It's all baby steps,\but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon\a chef everyone likes.\Th-That's\How'd it go, Tadokoro?\Soma-kun!\Found it! Right here! response:	Oh, thanks, Hojo!
context: but I feel I'm building better relationships with the restaurant staff lately.\I hope I can be like you soon\a chef everyone likes.\Th-That's\How'd it go, Tadokoro?\Soma-kun!\Found it! Right here!\Oh, thanks, Hojo! response:	Make sure you give Kuga-san a run for his money with this!
context: I hope I can be like you soon\a chef everyone likes.\Th-That's\How'd it go, Tadokoro?\Soma-kun!\Found it! Right here!\Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this! response:	Sure!
context: a chef everyone likes.\Th-That's\How'd it go, Tadokoro?\Soma-kun!\Found it! Right here!\Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this!\Sure! response:	Dad, what's this?
context: Th-That's\How'd it go, Tadokoro?\Soma-kun!\Found it! Right here!\Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this!\Sure!\Dad, what's this? response:	It's a stone oven I borrowed from someone I know.
context: How'd it go, Tadokoro?\Soma-kun!\Found it! Right here!\Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this!\Sure!\Dad, what's this?\It's a stone oven I borrowed from someone I know. response:	If we just do pan-fried noodles every year, it gets boring.
context: Soma-kun!\Found it! Right here!\Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this!\Sure!\Dad, what's this?\It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring. response:	We'll use this to get top sales at this year's summer festival.
context: Found it! Right here!\Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this!\Sure!\Dad, what's this?\It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival. response:	Huh.
context: Oh, thanks, Hojo!\Make sure you give Kuga-san a run for his money with this!\Sure!\Dad, what's this?\It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival.\Huh. response:	We need this to get it all started...
context: Make sure you give Kuga-san a run for his money with this!\Sure!\Dad, what's this?\It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival.\Huh.\We need this to get it all started... response:	in order to make that.
context: Sure!\Dad, what's this?\It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival.\Huh.\We need this to get it all started...\in order to make that. response:	A Few Days Later
context: Dad, what's this?\It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival.\Huh.\We need this to get it all started...\in order to make that.\A Few Days Later response:	Moon Festival Opening Day
context: It's a stone oven I borrowed from someone I know.\If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival.\Huh.\We need this to get it all started...\in order to make that.\A Few Days Later\Moon Festival Opening Day response:	The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,
context: If we just do pan-fried noodles every year, it gets boring.\We'll use this to get top sales at this year's summer festival.\Huh.\We need this to get it all started...\in order to make that.\A Few Days Later\Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen, response:	and the pine ticket is 10,000 yen!
context: We'll use this to get top sales at this year's summer festival.\Huh.\We need this to get it all started...\in order to make that.\A Few Days Later\Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen! response:	Customers will use these tickets at your booths!
context: Huh.\We need this to get it all started...\in order to make that.\A Few Days Later\Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths! response:	Totsuki
context: We need this to get it all started...\in order to make that.\A Few Days Later\Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths!\Totsuki response:	They serve as proofs of purchase,
context: in order to make that.\A Few Days Later\Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths!\Totsuki\They serve as proofs of purchase, response:	so please don't lose them!
context: A Few Days Later\Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths!\Totsuki\They serve as proofs of purchase,\so please don't lose them! response:	Furthermore, your earnings report must be submitted before 6:00 PM every day!
context: Moon Festival Opening Day\The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths!\Totsuki\They serve as proofs of purchase,\so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day! response:	Te-he!
context: The plum ticket is 500 yen, the bamboo ticket is 1,000 yen,\and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths!\Totsuki\They serve as proofs of purchase,\so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he! response:	Te-he!
context: and the pine ticket is 10,000 yen!\Customers will use these tickets at your booths!\Totsuki\They serve as proofs of purchase,\so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he!\Te-he! response:	Yukihira-kun... Erina, you too!
context: Customers will use these tickets at your booths!\Totsuki\They serve as proofs of purchase,\so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he!\Te-he!\Yukihira-kun... Erina, you too! response:	Hey.
context: Totsuki\They serve as proofs of purchase,\so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he!\Te-he!\Yukihira-kun... Erina, you too!\Hey. response:	The day's finally here.
context: They serve as proofs of purchase,\so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he!\Te-he!\Yukihira-kun... Erina, you too!\Hey.\The day's finally here. response:	Are you all ready?
context: so please don't lose them!\Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he!\Te-he!\Yukihira-kun... Erina, you too!\Hey.\The day's finally here.\Are you all ready? response:	Well, for now.
context: Furthermore, your earnings report must be submitted before 6:00 PM every day!\Te-he!\Te-he!\Yukihira-kun... Erina, you too!\Hey.\The day's finally here.\Are you all ready?\Well, for now. response:	I see.
context: Te-he!\Te-he!\Yukihira-kun... Erina, you too!\Hey.\The day's finally here.\Are you all ready?\Well, for now.\I see. response:	I'm glad.
context: Te-he!\Yukihira-kun... Erina, you too!\Hey.\The day's finally here.\Are you all ready?\Well, for now.\I see.\I'm glad. response:	I'm disappointed that I can't compete in the same area as you two,
context: Yukihira-kun... Erina, you too!\Hey.\The day's finally here.\Are you all ready?\Well, for now.\I see.\I'm glad.\I'm disappointed that I can't compete in the same area as you two, response:	but our booth will beat out the rest of othe competition in the Main Avenue area.
context: Hey.\The day's finally here.\Are you all ready?\Well, for now.\I see.\I'm glad.\I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area. response:	The two behind you seem to be suffering from extreme fatigue.
context: The day's finally here.\Are you all ready?\Well, for now.\I see.\I'm glad.\I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue. response:	Is your booth going to be all right?
context: Are you all ready?\Well, for now.\I see.\I'm glad.\I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right? response:	Of course.
