context: Looks like the first piece will be moving soon. response:	Question: Do you desire the destruction of the Imanity?
context: In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do.\At a loss?\We don't have enough information.\Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense. response:	They can read minds.
context: That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do.\At a loss?\We don't have enough information.\Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense.\They can read minds. response:	If that's true, bluffs and strategy are useless.
context: and the reason we're at a loss for what to do.\At a loss?\We don't have enough information.\Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense.\They can read minds.\If that's true, bluffs and strategy are useless. response:	It's not even a game.
context: At a loss?\We don't have enough information.\Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense.\They can read minds.\If that's true, bluffs and strategy are useless.\It's not even a game. response:	I've read every book and paper in the palace and found nothing,
context: We don't have enough information.\Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense.\They can read minds.\If that's true, bluffs and strategy are useless.\It's not even a game.\I've read every book and paper in the palace and found nothing, response:	and there's not a single bookstore or library in this town.
context: Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense.\They can read minds.\If that's true, bluffs and strategy are useless.\It's not even a game.\I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town. response:	Does this nation even care?
context: we've gotta deal with the fact that we don't know their weakness.\All we know is that they've got a sharp sixth sense.\They can read minds.\If that's true, bluffs and strategy are useless.\It's not even a game.\I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town.\Does this nation even care? response:	Has he been looking for information about this world ever since he was coronated?
context: All we know is that they've got a sharp sixth sense.\They can read minds.\If that's true, bluffs and strategy are useless.\It's not even a game.\I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town.\Does this nation even care?\Has he been looking for information about this world ever since he was coronated? response:	Only an idiot starts a fight he can't win.
context: They can read minds.\If that's true, bluffs and strategy are useless.\It's not even a game.\I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town.\Does this nation even care?\Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win. response:	But we have to do something or we'll get nowhere!
context: If that's true, bluffs and strategy are useless.\It's not even a game.\I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town.\Does this nation even care?\Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere! response:	Even if it means sacrificing ourselves, we need to do
context: It's not even a game.\I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town.\Does this nation even care?\Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do response:	what we can for Elkia right away...
context: I've read every book and paper in the palace and found nothing,\and there's not a single bookstore or library in this town.\Does this nation even care?\Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away... response:	One screw-up and we're finished.
context: and there's not a single bookstore or library in this town.\Does this nation even care?\Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away...\One screw-up and we're finished. response:	This country and the Imanity are in just that bad a state.
context: Does this nation even care?\Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away...\One screw-up and we're finished.\This country and the Imanity are in just that bad a state. response:	Don't forget that.
context: Has he been looking for information about this world ever since he was coronated?\Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away...\One screw-up and we're finished.\This country and the Imanity are in just that bad a state.\Don't forget that. response:	They weren't just playing around without thinking.
context: Only an idiot starts a fight he can't win.\But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away...\One screw-up and we're finished.\This country and the Imanity are in just that bad a state.\Don't forget that.\They weren't just playing around without thinking. response:	They took the fate of three million Imanity on their shoulders...
context: But we have to do something or we'll get nowhere!\Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away...\One screw-up and we're finished.\This country and the Imanity are in just that bad a state.\Don't forget that.\They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders... response:	and I didn't even realize it.
context: Even if it means sacrificing ourselves, we need to do\what we can for Elkia right away...\One screw-up and we're finished.\This country and the Imanity are in just that bad a state.\Don't forget that.\They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders...\and I didn't even realize it. response:	Well, I guess you were able to keep things from breaking down completely, Steph.
context: what we can for Elkia right away...\One screw-up and we're finished.\This country and the Imanity are in just that bad a state.\Don't forget that.\They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders...\and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph. response:	I was wondering why there was so little resistance to our reforms.
context: One screw-up and we're finished.\This country and the Imanity are in just that bad a state.\Don't forget that.\They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders...\and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms. response:	I guess you were keeping it in check.
context: This country and the Imanity are in just that bad a state.\Don't forget that.\They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders...\and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check. response:	You're a smart girl, Steph.
context: Don't forget that.\They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders...\and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check.\You're a smart girl, Steph. response:	That seriously helped us.
context: They weren't just playing around without thinking.\They took the fate of three million Imanity on their shoulders...\and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check.\You're a smart girl, Steph.\That seriously helped us. response:	Thanks.
context: They took the fate of three million Imanity on their shoulders...\and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check.\You're a smart girl, Steph.\That seriously helped us.\Thanks. response:	Sora! Shiro!
context: and I didn't even realize it.\Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check.\You're a smart girl, Steph.\That seriously helped us.\Thanks.\Sora! Shiro! response:	Well, you know...
context: Well, I guess you were able to keep things from breaking down completely, Steph.\I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check.\You're a smart girl, Steph.\That seriously helped us.\Thanks.\Sora! Shiro!\Well, you know... response:	I hope we can keep working together, Steph.
context: I was wondering why there was so little resistance to our reforms.\I guess you were keeping it in check.\You're a smart girl, Steph.\That seriously helped us.\Thanks.\Sora! Shiro!\Well, you know...\I hope we can keep working together, Steph. response:	Right! I agree, woof!
context: I guess you were keeping it in check.\You're a smart girl, Steph.\That seriously helped us.\Thanks.\Sora! Shiro!\Well, you know...\I hope we can keep working together, Steph.\Right! I agree, woof! response:	But that doesn't change the fact that we're stuck,
context: You're a smart girl, Steph.\That seriously helped us.\Thanks.\Sora! Shiro!\Well, you know...\I hope we can keep working together, Steph.\Right! I agree, woof!\But that doesn't change the fact that we're stuck, response:	and we lack the key to the one door out that I can see.
context: That seriously helped us.\Thanks.\Sora! Shiro!\Well, you know...\I hope we can keep working together, Steph.\Right! I agree, woof!\But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see. response:	What? It got dark...
context: Thanks.\Sora! Shiro!\Well, you know...\I hope we can keep working together, Steph.\Right! I agree, woof!\But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see.\What? It got dark... response:	Wow.
context: Sora! Shiro!\Well, you know...\I hope we can keep working together, Steph.\Right! I agree, woof!\But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see.\What? It got dark...\Wow. response:	Laputa really exists!
context: Well, you know...\I hope we can keep working together, Steph.\Right! I agree, woof!\But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see.\What? It got dark...\Wow.\Laputa really exists! response:	That's Avant Heim...
context: I hope we can keep working together, Steph.\Right! I agree, woof!\But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see.\What? It got dark...\Wow.\Laputa really exists!\That's Avant Heim... response:	One of the Phantasma.
context: Right! I agree, woof!\But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see.\What? It got dark...\Wow.\Laputa really exists!\That's Avant Heim...\One of the Phantasma. response:	The second ranked Exceed?
context: But that doesn't change the fact that we're stuck,\and we lack the key to the one door out that I can see.\What? It got dark...\Wow.\Laputa really exists!\That's Avant Heim...\One of the Phantasma.\The second ranked Exceed? response:	Phantasma: Exceed Rank 2
context: and we lack the key to the one door out that I can see.\What? It got dark...\Wow.\Laputa really exists!\That's Avant Heim...\One of the Phantasma.\The second ranked Exceed?\Phantasma: Exceed Rank 2 response:	How the hell am I supposed to play a game with that?
context: What? It got dark...\Wow.\Laputa really exists!\That's Avant Heim...\One of the Phantasma.\The second ranked Exceed?\Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that? response:	Brother, look up there.
context: Wow.\Laputa really exists!\That's Avant Heim...\One of the Phantasma.\The second ranked Exceed?\Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that?\Brother, look up there. response:	Yeah, the best thing would be to bring
context: Laputa really exists!\That's Avant Heim...\One of the Phantasma.\The second ranked Exceed?\Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that?\Brother, look up there.\Yeah, the best thing would be to bring response:	those Flugel in that flying city around to our side...
context: That's Avant Heim...\One of the Phantasma.\The second ranked Exceed?\Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that?\Brother, look up there.\Yeah, the best thing would be to bring\those Flugel in that flying city around to our side... response:	But how do we get there?
context: One of the Phantasma.\The second ranked Exceed?\Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that?\Brother, look up there.\Yeah, the best thing would be to bring\those Flugel in that flying city around to our side...\But how do we get there? response:	Ba*se!
context: The second ranked Exceed?\Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that?\Brother, look up there.\Yeah, the best thing would be to bring\those Flugel in that flying city around to our side...\But how do we get there?\Ba*se! response:	It didn't fall.
context: Phantasma: Exceed Rank 2\How the hell am I supposed to play a game with that?\Brother, look up there.\Yeah, the best thing would be to bring\those Flugel in that flying city around to our side...\But how do we get there?\Ba*se!\It didn't fall. response:	The servers here are better than in our world.
context: How the hell am I supposed to play a game with that?\Brother, look up there.\Yeah, the best thing would be to bring\those Flugel in that flying city around to our side...\But how do we get there?\Ba*se!\It didn't fall.\The servers here are better than in our world. response:	If you're looking for a Flugel, there's one near here.
context: Brother, look up there.\Yeah, the best thing would be to bring\those Flugel in that flying city around to our side...\But how do we get there?\Ba*se!\It didn't fall.\The servers here are better than in our world.\If you're looking for a Flugel, there's one near here. response:	About five years ago, it showed up in the National Elkia Library.
context: Yeah, the best thing would be to bring\those Flugel in that flying city around to our side...\But how do we get there?\Ba*se!\It didn't fall.\The servers here are better than in our world.\If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library. response:	It beat my grandfather in a game and won the library and everything in it.
context: those Flugel in that flying city around to our side...\But how do we get there?\Ba*se!\It didn't fall.\The servers here are better than in our world.\If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it. response:	Oh, you had a library?
context: But how do we get there?\Ba*se!\It didn't fall.\The servers here are better than in our world.\If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library? response:	You bet your knowledge? Are you an idiot?!
context: Ba*se!\It didn't fall.\The servers here are better than in our world.\If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library?\You bet your knowledge? Are you an idiot?! response:	That's humanity's only weapon!
context: It didn't fall.\The servers here are better than in our world.\If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library?\You bet your knowledge? Are you an idiot?!\That's humanity's only weapon! response:	Steph, sit.
context: The servers here are better than in our world.\If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library?\You bet your knowledge? Are you an idiot?!\That's humanity's only weapon!\Steph, sit. response:	Wait.
context: If you're looking for a Flugel, there's one near here.\About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library?\You bet your knowledge? Are you an idiot?!\That's humanity's only weapon!\Steph, sit.\Wait. response:	No, please! People are watching!
context: About five years ago, it showed up in the National Elkia Library.\It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library?\You bet your knowledge? Are you an idiot?!\That's humanity's only weapon!\Steph, sit.\Wait.\No, please! People are watching! response:	The Flugel. Exceed rank six.
context: It beat my grandfather in a game and won the library and everything in it.\Oh, you had a library?\You bet your knowledge? Are you an idiot?!\That's humanity's only weapon!\Steph, sit.\Wait.\No, please! People are watching!\The Flugel. Exceed rank six. response:	Created during the ancient war as a front-line weapon to kill gods.
context: Oh, you had a library?\You bet your knowledge? Are you an idiot?!\That's humanity's only weapon!\Steph, sit.\Wait.\No, please! People are watching!\The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods. response:	I can't believe there was one so close.
context: You bet your knowledge? Are you an idiot?!\That's humanity's only weapon!\Steph, sit.\Wait.\No, please! People are watching!\The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close. response:	Sora, are you really going to challenge a monster like that?
context: That's humanity's only weapon!\Steph, sit.\Wait.\No, please! People are watching!\The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close.\Sora, are you really going to challenge a monster like that? response:	The knowledge about this world that this god-killer has
context: Steph, sit.\Wait.\No, please! People are watching!\The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close.\Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has response:	is the only way we can get anywhere.
context: Wait.\No, please! People are watching!\The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close.\Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has\is the only way we can get anywhere. response:	If you don't want to come, you can stay.
context: No, please! People are watching!\The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close.\Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has\is the only way we can get anywhere.\If you don't want to come, you can stay. response:	I-I'll go!
context: The Flugel. Exceed rank six.\Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close.\Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has\is the only way we can get anywhere.\If you don't want to come, you can stay.\I-I'll go! response:	Steph, the Flugel traditionally only play one game, right?
context: Created during the ancient war as a front-line weapon to kill gods.\I can't believe there was one so close.\Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has\is the only way we can get anywhere.\If you don't want to come, you can stay.\I-I'll go!\Steph, the Flugel traditionally only play one game, right? response:	Yes, according to records...
context: I can't believe there was one so close.\Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has\is the only way we can get anywhere.\If you don't want to come, you can stay.\I-I'll go!\Steph, the Flugel traditionally only play one game, right?\Yes, according to records... response:	That's fine.
context: Sora, are you really going to challenge a monster like that?\The knowledge about this world that this god-killer has\is the only way we can get anywhere.\If you don't want to come, you can stay.\I-I'll go!\Steph, the Flugel traditionally only play one game, right?\Yes, according to records...\That's fine. response:	Time to
context: The knowledge about this world that this god-killer has\is the only way we can get anywhere.\If you don't want to come, you can stay.\I-I'll go!\Steph, the Flugel traditionally only play one game, right?\Yes, according to records...\That's fine.\Time to response:	start conquering the world, then.
context: is the only way we can get anywhere.\If you don't want to come, you can stay.\I-I'll go!\Steph, the Flugel traditionally only play one game, right?\Yes, according to records...\That's fine.\Time to\start conquering the world, then. response:	Wow.
context: If you don't want to come, you can stay.\I-I'll go!\Steph, the Flugel traditionally only play one game, right?\Yes, according to records...\That's fine.\Time to\start conquering the world, then.\Wow. response:	Now, where's our angel?
context: I-I'll go!\Steph, the Flugel traditionally only play one game, right?\Yes, according to records...\That's fine.\Time to\start conquering the world, then.\Wow.\Now, where's our angel? response:	That's not even close to an angel.
context: Steph, the Flugel traditionally only play one game, right?\Yes, according to records...\That's fine.\Time to\start conquering the world, then.\Wow.\Now, where's our angel?\That's not even close to an angel. response:	That's
context: Yes, according to records...\That's fine.\Time to\start conquering the world, then.\Wow.\Now, where's our angel?\That's not even close to an angel.\That's response:	death itself.
context: That's fine.\Time to\start conquering the world, then.\Wow.\Now, where's our angel?\That's not even close to an angel.\That's\death itself. response:	Excuse me, you people?
context: Time to\start conquering the world, then.\Wow.\Now, where's our angel?\That's not even close to an angel.\That's\death itself.\Excuse me, you people? response:	What do you want in my library?
context: start conquering the world, then.\Wow.\Now, where's our angel?\That's not even close to an angel.\That's\death itself.\Excuse me, you people?\What do you want in my library? response:	Oh...
context: Wow.\Now, where's our angel?\That's not even close to an angel.\That's\death itself.\Excuse me, you people?\What do you want in my library?\Oh... response:	That ruined it.
context: Now, where's our angel?\That's not even close to an angel.\That's\death itself.\Excuse me, you people?\What do you want in my library?\Oh...\That ruined it. response:	Interesting
context: That's not even close to an angel.\That's\death itself.\Excuse me, you people?\What do you want in my library?\Oh...\That ruined it.\Interesting response:	Death should not have taken thee, Steph.
