context: The Grand Magic Games elimination round! Sky Labyrinth... response:	Begin!
context: So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?!\Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony!\Why not tell us now?! Miser!\I see! The elimination round is already finished. response:	Happy! Is something wrong?
context: Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?!\Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony!\Why not tell us now?! Miser!\I see! The elimination round is already finished.\Happy! Is something wrong? response:	Th-That...
context: How did Natsu and the rest do?!\Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony!\Why not tell us now?! Miser!\I see! The elimination round is already finished.\Happy! Is something wrong?\Th-That... response:	No... It can't be...
context: Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony!\Why not tell us now?! Miser!\I see! The elimination round is already finished.\Happy! Is something wrong?\Th-That...\No... It can't be... response:	Wendy's bag...
context: Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony!\Why not tell us now?! Miser!\I see! The elimination round is already finished.\Happy! Is something wrong?\Th-That...\No... It can't be...\Wendy's bag... response:	Where's Carla? Where's Wendy?
context: You'll find out at the opening ceremony!\Why not tell us now?! Miser!\I see! The elimination round is already finished.\Happy! Is something wrong?\Th-That...\No... It can't be...\Wendy's bag...\Where's Carla? Where's Wendy? response:	Calm down. Let's look for them around here.
context: Why not tell us now?! Miser!\I see! The elimination round is already finished.\Happy! Is something wrong?\Th-That...\No... It can't be...\Wendy's bag...\Where's Carla? Where's Wendy?\Calm down. Let's look for them around here. response:	Right.
context: I see! The elimination round is already finished.\Happy! Is something wrong?\Th-That...\No... It can't be...\Wendy's bag...\Where's Carla? Where's Wendy?\Calm down. Let's look for them around here.\Right. response:	Come on!
context: Happy! Is something wrong?\Th-That...\No... It can't be...\Wendy's bag...\Where's Carla? Where's Wendy?\Calm down. Let's look for them around here.\Right.\Come on! response:	Aye!
context: Th-That...\No... It can't be...\Wendy's bag...\Where's Carla? Where's Wendy?\Calm down. Let's look for them around here.\Right.\Come on!\Aye! response:	What's that?! You found them?!
context: No... It can't be...\Wendy's bag...\Where's Carla? Where's Wendy?\Calm down. Let's look for them around here.\Right.\Come on!\Aye!\What's that?! You found them?! response:	Are they okay?!
context: Wendy's bag...\Where's Carla? Where's Wendy?\Calm down. Let's look for them around here.\Right.\Come on!\Aye!\What's that?! You found them?!\Are they okay?! response:	Actually, they're both unconscious!
context: Where's Carla? Where's Wendy?\Calm down. Let's look for them around here.\Right.\Come on!\Aye!\What's that?! You found them?!\Are they okay?!\Actually, they're both unconscious! response:	Hurry up and call someone, Warren!
context: Calm down. Let's look for them around here.\Right.\Come on!\Aye!\What's that?! You found them?!\Are they okay?!\Actually, they're both unconscious!\Hurry up and call someone, Warren! response:	Caral! It's me! Wake up!
context: Right.\Come on!\Aye!\What's that?! You found them?!\Are they okay?!\Actually, they're both unconscious!\Hurry up and call someone, Warren!\Caral! It's me! Wake up! response:	It doesn't look like she's injured,
context: Come on!\Aye!\What's that?! You found them?!\Are they okay?!\Actually, they're both unconscious!\Hurry up and call someone, Warren!\Caral! It's me! Wake up!\It doesn't look like she's injured, response:	but it's strange... I hardly sense any magic power from Wendy.
context: Aye!\What's that?! You found them?!\Are they okay?!\Actually, they're both unconscious!\Hurry up and call someone, Warren!\Caral! It's me! Wake up!\It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy. response:	It's the same with Carla! What should we do?!
context: What's that?! You found them?!\Are they okay?!\Actually, they're both unconscious!\Hurry up and call someone, Warren!\Caral! It's me! Wake up!\It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?! response:	She's awake!
context: Are they okay?!\Actually, they're both unconscious!\Hurry up and call someone, Warren!\Caral! It's me! Wake up!\It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?!\She's awake! response:	Wendy! What happened?!
context: Actually, they're both unconscious!\Hurry up and call someone, Warren!\Caral! It's me! Wake up!\It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?!\She's awake!\Wendy! What happened?! response:	No!
context: Hurry up and call someone, Warren!\Caral! It's me! Wake up!\It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?!\She's awake!\Wendy! What happened?!\No! response:	Wendy, it's me! It's Lisanna! Do you remember me?!
context: Caral! It's me! Wake up!\It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?!\She's awake!\Wendy! What happened?!\No!\Wendy, it's me! It's Lisanna! Do you remember me?! response:	I'm here, too!
context: It doesn't look like she's injured,\but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?!\She's awake!\Wendy! What happened?!\No!\Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too! response:	Happy... Lisanna-san...
context: but it's strange... I hardly sense any magic power from Wendy.\It's the same with Carla! What should we do?!\She's awake!\Wendy! What happened?!\No!\Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too!\Happy... Lisanna-san... response:	What happened...
context: It's the same with Carla! What should we do?!\She's awake!\Wendy! What happened?!\No!\Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too!\Happy... Lisanna-san...\What happened... response:	You tell us! What happened?!
context: She's awake!\Wendy! What happened?!\No!\Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too!\Happy... Lisanna-san...\What happened...\You tell us! What happened?! response:	We were...
context: Wendy! What happened?!\No!\Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too!\Happy... Lisanna-san...\What happened...\You tell us! What happened?!\We were... response:	The elimination round of the Grand Magic Games...
context: No!\Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too!\Happy... Lisanna-san...\What happened...\You tell us! What happened?!\We were...\The elimination round of the Grand Magic Games... response:	Elfman stepped up in place of Wendy.
context: Wendy, it's me! It's Lisanna! Do you remember me?!\I'm here, too!\Happy... Lisanna-san...\What happened...\You tell us! What happened?!\We were...\The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy. response:	Natsu and the rest barely managed to make it through the round.
context: I'm here, too!\Happy... Lisanna-san...\What happened...\You tell us! What happened?!\We were...\The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round. response:	And...
context: Happy... Lisanna-san...\What happened...\You tell us! What happened?!\We were...\The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round.\And... response:	What will become
context: What happened...\You tell us! What happened?!\We were...\The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round.\And...\What will become response:	of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?
context: You tell us! What happened?!\We were...\The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round.\And...\What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild? response:	The elimination round of the Grand Magic Games! You came in last, huh?
context: We were...\The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round.\And...\What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh? response:	There's gotta be some mistake.
context: The elimination round of the Grand Magic Games...\Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round.\And...\What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake. response:	You came in last.
context: Elfman stepped up in place of Wendy.\Natsu and the rest barely managed to make it through the round.\And...\What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake.\You came in last. response:	Oh, shut up! We passed it and that's all that matters, right?
context: Natsu and the rest barely managed to make it through the round.\And...\What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake.\You came in last.\Oh, shut up! We passed it and that's all that matters, right? response:	Now we just gotta take down places one through seven all at once!
context: And...\What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake.\You came in last.\Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once! response:	All at once?
context: What will become\of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake.\You came in last.\Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once!\All at once? response:	There are five people on a team and eight teams total, right?
context: of Team Natsu's battle to dethrone Sabertooth and become Fiore's number one guild?\The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake.\You came in last.\Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once!\All at once?\There are five people on a team and eight teams total, right? response:	Um... So we just gotta beat 40 people!
context: The elimination round of the Grand Magic Games! You came in last, huh?\There's gotta be some mistake.\You came in last.\Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once!\All at once?\There are five people on a team and eight teams total, right?\Um... So we just gotta beat 40 people! response:	Next time: New Guild!
context: There's gotta be some mistake.\You came in last.\Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once!\All at once?\There are five people on a team and eight teams total, right?\Um... So we just gotta beat 40 people!\Next time: New Guild! response:	I'm impressed you can multiply,
context: You came in last.\Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once!\All at once?\There are five people on a team and eight teams total, right?\Um... So we just gotta beat 40 people!\Next time: New Guild!\I'm impressed you can multiply, response:	but according to your calculation, you'll be fighting yourself, too!
context: Oh, shut up! We passed it and that's all that matters, right?\Now we just gotta take down places one through seven all at once!\All at once?\There are five people on a team and eight teams total, right?\Um... So we just gotta beat 40 people!\Next time: New Guild!\I'm impressed you can multiply,\but according to your calculation, you'll be fighting yourself, too! response:	Then make it 39 people!
context: Now we just gotta take down places one through seven all at once!\All at once?\There are five people on a team and eight teams total, right?\Um... So we just gotta beat 40 people!\Next time: New Guild!\I'm impressed you can multiply,\but according to your calculation, you'll be fighting yourself, too!\Then make it 39 people! response:	Then you'll be fighting your... Oh, never mind.
