context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: Yeah, to study for our finals.\We're meeting Kitamura and the others at the restaurant we always go to.\There's a salmon fillet in the frying pan, remember to heat it up before you eat it.\Eh? Ya-chan will be giza lonely gansu!\W-What's with that giza and gansu?\Ryuu-chan, don't you know?\It's a popular saying right now.\Some new person at work told me about it. response:	Young people say things like gansu,
context: We're meeting Kitamura and the others at the restaurant we always go to.\There's a salmon fillet in the frying pan, remember to heat it up before you eat it.\Eh? Ya-chan will be giza lonely gansu!\W-What's with that giza and gansu?\Ryuu-chan, don't you know?\It's a popular saying right now.\Some new person at work told me about it.\Young people say things like gansu, response:	and giza sounds cute, right?
context: There's a salmon fillet in the frying pan, remember to heat it up before you eat it.\Eh? Ya-chan will be giza lonely gansu!\W-What's with that giza and gansu?\Ryuu-chan, don't you know?\It's a popular saying right now.\Some new person at work told me about it.\Young people say things like gansu,\and giza sounds cute, right? response:	Ya-chan is giza-ly smart!
context: Eh? Ya-chan will be giza lonely gansu!\W-What's with that giza and gansu?\Ryuu-chan, don't you know?\It's a popular saying right now.\Some new person at work told me about it.\Young people say things like gansu,\and giza sounds cute, right?\Ya-chan is giza-ly smart! response:	Cut it out.
context: W-What's with that giza and gansu?\Ryuu-chan, don't you know?\It's a popular saying right now.\Some new person at work told me about it.\Young people say things like gansu,\and giza sounds cute, right?\Ya-chan is giza-ly smart!\Cut it out. response:	It sounds really wrong.
context: Ryuu-chan, don't you know?\It's a popular saying right now.\Some new person at work told me about it.\Young people say things like gansu,\and giza sounds cute, right?\Ya-chan is giza-ly smart!\Cut it out.\It sounds really wrong. response:	How does it sound wrong?
context: It's a popular saying right now.\Some new person at work told me about it.\Young people say things like gansu,\and giza sounds cute, right?\Ya-chan is giza-ly smart!\Cut it out.\It sounds really wrong.\How does it sound wrong? response:	This is giza-ly good! It's tera-ly correct!
context: Some new person at work told me about it.\Young people say things like gansu,\and giza sounds cute, right?\Ya-chan is giza-ly smart!\Cut it out.\It sounds really wrong.\How does it sound wrong?\This is giza-ly good! It's tera-ly correct! response:	Inko-chan, take care of Yasuko for me.
context: Young people say things like gansu,\and giza sounds cute, right?\Ya-chan is giza-ly smart!\Cut it out.\It sounds really wrong.\How does it sound wrong?\This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me. response:	You're the only one I can rely on.
context: and giza sounds cute, right?\Ya-chan is giza-ly smart!\Cut it out.\It sounds really wrong.\How does it sound wrong?\This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me.\You're the only one I can rely on. response:	Too bad!
context: Ya-chan is giza-ly smart!\Cut it out.\It sounds really wrong.\How does it sound wrong?\This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me.\You're the only one I can rely on.\Too bad! response:	No! No! No! No!
context: Cut it out.\It sounds really wrong.\How does it sound wrong?\This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me.\You're the only one I can rely on.\Too bad!\No! No! No! No! response:	Such a rebellious reaction!
context: It sounds really wrong.\How does it sound wrong?\This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me.\You're the only one I can rely on.\Too bad!\No! No! No! No!\Such a rebellious reaction! response:	What's going on, Inko-chan?
context: How does it sound wrong?\This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me.\You're the only one I can rely on.\Too bad!\No! No! No! No!\Such a rebellious reaction!\What's going on, Inko-chan? response:	What happened to your cute and honest side?
context: This is giza-ly good! It's tera-ly correct!\Inko-chan, take care of Yasuko for me.\You're the only one I can rely on.\Too bad!\No! No! No! No!\Such a rebellious reaction!\What's going on, Inko-chan?\What happened to your cute and honest side? response:	Oh, I know.
context: Inko-chan, take care of Yasuko for me.\You're the only one I can rely on.\Too bad!\No! No! No! No!\Such a rebellious reaction!\What's going on, Inko-chan?\What happened to your cute and honest side?\Oh, I know. response:	It must be the book you borrowed.
context: You're the only one I can rely on.\Too bad!\No! No! No! No!\Such a rebellious reaction!\What's going on, Inko-chan?\What happened to your cute and honest side?\Oh, I know.\It must be the book you borrowed. response:	I'm sorry, Inko-chan!
context: Too bad!\No! No! No! No!\Such a rebellious reaction!\What's going on, Inko-chan?\What happened to your cute and honest side?\Oh, I know.\It must be the book you borrowed.\I'm sorry, Inko-chan! response:	I did something really stupid!
context: No! No! No! No!\Such a rebellious reaction!\What's going on, Inko-chan?\What happened to your cute and honest side?\Oh, I know.\It must be the book you borrowed.\I'm sorry, Inko-chan!\I did something really stupid! response:	I'll never cook you!
context: Such a rebellious reaction!\What's going on, Inko-chan?\What happened to your cute and honest side?\Oh, I know.\It must be the book you borrowed.\I'm sorry, Inko-chan!\I did something really stupid!\I'll never cook you! response:	I promise!
context: What's going on, Inko-chan?\What happened to your cute and honest side?\Oh, I know.\It must be the book you borrowed.\I'm sorry, Inko-chan!\I did something really stupid!\I'll never cook you!\I promise! response:	R-Really?
context: What happened to your cute and honest side?\Oh, I know.\It must be the book you borrowed.\I'm sorry, Inko-chan!\I did something really stupid!\I'll never cook you!\I promise!\R-Really? response:	Of course!
context: Oh, I know.\It must be the book you borrowed.\I'm sorry, Inko-chan!\I did something really stupid!\I'll never cook you!\I promise!\R-Really?\Of course! response:	S-Seriously?
context: It must be the book you borrowed.\I'm sorry, Inko-chan!\I did something really stupid!\I'll never cook you!\I promise!\R-Really?\Of course!\S-Seriously? response:	I'm serious!
context: I'm sorry, Inko-chan!\I did something really stupid!\I'll never cook you!\I promise!\R-Really?\Of course!\S-Seriously?\I'm serious! response:	What are you guys doing?
context: I did something really stupid!\I'll never cook you!\I promise!\R-Really?\Of course!\S-Seriously?\I'm serious!\What are you guys doing? response:	Hey, did you bring it?
context: I'll never cook you!\I promise!\R-Really?\Of course!\S-Seriously?\I'm serious!\What are you guys doing?\Hey, did you bring it? response:	Of course.
context: I promise!\R-Really?\Of course!\S-Seriously?\I'm serious!\What are you guys doing?\Hey, did you bring it?\Of course. response:	It's safe in here.
context: R-Really?\Of course!\S-Seriously?\I'm serious!\What are you guys doing?\Hey, did you bring it?\Of course.\It's safe in here. response:	The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...
context: Of course!\S-Seriously?\I'm serious!\What are you guys doing?\Hey, did you bring it?\Of course.\It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest... response:	They call it The Boss's Notes.
context: S-Seriously?\I'm serious!\What are you guys doing?\Hey, did you bring it?\Of course.\It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes. response:	There will be nothing to be afraid of if we use this to study.
context: I'm serious!\What are you guys doing?\Hey, did you bring it?\Of course.\It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study. response:	But to be honest, this belongs to Kushieda.
context: What are you guys doing?\Hey, did you bring it?\Of course.\It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda. response:	She let me win with her.
context: Hey, did you bring it?\Of course.\It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda.\She let me win with her. response:	She said she can't come because of her job, so it can't be helped.
context: Of course.\It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda.\She let me win with her.\She said she can't come because of her job, so it can't be helped. response:	Quit living in the past like an old person.
context: It's safe in here.\The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda.\She let me win with her.\She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person. response:	I'm not living in the -
context: The prize I got at the cultural festival for winning the Mr. Lucky Guy contest...\They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda.\She let me win with her.\She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person.\I'm not living in the - response:	Then, stop standing there.
context: They call it The Boss's Notes.\There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda.\She let me win with her.\She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person.\I'm not living in the -\Then, stop standing there. response:	We're going to study at the place where Minorin works,
context: There will be nothing to be afraid of if we use this to study.\But to be honest, this belongs to Kushieda.\She let me win with her.\She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person.\I'm not living in the -\Then, stop standing there.\We're going to study at the place where Minorin works, response:	so you should try and have a chat with her before everyone arrives.
context: But to be honest, this belongs to Kushieda.\She let me win with her.\She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person.\I'm not living in the -\Then, stop standing there.\We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives. response:	Y-Yeah!
context: She let me win with her.\She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person.\I'm not living in the -\Then, stop standing there.\We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives.\Y-Yeah! response:	Kushieda took the day off.
context: She said she can't come because of her job, so it can't be helped.\Quit living in the past like an old person.\I'm not living in the -\Then, stop standing there.\We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives.\Y-Yeah!\Kushieda took the day off. response:	When you're ready to order, press the button.
context: Quit living in the past like an old person.\I'm not living in the -\Then, stop standing there.\We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives.\Y-Yeah!\Kushieda took the day off.\When you're ready to order, press the button. response:	Hey, Ryuuji.
context: I'm not living in the -\Then, stop standing there.\We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives.\Y-Yeah!\Kushieda took the day off.\When you're ready to order, press the button.\Hey, Ryuuji. response:	Do you think Minorin is avoiding you?
context: Then, stop standing there.\We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives.\Y-Yeah!\Kushieda took the day off.\When you're ready to order, press the button.\Hey, Ryuuji.\Do you think Minorin is avoiding you? response:	W-Why would she?!
context: We're going to study at the place where Minorin works,\so you should try and have a chat with her before everyone arrives.\Y-Yeah!\Kushieda took the day off.\When you're ready to order, press the button.\Hey, Ryuuji.\Do you think Minorin is avoiding you?\W-Why would she?! response:	You guys don't speak to each other at school,
context: so you should try and have a chat with her before everyone arrives.\Y-Yeah!\Kushieda took the day off.\When you're ready to order, press the button.\Hey, Ryuuji.\Do you think Minorin is avoiding you?\W-Why would she?!\You guys don't speak to each other at school, response:	and I was the one who invited her to the study session.
context: Y-Yeah!\Kushieda took the day off.\When you're ready to order, press the button.\Hey, Ryuuji.\Do you think Minorin is avoiding you?\W-Why would she?!\You guys don't speak to each other at school,\and I was the one who invited her to the study session. response:	That's because you told me to leave everything to you.
context: Kushieda took the day off.\When you're ready to order, press the button.\Hey, Ryuuji.\Do you think Minorin is avoiding you?\W-Why would she?!\You guys don't speak to each other at school,\and I was the one who invited her to the study session.\That's because you told me to leave everything to you. response:	Do you guys even talk to each other at all?
context: When you're ready to order, press the button.\Hey, Ryuuji.\Do you think Minorin is avoiding you?\W-Why would she?!\You guys don't speak to each other at school,\and I was the one who invited her to the study session.\That's because you told me to leave everything to you.\Do you guys even talk to each other at all? response:	N-No...
context: Hey, Ryuuji.\Do you think Minorin is avoiding you?\W-Why would she?!\You guys don't speak to each other at school,\and I was the one who invited her to the study session.\That's because you told me to leave everything to you.\Do you guys even talk to each other at all?\N-No... response:	Going to work was an excuse,
context: Do you think Minorin is avoiding you?\W-Why would she?!\You guys don't speak to each other at school,\and I was the one who invited her to the study session.\That's because you told me to leave everything to you.\Do you guys even talk to each other at all?\N-No...\Going to work was an excuse, response:	and she said she's not going to the party.
context: W-Why would she?!\You guys don't speak to each other at school,\and I was the one who invited her to the study session.\That's because you told me to leave everything to you.\Do you guys even talk to each other at all?\N-No...\Going to work was an excuse,\and she said she's not going to the party. response:	She's feeling down because she screwed up during a match.
context: You guys don't speak to each other at school,\and I was the one who invited her to the study session.\That's because you told me to leave everything to you.\Do you guys even talk to each other at all?\N-No...\Going to work was an excuse,\and she said she's not going to the party.\She's feeling down because she screwed up during a match. response:	Isn't it your specialty to make everything better in times like these?!
context: and I was the one who invited her to the study session.\That's because you told me to leave everything to you.\Do you guys even talk to each other at all?\N-No...\Going to work was an excuse,\and she said she's not going to the party.\She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?! response:	But...
context: That's because you told me to leave everything to you.\Do you guys even talk to each other at all?\N-No...\Going to work was an excuse,\and she said she's not going to the party.\She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?!\But... response:	It's really weird.
context: Do you guys even talk to each other at all?\N-No...\Going to work was an excuse,\and she said she's not going to the party.\She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?!\But...\It's really weird. response:	I don't even know how to support her now.
context: N-No...\Going to work was an excuse,\and she said she's not going to the party.\She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?!\But...\It's really weird.\I don't even know how to support her now. response:	Your relationship with Minorin seems different from before.
context: Going to work was an excuse,\and she said she's not going to the party.\She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?!\But...\It's really weird.\I don't even know how to support her now.\Your relationship with Minorin seems different from before. response:	Before, you guys were more...
context: and she said she's not going to the party.\She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?!\But...\It's really weird.\I don't even know how to support her now.\Your relationship with Minorin seems different from before.\Before, you guys were more... response:	Yo, Takasu and Taiga,
context: She's feeling down because she screwed up during a match.\Isn't it your specialty to make everything better in times like these?!\But...\It's really weird.\I don't even know how to support her now.\Your relationship with Minorin seems different from before.\Before, you guys were more...\Yo, Takasu and Taiga, response:	sorry to make you wait.
context: Isn't it your specialty to make everything better in times like these?!\But...\It's really weird.\I don't even know how to support her now.\Your relationship with Minorin seems different from before.\Before, you guys were more...\Yo, Takasu and Taiga,\sorry to make you wait. response:	I'm really hungry.
context: But...\It's really weird.\I don't even know how to support her now.\Your relationship with Minorin seems different from before.\Before, you guys were more...\Yo, Takasu and Taiga,\sorry to make you wait.\I'm really hungry. response:	O-Oh...
context: It's really weird.\I don't even know how to support her now.\Your relationship with Minorin seems different from before.\Before, you guys were more...\Yo, Takasu and Taiga,\sorry to make you wait.\I'm really hungry.\O-Oh... response:	Yo.
context: I don't even know how to support her now.\Your relationship with Minorin seems different from before.\Before, you guys were more...\Yo, Takasu and Taiga,\sorry to make you wait.\I'm really hungry.\O-Oh...\Yo. response:	It's really cold today.
context: Your relationship with Minorin seems different from before.\Before, you guys were more...\Yo, Takasu and Taiga,\sorry to make you wait.\I'm really hungry.\O-Oh...\Yo.\It's really cold today. response:	Wearing a winter coat on cold days makes you really warm!
context: Before, you guys were more...\Yo, Takasu and Taiga,\sorry to make you wait.\I'm really hungry.\O-Oh...\Yo.\It's really cold today.\Wearing a winter coat on cold days makes you really warm! response:	Maruo, you should buy one for yourself.
context: Yo, Takasu and Taiga,\sorry to make you wait.\I'm really hungry.\O-Oh...\Yo.\It's really cold today.\Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself. response:	Kihara?
context: sorry to make you wait.\I'm really hungry.\O-Oh...\Yo.\It's really cold today.\Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself.\Kihara? response:	What are you doing here?
context: I'm really hungry.\O-Oh...\Yo.\It's really cold today.\Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself.\Kihara?\What are you doing here? response:	This isn't like you at all.
context: O-Oh...\Yo.\It's really cold today.\Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself.\Kihara?\What are you doing here?\This isn't like you at all. response:	I also want a copy of The Boss's Notes!
context: Yo.\It's really cold today.\Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself.\Kihara?\What are you doing here?\This isn't like you at all.\I also want a copy of The Boss's Notes! response:	And I can't study by myself...
context: It's really cold today.\Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself.\Kihara?\What are you doing here?\This isn't like you at all.\I also want a copy of The Boss's Notes!\And I can't study by myself... response:	Come on, let's sit down.
context: Wearing a winter coat on cold days makes you really warm!\Maruo, you should buy one for yourself.\Kihara?\What are you doing here?\This isn't like you at all.\I also want a copy of The Boss's Notes!\And I can't study by myself...\Come on, let's sit down. response:	All right, this table is ours.
context: Maruo, you should buy one for yourself.\Kihara?\What are you doing here?\This isn't like you at all.\I also want a copy of The Boss's Notes!\And I can't study by myself...\Come on, let's sit down.\All right, this table is ours. response:	Hey Taiga, stand up.
context: Kihara?\What are you doing here?\This isn't like you at all.\I also want a copy of The Boss's Notes!\And I can't study by myself...\Come on, let's sit down.\All right, this table is ours.\Hey Taiga, stand up. response:	Haruta, go over there.
context: What are you doing here?\This isn't like you at all.\I also want a copy of The Boss's Notes!\And I can't study by myself...\Come on, let's sit down.\All right, this table is ours.\Hey Taiga, stand up.\Haruta, go over there. response:	Okay.
context: This isn't like you at all.\I also want a copy of The Boss's Notes!\And I can't study by myself...\Come on, let's sit down.\All right, this table is ours.\Hey Taiga, stand up.\Haruta, go over there.\Okay. response:	Kihara, you're sitting next to Takasu.
context: I also want a copy of The Boss's Notes!\And I can't study by myself...\Come on, let's sit down.\All right, this table is ours.\Hey Taiga, stand up.\Haruta, go over there.\Okay.\Kihara, you're sitting next to Takasu. response:	Wait...
context: And I can't study by myself...\Come on, let's sit down.\All right, this table is ours.\Hey Taiga, stand up.\Haruta, go over there.\Okay.\Kihara, you're sitting next to Takasu.\Wait... response:	Here you go.
context: Come on, let's sit down.\All right, this table is ours.\Hey Taiga, stand up.\Haruta, go over there.\Okay.\Kihara, you're sitting next to Takasu.\Wait...\Here you go. response:	I'll sit next to Haruta, and Kitamura, you're sitting at the other table.
context: All right, this table is ours.\Hey Taiga, stand up.\Haruta, go over there.\Okay.\Kihara, you're sitting next to Takasu.\Wait...\Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table. response:	W-Wait! I want to sit there too!
context: Hey Taiga, stand up.\Haruta, go over there.\Okay.\Kihara, you're sitting next to Takasu.\Wait...\Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too! response:	No, um, well...
context: Haruta, go over there.\Okay.\Kihara, you're sitting next to Takasu.\Wait...\Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too!\No, um, well... response:	Girls should sit together!
context: Okay.\Kihara, you're sitting next to Takasu.\Wait...\Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too!\No, um, well...\Girls should sit together! response:	Right, Taiga? Let's do that.
context: Kihara, you're sitting next to Takasu.\Wait...\Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too!\No, um, well...\Girls should sit together!\Right, Taiga? Let's do that. response:	Don't be so selfish.
context: Wait...\Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too!\No, um, well...\Girls should sit together!\Right, Taiga? Let's do that.\Don't be so selfish. response:	Do you not want to sit next to Takasu?
context: Here you go.\I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too!\No, um, well...\Girls should sit together!\Right, Taiga? Let's do that.\Don't be so selfish.\Do you not want to sit next to Takasu? response:	No, it's not that!
context: I'll sit next to Haruta, and Kitamura, you're sitting at the other table.\W-Wait! I want to sit there too!\No, um, well...\Girls should sit together!\Right, Taiga? Let's do that.\Don't be so selfish.\Do you not want to sit next to Takasu?\No, it's not that! response:	Let's order now.
context: W-Wait! I want to sit there too!\No, um, well...\Girls should sit together!\Right, Taiga? Let's do that.\Don't be so selfish.\Do you not want to sit next to Takasu?\No, it's not that!\Let's order now. response:	Everyone's going to the drink bar, right?
context: No, um, well...\Girls should sit together!\Right, Taiga? Let's do that.\Don't be so selfish.\Do you not want to sit next to Takasu?\No, it's not that!\Let's order now.\Everyone's going to the drink bar, right? response:	All right.
context: Girls should sit together!\Right, Taiga? Let's do that.\Don't be so selfish.\Do you not want to sit next to Takasu?\No, it's not that!\Let's order now.\Everyone's going to the drink bar, right?\All right. response:	No point in everyone getting up for drinks,
context: Right, Taiga? Let's do that.\Don't be so selfish.\Do you not want to sit next to Takasu?\No, it's not that!\Let's order now.\Everyone's going to the drink bar, right?\All right.\No point in everyone getting up for drinks, response:	so I'll get them for all of you.
context: Don't be so selfish.\Do you not want to sit next to Takasu?\No, it's not that!\Let's order now.\Everyone's going to the drink bar, right?\All right.\No point in everyone getting up for drinks,\so I'll get them for all of you. response:	I-I want something hot!
context: Do you not want to sit next to Takasu?\No, it's not that!\Let's order now.\Everyone's going to the drink bar, right?\All right.\No point in everyone getting up for drinks,\so I'll get them for all of you.\I-I want something hot! response:	Okay.
context: No, it's not that!\Let's order now.\Everyone's going to the drink bar, right?\All right.\No point in everyone getting up for drinks,\so I'll get them for all of you.\I-I want something hot!\Okay. response:	Taiga, go to the drink bar with him.
context: Let's order now.\Everyone's going to the drink bar, right?\All right.\No point in everyone getting up for drinks,\so I'll get them for all of you.\I-I want something hot!\Okay.\Taiga, go to the drink bar with him. response:	Isn't it cold today?
context: Everyone's going to the drink bar, right?\All right.\No point in everyone getting up for drinks,\so I'll get them for all of you.\I-I want something hot!\Okay.\Taiga, go to the drink bar with him.\Isn't it cold today? response:	Hey, what are you plotting?
context: All right.\No point in everyone getting up for drinks,\so I'll get them for all of you.\I-I want something hot!\Okay.\Taiga, go to the drink bar with him.\Isn't it cold today?\Hey, what are you plotting? response:	What are you talking about?
context: No point in everyone getting up for drinks,\so I'll get them for all of you.\I-I want something hot!\Okay.\Taiga, go to the drink bar with him.\Isn't it cold today?\Hey, what are you plotting?\What are you talking about? response:	Don't play dumb!
context: so I'll get them for all of you.\I-I want something hot!\Okay.\Taiga, go to the drink bar with him.\Isn't it cold today?\Hey, what are you plotting?\What are you talking about?\Don't play dumb! response:	Why are you pairing Taiga and Kitamura up on purpose?
context: I-I want something hot!\Okay.\Taiga, go to the drink bar with him.\Isn't it cold today?\Hey, what are you plotting?\What are you talking about?\Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose? response:	Oh, we've been found out.
context: Okay.\Taiga, go to the drink bar with him.\Isn't it cold today?\Hey, what are you plotting?\What are you talking about?\Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out. response:	Whatever, I want you to help out too.
context: Taiga, go to the drink bar with him.\Isn't it cold today?\Hey, what are you plotting?\What are you talking about?\Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out.\Whatever, I want you to help out too. response:	Huh?
context: Isn't it cold today?\Hey, what are you plotting?\What are you talking about?\Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out.\Whatever, I want you to help out too.\Huh? response:	I think Kitamura and Taiga would make a good couple.
context: Hey, what are you plotting?\What are you talking about?\Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out.\Whatever, I want you to help out too.\Huh?\I think Kitamura and Taiga would make a good couple. response:	Oh, I think so too.
context: What are you talking about?\Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out.\Whatever, I want you to help out too.\Huh?\I think Kitamura and Taiga would make a good couple.\Oh, I think so too. response:	Look, Kitamura is probably still upset about the Boss rejecting him, right?
context: Don't play dumb!\Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out.\Whatever, I want you to help out too.\Huh?\I think Kitamura and Taiga would make a good couple.\Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right? response:	Don't you think a new love would help cure him?
context: Why are you pairing Taiga and Kitamura up on purpose?\Oh, we've been found out.\Whatever, I want you to help out too.\Huh?\I think Kitamura and Taiga would make a good couple.\Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him? response:	T-That might work.
context: Oh, we've been found out.\Whatever, I want you to help out too.\Huh?\I think Kitamura and Taiga would make a good couple.\Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him?\T-That might work. response:	Taiga likes Kitamura.
context: Whatever, I want you to help out too.\Huh?\I think Kitamura and Taiga would make a good couple.\Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him?\T-That might work.\Taiga likes Kitamura. response:	I'm serious.
context: Huh?\I think Kitamura and Taiga would make a good couple.\Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him?\T-That might work.\Taiga likes Kitamura.\I'm serious. response:	I don't think you've noticed it.
context: I think Kitamura and Taiga would make a good couple.\Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him?\T-That might work.\Taiga likes Kitamura.\I'm serious.\I don't think you've noticed it. response:	You're surprised, right?
context: Oh, I think so too.\Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him?\T-That might work.\Taiga likes Kitamura.\I'm serious.\I don't think you've noticed it.\You're surprised, right? response:	I was surprised too.
context: Look, Kitamura is probably still upset about the Boss rejecting him, right?\Don't you think a new love would help cure him?\T-That might work.\Taiga likes Kitamura.\I'm serious.\I don't think you've noticed it.\You're surprised, right?\I was surprised too. response:	After all, you're the closest one to her since you take care of her and stuff.
context: Don't you think a new love would help cure him?\T-That might work.\Taiga likes Kitamura.\I'm serious.\I don't think you've noticed it.\You're surprised, right?\I was surprised too.\After all, you're the closest one to her since you take care of her and stuff. response:	Yeah, so being surprised is only natural.
context: T-That might work.\Taiga likes Kitamura.\I'm serious.\I don't think you've noticed it.\You're surprised, right?\I was surprised too.\After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural. response:	You guys are wrong.
context: Taiga likes Kitamura.\I'm serious.\I don't think you've noticed it.\You're surprised, right?\I was surprised too.\After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural.\You guys are wrong. response:	Huh? What?
context: I'm serious.\I don't think you've noticed it.\You're surprised, right?\I was surprised too.\After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural.\You guys are wrong.\Huh? What? response:	Never mind.
context: I don't think you've noticed it.\You're surprised, right?\I was surprised too.\After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural.\You guys are wrong.\Huh? What?\Never mind. response:	You guys are right.
context: You're surprised, right?\I was surprised too.\After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural.\You guys are wrong.\Huh? What?\Never mind.\You guys are right. response:	Wow!
context: I was surprised too.\After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural.\You guys are wrong.\Huh? What?\Never mind.\You guys are right.\Wow! response:	Taiga, it seems you really like this.
context: After all, you're the closest one to her since you take care of her and stuff.\Yeah, so being surprised is only natural.\You guys are wrong.\Huh? What?\Never mind.\You guys are right.\Wow!\Taiga, it seems you really like this. response:	Yeah, it's really beautiful!
context: Yeah, so being surprised is only natural.\You guys are wrong.\Huh? What?\Never mind.\You guys are right.\Wow!\Taiga, it seems you really like this.\Yeah, it's really beautiful! response:	Taiga likes Kitamura.
context: You guys are wrong.\Huh? What?\Never mind.\You guys are right.\Wow!\Taiga, it seems you really like this.\Yeah, it's really beautiful!\Taiga likes Kitamura. response:	Haven't I known that for a long time?
