context: Second Plate response:	Episode 6
context: One small step is all I need to surpass my opponents.\I have that talent!\Mimasaka Subaru\Look, see?\All the elites at Japan's elite culinary academy\are at their wits' end and losing to me.\Top-notch? Creed?\Yeah, right. response:	Worthless chefs!
context: I have that talent!\Mimasaka Subaru\Look, see?\All the elites at Japan's elite culinary academy\are at their wits' end and losing to me.\Top-notch? Creed?\Yeah, right.\Worthless chefs! response:	Mimasaka Subaru... you are useful.
context: Mimasaka Subaru\Look, see?\All the elites at Japan's elite culinary academy\are at their wits' end and losing to me.\Top-notch? Creed?\Yeah, right.\Worthless chefs!\Mimasaka Subaru... you are useful. response:	Come work for me.
context: Look, see?\All the elites at Japan's elite culinary academy\are at their wits' end and losing to me.\Top-notch? Creed?\Yeah, right.\Worthless chefs!\Mimasaka Subaru... you are useful.\Come work for me. response:	I'll let you wreak whatever havoc you want.
context: All the elites at Japan's elite culinary academy\are at their wits' end and losing to me.\Top-notch? Creed?\Yeah, right.\Worthless chefs!\Mimasaka Subaru... you are useful.\Come work for me.\I'll let you wreak whatever havoc you want. response:	With this Shokugeki,
context: are at their wits' end and losing to me.\Top-notch? Creed?\Yeah, right.\Worthless chefs!\Mimasaka Subaru... you are useful.\Come work for me.\I'll let you wreak whatever havoc you want.\With this Shokugeki, response:	Mimasaka Subaru has lost all rights to these tools.
context: Top-notch? Creed?\Yeah, right.\Worthless chefs!\Mimasaka Subaru... you are useful.\Come work for me.\I'll let you wreak whatever havoc you want.\With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools. response:	Yukihira Soma, I understand you wish to return all of them to their former owners.
context: Yeah, right.\Worthless chefs!\Mimasaka Subaru... you are useful.\Come work for me.\I'll let you wreak whatever havoc you want.\With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners. response:	Is that correct?
context: Worthless chefs!\Mimasaka Subaru... you are useful.\Come work for me.\I'll let you wreak whatever havoc you want.\With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct? response:	Yup!
context: Mimasaka Subaru... you are useful.\Come work for me.\I'll let you wreak whatever havoc you want.\With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct?\Yup! response:	Ah! One hundred knives are being returned to their chefs!
context: Come work for me.\I'll let you wreak whatever havoc you want.\With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct?\Yup!\Ah! One hundred knives are being returned to their chefs! response:	Um, Yukihira-kun.
context: I'll let you wreak whatever havoc you want.\With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct?\Yup!\Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun. response:	This knife belonged to my mom. I got it when she passed away.
context: With this Shokugeki,\Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct?\Yup!\Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away. response:	Thank you.
context: Mimasaka Subaru has lost all rights to these tools.\Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct?\Yup!\Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away.\Thank you. response:	Thank you so much.
context: Yukihira Soma, I understand you wish to return all of them to their former owners.\Is that correct?\Yup!\Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away.\Thank you.\Thank you so much. response:	It's time.
context: Is that correct?\Yup!\Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away.\Thank you.\Thank you so much.\It's time. response:	I'll leave Totsuki.
context: Yup!\Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away.\Thank you.\Thank you so much.\It's time.\I'll leave Totsuki. response:	I won't cook anymore.
context: Ah! One hundred knives are being returned to their chefs!\Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away.\Thank you.\Thank you so much.\It's time.\I'll leave Totsuki.\I won't cook anymore. response:	I suffered such a miserable defeat.
context: Um, Yukihira-kun.\This knife belonged to my mom. I got it when she passed away.\Thank you.\Thank you so much.\It's time.\I'll leave Totsuki.\I won't cook anymore.\I suffered such a miserable defeat. response:	There's nothing left for me to be proud of
context: This knife belonged to my mom. I got it when she passed away.\Thank you.\Thank you so much.\It's time.\I'll leave Totsuki.\I won't cook anymore.\I suffered such a miserable defeat.\There's nothing left for me to be proud of response:	Idiot!
context: Thank you.\Thank you so much.\It's time.\I'll leave Totsuki.\I won't cook anymore.\I suffered such a miserable defeat.\There's nothing left for me to be proud of\Idiot! response:	Why did I accept your Shokugeki challenge, then?
context: Thank you so much.\It's time.\I'll leave Totsuki.\I won't cook anymore.\I suffered such a miserable defeat.\There's nothing left for me to be proud of\Idiot!\Why did I accept your Shokugeki challenge, then? response:	Hey, what's the matter?
context: It's time.\I'll leave Totsuki.\I won't cook anymore.\I suffered such a miserable defeat.\There's nothing left for me to be proud of\Idiot!\Why did I accept your Shokugeki challenge, then?\Hey, what's the matter? response:	Aren't you going to claim it?
context: I'll leave Totsuki.\I won't cook anymore.\I suffered such a miserable defeat.\There's nothing left for me to be proud of\Idiot!\Why did I accept your Shokugeki challenge, then?\Hey, what's the matter?\Aren't you going to claim it? response:	The last one's yours, Takumi.
context: I won't cook anymore.\I suffered such a miserable defeat.\There's nothing left for me to be proud of\Idiot!\Why did I accept your Shokugeki challenge, then?\Hey, what's the matter?\Aren't you going to claim it?\The last one's yours, Takumi. response:	Aldini...
context: I suffered such a miserable defeat.\There's nothing left for me to be proud of\Idiot!\Why did I accept your Shokugeki challenge, then?\Hey, what's the matter?\Aren't you going to claim it?\The last one's yours, Takumi.\Aldini... response:	Mimasaka Subaru.
context: There's nothing left for me to be proud of\Idiot!\Why did I accept your Shokugeki challenge, then?\Hey, what's the matter?\Aren't you going to claim it?\The last one's yours, Takumi.\Aldini...\Mimasaka Subaru. response:	I lost to you.
context: Idiot!\Why did I accept your Shokugeki challenge, then?\Hey, what's the matter?\Aren't you going to claim it?\The last one's yours, Takumi.\Aldini...\Mimasaka Subaru.\I lost to you. response:	It was total defeat.
context: Why did I accept your Shokugeki challenge, then?\Hey, what's the matter?\Aren't you going to claim it?\The last one's yours, Takumi.\Aldini...\Mimasaka Subaru.\I lost to you.\It was total defeat. response:	But next time, I won't lose!
context: Hey, what's the matter?\Aren't you going to claim it?\The last one's yours, Takumi.\Aldini...\Mimasaka Subaru.\I lost to you.\It was total defeat.\But next time, I won't lose! response:	If you're one step ahead of me,
context: Aren't you going to claim it?\The last one's yours, Takumi.\Aldini...\Mimasaka Subaru.\I lost to you.\It was total defeat.\But next time, I won't lose!\If you're one step ahead of me, response:	I'll take two... no, ten... a hundred steps!
context: The last one's yours, Takumi.\Aldini...\Mimasaka Subaru.\I lost to you.\It was total defeat.\But next time, I won't lose!\If you're one step ahead of me,\I'll take two... no, ten... a hundred steps! response:	I won't let things end this way.
context: Aldini...\Mimasaka Subaru.\I lost to you.\It was total defeat.\But next time, I won't lose!\If you're one step ahead of me,\I'll take two... no, ten... a hundred steps!\I won't let things end this way. response:	Do you hear me, Mimasaka?!
context: Mimasaka Subaru.\I lost to you.\It was total defeat.\But next time, I won't lose!\If you're one step ahead of me,\I'll take two... no, ten... a hundred steps!\I won't let things end this way.\Do you hear me, Mimasaka?! response:	The mezzaluna is now Yukihira's.
context: I lost to you.\It was total defeat.\But next time, I won't lose!\If you're one step ahead of me,\I'll take two... no, ten... a hundred steps!\I won't let things end this way.\Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's. response:	I will get it back someday.
context: It was total defeat.\But next time, I won't lose!\If you're one step ahead of me,\I'll take two... no, ten... a hundred steps!\I won't let things end this way.\Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's.\I will get it back someday. response:	After I beat you in a Shokugeki!
context: But next time, I won't lose!\If you're one step ahead of me,\I'll take two... no, ten... a hundred steps!\I won't let things end this way.\Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's.\I will get it back someday.\After I beat you in a Shokugeki! response:	Until then, keep it safe for me!
context: If you're one step ahead of me,\I'll take two... no, ten... a hundred steps!\I won't let things end this way.\Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's.\I will get it back someday.\After I beat you in a Shokugeki!\Until then, keep it safe for me! response:	See?
context: I'll take two... no, ten... a hundred steps!\I won't let things end this way.\Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's.\I will get it back someday.\After I beat you in a Shokugeki!\Until then, keep it safe for me!\See? response:	People who want to become professional chefs
context: I won't let things end this way.\Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's.\I will get it back someday.\After I beat you in a Shokugeki!\Until then, keep it safe for me!\See?\People who want to become professional chefs response:	are all really sore losers.
context: Do you hear me, Mimasaka?!\The mezzaluna is now Yukihira's.\I will get it back someday.\After I beat you in a Shokugeki!\Until then, keep it safe for me!\See?\People who want to become professional chefs\are all really sore losers. response:	Listen up, Mimasaka.
context: The mezzaluna is now Yukihira's.\I will get it back someday.\After I beat you in a Shokugeki!\Until then, keep it safe for me!\See?\People who want to become professional chefs\are all really sore losers.\Listen up, Mimasaka. response:	Never plan to take your opponent's entire pride in a single match ever again.
context: I will get it back someday.\After I beat you in a Shokugeki!\Until then, keep it safe for me!\See?\People who want to become professional chefs\are all really sore losers.\Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again. response:	Even if all the confidence and pride you've built over the years
context: After I beat you in a Shokugeki!\Until then, keep it safe for me!\See?\People who want to become professional chefs\are all really sore losers.\Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years response:	is blown to pieces by a major failure...
context: Until then, keep it safe for me!\See?\People who want to become professional chefs\are all really sore losers.\Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure... response:	Even if you've had a soul-crushing experience...
context: See?\People who want to become professional chefs\are all really sore losers.\Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure...\Even if you've had a soul-crushing experience... response:	In Preparation
context: People who want to become professional chefs\are all really sore losers.\Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure...\Even if you've had a soul-crushing experience...\In Preparation response:	Open for Business
context: are all really sore losers.\Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure...\Even if you've had a soul-crushing experience...\In Preparation\Open for Business response:	That's who chefs are.
context: Listen up, Mimasaka.\Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure...\Even if you've had a soul-crushing experience...\In Preparation\Open for Business\That's who chefs are. response:	Aren't you the same way?
context: Never plan to take your opponent's entire pride in a single match ever again.\Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure...\Even if you've had a soul-crushing experience...\In Preparation\Open for Business\That's who chefs are.\Aren't you the same way? response:	Mimasaka?
context: Even if all the confidence and pride you've built over the years\is blown to pieces by a major failure...\Even if you've had a soul-crushing experience...\In Preparation\Open for Business\That's who chefs are.\Aren't you the same way?\Mimasaka? response:	Is he telling me to keep on cooking, despite who I am?
context: is blown to pieces by a major failure...\Even if you've had a soul-crushing experience...\In Preparation\Open for Business\That's who chefs are.\Aren't you the same way?\Mimasaka?\Is he telling me to keep on cooking, despite who I am? response:	My cold, hardened heart...
context: Even if you've had a soul-crushing experience...\In Preparation\Open for Business\That's who chefs are.\Aren't you the same way?\Mimasaka?\Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart... response:	I have cuticles like a girl!
context: In Preparation\Open for Business\That's who chefs are.\Aren't you the same way?\Mimasaka?\Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart...\I have cuticles like a girl! response:	You decided to put your life as a chef on the line
context: Open for Business\That's who chefs are.\Aren't you the same way?\Mimasaka?\Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart...\I have cuticles like a girl!\You decided to put your life as a chef on the line response:	to send a message about starting over, even if you lose?
context: That's who chefs are.\Aren't you the same way?\Mimasaka?\Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart...\I have cuticles like a girl!\You decided to put your life as a chef on the line\to send a message about starting over, even if you lose? response:	It doesn't make a whole lot of sense.
context: Aren't you the same way?\Mimasaka?\Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart...\I have cuticles like a girl!\You decided to put your life as a chef on the line\to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense. response:	Yeah, you're right.
context: Mimasaka?\Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart...\I have cuticles like a girl!\You decided to put your life as a chef on the line\to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense.\Yeah, you're right. response:	But it's something Soma-kun would do.
context: Is he telling me to keep on cooking, despite who I am?\My cold, hardened heart...\I have cuticles like a girl!\You decided to put your life as a chef on the line\to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense.\Yeah, you're right.\But it's something Soma-kun would do. response:	Hey, Nakiri.
context: My cold, hardened heart...\I have cuticles like a girl!\You decided to put your life as a chef on the line\to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense.\Yeah, you're right.\But it's something Soma-kun would do.\Hey, Nakiri. response:	I managed to get this far.
context: I have cuticles like a girl!\You decided to put your life as a chef on the line\to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense.\Yeah, you're right.\But it's something Soma-kun would do.\Hey, Nakiri.\I managed to get this far. response:	Just one more step until I get to where I can face off with you
context: You decided to put your life as a chef on the line\to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense.\Yeah, you're right.\But it's something Soma-kun would do.\Hey, Nakiri.\I managed to get this far.\Just one more step until I get to where I can face off with you response:	as the top first-year.
context: to send a message about starting over, even if you lose?\It doesn't make a whole lot of sense.\Yeah, you're right.\But it's something Soma-kun would do.\Hey, Nakiri.\I managed to get this far.\Just one more step until I get to where I can face off with you\as the top first-year. response:	Know your place.
context: It doesn't make a whole lot of sense.\Yeah, you're right.\But it's something Soma-kun would do.\Hey, Nakiri.\I managed to get this far.\Just one more step until I get to where I can face off with you\as the top first-year.\Know your place. response:	I am far above and beyond where you are!
context: Yeah, you're right.\But it's something Soma-kun would do.\Hey, Nakiri.\I managed to get this far.\Just one more step until I get to where I can face off with you\as the top first-year.\Know your place.\I am far above and beyond where you are! response:	Also...
context: But it's something Soma-kun would do.\Hey, Nakiri.\I managed to get this far.\Just one more step until I get to where I can face off with you\as the top first-year.\Know your place.\I am far above and beyond where you are!\Also... response:	We'll now proceed to Round 2 of the semi-finals!
context: Hey, Nakiri.\I managed to get this far.\Just one more step until I get to where I can face off with you\as the top first-year.\Know your place.\I am far above and beyond where you are!\Also...\We'll now proceed to Round 2 of the semi-finals! response:	We have Candidate Kurokiba Ryo and Candidate Hayama Akira!
context: I managed to get this far.\Just one more step until I get to where I can face off with you\as the top first-year.\Know your place.\I am far above and beyond where you are!\Also...\We'll now proceed to Round 2 of the semi-finals!\We have Candidate Kurokiba Ryo and Candidate Hayama Akira! response:	The Second Plate
context: Just one more step until I get to where I can face off with you\as the top first-year.\Know your place.\I am far above and beyond where you are!\Also...\We'll now proceed to Round 2 of the semi-finals!\We have Candidate Kurokiba Ryo and Candidate Hayama Akira!\The Second Plate response:	Next Episode: Beasts Devouring Each Other
context: as the top first-year.\Know your place.\I am far above and beyond where you are!\Also...\We'll now proceed to Round 2 of the semi-finals!\We have Candidate Kurokiba Ryo and Candidate Hayama Akira!\The Second Plate\Next Episode: Beasts Devouring Each Other response:	Next time, Beasts Devouring Each Other.
