context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: When I took in those birds, I also used this herbal medicine on them\and they were healed within 10 days.\Bear with it for a while. I'll be done soon.\This is the yellowseed herb found only in the far east.\It can remove rotting flesh.\It must be used with the juice of berries with a regenerative effect to be useful.\By using this by itself, aside from making my injuries worse\there is no other benefit. response:	All done. Aren't I good to you?
context: and they were healed within 10 days.\Bear with it for a while. I'll be done soon.\This is the yellowseed herb found only in the far east.\It can remove rotting flesh.\It must be used with the juice of berries with a regenerative effect to be useful.\By using this by itself, aside from making my injuries worse\there is no other benefit.\All done. Aren't I good to you? response:	Snakes like to eat raw meat, right?
context: Bear with it for a while. I'll be done soon.\This is the yellowseed herb found only in the far east.\It can remove rotting flesh.\It must be used with the juice of berries with a regenerative effect to be useful.\By using this by itself, aside from making my injuries worse\there is no other benefit.\All done. Aren't I good to you?\Snakes like to eat raw meat, right? response:	Snakes do like to eat raw meat.
context: This is the yellowseed herb found only in the far east.\It can remove rotting flesh.\It must be used with the juice of berries with a regenerative effect to be useful.\By using this by itself, aside from making my injuries worse\there is no other benefit.\All done. Aren't I good to you?\Snakes like to eat raw meat, right?\Snakes do like to eat raw meat. response:	But I do not.
context: It can remove rotting flesh.\It must be used with the juice of berries with a regenerative effect to be useful.\By using this by itself, aside from making my injuries worse\there is no other benefit.\All done. Aren't I good to you?\Snakes like to eat raw meat, right?\Snakes do like to eat raw meat.\But I do not. response:	Eat it. You'll get hungry.
context: It must be used with the juice of berries with a regenerative effect to be useful.\By using this by itself, aside from making my injuries worse\there is no other benefit.\All done. Aren't I good to you?\Snakes like to eat raw meat, right?\Snakes do like to eat raw meat.\But I do not.\Eat it. You'll get hungry. response:	Meat must be cooked before it's eaten.
context: By using this by itself, aside from making my injuries worse\there is no other benefit.\All done. Aren't I good to you?\Snakes like to eat raw meat, right?\Snakes do like to eat raw meat.\But I do not.\Eat it. You'll get hungry.\Meat must be cooked before it's eaten. response:	If you starve, I'll be sad.
context: there is no other benefit.\All done. Aren't I good to you?\Snakes like to eat raw meat, right?\Snakes do like to eat raw meat.\But I do not.\Eat it. You'll get hungry.\Meat must be cooked before it's eaten.\If you starve, I'll be sad. response:	Presumptuous!
context: All done. Aren't I good to you?\Snakes like to eat raw meat, right?\Snakes do like to eat raw meat.\But I do not.\Eat it. You'll get hungry.\Meat must be cooked before it's eaten.\If you starve, I'll be sad.\Presumptuous! response:	You still won't eat?
context: Snakes like to eat raw meat, right?\Snakes do like to eat raw meat.\But I do not.\Eat it. You'll get hungry.\Meat must be cooked before it's eaten.\If you starve, I'll be sad.\Presumptuous!\You still won't eat? response:	Are you not eating because you want me to give you another kiss?
context: Snakes do like to eat raw meat.\But I do not.\Eat it. You'll get hungry.\Meat must be cooked before it's eaten.\If you starve, I'll be sad.\Presumptuous!\You still won't eat?\Are you not eating because you want me to give you another kiss? response:	No... No need. I'll eat.
context: But I do not.\Eat it. You'll get hungry.\Meat must be cooked before it's eaten.\If you starve, I'll be sad.\Presumptuous!\You still won't eat?\Are you not eating because you want me to give you another kiss?\No... No need. I'll eat. response:	The snakes here are so smart.
context: Eat it. You'll get hungry.\Meat must be cooked before it's eaten.\If you starve, I'll be sad.\Presumptuous!\You still won't eat?\Are you not eating because you want me to give you another kiss?\No... No need. I'll eat.\The snakes here are so smart. response:	They even know to pick out the food they like to eat.
context: Meat must be cooked before it's eaten.\If you starve, I'll be sad.\Presumptuous!\You still won't eat?\Are you not eating because you want me to give you another kiss?\No... No need. I'll eat.\The snakes here are so smart.\They even know to pick out the food they like to eat. response:	It's a good thing that I brought you back that day.
context: If you starve, I'll be sad.\Presumptuous!\You still won't eat?\Are you not eating because you want me to give you another kiss?\No... No need. I'll eat.\The snakes here are so smart.\They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day. response:	You're much smarter than those birds and cats.
context: Presumptuous!\You still won't eat?\Are you not eating because you want me to give you another kiss?\No... No need. I'll eat.\The snakes here are so smart.\They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day.\You're much smarter than those birds and cats. response:	Why don't you come with me to the market for some things?
context: You still won't eat?\Are you not eating because you want me to give you another kiss?\No... No need. I'll eat.\The snakes here are so smart.\They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day.\You're much smarter than those birds and cats.\Why don't you come with me to the market for some things? response:	I've already been here for three days.
context: Are you not eating because you want me to give you another kiss?\No... No need. I'll eat.\The snakes here are so smart.\They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day.\You're much smarter than those birds and cats.\Why don't you come with me to the market for some things?\I've already been here for three days. response:	I should be leaving now.
context: No... No need. I'll eat.\The snakes here are so smart.\They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day.\You're much smarter than those birds and cats.\Why don't you come with me to the market for some things?\I've already been here for three days.\I should be leaving now. response:	Although you've made my injuries a bit worse
context: The snakes here are so smart.\They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day.\You're much smarter than those birds and cats.\Why don't you come with me to the market for some things?\I've already been here for three days.\I should be leaving now.\Although you've made my injuries a bit worse response:	it was out of good intentions.
context: They even know to pick out the food they like to eat.\It's a good thing that I brought you back that day.\You're much smarter than those birds and cats.\Why don't you come with me to the market for some things?\I've already been here for three days.\I should be leaving now.\Although you've made my injuries a bit worse\it was out of good intentions. response:	Thank you for your three days of hospitality.
context: It's a good thing that I brought you back that day.\You're much smarter than those birds and cats.\Why don't you come with me to the market for some things?\I've already been here for three days.\I should be leaving now.\Although you've made my injuries a bit worse\it was out of good intentions.\Thank you for your three days of hospitality. response:	Farewell then.
context: You're much smarter than those birds and cats.\Why don't you come with me to the market for some things?\I've already been here for three days.\I should be leaving now.\Although you've made my injuries a bit worse\it was out of good intentions.\Thank you for your three days of hospitality.\Farewell then. response:	Let's go then.
context: Why don't you come with me to the market for some things?\I've already been here for three days.\I should be leaving now.\Although you've made my injuries a bit worse\it was out of good intentions.\Thank you for your three days of hospitality.\Farewell then.\Let's go then. response:	Can't you see it'll rain soon?
context: I've already been here for three days.\I should be leaving now.\Although you've made my injuries a bit worse\it was out of good intentions.\Thank you for your three days of hospitality.\Farewell then.\Let's go then.\Can't you see it'll rain soon? response:	It's about to rain! I have to find a place to hide.
context: I should be leaving now.\Although you've made my injuries a bit worse\it was out of good intentions.\Thank you for your three days of hospitality.\Farewell then.\Let's go then.\Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide. response:	I heard Crown Prince is in this area to subdue the Golden Lion.
context: Although you've made my injuries a bit worse\it was out of good intentions.\Thank you for your three days of hospitality.\Farewell then.\Let's go then.\Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion. response:	It would have been great to have heard the news earlier.
context: it was out of good intentions.\Thank you for your three days of hospitality.\Farewell then.\Let's go then.\Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier. response:	I've been at the Celestial Palace for dozens of millennia
context: Thank you for your three days of hospitality.\Farewell then.\Let's go then.\Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia response:	but I never had the chance to speak to him.
context: Farewell then.\Let's go then.\Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him. response:	Are you about to cast rain?
context: Let's go then.\Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him.\Are you about to cast rain? response:	Crown... Crown Prince.
context: Can't you see it'll rain soon?\It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him.\Are you about to cast rain?\Crown... Crown Prince. response:	No need to cast rain today.
context: It's about to rain! I have to find a place to hide.\I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him.\Are you about to cast rain?\Crown... Crown Prince.\No need to cast rain today. response:	Yes.
context: I heard Crown Prince is in this area to subdue the Golden Lion.\It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him.\Are you about to cast rain?\Crown... Crown Prince.\No need to cast rain today.\Yes. response:	The dark clouds are clearing already?
context: It would have been great to have heard the news earlier.\I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him.\Are you about to cast rain?\Crown... Crown Prince.\No need to cast rain today.\Yes.\The dark clouds are clearing already? response:	You're sleeping again?
context: I've been at the Celestial Palace for dozens of millennia\but I never had the chance to speak to him.\Are you about to cast rain?\Crown... Crown Prince.\No need to cast rain today.\Yes.\The dark clouds are clearing already?\You're sleeping again? response:	If you're not eating, you're sleeping. You truly are a snake.
context: but I never had the chance to speak to him.\Are you about to cast rain?\Crown... Crown Prince.\No need to cast rain today.\Yes.\The dark clouds are clearing already?\You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake. response:	- Your Highness. - Your Highness.
context: Are you about to cast rain?\Crown... Crown Prince.\No need to cast rain today.\Yes.\The dark clouds are clearing already?\You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness. response:	Su Jin.
context: Crown... Crown Prince.\No need to cast rain today.\Yes.\The dark clouds are clearing already?\You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness.\Su Jin. response:	Heavenly Lord.
context: No need to cast rain today.\Yes.\The dark clouds are clearing already?\You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness.\Su Jin.\Heavenly Lord. response:	I have already killed the Golden Lion.
context: Yes.\The dark clouds are clearing already?\You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness.\Su Jin.\Heavenly Lord.\I have already killed the Golden Lion. response:	I have come to report back.
context: The dark clouds are clearing already?\You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness.\Su Jin.\Heavenly Lord.\I have already killed the Golden Lion.\I have come to report back. response:	Good. You subdued him so easily.
context: You're sleeping again?\If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness.\Su Jin.\Heavenly Lord.\I have already killed the Golden Lion.\I have come to report back.\Good. You subdued him so easily. response:	You have indeed lived up to my expectations.
context: If you're not eating, you're sleeping. You truly are a snake.\- Your Highness. - Your Highness.\Su Jin.\Heavenly Lord.\I have already killed the Golden Lion.\I have come to report back.\Good. You subdued him so easily.\You have indeed lived up to my expectations. response:	However, I was careless and was injured.
context: - Your Highness. - Your Highness.\Su Jin.\Heavenly Lord.\I have already killed the Golden Lion.\I have come to report back.\Good. You subdued him so easily.\You have indeed lived up to my expectations.\However, I was careless and was injured. response:	I am not worthy of your confidence in me.
context: Su Jin.\Heavenly Lord.\I have already killed the Golden Lion.\I have come to report back.\Good. You subdued him so easily.\You have indeed lived up to my expectations.\However, I was careless and was injured.\I am not worthy of your confidence in me. response:	- Is it serious? - No, it is just a light injury.
context: Heavenly Lord.\I have already killed the Golden Lion.\I have come to report back.\Good. You subdued him so easily.\You have indeed lived up to my expectations.\However, I was careless and was injured.\I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury. response:	The wound has just not been handled well and will need a new dressing.
context: I have already killed the Golden Lion.\I have come to report back.\Good. You subdued him so easily.\You have indeed lived up to my expectations.\However, I was careless and was injured.\I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing. response:	Crimson hellfire is no ordinary monster power.
context: I have come to report back.\Good. You subdued him so easily.\You have indeed lived up to my expectations.\However, I was careless and was injured.\I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power. response:	Do not treat this lightly.
context: Good. You subdued him so easily.\You have indeed lived up to my expectations.\However, I was careless and was injured.\I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power.\Do not treat this lightly. response:	Yes.
context: You have indeed lived up to my expectations.\However, I was careless and was injured.\I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power.\Do not treat this lightly.\Yes. response:	- Come, put some effort into it. - Slowly, slowly. Be careful.
context: However, I was careless and was injured.\I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power.\Do not treat this lightly.\Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful. response:	- Clear this up. Let me help you. - Put it here. Here, give me that.
context: I am not worthy of your confidence in me.\- Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power.\Do not treat this lightly.\Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that. response:	Here, hold this.
context: - Is it serious? - No, it is just a light injury.\The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power.\Do not treat this lightly.\Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this. response:	Watch out for your foot.
context: The wound has just not been handled well and will need a new dressing.\Crimson hellfire is no ordinary monster power.\Do not treat this lightly.\Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this.\Watch out for your foot. response:	- Put this over there. - All right.
context: Crimson hellfire is no ordinary monster power.\Do not treat this lightly.\Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this.\Watch out for your foot.\- Put this over there. - All right. response:	There's still some more wood over there.
context: Do not treat this lightly.\Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this.\Watch out for your foot.\- Put this over there. - All right.\There's still some more wood over there. response:	Pick it all up.
context: Yes.\- Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this.\Watch out for your foot.\- Put this over there. - All right.\There's still some more wood over there.\Pick it all up. response:	Sir, what happened here?
context: - Come, put some effort into it. - Slowly, slowly. Be careful.\- Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this.\Watch out for your foot.\- Put this over there. - All right.\There's still some more wood over there.\Pick it all up.\Sir, what happened here? response:	Yesterday, there was a monster that looked much like a lion.
context: - Clear this up. Let me help you. - Put it here. Here, give me that.\Here, hold this.\Watch out for your foot.\- Put this over there. - All right.\There's still some more wood over there.\Pick it all up.\Sir, what happened here?\Yesterday, there was a monster that looked much like a lion. response:	Its whole body was red. It spewed flames everywhere.
context: Here, hold this.\Watch out for your foot.\- Put this over there. - All right.\There's still some more wood over there.\Pick it all up.\Sir, what happened here?\Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere. response:	Look, it burned everything here.
context: Watch out for your foot.\- Put this over there. - All right.\There's still some more wood over there.\Pick it all up.\Sir, what happened here?\Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere.\Look, it burned everything here. response:	The heavens must have been looking after us.
context: - Put this over there. - All right.\There's still some more wood over there.\Pick it all up.\Sir, what happened here?\Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere.\Look, it burned everything here.\The heavens must have been looking after us. response:	A black dragon suddenly appeared and cast rain, putting out all the fires.
context: There's still some more wood over there.\Pick it all up.\Sir, what happened here?\Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere.\Look, it burned everything here.\The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires. response:	It even killed the monster with a single thunderbolt.
context: Pick it all up.\Sir, what happened here?\Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere.\Look, it burned everything here.\The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt. response:	Did the monster look like a lion?
context: Sir, what happened here?\Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere.\Look, it burned everything here.\The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt.\Did the monster look like a lion? response:	That is what is being said.
context: Yesterday, there was a monster that looked much like a lion.\Its whole body was red. It spewed flames everywhere.\Look, it burned everything here.\The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt.\Did the monster look like a lion?\That is what is being said. response:	The Golden Lion?
context: Its whole body was red. It spewed flames everywhere.\Look, it burned everything here.\The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt.\Did the monster look like a lion?\That is what is being said.\The Golden Lion? response:	Sir, do you know where the monster's corpse is?
context: Look, it burned everything here.\The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt.\Did the monster look like a lion?\That is what is being said.\The Golden Lion?\Sir, do you know where the monster's corpse is? response:	You are such a strange lady. You want to see the monster's corpse?
context: The heavens must have been looking after us.\A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt.\Did the monster look like a lion?\That is what is being said.\The Golden Lion?\Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse? response:	I don't know, I don't know.
context: A black dragon suddenly appeared and cast rain, putting out all the fires.\It even killed the monster with a single thunderbolt.\Did the monster look like a lion?\That is what is being said.\The Golden Lion?\Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know. response:	Back then, Li Yuan disappeared with Father's mount, the Golden Lion.
context: It even killed the monster with a single thunderbolt.\Did the monster look like a lion?\That is what is being said.\The Golden Lion?\Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion. response:	If it really is the Golden Lion
context: Did the monster look like a lion?\That is what is being said.\The Golden Lion?\Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion response:	I'll be able to find a clue to Li Yuan's whereabouts.
context: That is what is being said.\The Golden Lion?\Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts. response:	I sold some fruit and got some money.
context: The Golden Lion?\Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money. response:	Let's go to the teahouse for tea and opera later.
context: Sir, do you know where the monster's corpse is?\You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later. response:	Let's go.
context: You are such a strange lady. You want to see the monster's corpse?\I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later.\Let's go. response:	Come, take a look at this talisman.
context: I don't know, I don't know.\Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later.\Let's go.\Come, take a look at this talisman. response:	If yesterday's events happen again
context: Back then, Li Yuan disappeared with Father's mount, the Golden Lion.\If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later.\Let's go.\Come, take a look at this talisman.\If yesterday's events happen again response:	this will give you the black dragon's protection
context: If it really is the Golden Lion\I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later.\Let's go.\Come, take a look at this talisman.\If yesterday's events happen again\this will give you the black dragon's protection response:	and leave you unharmed.
context: I'll be able to find a clue to Li Yuan's whereabouts.\I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later.\Let's go.\Come, take a look at this talisman.\If yesterday's events happen again\this will give you the black dragon's protection\and leave you unharmed. response:	- I'll have one! - Come, come.
context: I sold some fruit and got some money.\Let's go to the teahouse for tea and opera later.\Let's go.\Come, take a look at this talisman.\If yesterday's events happen again\this will give you the black dragon's protection\and leave you unharmed.\- I'll have one! - Come, come. response:	- I want one! - Plenty for all.
context: Let's go to the teahouse for tea and opera later.\Let's go.\Come, take a look at this talisman.\If yesterday's events happen again\this will give you the black dragon's protection\and leave you unharmed.\- I'll have one! - Come, come.\- I want one! - Plenty for all. response:	Can this talisman really ward off evil?
context: Let's go.\Come, take a look at this talisman.\If yesterday's events happen again\this will give you the black dragon's protection\and leave you unharmed.\- I'll have one! - Come, come.\- I want one! - Plenty for all.\Can this talisman really ward off evil? response:	Of course. Do you want a talisman, Miss?
context: Come, take a look at this talisman.\If yesterday's events happen again\this will give you the black dragon's protection\and leave you unharmed.\- I'll have one! - Come, come.\- I want one! - Plenty for all.\Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss? response:	I'm not afraid of monsters.
context: If yesterday's events happen again\this will give you the black dragon's protection\and leave you unharmed.\- I'll have one! - Come, come.\- I want one! - Plenty for all.\Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss?\I'm not afraid of monsters. response:	For a lady, you have such courage. You're not afraid of monsters?
context: this will give you the black dragon's protection\and leave you unharmed.\- I'll have one! - Come, come.\- I want one! - Plenty for all.\Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss?\I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters? response:	- It was beaten to the ground. - Good, good!
context: and leave you unharmed.\- I'll have one! - Come, come.\- I want one! - Plenty for all.\Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss?\I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good! response:	Before you knew it, the hero had turned around and rode astride the tiger
context: - I'll have one! - Come, come.\- I want one! - Plenty for all.\Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss?\I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger response:	and delivered a few cuffs and kicks.
context: - I want one! - Plenty for all.\Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss?\I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks. response:	- Good, good! - Miss.
context: Can this talisman really ward off evil?\Of course. Do you want a talisman, Miss?\I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks.\- Good, good! - Miss. response:	Why did you follow me? I'm not buying a talisman.
context: Of course. Do you want a talisman, Miss?\I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks.\- Good, good! - Miss.\Why did you follow me? I'm not buying a talisman. response:	I only want to ask you about the origins of this fan.
context: I'm not afraid of monsters.\For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks.\- Good, good! - Miss.\Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan. response:	I picked it up.
context: For a lady, you have such courage. You're not afraid of monsters?\- It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks.\- Good, good! - Miss.\Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan.\I picked it up. response:	How about selling it to me?
context: - It was beaten to the ground. - Good, good!\Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks.\- Good, good! - Miss.\Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan.\I picked it up.\How about selling it to me? response:	It's not for sale. This fan is the first item I found.
context: Before you knew it, the hero had turned around and rode astride the tiger\and delivered a few cuffs and kicks.\- Good, good! - Miss.\Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan.\I picked it up.\How about selling it to me?\It's not for sale. This fan is the first item I found. response:	I'm keeping it as a memento.
context: and delivered a few cuffs and kicks.\- Good, good! - Miss.\Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan.\I picked it up.\How about selling it to me?\It's not for sale. This fan is the first item I found.\I'm keeping it as a memento. response:	It is of no use to you. Why must you insist on keeping it?
context: - Good, good! - Miss.\Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan.\I picked it up.\How about selling it to me?\It's not for sale. This fan is the first item I found.\I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it? response:	I said I'm not selling it.
context: Why did you follow me? I'm not buying a talisman.\I only want to ask you about the origins of this fan.\I picked it up.\How about selling it to me?\It's not for sale. This fan is the first item I found.\I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it. response:	- Miss, look. - You!
context: I only want to ask you about the origins of this fan.\I picked it up.\How about selling it to me?\It's not for sale. This fan is the first item I found.\I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it.\- Miss, look. - You! response:	Miss, why did you steal my fan while I was making talismans?
context: I picked it up.\How about selling it to me?\It's not for sale. This fan is the first item I found.\I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it.\- Miss, look. - You!\Miss, why did you steal my fan while I was making talismans? response:	Who stole your fan? Give it back-
context: How about selling it to me?\It's not for sale. This fan is the first item I found.\I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it.\- Miss, look. - You!\Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back- response:	You!
context: It's not for sale. This fan is the first item I found.\I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it.\- Miss, look. - You!\Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back-\You! response:	I was selling talismans outside just now.
context: I'm keeping it as a memento.\It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it.\- Miss, look. - You!\Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back-\You!\I was selling talismans outside just now. response:	You came to join the crowd and stole my fan while I was unawares.
context: It is of no use to you. Why must you insist on keeping it?\I said I'm not selling it.\- Miss, look. - You!\Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back-\You!\I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares. response:	I found this fan.
